game_key,hp_1,hp_2,hp_3,h1_1,h1_2,h1_3,h2_1,h2_2,h2_3,h3_1,h3_2,h3_3,h4_1,h4_2,h4_3,h5_1,h5_2,h5_3,h6_1,h6_2,h6_3,h7_1,h7_2,h7_3,h8_1,h8_2,h8_3,h9_1,h9_2,h9_3,ap_1,ap_2,ap_3,a1_1,a1_2,a1_3,a2_1,a2_2,a2_3,a3_1,a3_2,a3_3,a4_1,a4_2,a4_3,a5_1,a5_2,a5_3,a6_1,a6_2,a6_3,a7_1,a7_2,a7_3,a8_1,a8_2,a8_3,a9_1,a9_2,a9_3,hit_r,r,l
20160504NCKT0,4.595744681,1.212765957,2.111111111,0.387096774,0.512820513,0.451612903,0.304347826,0.36,0.434782609,0.287234043,0.342857143,0.436170213,0.337078652,0.427184466,0.584269663,0.318181818,0.432098765,0.545454545,0.246753247,0.30952381,0.38961039,0.261904762,0.311111111,0.392857143,0.188679245,0.254237288,0.377358491,0.191176471,0.225352113,0.220588235,2.417910448,1.253731343,2.285714286,0.284210526,0.381818182,0.315789474,0.233333333,0.294117647,0.366666667,0.361445783,0.46,0.542168675,0.373626374,0.442307692,0.538461538,0.3,0.40625,0.5,0.186666667,0.258823529,0.346666667,0.277777778,0.35,0.277777778,0.210526316,0.279069767,0.236842105,0.25,0.347826087,0.333333333,0.361111111,8,6
20160504OBLG0,2.054347826,0.97826087,4,0.278481013,0.366666667,0.430379747,0.352941176,0.451612903,0.450980392,0.275862069,0.301587302,0.465517241,0.290697674,0.363636364,0.639534884,0.308823529,0.407407407,0.529411765,0.245283019,0.344262295,0.41509434,0.260273973,0.316455696,0.356164384,0.162162162,0.295454545,0.162162162,0.333333333,0.333333333,0.333333333,4.295454545,1.465909091,1.636363636,0.305084746,0.333333333,0.440677966,0.242424242,0.339130435,0.303030303,0.340206186,0.428571429,0.567010309,0.4,0.487804878,0.642857143,0.282051282,0.377777778,0.346153846,0.305555556,0.411111111,0.388888889,0.294117647,0.368421053,0.794117647,0.222222222,0.336206897,0.292929293,0.333333333,0.333333333,0.666666667,0.129032258,1,17
20160504OBLG0,4.295454545,1.465909091,1.636363636,0.305084746,0.333333333,0.440677966,0.242424242,0.339130435,0.303030303,0.340206186,0.428571429,0.567010309,0.4,0.487804878,0.642857143,0.282051282,0.377777778,0.346153846,0.305555556,0.411111111,0.388888889,0.294117647,0.368421053,0.794117647,0.222222222,0.336206897,0.292929293,0.333333333,0.333333333,0.666666667,2.054347826,0.97826087,4,0.278481013,0.366666667,0.430379747,0.352941176,0.451612903,0.450980392,0.275862069,0.301587302,0.465517241,0.290697674,0.363636364,0.639534884,0.308823529,0.407407407,0.529411765,0.245283019,0.344262295,0.41509434,0.260273973,0.316455696,0.356164384,0.162162162,0.295454545,0.162162162,0.333333333,0.333333333,0.333333333,0.4375,17,1
20160504WOSS0,4.695652174,1.434782609,2.333333333,0.278481013,0.393617021,0.367088608,0.191011236,0.239583333,0.280898876,0.340425532,0.407407407,0.510638298,0.340425532,0.456140351,0.595744681,0.311111111,0.378640777,0.455555556,0.225,0.329787234,0.2875,0.225352113,0.285714286,0.295774648,0.291666667,0.346153846,0.375,0.315789474,0.380952381,0.368421053,3.857142857,1.441558442,1.666666667,0.259615385,0.35,0.336538462,0.382978723,0.391752577,0.542553191,0.297619048,0.375,0.404761905,0.232323232,0.338983051,0.424242424,0.304347826,0.398148148,0.434782609,0.301075269,0.409090909,0.365591398,0.255319149,0.292929293,0.446808511,0.29787234,0.373831776,0.489361702,0.166666667,0.274193548,0.240740741,0.294117647,3,6
20160504WOSS0,3.857142857,1.441558442,1.666666667,0.259615385,0.35,0.336538462,0.382978723,0.391752577,0.542553191,0.297619048,0.375,0.404761905,0.232323232,0.338983051,0.424242424,0.304347826,0.398148148,0.434782609,0.301075269,0.409090909,0.365591398,0.255319149,0.292929293,0.446808511,0.29787234,0.373831776,0.489361702,0.166666667,0.274193548,0.240740741,4.695652174,1.434782609,2.333333333,0.278481013,0.393617021,0.367088608,0.191011236,0.239583333,0.280898876,0.340425532,0.407407407,0.510638298,0.340425532,0.456140351,0.595744681,0.311111111,0.378640777,0.455555556,0.225,0.329787234,0.2875,0.225352113,0.285714286,0.295774648,0.291666667,0.346153846,0.375,0.315789474,0.380952381,0.368421053,0.277777778,6,3
20160505HHSK0,3.272727273,1.03030303,4.333333333,0.207792208,0.311111111,0.233766234,0.237288136,0.318181818,0.355932203,0.24742268,0.408,0.422680412,0.327433628,0.363636364,0.584070796,0.25,0.289719626,0.39,0.295918367,0.363636364,0.346938776,0.269230769,0.362637363,0.41025641,0.4,0.444444444,0.425,0.31,0.345794393,0.46,13.5,4.5,0,0.28,0.362831858,0.45,0.261538462,0.4,0.323076923,0.35,0.458333333,0.416666667,0.279569892,0.415254237,0.365591398,0.329411765,0.369565217,0.517647059,0.275862069,0.388888889,0.413793103,0,0,0,0.244897959,0.296296296,0.285714286,0,0.333333333,0,0.4375,19,6
20160505HHSK0,13.5,4.5,0,0.28,0.362831858,0.45,0.261538462,0.4,0.323076923,0.35,0.458333333,0.416666667,0.279569892,0.415254237,0.365591398,0.329411765,0.369565217,0.517647059,0.275862069,0.388888889,0.413793103,0,0,0,0.244897959,0.296296296,0.285714286,0,0.333333333,0,3.272727273,1.03030303,4.333333333,0.207792208,0.311111111,0.233766234,0.237288136,0.318181818,0.355932203,0.24742268,0.408,0.422680412,0.327433628,0.363636364,0.584070796,0.25,0.289719626,0.39,0.295918367,0.363636364,0.346938776,0.269230769,0.362637363,0.41025641,0.4,0.444444444,0.425,0.31,0.345794393,0.46,0.333333333,6,19
20160505LTHT0,4.21875,1.46875,2.133333333,0.281553398,0.324324324,0.40776699,0.242424242,0.305555556,0.393939394,0.337078652,0.378947368,0.561797753,0.333333333,0.463768116,0.518518519,0.272727273,0.366336634,0.443181818,0.264705882,0.390243902,0.558823529,0.25,0.25,0.3125,0.266666667,0.266666667,0.533333333,0.225806452,0.264705882,0.258064516,3.197368421,1.421052632,1.8,0.324074074,0.420634921,0.509259259,0.282828283,0.330275229,0.424242424,0.422680412,0.486486486,0.546391753,0.302083333,0.418803419,0.510416667,0.280487805,0.423076923,0.536585366,0.233009709,0.322033898,0.291262136,0.214285714,0.258064516,0.214285714,0,0,0,0.258064516,0.298507463,0.306451613,0.473684211,17,1
20160505LTHT0,3.197368421,1.421052632,1.8,0.324074074,0.420634921,0.509259259,0.282828283,0.330275229,0.424242424,0.422680412,0.486486486,0.546391753,0.302083333,0.418803419,0.510416667,0.280487805,0.423076923,0.536585366,0.233009709,0.322033898,0.291262136,0.214285714,0.258064516,0.214285714,0,0,0,0.258064516,0.298507463,0.306451613,4.21875,1.46875,2.133333333,0.281553398,0.324324324,0.40776699,0.242424242,0.305555556,0.393939394,0.337078652,0.378947368,0.561797753,0.333333333,0.463768116,0.518518519,0.272727273,0.366336634,0.443181818,0.264705882,0.390243902,0.558823529,0.25,0.25,0.3125,0.266666667,0.266666667,0.533333333,0.225806452,0.264705882,0.258064516,0.103448276,1,17
20160505NCKT0,3.098360656,1.278688525,2.4,0.313131313,0.408695652,0.343434343,0.142857143,0.25,0.285714286,0.344827586,0.447619048,0.517241379,0.354166667,0.422018349,0.510416667,0.202531646,0.269662921,0.35443038,0.285714286,0.396039604,0.476190476,0.25,0.25,0.5,0.195121951,0.276595745,0.219512195,0.241935484,0.338028169,0.322580645,2.589041096,1.191780822,3.285714286,0.382352941,0.522727273,0.441176471,0.32,0.37037037,0.44,0.295918367,0.354545455,0.469387755,0.329787234,0.416666667,0.574468085,0.31884058,0.435294118,0.536231884,0.24691358,0.306818182,0.407407407,0.284090909,0.329787234,0.409090909,0.175438596,0.238095238,0.350877193,0.208333333,0.24,0.25,0.21875,2,15
20160505NCKT0,2.589041096,1.191780822,3.285714286,0.382352941,0.522727273,0.441176471,0.32,0.37037037,0.44,0.295918367,0.354545455,0.469387755,0.329787234,0.416666667,0.574468085,0.31884058,0.435294118,0.536231884,0.24691358,0.306818182,0.407407407,0.284090909,0.329787234,0.409090909,0.175438596,0.238095238,0.350877193,0.208333333,0.24,0.25,3.098360656,1.278688525,2.4,0.313131313,0.408695652,0.343434343,0.142857143,0.25,0.285714286,0.344827586,0.447619048,0.517241379,0.354166667,0.422018349,0.510416667,0.202531646,0.269662921,0.35443038,0.285714286,0.396039604,0.476190476,0.25,0.25,0.5,0.195121951,0.276595745,0.219512195,0.241935484,0.338028169,0.322580645,0.372093023,15,2
20160505OBLG0,5.349056604,1.471698113,4.2,0.292682927,0.376344086,0.451219512,0.333333333,0.430769231,0.425925926,0.274193548,0.298507463,0.451612903,0.3,0.397590361,0.514285714,0.284090909,0.356435644,0.625,0.240740741,0.359375,0.407407407,0.25,0.313253012,0.342105263,0.153846154,0.282608696,0.153846154,0.3,0.3,0.4,1.125,0.9375,3.714285714,0.317460317,0.343283582,0.492063492,0.266666667,0.355371901,0.333333333,0.343137255,0.43220339,0.568627451,0.375,0.431818182,0.975,0.350649351,0.426966292,0.558441558,0.280487805,0.378947368,0.341463415,0.285714286,0.285714286,0.428571429,0.233009709,0.352459016,0.300970874,0.311688312,0.410526316,0.402597403,0.277777778,8,7
20160505OBLG0,1.125,0.9375,3.714285714,0.317460317,0.343283582,0.492063492,0.266666667,0.355371901,0.333333333,0.343137255,0.43220339,0.568627451,0.375,0.431818182,0.975,0.350649351,0.426966292,0.558441558,0.280487805,0.378947368,0.341463415,0.285714286,0.285714286,0.428571429,0.233009709,0.352459016,0.300970874,0.311688312,0.410526316,0.402597403,5.349056604,1.471698113,4.2,0.292682927,0.376344086,0.451219512,0.333333333,0.430769231,0.425925926,0.274193548,0.298507463,0.451612903,0.3,0.397590361,0.514285714,0.284090909,0.356435644,0.625,0.240740741,0.359375,0.407407407,0.25,0.313253012,0.342105263,0.153846154,0.282608696,0.153846154,0.3,0.3,0.4,0.422222222,7,8
20160505WOSS0,8.265306122,1.714285714,2.25,0.273809524,0.383838384,0.357142857,0.206521739,0.26,0.293478261,0.336734694,0.401785714,0.5,0.350515464,0.457627119,0.608247423,0.319148936,0.38317757,0.468085106,0.219178082,0.278481013,0.287671233,0.129032258,0.3,0.322580645,0.28,0.357142857,0.36,0.304347826,0.36,0.347826087,2.226804124,1.175257732,18,0.266055046,0.352,0.366972477,0.371134021,0.376237624,0.525773196,0.295454545,0.37,0.397727273,0.302083333,0.392857143,0.427083333,0.288659794,0.394736842,0.350515464,0.316326531,0.387387387,0.520408163,1,1,1,0.166666667,0.285714286,0.166666667,0.375,0.444444444,0.5,0.225806452,5,2
20160505WOSS0,2.226804124,1.175257732,18,0.266055046,0.352,0.366972477,0.371134021,0.376237624,0.525773196,0.295454545,0.37,0.397727273,0.302083333,0.392857143,0.427083333,0.288659794,0.394736842,0.350515464,0.316326531,0.387387387,0.520408163,1,1,1,0.166666667,0.285714286,0.166666667,0.375,0.444444444,0.5,8.265306122,1.714285714,2.25,0.273809524,0.383838384,0.357142857,0.206521739,0.26,0.293478261,0.336734694,0.401785714,0.5,0.350515464,0.457627119,0.608247423,0.319148936,0.38317757,0.468085106,0.219178082,0.278481013,0.287671233,0.129032258,0.3,0.322580645,0.28,0.357142857,0.36,0.304347826,0.36,0.347826087,0.133333333,2,5
20160506HHKT0,5.538461538,1.384615385,1.133333333,0.32038835,0.411764706,0.349514563,0.318181818,0.4,0.318181818,0.231707317,0.292134831,0.43902439,0.353535354,0.419642857,0.505050505,0.340659341,0.440366972,0.505494505,0.204819277,0.268817204,0.34939759,0.282352941,0.398058252,0.470588235,0.195121951,0.291666667,0.219512195,0.238095238,0.333333333,0.317460317,3.375,1.25,1,0.264705882,0.404761905,0.367647059,0.271428571,0.32,0.414285714,0.288461538,0.367521368,0.451923077,0.275510204,0.406504065,0.357142857,0.26,0.366666667,0.36,0.333333333,0.425,0.545454545,0.314606742,0.354166667,0.494382022,0.349206349,0.460526316,0.412698413,0.25,0.298245614,0.346153846,0.428571429,10,3
20160506HHKT0,3.375,1.25,1,0.264705882,0.404761905,0.367647059,0.271428571,0.32,0.414285714,0.288461538,0.367521368,0.451923077,0.275510204,0.406504065,0.357142857,0.26,0.366666667,0.36,0.333333333,0.425,0.545454545,0.314606742,0.354166667,0.494382022,0.349206349,0.460526316,0.412698413,0.25,0.298245614,0.346153846,5.538461538,1.384615385,1.133333333,0.32038835,0.411764706,0.349514563,0.318181818,0.4,0.318181818,0.231707317,0.292134831,0.43902439,0.353535354,0.419642857,0.505050505,0.340659341,0.440366972,0.505494505,0.204819277,0.268817204,0.34939759,0.282352941,0.398058252,0.470588235,0.195121951,0.291666667,0.219512195,0.238095238,0.333333333,0.317460317,0.27027027,3,10
20160506HTWO0,0,0,0,0.274336283,0.356589147,0.380530973,0.356435644,0.361904762,0.504950495,0.293478261,0.365384615,0.391304348,0.223300971,0.327868852,0.40776699,0.29,0.379310345,0.41,0.28,0.389830508,0.34,0.255102041,0.298076923,0.43877551,0.31372549,0.382608696,0.539215686,0.178571429,0.28125,0.25,2.755102041,1.530612245,0.666666667,0.289719626,0.330434783,0.411214953,0.333333333,0.363636364,0.380952381,0.333333333,0.37,0.548387097,0.355932203,0.48,0.610169492,0.315217391,0.396226415,0.532608696,0.260869565,0.358490566,0.423913043,0.25,0.307692308,0.375,0.266666667,0.3125,0.466666667,0.289473684,0.357142857,0.526315789,0.454545455,15,6
20160506HTWO0,2.755102041,1.530612245,0.666666667,0.289719626,0.330434783,0.411214953,0.333333333,0.363636364,0.380952381,0.333333333,0.37,0.548387097,0.355932203,0.48,0.610169492,0.315217391,0.396226415,0.532608696,0.260869565,0.358490566,0.423913043,0.25,0.307692308,0.375,0.266666667,0.3125,0.466666667,0.289473684,0.357142857,0.526315789,0,0,0,0.274336283,0.356589147,0.380530973,0.356435644,0.361904762,0.504950495,0.293478261,0.365384615,0.391304348,0.223300971,0.327868852,0.40776699,0.29,0.379310345,0.41,0.28,0.389830508,0.34,0.255102041,0.298076923,0.43877551,0.31372549,0.382608696,0.539215686,0.178571429,0.28125,0.25,0.371428571,6,15
20160506LGNC0,2.793103448,1.060344828,4.75,0.351351351,0.52,0.405405405,0.309090909,0.355932203,0.418181818,0.303921569,0.365217391,0.5,0.340206186,0.428571429,0.608247423,0.337837838,0.450549451,0.540540541,0.296296296,0.425742574,0.49382716,0.258823529,0.315217391,0.411764706,0.296703297,0.346938776,0.43956044,0.210526316,0.240506329,0.25,4.821428571,1.392857143,1.222222222,0.310344828,0.387755102,0.494252874,0.25974026,0.329411765,0.350649351,0.350877193,0.5,0.50877193,0.297297297,0.397727273,0.513513514,0.268817204,0.339622642,0.591397849,0.28358209,0.305555556,0.462686567,0.384615385,0.384615385,0.538461538,0,0.307692308,0,0,0,0,0.405405405,13,2
20160506LGNC0,4.821428571,1.392857143,1.222222222,0.310344828,0.387755102,0.494252874,0.25974026,0.329411765,0.350649351,0.350877193,0.5,0.50877193,0.297297297,0.397727273,0.513513514,0.268817204,0.339622642,0.591397849,0.28358209,0.305555556,0.462686567,0.384615385,0.384615385,0.538461538,0,0.307692308,0,0,0,0,2.793103448,1.060344828,4.75,0.351351351,0.52,0.405405405,0.309090909,0.355932203,0.418181818,0.303921569,0.365217391,0.5,0.340206186,0.428571429,0.608247423,0.337837838,0.450549451,0.540540541,0.296296296,0.425742574,0.49382716,0.258823529,0.315217391,0.411764706,0.296703297,0.346938776,0.43956044,0.210526316,0.240506329,0.25,0.172413793,2,13
20160506LTOB0,3.193548387,1.419354839,1.6875,0.333333333,0.375,0.515151515,0.279279279,0.362204724,0.342342342,0.342592593,0.427419355,0.555555556,0.377777778,0.44,0.911111111,0.337349398,0.410526316,0.530120482,0.279069767,0.37,0.337209302,0.416666667,0.416666667,0.5,0.242990654,0.362204724,0.308411215,0.317073171,0.41,0.414634146,7.43877551,1.714285714,1.8125,0.284313725,0.336283186,0.431372549,0.425742574,0.486956522,0.544554455,0.315315315,0.410852713,0.495495495,0.295918367,0.416666667,0.5,0.307692308,0.307692308,0.615384615,0.273809524,0.41509434,0.523809524,0.193548387,0.235294118,0.193548387,0.25,0.289855072,0.296875,0.230769231,0.325,0.288461538,0.161290323,0,7
20160506LTOB0,7.43877551,1.714285714,1.8125,0.284313725,0.336283186,0.431372549,0.425742574,0.486956522,0.544554455,0.315315315,0.410852713,0.495495495,0.295918367,0.416666667,0.5,0.307692308,0.307692308,0.615384615,0.273809524,0.41509434,0.523809524,0.193548387,0.235294118,0.193548387,0.25,0.289855072,0.296875,0.230769231,0.325,0.288461538,3.193548387,1.419354839,1.6875,0.333333333,0.375,0.515151515,0.279279279,0.362204724,0.342342342,0.342592593,0.427419355,0.555555556,0.377777778,0.44,0.911111111,0.337349398,0.410526316,0.530120482,0.279069767,0.37,0.337209302,0.416666667,0.416666667,0.5,0.242990654,0.362204724,0.308411215,0.317073171,0.41,0.414634146,0.324324324,7,0
20160506SKSS0,3.340206186,1.020618557,3.2,0.264367816,0.378640777,0.344827586,0.208333333,0.259615385,0.3125,0.333333333,0.396551724,0.509803922,0.356435644,0.459016393,0.623762376,0.316326531,0.378378378,0.479591837,0.328358209,0.391891892,0.432835821,0.147058824,0.302325581,0.323529412,0.210526316,0.265060241,0.276315789,0.269230769,0.321428571,0.307692308,3.025862069,1.086206897,3.6,0.21686747,0.3125,0.240963855,0.253968254,0.347222222,0.412698413,0.257425743,0.415384615,0.465346535,0.341880342,0.376,0.615384615,0.257142857,0.294642857,0.419047619,0.303921569,0.368421053,0.382352941,0.289156627,0.381443299,0.421686747,0.386363636,0.428571429,0.409090909,0.323809524,0.353982301,0.485714286,0.258064516,5,4
20160506SKSS0,3.025862069,1.086206897,3.6,0.21686747,0.3125,0.240963855,0.253968254,0.347222222,0.412698413,0.257425743,0.415384615,0.465346535,0.341880342,0.376,0.615384615,0.257142857,0.294642857,0.419047619,0.303921569,0.368421053,0.382352941,0.289156627,0.381443299,0.421686747,0.386363636,0.428571429,0.409090909,0.323809524,0.353982301,0.485714286,3.340206186,1.020618557,3.2,0.264367816,0.378640777,0.344827586,0.208333333,0.259615385,0.3125,0.333333333,0.396551724,0.509803922,0.356435644,0.459016393,0.623762376,0.316326531,0.378378378,0.479591837,0.328358209,0.391891892,0.432835821,0.147058824,0.302325581,0.323529412,0.210526316,0.265060241,0.276315789,0.269230769,0.321428571,0.307692308,0.3125,4,5
20160507HHKT0,7.5,1.916666667,0.5,0.333333333,0.419354839,0.361111111,0.307692308,0.4,0.423076923,0.23255814,0.290322581,0.465116279,0.347368421,0.447368421,0.547368421,0.292134831,0.401869159,0.471910112,0.211764706,0.288659794,0.352941176,0.32,0.346153846,0.48,0.204545455,0.307692308,0.227272727,0.257575758,0.355263158,0.348484848,6.48,2.12,0.875,0.277777778,0.355371901,0.435185185,0.260273973,0.393258427,0.356164384,0.322580645,0.36,0.494623656,0.287128713,0.417322835,0.386138614,0.333333333,0.409090909,0.527777778,0.328358209,0.4375,0.388059701,0.277777778,0.375,0.388888889,0.259259259,0.305084746,0.351851852,0.142857143,0.25,0.142857143,0.476190476,17,10
20160507HHKT0,6.48,2.12,0.875,0.277777778,0.355371901,0.435185185,0.260273973,0.393258427,0.356164384,0.322580645,0.36,0.494623656,0.287128713,0.417322835,0.386138614,0.333333333,0.409090909,0.527777778,0.328358209,0.4375,0.388059701,0.277777778,0.375,0.388888889,0.259259259,0.305084746,0.351851852,0.142857143,0.25,0.142857143,7.5,1.916666667,0.5,0.333333333,0.419354839,0.361111111,0.307692308,0.4,0.423076923,0.23255814,0.290322581,0.465116279,0.347368421,0.447368421,0.547368421,0.292134831,0.401869159,0.471910112,0.211764706,0.288659794,0.352941176,0.32,0.346153846,0.48,0.204545455,0.307692308,0.227272727,0.257575758,0.355263158,0.348484848,0.324324324,10,17
20160507HTWO0,3.253012048,1.084337349,4.25,0.290598291,0.377777778,0.418803419,0.358490566,0.369369369,0.5,0.3125,0.37962963,0.40625,0.254901961,0.296296296,0.460784314,0.295238095,0.380165289,0.40952381,0.285714286,0.390243902,0.342857143,0.311320755,0.383333333,0.547169811,0.4,0.5,0.4,0.142857143,0.28,0.142857143,3.540983607,1.352459016,1.5625,0.281818182,0.322033898,0.4,0.30952381,0.369565217,0.595238095,0.333333333,0.368932039,0.552083333,0.35483871,0.481012658,0.64516129,0.326315789,0.403669725,0.568421053,0.285714286,0.409090909,0.571428571,0.307692308,0.333333333,0.346153846,0.257142857,0.307692308,0.285714286,0.315789474,0.409090909,0.578947368,0.242424242,4,3
20160507HTWO0,3.540983607,1.352459016,1.5625,0.281818182,0.322033898,0.4,0.30952381,0.369565217,0.595238095,0.333333333,0.368932039,0.552083333,0.35483871,0.481012658,0.64516129,0.326315789,0.403669725,0.568421053,0.285714286,0.409090909,0.571428571,0.307692308,0.333333333,0.346153846,0.257142857,0.307692308,0.285714286,0.315789474,0.409090909,0.578947368,3.253012048,1.084337349,4.25,0.290598291,0.377777778,0.418803419,0.358490566,0.369369369,0.5,0.3125,0.37962963,0.40625,0.254901961,0.296296296,0.460784314,0.295238095,0.380165289,0.40952381,0.285714286,0.390243902,0.342857143,0.311320755,0.383333333,0.547169811,0.4,0.5,0.4,0.142857143,0.28,0.142857143,0.193548387,3,4
20160507LGNC0,5.711538462,1.5,0.7,0.333333333,0.490909091,0.380952381,0.316666667,0.359375,0.433333333,0.320754717,0.378151261,0.518867925,0.356435644,0.439655172,0.653465347,0.346153846,0.452631579,0.576923077,0.297619048,0.428571429,0.488095238,0.258426966,0.3125,0.404494382,0.29787234,0.352941176,0.436170213,0.2125,0.240963855,0.25,5.785714286,1.660714286,2.625,0.311111111,0.386138614,0.488888889,0.327586207,0.420289855,0.413793103,0.333333333,0.487179487,0.483333333,0.298701299,0.395604396,0.506493506,0.270833333,0.339449541,0.583333333,0.224137931,0.347826087,0.379310345,0.357142857,0.4,0.5,0.139534884,0.26,0.139534884,0.071428571,0.277777778,0.071428571,0.25,4,1
20160507LGNC0,5.785714286,1.660714286,2.625,0.311111111,0.386138614,0.488888889,0.327586207,0.420289855,0.413793103,0.333333333,0.487179487,0.483333333,0.298701299,0.395604396,0.506493506,0.270833333,0.339449541,0.583333333,0.224137931,0.347826087,0.379310345,0.357142857,0.4,0.5,0.139534884,0.26,0.139534884,0.071428571,0.277777778,0.071428571,5.711538462,1.5,0.7,0.333333333,0.490909091,0.380952381,0.316666667,0.359375,0.433333333,0.320754717,0.378151261,0.518867925,0.356435644,0.439655172,0.653465347,0.346153846,0.452631579,0.576923077,0.297619048,0.428571429,0.488095238,0.258426966,0.3125,0.404494382,0.29787234,0.352941176,0.436170213,0.2125,0.240963855,0.25,0.193548387,1,4
20160507LTOB0,2.5,1.277777778,4.6,0.329411765,0.417475728,0.435294118,0.23853211,0.356589147,0.302752294,0.342342342,0.4296875,0.54954955,0.346938776,0.407407407,0.836734694,0.333333333,0.404040404,0.517241379,0.266666667,0.355769231,0.322222222,0.161290323,0.293333333,0.241935484,0.357142857,0.4,0.428571429,0.269565217,0.351145038,0.330434783,2.949579832,1.260504202,3.666666667,0.280373832,0.330508475,0.448598131,0.432692308,0.5,0.567307692,0.315789474,0.417910448,0.49122807,0.310679612,0.424,0.504854369,0.235294118,0.277777778,0.470588235,0.272727273,0.414414414,0.522727273,0.194444444,0.230769231,0.222222222,0.268656716,0.315068493,0.328358209,0.231481481,0.322580645,0.296296296,0.2,0,5
20160507LTOB0,2.949579832,1.260504202,3.666666667,0.280373832,0.330508475,0.448598131,0.432692308,0.5,0.567307692,0.315789474,0.417910448,0.49122807,0.310679612,0.424,0.504854369,0.235294118,0.277777778,0.470588235,0.272727273,0.414414414,0.522727273,0.194444444,0.230769231,0.222222222,0.268656716,0.315068493,0.328358209,0.231481481,0.322580645,0.296296296,2.5,1.277777778,4.6,0.329411765,0.417475728,0.435294118,0.23853211,0.356589147,0.302752294,0.342342342,0.4296875,0.54954955,0.346938776,0.407407407,0.836734694,0.333333333,0.404040404,0.517241379,0.266666667,0.355769231,0.322222222,0.161290323,0.293333333,0.241935484,0.357142857,0.4,0.428571429,0.269565217,0.351145038,0.330434783,0.264705882,5,0
20160507SKSS0,4.347457627,1.322033898,2,0.274725275,0.38317757,0.362637363,0.212121212,0.261682243,0.333333333,0.330188679,0.391666667,0.5,0.361904762,0.46031746,0.657142857,0.306930693,0.373913043,0.465346535,0.323943662,0.384615385,0.422535211,0.157894737,0.29787234,0.315789474,0.207792208,0.261904762,0.272727273,0.24137931,0.290322581,0.275862069,3.375,1.205357143,2.454545455,0.218390805,0.31,0.264367816,0.206896552,0.328571429,0.224137931,0.25,0.410447761,0.451923077,0.338842975,0.372093023,0.603305785,0.266055046,0.301724138,0.431192661,0.304761905,0.367521368,0.380952381,0.310344828,0.396039604,0.482758621,0.361702128,0.403846154,0.382978723,0.333333333,0.362068966,0.490740741,0.222222222,3,6
20160507SKSS0,3.375,1.205357143,2.454545455,0.218390805,0.31,0.264367816,0.206896552,0.328571429,0.224137931,0.25,0.410447761,0.451923077,0.338842975,0.372093023,0.603305785,0.266055046,0.301724138,0.431192661,0.304761905,0.367521368,0.380952381,0.310344828,0.396039604,0.482758621,0.361702128,0.403846154,0.382978723,0.333333333,0.362068966,0.490740741,4.347457627,1.322033898,2,0.274725275,0.38317757,0.362637363,0.212121212,0.261682243,0.333333333,0.330188679,0.391666667,0.5,0.361904762,0.46031746,0.657142857,0.306930693,0.373913043,0.465346535,0.323943662,0.384615385,0.422535211,0.157894737,0.29787234,0.315789474,0.207792208,0.261904762,0.272727273,0.24137931,0.290322581,0.275862069,0.225806452,6,3
20160508HHKT0,5.711538462,1.5,1.666666667,0.342105263,0.423076923,0.368421053,0.322580645,0.416666667,0.419354839,0.252747253,0.306122449,0.472527473,0.222222222,0.294117647,0.366666667,0.290322581,0.401785714,0.462365591,0.344827586,0.387096774,0.482758621,0.260869565,0.3625,0.347826087,0.25,0.350877193,0.270833333,0.215384615,0.273972603,0.338461538,0,0,0,0.276785714,0.357142857,0.428571429,0.276315789,0.414893617,0.368421053,0.340206186,0.380952381,0.546391753,0.276190476,0.409090909,0.371428571,0.271186441,0.362318841,0.372881356,0.375,0.448979592,0.625,0.256756757,0.303797468,0.391891892,0.1,0.142857143,0.1,0.117647059,0.166666667,0.117647059,0.393939394,7,4
20160508HHKT0,0,0,0,0.276785714,0.357142857,0.428571429,0.276315789,0.414893617,0.368421053,0.340206186,0.380952381,0.546391753,0.276190476,0.409090909,0.371428571,0.271186441,0.362318841,0.372881356,0.375,0.448979592,0.625,0.256756757,0.303797468,0.391891892,0.1,0.142857143,0.1,0.117647059,0.166666667,0.117647059,5.711538462,1.5,1.666666667,0.342105263,0.423076923,0.368421053,0.322580645,0.416666667,0.419354839,0.252747253,0.306122449,0.472527473,0.222222222,0.294117647,0.366666667,0.290322581,0.401785714,0.462365591,0.344827586,0.387096774,0.482758621,0.260869565,0.3625,0.347826087,0.25,0.350877193,0.270833333,0.215384615,0.273972603,0.338461538,0.133333333,4,7
20160508HTWO0,5.126582278,1.670886076,0.888888889,0.297520661,0.381294964,0.421487603,0.363636364,0.373913043,0.518181818,0.313131313,0.383928571,0.404040404,0.23364486,0.333333333,0.439252336,0.302752294,0.384,0.412844037,0.275229358,0.377952756,0.330275229,0.245283019,0.285714286,0.443396226,0.309090909,0.379032258,0.545454545,0.216666667,0.31884058,0.3,4.226086957,1.513043478,2,0.289473684,0.327868852,0.438596491,0.282608696,0.34,0.543478261,0.333333333,0.373831776,0.545454545,0.353846154,0.481927711,0.630769231,0.323232323,0.398230088,0.555555556,0.256410256,0.375,0.512820513,0.270833333,0.363636364,0.447916667,0.25,0.317073171,0.277777778,0.3,0.322580645,0.333333333,0.285714286,7,6
