game_key,hp_1,hp_2,hp_3,h1_1,h1_2,h1_3,h2_1,h2_2,h2_3,h3_1,h3_2,h3_3,h4_1,h4_2,h4_3,h5_1,h5_2,h5_3,h6_1,h6_2,h6_3,h7_1,h7_2,h7_3,h8_1,h8_2,h8_3,h9_1,h9_2,h9_3,ap_1,ap_2,ap_3,a1_1,a1_2,a1_3,a2_1,a2_2,a2_3,a3_1,a3_2,a3_3,a4_1,a4_2,a4_3,a5_1,a5_2,a5_3,a6_1,a6_2,a6_3,a7_1,a7_2,a7_3,a8_1,a8_2,a8_3,a9_1,a9_2,a9_3,hit_r,r,l
20160415WOHT0,1.285714286,1,8,0.25,0.307692308,0.458333333,0.428571429,0.5,0.428571429,0.23255814,0.266666667,0.302325581,0.277777778,0.35,0.472222222,0.212121212,0.357142857,0.484848485,0.358974359,0.418604651,0.717948718,0.2,0.368421053,0.266666667,0.178571429,0.233333333,0.428571429,0.185185185,0.3125,0.185185185,4.5,1.4,8,0.26,0.383333333,0.36,0.3,0.3,0.366666667,0.288888889,0.377358491,0.4,0.2,0.339285714,0.4,0.292682927,0.431372549,0.317073171,0.255813953,0.352941176,0.441860465,0.222222222,0.34375,0.333333333,0.166666667,0.285714286,0.166666667,0,0,0,0.361111111,11,6
20160415WOHT0,4.5,1.4,8,0.26,0.383333333,0.36,0.3,0.3,0.366666667,0.288888889,0.377358491,0.4,0.2,0.339285714,0.4,0.292682927,0.431372549,0.317073171,0.255813953,0.352941176,0.441860465,0.222222222,0.34375,0.333333333,0.166666667,0.285714286,0.166666667,0,0,0,1.285714286,1,8,0.25,0.307692308,0.458333333,0.428571429,0.5,0.428571429,0.23255814,0.266666667,0.302325581,0.277777778,0.35,0.472222222,0.212121212,0.357142857,0.484848485,0.358974359,0.418604651,0.717948718,0.2,0.368421053,0.266666667,0.178571429,0.233333333,0.428571429,0.185185185,0.3125,0.185185185,0.294117647,6,11
20160417LGHH0,7.615384615,1.692307692,1.333333333,0.29787234,0.34,0.404255319,0.25,0.294117647,0.3125,0.291666667,0.333333333,0.375,0.347826087,0.436363636,0.434782609,0.222222222,0.275862069,0.333333333,0.29787234,0.352941176,0.446808511,0.230769231,0.310344828,0.384615385,0.290322581,0.352941176,0.451612903,0.25,0.307692308,0.333333333,6.517241379,1.655172414,3.666666667,0.260869565,0.363636364,0.369565217,0.348837209,0.391304348,0.441860465,0.256410256,0.395833333,0.333333333,0.3125,0.388888889,0.5625,0.395348837,0.46,0.813953488,0.444444444,0.642857143,0.666666667,0.333333333,0.4,0.388888889,0.2,0.333333333,0.2,0.416666667,0.533333333,0.666666667,0.205882353,4,6
20160417LGHH0,6.517241379,1.655172414,3.666666667,0.260869565,0.363636364,0.369565217,0.348837209,0.391304348,0.441860465,0.256410256,0.395833333,0.333333333,0.3125,0.388888889,0.5625,0.395348837,0.46,0.813953488,0.444444444,0.642857143,0.666666667,0.333333333,0.4,0.388888889,0.2,0.333333333,0.2,0.416666667,0.533333333,0.666666667,7.615384615,1.692307692,1.333333333,0.29787234,0.34,0.404255319,0.25,0.294117647,0.3125,0.291666667,0.333333333,0.375,0.347826087,0.436363636,0.434782609,0.222222222,0.275862069,0.333333333,0.29787234,0.352941176,0.446808511,0.230769231,0.310344828,0.384615385,0.290322581,0.352941176,0.451612903,0.25,0.307692308,0.333333333,0.303030303,6,4
20160417LTNC0,9.391304348,1.956521739,2.666666667,0.3,0.363636364,0.3,0.146341463,0.255319149,0.243902439,0.355555556,0.4,0.533333333,0.238095238,0.333333333,0.404761905,0.384615385,0.5,0.666666667,0.260869565,0.379310345,0.434782609,0.3,0.348837209,0.5,0,0.083333333,0,0,0.111111111,0,1,1.666666667,1,0.352941176,0.431034483,0.568627451,0.484848485,0.564102564,0.606060606,0.238095238,0.255813953,0.333333333,0.291666667,0.363636364,0.541666667,0.333333333,0.37037037,0.529411765,0.378378378,0.489361702,0.675675676,0.324324324,0.365853659,0.351351351,0.240740741,0.280701754,0.277777778,0.28,0.333333333,0.28,0.351351351,5,8
20160417LTNC0,1,1.666666667,1,0.352941176,0.431034483,0.568627451,0.484848485,0.564102564,0.606060606,0.238095238,0.255813953,0.333333333,0.291666667,0.363636364,0.541666667,0.333333333,0.37037037,0.529411765,0.378378378,0.489361702,0.675675676,0.324324324,0.365853659,0.351351351,0.240740741,0.280701754,0.277777778,0.28,0.333333333,0.28,9.391304348,1.956521739,2.666666667,0.3,0.363636364,0.3,0.146341463,0.255319149,0.243902439,0.355555556,0.4,0.533333333,0.238095238,0.333333333,0.404761905,0.384615385,0.5,0.666666667,0.260869565,0.379310345,0.434782609,0.3,0.348837209,0.5,0,0.083333333,0,0,0.111111111,0,0.324324324,8,5
20160417SKKT0,5.4,1.628571429,1.5,0.275,0.42,0.3,0.24137931,0.290322581,0.344827586,0.228571429,0.289473684,0.428571429,0.333333333,0.403846154,0.422222222,0.325581395,0.442307692,0.581395349,0.147058824,0.256410256,0.264705882,0.204545455,0.217391304,0.340909091,0.25,0.25,0.25,0,0,0,4.153846154,1,10,0.222222222,0.355555556,0.277777778,0.290322581,0.405405405,0.322580645,0.25,0.403508772,0.454545455,0.265306122,0.339285714,0.489795918,0.244897959,0.314814815,0.428571429,0.272727273,0.377358491,0.363636364,0.208333333,0.254901961,0.416666667,0.318181818,0.367346939,0.5,0.256410256,0.355555556,0.358974359,0.243243243,6,10
20160417SKKT0,4.153846154,1,10,0.222222222,0.355555556,0.277777778,0.290322581,0.405405405,0.322580645,0.25,0.403508772,0.454545455,0.265306122,0.339285714,0.489795918,0.244897959,0.314814815,0.428571429,0.272727273,0.377358491,0.363636364,0.208333333,0.254901961,0.416666667,0.318181818,0.367346939,0.5,0.256410256,0.355555556,0.358974359,5.4,1.628571429,1.5,0.275,0.42,0.3,0.24137931,0.290322581,0.344827586,0.228571429,0.289473684,0.428571429,0.333333333,0.403846154,0.422222222,0.325581395,0.442307692,0.581395349,0.147058824,0.256410256,0.264705882,0.204545455,0.217391304,0.340909091,0.25,0.25,0.25,0,0,0,0.261904762,10,6
20160417SSOB0,0.692307692,0.846153846,6.5,0.254545455,0.338709677,0.327272727,0.282608696,0.381818182,0.391304348,0.3,0.406779661,0.62,0.181818182,0.327272727,0.295454545,0.282051282,0.391304348,0.564102564,0.30952381,0.408163265,0.357142857,0.5,0.6,0.785714286,0.266666667,0.258064516,0.333333333,0.317073171,0.395833333,0.414634146,0,0,0,0.357142857,0.454545455,0.571428571,0.239130435,0.294117647,0.304347826,0.333333333,0.403846154,0.511111111,0.3125,0.4,0.5,0.23255814,0.326530612,0.325581395,0.311111111,0.367346939,0.511111111,0.235294118,0.277777778,0.352941176,0.285714286,0.375,0.357142857,0.292682927,0.30952381,0.317073171,0.363636364,6,2
20160417SSOB0,0,0,0,0.357142857,0.454545455,0.571428571,0.239130435,0.294117647,0.304347826,0.333333333,0.403846154,0.511111111,0.3125,0.4,0.5,0.23255814,0.326530612,0.325581395,0.311111111,0.367346939,0.511111111,0.235294118,0.277777778,0.352941176,0.285714286,0.375,0.357142857,0.292682927,0.30952381,0.317073171,0.692307692,0.846153846,6.5,0.254545455,0.338709677,0.327272727,0.282608696,0.381818182,0.391304348,0.3,0.406779661,0.62,0.181818182,0.327272727,0.295454545,0.282051282,0.391304348,0.564102564,0.30952381,0.408163265,0.357142857,0.5,0.6,0.785714286,0.266666667,0.258064516,0.333333333,0.317073171,0.395833333,0.414634146,0.107142857,2,6
20160417WOHT0,4.5,1.6,2.75,0.214285714,0.266666667,0.392857143,0.454545455,0.5,0.454545455,0.291666667,0.32,0.479166667,0.3,0.377777778,0.5,0.243243243,0.382978723,0.513513514,0.365853659,0.458333333,0.707317073,0.176470588,0.348837209,0.235294118,0.5,0.5,0.75,0.161290323,0.277777778,0.161290323,2.634146341,0.951219512,9,0.277777778,0.384615385,0.37037037,0.314285714,0.314285714,0.371428571,0.265306122,0.362068966,0.367346939,0.204081633,0.344262295,0.387755102,0.285714286,0.433962264,0.428571429,0.282608696,0.410714286,0.304347826,0.282608696,0.326530612,0.5,0.276595745,0.363636364,0.468085106,0.193548387,0.305555556,0.290322581,0.323529412,1,2
20160417WOHT0,2.634146341,0.951219512,9,0.277777778,0.384615385,0.37037037,0.314285714,0.314285714,0.371428571,0.265306122,0.362068966,0.367346939,0.204081633,0.344262295,0.387755102,0.285714286,0.433962264,0.428571429,0.282608696,0.410714286,0.304347826,0.282608696,0.326530612,0.5,0.276595745,0.363636364,0.468085106,0.193548387,0.305555556,0.290322581,4.5,1.6,2.75,0.214285714,0.266666667,0.392857143,0.454545455,0.5,0.454545455,0.291666667,0.32,0.479166667,0.3,0.377777778,0.5,0.243243243,0.382978723,0.513513514,0.365853659,0.458333333,0.707317073,0.176470588,0.348837209,0.235294118,0.5,0.5,0.75,0.161290323,0.277777778,0.161290323,0.28125,2,1
20160419HHLT0,6.893617021,1.978723404,1.555555556,0.375,0.444444444,0.589285714,0.513513514,0.568181818,0.648648649,0.255319149,0.270833333,0.404255319,0.274509804,0.366666667,0.509803922,0.339285714,0.372881356,0.589285714,0.365853659,0.480769231,0.634146341,0.30952381,0.347826087,0.333333333,0.232142857,0.295081967,0.267857143,0.24137931,0.290322581,0.24137931,0,0,0,0.306122449,0.381818182,0.408163265,0.25,0.347826087,0.3,0.384615385,0.466666667,0.384615385,0.333333333,0.459016393,0.416666667,0.269230769,0.309090909,0.346153846,0.307692308,0.357142857,0.442307692,0.272727273,0.333333333,0.424242424,0.214285714,0.290322581,0.357142857,0.214285714,0.266666667,0.285714286,0.172413793,4,3
20160419HHLT0,0,0,0,0.306122449,0.381818182,0.408163265,0.25,0.347826087,0.3,0.384615385,0.466666667,0.384615385,0.333333333,0.459016393,0.416666667,0.269230769,0.309090909,0.346153846,0.307692308,0.357142857,0.442307692,0.272727273,0.333333333,0.424242424,0.214285714,0.290322581,0.357142857,0.214285714,0.266666667,0.285714286,6.893617021,1.978723404,1.555555556,0.375,0.444444444,0.589285714,0.513513514,0.568181818,0.648648649,0.255319149,0.270833333,0.404255319,0.274509804,0.366666667,0.509803922,0.339285714,0.372881356,0.589285714,0.365853659,0.480769231,0.634146341,0.30952381,0.347826087,0.333333333,0.232142857,0.295081967,0.267857143,0.24137931,0.290322581,0.24137931,0.210526316,3,4
20160419NCLG0,5.823529412,1.411764706,11,0.26,0.366666667,0.38,0.326086957,0.367346939,0.413043478,0.255813953,0.384615385,0.325581395,0.305555556,0.390243902,0.611111111,0.391304348,0.462962963,0.782608696,0.333333333,0.416666667,0.523809524,0.275862069,0.275862069,0.517241379,0.263157895,0.363636364,0.263157895,0.4,0.526315789,0.6,3.315789474,1.210526316,3.75,0.314285714,0.368421053,0.314285714,0.177777778,0.288461538,0.266666667,0.34,0.381818182,0.5,0.239130435,0.339622642,0.391304348,0.372093023,0.490566038,0.651162791,0.307692308,0.424242424,0.461538462,0.295454545,0.340425532,0.477272727,0.133333333,0.1875,0.333333333,0.151515152,0.176470588,0.181818182,0.037037037,1,8
20160419NCLG0,3.315789474,1.210526316,3.75,0.314285714,0.368421053,0.314285714,0.177777778,0.288461538,0.266666667,0.34,0.381818182,0.5,0.239130435,0.339622642,0.391304348,0.372093023,0.490566038,0.651162791,0.307692308,0.424242424,0.461538462,0.295454545,0.340425532,0.477272727,0.133333333,0.1875,0.333333333,0.151515152,0.176470588,0.181818182,5.823529412,1.411764706,11,0.26,0.366666667,0.38,0.326086957,0.367346939,0.413043478,0.255813953,0.384615385,0.325581395,0.305555556,0.390243902,0.611111111,0.391304348,0.462962963,0.782608696,0.333333333,0.416666667,0.523809524,0.275862069,0.275862069,0.517241379,0.263157895,0.363636364,0.263157895,0.4,0.526315789,0.6,0.333333333,8,1
20160419OBKT0,2.612903226,1.548387097,2.666666667,0.340425532,0.438596491,0.574468085,0.260869565,0.392857143,0.282608696,0.256410256,0.325581395,0.435897436,0.326530612,0.392857143,0.408163265,0.347826087,0.456140351,0.586956522,0.157894737,0.255813953,0.289473684,0.195652174,0.25,0.326086957,0.235294118,0.297297297,0.323529412,0.244897959,0.26,0.285714286,4.263157895,1.5,2.142857143,0.25862069,0.358208955,0.327586207,0.294117647,0.383333333,0.392156863,0.333333333,0.428571429,0.62962963,0.170212766,0.310344828,0.276595745,0.302325581,0.4,0.558139535,0.304347826,0.396226415,0.347826087,0.516129032,0.615384615,0.774193548,0.28125,0.272727273,0.40625,0.295454545,0.365384615,0.386363636,0.303030303,2,3
