,date,game_key,정훈,김동한,허일,김사훈,신본기,김상호,임종혁,조홍석,안중열,오윤석,강동관,전병우,이찬건,나경민,나원탁,나종덕,번즈,이호연,한동희,이대호,문규현,이병규,민병헌,김문호,채태인,손아섭,전준우,황진수,박헌도
10,2018-04-06,20180406LGLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.6666666666666666, 0.6666666666666666, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333]","[1, 8, 0.3333333333333333, 0.34782608695652173, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[1, 9, 0.0, 0.08333333333333333, 0.0, 0.0, 0.09090909090909091, 0.0]","[1, 6, 0.23684210526315788, 0.275, 0.42105263157894735, 0.2727272727272727, 0.07894736842105263, 0.07894736842105263]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2777777777777778, 0.2702702702702703, 0.3611111111111111, 0.4444444444444444, 0.1111111111111111, 0.1388888888888889]","[1, 4, 0.23684210526315788, 0.3023255813953488, 0.34210526315789475, 0.125, 0.05263157894736842, 0.13157894736842105]","[0, 7, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.07692307692307693, 0.0]","[0, 9, 0.3, 0.4166666666666667, 0.6, 0.2, 0.2, 0.4]","[1, 3, 0.275, 0.3695652173913043, 0.3, 0.16666666666666666, 0.1, 0.0]","[1, 1, 0.35294117647058826, 0.3888888888888889, 0.35294117647058826, 0.75, 0.058823529411764705, 0.23529411764705882]","[1, 5, 0.2, 0.4594594594594595, 0.36, 0.14285714285714285, 0.12, 0.16]","[1, 2, 0.3157894736842105, 0.4222222222222222, 0.5526315789473685, 0.6666666666666666, 0.2631578947368421, 0.18421052631578946]","[0, 2, 0.16666666666666666, 0.1935483870967742, 0.3, 0.0, 0.16666666666666666, 0.03333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
11,2018-04-07,20180407LGLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.6666666666666666, 0.6666666666666666, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333]","[1, 8, 0.32, 0.3333333333333333, 0.44, 0.2857142857142857, 0.16, 0.16]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[1, 9, 0.07692307692307693, 0.2, 0.07692307692307693, 0.0, 0.23076923076923078, 0.0]","[1, 7, 0.24390243902439024, 0.29545454545454547, 0.4878048780487805, 0.2727272727272727, 0.0975609756097561, 0.0975609756097561]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2777777777777778, 0.2702702702702703, 0.3611111111111111, 0.4444444444444444, 0.1111111111111111, 0.1388888888888889]","[1, 4, 0.21951219512195122, 0.2978723404255319, 0.3170731707317073, 0.125, 0.04878048780487805, 0.12195121951219512]","[0, 2, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0, 0.14285714285714285, 0.0]","[0, -1, 0.3, 0.4166666666666667, 0.6, 0.2, 0.2, 0.4]","[1, 5, 0.2558139534883721, 0.34, 0.27906976744186046, 0.125, 0.09302325581395349, 0.023255813953488372]","[1, 6, 0.38095238095238093, 0.43478260869565216, 0.38095238095238093, 0.75, 0.09523809523809523, 0.19047619047619047]","[0, 4, 0.1724137931034483, 0.4146341463414634, 0.3103448275862069, 0.1111111111111111, 0.10344827586206896, 0.13793103448275862]","[1, 3, 0.38095238095238093, 0.46938775510204084, 0.6190476190476191, 0.75, 0.23809523809523808, 0.23809523809523808]","[1, 1, 0.16129032258064516, 0.1875, 0.2903225806451613, 0.0, 0.16129032258064516, 0.03225806451612903]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
12,2018-04-08,20180408LGLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.5, 0.4, 1.25, 0.0, 0.5, 0.75]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.16666666666666666]","[1, 8, 0.3448275862068966, 0.3548387096774194, 0.4482758620689655, 0.2857142857142857, 0.1724137931034483, 0.13793103448275862]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[0, -1, 0.07692307692307693, 0.2, 0.07692307692307693, 0.0, 0.23076923076923078, 0.0]","[1, 7, 0.21739130434782608, 0.2653061224489796, 0.43478260869565216, 0.23076923076923078, 0.08695652173913043, 0.08695652173913043]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2631578947368421, 0.275, 0.34210526315789475, 0.4444444444444444, 0.10526315789473684, 0.13157894736842105]","[1, 4, 0.2222222222222222, 0.3076923076923077, 0.3111111111111111, 0.1111111111111111, 0.044444444444444446, 0.1111111111111111]","[0, 8, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0, 0.14285714285714285, 0.0]","[0, 5, 0.2727272727272727, 0.38461538461538464, 0.5454545454545454, 0.2, 0.18181818181818182, 0.36363636363636365]","[1, 5, 0.2826086956521739, 0.36363636363636365, 0.32608695652173914, 0.2222222222222222, 0.10869565217391304, 0.06521739130434782]","[1, 6, 0.375, 0.4444444444444444, 0.5, 0.6, 0.125, 0.25]","[0, 8, 0.1724137931034483, 0.4146341463414634, 0.3103448275862069, 0.1111111111111111, 0.10344827586206896, 0.13793103448275862]","[1, 3, 0.38636363636363635, 0.5, 0.6136363636363636, 0.75, 0.25, 0.22727272727272727]","[1, 1, 0.25, 0.2702702702702703, 0.3611111111111111, 0.14285714285714285, 0.16666666666666666, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
13,2018-04-10,20180410WOLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.2222222222222222, 0.2, 0.5555555555555556, 0.0, 0.2222222222222222, 0.3333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.16666666666666666]","[1, 7, 0.3225806451612903, 0.3333333333333333, 0.41935483870967744, 0.2857142857142857, 0.16129032258064516, 0.12903225806451613]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[1, 9, 0.0625, 0.21052631578947367, 0.0625, 0.0, 0.1875, 0.0]","[1, 6, 0.2, 0.24528301886792453, 0.4, 0.1875, 0.08, 0.08]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2564102564102564, 0.2682926829268293, 0.3333333333333333, 0.4444444444444444, 0.10256410256410256, 0.1282051282051282]","[1, 4, 0.24489795918367346, 0.32142857142857145, 0.32653061224489793, 0.1111111111111111, 0.04081632653061224, 0.10204081632653061]","[0, 8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.0, 0.13333333333333333, 0.0]","[1, 5, 0.38461538461538464, 0.4666666666666667, 0.6923076923076923, 0.2, 0.23076923076923078, 0.3076923076923077]","[0, -1, 0.2826086956521739, 0.36363636363636365, 0.32608695652173914, 0.2222222222222222, 0.10869565217391304, 0.06521739130434782]","[1, 1, 0.3333333333333333, 0.41935483870967744, 0.4444444444444444, 0.375, 0.1111111111111111, 0.2222222222222222]","[1, 3, 0.2, 0.42857142857142855, 0.43333333333333335, 0.2, 0.13333333333333333, 0.2]","[1, 2, 0.3541666666666667, 0.46551724137931033, 0.5625, 0.75, 0.22916666666666666, 0.20833333333333334]","[0, 5, 0.24390243902439024, 0.2619047619047619, 0.36585365853658536, 0.14285714285714285, 0.14634146341463414, 0.024390243902439025]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
14,2018-04-11,20180411WOLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.2222222222222222, 0.2, 0.5555555555555556, 0.0, 0.3333333333333333, 0.3333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.0, 0.2222222222222222, 0.1111111111111111]","[1, 7, 0.34285714285714286, 0.35135135135135137, 0.45714285714285713, 0.2222222222222222, 0.17142857142857143, 0.11428571428571428]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[0, 9, 0.05, 0.17391304347826086, 0.05, 0.0, 0.15, 0.0]","[1, 6, 0.2037037037037037, 0.24561403508771928, 0.4074074074074074, 0.2222222222222222, 0.07407407407407407, 0.09259259259259259]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2558139534883721, 0.26666666666666666, 0.32558139534883723, 0.45454545454545453, 0.09302325581395349, 0.13953488372093023]","[0, 4, 0.22641509433962265, 0.3, 0.3018867924528302, 0.09090909090909091, 0.03773584905660377, 0.09433962264150944]","[0, 3, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.0, 0.13333333333333333, 0.0]","[1, 4, 0.42857142857142855, 0.5789473684210527, 0.9285714285714286, 0.2, 0.2857142857142857, 0.35714285714285715]","[0, -1, 0.2826086956521739, 0.36363636363636365, 0.32608695652173914, 0.2222222222222222, 0.10869565217391304, 0.06521739130434782]","[1, 1, 0.34375, 0.4166666666666667, 0.46875, 0.375, 0.09375, 0.1875]","[1, 3, 0.24242424242424243, 0.45652173913043476, 0.5454545454545454, 0.18181818181818182, 0.15151515151515152, 0.21212121212121213]","[1, 2, 0.3584905660377358, 0.4603174603174603, 0.5471698113207547, 0.6, 0.20754716981132076, 0.18867924528301888]","[1, 5, 0.24390243902439024, 0.2619047619047619, 0.36585365853658536, 0.14285714285714285, 0.14634146341463414, 0.024390243902439025]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
15,2018-04-12,20180412WOLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.3, 0.2727272727272727, 0.6, 0.0, 0.3, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.0, 0.23076923076923078, 0.07692307692307693]","[1, 7, 0.375, 0.38095238095238093, 0.5, 0.38461538461538464, 0.15, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[0, 9, 0.047619047619047616, 0.16666666666666666, 0.047619047619047616, 0.0, 0.14285714285714285, 0.0]","[1, 6, 0.22807017543859648, 0.2786885245901639, 0.42105263157894735, 0.3, 0.08771929824561403, 0.10526315789473684]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.23404255319148937, 0.26, 0.2978723404255319, 0.35714285714285715, 0.10638297872340426, 0.1276595744680851]","[1, 4, 0.24074074074074073, 0.3114754098360656, 0.3148148148148148, 0.09090909090909091, 0.037037037037037035, 0.09259259259259259]","[1, 8, 0.0625, 0.0625, 0.0625, 0.0, 0.125, 0.0]","[1, 5, 0.47058823529411764, 0.5652173913043478, 0.9411764705882353, 0.375, 0.35294117647058826, 0.4117647058823529]","[0, 9, 0.2916666666666667, 0.3684210526315789, 0.3333333333333333, 0.2222222222222222, 0.10416666666666667, 0.0625]","[0, 8, 0.32432432432432434, 0.3902439024390244, 0.43243243243243246, 0.3333333333333333, 0.10810810810810811, 0.16216216216216217]","[1, 3, 0.2972972972972973, 0.48, 0.6216216216216216, 0.3076923076923077, 0.1891891891891892, 0.2702702702702703]","[1, 2, 0.375, 0.4852941176470588, 0.5535714285714286, 0.6363636363636364, 0.25, 0.19642857142857142]","[1, 1, 0.25, 0.2765957446808511, 0.36363636363636365, 0.25, 0.1590909090909091, 0.045454545454545456]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
16,2018-04-13,20180413LTHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2727272727272727, 0.25, 0.5454545454545454, 0.0, 0.2727272727272727, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2, 0.2, 0.26666666666666666, 0.0, 0.2, 0.06666666666666667]","[1, 8, 0.36363636363636365, 0.3695652173913043, 0.4772727272727273, 0.375, 0.13636363636363635, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[1, 9, 0.047619047619047616, 0.16666666666666666, 0.047619047619047616, 0.0, 0.14285714285714285, 0.0]","[1, 7, 0.2459016393442623, 0.2923076923076923, 0.4426229508196721, 0.2857142857142857, 0.09836065573770492, 0.09836065573770492]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.22916666666666666, 0.2549019607843137, 0.2916666666666667, 0.35714285714285715, 0.10416666666666667, 0.125]","[1, 4, 0.2413793103448276, 0.3076923076923077, 0.3103448275862069, 0.08333333333333333, 0.034482758620689655, 0.08620689655172414]","[0, 1, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.0, 0.1111111111111111, 0.0]","[1, 6, 0.42105263157894735, 0.5555555555555556, 0.8421052631578947, 0.375, 0.3684210526315789, 0.3684210526315789]","[1, 5, 0.2857142857142857, 0.3620689655172414, 0.32653061224489793, 0.2, 0.10204081632653061, 0.08163265306122448]","[0, 2, 0.3157894736842105, 0.38095238095238093, 0.42105263157894735, 0.3, 0.10526315789473684, 0.18421052631578946]","[0, 7, 0.30952380952380953, 0.4727272727272727, 0.5952380952380952, 0.35714285714285715, 0.16666666666666666, 0.2619047619047619]","[1, 3, 0.36065573770491804, 0.4657534246575342, 0.5245901639344263, 0.5833333333333334, 0.22950819672131148, 0.18032786885245902]","[1, 1, 0.2708333333333333, 0.3076923076923077, 0.375, 0.25, 0.16666666666666666, 0.041666666666666664]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
17,2018-04-17,20180417SSLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2727272727272727, 0.25, 0.5454545454545454, 0.0, 0.2727272727272727, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.25, 0.25, 0.3125, 0.25, 0.25, 0.0625]","[1, 7, 0.3469387755102041, 0.35294117647058826, 0.46938775510204084, 0.35294117647058826, 0.14285714285714285, 0.16326530612244897]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[0, 9, 0.043478260869565216, 0.15384615384615385, 0.043478260869565216, 0.0, 0.13043478260869565, 0.0]","[1, 6, 0.25, 0.29411764705882354, 0.4375, 0.3181818181818182, 0.09375, 0.09375]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.22916666666666666, 0.2549019607843137, 0.2916666666666667, 0.35714285714285715, 0.10416666666666667, 0.125]","[1, 4, 0.2698412698412698, 0.32857142857142857, 0.3492063492063492, 0.21428571428571427, 0.047619047619047616, 0.12698412698412698]","[1, 8, 0.10526315789473684, 0.10526315789473684, 0.15789473684210525, 0.25, 0.15789473684210525, 0.05263157894736842]","[1, 5, 0.391304347826087, 0.53125, 0.8695652173913043, 0.4, 0.34782608695652173, 0.43478260869565216]","[1, 1, 0.3076923076923077, 0.3870967741935484, 0.36538461538461536, 0.18181818181818182, 0.11538461538461539, 0.09615384615384616]","[0, 9, 0.3157894736842105, 0.4090909090909091, 0.42105263157894735, 0.3, 0.15789473684210525, 0.18421052631578946]","[1, 3, 0.29545454545454547, 0.45614035087719296, 0.5681818181818182, 0.3333333333333333, 0.1590909090909091, 0.25]","[1, 2, 0.3484848484848485, 0.44871794871794873, 0.5, 0.5, 0.21212121212121213, 0.16666666666666666]","[0, 8, 0.25, 0.2857142857142857, 0.34615384615384615, 0.25, 0.15384615384615385, 0.038461538461538464]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
18,2018-04-18,20180418SSLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.23076923076923078, 0.26666666666666666, 0.46153846153846156, 0.0, 0.23076923076923078, 0.23076923076923078]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.25, 0.23529411764705882, 0.058823529411764705]","[1, 8, 0.3148148148148148, 0.32142857142857145, 0.42592592592592593, 0.3, 0.12962962962962962, 0.14814814814814814]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[1, 9, 0.04, 0.14285714285714285, 0.04, 0.0, 0.12, 0.0]","[0, -1, 0.25, 0.29411764705882354, 0.4375, 0.3181818181818182, 0.09375, 0.09375]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.22448979591836735, 0.25, 0.2857142857142857, 0.3333333333333333, 0.10204081632653061, 0.12244897959183673]","[1, 4, 0.31343283582089554, 0.37333333333333335, 0.47761194029850745, 0.26666666666666666, 0.07462686567164178, 0.19402985074626866]","[0, 1, 0.09090909090909091, 0.09090909090909091, 0.13636363636363635, 0.2, 0.13636363636363635, 0.045454545454545456]","[0, 2, 0.4, 0.5675675675675675, 0.84, 0.4, 0.32, 0.4]","[1, 5, 0.2982456140350877, 0.373134328358209, 0.3684210526315789, 0.15384615384615385, 0.10526315789473684, 0.08771929824561403]","[1, 6, 0.3333333333333333, 0.4222222222222222, 0.46153846153846156, 0.3, 0.1794871794871795, 0.1794871794871795]","[0, 9, 0.32653061224489793, 0.46774193548387094, 0.5714285714285714, 0.375, 0.1836734693877551, 0.24489795918367346]","[1, 3, 0.32857142857142857, 0.43373493975903615, 0.4714285714285714, 0.4375, 0.21428571428571427, 0.15714285714285714]","[1, 1, 0.2641509433962264, 0.2982456140350877, 0.37735849056603776, 0.25, 0.1509433962264151, 0.03773584905660377]","[0, 7, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
19,2018-04-19,20180419SSLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.2, 0.2777777777777778, 0.4, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2222222222222222, 0.2222222222222222, 0.2777777777777778, 0.25, 0.2222222222222222, 0.05555555555555555]","[1, 8, 0.3220338983050847, 0.32786885245901637, 0.4745762711864407, 0.2857142857142857, 0.13559322033898305, 0.15254237288135594]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[0, -1, 0.04, 0.14285714285714285, 0.04, 0.0, 0.12, 0.0]","[0, -1, 0.25, 0.29411764705882354, 0.4375, 0.3181818181818182, 0.09375, 0.09375]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.22448979591836735, 0.25, 0.2857142857142857, 0.3333333333333333, 0.10204081632653061, 0.12244897959183673]","[1, 4, 0.3380281690140845, 0.4074074074074074, 0.5774647887323944, 0.35294117647058826, 0.11267605633802817, 0.2676056338028169]","[1, 6, 0.16666666666666666, 0.16666666666666666, 0.25, 0.2, 0.16666666666666666, 0.041666666666666664]","[1, 5, 0.37037037037037035, 0.55, 0.7777777777777778, 0.36363636363636365, 0.3333333333333333, 0.37037037037037035]","[1, 1, 0.3225806451612903, 0.3888888888888889, 0.45161290322580644, 0.14285714285714285, 0.11290322580645161, 0.11290322580645161]","[0, 7, 0.29545454545454547, 0.38, 0.4090909090909091, 0.23076923076923078, 0.1590909090909091, 0.1590909090909091]","[1, 3, 0.32, 0.4603174603174603, 0.56, 0.375, 0.18, 0.24]","[1, 2, 0.34210526315789475, 0.43820224719101125, 0.47368421052631576, 0.47058823529411764, 0.2236842105263158, 0.14473684210526316]","[0, 6, 0.24561403508771928, 0.2786885245901639, 0.3508771929824561, 0.25, 0.14035087719298245, 0.03508771929824561]","[1, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
20,2018-04-20,20180420SKLT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.1875, 0.2631578947368421, 0.375, 0.0, 0.1875, 0.1875]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.25, 0.19047619047619047, 0.047619047619047616]","[1, 8, 0.31746031746031744, 0.3230769230769231, 0.4603174603174603, 0.2727272727272727, 0.12698412698412698, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.125, 0.125, 1.0, 0.0, 0.125]","[1, 9, 0.03571428571428571, 0.12903225806451613, 0.03571428571428571, 0.0, 0.10714285714285714, 0.0]","[0, -1, 0.25, 0.29411764705882354, 0.4375, 0.3181818181818182, 0.09375, 0.09375]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21153846153846154, 0.23636363636363636, 0.2692307692307692, 0.3125, 0.09615384615384616, 0.11538461538461539]","[1, 4, 0.36, 0.4235294117647059, 0.6, 0.3333333333333333, 0.10666666666666667, 0.25333333333333335]","[1, 2, 0.14814814814814814, 0.14814814814814814, 0.2222222222222222, 0.16666666666666666, 0.14814814814814814, 0.037037037037037035]","[1, 5, 0.3448275862068966, 0.5454545454545454, 0.7241379310344828, 0.3076923076923077, 0.3103448275862069, 0.3448275862068966]","[1, 6, 0.30303030303030304, 0.3684210526315789, 0.42424242424242425, 0.13333333333333333, 0.10606060606060606, 0.10606060606060606]","[0, 5, 0.28888888888888886, 0.37254901960784315, 0.4, 0.23076923076923078, 0.15555555555555556, 0.15555555555555556]","[1, 3, 0.32075471698113206, 0.4626865671641791, 0.5471698113207547, 0.375, 0.16981132075471697, 0.22641509433962265]","[1, 1, 0.3375, 0.43010752688172044, 0.4625, 0.47058823529411764, 0.2125, 0.1375]","[0, 9, 0.2413793103448276, 0.27419354838709675, 0.3448275862068966, 0.2222222222222222, 0.13793103448275862, 0.034482758620689655]","[0, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
