,date,game_key,문성현,양현,박정준,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,해커,이상민,이영준,하영민,최원태,김해수,김정인,로저스,김선기,서의태,안현석,이찬석,김성택,브리검,오윤성,이승호,김성민,안우진,오주원,이보근,김상수
56,2018-05-31,20180531WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.38, 2.0, 1.388888888888889]","[0, 0, 5.1, 1.5333333333333334, 1.7894736842105263, 6.0]","[0, 0, 7.174825174825175, 1.4895104895104896, 3.5, 4.766666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 8.470588235294118, 1.7058823529411764, 1.3636363636363635, 1.2142857142857142]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 3.4838709677419355, 1.2741935483870968, 2.526315789473684, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3136363636363635, 1.240909090909091, 4.571428571428571, 6.666666666666666]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7340425531914896, 1.3404255319148937, 2.85, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.836363636363636, 2.2363636363636363, 1.3571428571428572, 0.8333333333333333]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 6.612244897959184, 1.4081632653061225, 2.25, 0.8166666666666667]","[0, 0, 2.4923076923076923, 1.2, 3.8, 0.9848484848484849]","[0, 0, 1.3728813559322035, 1.11864406779661, 3.8333333333333335, 0.9833333333333334]"
57,2018-06-01,20180601WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.38, 2.0, 1.388888888888889]","[0, 0, 5.1, 1.5333333333333334, 1.7894736842105263, 6.0]","[0, 0, 7.174825174825175, 1.4895104895104896, 3.5, 4.766666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 8.470588235294118, 1.7058823529411764, 1.3636363636363635, 1.2142857142857142]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.4838709677419355, 1.2741935483870968, 2.526315789473684, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3136363636363635, 1.240909090909091, 4.571428571428571, 6.666666666666666]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.669902912621359, 1.3252427184466018, 2.9545454545454546, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.836363636363636, 2.2363636363636363, 1.3571428571428572, 0.8333333333333333]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 6.612244897959184, 1.4081632653061225, 2.25, 0.8166666666666667]","[0, 0, 2.4923076923076923, 1.2, 3.8, 0.9848484848484849]","[0, 0, 1.3728813559322035, 1.11864406779661, 3.8333333333333335, 0.9833333333333334]"
58,2018-06-02,20180602WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 2.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.38, 2.0, 1.388888888888889]","[0, 0, 5.1, 1.5333333333333334, 1.7894736842105263, 6.0]","[0, 1, 7.471698113207547, 1.471698113207547, 4.125, 4.818181818181818]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 8.5, 1.6666666666666667, 1.3636363636363635, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.4838709677419355, 1.2741935483870968, 2.526315789473684, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3136363636363635, 1.240909090909091, 4.571428571428571, 6.666666666666666]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.669902912621359, 1.3252427184466018, 2.9545454545454546, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[1, 0, 0.0, 0.6428571428571428, 2.0, 2.3333333333333335]","[0, 0, 6.612244897959184, 1.4081632653061225, 2.25, 0.8166666666666667]","[0, 0, 2.4923076923076923, 1.2, 3.8, 0.9848484848484849]","[0, 0, 1.3728813559322035, 1.11864406779661, 3.8333333333333335, 0.9833333333333334]"
59,2018-06-03,20180603WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.5, 2.0, 1.2820512820512822]","[0, 0, 5.1, 1.5333333333333334, 1.7894736842105263, 6.0]","[0, 0, 7.471698113207547, 1.471698113207547, 4.125, 4.818181818181818]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 8.5, 1.6666666666666667, 1.3636363636363635, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.4838709677419355, 1.2741935483870968, 2.526315789473684, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.669902912621359, 1.3252427184466018, 2.9545454545454546, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 0.0, 0.6428571428571428, 2.0, 2.3333333333333335]","[0, 1, 6.230769230769231, 1.3846153846153848, 2.25, 0.8253968253968254]","[0, 1, 2.3823529411764706, 1.1470588235294117, 4.0, 0.9855072463768116]","[0, 1, 1.3064516129032258, 1.1129032258064515, 4.0, 0.9841269841269842]"
60,2018-06-05,20180605OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.46153846153846156, 4.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.5, 2.0, 1.2820512820512822]","[1, 0, 4.7727272727272725, 1.5454545454545454, 1.565217391304348, 6.0]","[0, 0, 7.471698113207547, 1.471698113207547, 4.125, 4.818181818181818]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 8.5, 1.6666666666666667, 1.3636363636363635, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.4838709677419355, 1.2741935483870968, 2.526315789473684, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.669902912621359, 1.3252427184466018, 2.9545454545454546, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 0.0, 0.6428571428571428, 2.0, 2.3333333333333335]","[0, 0, 6.230769230769231, 1.3846153846153848, 2.25, 0.8253968253968254]","[0, 1, 2.2816901408450705, 1.1408450704225352, 4.2, 0.9861111111111112]","[0, 0, 1.3064516129032258, 1.1129032258064515, 4.0, 0.9841269841269842]"
61,2018-06-06,20180606OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 0.5625, 5.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.789473684210526, 1.4210526315789473, 2.0, 1.3571428571428572]","[0, 0, 4.7727272727272725, 1.5454545454545454, 1.565217391304348, 6.0]","[0, 0, 7.471698113207547, 1.471698113207547, 4.125, 4.818181818181818]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 8.052631578947368, 1.6842105263157894, 1.3333333333333333, 1.1875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 3.7058823529411766, 1.3088235294117647, 2.4285714285714284, 6.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.669902912621359, 1.3252427184466018, 2.9545454545454546, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 0.0, 0.6428571428571428, 2.0, 2.3333333333333335]","[0, 0, 6.230769230769231, 1.3846153846153848, 2.25, 0.8253968253968254]","[0, 0, 2.2816901408450705, 1.1408450704225352, 4.2, 0.9861111111111112]","[0, 0, 1.3064516129032258, 1.1129032258064515, 4.0, 0.9841269841269842]"
62,2018-06-07,20180607OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.5625, 5.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.4210526315789473, 2.0, 1.3571428571428572]","[0, 0, 4.7727272727272725, 1.5454545454545454, 1.565217391304348, 6.0]","[0, 0, 7.471698113207547, 1.471698113207547, 4.125, 4.818181818181818]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 7.6499999999999995, 1.7, 1.4166666666666667, 1.1764705882352942]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.7058823529411766, 1.3088235294117647, 2.4285714285714284, 6.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.639130434782609, 1.3043478260869565, 3.0434782608695654, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 0.0, 0.6428571428571428, 2.0, 2.3333333333333335]","[0, 1, 5.890909090909091, 1.3636363636363638, 2.25, 0.8333333333333333]","[0, 0, 2.2816901408450705, 1.1408450704225352, 4.2, 0.9861111111111112]","[0, 0, 1.3064516129032258, 1.1129032258064515, 4.0, 0.9841269841269842]"
63,2018-06-08,20180608WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 0.3913043478260869, 5.0, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4285714285714284, 1.4285714285714286, 2.0, 1.4]","[0, 0, 4.7727272727272725, 1.5454545454545454, 1.565217391304348, 6.0]","[1, 0, 7.666666666666666, 1.4814814814814814, 3.7777777777777777, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 7.285714285714286, 1.619047619047619, 1.5833333333333333, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.7058823529411766, 1.3088235294117647, 2.4285714285714284, 6.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3043478260869565, 3.0434782608695654, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 3.0, 1.0, 0.8333333333333334]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 0.0, 0.6428571428571428, 2.0, 2.3333333333333335]","[0, 0, 5.890909090909091, 1.3636363636363638, 2.25, 0.8333333333333333]","[0, 1, 2.25, 1.125, 4.2, 0.96]","[0, 1, 3.0, 1.2857142857142858, 3.5714285714285716, 0.9545454545454546]"
64,2018-06-09,20180609WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 0.576923076923077, 6.0, 1.238095238095238]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.3636363636363635, 2.142857142857143, 1.375]","[0, 0, 4.7727272727272725, 1.5454545454545454, 1.565217391304348, 6.0]","[0, 0, 7.666666666666666, 1.4814814814814814, 3.7777777777777777, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.285714285714286, 1.619047619047619, 1.5833333333333333, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.7058823529411766, 1.3088235294117647, 2.4285714285714284, 6.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3043478260869565, 3.0434782608695654, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.0, 1.0, 0.8333333333333334]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[1, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 2.555555555555556]","[0, 0, 5.890909090909091, 1.3636363636363638, 2.25, 0.8333333333333333]","[0, 0, 2.25, 1.125, 4.2, 0.96]","[0, 0, 3.0, 1.2857142857142858, 3.5714285714285716, 0.9545454545454546]"
65,2018-06-10,20180610WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.576923076923077, 6.0, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3636363636363635, 2.142857142857143, 1.375]","[1, 0, 4.954128440366973, 1.5412844036697246, 1.6666666666666667, 6.055555555555556]","[0, 0, 7.666666666666666, 1.4814814814814814, 3.7777777777777777, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.285714285714286, 1.619047619047619, 1.5833333333333333, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.7058823529411766, 1.3088235294117647, 2.4285714285714284, 6.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3043478260869565, 3.0434782608695654, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.0, 1.0, 0.8333333333333334]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 2.555555555555556]","[0, 1, 5.586206896551724, 1.3448275862068966, 2.25, 0.8405797101449275]","[0, 0, 2.25, 1.125, 4.2, 0.96]","[0, 1, 2.8636363636363638, 1.2727272727272727, 3.125, 0.9565217391304348]"
66,2018-06-12,20180612HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.576923076923077, 6.0, 1.238095238095238]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3636363636363635, 2.142857142857143, 1.375]","[0, 0, 4.954128440366973, 1.5412844036697246, 1.6666666666666667, 6.055555555555556]","[0, 0, 7.666666666666666, 1.4814814814814814, 3.7777777777777777, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 7.061538461538462, 1.6615384615384614, 1.6666666666666667, 1.1403508771929824]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 4.269767441860465, 1.3953488372093021, 2.1666666666666665, 5.972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3043478260869565, 3.0434782608695654, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.0, 1.0, 0.8333333333333334]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 2.555555555555556]","[0, 1, 5.311475409836065, 1.3278688524590165, 2.25, 0.8472222222222222]","[0, 1, 2.219178082191781, 1.1095890410958904, 4.4, 0.9358974358974359]","[0, 0, 2.8636363636363638, 1.2727272727272727, 3.125, 0.9565217391304348]"
67,2018-06-13,20180613HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.576923076923077, 6.0, 1.238095238095238]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3636363636363635, 2.142857142857143, 1.375]","[0, 0, 4.954128440366973, 1.5412844036697246, 1.6666666666666667, 6.055555555555556]","[0, 0, 7.666666666666666, 1.4814814814814814, 3.7777777777777777, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.061538461538462, 1.6615384615384614, 1.6666666666666667, 1.1403508771929824]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.269767441860465, 1.3953488372093021, 2.1666666666666665, 5.972222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6573705179282867, 1.2788844621513944, 3.0, 6.435897435897436]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.0, 1.0, 0.8333333333333334]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 2.555555555555556]","[0, 0, 5.311475409836065, 1.3278688524590165, 2.25, 0.8472222222222222]","[0, 1, 3.2837837837837838, 1.2162162162162162, 4.4, 0.9135802469135803]","[0, 1, 2.739130434782609, 1.2173913043478262, 3.375, 0.9583333333333334]"
68,2018-06-14,20180614HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.8181818181818182, 0.7272727272727273, 3.3333333333333335, 1.375]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3636363636363635, 2.142857142857143, 1.375]","[0, 0, 4.954128440366973, 1.5412844036697246, 1.6666666666666667, 6.055555555555556]","[0, 0, 7.666666666666666, 1.4814814814814814, 3.7777777777777777, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.061538461538462, 1.6615384615384614, 1.6666666666666667, 1.1403508771929824]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.269767441860465, 1.3953488372093021, 2.1666666666666665, 5.972222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 5.033898305084746, 1.9322033898305084, 1.4615384615384615, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6573705179282867, 1.2788844621513944, 3.0, 6.435897435897436]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.875, 1.0, 0.8888888888888888]","[0, 0, 8.379310344827587, 2.1724137931034484, 1.3571428571428572, 0.8405797101449275]","[0, 1, 8.73529411764706, 1.7647058823529411, 1.5714285714285714, 2.8333333333333335]","[0, 0, 5.311475409836065, 1.3278688524590165, 2.25, 0.8472222222222222]","[0, 0, 3.2837837837837838, 1.2162162162162162, 4.4, 0.9135802469135803]","[0, 0, 2.739130434782609, 1.2173913043478262, 3.375, 0.9583333333333334]"
