,date,game_key,고종욱,홍성갑,김재현,박정음,김규민,김하성,임병욱,송성문,허정협,주효상,김종덕,김성현,김혜성,이정후,초이스,배현호,예진원,샌즈,김수환,추재현,이택근,박병호,김태완,김민성,서건창,김지수,장영석,박동원
10,2018-04-05,20180405KTWO0,"[1, 2, 0.34285714285714286, 0.425, 0.6285714285714286, 0.3, 0.17142857142857143, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2857142857142857, 0.375, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.27906976744186046, 0.32608695652173914, 0.37209302325581395, 0.125, 0.11627906976744186, 0.09302325581395349]","[0, 7, 0.36666666666666664, 0.42424242424242425, 0.5333333333333333, 0.5, 0.16666666666666666, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]","[1, 1, 0.34285714285714286, 0.46511627906976744, 0.5142857142857142, 0.2857142857142857, 0.2571428571428571, 0.08571428571428572]","[1, 5, 0.23684210526315788, 0.3617021276595745, 0.3684210526315789, 0.1, 0.13157894736842105, 0.05263157894736842]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.38235294117647056, 0.5625, 0.7647058823529411, 0.3333333333333333, 0.23529411764705882, 0.3235294117647059]","[0, -1, 0.125, 0.2222222222222222, 0.3125, 0.0, 0.125, 0.0625]","[1, 7, 0.34146341463414637, 0.37209302325581395, 0.6585365853658537, 0.4, 0.0975609756097561, 0.2682926829268293]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[0, 9, 0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[1, 6, 0.2, 0.29411764705882354, 0.6, 0.0, 0.13333333333333333, 0.13333333333333333]","[0, -1, 0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.4, 0.07142857142857142, 0.14285714285714285]"
11,2018-04-06,20180406WOHT0,"[1, 3, 0.3333333333333333, 0.4090909090909091, 0.5897435897435898, 0.3, 0.15384615384615385, 0.1794871794871795]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2608695652173913, 0.34615384615384615, 0.34782608695652173, 0.125, 0.10869565217391304, 0.08695652173913043]","[1, 2, 0.3870967741935484, 0.4411764705882353, 0.5483870967741935, 0.5, 0.1935483870967742, 0.12903225806451613]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.2857142857142857, 0.0]","[1, 1, 0.3157894736842105, 0.4375, 0.47368421052631576, 0.2857142857142857, 0.2631578947368421, 0.10526315789473684]","[1, 5, 0.23809523809523808, 0.35294117647058826, 0.42857142857142855, 0.1, 0.14285714285714285, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3684210526315789, 0.5471698113207547, 0.7105263157894737, 0.375, 0.21052631578947367, 0.3157894736842105]","[0, 9, 0.11764705882352941, 0.21052631578947367, 0.29411764705882354, 0.0, 0.11764705882352941, 0.058823529411764705]","[1, 6, 0.3409090909090909, 0.3695652173913043, 0.6363636363636364, 0.4, 0.09090909090909091, 0.25]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[1, 8, 0.2, 0.2, 0.2, 0.0, 0.2, 0.0]","[0, -1, 0.2, 0.29411764705882354, 0.6, 0.0, 0.13333333333333333, 0.13333333333333333]","[0, -1, 0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.4, 0.07142857142857142, 0.14285714285714285]"
12,2018-04-07,20180407WOHT0,"[0, 9, 0.3181818181818182, 0.3877551020408163, 0.5454545454545454, 0.3333333333333333, 0.1590909090909091, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2222222222222222, 0.3, 0.3333333333333333, 0.0, 0.0, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.2765957446808511, 0.3584905660377358, 0.3617021276595745, 0.125, 0.1276595744680851, 0.0851063829787234]","[1, 2, 0.3611111111111111, 0.41025641025641024, 0.5277777777777778, 0.4, 0.19444444444444445, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5]","[1, 9, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2727272727272727, 0.3333333333333333, 0.2727272727272727, 0.0, 0.2727272727272727, 0.0]","[1, 1, 0.3488372093023256, 0.4528301886792453, 0.4883720930232558, 0.4444444444444444, 0.23255813953488372, 0.13953488372093023]","[1, 5, 0.21739130434782608, 0.32727272727272727, 0.391304347826087, 0.08333333333333333, 0.13043478260869565, 0.08695652173913043]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.38095238095238093, 0.543859649122807, 0.6904761904761905, 0.375, 0.19047619047619047, 0.2857142857142857]","[0, 9, 0.1111111111111111, 0.2, 0.2777777777777778, 0.0, 0.1111111111111111, 0.05555555555555555]","[1, 6, 0.3333333333333333, 0.36, 0.6666666666666666, 0.4, 0.10416666666666667, 0.25]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[0, -1, 0.2, 0.2, 0.2, 0.0, 0.2, 0.0]","[0, 6, 0.15789473684210525, 0.23809523809523808, 0.47368421052631576, 0.0, 0.10526315789473684, 0.10526315789473684]","[0, -1, 0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.4, 0.07142857142857142, 0.14285714285714285]"
13,2018-04-08,20180408WOHT0,"[1, 2, 0.3111111111111111, 0.38, 0.5333333333333333, 0.3333333333333333, 0.15555555555555556, 0.17777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2, 0.2727272727272727, 0.3, 0.0, 0.0, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.28, 0.3684210526315789, 0.36, 0.1111111111111111, 0.12, 0.08]","[1, 7, 0.3902439024390244, 0.4318181818181818, 0.5365853658536586, 0.5, 0.17073170731707318, 0.0975609756097561]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.26666666666666666, 0.3125, 0.26666666666666666, 0.0, 0.2, 0.0]","[1, 1, 0.3541666666666667, 0.4482758620689655, 0.4791666666666667, 0.4444444444444444, 0.20833333333333334, 0.125]","[1, 5, 0.20408163265306123, 0.3220338983050847, 0.3673469387755102, 0.07692307692307693, 0.12244897959183673, 0.08163265306122448]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.35555555555555557, 0.532258064516129, 0.6444444444444445, 0.375, 0.17777777777777778, 0.26666666666666666]","[0, 8, 0.15789473684210525, 0.23809523809523808, 0.3157894736842105, 0.14285714285714285, 0.10526315789473684, 0.10526315789473684]","[1, 6, 0.3333333333333333, 0.3584905660377358, 0.6470588235294118, 0.4, 0.09803921568627451, 0.23529411764705882]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[0, 8, 0.25, 0.25, 0.25, 0.5, 0.125, 0.0]","[0, -1, 0.15789473684210525, 0.23809523809523808, 0.47368421052631576, 0.0, 0.10526315789473684, 0.10526315789473684]","[0, -1, 0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.4, 0.07142857142857142, 0.14285714285714285]"
14,2018-04-10,20180410WOLT0,"[1, 6, 0.2857142857142857, 0.34545454545454546, 0.4897959183673469, 0.3076923076923077, 0.16326530612244897, 0.1836734693877551]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.23076923076923078, 0.2857142857142857, 0.3076923076923077, 0.0, 0.07692307692307693, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.32727272727272727, 0.4032258064516129, 0.4909090909090909, 0.15, 0.12727272727272726, 0.10909090909090909]","[1, 2, 0.37777777777777777, 0.4166666666666667, 0.5111111111111111, 0.375, 0.15555555555555556, 0.08888888888888889]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.23529411764705882, 0.2777777777777778, 0.23529411764705882, 0.0, 0.17647058823529413, 0.0]","[1, 1, 0.37735849056603776, 0.4603174603174603, 0.5094339622641509, 0.4, 0.18867924528301888, 0.11320754716981132]","[1, 5, 0.24074074074074073, 0.34375, 0.4074074074074074, 0.07142857142857142, 0.1111111111111111, 0.07407407407407407]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.32, 0.4925373134328358, 0.58, 0.3157894736842105, 0.16, 0.24]","[0, -1, 0.15789473684210525, 0.23809523809523808, 0.3157894736842105, 0.14285714285714285, 0.10526315789473684, 0.10526315789473684]","[0, 7, 0.3090909090909091, 0.3448275862068966, 0.6, 0.3333333333333333, 0.09090909090909091, 0.21818181818181817]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[0, 7, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.1111111111111111, 0.0]","[1, 7, 0.15, 0.22727272727272727, 0.45, 0.0, 0.1, 0.1]","[1, 9, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.2857142857142857, 0.05555555555555555, 0.1111111111111111]"
15,2018-04-11,20180411WOLT0,"[1, 6, 0.2830188679245283, 0.3389830508474576, 0.4716981132075472, 0.35714285714285715, 0.1509433962264151, 0.18867924528301888]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.21428571428571427, 0.26666666666666666, 0.2857142857142857, 0.0, 0.07142857142857142, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3103448275862069, 0.3939393939393939, 0.46551724137931033, 0.14285714285714285, 0.1206896551724138, 0.10344827586206896]","[1, 2, 0.3673469387755102, 0.41509433962264153, 0.5510204081632653, 0.2727272727272727, 0.16326530612244897, 0.10204081632653061]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.3333333333333333, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.16666666666666666, 0.0]","[1, 1, 0.375, 0.47058823529411764, 0.5178571428571429, 0.4166666666666667, 0.17857142857142858, 0.125]","[1, 5, 0.2413793103448276, 0.3382352941176471, 0.39655172413793105, 0.07142857142857142, 0.10344827586206896, 0.06896551724137931]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3076923076923077, 0.49295774647887325, 0.5576923076923077, 0.3157894736842105, 0.17307692307692307, 0.23076923076923078]","[0, 2, 0.15789473684210525, 0.30434782608695654, 0.3157894736842105, 0.14285714285714285, 0.10526315789473684, 0.10526315789473684]","[0, -1, 0.3090909090909091, 0.3448275862068966, 0.6, 0.3333333333333333, 0.09090909090909091, 0.21818181818181817]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[0, 4, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.2222222222222222, 0.0]","[1, 7, 0.17391304347826086, 0.24, 0.4782608695652174, 0.0, 0.08695652173913043, 0.08695652173913043]","[1, 9, 0.15, 0.15, 0.15, 0.25, 0.05, 0.1]"
16,2018-04-12,20180412WOLT0,"[0, -1, 0.2830188679245283, 0.3389830508474576, 0.4716981132075472, 0.35714285714285715, 0.1509433962264151, 0.18867924528301888]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21428571428571427, 0.26666666666666666, 0.2857142857142857, 0.0, 0.07142857142857142, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3114754098360656, 0.391304347826087, 0.45901639344262296, 0.14285714285714285, 0.11475409836065574, 0.09836065573770492]","[1, 9, 0.34615384615384615, 0.39285714285714285, 0.5192307692307693, 0.2727272727272727, 0.15384615384615385, 0.09615384615384616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.3333333333333333, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.19047619047619047, 0.2608695652173913, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0]","[1, 2, 0.35, 0.4444444444444444, 0.48333333333333334, 0.4166666666666667, 0.16666666666666666, 0.11666666666666667]","[1, 3, 0.22950819672131148, 0.323943661971831, 0.3770491803278688, 0.06666666666666667, 0.09836065573770492, 0.06557377049180328]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2962962962962963, 0.4864864864864865, 0.5370370370370371, 0.3157894736842105, 0.16666666666666666, 0.2222222222222222]","[1, 5, 0.15, 0.2916666666666667, 0.3, 0.14285714285714285, 0.1, 0.1]","[0, 6, 0.32142857142857145, 0.3559322033898305, 0.6071428571428571, 0.3333333333333333, 0.08928571428571429, 0.21428571428571427]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[1, 8, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.2222222222222222, 0.0]","[1, 6, 0.19230769230769232, 0.25, 0.5, 0.0, 0.07692307692307693, 0.07692307692307693]","[1, 7, 0.13043478260869565, 0.13043478260869565, 0.13043478260869565, 0.2222222222222222, 0.043478260869565216, 0.08695652173913043]"
17,2018-04-13,20180413OBWO0,"[1, 2, 0.26785714285714285, 0.3225806451612903, 0.44642857142857145, 0.35714285714285715, 0.14285714285714285, 0.17857142857142858]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.21428571428571427, 0.26666666666666666, 0.2857142857142857, 0.0, 0.07142857142857142, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3181818181818182, 0.3918918918918919, 0.4696969696969697, 0.14285714285714285, 0.13636363636363635, 0.09090909090909091]","[0, -1, 0.34615384615384615, 0.39285714285714285, 0.5192307692307693, 0.2727272727272727, 0.15384615384615385, 0.09615384615384616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.25, 0.375, 0.3333333333333333, 0.125, 0.125]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.19047619047619047, 0.2608695652173913, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0]","[1, 1, 0.36923076923076925, 0.45454545454545453, 0.49230769230769234, 0.38461538461538464, 0.18461538461538463, 0.1076923076923077]","[1, 5, 0.23076923076923078, 0.32894736842105265, 0.4153846153846154, 0.06666666666666667, 0.1076923076923077, 0.09230769230769231]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.29310344827586204, 0.4810126582278481, 0.5172413793103449, 0.3333333333333333, 0.15517241379310345, 0.22413793103448276]","[1, 6, 0.20833333333333334, 0.32142857142857145, 0.3333333333333333, 0.3, 0.08333333333333333, 0.16666666666666666]","[0, 4, 0.3157894736842105, 0.35, 0.5964912280701754, 0.3076923076923077, 0.08771929824561403, 0.21052631578947367]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[0, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.2222222222222222, 0.0]","[1, 7, 0.1724137931034483, 0.22580645161290322, 0.4482758620689655, 0.0, 0.06896551724137931, 0.06896551724137931]","[0, 9, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.037037037037037035, 0.07407407407407407]"
18,2018-04-14,20180414OBWO0,"[0, -1, 0.26785714285714285, 0.3225806451612903, 0.44642857142857145, 0.35714285714285715, 0.14285714285714285, 0.17857142857142858]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21428571428571427, 0.26666666666666666, 0.2857142857142857, 0.0, 0.07142857142857142, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3, 0.3717948717948718, 0.44285714285714284, 0.14285714285714285, 0.12857142857142856, 0.08571428571428572]","[0, 2, 0.32727272727272727, 0.38333333333333336, 0.4909090909090909, 0.2727272727272727, 0.14545454545454545, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19047619047619047, 0.2608695652173913, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0]","[1, 1, 0.34782608695652173, 0.43209876543209874, 0.463768115942029, 0.35714285714285715, 0.17391304347826086, 0.10144927536231885]","[1, 3, 0.22058823529411764, 0.31645569620253167, 0.39705882352941174, 0.06666666666666667, 0.10294117647058823, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]","[0, -1, 0.29310344827586204, 0.4810126582278481, 0.5172413793103449, 0.3333333333333333, 0.15517241379310345, 0.22413793103448276]","[1, 5, 0.18518518518518517, 0.2903225806451613, 0.2962962962962963, 0.3, 0.07407407407407407, 0.14814814814814814]","[1, 6, 0.3103448275862069, 0.3548387096774194, 0.5862068965517241, 0.3076923076923077, 0.08620689655172414, 0.20689655172413793]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[1, 9, 0.25, 0.3076923076923077, 0.25, 0.5, 0.16666666666666666, 0.0]","[1, 7, 0.1875, 0.23529411764705882, 0.4375, 0.0, 0.0625, 0.0625]","[1, 8, 0.10714285714285714, 0.10714285714285714, 0.10714285714285714, 0.2222222222222222, 0.03571428571428571, 0.07142857142857142]"
19,2018-04-15,20180415OBWO0,"[0, 7, 0.25, 0.30303030303030304, 0.4166666666666667, 0.35714285714285715, 0.13333333333333333, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2, 0.25, 0.26666666666666666, 0.0, 0.06666666666666667, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3108108108108108, 0.3780487804878049, 0.4864864864864865, 0.13636363636363635, 0.13513513513513514, 0.10810810810810811]","[1, 7, 0.32727272727272727, 0.38333333333333336, 0.4909090909090909, 0.2727272727272727, 0.14545454545454545, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19047619047619047, 0.2608695652173913, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0]","[1, 1, 0.3424657534246575, 0.43023255813953487, 0.4520547945205479, 0.35714285714285715, 0.1780821917808219, 0.0958904109589041]","[1, 3, 0.22535211267605634, 0.3253012048192771, 0.43661971830985913, 0.06666666666666667, 0.1267605633802817, 0.11267605633802817]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.25, 0.25, 0.5, 1.0, 0.0, 0.75]","[0, -1, 0.29310344827586204, 0.4810126582278481, 0.5172413793103449, 0.3333333333333333, 0.15517241379310345, 0.22413793103448276]","[0, 9, 0.16666666666666666, 0.2857142857142857, 0.26666666666666666, 0.3, 0.06666666666666667, 0.13333333333333333]","[1, 6, 0.3064516129032258, 0.3484848484848485, 0.5806451612903226, 0.2857142857142857, 0.08064516129032258, 0.1935483870967742]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[1, 9, 0.3125, 0.35294117647058826, 0.3125, 0.3333333333333333, 0.1875, 0.0]","[1, 5, 0.19444444444444445, 0.23684210526315788, 0.4444444444444444, 0.0, 0.08333333333333333, 0.05555555555555555]","[1, 8, 0.125, 0.125, 0.125, 0.2727272727272727, 0.0625, 0.0625]"
20,2018-04-17,20180417NCWO0,"[0, 2, 0.25806451612903225, 0.3088235294117647, 0.41935483870967744, 0.35714285714285715, 0.12903225806451613, 0.16129032258064516]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.25, 0.26666666666666666, 0.0, 0.06666666666666667, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3076923076923077, 0.37209302325581395, 0.47435897435897434, 0.13043478260869565, 0.1282051282051282, 0.10256410256410256]","[1, 7, 0.3157894736842105, 0.3709677419354839, 0.47368421052631576, 0.25, 0.14035087719298245, 0.08771929824561403]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2, 0.2, 0.3, 0.3333333333333333, 0.1, 0.1]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.20833333333333334, 0.2692307692307692, 0.20833333333333334, 0.0, 0.125, 0.0]","[1, 1, 0.3333333333333333, 0.4175824175824176, 0.44871794871794873, 0.35714285714285715, 0.1794871794871795, 0.08974358974358974]","[1, 3, 0.22666666666666666, 0.3218390804597701, 0.4266666666666667, 0.125, 0.12, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.16666666666666666, 0.375, 0.3333333333333333, 0.5, 0.0, 0.5]","[0, -1, 0.29310344827586204, 0.4810126582278481, 0.5172413793103449, 0.3333333333333333, 0.15517241379310345, 0.22413793103448276]","[0, -1, 0.16666666666666666, 0.2857142857142857, 0.26666666666666666, 0.3, 0.06666666666666667, 0.13333333333333333]","[1, 5, 0.2923076923076923, 0.34285714285714286, 0.5538461538461539, 0.2857142857142857, 0.07692307692307693, 0.18461538461538463]","[0, -1, 0.2916666666666667, 0.39285714285714285, 0.3333333333333333, 0.0, 0.20833333333333334, 0.0]","[1, 9, 0.29411764705882354, 0.4, 0.29411764705882354, 0.3333333333333333, 0.17647058823529413, 0.0]","[1, 6, 0.1794871794871795, 0.23809523809523808, 0.41025641025641024, 0.0, 0.07692307692307693, 0.05128205128205128]","[1, 8, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.2727272727272727, 0.058823529411764705, 0.058823529411764705]"
