,date,game_key,이승현,김대우,심창민,임현준,황수범,안성무,안규현,이수민,박세웅,이케빈,최충연,김승현,최지광,장지훈,김시현,보니야,양창섭,최채흥,아델만,김용하,김태우,우규민,윤성환,박근홍,장원삼,김기태,한기주,백정현,장필준,정인욱,김동호,권오준
116,2018-09-04,20180904SSNC0,"[0, 0, 7.59375, 1.875, 2.25, 1.0666666666666667]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.1090909090909093, 1.018181818181818, 4.538461538461538, 1.1224489795918366]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.214634146341464, 1.3463414634146342, 3.8636363636363638, 1.1781609195402298]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.970149253731343, 1.4477611940298507, 2.5, 5.826086956521739]","[0, 0, 3.951219512195122, 1.5, 1.434782608695652, 4.96969696969697]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.049350649350649, 1.5038961038961038, 2.5, 5.579710144927537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2, 1.288888888888889, 5.285714285714286, 1.2857142857142858]","[0, 0, 6.889655172413794, 1.6965517241379309, 2.8, 5.087719298245614]","[0, 0, 6.639344262295082, 1.6229508196721312, 3.4285714285714284, 1.0166666666666666]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[1, 0, 4.6421052631578945, 1.4526315789473685, 2.88, 5.0]","[0, 0, 3.6346153846153846, 1.2307692307692308, 3.05, 1.0833333333333333]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.1666666666666665, 1.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.3404255319148937, 3.888888888888889, 0.9494949494949495]"
117,2018-09-05,20180905SSNC0,"[0, 0, 7.59375, 1.875, 2.25, 1.0666666666666667]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 3.375, 1.0535714285714286, 4.285714285714286, 1.12]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.326923076923077, 4.0, 1.175141242937853]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.970149253731343, 1.4477611940298507, 2.5, 5.826086956521739]","[0, 0, 3.951219512195122, 1.5, 1.434782608695652, 4.96969696969697]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.049350649350649, 1.5038961038961038, 2.5, 5.579710144927537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.288888888888889, 5.285714285714286, 1.2857142857142858]","[1, 0, 7.043478260869565, 1.725752508361204, 2.6296296296296298, 4.983333333333333]","[0, 0, 6.639344262295082, 1.6229508196721312, 3.4285714285714284, 1.0166666666666666]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.6421052631578945, 1.4526315789473685, 2.88, 5.0]","[0, 1, 3.5660377358490565, 1.2075471698113207, 3.1, 1.0816326530612246]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.1666666666666665, 1.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.3404255319148937, 3.888888888888889, 0.9494949494949495]"
118,2018-09-06,20180906OBSS0,"[0, 1, 7.363636363636363, 1.9090909090909092, 2.25, 1.0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.375, 1.0535714285714286, 4.285714285714286, 1.12]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.326923076923077, 4.0, 1.175141242937853]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.970149253731343, 1.4477611940298507, 2.5, 5.826086956521739]","[0, 0, 3.951219512195122, 1.5, 1.434782608695652, 4.96969696969697]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[1, 0, 4.921182266009852, 1.4704433497536944, 2.5853658536585367, 5.638888888888889]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0857142857142854, 1.2642857142857145, 5.285714285714286, 1.2962962962962963]","[0, 0, 7.043478260869565, 1.725752508361204, 2.6296296296296298, 4.983333333333333]","[0, 0, 6.639344262295082, 1.6229508196721312, 3.4285714285714284, 1.0166666666666666]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.6421052631578945, 1.4526315789473685, 2.88, 5.0]","[0, 1, 3.7358490566037736, 1.2452830188679245, 2.9523809523809526, 1.06]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.1666666666666665, 1.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.3404255319148937, 3.888888888888889, 0.9494949494949495]"
119,2018-09-07,20180907OBSS0,"[0, 1, 6.942857142857142, 1.8, 2.25, 0.9722222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.375, 1.0535714285714286, 4.285714285714286, 1.12]","[0, 1, 4.790322580645162, 1.1129032258064515, 2.0, 0.6666666666666667]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.326923076923077, 4.0, 1.175141242937853]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.914893617021277, 1.446808510638298, 2.5, 5.875]","[0, 0, 3.951219512195122, 1.5, 1.434782608695652, 4.96969696969697]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.921182266009852, 1.4704433497536944, 2.5853658536585367, 5.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2642857142857145, 5.285714285714286, 1.2962962962962963]","[0, 0, 7.043478260869565, 1.725752508361204, 2.6296296296296298, 4.983333333333333]","[0, 1, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.6421052631578945, 1.4526315789473685, 2.88, 5.0]","[0, 0, 3.7358490566037736, 1.2452830188679245, 2.9523809523809526, 1.06]","[0, 0, 3.789473684210526, 1.3157894736842106, 2.1666666666666665, 1.9]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.831578947368421, 1.4210526315789473, 3.5, 0.9313725490196079]"
120,2018-09-08,20180908SSHT0,"[0, 0, 6.942857142857142, 1.8, 2.25, 0.9722222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.375, 1.0535714285714286, 4.285714285714286, 1.12]","[0, 1, 4.714285714285714, 1.0952380952380953, 2.111111111111111, 0.65625]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.326923076923077, 4.0, 1.175141242937853]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.914893617021277, 1.446808510638298, 2.5, 5.875]","[1, 0, 4.633136094674556, 1.6153846153846154, 1.4583333333333333, 4.694444444444445]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.921182266009852, 1.4704433497536944, 2.5853658536585367, 5.638888888888889]","[0, 1, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2642857142857145, 5.285714285714286, 1.2962962962962963]","[0, 0, 7.043478260869565, 1.725752508361204, 2.6296296296296298, 4.983333333333333]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.6421052631578945, 1.4526315789473685, 2.88, 5.0]","[0, 0, 3.7358490566037736, 1.2452830188679245, 2.9523809523809526, 1.06]","[0, 1, 4.21875, 1.40625, 2.2857142857142856, 1.9393939393939392]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.4210526315789473, 3.5, 0.9313725490196079]"
121,2018-09-09,20180909SSHT0,"[0, 0, 6.942857142857142, 1.8, 2.25, 0.9722222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 3.2586206896551726, 1.0344827586206897, 4.133333333333334, 1.1372549019607843]","[0, 0, 4.714285714285714, 1.0952380952380953, 2.111111111111111, 0.65625]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.09478672985782, 1.3080568720379149, 4.045454545454546, 1.172222222222222]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.914893617021277, 1.446808510638298, 2.5, 5.875]","[0, 0, 4.633136094674556, 1.6153846153846154, 1.4583333333333333, 4.694444444444445]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.921182266009852, 1.4704433497536944, 2.5853658536585367, 5.638888888888889]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.664285714285714, 1.3714285714285714, 4.625, 1.2612612612612613]","[0, 0, 7.043478260869565, 1.725752508361204, 2.6296296296296298, 4.983333333333333]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[1, 0, 4.618421052631579, 1.4210526315789473, 2.8846153846153846, 5.066666666666666]","[0, 1, 3.6666666666666665, 1.2777777777777777, 2.739130434782609, 1.0588235294117647]","[0, 0, 4.21875, 1.40625, 2.2857142857142856, 1.9393939393939392]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.731958762886598, 1.4226804123711339, 3.272727272727273, 0.9238095238095239]"
122,2018-09-11,20180911HHSS0,"[0, 1, 6.5675675675675675, 1.7837837837837838, 2.5, 0.9487179487179488]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 3.2033898305084745, 1.0169491525423728, 4.133333333333334, 1.1346153846153846]","[0, 0, 4.714285714285714, 1.0952380952380953, 2.111111111111111, 0.65625]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9815668202764978, 1.271889400921659, 4.136363636363637, 1.185792349726776]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.914893617021277, 1.446808510638298, 2.5, 5.875]","[0, 0, 4.633136094674556, 1.6153846153846154, 1.4583333333333333, 4.694444444444445]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[1, 0, 4.868852459016393, 1.433255269320843, 2.619047619047619, 5.693333333333333]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5874125874125875, 1.3636363636363638, 4.444444444444445, 1.2543859649122806]","[0, 0, 7.043478260869565, 1.725752508361204, 2.6296296296296298, 4.983333333333333]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.618421052631579, 1.4210526315789473, 2.8846153846153846, 5.066666666666666]","[0, 1, 3.7636363636363637, 1.290909090909091, 2.8260869565217392, 1.0576923076923077]","[0, 0, 4.21875, 1.40625, 2.2857142857142856, 1.9393939393939392]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.731958762886598, 1.4226804123711339, 3.272727272727273, 0.9238095238095239]"
123,2018-09-12,20180912HHSS0,"[0, 0, 6.5675675675675675, 1.7837837837837838, 2.5, 0.9487179487179488]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.2033898305084745, 1.0169491525423728, 4.133333333333334, 1.1346153846153846]","[0, 1, 4.5, 1.0454545454545454, 2.4444444444444446, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9815668202764978, 1.271889400921659, 4.136363636363637, 1.185792349726776]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.914893617021277, 1.446808510638298, 2.5, 5.875]","[0, 0, 4.633136094674556, 1.6153846153846154, 1.4583333333333333, 4.694444444444445]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.868852459016393, 1.433255269320843, 2.619047619047619, 5.693333333333333]","[0, 1, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5874125874125875, 1.3636363636363638, 4.444444444444445, 1.2543859649122806]","[1, 0, 6.813880126182965, 1.6466876971608833, 2.7142857142857144, 5.031746031746032]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.618421052631579, 1.4210526315789473, 2.8846153846153846, 5.066666666666666]","[0, 0, 3.7636363636363637, 1.290909090909091, 2.8260869565217392, 1.0576923076923077]","[0, 1, 4.432835820895522, 1.4328358208955225, 2.5714285714285716, 1.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.456310679611651, 1.3689320388349513, 3.1666666666666665, 0.9537037037037037]"
124,2018-09-13,20180913LGSS0,"[0, 0, 6.5675675675675675, 1.7837837837837838, 2.5, 0.9487179487179488]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 3.15, 1.0166666666666666, 4.0, 1.1320754716981132]","[0, 0, 4.5, 1.0454545454545454, 2.4444444444444446, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.874439461883408, 1.251121076233184, 4.043478260869565, 1.1989247311827955]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.936794582392777, 1.4559819413092552, 2.607843137254902, 5.906666666666666]","[0, 0, 4.633136094674556, 1.6153846153846154, 1.4583333333333333, 4.694444444444445]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.868852459016393, 1.433255269320843, 2.619047619047619, 5.693333333333333]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.513698630136986, 1.3356164383561644, 4.777777777777778, 1.2478632478632479]","[0, 0, 6.813880126182965, 1.6466876971608833, 2.7142857142857144, 5.031746031746032]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.618421052631579, 1.4210526315789473, 2.8846153846153846, 5.066666666666666]","[0, 1, 4.178571428571429, 1.3214285714285714, 2.869565217391304, 1.0566037735849056]","[0, 0, 4.432835820895522, 1.4328358208955225, 2.5714285714285716, 1.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3689320388349513, 3.1666666666666665, 0.9537037037037037]"
125,2018-09-14,20180914LGSS0,"[0, 0, 6.5675675675675675, 1.7837837837837838, 2.5, 0.9487179487179488]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.15, 1.0166666666666666, 4.0, 1.1320754716981132]","[0, 0, 4.5, 1.0454545454545454, 2.4444444444444446, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.874439461883408, 1.251121076233184, 4.043478260869565, 1.1989247311827955]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.936794582392777, 1.4559819413092552, 2.607843137254902, 5.906666666666666]","[1, 0, 5.754098360655737, 1.6885245901639345, 1.3846153846153846, 4.6923076923076925]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.868852459016393, 1.433255269320843, 2.619047619047619, 5.693333333333333]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4429530201342287, 1.3288590604026846, 4.777777777777778, 1.2416666666666667]","[0, 0, 6.813880126182965, 1.6466876971608833, 2.7142857142857144, 5.031746031746032]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.618421052631579, 1.4210526315789473, 2.8846153846153846, 5.066666666666666]","[0, 0, 4.178571428571429, 1.3214285714285714, 2.869565217391304, 1.0566037735849056]","[0, 0, 4.432835820895522, 1.4328358208955225, 2.5714285714285716, 1.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.330188679245283, 1.3301886792452828, 3.25, 0.954954954954955]"
126,2018-09-15,20180915SSKT0,"[0, 1, 6.75, 1.7249999999999999, 2.75, 0.9523809523809524]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.15, 1.0166666666666666, 4.0, 1.1320754716981132]","[0, 0, 4.5, 1.0454545454545454, 2.4444444444444446, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.823008849557522, 1.2477876106194692, 4.043478260869565, 1.1957671957671956]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.936794582392777, 1.4559819413092552, 2.607843137254902, 5.906666666666666]","[0, 0, 5.754098360655737, 1.6885245901639345, 1.3846153846153846, 4.6923076923076925]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.868852459016393, 1.433255269320843, 2.619047619047619, 5.693333333333333]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4429530201342287, 1.3288590604026846, 4.777777777777778, 1.2416666666666667]","[0, 0, 6.813880126182965, 1.6466876971608833, 2.7142857142857144, 5.031746031746032]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[1, 0, 4.877419354838709, 1.4322580645161291, 2.6785714285714284, 4.92063492063492]","[0, 1, 4.105263157894736, 1.3157894736842106, 2.869565217391304, 1.0555555555555556]","[0, 0, 4.432835820895522, 1.4328358208955225, 2.5714285714285716, 1.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.330188679245283, 1.3301886792452828, 3.25, 0.954954954954955]"
127,2018-09-16,20180916SSKT0,"[0, 0, 6.75, 1.7249999999999999, 2.75, 0.9523809523809524]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 3.15, 1.0166666666666666, 4.0, 1.1320754716981132]","[0, 0, 4.5, 1.0454545454545454, 2.4444444444444446, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.823008849557522, 1.2477876106194692, 4.043478260869565, 1.1957671957671956]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 14.850000000000001, 2.55, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.936794582392777, 1.4559819413092552, 2.607843137254902, 5.906666666666666]","[0, 0, 5.754098360655737, 1.6885245901639345, 1.3846153846153846, 4.6923076923076925]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[1, 0, 4.914606741573034, 1.442696629213483, 2.659090909090909, 5.705128205128205]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.3223684210526316, 4.4, 1.235772357723577]","[0, 0, 6.813880126182965, 1.6466876971608833, 2.7142857142857144, 5.031746031746032]","[0, 0, 6.850746268656716, 1.6119402985074627, 3.25, 1.0634920634920635]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 4.877419354838709, 1.4322580645161291, 2.6785714285714284, 4.92063492063492]","[0, 0, 4.105263157894736, 1.3157894736842106, 2.869565217391304, 1.0555555555555556]","[0, 0, 4.432835820895522, 1.4328358208955225, 2.5714285714285716, 1.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2110091743119265, 1.2935779816513762, 3.3333333333333335, 0.9561403508771931]"
