,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이윤학,고영창,박준표,이민우,황인준,박정수,문경찬,이종석,전상현,헥터,유승철,팻딘,정윤환,하준영,김유신,윤희영,이원빈,윤석민,곽정철,김세현,손영민,박경태,양현종,정용운,임창용
45,2018-05-22,20180522KTHT0,"[0, 0, 7.7142857142857135, 2.357142857142857, 0.5, 0.42424242424242425]","[0, 1, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[1, 0, 7.031250000000001, 1.65625, 1.875, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4225352112676055, 1.352112676056338, 1.2857142857142858, 1.1833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.5, 2.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 3.0, 0.6666666666666666, 1, 2.0]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.29054054054054, 1.6013513513513513, 4.1, 5.481481481481482]","[0, 1, 3.1153846153846154, 1.5576923076923077, 2.7142857142857144, 1.3333333333333333]","[0, 0, 3.8310810810810807, 1.4594594594594594, 3.5, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.236842105263158, 2.210526315789474, 2.142857142857143, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8125, 1.125, 6.1, 7.111111111111111]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 1.894736842105263, 1.0, 1.8888888888888888, 1.0555555555555556]"
46,2018-05-23,20180523KTHT0,"[0, 0, 7.7142857142857135, 2.357142857142857, 0.5, 0.42424242424242425]","[0, 0, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 7.031250000000001, 1.65625, 1.875, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0375, 1.2375, 1.3333333333333333, 1.26984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.5, 2.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 3.0, 0.6666666666666666, 1, 2.0]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.29054054054054, 1.6013513513513513, 4.1, 5.481481481481482]","[0, 0, 3.1153846153846154, 1.5576923076923077, 2.7142857142857144, 1.3333333333333333]","[1, 0, 4.526946107784431, 1.4910179640718564, 4.1, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8125, 1.125, 6.1, 7.111111111111111]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
47,2018-05-24,20180524KTHT0,"[0, 1, 9.0, 2.8, 0.6, 0.4166666666666667]","[0, 0, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 7.031250000000001, 1.65625, 1.875, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 1.3333333333333333, 1.26984126984127]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.879518072289157, 1.3373493975903614, 2.6666666666666665, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 1, 2.571428571428571, 0.5714285714285714, 2, 1.75]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.29054054054054, 1.6013513513513513, 4.1, 5.481481481481482]","[0, 0, 3.1153846153846154, 1.5576923076923077, 2.7142857142857144, 1.3333333333333333]","[0, 0, 4.526946107784431, 1.4910179640718564, 4.1, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8125, 1.125, 6.1, 7.111111111111111]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
48,2018-05-25,20180525HTNC0,"[0, 0, 9.0, 2.8, 0.6, 0.4166666666666667]","[0, 0, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 7.031250000000001, 1.65625, 1.875, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 1.3333333333333333, 1.26984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.3373493975903614, 2.6666666666666665, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 2.571428571428571, 0.5714285714285714, 2, 1.75]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 7.425000000000001, 1.875, 2.75, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.628571428571429, 1.4228571428571428, 4.2, 5.833333333333334]","[0, 0, 3.1153846153846154, 1.5576923076923077, 2.7142857142857144, 1.3333333333333333]","[0, 0, 4.526946107784431, 1.4910179640718564, 4.1, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8125, 1.125, 6.1, 7.111111111111111]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
49,2018-05-26,20180526HTNC0,"[0, 0, 9.0, 2.8, 0.6, 0.4166666666666667]","[0, 0, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 7.031250000000001, 1.65625, 1.875, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 1.3333333333333333, 1.26984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.3373493975903614, 2.6666666666666665, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 1, 1.8620689655172413, 0.7241379310344828, 3.0, 1.9333333333333331]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 7.425000000000001, 1.875, 2.75, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4228571428571428, 4.2, 5.833333333333334]","[0, 1, 2.892857142857143, 1.5, 2.625, 1.3333333333333335]","[0, 0, 4.526946107784431, 1.4910179640718564, 4.1, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.869565217391304, 1.144927536231884, 6.0, 6.9]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
50,2018-05-27,20180527HTNC0,"[0, 0, 9.0, 2.8, 0.6, 0.4166666666666667]","[0, 1, 0.0, 1.3333333333333333, 1.0, 1.0]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[1, 0, 6.63157894736842, 1.5263157894736843, 1.8333333333333333, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8255813953488373, 1.1860465116279069, 1.5333333333333334, 1.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.3373493975903614, 2.6666666666666665, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 1.8620689655172413, 0.7241379310344828, 3.0, 1.9333333333333331]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 7.425000000000001, 1.875, 2.75, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4228571428571428, 4.2, 5.833333333333334]","[0, 0, 2.892857142857143, 1.5, 2.625, 1.3333333333333335]","[0, 0, 4.526946107784431, 1.4910179640718564, 4.1, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.869565217391304, 1.144927536231884, 6.0, 6.9]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
51,2018-05-29,20180529WOHT0,"[0, 1, 6.428571428571428, 2.7142857142857144, 0.8, 0.5384615384615384]","[0, 0, 0.0, 1.3333333333333333, 1.0, 1.0]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 6.63157894736842, 1.5263157894736843, 1.8333333333333333, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8255813953488373, 1.1860465116279069, 1.5333333333333334, 1.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.3373493975903614, 2.6666666666666665, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 1, 1.6875, 0.75, 4.0, 1.7777777777777777]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 7.425000000000001, 1.875, 2.75, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4228571428571428, 4.2, 5.833333333333334]","[0, 1, 4.118644067796611, 1.5762711864406778, 2.75, 1.3111111111111111]","[1, 0, 4.6702702702702705, 1.4432432432432434, 4.0, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.869565217391304, 1.144927536231884, 6.0, 6.9]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
52,2018-05-30,20180530WOHT0,"[0, 0, 6.428571428571428, 2.7142857142857144, 0.8, 0.5384615384615384]","[0, 1, 0.0, 1.0, 1.5, 1.0]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 6.63157894736842, 1.5263157894736843, 1.8333333333333333, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8255813953488373, 1.1860465116279069, 1.5333333333333334, 1.303030303030303]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.1875, 1.53125, 3.1666666666666665, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 1.6875, 0.75, 4.0, 1.7777777777777777]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4228571428571428, 4.2, 5.833333333333334]","[0, 1, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[0, 0, 4.6702702702702705, 1.4432432432432434, 4.0, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.869565217391304, 1.144927536231884, 6.0, 6.9]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
53,2018-05-31,20180531WOHT0,"[0, 0, 6.428571428571428, 2.7142857142857144, 0.8, 0.5384615384615384]","[0, 0, 0.0, 1.0, 1.5, 1.0]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 6.63157894736842, 1.5263157894736843, 1.8333333333333333, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 1.4705882352941178, 1.3043478260869565]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1875, 1.53125, 3.1666666666666665, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 1.6875, 0.75, 4.0, 1.7777777777777777]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.430769230769231, 1.4307692307692308, 4.9, 5.909090909090909]","[0, 0, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[0, 0, 4.6702702702702705, 1.4432432432432434, 4.0, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.869565217391304, 1.144927536231884, 6.0, 6.9]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.2131147540983607, 0.9836065573770493, 2.0, 1.0701754385964912]"
54,2018-06-01,20180601OBHT0,"[0, 0, 6.428571428571428, 2.7142857142857144, 0.8, 0.5384615384615384]","[0, 1, 3.8571428571428568, 1.5, 1.5, 0.9333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 6.63157894736842, 1.5263157894736843, 1.8333333333333333, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 1.4705882352941178, 1.3043478260869565]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1875, 1.53125, 3.1666666666666665, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 1.6875, 0.75, 4.0, 1.7777777777777777]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.430769230769231, 1.4307692307692308, 4.9, 5.909090909090909]","[0, 0, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[0, 0, 4.6702702702702705, 1.4432432432432434, 4.0, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8800000000000003, 1.2, 4.8, 6.818181818181818]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 2.953125, 1.125, 1.6363636363636365, 1.0666666666666667]"
55,2018-06-02,20180602OBHT0,"[0, 1, 5.625, 2.625, 1.0, 0.5714285714285714]","[0, 0, 3.8571428571428568, 1.5, 1.5, 0.9333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 1, 5.843283582089552, 1.4328358208955225, 1.8, 4.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 1.4705882352941178, 1.3043478260869565]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1875, 1.53125, 3.1666666666666665, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 1, 2.571428571428571, 0.9285714285714286, 7.0, 2.0]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.430769230769231, 1.4307692307692308, 4.9, 5.909090909090909]","[0, 0, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[0, 0, 4.6702702702702705, 1.4432432432432434, 4.0, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.2, 4.8, 6.818181818181818]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.953125, 1.125, 1.6363636363636365, 1.0666666666666667]"
56,2018-06-03,20180603OBHT0,"[0, 0, 5.625, 2.625, 1.0, 0.5714285714285714]","[0, 1, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 5.843283582089552, 1.4328358208955225, 1.8, 4.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 1.125, 1.4705882352941178, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.026785714285714, 1.5803571428571428, 2.3333333333333335, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.7222222222222223, 1.2222222222222223, 1.6363636363636365]","[0, 0, 2.571428571428571, 0.9285714285714286, 7.0, 2.0]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.430769230769231, 1.4307692307692308, 4.9, 5.909090909090909]","[0, 0, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[1, 0, 5.34517766497462, 1.5380710659898476, 3.9166666666666665, 5.96969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.2, 4.8, 6.818181818181818]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 3.3230769230769233, 1.2, 1.7272727272727273, 1.0317460317460319]"
57,2018-06-05,20180605HTKT0,"[0, 1, 5.4, 2.5, 1.2, 0.6666666666666666]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[1, 0, 5.869565217391304, 1.434782608695652, 1.85, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.125, 1.4705882352941178, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.5897435897435896, 2.2, 4.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.836363636363636, 1.9090909090909092, 1.0, 1.5277777777777777]","[0, 1, 4.2, 1.0666666666666667, 8.0, 1.875]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.430769230769231, 1.4307692307692308, 4.9, 5.909090909090909]","[0, 0, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[0, 0, 5.34517766497462, 1.5380710659898476, 3.9166666666666665, 5.96969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.2, 4.8, 6.818181818181818]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 3.3230769230769233, 1.2, 1.7272727272727273, 1.0317460317460319]"
58,2018-06-06,20180606HTKT0,"[0, 0, 5.4, 2.5, 1.2, 0.6666666666666666]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 5.869565217391304, 1.434782608695652, 1.85, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6470588235294117, 1.1764705882352942, 1.5555555555555556, 1.36]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.5897435897435896, 2.2, 4.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.836363636363636, 1.9090909090909092, 1.0, 1.5277777777777777]","[0, 0, 4.2, 1.0666666666666667, 8.0, 1.875]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 6.319148936170213, 1.7872340425531916, 2.8, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0, 1.3472222222222223, 5.090909090909091, 6.0]","[0, 0, 4.426229508196721, 1.7213114754098362, 1.8333333333333333, 1.2708333333333333]","[0, 0, 5.34517766497462, 1.5380710659898476, 3.9166666666666665, 5.96969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.175, 2.142857142857143, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.2, 4.8, 6.818181818181818]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 3.3230769230769233, 1.2, 1.7272727272727273, 1.0317460317460319]"
