,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이윤학,고영창,박준표,이민우,황인준,박정수,문경찬,이종석,전상현,헥터,유승철,팻딘,정윤환,하준영,김유신,윤희영,이원빈,윤석민,곽정철,김세현,손영민,박경태,양현종,정용운,임창용
119,2018-09-15,20180915SKHT0,"[0, 1, 4.153846153846154, 1.4538461538461538, 2.4615384615384617, 1.0317460317460319]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.818181818181818, 1.5454545454545454, 1.3555555555555556, 1.2941176470588236]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.503846153846154, 1.6153846153846152, 2.25, 4.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.231707317073171, 2.0121951219512195, 1.1764705882352942, 1.3666666666666667]","[0, 0, 4.426229508196721, 1.3032786885245902, 3.0, 1.6944444444444444]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.813953488372094, 1.3953488372093024, 2.642857142857143, 2.0476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.621026894865526, 1.4449877750611246, 4.1923076923076925, 5.9275362318840585]","[0, 0, 4.23134328358209, 1.6343283582089554, 1.6538461538461537, 1.276190476190476]","[0, 0, 6.132743362831858, 1.5575221238938053, 3.727272727272727, 4.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.4845360824742266, 3.6666666666666665, 1.7962962962962965]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.065420560747663, 1.8785046728971964, 1.5294117647058822, 1.019047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6993865030674846, 1.2699386503067485, 3.8055555555555554, 6.52]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.981012658227848, 1.4050632911392407, 2.789473684210526, 1.6989247311827955]"
120,2018-09-16,20180916SKHT0,"[0, 1, 4.122137404580153, 1.4427480916030535, 2.5384615384615383, 1.0155038759689923]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.798994974874372, 1.5376884422110555, 1.3777777777777778, 1.2756410256410255]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.503846153846154, 1.6153846153846152, 2.25, 4.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.132530120481928, 2.0240963855421685, 1.2352941176470589, 1.3174603174603174]","[0, 1, 4.390243902439025, 1.2926829268292683, 3.0, 1.64]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.5661764705882355, 1.3235294117647058, 2.7857142857142856, 2.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.839622641509433, 1.4646226415094339, 4.107142857142857, 5.888888888888889]","[0, 1, 4.138686131386861, 1.6204379562043796, 1.6538461538461537, 1.2685185185185184]","[0, 0, 6.132743362831858, 1.5575221238938053, 3.727272727272727, 4.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.510204081632653, 1.5306122448979593, 3.8333333333333335, 1.7192982456140349]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.065420560747663, 1.8785046728971964, 1.5294117647058822, 1.019047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6993865030674846, 1.2699386503067485, 3.8055555555555554, 6.52]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.981012658227848, 1.4050632911392407, 2.789473684210526, 1.6989247311827955]"
121,2018-09-18,20180918HTSS0,"[0, 0, 4.122137404580153, 1.4427480916030535, 2.5384615384615383, 1.0155038759689923]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.798994974874372, 1.5376884422110555, 1.3777777777777778, 1.2756410256410255]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.503846153846154, 1.6153846153846152, 2.25, 4.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.132530120481928, 2.0240963855421685, 1.2352941176470589, 1.3174603174603174]","[0, 1, 4.285714285714286, 1.2619047619047619, 3.0, 1.6153846153846154]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.5661764705882355, 1.3235294117647058, 2.7857142857142856, 2.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.839622641509433, 1.4646226415094339, 4.107142857142857, 5.888888888888889]","[0, 1, 4.108695652173913, 1.6304347826086956, 1.5925925925925926, 1.2432432432432432]","[0, 0, 6.132743362831858, 1.5575221238938053, 3.727272727272727, 4.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.5306122448979593, 3.8333333333333335, 1.7192982456140349]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.0, 1.8888888888888888, 1.5294117647058822, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6993865030674846, 1.2699386503067485, 3.8055555555555554, 6.52]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[1, 0, 5.982954545454545, 1.4147727272727273, 2.761904761904762, 1.8333333333333333]"
122,2018-09-19,20180919HTSS0,"[0, 1, 4.090909090909091, 1.4318181818181819, 2.6153846153846154, 1.0]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.876237623762376, 1.5594059405940595, 1.391304347826087, 1.270440251572327]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.503846153846154, 1.6153846153846152, 2.25, 4.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.035714285714286, 2.107142857142857, 1.2222222222222223, 1.2727272727272727]","[0, 0, 4.285714285714286, 1.2619047619047619, 3.0, 1.6153846153846154]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.467625899280575, 1.2949640287769784, 2.7857142857142856, 2.0144927536231885]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 4.839622641509433, 1.4646226415094339, 4.107142857142857, 5.888888888888889]","[0, 0, 4.108695652173913, 1.6304347826086956, 1.5925925925925926, 1.2432432432432432]","[0, 1, 6.339130434782609, 1.5739130434782609, 3.4583333333333335, 4.423076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.061224489795919, 1.6224489795918369, 3.2857142857142856, 1.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.8888888888888888, 1.5294117647058822, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6993865030674846, 1.2699386503067485, 3.8055555555555554, 6.52]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.982954545454545, 1.4147727272727273, 2.761904761904762, 1.8333333333333333]"
123,2018-09-20,20180920NCHT0,"[0, 1, 4.090909090909091, 1.4772727272727273, 2.4285714285714284, 0.9777777777777777]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8382352941176467, 1.5588235294117647, 1.4042553191489362, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.7153284671532845, 1.6751824817518248, 2.185185185185185, 4.349206349206349]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.035714285714286, 2.107142857142857, 1.2222222222222223, 1.2727272727272727]","[0, 1, 4.186046511627907, 1.2325581395348837, 3.0, 1.5925925925925926]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.468965517241379, 1.282758620689655, 2.9285714285714284, 2.013888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 4.839622641509433, 1.4646226415094339, 4.107142857142857, 5.888888888888889]","[0, 0, 4.108695652173913, 1.6304347826086956, 1.5925925925925926, 1.2432432432432432]","[0, 0, 6.339130434782609, 1.5739130434782609, 3.4583333333333335, 4.423076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.061224489795919, 1.6224489795918369, 3.2857142857142856, 1.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.8888888888888888, 1.5294117647058822, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6993865030674846, 1.2699386503067485, 3.8055555555555554, 6.52]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.982954545454545, 1.4147727272727273, 2.761904761904762, 1.8333333333333333]"
124,2018-09-21,20180921NCHT0,"[0, 0, 4.090909090909091, 1.4772727272727273, 2.4285714285714284, 0.9777777777777777]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8382352941176467, 1.5588235294117647, 1.4042553191489362, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7153284671532845, 1.6751824817518248, 2.185185185185185, 4.349206349206349]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.035714285714286, 2.107142857142857, 1.2222222222222223, 1.2727272727272727]","[0, 0, 4.186046511627907, 1.2325581395348837, 3.0, 1.5925925925925926]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.468965517241379, 1.282758620689655, 2.9285714285714284, 2.013888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 4.839622641509433, 1.4646226415094339, 4.107142857142857, 5.888888888888889]","[0, 0, 4.108695652173913, 1.6304347826086956, 1.5925925925925926, 1.2432432432432432]","[0, 1, 6.402857142857143, 1.5771428571428572, 3.5833333333333335, 4.320987654320988]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.061224489795919, 1.6224489795918369, 3.2857142857142856, 1.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.8888888888888888, 1.5294117647058822, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.631578947368421, 1.2456140350877194, 3.810810810810811, 6.576923076923077]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.982954545454545, 1.4147727272727273, 2.761904761904762, 1.8333333333333333]"
125,2018-09-22,20180922HTHH0,"[0, 0, 4.090909090909091, 1.4772727272727273, 2.4285714285714284, 0.9777777777777777]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8382352941176467, 1.5588235294117647, 1.4042553191489362, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7153284671532845, 1.6751824817518248, 2.185185185185185, 4.349206349206349]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.035714285714286, 2.107142857142857, 1.2222222222222223, 1.2727272727272727]","[0, 1, 4.153846153846154, 1.223076923076923, 3.0, 1.5476190476190477]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.408163265306122, 1.3061224489795917, 2.8, 1.96]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[1, 0, 4.764705882352941, 1.4660633484162895, 3.966666666666667, 5.8933333333333335]","[0, 1, 4.0212765957446805, 1.6170212765957446, 1.5714285714285714, 1.236842105263158]","[0, 0, 6.402857142857143, 1.5771428571428572, 3.5833333333333335, 4.320987654320988]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.061224489795919, 1.6224489795918369, 3.2857142857142856, 1.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.8888888888888888, 1.5294117647058822, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.631578947368421, 1.2456140350877194, 3.810810810810811, 6.576923076923077]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.982954545454545, 1.4147727272727273, 2.761904761904762, 1.8333333333333333]"
126,2018-09-23,20180923HTHH0,"[0, 1, 4.263157894736842, 1.5338345864661653, 2.125, 0.963768115942029]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 5.902325581395349, 1.6465116279069767, 1.4722222222222223, 4.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7109004739336493, 1.5497630331753556, 1.4375, 1.2787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7153284671532845, 1.6751824817518248, 2.185185185185185, 4.349206349206349]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.357142857142858, 2.142857142857143, 1.2222222222222223, 1.2173913043478262]","[0, 0, 4.153846153846154, 1.223076923076923, 3.0, 1.5476190476190477]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.408163265306122, 1.3061224489795917, 2.8, 1.96]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.7142857142857142, 1.6666666666666667, 2.3333333333333335]","[0, 0, 4.764705882352941, 1.4660633484162895, 3.966666666666667, 5.8933333333333335]","[0, 0, 4.0212765957446805, 1.6170212765957446, 1.5714285714285714, 1.236842105263158]","[0, 1, 6.25977653631285, 1.5502793296089385, 3.7916666666666665, 4.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.061224489795919, 1.6224489795918369, 3.2857142857142856, 1.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8108108108108105, 1.837837837837838, 1.6470588235294117, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.631578947368421, 1.2456140350877194, 3.810810810810811, 6.576923076923077]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[1, 0, 5.845360824742269, 1.4226804123711339, 2.782608695652174, 1.9595959595959598]"
127,2018-09-25,20180925HTKT0,"[0, 1, 4.23134328358209, 1.5447761194029852, 2.0, 0.9503546099290779]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[1, 0, 6.440366972477064, 1.720183486238532, 1.4594594594594594, 4.2745098039215685]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.056338028169014, 1.5774647887323943, 1.4, 1.2678571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7153284671532845, 1.6751824817518248, 2.185185185185185, 4.349206349206349]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.357142857142858, 2.142857142857143, 1.2222222222222223, 1.2173913043478262]","[0, 1, 4.0, 1.2, 3.111111111111111, 1.5517241379310345]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.32, 1.28, 2.8666666666666667, 1.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 1.6666666666666667, 2.3333333333333335]","[0, 0, 4.764705882352941, 1.4660633484162895, 3.966666666666667, 5.8933333333333335]","[0, 0, 4.0212765957446805, 1.6170212765957446, 1.5714285714285714, 1.236842105263158]","[0, 1, 6.3, 1.55, 3.8333333333333335, 4.137931034482759]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.68, 3.5714285714285716, 1.5873015873015874]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8108108108108105, 1.837837837837838, 1.6470588235294117, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.631578947368421, 1.2456140350877194, 3.810810810810811, 6.576923076923077]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.845360824742269, 1.4226804123711339, 2.782608695652174, 1.9595959595959598]"
128,2018-09-26,20180926HTKT0,"[0, 0, 4.23134328358209, 1.5447761194029852, 2.0, 0.9503546099290779]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 6.440366972477064, 1.720183486238532, 1.4594594594594594, 4.2745098039215685]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.056338028169014, 1.5774647887323943, 1.4, 1.2678571428571428]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.86551724137931, 1.6758620689655173, 2.1333333333333333, 4.3939393939393945]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.357142857142858, 2.142857142857143, 1.2222222222222223, 1.2173913043478262]","[0, 0, 4.0, 1.2, 3.111111111111111, 1.5517241379310345]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.827814569536423, 1.3509933774834437, 2.6875, 1.8641975308641976]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.875, 2.0, 1.7777777777777777]","[0, 0, 4.764705882352941, 1.4660633484162895, 3.966666666666667, 5.8933333333333335]","[0, 0, 4.0212765957446805, 1.6170212765957446, 1.5714285714285714, 1.236842105263158]","[0, 0, 6.3, 1.55, 3.8333333333333335, 4.137931034482759]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.68, 3.5714285714285716, 1.5873015873015874]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.63157894736842, 1.8157894736842106, 1.7647058823529411, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.631578947368421, 1.2456140350877194, 3.810810810810811, 6.576923076923077]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.845360824742269, 1.4226804123711339, 2.782608695652174, 1.9595959595959598]"
129,2018-09-27,20180927HTLG0,"[0, 0, 4.23134328358209, 1.5447761194029852, 2.0, 0.9503546099290779]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 6.440366972477064, 1.720183486238532, 1.4594594594594594, 4.2745098039215685]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.056338028169014, 1.5774647887323943, 1.4, 1.2678571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.86551724137931, 1.6758620689655173, 2.1333333333333333, 4.3939393939393945]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.258823529411766, 2.152941176470588, 1.1578947368421053, 1.1805555555555556]","[0, 0, 4.0, 1.2, 3.111111111111111, 1.5517241379310345]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.827814569536423, 1.3509933774834437, 2.6875, 1.8641975308641976]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 2.0, 1.7777777777777777]","[0, 0, 4.764705882352941, 1.4660633484162895, 3.966666666666667, 5.8933333333333335]","[0, 0, 4.0212765957446805, 1.6170212765957446, 1.5714285714285714, 1.236842105263158]","[0, 0, 6.3, 1.55, 3.8333333333333335, 4.137931034482759]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.68, 3.5714285714285716, 1.5873015873015874]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.63157894736842, 1.8157894736842106, 1.7647058823529411, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 3.704887218045113, 1.263157894736842, 3.6923076923076925, 6.567901234567902]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.845360824742269, 1.4226804123711339, 2.782608695652174, 1.9595959595959598]"
130,2018-09-28,20180928HTLG0,"[0, 1, 4.169117647058823, 1.5220588235294117, 2.0588235294117645, 0.9444444444444445]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 10.657894736842106, 2.447368421052632, 1.5, 1.4074074074074074]","[0, 0, 6.440366972477064, 1.720183486238532, 1.4594594594594594, 4.2745098039215685]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.018604651162791, 1.5906976744186045, 1.3653846153846154, 1.2573099415204678]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.86551724137931, 1.6758620689655173, 2.1333333333333333, 4.3939393939393945]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.258823529411766, 2.152941176470588, 1.1578947368421053, 1.1805555555555556]","[0, 0, 4.0, 1.2, 3.111111111111111, 1.5517241379310345]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.827814569536423, 1.3509933774834437, 2.6875, 1.8641975308641976]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 2.0, 1.7777777777777777]","[1, 0, 4.754347826086957, 1.441304347826087, 3.935483870967742, 5.897435897435898]","[0, 0, 4.0212765957446805, 1.6170212765957446, 1.5714285714285714, 1.236842105263158]","[0, 0, 6.3, 1.55, 3.8333333333333335, 4.137931034482759]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 1.0]","[0, 0, 11.88, 1.68, 1.3333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.68, 3.5714285714285716, 1.5873015873015874]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.63157894736842, 1.8157894736842106, 1.7647058823529411, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.704887218045113, 1.263157894736842, 3.6923076923076925, 6.567901234567902]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 5.845360824742269, 1.4226804123711339, 2.782608695652174, 1.9595959595959598]"
