,date,game_key,배민관,신정락,김지용,문광은,임찬규,이우찬,윤지웅,임정우,최성훈,소사,김태형,류제국,배재준,임지섭,김대현,고우석,손주영,김영준,윌슨,이강욱,성동현,이동현,차우찬,진해수,봉중근,정찬헌,최동환,전인환,여건욱
10,2018-04-06,20180406LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.0, 0.375, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.6875, 0.6, 5.333333333333333]","[0, 1, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 0, 3.0, 1.5, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.5, 2.5, 4.0]","[0, 1, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.75, 1.5, 3.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.571428571428571, 1.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 1, 2.571428571428571, 1.0, 1.3333333333333333, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2018-04-07,20180407LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.0, 0.375, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.6875, 0.6, 5.333333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.5, 1.0, 0.6666666666666666]","[0, 0, 3.0, 1.5, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.5, 2.5, 4.0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 3.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[1, 0, 7.2, 1.4, 0.5, 5.0]","[0, 1, 3.0, 2.3333333333333335, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.6875, 1.0, 1.0666666666666667]","[0, 0, 2.571428571428571, 1.0, 1.3333333333333333, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]"
12,2018-04-08,20180408LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.5, 5, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.6875, 0.6, 5.333333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.5, 1.0, 0.6666666666666666]","[1, 0, 1.3846153846153846, 1.2307692307692308, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.1379310344827587, 2.3333333333333335, 4.833333333333333]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 3.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.4, 0.5, 5.0]","[0, 0, 3.0, 2.3333333333333335, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.4210526315789473, 1.3333333333333333, 1.0555555555555556]","[0, 0, 2.571428571428571, 1.0, 1.3333333333333333, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2018-04-10,20180410SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.0, 0.5, 5, 1.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.354838709677419, 1.8387096774193548, 0.625, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.5, 1.0, 0.6666666666666666]","[0, 0, 1.3846153846153846, 1.2307692307692308, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.1379310344827587, 2.3333333333333335, 4.833333333333333]","[0, 1, 4.5, 1.0, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 3.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.4, 0.5, 5.0]","[0, 0, 3.0, 2.3333333333333335, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.4210526315789473, 1.3333333333333333, 1.0555555555555556]","[0, 1, 2.076923076923077, 0.9230769230769231, 1.5, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2018-04-11,20180411SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.44999999999999996, 5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.8387096774193548, 0.625, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.5, 1.0, 0.6666666666666666]","[0, 0, 1.3846153846153846, 1.2307692307692308, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6, 1.4, 2.0, 3.3333333333333335]","[0, 0, 4.5, 1.0, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 3.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.4, 0.5, 5.0]","[0, 0, 3.0, 2.3333333333333335, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.3636363636363638, 1.6666666666666667, 1.0476190476190477]","[0, 0, 2.076923076923077, 0.9230769230769231, 1.5, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2018-04-12,20180412SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.3913043478260869, 6, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.8387096774193548, 0.625, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.5, 1.0, 0.6666666666666666]","[0, 0, 1.3846153846153846, 1.2307692307692308, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 2.0, 3.3333333333333335]","[0, 0, 4.5, 1.0, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0, 1.3888888888888888, 4.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.4, 0.5, 5.0]","[0, 1, 2.25, 2.25, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 1.3199999999999998, 2.0, 1.0416666666666667]","[0, 0, 2.076923076923077, 0.9230769230769231, 1.5, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2018-04-13,20180413KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.36, 7, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.8387096774193548, 0.625, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.6363636363636365, 1.0, 0.7333333333333333]","[0, 0, 1.3846153846153846, 1.2307692307692308, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 2.0, 3.3333333333333335]","[0, 0, 4.5, 1.0, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.3888888888888888, 4.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[1, 0, 10.0, 2.0, 1.0, 4.5]","[0, 0, 2.25, 2.25, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.607142857142857, 1.5, 1.0370370370370372]","[0, 0, 2.076923076923077, 0.9230769230769231, 1.5, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2018-04-14,20180414KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.0, 0.36, 7, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.8387096774193548, 0.625, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.6363636363636365, 1.0, 0.7333333333333333]","[1, 0, 1.8, 1.0, 5.333333333333333, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 2.0, 3.3333333333333335]","[0, 1, 2.4545454545454546, 0.5454545454545455, 4.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.3888888888888888, 4.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 10.0, 2.0, 1.0, 4.5]","[0, 0, 2.25, 2.25, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.607142857142857, 1.5, 1.0370370370370372]","[0, 1, 1.6875, 0.9375, 1.75, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2018-04-15,20180415KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.3461538461538462, 7, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.282608695652174, 2.0217391304347827, 1.2, 5.111111111111112]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.6153846153846154, 1.5, 0.7222222222222222]","[0, 0, 1.8, 1.0, 5.333333333333333, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 2.0, 3.3333333333333335]","[0, 1, 1.9285714285714284, 0.6428571428571428, 4.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.3888888888888888, 4.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 10.0, 2.0, 1.0, 4.5]","[0, 1, 4.153846153846154, 2.307692307692308, 1.0, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.6451612903225805, 1.4, 1.0333333333333334]","[0, 1, 1.5428571428571427, 0.942857142857143, 2.25, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2018-04-17,20180417LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.3333333333333333, 7, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.282608695652174, 2.0217391304347827, 1.2, 5.111111111111112]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.6875, 1.3333333333333333, 0.7619047619047619]","[0, 0, 1.8, 1.0, 5.333333333333333, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.1176470588235294, 1.0, 2.4, 4.25]","[0, 0, 1.9285714285714284, 0.6428571428571428, 4.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.3888888888888888, 4.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 10.0, 2.0, 1.0, 4.5]","[0, 1, 3.6, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.6451612903225805, 1.4, 1.0333333333333334]","[0, 1, 4.628571428571429, 1.2857142857142858, 2.25, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2018-04-18,20180418LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.0, 0.4444444444444444, 7, 0.8181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.282608695652174, 2.0217391304347827, 1.2, 5.111111111111112]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.4285714285714286, 1.25, 0.875]","[0, 0, 1.8, 1.0, 5.333333333333333, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 1.0, 2.4, 4.25]","[0, 0, 1.9285714285714284, 0.6428571428571428, 4.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 10.0, 2.0, 1.0, 4.5]","[0, 0, 3.6, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.6451612903225805, 1.4, 1.0333333333333334]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.25, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2018-04-19,20180419LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.0, 0.4444444444444444, 7, 0.8181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.282608695652174, 2.0217391304347827, 1.2, 5.111111111111112]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.4285714285714286, 1.25, 0.875]","[0, 0, 1.8, 1.0, 5.333333333333333, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 1.0, 2.4, 4.25]","[0, 1, 3.8571428571428568, 1.0714285714285714, 4.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[1, 0, 6.1875, 1.5, 1.125, 5.333333333333333]","[0, 0, 3.6, 2.0, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.6451612903225805, 1.4, 1.0333333333333334]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.25, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 3.0, 0.0, 1.0]"
22,2018-04-20,20180420LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.0, 0.4444444444444444, 7, 0.8181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.282608695652174, 2.0217391304347827, 1.2, 5.111111111111112]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.4285714285714286, 1.25, 0.875]","[1, 0, 1.3333333333333333, 1.0, 3.8333333333333335, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 1.0, 2.4, 4.25]","[0, 0, 3.8571428571428568, 1.0714285714285714, 4.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 0.6666666666666666]","[0, 0, 6.1875, 1.5, 1.125, 5.333333333333333]","[0, 1, 3.0, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.588235294117647, 1.4, 1.0303030303030303]","[0, 1, 4.378378378378379, 1.2972972972972971, 2.25, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 0.0, 1.0]"
23,2018-04-21,20180421LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.9, 0.6, 7.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0625, 1.875, 1.0, 5.333333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.375, 1.5, 0.8888888888888888]","[0, 0, 1.3333333333333333, 1.0, 3.8333333333333335, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 1.0, 2.4, 4.25]","[0, 0, 3.8571428571428568, 1.0714285714285714, 4.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.2, 2.4, 0.0, 0.5555555555555556]","[0, 0, 6.1875, 1.5, 1.125, 5.333333333333333]","[0, 0, 3.0, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.4594594594594594, 1.6, 1.027777777777778]","[0, 0, 4.378378378378379, 1.2972972972972971, 2.25, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 0.0, 1.0]"
24,2018-04-22,20180422LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.7714285714285714, 0.5142857142857143, 11.0, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 1.0, 5.333333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.375, 1.5, 0.8888888888888888]","[0, 0, 1.3333333333333333, 1.0, 3.8333333333333335, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3230769230769233, 1.3384615384615384, 1.7777777777777777, 4.333333333333334]","[0, 1, 3.176470588235294, 1.0588235294117647, 4.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 2.4, 0.0, 0.5555555555555556]","[0, 0, 6.1875, 1.5, 1.125, 5.333333333333333]","[0, 1, 5.4, 2.1, 1.0, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.425, 1.3333333333333333, 1.0256410256410258]","[0, 0, 4.378378378378379, 1.2972972972972971, 2.25, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 0.0, 1.0]"
25,2018-04-24,20180424WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 0, 0.7714285714285714, 0.5142857142857143, 11.0, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 1.0, 5.333333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.375, 1.5, 0.8888888888888888]","[0, 0, 1.3333333333333333, 1.0, 3.8333333333333335, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3230769230769233, 1.3384615384615384, 1.7777777777777777, 4.333333333333334]","[0, 1, 2.7, 1.2, 2.0, 0.9523809523809524]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 1.875, 0.5, 0.6666666666666666]","[0, 0, 6.1875, 1.5, 1.125, 5.333333333333333]","[0, 1, 4.909090909090909, 2.0454545454545454, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.3333333333333333, 1.0256410256410258]","[0, 0, 4.378378378378379, 1.2972972972972971, 2.25, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.3333333333333333, 1.0, 1.5]"
26,2018-04-25,20180425WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 0.6923076923076923, 0.5384615384615384, 11.0, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 1.0, 5.333333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.375, 1.5, 0.8888888888888888]","[0, 0, 1.3333333333333333, 1.0, 3.8333333333333335, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3230769230769233, 1.3384615384615384, 1.7777777777777777, 4.333333333333334]","[0, 0, 2.7, 1.2, 2.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.12, 6.6, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5, 0.5, 0.8]","[1, 0, 8.142857142857142, 1.6666666666666667, 1.2222222222222223, 5.25]","[0, 1, 4.5, 1.875, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7674418604651163, 1.5348837209302324, 1.2857142857142858, 1.023809523809524]","[0, 0, 4.378378378378379, 1.2972972972972971, 2.25, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.0, 1.5]"
