,date,game_key,박시영,이정담,김원중,정태승,홍성민,박진형,구승민,박세웅,양형진,이인복,최영환,조무근,차재용,레일리,임지유,윤성빈,듀브론트,이승헌,정성종,김도규,김동우,고효준,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,송승준,김대우,오현택,진명호
39,2018-05-15,20180515LTNC0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.180851063829787, 1.9148936170212767, 1.9523809523809523, 4.476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.090163934426229, 1.3770491803278688, 2.9285714285714284, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.550561797752809, 1.736842105263158, 4.944444444444445]","[1, 0, 5.616, 1.6560000000000001, 1.24, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.695652173913043, 0.9782608695652174, 1.75, 0.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5454545454545455, 4, 0.9166666666666666]","[0, 0, 2.4545454545454546, 1.309090909090909, 2.2, 3.0555555555555554]","[0, 1, 3.6, 1.1333333333333333, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.609756097560976, 1.3170731707317074, 1.8, 0.9111111111111111]","[0, 1, 6.75, 1.607142857142857, 2.0, 1.1666666666666667]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.327586206896552, 0.6206896551724138, 22.0, 1.1372549019607843]","[0, 1, 1.265625, 1.453125, 1.8, 1.0158730158730158]"
40,2018-05-17,20180517LTNC0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.180851063829787, 1.9148936170212767, 1.9523809523809523, 4.476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.563380281690141, 1.3943661971830985, 2.875, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.550561797752809, 1.736842105263158, 4.944444444444445]","[0, 0, 5.616, 1.6560000000000001, 1.24, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.595744680851063, 0.9574468085106383, 1.75, 0.6811594202898551]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5454545454545455, 4, 0.9166666666666666]","[0, 0, 2.4545454545454546, 1.309090909090909, 2.2, 3.0555555555555554]","[0, 0, 3.6, 1.1333333333333333, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.3170731707317074, 1.8, 0.9111111111111111]","[0, 0, 6.75, 1.607142857142857, 2.0, 1.1666666666666667]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.1774193548387095, 0.6290322580645161, 11.5, 1.1481481481481481]","[0, 1, 1.208955223880597, 1.4328358208955225, 1.9333333333333333, 1.0151515151515151]"
41,2018-05-18,20180518OBLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.180851063829787, 1.9148936170212767, 1.9523809523809523, 4.476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.3943661971830985, 2.875, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.550561797752809, 1.736842105263158, 4.944444444444445]","[0, 0, 5.616, 1.6560000000000001, 1.24, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 4.595744680851063, 0.9574468085106383, 1.75, 0.6811594202898551]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6923076923076924, 6, 0.8666666666666666]","[1, 0, 1.8493150684931505, 1.1506849315068495, 3.0, 3.476190476190476]","[0, 0, 3.6, 1.1333333333333333, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.395348837209303, 1.3255813953488371, 1.8, 0.8958333333333334]","[0, 1, 6.517241379310345, 1.5517241379310345, 2.0, 1.074074074074074]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.1774193548387095, 0.6290322580645161, 11.5, 1.1481481481481481]","[0, 0, 1.208955223880597, 1.4328358208955225, 1.9333333333333333, 1.0151515151515151]"
42,2018-05-19,20180519OBLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.324324324324325, 1.7837837837837838, 1.9583333333333333, 4.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.3943661971830985, 2.875, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.550561797752809, 1.736842105263158, 4.944444444444445]","[0, 0, 5.616, 1.6560000000000001, 1.24, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.5, 0.9375, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6923076923076924, 6, 0.8666666666666666]","[0, 0, 1.8493150684931505, 1.1506849315068495, 3.0, 3.476190476190476]","[0, 0, 3.6, 1.1333333333333333, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.108695652173913, 1.434782608695652, 1.5, 0.9019607843137255]","[0, 0, 6.517241379310345, 1.5517241379310345, 2.0, 1.074074074074074]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.1774193548387095, 0.6290322580645161, 11.5, 1.1481481481481481]","[0, 0, 1.208955223880597, 1.4328358208955225, 1.9333333333333333, 1.0151515151515151]"
43,2018-05-20,20180520OBLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.324324324324325, 1.7837837837837838, 1.9583333333333333, 4.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.3943661971830985, 2.875, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.294117647058823, 1.5294117647058822, 1.75, 4.857142857142857]","[0, 0, 5.616, 1.6560000000000001, 1.24, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.235294117647059, 0.8823529411764706, 2.25, 0.68]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 0.9375, 3.5, 0.8888888888888888]","[0, 0, 1.8493150684931505, 1.1506849315068495, 3.0, 3.476190476190476]","[0, 1, 3.375, 1.125, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.3469387755102042, 1.5, 0.9074074074074073]","[0, 1, 8.4375, 1.875, 1.7142857142857142, 1.0666666666666667]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.076923076923077, 0.6461538461538461, 8.333333333333334, 1.1403508771929824]","[0, 1, 1.1571428571428573, 1.4571428571428573, 1.9375, 1.0144927536231882]"
44,2018-05-22,20180522LTSS0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.324324324324325, 1.7837837837837838, 1.9583333333333333, 4.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.3943661971830985, 2.875, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 1.75, 4.857142857142857]","[1, 0, 5.475524475524475, 1.6363636363636365, 1.3703703703703705, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.673076923076923, 0.9230769230769231, 2.25, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9375, 3.5, 0.8888888888888888]","[0, 0, 1.8493150684931505, 1.1506849315068495, 3.0, 3.476190476190476]","[0, 0, 3.375, 1.125, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.44, 1.2857142857142858, 0.8771929824561404]","[0, 0, 8.4375, 1.875, 1.7142857142857142, 1.0666666666666667]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.9285714285714284, 0.6857142857142857, 9.0, 1.1666666666666665]","[0, 1, 1.1095890410958904, 1.4383561643835616, 1.8235294117647058, 1.0138888888888888]"
45,2018-05-23,20180523LTSS0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.324324324324325, 1.7837837837837838, 1.9583333333333333, 4.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.101265822784811, 1.4050632911392407, 2.6, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 1.75, 4.857142857142857]","[0, 0, 5.475524475524475, 1.6363636363636365, 1.3703703703703705, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 4.673076923076923, 0.9230769230769231, 2.25, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.3125, 1.75, 0.7619047619047619]","[0, 0, 1.8493150684931505, 1.1506849315068495, 3.0, 3.476190476190476]","[0, 0, 3.375, 1.125, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.44, 1.2857142857142858, 0.8771929824561404]","[0, 1, 7.9411764705882355, 1.9411764705882353, 1.7142857142857142, 1.0303030303030303]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9285714285714284, 0.6857142857142857, 9.0, 1.1666666666666665]","[0, 0, 1.1095890410958904, 1.4383561643835616, 1.8235294117647058, 1.0138888888888888]"
46,2018-05-24,20180524LTSS0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.324324324324325, 1.7837837837837838, 1.9583333333333333, 4.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.101265822784811, 1.4050632911392407, 2.6, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 1.75, 4.857142857142857]","[0, 0, 5.475524475524475, 1.6363636363636365, 1.3703703703703705, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6666666666666666, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 4.673076923076923, 0.9230769230769231, 2.25, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 1.75, 0.7619047619047619]","[1, 0, 2.3736263736263736, 1.120879120879121, 3.0, 3.7916666666666665]","[0, 0, 3.375, 1.125, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 7.297297297297297, 1.7837837837837838, 1.7142857142857142, 1.027777777777778]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9285714285714284, 0.6857142857142857, 9.0, 1.1666666666666665]","[0, 0, 1.1095890410958904, 1.4383561643835616, 1.8235294117647058, 1.0138888888888888]"
47,2018-05-25,20180525LTWO0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.8604651162790695, 1.744186046511628, 2.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.7800000000000002, 1.38, 2.125, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.101265822784811, 1.4050632911392407, 2.6, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 1.75, 4.857142857142857]","[0, 0, 5.475524475524475, 1.6363636363636365, 1.3703703703703705, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 4.673076923076923, 0.9230769230769231, 2.25, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 1.75, 0.7619047619047619]","[0, 0, 2.3736263736263736, 1.120879120879121, 3.0, 3.7916666666666665]","[0, 0, 3.375, 1.125, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 7.297297297297297, 1.7837837837837838, 1.7142857142857142, 1.027777777777778]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9285714285714284, 0.6857142857142857, 9.0, 1.1666666666666665]","[0, 0, 1.1095890410958904, 1.4383561643835616, 1.8235294117647058, 1.0138888888888888]"
48,2018-05-26,20180526LTWO0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8604651162790695, 1.744186046511628, 2.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.7800000000000002, 1.38, 2.125, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.101265822784811, 1.4050632911392407, 2.6, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 5.475524475524475, 1.6363636363636365, 1.3703703703703705, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 5.60377358490566, 1.0754716981132075, 1.8, 0.654320987654321]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2272727272727273, 2.0, 0.9166666666666666]","[0, 0, 2.3736263736263736, 1.120879120879121, 3.0, 3.7916666666666665]","[0, 1, 3.176470588235294, 1.1176470588235294, 4.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 7.297297297297297, 1.7837837837837838, 1.7142857142857142, 1.027777777777778]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.6619718309859155, 0.7605633802816901, 9.0, 1.126984126984127]","[0, 1, 1.08, 1.48, 1.8235294117647058, 1.0]"
49,2018-05-27,20180527LTWO0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8604651162790695, 1.744186046511628, 2.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.7800000000000002, 1.38, 2.125, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.101265822784811, 1.4050632911392407, 2.6, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[1, 0, 4.863354037267081, 1.5838509316770186, 1.4482758620689655, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 5.60377358490566, 1.0754716981132075, 1.8, 0.654320987654321]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2272727272727273, 2.0, 0.9166666666666666]","[0, 0, 2.3736263736263736, 1.120879120879121, 3.0, 3.7916666666666665]","[0, 1, 3.1153846153846154, 1.0961538461538463, 4.75, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 7.297297297297297, 1.7837837837837838, 1.7142857142857142, 1.027777777777778]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.5540540540540544, 0.7702702702702703, 9.666666666666666, 1.1212121212121213]","[0, 0, 1.08, 1.48, 1.8235294117647058, 1.0]"
50,2018-05-29,20180529LGLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8604651162790695, 1.744186046511628, 2.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.7800000000000002, 1.38, 2.125, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.682080924855491, 1.4739884393063585, 2.6666666666666665, 5.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 4.863354037267081, 1.5838509316770186, 1.4482758620689655, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 5.60377358490566, 1.0754716981132075, 1.8, 0.654320987654321]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.1111111111111112, 2.4, 1.0]","[0, 0, 2.3736263736263736, 1.120879120879121, 3.0, 3.7916666666666665]","[0, 1, 2.892857142857143, 1.125, 4.2, 0.9824561403508772]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 7.297297297297297, 1.7837837837837838, 1.7142857142857142, 1.027777777777778]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.486842105263158, 0.8289473684210527, 9.666666666666666, 1.1014492753623188]","[0, 1, 1.0, 1.4814814814814814, 1.8333333333333333, 1.0384615384615385]"
51,2018-05-30,20180530LGLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8604651162790695, 1.744186046511628, 2.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 4.576271186440678, 1.423728813559322, 1.8, 1.3111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4739884393063585, 2.6666666666666665, 5.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 4.863354037267081, 1.5838509316770186, 1.4482758620689655, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 5.4, 1.090909090909091, 1.8, 0.6547619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1111111111111112, 2.4, 1.0]","[1, 0, 3.375, 1.2692307692307694, 2.7777777777777777, 3.8518518518518516]","[0, 0, 2.892857142857143, 1.125, 4.2, 0.9824561403508772]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 6.428571428571428, 1.7142857142857142, 1.4444444444444444, 1.0769230769230769]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.486842105263158, 0.8289473684210527, 9.666666666666666, 1.1014492753623188]","[0, 0, 1.0, 1.4814814814814814, 1.8333333333333333, 1.0384615384615385]"
