,date,game_key,박시영,이정담,김원중,정태승,홍성민,박진형,구승민,박세웅,양형진,이인복,최영환,조무근,차재용,레일리,임지유,윤성빈,듀브론트,이승헌,정성종,김도규,김동우,고효준,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,송승준,김대우,오현택,진명호
119,2018-09-15,20180915WOLT0,"[0, 1, 8.027027027027028, 1.7432432432432432, 1.7, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.060344827586206, 1.7327586206896552, 2.0338983050847457, 4.833333333333333]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 13.5, 3.0, 1, 0.6666666666666666]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.4736842105263155, 1.263157894736842, 2.1481481481481484, 1.163265306122449]","[0, 1, 8.485714285714286, 2.142857142857143, 1.25, 3.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.839622641509433, 1.3726415094339621, 3.0232558139534884, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.468354430379747, 1.5949367088607596, 1.35, 0.8229166666666666]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.5909090909090908, 2.2222222222222223, 1.0476190476190477]","[0, 0, 4.003448275862069, 1.2413793103448276, 3.0454545454545454, 3.5802469135802473]","[0, 1, 4.9465648854961835, 1.351145038167939, 2.75, 0.9924242424242423]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[1, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 3.6580645161290324, 1.238709677419355, 4.818181818181818, 0.9226190476190476]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
120,2018-09-16,20180916WOLT0,"[0, 0, 8.027027027027028, 1.7432432432432432, 1.7, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.060344827586206, 1.7327586206896552, 2.0338983050847457, 4.833333333333333]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 13.5, 3.0, 1, 0.6666666666666666]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4736842105263155, 1.263157894736842, 2.1481481481481484, 1.163265306122449]","[0, 0, 8.485714285714286, 2.142857142857143, 1.25, 3.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.976958525345622, 1.4101382488479264, 2.9555555555555557, 5.786666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.5949367088607596, 1.35, 0.8229166666666666]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.5909090909090908, 2.2222222222222223, 1.0476190476190477]","[0, 0, 4.003448275862069, 1.2413793103448276, 3.0454545454545454, 3.5802469135802473]","[0, 0, 4.9465648854961835, 1.351145038167939, 2.75, 0.9924242424242423]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 3.78343949044586, 1.2420382165605095, 4.818181818181818, 0.9181286549707602]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
121,2018-09-18,20180918LTLG0,"[0, 0, 8.027027027027028, 1.7432432432432432, 1.7, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.060344827586206, 1.7327586206896552, 2.0338983050847457, 4.833333333333333]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 13.5, 3.0, 1, 0.6666666666666666]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.318435754189944, 1.2067039106145252, 2.259259259259259, 1.1933333333333334]","[0, 0, 8.485714285714286, 2.142857142857143, 1.25, 3.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.976958525345622, 1.4101382488479264, 2.9555555555555557, 5.786666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.333333333333333, 1.5555555555555556, 1.35, 0.8181818181818182]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.5909090909090908, 2.2222222222222223, 1.0476190476190477]","[1, 0, 4.60327868852459, 1.2786885245901638, 2.875, 3.630952380952381]","[0, 1, 5.037313432835822, 1.3656716417910448, 2.875, 0.9925925925925926]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 3.78343949044586, 1.2420382165605095, 4.818181818181818, 0.9181286549707602]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
122,2018-09-19,20180919LTLG0,"[0, 1, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.060344827586206, 1.7327586206896552, 2.0338983050847457, 4.833333333333333]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 13.5, 3.0, 1, 0.6666666666666666]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.375, 1.1902173913043477, 2.3703703703703702, 1.2026143790849673]","[1, 0, 8.25, 2.138888888888889, 1.1363636363636365, 3.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.976958525345622, 1.4101382488479264, 2.9555555555555557, 5.786666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2682926829268295, 1.5365853658536586, 1.4, 0.8039215686274509]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.5909090909090908, 2.2222222222222223, 1.0476190476190477]","[0, 0, 4.60327868852459, 1.2786885245901638, 2.875, 3.630952380952381]","[0, 1, 4.891304347826087, 1.3478260869565217, 2.9375, 1.0]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 3.7125000000000004, 1.2375, 4.818181818181818, 0.9195402298850575]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
123,2018-09-20,20180920KTLT0,"[0, 0, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.9725274725274735, 1.7472527472527473, 1.9841269841269842, 4.8533333333333335]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 1, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.375, 1.1902173913043477, 2.3703703703703702, 1.2026143790849673]","[0, 0, 8.25, 2.138888888888889, 1.1363636363636365, 3.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.976958525345622, 1.4101382488479264, 2.9555555555555557, 5.786666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.5365853658536586, 1.4, 0.8039215686274509]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.044776119402985, 1.6567164179104479, 2.0, 1.0151515151515151]","[0, 0, 4.60327868852459, 1.2786885245901638, 2.875, 3.630952380952381]","[0, 1, 4.753521126760563, 1.3098591549295775, 3.0625, 1.0070921985815604]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 3.8571428571428568, 1.3043478260869565, 4.416666666666667, 0.9096045197740112]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
124,2018-09-22,20180922LTSS0,"[0, 0, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9725274725274735, 1.7472527472527473, 1.9841269841269842, 4.8533333333333335]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.303191489361702, 1.196808510638298, 2.4074074074074074, 1.205128205128205]","[0, 0, 8.25, 2.138888888888889, 1.1363636363636365, 3.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.834061135371179, 1.368995633187773, 3.130434782608696, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.5365853658536586, 1.4, 0.8039215686274509]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.6567164179104479, 2.0, 1.0151515151515151]","[0, 0, 4.60327868852459, 1.2786885245901638, 2.875, 3.630952380952381]","[0, 1, 4.655172413793104, 1.282758620689655, 3.125, 1.0069444444444444]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 3.8571428571428568, 1.3043478260869565, 4.416666666666667, 0.9096045197740112]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
125,2018-09-23,20180923LTSS0,"[0, 0, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9725274725274735, 1.7472527472527473, 1.9841269841269842, 4.8533333333333335]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.2513089005235605, 1.1937172774869111, 2.4074074074074074, 1.20125786163522]","[0, 0, 8.25, 2.138888888888889, 1.1363636363636365, 3.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.834061135371179, 1.368995633187773, 3.130434782608696, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.700729927007299, 1.708029197080292, 1.8666666666666667, 3.261904761904762]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.6875, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.5365853658536586, 1.4, 0.8039215686274509]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.6567164179104479, 2.0, 1.0151515151515151]","[1, 0, 4.3602484472049685, 1.2857142857142858, 2.6666666666666665, 3.701149425287356]","[0, 0, 4.655172413793104, 1.282758620689655, 3.125, 1.0069444444444444]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 3.9754601226993866, 1.3067484662576687, 4.416666666666667, 0.9055555555555556]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
126,2018-09-25,20180925NCLT0,"[0, 0, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9725274725274735, 1.7472527472527473, 1.9841269841269842, 4.8533333333333335]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.4793814432989687, 1.2061855670103092, 2.4444444444444446, 1.1975308641975309]","[1, 0, 8.121951219512196, 2.073170731707317, 1.3478260869565217, 3.727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.834061135371179, 1.368995633187773, 3.130434782608696, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7357142857142858, 1.84375, 3.111111111111111]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.736842105263158, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.5365853658536586, 1.4, 0.8039215686274509]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.6567164179104479, 2.0, 1.0151515151515151]","[0, 0, 4.3602484472049685, 1.2857142857142858, 2.6666666666666665, 3.701149425287356]","[0, 1, 4.5608108108108105, 1.2972972972972971, 3.1875, 1.0068027210884354]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 3.9754601226993866, 1.3067484662576687, 4.416666666666667, 0.9055555555555556]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
127,2018-09-26,20180926NCLT0,"[0, 0, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.052770448548813, 1.7572559366754619, 1.9545454545454546, 4.858974358974359]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.4263959390862944, 1.2335025380710658, 2.3448275862068964, 1.193939393939394]","[0, 0, 8.121951219512196, 2.073170731707317, 1.3478260869565217, 3.727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.834061135371179, 1.368995633187773, 3.130434782608696, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7357142857142858, 1.84375, 3.111111111111111]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5529411764705883, 1.5, 0.8095238095238095]","[0, 0, 5.311475409836065, 1.4016393442622952, 2.2222222222222223, 0.7973856209150326]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.6567164179104479, 2.0, 1.0151515151515151]","[0, 0, 4.3602484472049685, 1.2857142857142858, 2.6666666666666665, 3.701149425287356]","[0, 1, 4.470198675496689, 1.2913907284768211, 3.25, 1.0066666666666668]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.2, 3.372549019607843]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 3.9754601226993866, 1.3067484662576687, 4.416666666666667, 0.9055555555555556]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
128,2018-09-27,20180927LTWO0,"[0, 0, 7.92, 1.8, 1.4166666666666667, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.052770448548813, 1.7572559366754619, 1.9545454545454546, 4.858974358974359]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4263959390862944, 1.2335025380710658, 2.3448275862068964, 1.193939393939394]","[0, 0, 8.121951219512196, 2.073170731707317, 1.3478260869565217, 3.727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.834061135371179, 1.368995633187773, 3.130434782608696, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7357142857142858, 1.84375, 3.111111111111111]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5529411764705883, 1.5, 0.8095238095238095]","[0, 1, 5.616, 1.4400000000000002, 2.5555555555555554, 0.8012820512820512]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.171428571428571, 1.6285714285714286, 2.2, 1.0144927536231882]","[0, 0, 4.3602484472049685, 1.2857142857142858, 2.6666666666666665, 3.701149425287356]","[0, 1, 4.440789473684211, 1.2828947368421053, 3.25, 0.9934640522875816]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[1, 0, 6.265193370165745, 1.723756906077348, 2.32, 3.351851851851852]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 4.090909090909091, 1.309090909090909, 4.5, 0.9016393442622951]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
129,2018-09-28,20180928LTWO0,"[0, 1, 8.307692307692308, 1.8076923076923077, 1.4615384615384615, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.052770448548813, 1.7572559366754619, 1.9545454545454546, 4.858974358974359]","[0, 0, 0.0, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2, 0.7777777777777778]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4263959390862944, 1.2335025380710658, 2.3448275862068964, 1.193939393939394]","[0, 0, 8.121951219512196, 2.073170731707317, 1.3478260869565217, 3.727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.734864300626305, 1.3528183716075157, 3.1875, 5.91358024691358]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7357142857142858, 1.84375, 3.111111111111111]","[0, 0, 4.611386138613862, 1.5891089108910892, 1.8305084745762712, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.206896551724138, 1.6551724137931034, 1.5238095238095237, 0.8055555555555556]","[0, 0, 5.616, 1.4400000000000002, 2.5555555555555554, 0.8012820512820512]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.581081081081081, 2.090909090909091, 1.027777777777778]","[0, 0, 4.3602484472049685, 1.2857142857142858, 2.6666666666666665, 3.701149425287356]","[0, 0, 4.440789473684211, 1.2828947368421053, 3.25, 0.9934640522875816]","[0, 0, 21.6, 3.0, 1.25, 0.5555555555555556]","[0, 1, 0.0, 0.0, 2, 1.0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 6.265193370165745, 1.723756906077348, 2.32, 3.351851851851852]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 4.090909090909091, 1.309090909090909, 4.5, 0.9016393442622951]","[0, 0, 4.115853658536586, 1.6463414634146343, 1.2444444444444445, 0.9939393939393939]"
