,date,game_key,홍재호,이인행,최병연,이준호,김지성,유민상,김민식,최정민,황윤호,한승택,이창진,박준태,최원준,류승현,신범수,노관현,김석환,버나디나,한준수,김주찬,이범호,최형우,신종길,서동욱,김주형,유재신,이명기,이호신,이영욱,김선빈,나지완,백용환,안치홍,정성훈
10,2018-04-06,20180406WOHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.37037037037037035, 0.45161290322580644, 0.5185185185185185, 0.0, 0.25925925925925924, 0.037037037037037035]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.3125, 0.3125, 0.6875, 0.3333333333333333, 0.125, 0.1875]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.32558139534883723, 0.3695652173913043, 0.5116279069767442, 0.3333333333333333, 0.23255813953488372, 0.18604651162790697]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.4642857142857143, 0.47058823529411764, 0.9642857142857143, 0.2857142857142857, 0.25, 0.35714285714285715]","[1, 7, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.34210526315789475, 0.4186046511627907, 0.5789473684210527, 0.25, 0.15789473684210525, 0.18421052631578946]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.0, 0.25, 0.0, 0.0, 0.0, 0.4]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.2682926829268293, 0.32608695652173914, 0.4146341463414634, 0.2222222222222222, 0.17073170731707318, 0.14634146341463414]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.21739130434782608, 0.4, 0.21739130434782608, 0.3333333333333333, 0.13043478260869565, 0.08695652173913043]","[1, 5, 0.24242424242424243, 0.375, 0.42424242424242425, 0.2857142857142857, 0.18181818181818182, 0.18181818181818182]","[0, 8, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.5, 0.0]","[1, 6, 0.38461538461538464, 0.42857142857142855, 0.7435897435897436, 0.4166666666666667, 0.1794871794871795, 0.3076923076923077]","[0, 7, 0.25, 0.25, 0.5833333333333334, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666]"
11,2018-04-07,20180407WOHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.37037037037037035, 0.45161290322580644, 0.5185185185185185, 0.0, 0.25925925925925924, 0.037037037037037035]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.4, 0.4, 0.4, 0.5, 0.2, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.35294117647058826, 0.35294117647058826, 0.7058823529411765, 0.3333333333333333, 0.11764705882352941, 0.17647058823529413]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.32608695652173914, 0.38, 0.5, 0.3333333333333333, 0.2608695652173913, 0.17391304347826086]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.4411764705882353, 0.45, 0.8823529411764706, 0.2222222222222222, 0.2647058823529412, 0.29411764705882354]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.3902439024390244, 0.4791666666666667, 0.6341463414634146, 0.3076923076923077, 0.21951219512195122, 0.1951219512195122]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.4]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.23404255319148937, 0.28846153846153844, 0.3617021276595745, 0.18181818181818182, 0.14893617021276595, 0.1276595744680851]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.25925925925925924, 0.4117647058823529, 0.2962962962962963, 0.3333333333333333, 0.1111111111111111, 0.18518518518518517]","[1, 5, 0.2702702702702703, 0.4, 0.5135135135135135, 0.3125, 0.1891891891891892, 0.24324324324324326]","[1, 9, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 1.0, 0.42857142857142855, 0.14285714285714285]","[1, 6, 0.37209302325581395, 0.40425531914893614, 0.6976744186046512, 0.38461538461538464, 0.18604651162790697, 0.3023255813953488]","[0, -1, 0.25, 0.25, 0.5833333333333334, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666]"
12,2018-04-08,20180408WOHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.36666666666666664, 0.45714285714285713, 0.5, 0.125, 0.26666666666666666, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.375, 0.375, 0.375, 0.5, 0.125, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3684210526315789, 0.4, 0.6842105263157895, 0.3333333333333333, 0.10526315789473684, 0.15789473684210525]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.32608695652173914, 0.38, 0.5, 0.3333333333333333, 0.2608695652173913, 0.17391304347826086]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.4473684210526316, 0.45454545454545453, 0.8421052631578947, 0.36363636363636365, 0.23684210526315788, 0.3157894736842105]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.4, 0.4807692307692308, 0.6444444444444445, 0.2857142857142857, 0.2222222222222222, 0.17777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.2549019607843137, 0.30357142857142855, 0.37254901960784315, 0.18181818181818182, 0.17647058823529413, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.25, 0.4, 0.2857142857142857, 0.3, 0.10714285714285714, 0.17857142857142858]","[0, 8, 0.25, 0.3877551020408163, 0.475, 0.2777777777777778, 0.2, 0.225]","[0, 6, 0.5, 0.5, 0.5, 1.0, 0.3, 0.1]","[1, 5, 0.3695652173913043, 0.4230769230769231, 0.7391304347826086, 0.42857142857142855, 0.1956521739130435, 0.34782608695652173]","[0, -1, 0.25, 0.25, 0.5833333333333334, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666]"
13,2018-04-10,20180410HTHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.34375, 0.43243243243243246, 0.46875, 0.125, 0.25, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.375, 0.375, 0.375, 0.5, 0.125, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.36363636363636365, 0.391304347826087, 0.6363636363636364, 0.2, 0.13636363636363635, 0.13636363636363635]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.32, 0.37037037037037035, 0.54, 0.3333333333333333, 0.26, 0.18]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.40476190476190477, 0.4166666666666667, 0.7619047619047619, 0.36363636363636365, 0.21428571428571427, 0.2857142857142857]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.40816326530612246, 0.48214285714285715, 0.6326530612244898, 0.2857142857142857, 0.22448979591836735, 0.16326530612244897]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.1, 0.23076923076923078, 0.1, 0.0, 0.0, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.2545454545454545, 0.3, 0.41818181818181815, 0.16666666666666666, 0.18181818181818182, 0.12727272727272726]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.25806451612903225, 0.39473684210526316, 0.2903225806451613, 0.36363636363636365, 0.0967741935483871, 0.1935483870967742]","[0, 6, 0.2682926829268293, 0.4, 0.4878048780487805, 0.3157894736842105, 0.1951219512195122, 0.24390243902439024]","[0, -1, 0.5, 0.5, 0.5, 1.0, 0.3, 0.1]","[1, 5, 0.3673469387755102, 0.41818181818181815, 0.7346938775510204, 0.42857142857142855, 0.1836734693877551, 0.32653061224489793]","[1, 7, 0.2857142857142857, 0.3333333333333333, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]"
14,2018-04-11,20180411HTHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.37142857142857144, 0.45, 0.4857142857142857, 0.2222222222222222, 0.22857142857142856, 0.08571428571428572]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.375, 0.375, 0.375, 0.5, 0.125, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.36363636363636365, 0.391304347826087, 0.6363636363636364, 0.2, 0.13636363636363635, 0.13636363636363635]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2962962962962963, 0.3448275862068966, 0.5, 0.3181818181818182, 0.24074074074074073, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3695652173913043, 0.38461538461538464, 0.6956521739130435, 0.36363636363636365, 0.1956521739130435, 0.2608695652173913]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.39622641509433965, 0.4666666666666667, 0.6415094339622641, 0.2857142857142857, 0.22641509433962265, 0.1509433962264151]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.23076923076923078, 0.3125, 0.3076923076923077, 0.0, 0.07692307692307693, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.2413793103448276, 0.296875, 0.39655172413793105, 0.15384615384615385, 0.1724137931034483, 0.1206896551724138]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2647058823529412, 0.3902439024390244, 0.29411764705882354, 0.3333333333333333, 0.08823529411764706, 0.17647058823529413]","[1, 5, 0.2619047619047619, 0.39215686274509803, 0.47619047619047616, 0.3157894736842105, 0.19047619047619047, 0.23809523809523808]","[0, 8, 0.5, 0.5, 0.5, 1.0, 0.3, 0.1]","[1, 6, 0.3584905660377358, 0.4067796610169492, 0.6981132075471698, 0.4, 0.18867924528301888, 0.32075471698113206]","[0, 7, 0.2777777777777778, 0.3157894736842105, 0.5, 0.25, 0.1111111111111111, 0.16666666666666666]"
15,2018-04-12,20180412HTHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.35135135135135137, 0.42857142857142855, 0.4594594594594595, 0.2, 0.21621621621621623, 0.10810810810810811]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.375, 0.375, 0.375, 0.5, 0.125, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.36, 0.38461538461538464, 0.6, 0.16666666666666666, 0.12, 0.12]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2982456140350877, 0.3548387096774194, 0.49122807017543857, 0.3181818181818182, 0.24561403508771928, 0.15789473684210525]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3469387755102041, 0.375, 0.6530612244897959, 0.3333333333333333, 0.20408163265306123, 0.24489795918367346]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.38596491228070173, 0.453125, 0.6666666666666666, 0.3125, 0.22807017543859648, 0.19298245614035087]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.21428571428571427, 0.29411764705882354, 0.2857142857142857, 0.0, 0.07142857142857142, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.24193548387096775, 0.29411764705882354, 0.3870967741935484, 0.14285714285714285, 0.16129032258064516, 0.11290322580645161]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 9, 0.23684210526315788, 0.35555555555555557, 0.2631578947368421, 0.3076923076923077, 0.07894736842105263, 0.15789473684210525]","[1, 5, 0.26666666666666666, 0.4, 0.4666666666666667, 0.3, 0.2, 0.2222222222222222]","[0, 8, 0.45454545454545453, 0.45454545454545453, 0.45454545454545453, 1.0, 0.2727272727272727, 0.09090909090909091]","[1, 6, 0.3684210526315789, 0.4126984126984127, 0.6842105263157895, 0.4375, 0.17543859649122806, 0.2982456140350877]","[0, 6, 0.2631578947368421, 0.3, 0.47368421052631576, 0.25, 0.10526315789473684, 0.15789473684210525]"
16,2018-04-13,20180413LTHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3333333333333333, 0.4090909090909091, 0.4358974358974359, 0.2, 0.20512820512820512, 0.10256410256410256]","[0, 9, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.1111111111111111, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.32142857142857145, 0.36666666666666664, 0.5357142857142857, 0.14285714285714285, 0.10714285714285714, 0.10714285714285714]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3, 0.35384615384615387, 0.48333333333333334, 0.3181818181818182, 0.23333333333333334, 0.15]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3269230769230769, 0.3559322033898305, 0.6153846153846154, 0.2857142857142857, 0.19230769230769232, 0.23076923076923078]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.3728813559322034, 0.44776119402985076, 0.6440677966101694, 0.29411764705882354, 0.22033898305084745, 0.1864406779661017]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.21428571428571427, 0.3333333333333333, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.24242424242424243, 0.2916666666666667, 0.3787878787878788, 0.13333333333333333, 0.15151515151515152, 0.10606060606060606]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 6, 0.225, 0.3404255319148936, 0.25, 0.3076923076923077, 0.075, 0.15]","[1, 5, 0.2653061224489796, 0.3898305084745763, 0.5102040816326531, 0.2857142857142857, 0.20408163265306123, 0.24489795918367346]","[0, -1, 0.45454545454545453, 0.45454545454545453, 0.45454545454545453, 1.0, 0.2727272727272727, 0.09090909090909091]","[0, -1, 0.3684210526315789, 0.4126984126984127, 0.6842105263157895, 0.4375, 0.17543859649122806, 0.2982456140350877]","[0, -1, 0.2631578947368421, 0.3, 0.47368421052631576, 0.25, 0.10526315789473684, 0.15789473684210525]"
17,2018-04-17,20180417LGHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.325, 0.41304347826086957, 0.425, 0.2, 0.2, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.1111111111111111, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2903225806451613, 0.3333333333333333, 0.4838709677419355, 0.125, 0.12903225806451613, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.296875, 0.34782608695652173, 0.515625, 0.2916666666666667, 0.234375, 0.171875]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.30357142857142855, 0.3333333333333333, 0.5714285714285714, 0.2857142857142857, 0.17857142857142858, 0.21428571428571427]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.3709677419354839, 0.4507042253521127, 0.6290322580645161, 0.29411764705882354, 0.20967741935483872, 0.1774193548387097]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21428571428571427, 0.3333333333333333, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.23529411764705882, 0.29333333333333333, 0.36764705882352944, 0.125, 0.16176470588235295, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 9, 0.25, 0.35294117647058826, 0.29545454545454547, 0.2857142857142857, 0.09090909090909091, 0.13636363636363635]","[1, 7, 0.24528301886792453, 0.36507936507936506, 0.4716981132075472, 0.2727272727272727, 0.18867924528301888, 0.22641509433962265]","[0, 8, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 1.0, 0.23076923076923078, 0.15384615384615385]","[1, 3, 0.38333333333333336, 0.42424242424242425, 0.7333333333333333, 0.4375, 0.2, 0.3]","[0, 8, 0.3, 0.3333333333333333, 0.5, 0.25, 0.1, 0.15]"
18,2018-04-18,20180418LGHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.32558139534883723, 0.40816326530612246, 0.4186046511627907, 0.2727272727272727, 0.18604651162790697, 0.16279069767441862]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.3, 0.3, 0.3, 0.5, 0.1, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2571428571428571, 0.2972972972972973, 0.42857142857142855, 0.08333333333333333, 0.11428571428571428, 0.08571428571428572]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2898550724637681, 0.33783783783783783, 0.4927536231884058, 0.28, 0.2463768115942029, 0.15942028985507245]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.35, 0.38235294117647056, 0.6, 0.4117647058823529, 0.18333333333333332, 0.25]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.38461538461538464, 0.4805194805194805, 0.6307692307692307, 0.29411764705882354, 0.2153846153846154, 0.16923076923076924]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21428571428571427, 0.3333333333333333, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[1, 1, 0.22535211267605634, 0.3, 0.352112676056338, 0.11764705882352941, 0.16901408450704225, 0.11267605633802817]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 9, 0.2708333333333333, 0.36363636363636365, 0.3125, 0.26666666666666666, 0.08333333333333333, 0.125]","[1, 7, 0.23214285714285715, 0.3582089552238806, 0.44642857142857145, 0.25, 0.17857142857142858, 0.21428571428571427]","[0, -1, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 1.0, 0.23076923076923078, 0.15384615384615385]","[1, 3, 0.36923076923076925, 0.4084507042253521, 0.7076923076923077, 0.4375, 0.18461538461538463, 0.27692307692307694]","[0, 1, 0.2857142857142857, 0.3181818181818182, 0.47619047619047616, 0.25, 0.09523809523809523, 0.14285714285714285]"
19,2018-04-19,20180419LGHT0,"[1, 9, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.3333333333333333, 0.4230769230769231, 0.4222222222222222, 0.3333333333333333, 0.2, 0.17777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3, 0.3, 0.3, 0.5, 0.1, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.23076923076923078, 0.2682926829268293, 0.38461538461538464, 0.07692307692307693, 0.1282051282051282, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.273972602739726, 0.32051282051282054, 0.4657534246575342, 0.28, 0.2328767123287671, 0.1506849315068493]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3333333333333333, 0.375, 0.5714285714285714, 0.3684210526315789, 0.19047619047619047, 0.23809523809523808]","[0, -1, 0.18181818181818182, 0.25, 0.48484848484848486, 0.125, 0.18181818181818182, 0.21212121212121213]","[1, 4, 0.38235294117647056, 0.48148148148148145, 0.6176470588235294, 0.2777777777777778, 0.20588235294117646, 0.16176470588235295]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2, 0.3157894736842105, 0.26666666666666666, 0.0, 0.13333333333333333, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 1.0, 0.0, 0.0, 0, 0.0]","[0, 4, 0.21621621621621623, 0.2891566265060241, 0.33783783783783783, 0.10526315789473684, 0.16216216216216217, 0.10810810810810811]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 0.2692307692307692, 0.3559322033898305, 0.3269230769230769, 0.2777777777777778, 0.07692307692307693, 0.15384615384615385]","[1, 5, 0.2711864406779661, 0.4027777777777778, 0.4745762711864407, 0.28, 0.1864406779661017, 0.22033898305084745]","[1, 8, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 1.0, 0.23076923076923078, 0.15384615384615385]","[0, -1, 0.36923076923076925, 0.4084507042253521, 0.7076923076923077, 0.4375, 0.18461538461538463, 0.27692307692307694]","[1, 6, 0.30434782608695654, 0.3333333333333333, 0.4782608695652174, 0.2222222222222222, 0.08695652173913043, 0.13043478260869565]"
