,date,game_key,백창수,김창혁,최윤석,김민하,강경학,하주석,엄태용,윤승열,양성우,지성준,박준혁,이도윤,이동훈,김태연,장진혁,강상원,김인환,정경운,원혁재,김민기,호잉,정은원,장민석,김태균,이성열,이용규,최진행,정근우,송광민,최재훈,오선진,김회성
10,2018-04-07,20180407HHKT0,"[0, 2, 0.15, 0.2916666666666667, 0.25, 0.25, 0.15, 0.15]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2564102564102564, 0.30952380952380953, 0.38461538461538464, 0.2, 0.1794871794871795, 0.1282051282051282]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3225806451612903, 0.40540540540540543, 0.45161290322580644, 0.25, 0.25806451612903225, 0.06451612903225806]","[1, 9, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.41935483870967744, 0.5, 0.8387096774193549, 0.375, 0.25806451612903225, 0.22580645161290322]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.35, 0.41304347826086957, 0.35, 0.3, 0.15, 0.1]","[1, 8, 0.11764705882352941, 0.3181818181818182, 0.29411764705882354, 0.0, 0.17647058823529413, 0.11764705882352941]","[1, 5, 0.2222222222222222, 0.2564102564102564, 0.2777777777777778, 0.1111111111111111, 0.08333333333333333, 0.1111111111111111]","[1, 3, 0.42105263157894735, 0.45, 0.7105263157894737, 0.7, 0.15789473684210525, 0.3157894736842105]","[0, -1, 0.15, 0.32, 0.25, 0.3333333333333333, 0.2, 0.05]","[1, 7, 0.10526315789473684, 0.22727272727272727, 0.10526315789473684, 0.16666666666666666, 0.05263157894736842, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2018-04-08,20180408HHKT0,"[0, 9, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.23809523809523808, 0.28888888888888886, 0.35714285714285715, 0.18181818181818182, 0.19047619047619047, 0.11904761904761904]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.30303030303030304, 0.38461538461538464, 0.42424242424242425, 0.25, 0.24242424242424243, 0.06060606060606061]","[0, 7, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.5, 0.5, 1.5, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.42857142857142855, 0.5, 0.8285714285714286, 0.375, 0.2571428571428571, 0.2]","[0, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3181818181818182, 0.38, 0.3181818181818182, 0.3, 0.13636363636363635, 0.09090909090909091]","[0, 8, 0.14285714285714285, 0.3076923076923077, 0.2857142857142857, 0.0, 0.14285714285714285, 0.09523809523809523]","[1, 2, 0.23684210526315788, 0.2857142857142857, 0.2894736842105263, 0.2, 0.07894736842105263, 0.10526315789473684]","[1, 3, 0.40476190476190477, 0.4318181818181818, 0.6666666666666666, 0.6363636363636364, 0.14285714285714285, 0.2857142857142857]","[1, 7, 0.13043478260869565, 0.3103448275862069, 0.21739130434782608, 0.2857142857142857, 0.17391304347826086, 0.043478260869565216]","[1, 8, 0.17391304347826086, 0.2692307692307692, 0.21739130434782608, 0.25, 0.043478260869565216, 0.043478260869565216]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2018-04-10,20180410HTHH0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.23404255319148937, 0.28, 0.3404255319148936, 0.15384615384615385, 0.1702127659574468, 0.10638297872340426]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.30303030303030304, 0.4146341463414634, 0.42424242424242425, 0.25, 0.2727272727272727, 0.06060606060606061]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.25, 0.25, 0.75, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.38461538461538464, 0.4782608695652174, 0.7435897435897436, 0.3, 0.2564102564102564, 0.1794871794871795]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.75, 0.8, 1.5, 1.0, 0.5, 1.25]","[1, 1, 0.3469387755102041, 0.4107142857142857, 0.3469387755102041, 0.3, 0.1836734693877551, 0.08163265306122448]","[1, 7, 0.17391304347826086, 0.32142857142857145, 0.30434782608695654, 0.0, 0.13043478260869565, 0.08695652173913043]","[1, 3, 0.23809523809523808, 0.3125, 0.2857142857142857, 0.2, 0.11904761904761904, 0.11904761904761904]","[0, 2, 0.4166666666666667, 0.44, 0.6666666666666666, 0.6428571428571429, 0.14583333333333334, 0.3125]","[1, 9, 0.14814814814814814, 0.30303030303030304, 0.2222222222222222, 0.2857142857142857, 0.18518518518518517, 0.037037037037037035]","[1, 8, 0.16, 0.25, 0.2, 0.25, 0.04, 0.04]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2018-04-11,20180411HTHH0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.22, 0.2777777777777778, 0.32, 0.15384615384615385, 0.16, 0.12]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3055555555555556, 0.4090909090909091, 0.4166666666666667, 0.25, 0.25, 0.05555555555555555]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.25, 0.75, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4186046511627907, 0.5, 0.8837209302325582, 0.3, 0.27906976744186046, 0.23255813953488372]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.6666666666666666, 0.7777777777777778, 1.1666666666666667, 1.0, 0.3333333333333333, 0.8333333333333334]","[1, 1, 0.34615384615384615, 0.4166666666666667, 0.34615384615384615, 0.3, 0.17307692307692307, 0.07692307692307693]","[0, -1, 0.17391304347826086, 0.32142857142857145, 0.30434782608695654, 0.0, 0.13043478260869565, 0.08695652173913043]","[1, 6, 0.22727272727272727, 0.3269230769230769, 0.2727272727272727, 0.18181818181818182, 0.1590909090909091, 0.11363636363636363]","[1, 3, 0.40816326530612246, 0.43137254901960786, 0.6530612244897959, 0.6428571428571429, 0.14285714285714285, 0.30612244897959184]","[1, 9, 0.16129032258064516, 0.2972972972972973, 0.22580645161290322, 0.25, 0.16129032258064516, 0.03225806451612903]","[1, 8, 0.13793103448275862, 0.21875, 0.1724137931034483, 0.2222222222222222, 0.034482758620689655, 0.034482758620689655]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2018-04-12,20180412HTHH0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.24074074074074073, 0.29310344827586204, 0.35185185185185186, 0.21428571428571427, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.358974358974359, 0.4583333333333333, 0.46153846153846156, 0.4, 0.23076923076923078, 0.10256410256410256]","[1, 9, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.0, 0.07142857142857142, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.25, 0.25, 0.75, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.391304347826087, 0.48148148148148145, 0.8260869565217391, 0.2727272727272727, 0.2608695652173913, 0.21739130434782608]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.5, 0.6153846153846154, 0.8, 0.6666666666666666, 0.2, 0.5]","[1, 1, 0.375, 0.4461538461538462, 0.375, 0.36363636363636365, 0.21428571428571427, 0.07142857142857142]","[0, 5, 0.14814814814814814, 0.28125, 0.25925925925925924, 0.0, 0.1111111111111111, 0.07407407407407407]","[1, 6, 0.20833333333333334, 0.30357142857142855, 0.25, 0.16666666666666666, 0.14583333333333334, 0.10416666666666667]","[1, 3, 0.40384615384615385, 0.41818181818181815, 0.6346153846153846, 0.5882352941176471, 0.1346153846153846, 0.34615384615384615]","[0, -1, 0.16129032258064516, 0.2972972972972973, 0.22580645161290322, 0.25, 0.16129032258064516, 0.03225806451612903]","[1, 8, 0.15625, 0.25, 0.1875, 0.2727272727272727, 0.0625, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]"
15,2018-04-13,20180413SSHH0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.22033898305084745, 0.2698412698412698, 0.3220338983050847, 0.2, 0.15254237288135594, 0.1016949152542373]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.38636363636363635, 0.4716981132075472, 0.4772727272727273, 0.5, 0.25, 0.11363636363636363]","[0, 9, 0.35294117647058826, 0.3888888888888889, 0.5882352941176471, 0.5, 0.29411764705882354, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.2, 0.2, 0.6, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.42, 0.5084745762711864, 0.84, 0.35714285714285715, 0.26, 0.3]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.4166666666666667, 0.5625, 0.6666666666666666, 0.5, 0.16666666666666666, 0.4166666666666667]","[1, 1, 0.3728813559322034, 0.4492753623188406, 0.3898305084745763, 0.4166666666666667, 0.23728813559322035, 0.0847457627118644]","[0, -1, 0.14814814814814814, 0.28125, 0.25925925925925924, 0.0, 0.1111111111111111, 0.07407407407407407]","[1, 6, 0.23076923076923078, 0.31666666666666665, 0.3269230769230769, 0.21428571428571427, 0.15384615384615385, 0.15384615384615385]","[1, 3, 0.40350877192982454, 0.4166666666666667, 0.6491228070175439, 0.55, 0.17543859649122806, 0.3684210526315789]","[1, 9, 0.14705882352941177, 0.2926829268292683, 0.20588235294117646, 0.2222222222222222, 0.17647058823529413, 0.029411764705882353]","[1, 8, 0.21621621621621623, 0.2926829268292683, 0.2972972972972973, 0.2727272727272727, 0.10810810810810811, 0.05405405405405406]","[0, -1, 0, 0, 0, 0, 0, 0]"
16,2018-04-14,20180414SSHH0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.20634920634920634, 0.2537313432835821, 0.30158730158730157, 0.1875, 0.14285714285714285, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3829787234042553, 0.47368421052631576, 0.46808510638297873, 0.5, 0.2553191489361702, 0.10638297872340426]","[0, 9, 0.35294117647058826, 0.42105263157894735, 0.5882352941176471, 0.5, 0.29411764705882354, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.2, 0.2, 0.6, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4074074074074074, 0.49206349206349204, 0.7962962962962963, 0.375, 0.24074074074074073, 0.2777777777777778]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.375, 0.5, 0.5625, 0.3333333333333333, 0.125, 0.3125]","[1, 1, 0.3492063492063492, 0.4246575342465753, 0.36507936507936506, 0.4166666666666667, 0.2222222222222222, 0.07936507936507936]","[0, -1, 0.14814814814814814, 0.28125, 0.25925925925925924, 0.0, 0.1111111111111111, 0.07407407407407407]","[1, 6, 0.23636363636363636, 0.328125, 0.32727272727272727, 0.25, 0.14545454545454545, 0.16363636363636364]","[1, 3, 0.39344262295081966, 0.40625, 0.639344262295082, 0.5238095238095238, 0.18032786885245902, 0.36065573770491804]","[1, 9, 0.1388888888888889, 0.27906976744186046, 0.19444444444444445, 0.2222222222222222, 0.16666666666666666, 0.027777777777777776]","[1, 8, 0.1951219512195122, 0.26666666666666666, 0.2682926829268293, 0.2727272727272727, 0.0975609756097561, 0.04878048780487805]","[0, 3, 0, 0, 0, 0, 0, 0]"
17,2018-04-15,20180415SSHH0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.20634920634920634, 0.2537313432835821, 0.30158730158730157, 0.1875, 0.14285714285714285, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.39215686274509803, 0.4838709677419355, 0.49019607843137253, 0.45454545454545453, 0.29411764705882354, 0.13725490196078433]","[0, -1, 0.35294117647058826, 0.42105263157894735, 0.5882352941176471, 0.5, 0.29411764705882354, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.6, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3898305084745763, 0.47058823529411764, 0.7966101694915254, 0.4117647058823529, 0.23728813559322035, 0.3050847457627119]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.2857142857142857, 0.4, 0.42857142857142855, 0.3333333333333333, 0.09523809523809523, 0.23809523809523808]","[1, 1, 0.36764705882352944, 0.4358974358974359, 0.38235294117647056, 0.38461538461538464, 0.22058823529411764, 0.07352941176470588]","[0, -1, 0.14814814814814814, 0.28125, 0.25925925925925924, 0.0, 0.1111111111111111, 0.07407407407407407]","[1, 6, 0.2631578947368421, 0.36764705882352944, 0.38596491228070173, 0.25, 0.17543859649122806, 0.15789473684210525]","[1, 3, 0.4, 0.4117647058823529, 0.676923076923077, 0.5217391304347826, 0.2, 0.38461538461538464]","[1, 9, 0.175, 0.2978723404255319, 0.225, 0.3, 0.175, 0.05]","[1, 8, 0.2608695652173913, 0.32, 0.391304347826087, 0.35714285714285715, 0.13043478260869565, 0.08695652173913043]","[1, 7, 1.0, 1.0, 4.0, 1.0, 1.0, 3.0]"
18,2018-04-17,20180417HHOB0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.19696969696969696, 0.24285714285714285, 0.2878787878787879, 0.15789473684210525, 0.13636363636363635, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.36363636363636365, 0.4626865671641791, 0.45454545454545453, 0.35714285714285715, 0.2727272727272727, 0.12727272727272726]","[0, -1, 0.35294117647058826, 0.42105263157894735, 0.5882352941176471, 0.5, 0.29411764705882354, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.6, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3968253968253968, 0.4794520547945205, 0.7777777777777778, 0.4444444444444444, 0.23809523809523808, 0.30158730158730157]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.30434782608695654, 0.4482758620689655, 0.43478260869565216, 0.42857142857142855, 0.13043478260869565, 0.2608695652173913]","[1, 1, 0.3472222222222222, 0.42168674698795183, 0.3611111111111111, 0.3333333333333333, 0.2222222222222222, 0.06944444444444445]","[0, -1, 0.14814814814814814, 0.28125, 0.25925925925925924, 0.0, 0.1111111111111111, 0.07407407407407407]","[1, 6, 0.26229508196721313, 0.3611111111111111, 0.3770491803278688, 0.2631578947368421, 0.18032786885245902, 0.16393442622950818]","[1, 3, 0.4, 0.410958904109589, 0.6571428571428571, 0.48, 0.21428571428571427, 0.35714285714285715]","[1, 9, 0.20930232558139536, 0.3137254901960784, 0.2558139534883721, 0.3, 0.16279069767441862, 0.06976744186046512]","[0, 6, 0.28, 0.3333333333333333, 0.4, 0.375, 0.12, 0.1]","[1, 8, 0.3333333333333333, 0.6, 1.3333333333333333, 0.5, 0.6666666666666666, 1.3333333333333333]"
19,2018-04-18,20180418HHOB0,"[0, -1, 0.14285714285714285, 0.28, 0.23809523809523808, 0.25, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2, 0.24324324324324326, 0.2857142857142857, 0.15789473684210525, 0.12857142857142856, 0.08571428571428572]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.36666666666666664, 0.4583333333333333, 0.4666666666666667, 0.3333333333333333, 0.25, 0.11666666666666667]","[1, 8, 0.3333333333333333, 0.4, 0.5555555555555556, 0.5, 0.2777777777777778, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2, 0.2, 0.6, 0.0, 0.2, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.40298507462686567, 0.4805194805194805, 0.8507462686567164, 0.47368421052631576, 0.2537313432835821, 0.34328358208955223]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.34615384615384615, 0.34615384615384615, 0.5, 0.2857142857142857, 0.038461538461538464, 0.11538461538461539]","[1, 5, 0.3333333333333333, 0.45454545454545453, 0.4444444444444444, 0.42857142857142855, 0.1111111111111111, 0.2222222222222222]","[0, 9, 0.3684210526315789, 0.4431818181818182, 0.39473684210526316, 0.3333333333333333, 0.2236842105263158, 0.06578947368421052]","[0, -1, 0.14814814814814814, 0.28125, 0.25925925925925924, 0.0, 0.1111111111111111, 0.07407407407407407]","[1, 1, 0.25, 0.3466666666666667, 0.359375, 0.25, 0.171875, 0.15625]","[1, 3, 0.3972602739726027, 0.41025641025641024, 0.6575342465753424, 0.46153846153846156, 0.2328767123287671, 0.3561643835616438]","[0, 8, 0.1956521739130435, 0.3090909090909091, 0.2391304347826087, 0.3, 0.15217391304347827, 0.06521739130434782]","[0, -1, 0.28, 0.3333333333333333, 0.4, 0.375, 0.12, 0.1]","[1, 7, 0.2857142857142857, 0.4444444444444444, 0.7142857142857143, 0.5, 0.2857142857142857, 0.5714285714285714]"
