,date,game_key,윤정우,이윤재,정진기,박승욱,최항,한동민,강승호,노수광,최민재,조용호,임석진,김동엽,안상현,로맥,박성한,최준우,전경원,이성우,김강민,조동화,이대수,나주환,박정권,정의윤,최정,최승준,김성현,이재원,김재현,허도환
10,2018-04-07,20180407SSSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3333333333333333, 0.4146341463414634, 0.5555555555555556, 0.4, 0.3055555555555556, 0.1388888888888889]","[0, 9, 0.4166666666666667, 0.5, 0.5, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333]","[1, 8, 0.42857142857142855, 0.52, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857]","[1, 6, 0.3076923076923077, 0.4375, 0.6153846153846154, 0.1, 0.23076923076923078, 0.11538461538461539]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.21052631578947367, 0.25, 0.3157894736842105, 0.5, 0.15789473684210525, 0.10526315789473684]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3333333333333333, 0.358974358974359, 0.8611111111111112, 0.5555555555555556, 0.2222222222222222, 0.4444444444444444]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.358974358974359, 0.46808510638297873, 0.8205128205128205, 0.38461538461538464, 0.358974358974359, 0.38461538461538464]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2, 0.2, 0.2, 0.0, 0.2, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.20689655172413793, 0.25806451612903225, 0.3448275862068966, 0.0, 0.13793103448275862, 0.06896551724137931]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.12, 0.17857142857142858, 0.24, 0.2, 0.08, 0.12]","[1, 3, 0.2926829268292683, 0.40816326530612246, 0.7317073170731707, 0.3, 0.3170731707317073, 0.2682926829268293]","[0, 8, 0.2, 0.2727272727272727, 0.5, 0.4, 0.15, 0.2]","[0, 8, 0.125, 0.17647058823529413, 0.3125, 0.0, 0.125, 0.125]","[1, 9, 0.3333333333333333, 0.4444444444444444, 0.36666666666666664, 0.42857142857142855, 0.1, 0.03333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2018-04-08,20180408SSSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2926829268292683, 0.3695652173913043, 0.4878048780487805, 0.3076923076923077, 0.2682926829268293, 0.12195121951219512]","[1, 9, 0.4166666666666667, 0.5, 0.5, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333]","[1, 7, 0.391304347826087, 0.48148148148148145, 0.6521739130434783, 0.5714285714285714, 0.2608695652173913, 0.2608695652173913]","[1, 5, 0.3, 0.43243243243243246, 0.6666666666666666, 0.1, 0.23333333333333334, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.25, 0.28, 0.4583333333333333, 0.5, 0.16666666666666666, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.358974358974359, 0.8611111111111112, 0.5555555555555556, 0.2222222222222222, 0.4444444444444444]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.36363636363636365, 0.46153846153846156, 0.7954545454545454, 0.38461538461538464, 0.3409090909090909, 0.36363636363636365]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2, 0.2, 0.2, 0.0, 0.2, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.20689655172413793, 0.25806451612903225, 0.3448275862068966, 0.0, 0.13793103448275862, 0.06896551724137931]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.11538461538461539, 0.1724137931034483, 0.23076923076923078, 0.2, 0.07692307692307693, 0.11538461538461539]","[1, 3, 0.28888888888888886, 0.4074074074074074, 0.6888888888888889, 0.25, 0.3111111111111111, 0.24444444444444444]","[0, 4, 0.2, 0.30434782608695654, 0.5, 0.4, 0.15, 0.2]","[0, 3, 0.1111111111111111, 0.15789473684210525, 0.2777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]","[1, 8, 0.34375, 0.475, 0.375, 0.42857142857142855, 0.09375, 0.03125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2018-04-10,20180410SKLG0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.2608695652173913, 0.3333333333333333, 0.43478260869565216, 0.26666666666666666, 0.2391304347826087, 0.10869565217391304]","[0, -1, 0.4166666666666667, 0.5, 0.5, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333]","[1, 7, 0.4074074074074074, 0.4838709677419355, 0.6296296296296297, 0.5555555555555556, 0.25925925925925924, 0.2222222222222222]","[1, 5, 0.2727272727272727, 0.4146341463414634, 0.6060606060606061, 0.08333333333333333, 0.21212121212121213, 0.15151515151515152]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.27586206896551724, 0.3, 0.4827586206896552, 0.6666666666666666, 0.1724137931034483, 0.10344827586206896]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2926829268292683, 0.3181818181818182, 0.7560975609756098, 0.5, 0.1951219512195122, 0.3902439024390244]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3617021276595745, 0.4642857142857143, 0.7659574468085106, 0.42857142857142855, 0.3191489361702128, 0.3617021276595745]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.2, 0.0, 0.2, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.17647058823529413, 0.2222222222222222, 0.29411764705882354, 0.0, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.1724137931034483, 0.23076923076923078, 0.2, 0.07692307692307693, 0.11538461538461539]","[0, -1, 0.28888888888888886, 0.4074074074074074, 0.6888888888888889, 0.25, 0.3111111111111111, 0.24444444444444444]","[1, 6, 0.2, 0.30434782608695654, 0.5, 0.4, 0.15, 0.2]","[1, 9, 0.10526315789473684, 0.15, 0.2631578947368421, 0.0, 0.10526315789473684, 0.10526315789473684]","[1, 8, 0.3235294117647059, 0.4523809523809524, 0.35294117647058826, 0.375, 0.08823529411764706, 0.029411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2018-04-11,20180411SKLG0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2608695652173913, 0.3333333333333333, 0.43478260869565216, 0.26666666666666666, 0.2391304347826087, 0.10869565217391304]","[0, 8, 0.375, 0.4444444444444444, 0.4375, 0.4, 0.0625, 0.1875]","[1, 2, 0.40625, 0.4722222222222222, 0.625, 0.5555555555555556, 0.21875, 0.1875]","[1, 6, 0.25, 0.391304347826087, 0.5555555555555556, 0.08333333333333333, 0.2222222222222222, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.23529411764705882, 0.2571428571428571, 0.4117647058823529, 0.3333333333333333, 0.14705882352941177, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.30434782608695654, 0.32653061224489793, 0.717391304347826, 0.45454545454545453, 0.1956521739130435, 0.34782608695652173]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.36538461538461536, 0.45901639344262296, 0.7307692307692307, 0.375, 0.3076923076923077, 0.3269230769230769]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.2, 0.0, 0.2, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.21052631578947367, 0.2682926829268293, 0.3157894736842105, 0.16666666666666666, 0.10526315789473684, 0.05263157894736842]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.1724137931034483, 0.23076923076923078, 0.2, 0.07692307692307693, 0.11538461538461539]","[1, 3, 0.2916666666666667, 0.41379310344827586, 0.6666666666666666, 0.25, 0.3125, 0.22916666666666666]","[1, 7, 0.2, 0.2857142857142857, 0.56, 0.4, 0.16, 0.24]","[0, -1, 0.10526315789473684, 0.15, 0.2631578947368421, 0.0, 0.10526315789473684, 0.10526315789473684]","[1, 9, 0.3333333333333333, 0.4782608695652174, 0.3888888888888889, 0.3333333333333333, 0.08333333333333333, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2018-04-12,20180412SKLG0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.26, 0.32727272727272727, 0.42, 0.26666666666666666, 0.22, 0.1]","[1, 8, 0.35294117647058826, 0.42105263157894735, 0.4117647058823529, 0.4, 0.058823529411764705, 0.17647058823529413]","[1, 2, 0.37142857142857144, 0.4358974358974359, 0.5714285714285714, 0.5555555555555556, 0.2, 0.17142857142857143]","[1, 6, 0.23076923076923078, 0.3673469387755102, 0.5128205128205128, 0.08333333333333333, 0.20512820512820512, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.23529411764705882, 0.2571428571428571, 0.4117647058823529, 0.3333333333333333, 0.14705882352941177, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.30612244897959184, 0.3269230769230769, 0.6938775510204082, 0.45454545454545453, 0.1836734693877551, 0.32653061224489793]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.34545454545454546, 0.4375, 0.6909090909090909, 0.375, 0.2909090909090909, 0.3090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.2, 0.0, 0.2, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2, 0.2558139534883721, 0.3, 0.16666666666666666, 0.1, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.11538461538461539, 0.1724137931034483, 0.23076923076923078, 0.2, 0.07692307692307693, 0.11538461538461539]","[1, 3, 0.27450980392156865, 0.39344262295081966, 0.6274509803921569, 0.25, 0.29411764705882354, 0.21568627450980393]","[1, 7, 0.19230769230769232, 0.3225806451612903, 0.5384615384615384, 0.4, 0.15384615384615385, 0.23076923076923078]","[0, 2, 0.18181818181818182, 0.25, 0.3181818181818182, 0.14285714285714285, 0.09090909090909091, 0.13636363636363635]","[1, 9, 0.3333333333333333, 0.46938775510204084, 0.38461538461538464, 0.3333333333333333, 0.07692307692307693, 0.02564102564102564]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
15,2018-04-13,20180413NCSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2641509433962264, 0.3275862068965517, 0.41509433962264153, 0.26666666666666666, 0.20754716981132076, 0.09433962264150944]","[0, 6, 0.3157894736842105, 0.38095238095238093, 0.3684210526315789, 0.3333333333333333, 0.05263157894736842, 0.15789473684210525]","[1, 2, 0.358974358974359, 0.4186046511627907, 0.5641025641025641, 0.5, 0.20512820512820512, 0.15384615384615385]","[0, -1, 0.23076923076923078, 0.3673469387755102, 0.5128205128205128, 0.08333333333333333, 0.20512820512820512, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.23529411764705882, 0.2571428571428571, 0.4117647058823529, 0.3333333333333333, 0.14705882352941177, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3076923076923077, 0.3392857142857143, 0.6730769230769231, 0.4166666666666667, 0.17307692307692307, 0.3076923076923077]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3389830508474576, 0.4264705882352941, 0.6779661016949152, 0.3888888888888889, 0.288135593220339, 0.3050847457627119]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.2, 0.0, 0.2, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.19047619047619047, 0.24444444444444444, 0.2857142857142857, 0.14285714285714285, 0.09523809523809523, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2, 0.24242424242424243, 0.3, 0.3333333333333333, 0.1, 0.13333333333333333]","[1, 3, 0.2727272727272727, 0.38461538461538464, 0.6, 0.26666666666666666, 0.2909090909090909, 0.2]","[1, 6, 0.2, 0.3142857142857143, 0.5333333333333333, 0.42857142857142855, 0.13333333333333333, 0.3]","[0, -1, 0.18181818181818182, 0.25, 0.3181818181818182, 0.14285714285714285, 0.09090909090909091, 0.13636363636363635]","[1, 9, 0.32558139534883723, 0.4528301886792453, 0.37209302325581395, 0.3, 0.06976744186046512, 0.023255813953488372]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
16,2018-04-14,20180414NCSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25862068965517243, 0.31746031746031744, 0.39655172413793105, 0.23529411764705882, 0.20689655172413793, 0.08620689655172414]","[0, -1, 0.3157894736842105, 0.38095238095238093, 0.3684210526315789, 0.3333333333333333, 0.05263157894736842, 0.15789473684210525]","[1, 8, 0.3409090909090909, 0.3958333333333333, 0.5227272727272727, 0.46153846153846156, 0.18181818181818182, 0.13636363636363635]","[0, -1, 0.23076923076923078, 0.3673469387755102, 0.5128205128205128, 0.08333333333333333, 0.20512820512820512, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2571428571428571, 0.2777777777777778, 0.42857142857142855, 0.3333333333333333, 0.14285714285714285, 0.08571428571428572]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2857142857142857, 0.31666666666666665, 0.625, 0.35714285714285715, 0.16071428571428573, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3333333333333333, 0.4444444444444444, 0.6666666666666666, 0.3888888888888889, 0.2833333333333333, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2, 0.25, 0.28888888888888886, 0.14285714285714285, 0.08888888888888889, 0.044444444444444446]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.18181818181818182, 0.2222222222222222, 0.2727272727272727, 0.3333333333333333, 0.09090909090909091, 0.12121212121212122]","[1, 3, 0.29310344827586204, 0.4057971014492754, 0.6206896551724138, 0.35294117647058826, 0.27586206896551724, 0.2413793103448276]","[1, 5, 0.24242424242424243, 0.358974358974359, 0.6363636363636364, 0.42857142857142855, 0.15151515151515152, 0.30303030303030304]","[0, 8, 0.18181818181818182, 0.25, 0.3181818181818182, 0.14285714285714285, 0.09090909090909091, 0.13636363636363635]","[1, 7, 0.34782608695652173, 0.47368421052631576, 0.41304347826086957, 0.3, 0.10869565217391304, 0.021739130434782608]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
17,2018-04-15,20180415NCSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.25862068965517243, 0.31746031746031744, 0.39655172413793105, 0.23529411764705882, 0.20689655172413793, 0.08620689655172414]","[1, 8, 0.3157894736842105, 0.38095238095238093, 0.3684210526315789, 0.3333333333333333, 0.05263157894736842, 0.15789473684210525]","[0, 8, 0.3191489361702128, 0.37254901960784315, 0.48936170212765956, 0.42857142857142855, 0.19148936170212766, 0.1276595744680851]","[1, 2, 0.21428571428571427, 0.37037037037037035, 0.47619047619047616, 0.08333333333333333, 0.21428571428571427, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.25, 0.2682926829268293, 0.4, 0.2857142857142857, 0.15, 0.075]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.31666666666666665, 0.625, 0.35714285714285715, 0.16071428571428573, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.375, 0.47368421052631576, 0.75, 0.42105263157894735, 0.28125, 0.34375]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.2, 0.24528301886792453, 0.28, 0.25, 0.1, 0.06]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21621621621621623, 0.25, 0.3783783783783784, 0.2857142857142857, 0.10810810810810811, 0.13513513513513514]","[1, 3, 0.29508196721311475, 0.4189189189189189, 0.6557377049180327, 0.35294117647058826, 0.29508196721311475, 0.2459016393442623]","[1, 5, 0.24324324324324326, 0.3488372093023256, 0.5945945945945946, 0.3333333333333333, 0.13513513513513514, 0.2702702702702703]","[1, 9, 0.17391304347826086, 0.24, 0.30434782608695654, 0.14285714285714285, 0.08695652173913043, 0.13043478260869565]","[1, 6, 0.3673469387755102, 0.4918032786885246, 0.42857142857142855, 0.3, 0.10204081632653061, 0.02040816326530612]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
18,2018-04-17,20180417SKKT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.25862068965517243, 0.31746031746031744, 0.39655172413793105, 0.23529411764705882, 0.20689655172413793, 0.08620689655172414]","[1, 9, 0.38095238095238093, 0.43478260869565216, 0.42857142857142855, 0.42857142857142855, 0.047619047619047616, 0.19047619047619047]","[1, 2, 0.3125, 0.36538461538461536, 0.4791666666666667, 0.42857142857142855, 0.1875, 0.125]","[1, 5, 0.2608695652173913, 0.39655172413793105, 0.5, 0.15384615384615385, 0.1956521739130435, 0.15217391304347827]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.23255813953488372, 0.25, 0.37209302325581395, 0.25, 0.13953488372093023, 0.06976744186046512]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.26666666666666666, 0.296875, 0.5833333333333334, 0.35714285714285715, 0.15, 0.26666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.39705882352941174, 0.4875, 0.75, 0.42105263157894735, 0.27941176470588236, 0.3235294117647059]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.19607843137254902, 0.2545454545454545, 0.27450980392156865, 0.25, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21621621621621623, 0.25, 0.3783783783783784, 0.2857142857142857, 0.10810810810810811, 0.13513513513513514]","[1, 3, 0.27692307692307694, 0.3974358974358974, 0.6153846153846154, 0.35294117647058826, 0.27692307692307694, 0.23076923076923078]","[0, -1, 0.24324324324324326, 0.3488372093023256, 0.5945945945945946, 0.3333333333333333, 0.13513513513513514, 0.2702702702702703]","[0, 2, 0.19230769230769232, 0.25, 0.3076923076923077, 0.125, 0.11538461538461539, 0.11538461538461539]","[1, 8, 0.36538461538461536, 0.484375, 0.4230769230769231, 0.3, 0.09615384615384616, 0.019230769230769232]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
19,2018-04-18,20180418SKKT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.2698412698412698, 0.3235294117647059, 0.3968253968253968, 0.3157894736842105, 0.19047619047619047, 0.07936507936507936]","[0, -1, 0.38095238095238093, 0.43478260869565216, 0.42857142857142855, 0.42857142857142855, 0.047619047619047616, 0.19047619047619047]","[0, -1, 0.3125, 0.36538461538461536, 0.4791666666666667, 0.42857142857142855, 0.1875, 0.125]","[1, 2, 0.29411764705882354, 0.4126984126984127, 0.5490196078431373, 0.13333333333333333, 0.19607843137254902, 0.13725490196078433]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.25, 0.2653061224489796, 0.4583333333333333, 0.2, 0.16666666666666666, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.27692307692307694, 0.30434782608695654, 0.6153846153846154, 0.3125, 0.15384615384615385, 0.26153846153846155]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3972602739726027, 0.4823529411764706, 0.8082191780821918, 0.4, 0.2876712328767123, 0.3424657534246575]","[0, 3, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.21818181818181817, 0.2833333333333333, 0.2909090909090909, 0.3333333333333333, 0.12727272727272726, 0.07272727272727272]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21951219512195122, 0.25, 0.36585365853658536, 0.375, 0.0975609756097561, 0.14634146341463414]","[1, 3, 0.27941176470588236, 0.4166666666666667, 0.6029411764705882, 0.3333333333333333, 0.27941176470588236, 0.22058823529411764]","[0, -1, 0.24324324324324326, 0.3488372093023256, 0.5945945945945946, 0.3333333333333333, 0.13513513513513514, 0.2702702702702703]","[1, 9, 0.2222222222222222, 0.27586206896551724, 0.37037037037037035, 0.2222222222222222, 0.1111111111111111, 0.14814814814814814]","[1, 6, 0.35714285714285715, 0.4782608695652174, 0.4107142857142857, 0.2727272727272727, 0.10714285714285714, 0.017857142857142856]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
