,date,game_key,정진호,김도현,류지혁,박세혁,장승현,김인태,이흥련,백민기,신성현,사공엽,김민혁,황경태,조수행,박유연,이병휘,권민석,전민재,이승민,파레디스,반슬라이크,김재호,오재일,양의지,최주환,오재원,김재환,박건우,정수빈,허경민,국해성,양종민
10,2018-04-07,20180407NCOB0,"[1, 1, 0.3, 0.3, 0.5, 0.0, 0.3, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.3333333333333333, 0.6, 0.3333333333333333, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.20588235294117646, 0.25, 0.38235294117647056, 0.0, 0.11764705882352941, 0.029411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.3, 0.391304347826087, 0.5, 0.4, 0.15, 0.25]","[1, 5, 0.2647058823529412, 0.37209302325581395, 0.5294117647058824, 0.36363636363636365, 0.11764705882352941, 0.3235294117647059]","[0, 8, 0.4444444444444444, 0.5348837209302325, 0.6944444444444444, 0.25, 0.19444444444444445, 0.1388888888888889]","[0, 9, 0.2631578947368421, 0.32558139534883723, 0.42105263157894735, 0.46153846153846156, 0.13157894736842105, 0.23684210526315788]","[1, 7, 0.2903225806451613, 0.3333333333333333, 0.2903225806451613, 0.18181818181818182, 0.0967741935483871, 0.03225806451612903]","[1, 4, 0.1935483870967742, 0.2972972972972973, 0.3870967741935484, 0.3333333333333333, 0.1935483870967742, 0.25806451612903225]","[1, 3, 0.27906976744186046, 0.32608695652173914, 0.4186046511627907, 0.125, 0.16279069767441862, 0.06976744186046512]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.225, 0.3125, 0.375, 0.16666666666666666, 0.125, 0.15]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2018-04-08,20180408NCOB0,"[1, 1, 0.26666666666666666, 0.26666666666666666, 0.4, 0.25, 0.2, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.3333333333333333, 0.6, 0.3333333333333333, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.0, 0.16666666666666666, 0.0, 0.0, 0.6, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.30434782608695654, 0.4074074074074074, 0.4782608695652174, 0.4, 0.17391304347826086, 0.21739130434782608]","[1, 5, 0.23076923076923078, 0.3333333333333333, 0.46153846153846156, 0.3333333333333333, 0.10256410256410256, 0.28205128205128205]","[0, 8, 0.4594594594594595, 0.5555555555555556, 0.7027027027027027, 0.25, 0.21621621621621623, 0.13513513513513514]","[0, 2, 0.28205128205128205, 0.3409090909090909, 0.4358974358974359, 0.5, 0.1282051282051282, 0.28205128205128205]","[1, 7, 0.2857142857142857, 0.32432432432432434, 0.2857142857142857, 0.18181818181818182, 0.11428571428571428, 0.02857142857142857]","[1, 4, 0.21212121212121213, 0.35714285714285715, 0.48484848484848486, 0.3, 0.21212121212121213, 0.2727272727272727]","[1, 3, 0.2553191489361702, 0.3137254901960784, 0.3829787234042553, 0.09090909090909091, 0.14893617021276595, 0.0851063829787234]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.23809523809523808, 0.34615384615384615, 0.40476190476190477, 0.23076923076923078, 0.11904761904761904, 0.16666666666666666]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2018-04-10,20180410OBSS0,"[1, 1, 0.3, 0.3333333333333333, 0.4, 0.2, 0.25, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2857142857142857, 0.5454545454545454, 0.2857142857142857, 0.0, 0.42857142857142855, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.0, 0.125, 0.0, 0.0, 0.42857142857142855, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3076923076923077, 0.42424242424242425, 0.46153846153846156, 0.42857142857142855, 0.15384615384615385, 0.2692307692307692]","[1, 6, 0.23255813953488372, 0.36363636363636365, 0.46511627906976744, 0.3125, 0.09302325581395349, 0.3023255813953488]","[1, 5, 0.4473684210526316, 0.5625, 0.6842105263157895, 0.2222222222222222, 0.21052631578947367, 0.13157894736842105]","[1, 2, 0.2682926829268293, 0.32608695652173914, 0.4146341463414634, 0.4666666666666667, 0.12195121951219512, 0.2682926829268293]","[1, 8, 0.3333333333333333, 0.3953488372093023, 0.358974358974359, 0.3333333333333333, 0.1282051282051282, 0.1282051282051282]","[1, 4, 0.2777777777777778, 0.4375, 0.5555555555555556, 0.3, 0.2777777777777778, 0.2777777777777778]","[1, 3, 0.28846153846153844, 0.3508771929824561, 0.4230769230769231, 0.15384615384615385, 0.21153846153846154, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.22727272727272727, 0.3333333333333333, 0.38636363636363635, 0.23076923076923078, 0.11363636363636363, 0.1590909090909091]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2018-04-11,20180411OBSS0,"[1, 1, 0.3333333333333333, 0.38461538461538464, 0.4166666666666667, 0.16666666666666666, 0.2916666666666667, 0.041666666666666664]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.25, 0.5, 0.25, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.0, 0.1111111111111111, 0.0, 0.0, 0.375, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3333333333333333, 0.43243243243243246, 0.5, 0.42857142857142855, 0.2, 0.23333333333333334]","[1, 6, 0.20833333333333334, 0.3333333333333333, 0.4166666666666667, 0.29411764705882354, 0.08333333333333333, 0.2708333333333333]","[1, 5, 0.42857142857142855, 0.5471698113207547, 0.6428571428571429, 0.3, 0.19047619047619047, 0.14285714285714285]","[1, 2, 0.2608695652173913, 0.3137254901960784, 0.391304347826087, 0.4117647058823529, 0.13043478260869565, 0.2608695652173913]","[0, -1, 0.3333333333333333, 0.3953488372093023, 0.358974358974359, 0.3333333333333333, 0.1282051282051282, 0.1282051282051282]","[1, 4, 0.3, 0.4423076923076923, 0.625, 0.3333333333333333, 0.275, 0.3]","[1, 3, 0.2982456140350877, 0.3548387096774194, 0.43859649122807015, 0.21428571428571427, 0.21052631578947367, 0.08771929824561403]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.23404255319148937, 0.3333333333333333, 0.3829787234042553, 0.2857142857142857, 0.10638297872340426, 0.14893617021276595]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2018-04-12,20180412OBSS0,"[1, 1, 0.32142857142857145, 0.3870967741935484, 0.42857142857142855, 0.2857142857142857, 0.25, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.5, 0.25, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.375, 0.375, 0.375, 0.0, 0.125, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3333333333333333, 0.6, 0.6666666666666666, 1.0, 0.3333333333333333, 0.6666666666666666]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.0, 0.1111111111111111, 0.0, 0.0, 0.375, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3235294117647059, 0.42857142857142855, 0.5588235294117647, 0.4444444444444444, 0.23529411764705882, 0.29411764705882354]","[1, 6, 0.20754716981132076, 0.3230769230769231, 0.39622641509433965, 0.2631578947368421, 0.07547169811320754, 0.24528301886792453]","[1, 5, 0.425531914893617, 0.5344827586206896, 0.6170212765957447, 0.25, 0.2127659574468085, 0.1276595744680851]","[0, 9, 0.2549019607843137, 0.30357142857142855, 0.39215686274509803, 0.3684210526315789, 0.11764705882352941, 0.23529411764705882]","[0, -1, 0.3333333333333333, 0.3953488372093023, 0.358974358974359, 0.3333333333333333, 0.1282051282051282, 0.1282051282051282]","[1, 4, 0.29545454545454547, 0.43859649122807015, 0.6136363636363636, 0.3076923076923077, 0.2727272727272727, 0.29545454545454547]","[1, 3, 0.2903225806451613, 0.34328358208955223, 0.41935483870967744, 0.2, 0.20967741935483872, 0.08064516129032258]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.24, 0.3442622950819672, 0.38, 0.3333333333333333, 0.1, 0.14]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,2018-04-13,20180413OBWO0,"[1, 1, 0.30303030303030304, 0.3611111111111111, 0.3939393939393939, 0.2857142857142857, 0.21212121212121213, 0.06060606060606061]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.5, 0.25, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.375, 0.375, 0.375, 0.0, 0.125, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.5714285714285714, 0.6666666666666666, 1.1428571428571428, 1.0, 0.2857142857142857, 0.7142857142857143]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.0, 0.1111111111111111, 0.0, 0.0, 0.375, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3333333333333333, 0.425531914893617, 0.5641025641025641, 0.45454545454545453, 0.23076923076923078, 0.28205128205128205]","[1, 6, 0.25862068965517243, 0.35714285714285715, 0.5517241379310345, 0.25, 0.10344827586206896, 0.25862068965517243]","[1, 5, 0.43137254901960786, 0.532258064516129, 0.6666666666666666, 0.3076923076923077, 0.23529411764705882, 0.13725490196078433]","[1, 2, 0.2641509433962264, 0.3103448275862069, 0.4528301886792453, 0.3684210526315789, 0.1320754716981132, 0.24528301886792453]","[0, 5, 0.34146341463414637, 0.4, 0.3902439024390244, 0.375, 0.12195121951219512, 0.14634146341463414]","[1, 4, 0.3125, 0.45161290322580644, 0.6875, 0.3076923076923077, 0.2916666666666667, 0.2916666666666667]","[1, 3, 0.2835820895522388, 0.3333333333333333, 0.40298507462686567, 0.2, 0.19402985074626866, 0.07462686567164178]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.23636363636363636, 0.3333333333333333, 0.36363636363636365, 0.3125, 0.09090909090909091, 0.12727272727272726]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,2018-04-14,20180414OBWO0,"[1, 1, 0.2972972972972973, 0.38095238095238093, 0.3783783783783784, 0.3333333333333333, 0.24324324324324326, 0.10810810810810811]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.25, 0.5714285714285714, 0.25, 0.0, 0.625, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.375, 0.375, 0.375, 0.0, 0.125, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.45454545454545453, 0.5384615384615384, 0.8181818181818182, 0.8, 0.18181818181818182, 0.45454545454545453]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.1111111111111111, 0.0, 0.0, 0.375, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.425531914893617, 0.5641025641025641, 0.45454545454545453, 0.23076923076923078, 0.28205128205128205]","[1, 6, 0.26229508196721313, 0.37333333333333335, 0.5573770491803278, 0.2857142857142857, 0.13114754098360656, 0.2786885245901639]","[1, 5, 0.43636363636363634, 0.5303030303030303, 0.6545454545454545, 0.3333333333333333, 0.23636363636363636, 0.14545454545454545]","[1, 2, 0.27586206896551724, 0.328125, 0.4827586206896552, 0.38095238095238093, 0.1206896551724138, 0.27586206896551724]","[1, 7, 0.3333333333333333, 0.391304347826087, 0.38095238095238093, 0.375, 0.11904761904761904, 0.14285714285714285]","[1, 4, 0.3076923076923077, 0.44776119402985076, 0.6538461538461539, 0.25, 0.28846153846153844, 0.28846153846153844]","[1, 3, 0.2777777777777778, 0.3246753246753247, 0.3888888888888889, 0.16666666666666666, 0.19444444444444445, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23636363636363636, 0.3333333333333333, 0.36363636363636365, 0.3125, 0.09090909090909091, 0.12727272727272726]","[1, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,2018-04-15,20180415OBWO0,"[1, 1, 0.2682926829268293, 0.34782608695652173, 0.34146341463414637, 0.3, 0.21951219512195122, 0.0975609756097561]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.36363636363636365, 0.5882352941176471, 0.36363636363636365, 0.0, 0.5454545454545454, 0.09090909090909091]","[1, 7, 0, 0, 0, 0, 0, 0]","[0, -1, 0.375, 0.375, 0.375, 0.0, 0.125, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.45454545454545453, 0.5384615384615384, 0.8181818181818182, 0.8, 0.18181818181818182, 0.45454545454545453]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 7, 0.0, 0.1111111111111111, 0.0, 0.0, 0.375, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.32558139534883723, 0.4230769230769231, 0.5348837209302325, 0.38461538461538464, 0.23255813953488372, 0.2558139534883721]","[1, 5, 0.24615384615384617, 0.35443037974683544, 0.5230769230769231, 0.2727272727272727, 0.12307692307692308, 0.26153846153846155]","[0, 1, 0.4067796610169492, 0.5, 0.6101694915254238, 0.3125, 0.22033898305084745, 0.13559322033898305]","[1, 2, 0.2903225806451613, 0.3382352941176471, 0.532258064516129, 0.4090909090909091, 0.12903225806451613, 0.3064516129032258]","[1, 6, 0.30434782608695654, 0.36, 0.34782608695652173, 0.375, 0.10869565217391304, 0.13043478260869565]","[1, 4, 0.32142857142857145, 0.4507042253521127, 0.7142857142857143, 0.2777777777777778, 0.2857142857142857, 0.32142857142857145]","[1, 3, 0.2894736842105263, 0.3333333333333333, 0.40789473684210525, 0.16666666666666666, 0.21052631578947367, 0.07894736842105263]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23636363636363636, 0.3333333333333333, 0.36363636363636365, 0.3125, 0.09090909090909091, 0.12727272727272726]","[0, 3, 0.125, 0.125, 0.125, 0.0, 0.125, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,2018-04-17,20180417HHOB0,"[1, 1, 0.2727272727272727, 0.3469387755102041, 0.3409090909090909, 0.2727272727272727, 0.22727272727272727, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3076923076923077, 0.55, 0.3076923076923077, 0.0, 0.46153846153846156, 0.07692307692307693]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.375, 0.375, 0.375, 0.0, 0.125, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.4166666666666667, 0.5, 0.75, 0.8, 0.16666666666666666, 0.4166666666666667]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.0, 0.1111111111111111, 0.0, 0.0, 0.375, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.32608695652173914, 0.42857142857142855, 0.5434782608695652, 0.38461538461538464, 0.2391304347826087, 0.2391304347826087]","[1, 6, 0.2318840579710145, 0.3373493975903614, 0.4927536231884058, 0.24, 0.11594202898550725, 0.2463768115942029]","[1, 5, 0.39344262295081966, 0.4861111111111111, 0.5901639344262295, 0.29411764705882354, 0.21311475409836064, 0.13114754098360656]","[1, 2, 0.2835820895522388, 0.3287671232876712, 0.5074626865671642, 0.4, 0.13432835820895522, 0.29850746268656714]","[1, 7, 0.30612244897959184, 0.37037037037037035, 0.3469387755102041, 0.35294117647058826, 0.10204081632653061, 0.12244897959183673]","[1, 4, 0.3275862068965517, 0.4666666666666667, 0.7241379310344828, 0.2631578947368421, 0.27586206896551724, 0.3103448275862069]","[1, 3, 0.3037974683544304, 0.34523809523809523, 0.43037974683544306, 0.2, 0.20253164556962025, 0.08860759493670886]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23636363636363636, 0.3333333333333333, 0.36363636363636365, 0.3125, 0.09090909090909091, 0.12727272727272726]","[0, -1, 0.125, 0.125, 0.125, 0.0, 0.125, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,2018-04-18,20180418HHOB0,"[1, 1, 0.2708333333333333, 0.33962264150943394, 0.3333333333333333, 0.25, 0.22916666666666666, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3076923076923077, 0.55, 0.3076923076923077, 0.0, 0.46153846153846156, 0.07692307692307693]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.375, 0.375, 0.375, 0.0, 0.125, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.38461538461538464, 0.4666666666666667, 0.6923076923076923, 0.8, 0.15384615384615385, 0.38461538461538464]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 3, 0.0, 0.1, 0.0, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19444444444444445, 0.23684210526315788, 0.3611111111111111, 0.0, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.32653061224489793, 0.423728813559322, 0.5510204081632653, 0.38461538461538464, 0.22448979591836735, 0.22448979591836735]","[1, 5, 0.2222222222222222, 0.32558139534883723, 0.4722222222222222, 0.24, 0.1111111111111111, 0.2361111111111111]","[0, 9, 0.38095238095238093, 0.47297297297297297, 0.5714285714285714, 0.29411764705882354, 0.20634920634920634, 0.12698412698412698]","[1, 2, 0.2857142857142857, 0.33766233766233766, 0.5142857142857142, 0.38461538461538464, 0.12857142857142856, 0.2857142857142857]","[1, 7, 0.3076923076923077, 0.3684210526315789, 0.34615384615384615, 0.35294117647058826, 0.09615384615384616, 0.11538461538461539]","[1, 4, 0.3064516129032258, 0.4430379746835443, 0.6774193548387096, 0.25, 0.25806451612903225, 0.2903225806451613]","[1, 3, 0.30120481927710846, 0.3409090909090909, 0.42168674698795183, 0.22727272727272727, 0.1927710843373494, 0.10843373493975904]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.24561403508771928, 0.3382352941176471, 0.3684210526315789, 0.29411764705882354, 0.10526315789473684, 0.12280701754385964]","[0, 1, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.0, 0.1111111111111111, 0.1111111111111111]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
