,date,game_key,김용주,니퍼트,고영표,심재민,류희운,강장산,홍성무,김민수,엄상백,정성곤,주권,김재윤,피어밴드,배제성,박세진,김태오,김도영,이정현,이종혁,최건,김민,신병률,박재영,한두솔,박주현,홍성용,금민철,윤근영,이상화,고창성,배우열,김사율
118,2018-09-09,20180909KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.716455696202531, 1.4734177215189874, 4.3, 5.984848484848484]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.378378378378379, 1.5135135135135136, 2.1818181818181817, 1.5416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.5612244897959184, 2.6666666666666665, 0.7967479674796747]","[0, 0, 1.7419354838709677, 1.161290322580645, 4.333333333333333, 1.1481481481481481]","[0, 0, 9.418604651162791, 1.7720930232558139, 2.0, 2.1717171717171717]","[0, 1, 4.695652173913043, 1.4782608695652173, 4.363636363636363, 0.9787234042553191]","[1, 0, 4.35264483627204, 1.3526448362720402, 3.411764705882353, 6.301587301587302]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 2.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.75, 1.6666666666666667, 1.4, 1.0285714285714285]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 4.378378378378379, 1.4594594594594594, 1.0, 4.111111111111112]","[0, 0, 5.760000000000001, 1.44, 2.1666666666666665, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.300884955752212, 1.4070796460176993, 2.6153846153846154, 0.837037037037037]","[0, 0, 4.716455696202531, 1.6405063291139241, 1.3272727272727274, 5.72463768115942]","[0, 0, 7.815789473684211, 2.0526315789473686, 1.875, 0.9047619047619048]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.806451612903226, 1.7419354838709677, 2.857142857142857, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.6138613861386135, 1.5148514851485149, 1.8, 1.7719298245614035]"
119,2018-09-11,20180911KTSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.641646489104116, 1.4600484261501212, 4.32258064516129, 5.9855072463768115]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.378378378378379, 1.5135135135135136, 2.1818181818181817, 1.5416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.148514851485149, 1.6336633663366338, 2.5384615384615383, 0.8015873015873015]","[0, 1, 2.1891891891891895, 1.2972972972972971, 2.6, 1.2333333333333334]","[0, 1, 9.288990825688073, 1.7477064220183485, 2.0, 2.1372549019607843]","[0, 1, 4.595744680851063, 1.4680851063829787, 4.454545454545454, 0.9791666666666666]","[0, 0, 4.35264483627204, 1.3526448362720402, 3.411764705882353, 6.301587301587302]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 2.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.75, 1.6666666666666667, 1.4, 1.0285714285714285]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 4.378378378378379, 1.4594594594594594, 1.0, 4.111111111111112]","[0, 1, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.887931034482759, 1.4741379310344829, 2.5, 0.8405797101449275]","[0, 0, 4.716455696202531, 1.6405063291139241, 1.3272727272727274, 5.72463768115942]","[0, 0, 7.815789473684211, 2.0526315789473686, 1.875, 0.9047619047619048]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.806451612903226, 1.7419354838709677, 2.857142857142857, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 5.451923076923077, 1.5, 2.0, 1.7333333333333332]"
120,2018-09-12,20180912KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.641646489104116, 1.4600484261501212, 4.32258064516129, 5.9855072463768115]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 1, 4.384615384615385, 1.5128205128205128, 2.1818181818181817, 1.56]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.148514851485149, 1.6336633663366338, 2.5384615384615383, 0.8015873015873015]","[0, 0, 2.1891891891891895, 1.2972972972972971, 2.6, 1.2333333333333334]","[0, 0, 9.288990825688073, 1.7477064220183485, 2.0, 2.1372549019607843]","[0, 0, 4.595744680851063, 1.4680851063829787, 4.454545454545454, 0.9791666666666666]","[0, 0, 4.35264483627204, 1.3526448362720402, 3.411764705882353, 6.301587301587302]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 2.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.706422018348624, 1.6788990825688073, 1.4, 1.0092592592592593]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 4.378378378378379, 1.4594594594594594, 1.0, 4.111111111111112]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.887931034482759, 1.4741379310344829, 2.5, 0.8405797101449275]","[1, 0, 4.921182266009852, 1.692118226600985, 1.3392857142857142, 5.638888888888889]","[0, 0, 7.815789473684211, 2.0526315789473686, 1.875, 0.9047619047619048]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 5.625, 1.6875, 2.857142857142857, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.451923076923077, 1.5, 2.0, 1.7333333333333332]"
121,2018-09-13,20180913KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.641646489104116, 1.4600484261501212, 4.32258064516129, 5.9855072463768115]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.384615384615385, 1.5128205128205128, 2.1818181818181817, 1.56]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.148514851485149, 1.6336633663366338, 2.5384615384615383, 0.8015873015873015]","[0, 0, 2.1891891891891895, 1.2972972972972971, 2.6, 1.2333333333333334]","[0, 0, 9.288990825688073, 1.7477064220183485, 2.0, 2.1372549019607843]","[0, 1, 4.909090909090909, 1.5314685314685315, 3.642857142857143, 0.9727891156462585]","[0, 0, 4.35264483627204, 1.3526448362720402, 3.411764705882353, 6.301587301587302]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 2.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.706422018348624, 1.6788990825688073, 1.4, 1.0092592592592593]","[0, 0, 9.0, 2.0, 1, 1.0]","[1, 0, 3.6346153846153846, 1.4423076923076925, 1.3333333333333333, 4.333333333333333]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.805084745762712, 1.4491525423728813, 2.5714285714285716, 0.8368794326241136]","[0, 0, 4.921182266009852, 1.692118226600985, 1.3392857142857142, 5.638888888888889]","[0, 1, 8.560975609756097, 2.1219512195121952, 2.0, 0.9111111111111111]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 5.454545454545454, 1.6363636363636365, 3.0, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 5.4, 1.5142857142857142, 2.0, 1.6666666666666667]"
122,2018-09-14,20180914KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.641646489104116, 1.4600484261501212, 4.32258064516129, 5.9855072463768115]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.384615384615385, 1.5128205128205128, 2.1818181818181817, 1.56]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.088235294117647, 1.6176470588235294, 2.5384615384615383, 0.7906976744186046]","[0, 0, 2.1891891891891895, 1.2972972972972971, 2.6, 1.2333333333333334]","[0, 1, 9.412844036697248, 1.775229357798165, 1.9130434782608696, 2.0761904761904764]","[0, 0, 4.909090909090909, 1.5314685314685315, 3.642857142857143, 0.9727891156462585]","[0, 0, 4.35264483627204, 1.3526448362720402, 3.411764705882353, 6.301587301587302]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[1, 0, 0.0, 1.5789473684210527, 1.0, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.460869565217391, 1.617391304347826, 1.5333333333333334, 1.0360360360360361]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.6346153846153846, 1.4423076923076925, 1.3333333333333333, 4.333333333333333]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.175000000000001, 1.475, 2.642857142857143, 0.8333333333333334]","[0, 0, 4.921182266009852, 1.692118226600985, 1.3392857142857142, 5.638888888888889]","[0, 0, 8.560975609756097, 2.1219512195121952, 2.0, 0.9111111111111111]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.454545454545454, 1.6363636363636365, 3.0, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 5.25, 1.4722222222222223, 2.1, 1.6363636363636365]"
123,2018-09-15,20180915SSKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.641646489104116, 1.4600484261501212, 4.32258064516129, 5.9855072463768115]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.384615384615385, 1.5128205128205128, 2.1818181818181817, 1.56]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.6176470588235294, 2.5384615384615383, 0.7906976744186046]","[0, 0, 2.1891891891891895, 1.2972972972972971, 2.6, 1.2333333333333334]","[0, 1, 9.285067873303168, 1.7647058823529411, 1.8333333333333333, 2.0462962962962963]","[0, 1, 4.993150684931506, 1.5205479452054795, 3.7142857142857144, 0.9733333333333333]","[1, 0, 4.293975903614458, 1.344578313253012, 3.361111111111111, 6.287878787878788]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 1.5789473684210527, 1.0, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.460869565217391, 1.617391304347826, 1.5333333333333334, 1.0360360360360361]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.6346153846153846, 1.4423076923076925, 1.3333333333333333, 4.333333333333333]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.175000000000001, 1.475, 2.642857142857143, 0.8333333333333334]","[0, 0, 4.921182266009852, 1.692118226600985, 1.3392857142857142, 5.638888888888889]","[0, 0, 8.560975609756097, 2.1219512195121952, 2.0, 0.9111111111111111]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.454545454545454, 1.6363636363636365, 3.0, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.25, 1.4722222222222223, 2.1, 1.6363636363636365]"
124,2018-09-16,20180916SSKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.41705069124424, 1.4101382488479264, 4.333333333333333, 6.027777777777778]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.384615384615385, 1.5128205128205128, 2.1818181818181817, 1.56]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.914285714285715, 1.5714285714285714, 2.6153846153846154, 0.7954545454545454]","[0, 1, 2.769230769230769, 1.5384615384615385, 2.3333333333333335, 1.1818181818181819]","[0, 0, 9.285067873303168, 1.7647058823529411, 1.8333333333333333, 2.0462962962962963]","[0, 1, 4.892617449664429, 1.4899328859060403, 3.857142857142857, 0.9738562091503268]","[0, 0, 4.293975903614458, 1.344578313253012, 3.361111111111111, 6.287878787878788]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 1.5789473684210527, 1.0, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.460869565217391, 1.617391304347826, 1.5333333333333334, 1.0360360360360361]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.6346153846153846, 1.4423076923076925, 1.3333333333333333, 4.333333333333333]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.175000000000001, 1.475, 2.642857142857143, 0.8333333333333334]","[0, 0, 4.921182266009852, 1.692118226600985, 1.3392857142857142, 5.638888888888889]","[0, 0, 8.560975609756097, 2.1219512195121952, 2.0, 0.9111111111111111]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.454545454545454, 1.6363636363636365, 3.0, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.25, 1.4722222222222223, 2.1, 1.6363636363636365]"
125,2018-09-18,20180918SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.41705069124424, 1.4101382488479264, 4.333333333333333, 6.027777777777778]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.384615384615385, 1.5128205128205128, 2.1818181818181817, 1.56]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.75, 1.5833333333333333, 2.3333333333333335, 0.8]","[0, 1, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 1, 8.921739130434782, 1.7347826086956522, 1.9166666666666667, 2.0720720720720722]","[0, 1, 4.796052631578947, 1.480263157894737, 4.0, 0.9743589743589743]","[0, 0, 4.293975903614458, 1.344578313253012, 3.361111111111111, 6.287878787878788]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 1.5789473684210527, 1.0, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.6, 1.5, 1.0526315789473684]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.6346153846153846, 1.4423076923076925, 1.3333333333333333, 4.333333333333333]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.008064516129032, 1.4274193548387095, 2.857142857142857, 0.8435374149659864]","[1, 0, 5.102870813397129, 1.7440191387559807, 1.3333333333333333, 5.573333333333334]","[0, 0, 8.560975609756097, 2.1219512195121952, 2.0, 0.9111111111111111]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 5.67, 1.68, 3.0, 0.9803921568627452]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.25, 1.4722222222222223, 2.1, 1.6363636363636365]"
126,2018-09-19,20180919SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.41705069124424, 1.4101382488479264, 4.333333333333333, 6.027777777777778]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 1, 4.2749999999999995, 1.5, 2.1818181818181817, 1.5384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75, 1.5833333333333333, 2.3333333333333335, 0.8]","[0, 0, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 0, 8.921739130434782, 1.7347826086956522, 1.9166666666666667, 2.0720720720720722]","[0, 0, 4.796052631578947, 1.480263157894737, 4.0, 0.9743589743589743]","[0, 0, 4.293975903614458, 1.344578313253012, 3.361111111111111, 6.287878787878788]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 0.0, 1.5789473684210527, 1.0, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 1.5, 1.0526315789473684]","[0, 0, 9.0, 2.0, 1, 1.0]","[1, 0, 3.796875, 1.640625, 0.9285714285714286, 4.266666666666667]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.008064516129032, 1.4274193548387095, 2.857142857142857, 0.8435374149659864]","[0, 0, 5.102870813397129, 1.7440191387559807, 1.3333333333333333, 5.573333333333334]","[0, 1, 8.59090909090909, 2.1136363636363638, 2.125, 0.9166666666666666]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.67, 1.68, 3.0, 0.9803921568627452]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 5.351351351351352, 1.4864864864864864, 2.1, 1.608695652173913]"
127,2018-09-20,20180920KTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.41705069124424, 1.4101382488479264, 4.333333333333333, 6.027777777777778]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.2749999999999995, 1.5, 2.1818181818181817, 1.5384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.75, 1.5833333333333333, 2.3333333333333335, 0.8]","[0, 0, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 1, 8.883116883116884, 1.7532467532467533, 1.84, 2.026315789473684]","[0, 0, 4.796052631578947, 1.480263157894737, 4.0, 0.9743589743589743]","[0, 0, 4.293975903614458, 1.344578313253012, 3.361111111111111, 6.287878787878788]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[1, 0, 4.32, 2.1599999999999997, 1.0, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.426229508196721, 1.598360655737705, 1.5, 1.0427350427350426]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.796875, 1.640625, 0.9285714285714286, 4.266666666666667]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.008064516129032, 1.4516129032258063, 2.6666666666666665, 0.8266666666666667]","[0, 0, 5.102870813397129, 1.7440191387559807, 1.3333333333333333, 5.573333333333334]","[0, 0, 8.59090909090909, 2.1136363636363638, 2.125, 0.9166666666666666]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 5.5588235294117645, 1.6470588235294117, 3.0, 0.9714285714285714]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.351351351351352, 1.4864864864864864, 2.1, 1.608695652173913]"
128,2018-09-22,20180922KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.41705069124424, 1.4101382488479264, 4.333333333333333, 6.027777777777778]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.2749999999999995, 1.5, 2.1818181818181817, 1.5384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75, 1.5833333333333333, 2.3333333333333335, 0.8]","[0, 1, 2.511627906976744, 1.4651162790697674, 2.142857142857143, 1.1025641025641026]","[0, 0, 8.883116883116884, 1.7532467532467533, 1.84, 2.026315789473684]","[0, 1, 4.703225806451613, 1.4516129032258065, 4.071428571428571, 0.9748427672955975]","[1, 0, 4.332558139534884, 1.3813953488372093, 3.3783783783783785, 6.231884057971015]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 4.32, 2.1599999999999997, 1.0, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.426229508196721, 1.598360655737705, 1.5, 1.0427350427350426]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.796875, 1.640625, 0.9285714285714286, 4.266666666666667]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.008064516129032, 1.4516129032258063, 2.6666666666666665, 0.8266666666666667]","[0, 0, 5.102870813397129, 1.7440191387559807, 1.3333333333333333, 5.573333333333334]","[0, 0, 8.59090909090909, 2.1136363636363638, 2.125, 0.9166666666666666]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.5588235294117645, 1.6470588235294117, 3.0, 0.9714285714285714]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.351351351351352, 1.4864864864864864, 2.1, 1.608695652173913]"
129,2018-09-23,20180923KTLG0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.360619469026549, 1.4070796460176993, 4.352941176470588, 6.026666666666666]","[0, 0, 5.1923076923076925, 1.4076923076923078, 5.545454545454546, 5.909090909090909]","[0, 0, 4.725, 1.6, 2.0, 0.9302325581395349]","[0, 0, 4.2749999999999995, 1.5, 2.1818181818181817, 1.5384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.594594594594595, 1.5405405405405406, 2.4, 0.8043478260869565]","[0, 1, 2.3478260869565215, 1.434782608695652, 2.125, 1.0952380952380953]","[0, 1, 8.76923076923077, 1.7307692307692308, 1.88, 2.0]","[0, 1, 4.613924050632911, 1.4620253164556962, 4.142857142857143, 0.9753086419753086]","[0, 0, 4.332558139534884, 1.3813953488372093, 3.3783783783783785, 6.231884057971015]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.0, 1.4666666666666666, 4.0]","[0, 0, 4.32, 2.1599999999999997, 1.0, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.426229508196721, 1.598360655737705, 1.5, 1.0427350427350426]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 3.796875, 1.640625, 0.9285714285714286, 4.266666666666667]","[0, 0, 7.012987012987012, 1.6363636363636362, 2.0, 1.2833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8515625, 1.4296875, 2.7333333333333334, 0.8366013071895424]","[0, 0, 5.102870813397129, 1.7440191387559807, 1.3333333333333333, 5.573333333333334]","[0, 0, 8.59090909090909, 2.1136363636363638, 2.125, 0.9166666666666666]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 6.75, 1.7884615384615385, 2.3333333333333335, 0.9629629629629629]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 5.351351351351352, 1.4864864864864864, 2.1, 1.608695652173913]"
