,date,game_key,김용주,니퍼트,고영표,심재민,류희운,강장산,홍성무,김민수,엄상백,정성곤,주권,김재윤,피어밴드,배제성,박세진,김태오,김도영,이정현,이종혁,최건,김민,신병률,박재영,한두솔,박주현,홍성용,금민철,윤근영,이상화,고창성,배우열,김사율
46,2018-05-22,20180522KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.308411214953271, 1.5981308411214954, 4.857142857142857, 5.095238095238095]","[0, 0, 5.361702127659575, 1.5106382978723405, 5.0, 5.875]","[0, 0, 4.21875, 1.453125, 2.625, 1.0666666666666667]","[0, 1, 4.846153846153846, 1.4230769230769231, 2.0, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.852941176470588, 1.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.510869565217392, 1.7608695652173911, 2.3333333333333335, 5.111111111111112]","[0, 0, 5.170212765957447, 1.0851063829787235, 7.5, 0.9215686274509803]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.8999999999999999, 4.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.15, 1.2, 3.5, 1.1764705882352942]","[0, 0, 3.8310810810810807, 1.6418918918918919, 1.8823529411764706, 5.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 7.815789473684211, 1.6578947368421053, 2.3333333333333335, 1.1515151515151514]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 3.951219512195122, 1.2439024390243902, 0.75, 1.9523809523809523]"
47,2018-05-23,20180523KTHT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 6.048, 1.584, 5.571428571428571, 5.208333333333333]","[0, 0, 5.361702127659575, 1.5106382978723405, 5.0, 5.875]","[0, 0, 4.21875, 1.453125, 2.625, 1.0666666666666667]","[0, 0, 4.846153846153846, 1.4230769230769231, 2.0, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.852941176470588, 1.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.510869565217392, 1.7608695652173911, 2.3333333333333335, 5.111111111111112]","[0, 1, 4.959183673469388, 1.1020408163265307, 5.333333333333333, 0.9074074074074073]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.08, 0.72, 5.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5409836065573774, 1.278688524590164, 3.5, 1.1296296296296295]","[0, 0, 3.8310810810810807, 1.6418918918918919, 1.8823529411764706, 5.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 7.902439024390244, 1.6097560975609757, 2.6666666666666665, 1.1388888888888888]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.951219512195122, 1.2439024390243902, 0.75, 1.9523809523809523]"
48,2018-05-24,20180524KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.584, 5.571428571428571, 5.208333333333333]","[1, 0, 4.666666666666666, 1.4259259259259258, 5.7, 6.0]","[0, 0, 4.21875, 1.453125, 2.625, 1.0666666666666667]","[0, 0, 4.846153846153846, 1.4230769230769231, 2.0, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.852941176470588, 1.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.510869565217392, 1.7608695652173911, 2.3333333333333335, 5.111111111111112]","[0, 0, 4.959183673469388, 1.1020408163265307, 5.333333333333333, 0.9074074074074073]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.72, 5.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.5, 1.1296296296296295]","[0, 0, 3.8310810810810807, 1.6418918918918919, 1.8823529411764706, 5.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 7.902439024390244, 1.6097560975609757, 2.6666666666666665, 1.1388888888888888]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.951219512195122, 1.2439024390243902, 0.75, 1.9523809523809523]"
49,2018-05-25,20180525LGKT0,"[1, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.584, 5.571428571428571, 5.208333333333333]","[0, 0, 4.666666666666666, 1.4259259259259258, 5.7, 6.0]","[0, 1, 4.153846153846154, 1.4307692307692308, 2.75, 1.0317460317460319]","[0, 1, 4.666666666666666, 1.4444444444444444, 1.8, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.027027027027028, 1.8648648648648647, 1.2, 0.8222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.510869565217392, 1.7608695652173911, 2.3333333333333335, 5.111111111111112]","[0, 0, 4.959183673469388, 1.1020408163265307, 5.333333333333333, 0.9074074074074073]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.72, 5.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.5, 1.1296296296296295]","[0, 0, 3.8310810810810807, 1.6418918918918919, 1.8823529411764706, 5.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 7.363636363636363, 1.6363636363636365, 2.6666666666666665, 1.1282051282051282]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
50,2018-05-26,20180526LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.584, 5.571428571428571, 5.208333333333333]","[0, 0, 4.666666666666666, 1.4259259259259258, 5.7, 6.0]","[0, 0, 4.153846153846154, 1.4307692307692308, 2.75, 1.0317460317460319]","[0, 0, 4.666666666666666, 1.4444444444444444, 1.8, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.027027027027028, 1.8648648648648647, 1.2, 0.8222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.510869565217392, 1.7608695652173911, 2.3333333333333335, 5.111111111111112]","[0, 0, 4.959183673469388, 1.1020408163265307, 5.333333333333333, 0.9074074074074073]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 0.9642857142857142, 2.0, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.359375, 3.5, 1.1228070175438596]","[1, 0, 3.7409638554216866, 1.644578313253012, 2.0588235294117645, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 7.363636363636363, 1.6363636363636365, 2.6666666666666665, 1.1282051282051282]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
51,2018-05-27,20180527LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.584, 5.571428571428571, 5.208333333333333]","[0, 0, 4.666666666666666, 1.4259259259259258, 5.7, 6.0]","[0, 1, 3.802816901408451, 1.3943661971830985, 2.75, 1.075757575757576]","[0, 1, 4.5, 1.4642857142857142, 1.9, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.425000000000001, 1.7249999999999999, 1.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.33644859813084, 1.8785046728971964, 2.272727272727273, 5.095238095238095]","[0, 1, 4.673076923076923, 1.0961538461538463, 5.666666666666667, 0.9122807017543859]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 0.8709677419354839, 2.3333333333333335, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.359375, 3.5, 1.1228070175438596]","[0, 0, 3.7409638554216866, 1.644578313253012, 2.0588235294117645, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 7.363636363636363, 1.6363636363636365, 2.6666666666666665, 1.1282051282051282]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
52,2018-05-29,20180529KTSS0,"[0, 0, 0, 0, 0, 0]","[1, 0, 6.364285714285714, 1.6928571428571428, 4.3, 5.185185185185185]","[0, 0, 4.666666666666666, 1.4259259259259258, 5.7, 6.0]","[0, 0, 3.802816901408451, 1.3943661971830985, 2.75, 1.075757575757576]","[0, 0, 4.5, 1.4642857142857142, 1.9, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.425000000000001, 1.7249999999999999, 1.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.33644859813084, 1.8785046728971964, 2.272727272727273, 5.095238095238095]","[0, 0, 4.673076923076923, 1.0961538461538463, 5.666666666666667, 0.9122807017543859]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.8709677419354839, 2.3333333333333335, 1.0333333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.359375, 3.5, 1.1228070175438596]","[0, 0, 3.7409638554216866, 1.644578313253012, 2.0588235294117645, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 9.204545454545453, 1.840909090909091, 2.6666666666666665, 1.0476190476190477]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
53,2018-05-30,20180530KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.364285714285714, 1.6928571428571428, 4.3, 5.185185185185185]","[1, 0, 4.142857142857142, 1.3492063492063493, 6.181818181818182, 6.3]","[0, 1, 3.6486486486486487, 1.3783783783783783, 2.875, 1.0724637681159421]","[0, 0, 4.5, 1.4642857142857142, 1.9, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.906976744186046, 1.744186046511628, 1.1666666666666667, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.33644859813084, 1.8785046728971964, 2.272727272727273, 5.095238095238095]","[0, 0, 4.673076923076923, 1.0961538461538463, 5.666666666666667, 0.9122807017543859]","[0, 0, 4.026315789473684, 1.1842105263157894, 4.111111111111111, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.8709677419354839, 2.3333333333333335, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.359375, 3.5, 1.1228070175438596]","[0, 0, 3.7409638554216866, 1.644578313253012, 2.0588235294117645, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 9.204545454545453, 1.840909090909091, 2.6666666666666665, 1.0476190476190477]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
54,2018-05-31,20180531KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.364285714285714, 1.6928571428571428, 4.3, 5.185185185185185]","[0, 0, 4.142857142857142, 1.3492063492063493, 6.181818181818182, 6.3]","[0, 0, 3.6486486486486487, 1.3783783783783783, 2.875, 1.0724637681159421]","[0, 0, 4.5, 1.4642857142857142, 1.9, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.906976744186046, 1.744186046511628, 1.1666666666666667, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.33644859813084, 1.8785046728971964, 2.272727272727273, 5.095238095238095]","[0, 0, 4.673076923076923, 1.0961538461538463, 5.666666666666667, 0.9122807017543859]","[1, 0, 4.5, 1.3095238095238095, 4.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 0.7941176470588235, 2.6666666666666665, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.432835820895522, 1.3880597014925373, 3.5, 1.1166666666666667]","[0, 0, 3.7409638554216866, 1.644578313253012, 2.0588235294117645, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 8.1, 1.8599999999999999, 2.0, 1.1111111111111112]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
55,2018-06-01,20180601KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.364285714285714, 1.6928571428571428, 4.3, 5.185185185185185]","[0, 0, 4.142857142857142, 1.3492063492063493, 6.181818181818182, 6.3]","[0, 0, 3.6486486486486487, 1.3783783783783783, 2.875, 1.0724637681159421]","[0, 1, 4.247191011235955, 1.449438202247191, 1.9, 1.7450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.906976744186046, 1.744186046511628, 1.1666666666666667, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.33644859813084, 1.8785046728971964, 2.272727272727273, 5.095238095238095]","[0, 0, 4.673076923076923, 1.0961538461538463, 5.666666666666667, 0.9122807017543859]","[0, 0, 4.5, 1.3095238095238095, 4.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.7941176470588235, 2.6666666666666665, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.432835820895522, 1.3880597014925373, 3.5, 1.1166666666666667]","[1, 0, 3.8983957219251337, 1.6524064171122994, 1.6363636363636365, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 8.307692307692308, 1.8461538461538463, 2.25, 1.0833333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.4468085106382977, 1.2127659574468086, 1.25, 1.9583333333333333]"
56,2018-06-02,20180602KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.364285714285714, 1.6928571428571428, 4.3, 5.185185185185185]","[0, 0, 4.142857142857142, 1.3492063492063493, 6.181818181818182, 6.3]","[0, 0, 3.6486486486486487, 1.3783783783783783, 2.875, 1.0724637681159421]","[0, 0, 4.247191011235955, 1.449438202247191, 1.9, 1.7450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.906976744186046, 1.744186046511628, 1.1666666666666667, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.923076923076923, 1.9743589743589745, 2.0, 4.875]","[0, 0, 4.673076923076923, 1.0961538461538463, 5.666666666666667, 0.9122807017543859]","[0, 0, 4.5, 1.3095238095238095, 4.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4594594594594597, 0.8108108108108107, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.36764705882353, 1.3676470588235294, 3.6666666666666665, 1.0793650793650795]","[0, 0, 3.8983957219251337, 1.6524064171122994, 1.6363636363636365, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.25, 1.0833333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 2.892857142857143, 1.0178571428571428, 2.25, 2.0740740740740744]"
57,2018-06-03,20180603KTSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.981012658227848, 1.6329113924050633, 4.0, 5.266666666666667]","[0, 0, 4.142857142857142, 1.3492063492063493, 6.181818181818182, 6.3]","[0, 1, 3.4615384615384612, 1.3461538461538463, 2.875, 1.0833333333333333]","[0, 0, 4.247191011235955, 1.449438202247191, 1.9, 1.7450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7045454545454546, 1.3333333333333333, 0.8148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.923076923076923, 1.9743589743589745, 2.0, 4.875]","[0, 1, 4.909090909090909, 1.2000000000000002, 5.666666666666667, 0.9166666666666666]","[0, 0, 4.5, 1.3095238095238095, 4.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 0.8108108108108107, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.36764705882353, 1.3676470588235294, 3.6666666666666665, 1.0793650793650795]","[0, 0, 3.8983957219251337, 1.6524064171122994, 1.6363636363636365, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.25, 1.0833333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 2.892857142857143, 1.0178571428571428, 2.25, 2.0740740740740744]"
58,2018-06-05,20180605HTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.981012658227848, 1.6329113924050633, 4.0, 5.266666666666667]","[1, 0, 4.153846153846154, 1.3125, 5.833333333333333, 6.303030303030303]","[0, 0, 3.4615384615384612, 1.3461538461538463, 2.875, 1.0833333333333333]","[0, 1, 4.153846153846154, 1.4505494505494505, 1.9, 1.6851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7045454545454546, 1.3333333333333333, 0.8148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.923076923076923, 1.9743589743589745, 2.0, 4.875]","[0, 0, 4.909090909090909, 1.2000000000000002, 5.666666666666667, 0.9166666666666666]","[0, 0, 4.5, 1.3095238095238095, 4.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.7547169811320753, 2.0, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 0.8108108108108107, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.534883720930233, 1.4651162790697674, 5.0, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.183098591549295, 1.3098591549295775, 3.6666666666666665, 1.075757575757576]","[0, 0, 3.8983957219251337, 1.6524064171122994, 1.6363636363636365, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.25, 1.0833333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 2.892857142857143, 1.0178571428571428, 2.25, 2.0740740740740744]"
