,date,game_key,장민익,임진우,이현호,강동연,김정후,변진수,함덕주,박종기,한주성,윤수호,린드블럼,유재유,고봉재,이영하,김명신,최원준,박치국,김민규,박성모,배창현,신현수,정우석,곽빈,후랭코프,정철원,박신지,현도훈,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,성영훈,유희관,허준혁
10,2018-04-07,20180407NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.354838709677419, 1.4516129032258063, 4.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3846153846153848, 2.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3846153846153848, 6.0, 0.8666666666666666]","[0, 0, 0.0, 0.5, 9.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.0, 4.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.6666666666666666, 2.0, 6.0]","[0, 1, 7.5, 2.0, 1.0, 1.0]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 3.0, 6.0]","[0, 0, 0, 0, 0, 0]"
11,2018-04-08,20180408NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.4516129032258063, 4.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 2.0625, 5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.7142857142857142, 2.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.8, 4.0, 0.8333333333333334]","[0, 0, 0.0, 0.5, 9.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.4375, 1.59375, 1.6666666666666667, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 1.0, 1.3333333333333333]","[0, 0, 1.5, 0.6666666666666666, 2.0, 6.0]","[0, 1, 6.136363636363636, 1.6363636363636365, 1.0, 1.0476190476190477]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 3.0, 6.0]","[0, 0, 0, 0, 0, 0]"
12,2018-04-10,20180410OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.4516129032258063, 4.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0625, 5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2631578947368423, 3.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.6666666666666667, 2.6666666666666665, 0.8571428571428571]","[1, 0, 2.4545454545454546, 1.0909090909090908, 2.6, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.59375, 1.6666666666666667, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 1.0, 0.8333333333333334]","[0, 0, 1.5, 0.6666666666666666, 2.0, 6.0]","[0, 0, 6.136363636363636, 1.6363636363636365, 1.0, 1.0476190476190477]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 3.0, 6.0]","[0, 0, 0, 0, 0, 0]"
13,2018-04-11,20180411OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.7142857142857142, 0.8571428571428571, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.4516129032258063, 4.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0625, 5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0434782608695652, 5.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.8947368421052633, 2.6666666666666665, 0.7916666666666666]","[0, 0, 2.4545454545454546, 1.0909090909090908, 2.6, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.59375, 1.6666666666666667, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 1.0, 0.7777777777777778]","[0, 0, 1.5, 0.6666666666666666, 2.0, 6.0]","[0, 1, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.552631578947368, 1.5789473684210527, 3.6666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]"
14,2018-04-12,20180412OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.6956521739130435, 1.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.4516129032258063, 4.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.5, 2.1666666666666665, 6.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 5.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.8947368421052633, 2.6666666666666665, 0.7916666666666666]","[0, 0, 2.4545454545454546, 1.0909090909090908, 2.6, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.59375, 1.6666666666666667, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 1.0, 0.7777777777777778]","[1, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5789473684210527, 3.6666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]"
15,2018-04-13,20180413OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.6956521739130435, 1.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.2692307692307694, 6.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.5, 2.1666666666666665, 6.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 5.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.8947368421052633, 2.6666666666666665, 0.7916666666666666]","[0, 0, 2.4545454545454546, 1.0909090909090908, 2.6, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.59375, 1.6666666666666667, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 1.0, 0.7777777777777778]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5789473684210527, 3.6666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]"
16,2018-04-14,20180414OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.6666666666666666]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 2.0, 1.5555555555555556, 1.1428571428571428, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 6.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.5, 2.1666666666666665, 6.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 6.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.8571428571428572, 3.0, 0.7777777777777778]","[0, 0, 2.4545454545454546, 1.0909090909090908, 2.6, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 1.6, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 1.0, 0.7777777777777778]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5789473684210527, 3.6666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]"
17,2018-04-15,20180415OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.6666666666666666]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 1.9285714285714284, 1.5, 1.1428571428571428, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 6.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.5, 2.1666666666666665, 6.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 6.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.75, 3.0, 0.8]","[1, 0, 1.588235294117647, 0.8823529411764706, 3.3333333333333335, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.125, 1.0, 0.6666666666666666]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5789473684210527, 3.6666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]"
18,2018-04-17,20180417HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 2, 0.8333333333333334]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 1.9285714285714284, 1.5, 1.1428571428571428, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 6.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.5, 2.1666666666666665, 6.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 6.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.75, 3.0, 0.8]","[0, 0, 1.588235294117647, 0.8823529411764706, 3.3333333333333335, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.3333333333333333, 2.0, 0.6]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.5272727272727273, 5.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]"
19,2018-04-18,20180418HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 0.8333333333333334]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 1.7419354838709677, 1.3548387096774193, 1.4285714285714286, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 6.0, 5.777777777777778]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.391304347826086, 2.3478260869565215, 2.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 7.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.8461538461538463, 2.75, 0.7878787878787878]","[0, 0, 1.588235294117647, 0.8823529411764706, 3.3333333333333335, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.25, 5.0, 0.6666666666666666]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5272727272727273, 5.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]"
20,2018-04-19,20180419HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 0.8333333333333334]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 1.5428571428571427, 1.4571428571428573, 1.8571428571428572, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8421052631578947, 0.986842105263158, 6.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.391304347826086, 2.3478260869565215, 2.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 7.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.8461538461538463, 2.75, 0.7878787878787878]","[0, 0, 1.588235294117647, 0.8823529411764706, 3.3333333333333335, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.25, 5.0, 0.6666666666666666]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5272727272727273, 5.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]"
21,2018-04-20,20180420HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 0.8333333333333334]","[0, 1, 0.0, 0.0, 2, 1.1666666666666667]","[0, 0, 1.5428571428571427, 1.4571428571428573, 1.8571428571428572, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.986842105263158, 6.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.181818181818182, 1.9090909090909092, 3.25, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.1142857142857143, 7.0, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.0, 2.1666666666666665, 0.8333333333333334]","[0, 0, 1.588235294117647, 0.8823529411764706, 3.3333333333333335, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.607142857142858, 1.8214285714285714, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.25, 5.0, 0.6666666666666666]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5272727272727273, 5.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]"
22,2018-04-21,20180421HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 0.8333333333333334]","[0, 0, 0.0, 0.0, 2, 1.1666666666666667]","[0, 1, 1.3170731707317074, 1.3170731707317074, 2.0, 1.1388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.986842105263158, 6.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 3.25, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.25, 3.5, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 2.0, 2.3333333333333335, 0.8461538461538461]","[1, 0, 1.1739130434782608, 0.8695652173913043, 2.6, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.607142857142858, 1.8214285714285714, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.25, 5.0, 0.6666666666666666]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5272727272727273, 5.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]"
23,2018-04-22,20180422HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.42857142857142855, 4.0, 1.5555555555555556]","[0, 1, 2.7, 0.3, 2.0, 1.1111111111111112]","[0, 0, 1.3170731707317074, 1.3170731707317074, 2.0, 1.1388888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.986842105263158, 6.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 3.25, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.25, 3.5, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 2.0, 2.3333333333333335, 0.8461538461538461]","[0, 0, 1.1739130434782608, 0.8695652173913043, 2.6, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 10.607142857142858, 1.8214285714285714, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.25, 5.0, 0.6666666666666666]","[0, 0, 2.076923076923077, 1.0, 3.3333333333333335, 6.5]","[0, 0, 9.719999999999999, 2.04, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0.0, 1.7142857142857142, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.785714285714286, 1.7142857142857144, 3.8, 5.833333333333333]","[0, 0, 0, 0, 0, 0]"
