,date,game_key,이재학,김건태,노성호,이민호,이형범,최금강,윤강민,장현식,박진우,심규범,배재환,류재인,구창모,이우석,최성영,정수민,김영규,김재균,김시훈,왕웨이중,베렛,공수빈,김진성,원종현,유원상,임창민,민태호,강윤구
10,2018-04-05,20180405SSNC0,"[0, 0, 1.5, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 1.3333333333333333, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.7647058823529411, 2.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.375, 0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.076923076923077, 0.8461538461538461, 6.5, 6.5]","[0, 0, 0.0, 0.8823529411764706, 2.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.153846153846154, 1.0, 0.8666666666666666]","[0, 0, 15.0, 2.6666666666666665, 1.0, 0.75]","[0, 1, 0.0, 0.8181818181818182, 2.0, 1.222222222222222]","[0, 0, 2.25, 0.75, 5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.3333333333333333, 1, 0.5]"
11,2018-04-07,20180407NCOB0,"[0, 0, 1.5, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 1.3333333333333333, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.5789473684210527, 2.3333333333333335, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8181818181818182, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8461538461538461, 6.5, 6.5]","[1, 0, 3.375, 1.3125, 1.4285714285714286, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 1.4, 1.0, 0.8333333333333334]","[0, 1, 13.5, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2.0, 1.222222222222222]","[0, 0, 2.25, 0.75, 5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.3, 2, 0.4761904761904762]"
12,2018-04-08,20180408NCOB0,"[0, 0, 1.5, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.875, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.5714285714285714, 1.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 0.6666666666666666, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8461538461538461, 6.5, 6.5]","[0, 0, 3.375, 1.3125, 1.4285714285714286, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.4117647058823528, 0.5, 0.8095238095238095]","[0, 1, 11.25, 2.0, 1.5, 0.6666666666666666]","[0, 1, 2.3478260869565215, 1.3043478260869565, 1.3333333333333333, 1.0952380952380953]","[0, 1, 1.8, 0.8, 6, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.5454545454545455, 3.0, 0.4583333333333333]"
13,2018-04-10,20180410KTNC0,"[1, 0, 1.3846153846153846, 0.7692307692307693, 2.6666666666666665, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.875, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.5714285714285714, 1.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.6666666666666666, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8461538461538461, 6.5, 6.5]","[0, 0, 3.375, 1.3125, 1.4285714285714286, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 0.5, 0.8095238095238095]","[0, 0, 11.25, 2.0, 1.5, 0.6666666666666666]","[0, 0, 2.3478260869565215, 1.3043478260869565, 1.3333333333333333, 1.0952380952380953]","[0, 1, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 0.5, 3.0, 0.4444444444444444]"
14,2018-04-11,20180411KTNC0,"[0, 0, 1.3846153846153846, 0.7692307692307693, 2.6666666666666665, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.875, 1.0, 4.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.4444444444444444, 2.5, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.6666666666666666, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7142857142857142, 1.0, 8.5, 7.0]","[0, 0, 3.375, 1.3125, 1.4285714285714286, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 0.5, 0.8095238095238095]","[0, 1, 13.5, 2.75, 0.75, 0.5714285714285714]","[0, 1, 4.5, 1.875, 1.0, 1.0]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 3.0, 0.4444444444444444]"
15,2018-04-12,20180412KTNC0,"[0, 0, 1.3846153846153846, 0.7692307692307693, 2.6666666666666665, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 2.15625, 0.7, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.4444444444444444, 2.5, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.307692307692308, 2.076923076923077, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7142857142857142, 1.0, 8.5, 7.0]","[0, 0, 3.375, 1.3125, 1.4285714285714286, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 13.5, 2.75, 0.75, 0.5714285714285714]","[0, 0, 4.5, 1.875, 1.0, 1.0]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 3.0, 0.4444444444444444]"
16,2018-04-13,20180413NCSK0,"[0, 0, 1.3846153846153846, 0.7692307692307693, 2.6666666666666665, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.15625, 0.7, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.7586206896551726, 2.75, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7142857142857142, 1.0, 8.5, 7.0]","[1, 0, 3.9375000000000004, 1.4375, 1.3636363636363635, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 1, 10.125, 2.25, 1.0, 0.6666666666666666]","[0, 1, 4.153846153846154, 1.7307692307692308, 1.2, 0.9629629629629629]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 0.6923076923076924, 3.0, 0.4333333333333333]"
17,2018-04-14,20180414NCSK0,"[0, 0, 1.3846153846153846, 0.7692307692307693, 2.6666666666666665, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 3.0, 1.0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.15625, 0.7, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.7586206896551726, 2.75, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7419354838709677, 1.5483870967741935, 1.8333333333333333, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7142857142857142, 1.0, 8.5, 7.0]","[0, 0, 3.9375000000000004, 1.4375, 1.3636363636363635, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 1, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 0, 4.153846153846154, 1.7307692307692308, 1.2, 0.9629629629629629]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.6923076923076924, 3.0, 0.4333333333333333]"
18,2018-04-15,20180415NCSK0,"[1, 0, 1.7419354838709677, 0.7741935483870968, 3.5, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 3.0, 1.0, 0.3333333333333333]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.15625, 0.7, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.875, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.5483870967741935, 1.8333333333333333, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7142857142857142, 1.0, 8.5, 7.0]","[0, 0, 3.9375000000000004, 1.4375, 1.3636363636363635, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 1, 4.655172413793104, 1.6551724137931036, 1.2, 0.9666666666666666]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.6923076923076924, 3.0, 0.4333333333333333]"
19,2018-04-17,20180417NCWO0,"[0, 0, 1.7419354838709677, 0.7741935483870968, 3.5, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 3.0, 1.0, 0.3333333333333333]","[0, 1, 27.0, 4.0, 0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.15625, 0.7, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.8333333333333333, 1.8571428571428572, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.5483870967741935, 1.8333333333333333, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.423076923076923, 1.3076923076923077, 3.8, 6.5]","[0, 0, 3.9375000000000004, 1.4375, 1.3636363636363635, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 1, 4.354838709677419, 1.5483870967741935, 1.2, 0.9393939393939394]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 0.6, 5.0, 0.45454545454545453]"
20,2018-04-18,20180418NCWO0,"[0, 0, 1.7419354838709677, 0.7741935483870968, 3.5, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 3.0, 1.0, 0.3333333333333333]","[0, 1, 7.363636363636363, 1.090909090909091, 3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.15625, 0.7, 3.5555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.8333333333333333, 1.8571428571428572, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.5483870967741935, 1.8333333333333333, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.8214285714285714, 1.1666666666666667, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.423076923076923, 1.3076923076923077, 3.8, 6.5]","[0, 0, 3.9375000000000004, 1.4375, 1.3636363636363635, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 0, 4.354838709677419, 1.5483870967741935, 1.2, 0.9393939393939394]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 0.5294117647058824, 6.0, 0.47222222222222227]"
21,2018-04-19,20180419NCWO0,"[0, 0, 1.7419354838709677, 0.7741935483870968, 3.5, 6.888888888888889]","[0, 1, 0, 0, 0, 0]","[0, 1, 10.125, 1.125, 6.0, 0.8888888888888888]","[0, 0, 7.363636363636363, 1.090909090909091, 3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.023255813953488, 1.9534883720930232, 0.9, 3.5833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.8333333333333333, 1.8571428571428572, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.5483870967741935, 1.8333333333333333, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.8214285714285714, 1.1666666666666667, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.423076923076923, 1.3076923076923077, 3.8, 6.5]","[1, 0, 4.285714285714286, 1.5238095238095237, 1.3846153846153846, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 0, 4.354838709677419, 1.5483870967741935, 1.2, 0.9393939393939394]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 0.5294117647058824, 6.0, 0.47222222222222227]"
22,2018-04-20,20180420LGNC0,"[0, 0, 1.7419354838709677, 0.7741935483870968, 3.5, 6.888888888888889]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 10.125, 1.125, 6.0, 0.8888888888888888]","[0, 0, 7.363636363636363, 1.090909090909091, 3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.9787234042553192, 0.9090909090909091, 3.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.8333333333333333, 1.8571428571428572, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.934782608695652, 1.6304347826086956, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.8214285714285714, 1.1666666666666667, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.423076923076923, 1.3076923076923077, 3.8, 6.5]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.3846153846153846, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 0, 4.354838709677419, 1.5483870967741935, 1.2, 0.9393939393939394]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 0.5294117647058824, 6.0, 0.47222222222222227]"
23,2018-04-21,20180421LGNC0,"[1, 0, 2.3625, 1.0125, 4.0, 6.666666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 1, 7.7142857142857135, 1.0714285714285714, 9.0, 1.1666666666666667]","[0, 0, 7.363636363636363, 1.090909090909091, 3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.9787234042553192, 0.9090909090909091, 3.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.8333333333333333, 1.8571428571428572, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.6304347826086956, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.8214285714285714, 1.1666666666666667, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.423076923076923, 1.3076923076923077, 3.8, 6.5]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.3846153846153846, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 1, 4.090909090909091, 1.5454545454545454, 1.4, 0.9166666666666666]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.5, 7.0, 0.46153846153846156]"
24,2018-04-22,20180422LGNC0,"[0, 0, 2.3625, 1.0125, 4.0, 6.666666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.7142857142857135, 1.0714285714285714, 9.0, 1.1666666666666667]","[0, 1, 6.230769230769231, 0.9230769230769231, 3, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.9787234042553192, 0.9090909090909091, 3.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.8461538461538463, 1.7777777777777777, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.6304347826086956, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.8214285714285714, 1.1666666666666667, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.53125, 1.375, 2.75, 6.4]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.3846153846153846, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 0, 4.090909090909091, 1.5454545454545454, 1.4, 0.9166666666666666]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.5, 7.0, 0.46153846153846156]"
25,2018-04-24,20180424NCSS0,"[0, 0, 2.3625, 1.0125, 4.0, 6.666666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.7142857142857135, 1.0714285714285714, 9.0, 1.1666666666666667]","[0, 0, 6.230769230769231, 0.9230769230769231, 3, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.859999999999999, 1.92, 0.9090909090909091, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8461538461538463, 1.7777777777777777, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.711538461538462, 1.9615384615384617, 1.7, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6346153846153846, 1.153846153846154, 2.142857142857143, 2.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.375, 2.75, 6.4]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.3846153846153846, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 1, 4.5, 1.5833333333333333, 1.4, 0.9230769230769231]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 0.75, 7.0, 0.4761904761904762]"
26,2018-04-25,20180425NCSS0,"[0, 0, 2.3625, 1.0125, 4.0, 6.666666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.7142857142857135, 1.0714285714285714, 9.0, 1.1666666666666667]","[0, 1, 4.764705882352941, 0.8823529411764706, 5.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.92, 0.9090909090909091, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.023255813953488, 1.8837209302325582, 1.8, 1.1025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.9615384615384617, 1.7, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.153846153846154, 2.142857142857143, 2.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.375, 2.75, 6.4]","[1, 0, 5.472972972972974, 1.662162162162162, 1.5333333333333334, 4.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 1.0, 0.9166666666666666]","[0, 0, 9.529411764705882, 2.4705882352941173, 1.0, 0.6296296296296297]","[0, 0, 4.5, 1.5833333333333333, 1.4, 0.9230769230769231]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 0.6521739130434783, 8.0, 0.5111111111111112]"
