,date,game_key,김대유,박종훈,서진용,최진호,정영일,신동훈,문승원,허건엽,이승진,박민호,김택형,봉민호,켈리,허웅,정동윤,김주한,남윤성,이원준,산체스,김정우,조성훈,최민준,이채호,채병용,임준혁,정재원,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,강지광,김태훈
114,2018-09-06,20180906SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.183098591549295, 1.3267605633802817, 2.473684210526316, 5.378787878787879]","[0, 1, 5.578512396694215, 1.4380165289256197, 3.4285714285714284, 1.09009009009009]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5473684210526315, 1.411764705882353, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.028653295128939, 1.504297994269341, 2.7, 4.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.879518072289157, 1.4819277108433735, 1.5, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.512968299711815, 1.340057636887608, 2.975, 5.507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.196891191709844, 1.290155440414508, 3.4193548387096775, 5.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.418181818181818, 1.1727272727272728, 5.0, 1.0476190476190474]","[0, 0, 1.5491803278688525, 1.278688524590164, 1.8421052631578947, 0.9682539682539681]","[0, 1, 5.4, 1.1727272727272728, 3.7777777777777777, 0.9401709401709402]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 2.3478260869565215, 1.3369565217391304, 2.5454545454545454, 0.989247311827957]","[0, 0, 2.856655290102389, 1.136518771331058, 3.625, 5.4259259259259265]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 0, 3.9568965517241375, 1.267241379310345, 3.619047619047619, 1.7575757575757576]"
115,2018-09-07,20180907SKLT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.487534626038781, 1.3628808864265929, 2.375, 5.231884057971015]","[0, 0, 5.578512396694215, 1.4380165289256197, 3.4285714285714284, 1.09009009009009]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.683673469387755, 1.5, 1.411764705882353, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.028653295128939, 1.504297994269341, 2.7, 4.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.4819277108433735, 1.5, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.512968299711815, 1.340057636887608, 2.975, 5.507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.196891191709844, 1.290155440414508, 3.4193548387096775, 5.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.418181818181818, 1.1727272727272728, 5.0, 1.0476190476190474]","[0, 1, 1.512, 1.272, 1.894736842105263, 0.9689922480620154]","[0, 0, 5.4, 1.1727272727272728, 3.7777777777777777, 0.9401709401709402]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 2.3478260869565215, 1.3369565217391304, 2.5454545454545454, 0.989247311827957]","[0, 0, 2.856655290102389, 1.136518771331058, 3.625, 5.4259259259259265]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 1, 4.171673819742489, 1.300429184549356, 3.4545454545454546, 1.725925925925926]"
116,2018-09-08,20180908OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.487534626038781, 1.3628808864265929, 2.375, 5.231884057971015]","[0, 1, 5.443548387096774, 1.4032258064516128, 3.5714285714285716, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.5, 1.411764705882353, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.028653295128939, 1.504297994269341, 2.7, 4.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.4819277108433735, 1.5, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.512968299711815, 1.340057636887608, 2.975, 5.507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.196891191709844, 1.290155440414508, 3.4193548387096775, 5.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.418181818181818, 1.1727272727272728, 5.0, 1.0476190476190474]","[0, 0, 1.512, 1.272, 1.894736842105263, 0.9689922480620154]","[0, 0, 5.4, 1.1727272727272728, 3.7777777777777777, 0.9401709401709402]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 2.3478260869565215, 1.3369565217391304, 2.5454545454545454, 0.989247311827957]","[1, 0, 2.7175324675324677, 1.12012987012987, 3.72, 5.4035087719298245]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 0, 4.171673819742489, 1.300429184549356, 3.4545454545454546, 1.725925925925926]"
117,2018-09-09,20180909OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.487534626038781, 1.3628808864265929, 2.375, 5.231884057971015]","[0, 0, 5.443548387096774, 1.4032258064516128, 3.5714285714285716, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.544554455445545, 1.4554455445544556, 1.4705882352941178, 0.9099099099099098]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.028653295128939, 1.504297994269341, 2.7, 4.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.4819277108433735, 1.5, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.65, 1.3416666666666666, 3.0, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.196891191709844, 1.290155440414508, 3.4193548387096775, 5.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.418181818181818, 1.1727272727272728, 5.0, 1.0476190476190474]","[0, 0, 1.512, 1.272, 1.894736842105263, 0.9689922480620154]","[0, 0, 5.4, 1.1727272727272728, 3.7777777777777777, 0.9401709401709402]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 2.3478260869565215, 1.3369565217391304, 2.5454545454545454, 0.989247311827957]","[0, 0, 2.7175324675324677, 1.12012987012987, 3.72, 5.4035087719298245]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 1, 4.118644067796611, 1.2966101694915253, 3.4545454545454546, 1.710144927536232]"
118,2018-09-11,20180911KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.487534626038781, 1.3628808864265929, 2.375, 5.231884057971015]","[0, 1, 5.52755905511811, 1.4173228346456692, 3.5714285714285716, 1.0854700854700856]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.413461538461538, 1.4134615384615385, 1.5294117647058822, 0.9122807017543859]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.028653295128939, 1.504297994269341, 2.7, 4.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.4819277108433735, 1.5, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.65, 1.3416666666666666, 3.0, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[1, 0, 4.555831265508685, 1.3027295285359801, 3.4242424242424243, 5.373333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.864864864864865, 1.2162162162162162, 5.142857142857143, 1.0277777777777777]","[0, 0, 1.512, 1.272, 1.894736842105263, 0.9689922480620154]","[0, 1, 5.890909090909091, 1.2545454545454546, 3.7777777777777777, 0.9166666666666666]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 3.1935483870967745, 1.4193548387096775, 2.3333333333333335, 0.96875]","[0, 0, 2.7175324675324677, 1.12012987012987, 3.72, 5.4035087719298245]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 0, 4.118644067796611, 1.2966101694915253, 3.4545454545454546, 1.710144927536232]"
119,2018-09-12,20180912KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.487534626038781, 1.3628808864265929, 2.375, 5.231884057971015]","[0, 0, 5.52755905511811, 1.4173228346456692, 3.5714285714285716, 1.0854700854700856]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.413461538461538, 1.4134615384615385, 1.5294117647058822, 0.9122807017543859]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.983471074380166, 1.5041322314049588, 2.606060606060606, 4.84]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.215909090909091, 1.5, 1.6428571428571428, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.65, 1.3416666666666666, 3.0, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.555831265508685, 1.3027295285359801, 3.4242424242424243, 5.373333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.864864864864865, 1.2162162162162162, 5.142857142857143, 1.0277777777777777]","[0, 0, 1.512, 1.272, 1.894736842105263, 0.9689922480620154]","[0, 0, 5.890909090909091, 1.2545454545454546, 3.7777777777777777, 0.9166666666666666]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 3.126315789473684, 1.4526315789473683, 2.1538461538461537, 0.9595959595959597]","[0, 0, 2.7175324675324677, 1.12012987012987, 3.72, 5.4035087719298245]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 1, 4.066945606694561, 1.305439330543933, 3.1666666666666665, 1.695035460992908]"
120,2018-09-13,20180913SKHH0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.274406332453826, 1.345646437994723, 2.4634146341463414, 5.263888888888888]","[0, 0, 5.52755905511811, 1.4173228346456692, 3.5714285714285716, 1.0854700854700856]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.289719626168224, 1.4018691588785048, 1.588235294117647, 0.9145299145299145]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.983471074380166, 1.5041322314049588, 2.606060606060606, 4.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.5, 1.6428571428571428, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.6, 6.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.65, 1.3416666666666666, 3.0, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.555831265508685, 1.3027295285359801, 3.4242424242424243, 5.373333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.864864864864865, 1.2162162162162162, 5.142857142857143, 1.0277777777777777]","[0, 1, 1.4765625, 1.2890625, 1.85, 0.9696969696969696]","[0, 0, 5.890909090909091, 1.2545454545454546, 3.7777777777777777, 0.9166666666666666]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 3.126315789473684, 1.4526315789473683, 2.1538461538461537, 0.9595959595959597]","[0, 0, 2.7175324675324677, 1.12012987012987, 3.72, 5.4035087719298245]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 1, 4.016528925619835, 1.2892561983471074, 3.25, 1.6805555555555556]"
121,2018-09-14,20180914SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.274406332453826, 1.345646437994723, 2.4634146341463414, 5.263888888888888]","[0, 0, 5.52755905511811, 1.4173228346456692, 3.5714285714285716, 1.0854700854700856]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2110091743119265, 1.3761467889908257, 1.6470588235294117, 0.9083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.983471074380166, 1.5041322314049588, 2.606060606060606, 4.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.5, 1.6428571428571428, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.6, 6.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.65, 1.3416666666666666, 3.0, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.555831265508685, 1.3027295285359801, 3.4242424242424243, 5.373333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.973684210526316, 1.2105263157894737, 5.285714285714286, 1.027027027027027]","[0, 1, 1.4427480916030535, 1.3053435114503817, 1.8095238095238095, 0.9703703703703703]","[0, 0, 5.890909090909091, 1.2545454545454546, 3.7777777777777777, 0.9166666666666666]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 3.126315789473684, 1.4526315789473683, 2.1538461538461537, 0.9595959595959597]","[1, 0, 2.6341463414634148, 1.1067073170731707, 3.8076923076923075, 5.466666666666667]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 1, 4.0, 1.2962962962962963, 3.16, 1.653061224489796]"
122,2018-09-15,20180915SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.274406332453826, 1.345646437994723, 2.4634146341463414, 5.263888888888888]","[0, 1, 5.607692307692308, 1.4307692307692308, 3.466666666666667, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2110091743119265, 1.3761467889908257, 1.6470588235294117, 0.9083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.983471074380166, 1.5041322314049588, 2.606060606060606, 4.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.5, 1.6428571428571428, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.5454545454545455, 6.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.535433070866142, 1.3070866141732282, 3.1707317073170733, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.555831265508685, 1.3027295285359801, 3.4242424242424243, 5.373333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.2105263157894737, 5.285714285714286, 1.027027027027027]","[0, 0, 1.4427480916030535, 1.3053435114503817, 1.8095238095238095, 0.9703703703703703]","[0, 1, 5.837837837837839, 1.2432432432432432, 3.888888888888889, 0.9024390243902439]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 3.126315789473684, 1.4526315789473683, 2.1538461538461537, 0.9595959595959597]","[0, 0, 2.6341463414634148, 1.1067073170731707, 3.8076923076923075, 5.466666666666667]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 0, 4.0, 1.2962962962962963, 3.16, 1.653061224489796]"
123,2018-09-16,20180916SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.274406332453826, 1.345646437994723, 2.4634146341463414, 5.263888888888888]","[0, 1, 5.564885496183207, 1.4427480916030535, 3.25, 1.065040650406504]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.339285714285714, 1.3928571428571428, 1.6470588235294117, 0.910569105691057]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.983471074380166, 1.5041322314049588, 2.606060606060606, 4.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.5, 1.6428571428571428, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.5454545454545455, 6.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.535433070866142, 1.3070866141732282, 3.1707317073170733, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[1, 0, 4.392344497607655, 1.3062200956937797, 3.4285714285714284, 5.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.2105263157894737, 5.285714285714286, 1.027027027027027]","[0, 1, 1.4104477611940298, 1.2985074626865671, 1.8095238095238095, 0.9710144927536232]","[0, 0, 5.837837837837839, 1.2432432432432432, 3.888888888888889, 0.9024390243902439]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 3.0306122448979593, 1.4081632653061225, 2.3076923076923075, 0.9607843137254901]","[0, 0, 2.6341463414634148, 1.1067073170731707, 3.8076923076923075, 5.466666666666667]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 1, 3.9673469387755107, 1.2979591836734694, 3.076923076923077, 1.6333333333333335]"
124,2018-09-18,20180918SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.274406332453826, 1.345646437994723, 2.4634146341463414, 5.263888888888888]","[0, 0, 5.564885496183207, 1.4427480916030535, 3.25, 1.065040650406504]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.22608695652174, 1.434782608695652, 1.5263157894736843, 0.9126984126984128]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.960629921259843, 1.4881889763779528, 2.7941176470588234, 4.884615384615385]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.043956043956044, 1.5164835164835166, 1.6428571428571428, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.125, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.535433070866142, 1.3070866141732282, 3.1707317073170733, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.392344497607655, 1.3062200956937797, 3.4285714285714284, 5.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.2105263157894737, 5.285714285714286, 1.027027027027027]","[0, 0, 1.4104477611940298, 1.2985074626865671, 1.8095238095238095, 0.9710144927536232]","[0, 1, 5.785714285714286, 1.2857142857142856, 4.0, 0.888888888888889]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 3.0306122448979593, 1.4081632653061225, 2.3076923076923075, 0.9607843137254901]","[0, 0, 2.6341463414634148, 1.1067073170731707, 3.8076923076923075, 5.466666666666667]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 0, 3.9673469387755107, 1.2979591836734694, 3.076923076923077, 1.6333333333333335]"
125,2018-09-19,20180919SKKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.12781954887218, 1.3157894736842106, 2.5476190476190474, 5.32]","[0, 1, 5.481203007518797, 1.4661654135338344, 2.888888888888889, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.22608695652174, 1.434782608695652, 1.5263157894736843, 0.9126984126984128]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.960629921259843, 1.4881889763779528, 2.7941176470588234, 4.884615384615385]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.989130434782608, 1.5, 1.6428571428571428, 1.1358024691358024]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.125, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.535433070866142, 1.3070866141732282, 3.1707317073170733, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 2.7, 1.5, 1.5, 1.3333333333333335]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 4.392344497607655, 1.3062200956937797, 3.4285714285714284, 5.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.1851851851851851, 2.5, 1.2272727272727273]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.634782608695652, 1.3043478260869565, 5.428571428571429, 1.0087719298245614]","[0, 0, 1.4104477611940298, 1.2985074626865671, 1.8095238095238095, 0.9710144927536232]","[0, 0, 5.785714285714286, 1.2857142857142856, 4.0, 0.888888888888889]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 3.0306122448979593, 1.4081632653061225, 2.3076923076923075, 0.9607843137254901]","[0, 0, 2.6341463414634148, 1.1067073170731707, 3.8076923076923075, 5.466666666666667]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 18.0, 4.0, 0.5, 1.0]","[0, 0, 3.9673469387755107, 1.2979591836734694, 3.076923076923077, 1.6333333333333335]"
