,date,game_key,김대유,박종훈,서진용,최진호,정영일,신동훈,문승원,허건엽,이승진,박민호,김택형,봉민호,켈리,허웅,정동윤,김주한,남윤성,이원준,산체스,김정우,조성훈,최민준,이채호,채병용,임준혁,정재원,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,강지광,김태훈
43,2018-05-19,20180519SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.928571428571428, 1.4523809523809523, 2.9285714285714284, 5.25]","[0, 0, 5.4, 1.4307692307692308, 3.857142857142857, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.23134328358209, 1.4328358208955225, 3.6666666666666665, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.6, 5.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.3894736842105262, 3.4166666666666665, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.2, 0.8888888888888888, 11.0, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.25, 2.1666666666666665, 1.8, 0.75]","[0, 0, 1.7608695652173914, 1.0434782608695652, 3.25, 0.9019607843137255]","[0, 0, 6.061224489795919, 1.1020408163265307, 3.75, 0.9607843137254901]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[1, 0, 2.7757009345794392, 1.2336448598130842, 2.75, 5.095238095238095]","[0, 0, 11.571428571428571, 2.0, 1.75, 0.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.13265306122449, 1.4081632653061225, 2.4, 2.9696969696969693]"
44,2018-05-20,20180520SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.928571428571428, 1.4523809523809523, 2.9285714285714284, 5.25]","[0, 0, 5.4, 1.4307692307692308, 3.857142857142857, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.23134328358209, 1.4328358208955225, 3.6666666666666665, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 0.48, 6.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.4181818181818182, 3.5384615384615383, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.2, 0.8888888888888888, 11.0, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.615384615384615, 2.076923076923077, 1.5, 0.7647058823529411]","[0, 0, 1.7608695652173914, 1.0434782608695652, 3.25, 0.9019607843137255]","[0, 1, 7.411764705882353, 1.2352941176470589, 4.0, 0.9444444444444444]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.7757009345794392, 1.2336448598130842, 2.75, 5.095238095238095]","[0, 0, 11.571428571428571, 2.0, 1.75, 0.7]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2772277227722775, 1.4554455445544556, 2.4, 2.8055555555555554]"
45,2018-05-22,20180522WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.928571428571428, 1.4523809523809523, 2.9285714285714284, 5.25]","[0, 0, 5.4, 1.4307692307692308, 3.857142857142857, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.23134328358209, 1.4328358208955225, 3.6666666666666665, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.6923076923076924, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4181818181818182, 3.5384615384615383, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[1, 0, 2.769230769230769, 0.9038461538461539, 13.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.615384615384615, 2.076923076923077, 1.5, 0.7647058823529411]","[0, 0, 1.7608695652173914, 1.0434782608695652, 3.25, 0.9019607843137255]","[0, 1, 7.0, 1.2222222222222223, 3.2, 0.9473684210526315]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.7757009345794392, 1.2336448598130842, 2.75, 5.095238095238095]","[0, 1, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2772277227722775, 1.4554455445544556, 2.4, 2.8055555555555554]"
46,2018-05-23,20180523WOSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 1, 5.161764705882352, 1.4117647058823528, 4.0, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.23134328358209, 1.4328358208955225, 3.6666666666666665, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4181818181818182, 3.5384615384615383, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.769230769230769, 0.9038461538461539, 13.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.0, 1.8333333333333333, 0.7777777777777778]","[0, 1, 1.653061224489796, 1.0408163265306123, 3.5, 0.9074074074074073]","[0, 0, 7.0, 1.2222222222222223, 3.2, 0.9473684210526315]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.7757009345794392, 1.2336448598130842, 2.75, 5.095238095238095]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.371428571428572, 1.457142857142857, 2.272727272727273, 2.6923076923076925]"
47,2018-05-24,20180524WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 1, 4.808219178082192, 1.356164383561644, 4.142857142857143, 1.106060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.108695652173913, 1.434782608695652, 3.3, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4181818181818182, 3.5384615384615383, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.769230769230769, 0.9038461538461539, 13.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.0, 1.8333333333333333, 0.7777777777777778]","[0, 1, 1.6199999999999999, 1.02, 3.5, 0.8771929824561404]","[0, 0, 7.0, 1.2222222222222223, 3.2, 0.9473684210526315]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.7757009345794392, 1.2336448598130842, 2.75, 5.095238095238095]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.371428571428572, 1.457142857142857, 2.272727272727273, 2.6923076923076925]"
48,2018-05-25,20180525HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 0, 4.808219178082192, 1.356164383561644, 4.142857142857143, 1.106060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.434782608695652, 3.3, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4181818181818182, 3.5384615384615383, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.769230769230769, 0.9038461538461539, 13.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.0, 1.8333333333333333, 0.7777777777777778]","[0, 1, 1.528301886792453, 1.0188679245283019, 3.5, 0.8833333333333334]","[0, 0, 7.0, 1.2222222222222223, 3.2, 0.9473684210526315]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[1, 0, 2.763779527559055, 1.1811023622047243, 2.8461538461538463, 5.291666666666667]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.371428571428572, 1.457142857142857, 2.272727272727273, 2.6923076923076925]"
49,2018-05-26,20180526HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 1, 4.558441558441558, 1.2857142857142856, 4.428571428571429, 1.1159420289855073]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.434782608695652, 3.3, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.707317073170732, 1.5365853658536586, 3.6923076923076925, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.769230769230769, 0.9038461538461539, 13.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.0, 1.8333333333333333, 0.7777777777777778]","[0, 0, 1.528301886792453, 1.0188679245283019, 3.5, 0.8833333333333334]","[0, 1, 7.105263157894736, 1.263157894736842, 3.4, 0.95]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.763779527559055, 1.1811023622047243, 2.8461538461538463, 5.291666666666667]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.371428571428572, 1.457142857142857, 2.272727272727273, 2.6923076923076925]"
50,2018-05-27,20180527HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 0, 4.558441558441558, 1.2857142857142856, 4.428571428571429, 1.1159420289855073]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.434782608695652, 3.3, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.707317073170732, 1.5365853658536586, 3.6923076923076925, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[1, 0, 2.9482758620689657, 0.9482758620689655, 11.2, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.9090909090909092, 2.0, 0.7719298245614035]","[0, 1, 1.4464285714285714, 0.9642857142857142, 3.75, 0.888888888888889]","[0, 1, 6.75, 1.25, 3.8, 0.9523809523809523]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.763779527559055, 1.1811023622047243, 2.8461538461538463, 5.291666666666667]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.458715596330276, 1.4587155963302751, 2.3636363636363638, 2.5952380952380953]"
51,2018-05-30,20180530SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 0, 4.558441558441558, 1.2857142857142856, 4.428571428571429, 1.1159420289855073]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7594936708860756, 1.3670886075949367, 3.9, 5.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 0.8888888888888888, 1.2, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.707317073170732, 1.5365853658536586, 3.6923076923076925, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9482758620689657, 0.9482758620689655, 11.2, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.142857142857143, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.0, 0.7719298245614035]","[0, 0, 1.4464285714285714, 0.9642857142857142, 3.75, 0.888888888888889]","[0, 0, 6.75, 1.25, 3.8, 0.9523809523809523]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.763779527559055, 1.1811023622047243, 2.8461538461538463, 5.291666666666667]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.458715596330276, 1.4587155963302751, 2.3636363636363638, 2.5952380952380953]"
52,2018-05-31,20180531SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 1, 4.3875, 1.3125, 4.571428571428571, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7594936708860756, 1.3670886075949367, 3.9, 5.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 0.8888888888888888, 1.2, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.707317073170732, 1.5365853658536586, 3.6923076923076925, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9482758620689657, 0.9482758620689655, 11.2, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.0, 0.7719298245614035]","[0, 1, 1.3278688524590163, 1.0819672131147542, 3.0, 0.9242424242424242]","[0, 0, 6.75, 1.25, 3.8, 0.9523809523809523]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[1, 0, 2.5033112582781456, 1.0728476821192052, 3.0714285714285716, 5.592592592592593]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.458715596330276, 1.4587155963302751, 2.3636363636363638, 2.5952380952380953]"
53,2018-06-01,20180601KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 0, 4.3875, 1.3125, 4.571428571428571, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7594936708860756, 1.3670886075949367, 3.9, 5.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 0.8888888888888888, 1.2, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.25, 1.4166666666666667, 4.142857142857143, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9482758620689657, 0.9482758620689655, 11.2, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.0, 0.7719298245614035]","[0, 0, 1.3278688524590163, 1.0819672131147542, 3.0, 0.9242424242424242]","[0, 1, 6.639344262295082, 1.2295081967213115, 4.0, 0.9242424242424242]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.5033112582781456, 1.0728476821192052, 3.0714285714285716, 5.592592592592593]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.4736842105263157, 2.4545454545454546, 2.533333333333333]"
54,2018-06-02,20180602KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.446808510638298, 2.8666666666666667, 5.222222222222222]","[0, 0, 4.3875, 1.3125, 4.571428571428571, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7594936708860756, 1.3670886075949367, 3.9, 5.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.1, 1.4, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4166666666666667, 4.142857142857143, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[1, 0, 3.09375, 0.96875, 11.8, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.7999999999999998, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 1.9333333333333333, 2.1666666666666665, 0.75]","[0, 0, 1.3278688524590163, 1.0819672131147542, 3.0, 0.9242424242424242]","[0, 0, 6.639344262295082, 1.2295081967213115, 4.0, 0.9242424242424242]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.5033112582781456, 1.0728476821192052, 3.0714285714285716, 5.592592592592593]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4736842105263157, 2.4545454545454546, 2.533333333333333]"
55,2018-06-03,20180603KTSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.846153846153846, 1.4423076923076923, 2.5555555555555554, 5.2]","[0, 1, 4.0813953488372094, 1.2209302325581395, 4.714285714285714, 1.1466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7594936708860756, 1.3670886075949367, 3.9, 5.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.0, 2.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4166666666666667, 4.142857142857143, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 3.09375, 0.96875, 11.8, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.9333333333333333, 2.1666666666666665, 0.75]","[0, 0, 1.3278688524590163, 1.0819672131147542, 3.0, 0.9242424242424242]","[0, 1, 6.328125, 1.265625, 3.5, 0.9275362318840579]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.5033112582781456, 1.0728476821192052, 3.0714285714285716, 5.592592592592593]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.384615384615385, 1.4615384615384615, 2.6363636363636362, 2.4375]"
