,game_key,pitcher,1,2,3,4,5,6,7,8,9
0,20180324KTHT0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,20180325KTHT0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.5, 0.5, 2.0, 0.0, 0.5, 0.5]","[0.25, 0.25, 0.5, 0.0, 0.25, 0.0]","[0.25, 0.25, 0.25, 1.0, 0.25, 0.25]","[0.6666666666666666, 0.75, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.5, 0.5, 0.5, 1.0, 0.0, 0.25]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,20180327KTSK0,"[0, 0, 0, 0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 1.0, 0.0, 0.14285714285714285]","[0.375, 0.375, 1.125, 0.0, 0.25, 0.25]","[0.25, 0.25, 0.5, 0.0, 0.125, 0.0]","[0.375, 0.375, 0.75, 0.5, 0.25, 0.25]","[0.3333333333333333, 0.42857142857142855, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.0, 0.14285714285714285, 0.14285714285714285]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3,20180328KTSK0,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.45454545454545453, 1.0, 0.5, 0.3, 0.4]","[0.3333333333333333, 0.3333333333333333, 0.8333333333333334, 0.0, 0.16666666666666666, 0.16666666666666666]","[0.4166666666666667, 0.4166666666666667, 0.9166666666666666, 0.5, 0.3333333333333333, 0.25]","[0.2222222222222222, 0.36363636363636365, 0.2222222222222222, 0.0, 0.0, 0.0]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0, 0.08333333333333333, 0.0]","[0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.5, 0.0, 0.09090909090909091]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]","[0.6, 0.6, 0.8, 0.0, 0.0, 0.0]"
4,20180329KTSK0,"[0.0, 0.5, 2, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42857142857142855, 0.5, 1.0, 0.6666666666666666, 0.2857142857142857, 0.35714285714285715]","[0.35294117647058826, 0.35294117647058826, 0.7058823529411765, 0.0, 0.11764705882352941, 0.11764705882352941]","[0.35294117647058826, 0.35294117647058826, 0.7647058823529411, 0.3333333333333333, 0.23529411764705882, 0.23529411764705882]","[0.21428571428571427, 0.3125, 0.21428571428571427, 0.0, 0.07142857142857142, 0.0]","[0.2, 0.29411764705882354, 0.3333333333333333, 0.0, 0.2, 0.0]","[0.3125, 0.3125, 0.5, 0.6666666666666666, 0.125, 0.1875]","[0.25, 0.3076923076923077, 0.5, 0.3333333333333333, 0.08333333333333333, 0.3333333333333333]","[0.5, 0.5, 0.7, 0.0, 0.1, 0.0]"
5,20180330OBKT0,"[3.6, 1.8, 5.0, 5.0]","[0.5714285714285714, 0.5714285714285714, 0.7857142857142857, 0.0, 0.14285714285714285, 0.0]","[0.3684210526315789, 0.42857142857142855, 0.7894736842105263, 0.5, 0.21052631578947367, 0.2631578947368421]","[0.36363636363636365, 0.36363636363636365, 0.6363636363636364, 0.0, 0.09090909090909091, 0.09090909090909091]","[0.2857142857142857, 0.2857142857142857, 0.6190476190476191, 0.3333333333333333, 0.19047619047619047, 0.19047619047619047]","[0.3333333333333333, 0.4, 0.5, 0.0, 0.2222222222222222, 0.05555555555555555]","[0.21052631578947367, 0.2857142857142857, 0.47368421052631576, 0.0, 0.21052631578947367, 0.10526315789473684]","[0.3157894736842105, 0.35, 0.631578947368421, 0.6666666666666666, 0.15789473684210525, 0.2631578947368421]","[0.1875, 0.23529411764705882, 0.375, 0.3333333333333333, 0.0625, 0.25]","[0.14285714285714285, 0.25, 0.5714285714285714, 0.0, 0.14285714285714285, 0.2857142857142857]"
6,20180331OBKT0,"[21.0, 3.3333333333333335, 4.0, 3.0]","[0.2, 0.2727272727272727, 0.5, 0.0, 0.1, 0.2]","[0.34782608695652173, 0.4, 0.8260869565217391, 0.5, 0.21739130434782608, 0.2608695652173913]","[0.34615384615384615, 0.34615384615384615, 0.5769230769230769, 0.0, 0.07692307692307693, 0.07692307692307693]","[0.2608695652173913, 0.32, 0.4782608695652174, 0.0, 0.21739130434782608, 0.08695652173913043]","[0.28, 0.28, 0.6, 0.3333333333333333, 0.16, 0.16]","[0.3181818181818182, 0.375, 0.45454545454545453, 0.0, 0.18181818181818182, 0.045454545454545456]","[0.2727272727272727, 0.3333333333333333, 0.5454545454545454, 0.4, 0.13636363636363635, 0.22727272727272727]","[0.15789473684210525, 0.2, 0.3157894736842105, 0.25, 0.05263157894736842, 0.2631578947368421]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
7,20180401OBKT0,"[11.25, 2.5, 5.0, 4.0]","[0.4444444444444444, 0.4444444444444444, 0.6111111111111112, 0.0, 0.16666666666666666, 0.0]","[0.37037037037037035, 0.43333333333333335, 0.8888888888888888, 0.5714285714285714, 0.25925925925925924, 0.37037037037037035]","[0.3548387096774194, 0.375, 0.6774193548387096, 0.3333333333333333, 0.12903225806451613, 0.22580645161290322]","[0.27586206896551724, 0.3225806451612903, 0.4482758620689655, 0.25, 0.1724137931034483, 0.10344827586206896]","[0.3, 0.3225806451612903, 0.5666666666666667, 0.3333333333333333, 0.13333333333333333, 0.13333333333333333]","[0.35714285714285715, 0.4, 0.4642857142857143, 0.0, 0.21428571428571427, 0.03571428571428571]","[0.3333333333333333, 0.4, 0.5925925925925926, 0.2857142857142857, 0.25925925925925924, 0.18518518518518517]","[0.4, 0.4, 1.0, 1.0, 0.4, 0.8]","[0.8, 0.8333333333333334, 0.8, 0.5, 0.4, 0.2]"
8,20180403KTWO0,"[3.6, 1.6, 4.0, 5.0]","[0.29411764705882354, 0.3684210526315789, 0.5294117647058824, 0.25, 0.29411764705882354, 0.17647058823529413]","[0.3333333333333333, 0.4, 0.8, 0.5714285714285714, 0.23333333333333334, 0.36666666666666664]","[0.34285714285714286, 0.3783783783783784, 0.7142857142857143, 0.42857142857142855, 0.14285714285714285, 0.2571428571428571]","[0.29411764705882354, 0.3142857142857143, 0.5882352941176471, 0.375, 0.14705882352941177, 0.14705882352941177]","[0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.0, 0.0, 0.0]","[0.28125, 0.34285714285714286, 0.4375, 0.25, 0.15625, 0.09375]","[0.3870967741935484, 0.4411764705882353, 0.7096774193548387, 0.2857142857142857, 0.25806451612903225, 0.1935483870967742]","[0.4444444444444444, 0.4444444444444444, 1.1111111111111112, 1.0, 0.3333333333333333, 0.6666666666666666]","[0.4, 0.42857142857142855, 0.55, 0.0, 0.15, 0.0]"
9,20180404KTWO0,"[0.0, 0.75, 4, 4.0]","[0.2857142857142857, 0.375, 0.47619047619047616, 0.2, 0.23809523809523808, 0.14285714285714285]","[0.3142857142857143, 0.375, 0.7428571428571429, 0.625, 0.22857142857142856, 0.34285714285714286]","[0.3076923076923077, 0.35714285714285715, 0.6410256410256411, 0.375, 0.1282051282051282, 0.23076923076923078]","[0.3076923076923077, 0.325, 0.5641025641025641, 0.4444444444444444, 0.15384615384615385, 0.1282051282051282]","[0.3333333333333333, 0.3333333333333333, 0.4, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667]","[0.3055555555555556, 0.375, 0.5277777777777778, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[0.34285714285714286, 0.39473684210526316, 0.6285714285714286, 0.2222222222222222, 0.2571428571428571, 0.17142857142857143]","[0.46153846153846156, 0.46153846153846156, 1.0, 1.0, 0.3076923076923077, 0.6153846153846154]","[0.625, 0.7, 0.625, 0.3333333333333333, 0.375, 0.125]"
