,date,game_key,김도현,윤정우,정진기,박승욱,최항,한동민,이홍구,노수광,조용호,최정용,임석진,김동엽,안상현,워스,로맥,박성한,권기영,이성우,김강민,조동화,박재상,허웅,이대수,나주환,박정권,정의윤,최정,최승준,김성현,이재원,김재현
10,2017-04-13,20170413LTSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.36363636363636365, 0.4166666666666667, 0.7272727272727273, 0.0, 0.2727272727272727, 0.09090909090909091]","[1, 9, 0.23333333333333334, 0.28125, 0.3333333333333333, 0.0, 0.1, 0.03333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.4482758620689655, 0.4838709677419355, 0.9310344827586207, 0.6666666666666666, 0.1724137931034483, 0.27586206896551724]","[1, 7, 0.5, 0.5, 1.25, 0.5, 0.25, 1.0]","[0, 4, 0.18181818181818182, 0.28, 0.22727272727272727, 0.0, 0.13636363636363635, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2702702702702703, 0.2894736842105263, 0.3783783783783784, 0.3333333333333333, 0.13513513513513514, 0.08108108108108109]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.23076923076923078, 0.25925925925925924, 0.23076923076923078, 0.42857142857142855, 0.038461538461538464, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0, 0.0]","[1, 8, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.0, 0.0, 0.0]","[1, 2, 0.20833333333333334, 0.20833333333333334, 0.25, 0.14285714285714285, 0.041666666666666664, 0.041666666666666664]","[1, 6, 0.18181818181818182, 0.2702702702702703, 0.2727272727272727, 0.14285714285714285, 0.06060606060606061, 0.030303030303030304]","[1, 3, 0.2857142857142857, 0.4222222222222222, 0.7714285714285715, 0.4444444444444444, 0.2, 0.3142857142857143]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23333333333333334, 0.28125, 0.23333333333333334, 0.2, 0.03333333333333333, 0.0]","[0, 7, 0.16129032258064516, 0.15625, 0.16129032258064516, 0.0, 0.03225806451612903, 0.03225806451612903]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414SKHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.35714285714285715, 0.4, 0.6428571428571429, 0.5, 0.21428571428571427, 0.14285714285714285]","[1, 9, 0.20588235294117646, 0.25, 0.29411764705882354, 0.0, 0.08823529411764706, 0.029411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.4666666666666667, 0.5151515151515151, 0.9333333333333333, 0.6666666666666666, 0.16666666666666666, 0.26666666666666666]","[0, -1, 0.5, 0.5, 1.25, 0.5, 0.25, 1.0]","[1, 2, 0.21739130434782608, 0.3076923076923077, 0.2608695652173913, 0.0, 0.13043478260869565, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2682926829268293, 0.2857142857142857, 0.36585365853658536, 0.42857142857142855, 0.14634146341463414, 0.12195121951219512]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2, 0.25, 0.2, 0.42857142857142855, 0.06666666666666667, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0, 0.0]","[1, 8, 0.23076923076923078, 0.23076923076923078, 0.46153846153846156, 0.4, 0.07692307692307693, 0.23076923076923078]","[0, 5, 0.2413793103448276, 0.2413793103448276, 0.3793103448275862, 0.14285714285714285, 0.10344827586206896, 0.06896551724137931]","[1, 6, 0.17142857142857143, 0.2682926829268293, 0.2571428571428571, 0.14285714285714285, 0.08571428571428572, 0.05714285714285714]","[1, 3, 0.34210526315789475, 0.48, 0.7894736842105263, 0.4444444444444444, 0.2631578947368421, 0.2894736842105263]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23333333333333334, 0.28125, 0.23333333333333334, 0.2, 0.03333333333333333, 0.0]","[1, 7, 0.16129032258064516, 0.15625, 0.16129032258064516, 0.0, 0.03225806451612903, 0.03225806451612903]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415SKHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.35714285714285715, 0.4, 0.6428571428571429, 0.5, 0.21428571428571427, 0.14285714285714285]","[0, -1, 0.20588235294117646, 0.25, 0.29411764705882354, 0.0, 0.08823529411764706, 0.029411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.42424242424242425, 0.4864864864864865, 0.8484848484848485, 0.5, 0.15151515151515152, 0.24242424242424243]","[0, 6, 0.5714285714285714, 0.5, 1.4285714285714286, 0.5, 0.42857142857142855, 0.8571428571428571]","[1, 2, 0.2692307692307692, 0.36666666666666664, 0.3076923076923077, 0.0, 0.11538461538461539, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.28888888888888886, 0.2978723404255319, 0.4, 0.375, 0.13333333333333333, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.20588235294117646, 0.2702702702702703, 0.20588235294117646, 0.5, 0.08823529411764706, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.5, 0.6666666666666666, 0.5, 0.0, 0.5, 0.0]","[1, 8, 0.2777777777777778, 0.2777777777777778, 0.6111111111111112, 0.375, 0.1111111111111111, 0.2777777777777778]","[1, 7, 0.26666666666666666, 0.26666666666666666, 0.4, 0.14285714285714285, 0.1, 0.06666666666666667]","[0, 4, 0.1794871794871795, 0.2826086956521739, 0.2564102564102564, 0.125, 0.10256410256410256, 0.05128205128205128]","[1, 3, 0.3170731707317073, 0.45454545454545453, 0.7317073170731707, 0.36363636363636365, 0.24390243902439024, 0.2926829268292683]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.20588235294117646, 0.2894736842105263, 0.20588235294117646, 0.16666666666666666, 0.029411764705882353, 0.0]","[1, 6, 0.17142857142857143, 0.1891891891891892, 0.17142857142857143, 0.0, 0.05714285714285714, 0.02857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416SKHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.3333333333333333, 0.4, 0.6111111111111112, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111]","[0, -1, 0.20588235294117646, 0.25, 0.29411764705882354, 0.0, 0.08823529411764706, 0.029411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.42424242424242425, 0.4864864864864865, 0.8484848484848485, 0.5, 0.15151515151515152, 0.24242424242424243]","[0, 8, 0.625, 0.5555555555555556, 1.75, 0.5, 0.5, 0.875]","[0, 1, 0.25, 0.3333333333333333, 0.3125, 0.0, 0.15625, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.32653061224489793, 0.3333333333333333, 0.4897959183673469, 0.45454545454545453, 0.14285714285714285, 0.20408163265306123]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2564102564102564, 0.32558139534883723, 0.2564102564102564, 0.5555555555555556, 0.10256410256410256, 0.10256410256410256]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.5, 0.625, 0.8333333333333334, 1.0, 0.3333333333333333, 0.5]","[1, 2, 0.3181818181818182, 0.375, 0.6818181818181818, 0.4444444444444444, 0.18181818181818182, 0.3181818181818182]","[1, 7, 0.29411764705882354, 0.3142857142857143, 0.4411764705882353, 0.14285714285714285, 0.14705882352941177, 0.058823529411764705]","[1, 6, 0.2, 0.2978723404255319, 0.35, 0.125, 0.125, 0.075]","[1, 3, 0.29545454545454547, 0.4406779661016949, 0.6818181818181818, 0.3076923076923077, 0.22727272727272727, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.2, 0.28205128205128205, 0.2, 0.16666666666666666, 0.02857142857142857, 0.0]","[1, 8, 0.1794871794871795, 0.1951219512195122, 0.1794871794871795, 0.0, 0.05128205128205128, 0.02564102564102564]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418WOSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.3157894736842105, 0.38095238095238093, 0.5789473684210527, 0.3333333333333333, 0.21052631578947367, 0.10526315789473684]","[0, -1, 0.20588235294117646, 0.25, 0.29411764705882354, 0.0, 0.08823529411764706, 0.029411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.43243243243243246, 0.5, 0.8918918918918919, 0.6, 0.1891891891891892, 0.2972972972972973]","[0, -1, 0.625, 0.5555555555555556, 1.75, 0.5, 0.5, 0.875]","[0, 6, 0.24242424242424243, 0.32432432432432434, 0.30303030303030304, 0.0, 0.15151515151515152, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3269230769230769, 0.34545454545454546, 0.5384615384615384, 0.38461538461538464, 0.17307692307692307, 0.23076923076923078]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2619047619047619, 0.3404255319148936, 0.2619047619047619, 0.6, 0.11904761904761904, 0.11904761904761904]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.5, 0.5833333333333334, 0.8, 0.6666666666666666, 0.3, 0.3]","[0, -1, 0.3181818181818182, 0.375, 0.6818181818181818, 0.4444444444444444, 0.18181818181818182, 0.3181818181818182]","[1, 2, 0.2972972972972973, 0.3076923076923077, 0.43243243243243246, 0.2222222222222222, 0.13513513513513514, 0.10810810810810811]","[1, 5, 0.25, 0.3269230769230769, 0.4318181818181818, 0.2222222222222222, 0.13636363636363635, 0.11363636363636363]","[1, 3, 0.2765957446808511, 0.4375, 0.6382978723404256, 0.2857142857142857, 0.2553191489361702, 0.2553191489361702]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.19444444444444445, 0.275, 0.19444444444444445, 0.16666666666666666, 0.027777777777777776, 0.0]","[1, 7, 0.18604651162790697, 0.2, 0.18604651162790697, 0.0, 0.046511627906976744, 0.023255813953488372]","[0, -1, 0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419WOSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3157894736842105, 0.38095238095238093, 0.5789473684210527, 0.3333333333333333, 0.21052631578947367, 0.10526315789473684]","[0, 9, 0.21052631578947367, 0.2682926829268293, 0.3157894736842105, 0.0, 0.13157894736842105, 0.02631578947368421]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4, 0.4666666666666667, 0.825, 0.6, 0.175, 0.275]","[0, -1, 0.625, 0.5555555555555556, 1.75, 0.5, 0.5, 0.875]","[0, 3, 0.23529411764705882, 0.3157894736842105, 0.29411764705882354, 0.0, 0.14705882352941177, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.32142857142857145, 0.3389830508474576, 0.5714285714285714, 0.38461538461538464, 0.17857142857142858, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2608695652173913, 0.3333333333333333, 0.2826086956521739, 0.6363636363636364, 0.13043478260869565, 0.13043478260869565]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.4166666666666667, 0.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.25]","[1, 6, 0.3076923076923077, 0.35714285714285715, 0.6153846153846154, 0.45454545454545453, 0.19230769230769232, 0.2692307692307692]","[0, 4, 0.325, 0.3488372093023256, 0.45, 0.3, 0.175, 0.15]","[1, 5, 0.2708333333333333, 0.3392857142857143, 0.4375, 0.2222222222222222, 0.125, 0.10416666666666667]","[1, 3, 0.27450980392156865, 0.4264705882352941, 0.6666666666666666, 0.2857142857142857, 0.2549019607843137, 0.27450980392156865]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.20512820512820512, 0.27906976744186046, 0.20512820512820512, 0.16666666666666666, 0.05128205128205128, 0.0]","[1, 7, 0.19148936170212766, 0.20408163265306123, 0.19148936170212766, 0.0, 0.0425531914893617, 0.02127659574468085]","[0, -1, 0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420WOSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3157894736842105, 0.38095238095238093, 0.5789473684210527, 0.3333333333333333, 0.21052631578947367, 0.10526315789473684]","[1, 9, 0.23076923076923078, 0.2857142857142857, 0.41025641025641024, 0.1, 0.15384615384615385, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3953488372093023, 0.46938775510204084, 0.7906976744186046, 0.5, 0.18604651162790697, 0.2558139534883721]","[1, 7, 0.625, 0.5555555555555556, 1.75, 0.5, 0.5, 0.875]","[1, 1, 0.23529411764705882, 0.3157894736842105, 0.29411764705882354, 0.0, 0.14705882352941177, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.31666666666666665, 0.3333333333333333, 0.6, 0.4, 0.18333333333333332, 0.2833333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.26, 0.32727272727272727, 0.28, 0.5833333333333334, 0.14, 0.12]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4166666666666667, 0.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.25]","[1, 6, 0.27586206896551724, 0.34375, 0.5517241379310345, 0.4166666666666667, 0.1724137931034483, 0.2413793103448276]","[1, 5, 0.325, 0.3488372093023256, 0.45, 0.3, 0.175, 0.15]","[0, 9, 0.25, 0.31666666666666665, 0.40384615384615385, 0.2, 0.11538461538461539, 0.09615384615384616]","[0, 6, 0.2777777777777778, 0.4305555555555556, 0.6481481481481481, 0.26666666666666666, 0.24074074074074073, 0.25925925925925924]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.21428571428571427, 0.2826086956521739, 0.23809523809523808, 0.14285714285714285, 0.047619047619047616, 0.0]","[0, 7, 0.19607843137254902, 0.20754716981132076, 0.19607843137254902, 0.0, 0.058823529411764705, 0.0196078431372549]","[0, -1, 0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421OBSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.30434782608695654, 0.36, 0.5217391304347826, 0.4, 0.17391304347826086, 0.13043478260869565]","[1, 9, 0.24390243902439024, 0.3111111111111111, 0.4146341463414634, 0.1, 0.17073170731707318, 0.07317073170731707]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3617021276595745, 0.4339622641509434, 0.723404255319149, 0.375, 0.1702127659574468, 0.23404255319148937]","[0, -1, 0.625, 0.5555555555555556, 1.75, 0.5, 0.5, 0.875]","[0, -1, 0.23529411764705882, 0.3157894736842105, 0.29411764705882354, 0.0, 0.14705882352941177, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.296875, 0.31343283582089554, 0.5625, 0.4, 0.171875, 0.265625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2692307692307692, 0.3333333333333333, 0.28846153846153844, 0.6153846153846154, 0.1346153846153846, 0.1346153846153846]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4166666666666667, 0.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.25]","[0, 2, 0.26666666666666666, 0.35294117647058826, 0.5333333333333333, 0.4166666666666667, 0.16666666666666666, 0.23333333333333334]","[1, 2, 0.29545454545454547, 0.3191489361702128, 0.4090909090909091, 0.3, 0.1590909090909091, 0.13636363636363635]","[1, 6, 0.24528301886792453, 0.3114754098360656, 0.39622641509433965, 0.2, 0.11320754716981132, 0.09433962264150944]","[1, 3, 0.26785714285714285, 0.4189189189189189, 0.625, 0.26666666666666666, 0.23214285714285715, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.21739130434782608, 0.28, 0.2391304347826087, 0.14285714285714285, 0.06521739130434782, 0.0]","[1, 7, 0.19230769230769232, 0.2037037037037037, 0.19230769230769232, 0.0, 0.057692307692307696, 0.019230769230769232]","[0, -1, 0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422OBSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.36, 0.4074074074074074, 0.56, 0.5, 0.2, 0.16]","[1, 9, 0.24444444444444444, 0.30612244897959184, 0.4, 0.16666666666666666, 0.17777777777777778, 0.08888888888888889]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.37254901960784315, 0.4482758620689655, 0.7843137254901961, 0.3, 0.19607843137254902, 0.23529411764705882]","[1, 7, 0.5454545454545454, 0.5, 1.6363636363636365, 0.5, 0.45454545454545453, 0.7272727272727273]","[0, -1, 0.23529411764705882, 0.3157894736842105, 0.29411764705882354, 0.0, 0.14705882352941177, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.29411764705882354, 0.3194444444444444, 0.5588235294117647, 0.4375, 0.16176470588235295, 0.27941176470588236]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.2727272727272727, 0.3333333333333333, 0.34545454545454546, 0.6153846153846154, 0.14545454545454545, 0.14545454545454545]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4166666666666667, 0.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.25]","[0, 6, 0.2903225806451613, 0.37142857142857144, 0.5483870967741935, 0.4166666666666667, 0.1935483870967742, 0.25806451612903225]","[0, 3, 0.2765957446808511, 0.3, 0.3829787234042553, 0.3, 0.14893617021276595, 0.1276595744680851]","[1, 6, 0.25925925925925924, 0.35384615384615387, 0.4074074074074074, 0.2, 0.12962962962962962, 0.09259259259259259]","[1, 3, 0.2786885245901639, 0.4177215189873418, 0.6557377049180327, 0.23529411764705882, 0.22950819672131148, 0.2459016393442623]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.20408163265306123, 0.25925925925925924, 0.22448979591836735, 0.125, 0.061224489795918366, 0.02040816326530612]","[1, 8, 0.18181818181818182, 0.19298245614035087, 0.18181818181818182, 0.0, 0.07272727272727272, 0.01818181818181818]","[0, -1, 0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423OBSK0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.35714285714285715, 0.41935483870967744, 0.5357142857142857, 0.375, 0.21428571428571427, 0.14285714285714285]","[0, 9, 0.25, 0.3076923076923077, 0.4375, 0.16666666666666666, 0.1875, 0.10416666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.36363636363636365, 0.43548387096774194, 0.8, 0.2727272727272727, 0.2, 0.23636363636363636]","[1, 7, 0.4666666666666667, 0.4375, 1.2666666666666666, 0.5, 0.3333333333333333, 0.5333333333333333]","[0, -1, 0.23529411764705882, 0.3157894736842105, 0.29411764705882354, 0.0, 0.14705882352941177, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2777777777777778, 0.3026315789473684, 0.5277777777777778, 0.4117647058823529, 0.1527777777777778, 0.2638888888888889]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2727272727272727, 0.3333333333333333, 0.34545454545454546, 0.6153846153846154, 0.14545454545454545, 0.14545454545454545]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.38461538461538464, 0.4666666666666667, 0.6153846153846154, 0.6666666666666666, 0.3076923076923077, 0.23076923076923078]","[0, 3, 0.2903225806451613, 0.37142857142857144, 0.5483870967741935, 0.4166666666666667, 0.1935483870967742, 0.25806451612903225]","[0, 8, 0.2765957446808511, 0.3, 0.3829787234042553, 0.3, 0.14893617021276595, 0.1276595744680851]","[1, 6, 0.2413793103448276, 0.3333333333333333, 0.3793103448275862, 0.2, 0.1206896551724138, 0.08620689655172414]","[1, 3, 0.3076923076923077, 0.43373493975903615, 0.7538461538461538, 0.3157894736842105, 0.24615384615384617, 0.3076923076923077]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.22641509433962265, 0.27586206896551724, 0.24528301886792453, 0.2222222222222222, 0.07547169811320754, 0.03773584905660377]","[0, -1, 0.18181818181818182, 0.19298245614035087, 0.18181818181818182, 0.0, 0.07272727272727272, 0.01818181818181818]","[0, -1, 0, 0, 0, 0, 0, 0]"
