,date,game_key,김대유,박종훈,문광은,이정담,서진용,정영일,임치영,문승원,허건엽,김정빈,이건욱,김택형,박세웅,켈리,허웅,김찬호,정동윤,김주한,다이아몬드,남윤성,이원준,채병용,임준혁,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,김태훈
10,2017-04-13,20170413LTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.3125, 0.6666666666666666, 5.333333333333333]","[0, 1, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.2857142857142856, 0.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9285714285714284, 1.2857142857142856, 1.6666666666666667, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 4.0, 1.4]","[0, 0, 0.0, 1.0, 3, 1.0]","[0, 0, 3.0, 0.5, 5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.8461538461538463, 1.0, 0.8666666666666666]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 1, 1.9285714285714284, 1.5, 1.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.3125, 0.6666666666666666, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.2857142857142856, 0.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.6666666666666667, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.3333333333333333, 1.6666666666666667, 1.5]","[0, 0, 0.0, 1.0, 3, 1.0]","[1, 0, 3.0, 0.6666666666666666, 3.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 1.0, 0.8666666666666666]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 1.9285714285714284, 1.5, 1.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.3125, 0.6666666666666666, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.269230769230769, 1.9615384615384617, 0.8571428571428571, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.6666666666666667, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.6666666666666667, 1.5]","[0, 1, 0.0, 1.2, 4.0, 1.25]","[0, 0, 3.0, 0.6666666666666666, 3.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 1.0, 0.8666666666666666]","[0, 1, 0.0, 1.7999999999999998, 1.0, 0.5555555555555556]","[0, 0, 1.9285714285714284, 1.5, 1.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416SKHH0,"[0, 0, 0, 0, 0, 0]","[1, 0, 6.545454545454546, 1.6363636363636365, 0.6666666666666666, 5.5]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.642857142857142, 1.9285714285714284, 4.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.8571428571428571, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.6666666666666667, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.6666666666666667, 1.5]","[0, 0, 0.0, 1.2, 4.0, 1.25]","[0, 0, 3.0, 0.6666666666666666, 3.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.6666666666666667, 1.0, 1.0]","[0, 0, 0.0, 1.7999999999999998, 1.0, 0.5555555555555556]","[0, 1, 1.8, 1.4, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 0.6666666666666666, 5.5]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.9411764705882355, 1.588235294117647, 4.5, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.8571428571428571, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.25, 1.25, 5.4, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.6666666666666667, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.6666666666666667, 1.5]","[0, 0, 0.0, 1.2, 4.0, 1.25]","[0, 0, 3.0, 0.6666666666666666, 3.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6666666666666667, 1.0, 1.0]","[0, 0, 0.0, 1.7999999999999998, 1.0, 0.5555555555555556]","[0, 1, 1.5, 1.3333333333333333, 1.3333333333333333, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 0.6666666666666666, 5.5]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5, 4.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.8571428571428571, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 5.4, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.719999999999999, 1.92, 1.75, 2.777777777777778]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.161290322580645, 2.3333333333333335, 1.4761904761904763]","[0, 0, 0.0, 1.2, 4.0, 1.25]","[0, 0, 3.0, 0.6666666666666666, 3.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.142857142857142, 1.7142857142857142, 1.0, 1.0]","[0, 0, 0.0, 1.7999999999999998, 1.0, 0.5555555555555556]","[0, 0, 1.5, 1.3333333333333333, 1.3333333333333333, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 0.6666666666666666, 5.5]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 4.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.8571428571428571, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 5.4, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.719999999999999, 1.92, 1.75, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.161290322580645, 2.3333333333333335, 1.4761904761904763]","[0, 1, 1.2857142857142856, 1.5714285714285714, 3.5, 1.4]","[1, 0, 2.3684210526315788, 0.6842105263157895, 4.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 1.0]","[0, 1, 0.0, 1.875, 1.25, 0.6666666666666666]","[0, 1, 1.4210526315789473, 1.4210526315789473, 1.0, 0.7916666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 0.6666666666666666, 5.5]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.3043478260869565, 5.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.522727272727273, 1.840909090909091, 1.0, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 5.4, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.719999999999999, 1.92, 1.75, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.3235294117647058, 2.0, 1.4166666666666667]","[0, 0, 1.2857142857142856, 1.5714285714285714, 3.5, 1.4]","[0, 0, 2.3684210526315788, 0.6842105263157895, 4.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 1.0]","[0, 0, 0.0, 1.875, 1.25, 0.6666666666666666]","[0, 0, 1.4210526315789473, 1.4210526315789473, 1.0, 0.7916666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422OBSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.375, 1.3333333333333333, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.153846153846154, 5.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.840909090909091, 1.0, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 5.4, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.719999999999999, 1.92, 1.75, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.3235294117647058, 2.0, 1.4166666666666667]","[0, 0, 1.2857142857142856, 1.5714285714285714, 3.5, 1.4]","[0, 0, 2.3684210526315788, 0.6842105263157895, 4.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.625, 1.0, 1.0]","[0, 0, 0.0, 1.875, 1.25, 0.6666666666666666]","[0, 1, 4.05, 1.7999999999999998, 1.0, 0.7407407407407408]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.3333333333333333, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 5.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.840909090909091, 1.0, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.927710843373494, 1.1927710843373494, 6.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.838709677419355, 1.7419354838709677, 1.4, 2.5833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.3235294117647058, 2.0, 1.4166666666666667]","[0, 1, 2.25, 1.5, 3.5, 1.3333333333333333]","[0, 0, 2.3684210526315788, 0.6842105263157895, 4.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.625, 1.0, 1.0]","[0, 0, 0.0, 1.875, 1.25, 0.6666666666666666]","[0, 0, 4.05, 1.7999999999999998, 1.0, 0.7407407407407408]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2017-04-25,20170425SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.3333333333333333, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 5.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.840909090909091, 1.0, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1927710843373494, 6.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.8, 1.5, 2.333333333333333]","[1, 0, 2.25, 1.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.552631578947368, 1.2631578947368423, 2.5, 1.4074074074074074]","[0, 1, 2.0, 1.3333333333333333, 4.0, 1.2857142857142858]","[0, 0, 2.3684210526315788, 0.6842105263157895, 4.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.4, 1.0, 1.1111111111111112]","[0, 0, 0.0, 1.875, 1.25, 0.6666666666666666]","[0, 0, 4.05, 1.7999999999999998, 1.0, 0.7407407407407408]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2017-04-26,20170426SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.3333333333333333, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 5.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.840909090909091, 1.0, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1927710843373494, 6.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.8, 1.5, 2.333333333333333]","[0, 0, 2.25, 1.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.2631578947368423, 2.5, 1.4074074074074074]","[0, 0, 2.0, 1.3333333333333333, 4.0, 1.2857142857142858]","[1, 0, 2.25, 0.9166666666666666, 3.2857142857142856, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.0, 1.1111111111111112]","[0, 1, 0.0, 1.25, 2.0, 0.8]","[0, 0, 4.05, 1.7999999999999998, 1.0, 0.7407407407407408]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2017-04-27,20170427SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.3333333333333333, 5.333333333333333]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.1379310344827587, 4.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.484375, 1.78125, 1.2727272727272727, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1927710843373494, 6.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.736842105263158, 1.4285714285714286, 2.111111111111111]","[0, 0, 2.25, 1.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.2631578947368423, 2.5, 1.4074074074074074]","[0, 1, 4.655172413793104, 1.8620689655172415, 2.6666666666666665, 1.2083333333333333]","[0, 0, 2.25, 0.9166666666666666, 3.2857142857142856, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.0, 1.1111111111111112]","[0, 0, 0.0, 1.25, 2.0, 0.8]","[0, 1, 3.5217391304347827, 1.5652173913043477, 1.0, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2017-04-28,20170428SKSS0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.142857142857142, 1.619047619047619, 1.1818181818181819, 5.25]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.1379310344827587, 4.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.78125, 1.2727272727272727, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1927710843373494, 6.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.736842105263158, 1.4285714285714286, 2.111111111111111]","[0, 0, 2.25, 1.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.214285714285714, 1.1428571428571428, 3.25, 1.4]","[0, 0, 4.655172413793104, 1.8620689655172415, 2.6666666666666665, 1.2083333333333333]","[0, 0, 2.25, 0.9166666666666666, 3.2857142857142856, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.3636363636363635, 1.5, 1.1]","[0, 0, 0.0, 1.25, 2.0, 0.8]","[0, 1, 3.1153846153846154, 1.6153846153846154, 1.0, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2017-04-29,20170429SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.619047619047619, 1.1818181818181819, 5.25]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.1379310344827587, 4.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.78125, 1.2727272727272727, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.13265306122449, 1.3775510204081634, 5.857142857142857, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.585365853658536, 1.6097560975609757, 1.5714285714285714, 1.9523809523809523]","[0, 0, 2.25, 1.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.1428571428571428, 3.25, 1.4]","[0, 0, 4.655172413793104, 1.8620689655172415, 2.6666666666666665, 1.2083333333333333]","[0, 0, 2.25, 0.9166666666666666, 3.2857142857142856, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3636363636363635, 1.5, 1.1]","[0, 0, 0.0, 1.25, 2.0, 0.8]","[0, 0, 3.1153846153846154, 1.6153846153846154, 1.0, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,2017-04-30,20170430SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.619047619047619, 1.1818181818181819, 5.25]","[0, 0, 0.0, 0.375, 4.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.1379310344827587, 4.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.78125, 1.2727272727272727, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.13265306122449, 1.3775510204081634, 5.857142857142857, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.585365853658536, 1.6097560975609757, 1.5714285714285714, 1.9523809523809523]","[1, 0, 1.0, 1.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.1428571428571428, 3.25, 1.4]","[0, 1, 4.909090909090909, 1.9090909090909092, 2.0, 1.2222222222222223]","[0, 0, 2.25, 0.9166666666666666, 3.2857142857142856, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.4166666666666667, 1.5, 1.0909090909090908]","[0, 1, 6.0, 1.8333333333333333, 1.6666666666666667, 1.0]","[0, 1, 2.793103448275862, 1.5517241379310345, 1.0, 0.8055555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
