,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이민우,문경찬,김명찬,김현준,헥터,정동현,남재현,유승철,팻딘,박진태,정윤환,김광수,배힘찬,고효준,김진우,윤석민,곽정철,김세현,한기주,손영민,박경태,양현종,정용운,임창용,최영필
10,2017-04-13,20170413HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 0.8571428571428571, 2.0, 0.7777777777777778]","[0, 0, 72.0, 9.0, 0.0, 1.0]","[0, 1, 5.4, 1.3499999999999999, 2.0, 1.1111111111111112]","[0, 0, 3.0, 0.6666666666666666, 2.0, 0.75]","[0, 1, 6.75, 1.125, 1.5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 2, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6875, 1.0625, 9.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 4.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.2, 2.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 4.0, 0.75, 0.75]","[0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.8571428571428571, 2.0, 0.7777777777777778]","[0, 0, 72.0, 9.0, 0.0, 1.0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.1111111111111112]","[0, 0, 3.0, 0.6666666666666666, 2.0, 0.75]","[0, 0, 6.75, 1.125, 1.5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 2, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.0625, 9.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.7105263157894737, 1.1842105263157896, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.2, 2.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 0.75, 0.75]","[0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.8571428571428571, 2.0, 0.7777777777777778]","[0, 0, 72.0, 9.0, 0.0, 1.0]","[0, 1, 6.136363636363636, 1.7727272727272727, 1.3333333333333333, 1.0476190476190477]","[0, 0, 3.0, 0.6666666666666666, 2.0, 0.75]","[0, 1, 6.352941176470588, 1.0588235294117647, 1.5, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 2, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.0625, 9.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7105263157894737, 1.1842105263157896, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3170731707317074, 1.2439024390243902, 4.0, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 0.75, 0.75]","[0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.125, 2.3333333333333335, 0.7619047619047619]","[1, 0, 35.1, 5.1, 0.25, 1.6666666666666667]","[0, 1, 5.869565217391304, 1.9565217391304348, 1.5, 0.9583333333333334]","[0, 1, 4.909090909090909, 1.090909090909091, 2.0, 0.7333333333333333]","[0, 1, 5.4, 1.2, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 2, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.0625, 9.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7105263157894737, 1.1842105263157896, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 3.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.2439024390243902, 4.0, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 3.5999999999999996, 0.75, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418HTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.3333333333333335, 0.7619047619047619]","[0, 0, 35.1, 5.1, 0.25, 1.6666666666666667]","[0, 0, 5.869565217391304, 1.9565217391304348, 1.5, 0.9583333333333334]","[0, 0, 4.909090909090909, 1.090909090909091, 2.0, 0.7333333333333333]","[0, 0, 5.4, 1.2, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.25, 1.0, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.0625, 9.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7105263157894737, 1.1842105263157896, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 3.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.2439024390243902, 4.0, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 3.5999999999999996, 0.75, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419HTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.3333333333333335, 0.7619047619047619]","[0, 0, 35.1, 5.1, 0.25, 1.6666666666666667]","[0, 0, 5.869565217391304, 1.9565217391304348, 1.5, 0.9583333333333334]","[0, 1, 3.375, 1.125, 2.0, 0.8888888888888888]","[0, 0, 5.4, 1.2, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.0625, 9.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7105263157894737, 1.1842105263157896, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 22.5, 3.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 21.6, 3.0, 0.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.2439024390243902, 4.0, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 3.5999999999999996, 0.75, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420HTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.3333333333333335, 0.7619047619047619]","[0, 1, 18.782608695652172, 3.260869565217391, 1.75, 2.555555555555556]","[0, 0, 5.869565217391304, 1.9565217391304348, 1.5, 0.9583333333333334]","[0, 0, 3.375, 1.125, 2.0, 0.8888888888888888]","[0, 0, 5.4, 1.2, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.1739130434782608, 1.1304347826086956, 6.0, 7.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7105263157894737, 1.1842105263157896, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.6, 3.0, 0.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.2439024390243902, 4.0, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 3.5454545454545454, 0.6, 0.611111111111111]","[0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.3333333333333335, 0.7619047619047619]","[0, 0, 18.782608695652172, 3.260869565217391, 1.75, 2.555555555555556]","[0, 1, 5.625, 1.875, 1.5, 0.8888888888888888]","[0, 0, 3.375, 1.125, 2.0, 0.8888888888888888]","[0, 1, 6.428571428571428, 1.4285714285714286, 1.3333333333333333, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 1.1304347826086956, 6.0, 7.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2461538461538462, 1.0615384615384615, 5.0, 7.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.6, 3.0, 0.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.2439024390243902, 4.0, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 3.5454545454545454, 0.6, 0.611111111111111]","[0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.105263157894737, 2.6666666666666665, 0.7916666666666666]","[0, 0, 18.782608695652172, 3.260869565217391, 1.75, 2.555555555555556]","[0, 0, 5.625, 1.875, 1.5, 0.8888888888888888]","[0, 1, 2.7, 0.8999999999999999, 2.5, 0.9523809523809524]","[0, 0, 6.428571428571428, 1.4285714285714286, 1.3333333333333333, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 1.1304347826086956, 6.0, 7.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 5.0, 7.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.6, 3.0, 0.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.8709677419354839, 1.161290322580645, 5.333333333333333, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 3.4285714285714284, 0.8571428571428571, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2.6666666666666665, 0.7916666666666666]","[0, 1, 16.615384615384617, 2.884615384615385, 2.5, 2.1666666666666665]","[0, 1, 8.64, 2.1599999999999997, 1.2857142857142858, 0.8333333333333334]","[0, 0, 2.7, 0.8999999999999999, 2.5, 0.9523809523809524]","[0, 1, 5.869565217391304, 1.5652173913043477, 1.6666666666666667, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 1.1304347826086956, 6.0, 7.666666666666667]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 5.0, 7.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 2.181818181818182, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8709677419354839, 1.161290322580645, 5.333333333333333, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 3.4, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]"
20,2017-04-25,20170425SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2.6666666666666665, 0.7916666666666666]","[0, 0, 16.615384615384617, 2.884615384615385, 2.5, 2.1666666666666665]","[0, 0, 8.64, 2.1599999999999997, 1.2857142857142858, 0.8333333333333334]","[0, 1, 2.3478260869565215, 0.9130434782608695, 3.0, 0.9583333333333334]","[0, 0, 5.869565217391304, 1.5652173913043477, 1.6666666666666667, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2857142857142856, 0.9523809523809523, 4.333333333333333, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 1.1304347826086956, 6.0, 7.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 5.0, 7.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 2.4, 1.25, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.461538461538462, 2.307692307692308, 2.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8709677419354839, 1.161290322580645, 5.333333333333333, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.4, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]"
21,2017-04-26,20170426SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.4285714285714286, 3.0, 0.7777777777777778]","[0, 0, 16.615384615384617, 2.884615384615385, 2.5, 2.1666666666666665]","[0, 0, 8.64, 2.1599999999999997, 1.2857142857142858, 0.8333333333333334]","[0, 0, 2.3478260869565215, 0.9130434782608695, 3.0, 0.9583333333333334]","[0, 1, 4.821428571428571, 1.8214285714285714, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.9523809523809523, 4.333333333333333, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.5, 1.0333333333333334, 10.0, 7.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2461538461538462, 1.0615384615384615, 5.0, 7.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.4, 1.25, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 2.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8709677419354839, 1.161290322580645, 5.333333333333333, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.4, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]"
22,2017-04-27,20170427SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.4285714285714286, 3.0, 0.7777777777777778]","[0, 1, 15.299999999999999, 3.0, 2.0, 2.0]","[0, 1, 7.7142857142857135, 1.9285714285714284, 1.4285714285714286, 0.8484848484848485]","[0, 0, 2.3478260869565215, 0.9130434782608695, 3.0, 0.9583333333333334]","[0, 0, 4.821428571428571, 1.8214285714285714, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.9523809523809523, 4.333333333333333, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.0333333333333334, 10.0, 7.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.569767441860465, 1.0465116279069766, 5.25, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.391304347826086, 2.217391304347826, 1.25, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 2.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8709677419354839, 1.161290322580645, 5.333333333333333, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.4, 1.0, 0.625]","[0, 0, 0, 0, 0, 0]"
23,2017-04-28,20170428NCHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.375, 3.6666666666666665, 0.8]","[0, 0, 15.299999999999999, 3.0, 2.0, 2.0]","[0, 0, 7.7142857142857135, 1.9285714285714284, 1.4285714285714286, 0.8484848484848485]","[0, 1, 2.076923076923077, 1.0384615384615385, 3.5, 0.9629629629629629]","[0, 0, 4.821428571428571, 1.8214285714285714, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.9523809523809523, 4.333333333333333, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.0333333333333334, 10.0, 7.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.569767441860465, 1.0465116279069766, 5.25, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.391304347826086, 2.217391304347826, 1.25, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 2.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3012048192771084, 1.1204819277108433, 8.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 2.8333333333333335, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]"
24,2017-04-29,20170429NCHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.2222222222222223, 4.0, 0.8181818181818182]","[0, 0, 15.299999999999999, 3.0, 2.0, 2.0]","[0, 1, 7.363636363636363, 2.0, 1.5, 0.9166666666666666]","[0, 0, 2.076923076923077, 1.0384615384615385, 3.5, 0.9629629629629629]","[0, 1, 4.354838709677419, 1.7419354838709677, 1.5, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.9523809523809523, 4.333333333333333, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.0333333333333334, 10.0, 7.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.569767441860465, 1.0465116279069766, 5.25, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.9615384615384617, 2.0, 1.7333333333333332]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 2.0625, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3012048192771084, 1.1204819277108433, 8.0, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 2.4285714285714284, 1.2857142857142858, 0.7]","[0, 0, 0, 0, 0, 0]"
