,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이민우,문경찬,김명찬,김현준,헥터,정동현,남재현,유승철,팻딘,박진태,정윤환,김광수,배힘찬,고효준,김진우,윤석민,곽정철,김세현,한기주,손영민,박경태,양현종,정용운,임창용,최영필
39,2017-05-17,20170517LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 0, 12.461538461538462, 2.5384615384615383, 2.8, 1.8571428571428572]","[0, 1, 7.902439024390244, 2.048780487804878, 1.7777777777777777, 0.9111111111111111]","[0, 1, 3.75, 1.4166666666666667, 1.8, 0.8571428571428571]","[0, 0, 2.625, 1.2916666666666667, 1.8, 1.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9918032786885245, 1.1065573770491803, 4.6, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.993288590604027, 1.2080536912751678, 6.166666666666667, 7.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.934782608695652, 1.3695652173913044, 4.714285714285714, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.838709677419355, 2.032258064516129, 1.2857142857142858, 1.1481481481481481]","[0, 0, 6.585365853658536, 1.6097560975609757, 0.7, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9014084507042255, 1.0985915492957745, 11.25, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.6428571428571428, 1.8888888888888888, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]"
40,2017-05-18,20170518LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 1, 11.30232558139535, 2.441860465116279, 2.3333333333333335, 1.7916666666666667]","[0, 0, 7.902439024390244, 2.048780487804878, 1.7777777777777777, 0.9111111111111111]","[0, 1, 3.4615384615384612, 1.3076923076923077, 1.8, 0.8666666666666667]","[0, 0, 2.625, 1.2916666666666667, 1.8, 1.411764705882353]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9424460431654675, 1.1007194244604317, 4.666666666666667, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.993288590604027, 1.2080536912751678, 6.166666666666667, 7.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.3695652173913044, 4.714285714285714, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.838709677419355, 2.032258064516129, 1.2857142857142858, 1.1481481481481481]","[0, 0, 6.585365853658536, 1.6097560975609757, 0.7, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9014084507042255, 1.0985915492957745, 11.25, 6.761904761904762]","[0, 1, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.6428571428571428, 1.8888888888888888, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]"
41,2017-05-19,20170519OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 0, 11.30232558139535, 2.441860465116279, 2.3333333333333335, 1.7916666666666667]","[0, 1, 7.363636363636363, 2.1136363636363638, 1.8888888888888888, 0.9166666666666666]","[0, 0, 3.4615384615384612, 1.3076923076923077, 1.8, 0.8666666666666667]","[0, 1, 2.3625, 1.2, 1.9090909090909092, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9424460431654675, 1.1007194244604317, 4.666666666666667, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.184971098265896, 1.161849710982659, 4.555555555555555, 7.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.3695652173913044, 4.714285714285714, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.147058823529412, 1.852941176470588, 1.4285714285714286, 1.1333333333333333]","[0, 0, 6.585365853658536, 1.6097560975609757, 0.7, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9014084507042255, 1.0985915492957745, 11.25, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.5333333333333334, 2.111111111111111, 0.9375]","[0, 0, 0, 0, 0, 0]"
42,2017-05-20,20170520OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 1, 11.571428571428571, 2.5102040816326534, 2.142857142857143, 1.8148148148148147]","[0, 0, 7.363636363636363, 2.1136363636363638, 1.8888888888888888, 0.9166666666666666]","[0, 0, 3.4615384615384612, 1.3076923076923077, 1.8, 0.8666666666666667]","[0, 0, 2.3625, 1.2, 1.9090909090909092, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9424460431654675, 1.1007194244604317, 4.666666666666667, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.161849710982659, 4.555555555555555, 7.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.3695652173913044, 4.714285714285714, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.852941176470588, 1.4285714285714286, 1.1333333333333333]","[0, 0, 6.585365853658536, 1.6097560975609757, 0.7, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.1533742331288344, 1.1042944785276072, 12.5, 6.791666666666667]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 1.8, 1.5333333333333334, 2.111111111111111, 0.9375]","[0, 0, 0, 0, 0, 0]"
43,2017-05-21,20170521OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 0, 11.571428571428571, 2.5102040816326534, 2.142857142857143, 1.8148148148148147]","[0, 1, 7.043478260869565, 2.0869565217391304, 1.7, 0.9019607843137255]","[0, 0, 3.4615384615384612, 1.3076923076923077, 1.8, 0.8666666666666667]","[0, 1, 2.2771084337349397, 1.2289156626506024, 1.9090909090909092, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9424460431654675, 1.1007194244604317, 4.666666666666667, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.161849710982659, 4.555555555555555, 7.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.3695652173913044, 4.714285714285714, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.147058823529412, 1.9411764705882353, 1.4285714285714286, 1.0303030303030303]","[1, 0, 5.491525423728814, 1.5254237288135593, 1.0909090909090908, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1533742331288344, 1.1042944785276072, 12.5, 6.791666666666667]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 1, 4.695652173913043, 1.826086956521739, 2.0, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]"
44,2017-05-23,20170523HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 1, 9.610169491525424, 2.23728813559322, 2.2857142857142856, 1.9666666666666668]","[0, 1, 7.5600000000000005, 2.04, 1.5454545454545454, 0.925925925925926]","[0, 1, 3.4615384615384612, 1.3846153846153846, 1.8, 0.8125]","[0, 0, 2.2771084337349397, 1.2289156626506024, 1.9090909090909092, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9424460431654675, 1.1007194244604317, 4.666666666666667, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.161849710982659, 4.555555555555555, 7.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9423076923076925, 1.3461538461538463, 4.444444444444445, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.9411764705882353, 1.4285714285714286, 1.0303030303030303]","[0, 0, 5.491525423728814, 1.5254237288135593, 1.0909090909090908, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1533742331288344, 1.1042944785276072, 12.5, 6.791666666666667]","[0, 1, 0.0, 0.5, 1.0, 0.6666666666666666]","[0, 0, 4.695652173913043, 1.826086956521739, 2.0, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]"
45,2017-05-24,20170524HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 1, 9.0, 2.142857142857143, 2.5714285714285716, 1.9090909090909092]","[0, 0, 7.5600000000000005, 2.04, 1.5454545454545454, 0.925925925925926]","[0, 0, 3.4615384615384612, 1.3846153846153846, 1.8, 0.8125]","[0, 0, 2.2771084337349397, 1.2289156626506024, 1.9090909090909092, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.89171974522293, 1.1464968152866242, 5.5, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.184971098265896, 1.161849710982659, 4.555555555555555, 7.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9423076923076925, 1.3461538461538463, 4.444444444444445, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.075, 1.7999999999999998, 1.5, 1.1111111111111112]","[0, 0, 5.491525423728814, 1.5254237288135593, 1.0909090909090908, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1533742331288344, 1.1042944785276072, 12.5, 6.791666666666667]","[0, 1, 3.8571428571428568, 1.2857142857142856, 1.0, 0.5833333333333334]","[0, 0, 4.695652173913043, 1.826086956521739, 2.0, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]"
46,2017-05-25,20170525HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 0, 9.0, 2.142857142857143, 2.5714285714285716, 1.9090909090909092]","[0, 0, 7.5600000000000005, 2.04, 1.5454545454545454, 0.925925925925926]","[0, 0, 3.4615384615384612, 1.3846153846153846, 1.8, 0.8125]","[0, 1, 2.8255813953488373, 1.2906976744186045, 1.8333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.89171974522293, 1.1464968152866242, 5.5, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2268041237113403, 1.1752577319587627, 4.181818181818182, 7.185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9423076923076925, 1.3461538461538463, 4.444444444444445, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.075, 1.7999999999999998, 1.5, 1.1111111111111112]","[0, 0, 5.491525423728814, 1.5254237288135593, 1.0909090909090908, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1533742331288344, 1.1042944785276072, 12.5, 6.791666666666667]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 0.5833333333333334]","[0, 1, 4.595744680851063, 1.7872340425531916, 2.1, 0.8703703703703703]","[0, 0, 0, 0, 0, 0]"
47,2017-05-26,20170526LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 0, 9.0, 2.142857142857143, 2.5714285714285716, 1.9090909090909092]","[0, 1, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 3.4615384615384612, 1.3846153846153846, 1.8, 0.8125]","[0, 0, 2.8255813953488373, 1.2906976744186045, 1.8333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.89171974522293, 1.1464968152866242, 5.5, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2268041237113403, 1.1752577319587627, 4.181818181818182, 7.185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9423076923076925, 1.3461538461538463, 4.444444444444445, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.075, 1.7999999999999998, 1.5, 1.1111111111111112]","[0, 0, 5.491525423728814, 1.5254237288135593, 1.0909090909090908, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8983050847457625, 1.2372881355932204, 10.2, 6.555555555555555]","[0, 1, 3.375, 1.125, 2.0, 0.5333333333333333]","[0, 0, 4.595744680851063, 1.7872340425531916, 2.1, 0.8703703703703703]","[0, 0, 0, 0, 0, 0]"
48,2017-05-27,20170527LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.3421052631578947, 5.333333333333333, 0.7916666666666666]","[0, 1, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 1, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 2.8255813953488373, 1.2906976744186045, 1.8333333333333333, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.89171974522293, 1.1464968152866242, 5.5, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2268041237113403, 1.1752577319587627, 4.181818181818182, 7.185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9423076923076925, 1.3461538461538463, 4.444444444444445, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.651162790697675, 1.6744186046511627, 1.5, 1.1025641025641026]","[1, 0, 5.625, 1.5833333333333333, 1.0769230769230769, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.2372881355932204, 10.2, 6.555555555555555]","[0, 0, 3.375, 1.125, 2.0, 0.5333333333333333]","[0, 1, 4.5, 1.875, 1.8333333333333333, 0.8421052631578947]","[0, 0, 0, 0, 0, 0]"
49,2017-05-28,20170528LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.2682926829268295, 1.5365853658536586, 4.25, 0.8039215686274509]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 2.730337078651685, 1.2808988764044944, 1.9230769230769231, 1.4126984126984128]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.89171974522293, 1.1464968152866242, 5.5, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2268041237113403, 1.1752577319587627, 4.181818181818182, 7.185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9482758620689657, 1.3448275862068966, 4.2, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.64705882352941, 2.6470588235294117, 4.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.6956521739130435, 1.3333333333333333, 1.0952380952380953]","[0, 0, 5.625, 1.5833333333333333, 1.0769230769230769, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.2372881355932204, 10.2, 6.555555555555555]","[0, 0, 3.375, 1.125, 2.0, 0.5333333333333333]","[0, 1, 4.235294117647059, 1.7647058823529411, 1.9166666666666667, 0.85]","[0, 0, 0, 0, 0, 0]"
50,2017-05-30,20170530HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.023255813953488, 1.4651162790697674, 4.25, 0.7962962962962963]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 2.872340425531915, 1.372340425531915, 1.7333333333333334, 1.424242424242424]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8202247191011236, 1.095505617977528, 5.833333333333333, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2268041237113403, 1.1752577319587627, 4.181818181818182, 7.185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9482758620689657, 1.3448275862068966, 4.2, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 17.55, 2.4, 6.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.510204081632653, 1.653061224489796, 1.4444444444444444, 1.0888888888888888]","[0, 0, 5.625, 1.5833333333333333, 1.0769230769230769, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.2372881355932204, 10.2, 6.555555555555555]","[0, 0, 3.375, 1.125, 2.0, 0.5333333333333333]","[0, 1, 3.8571428571428568, 1.607142857142857, 2.0, 0.888888888888889]","[0, 1, 0, 0, 0, 0]"
51,2017-05-31,20170531HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.4651162790697674, 4.25, 0.7962962962962963]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.4105263157894736, 1.4210526315789473, 1.625, 1.3768115942028987]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8202247191011236, 1.095505617977528, 5.833333333333333, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.488479262672811, 1.1474654377880185, 4.333333333333333, 7.2333333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9482758620689657, 1.3448275862068966, 4.2, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 17.55, 2.4, 6.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.653061224489796, 1.4444444444444444, 1.0888888888888888]","[0, 0, 5.625, 1.5833333333333333, 1.0769230769230769, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.2372881355932204, 10.2, 6.555555555555555]","[0, 1, 2.4545454545454546, 1.090909090909091, 1.5, 0.611111111111111]","[0, 0, 3.8571428571428568, 1.607142857142857, 2.0, 0.888888888888889]","[0, 1, 27.0, 6.0, 0, 0.3333333333333333]"
52,2017-06-01,20170601HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.4651162790697674, 4.25, 0.7962962962962963]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 3.4105263157894736, 1.4210526315789473, 1.625, 1.3768115942028987]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8202247191011236, 1.095505617977528, 5.833333333333333, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.488479262672811, 1.1474654377880185, 4.333333333333333, 7.2333333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9482758620689657, 1.3448275862068966, 4.2, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 15.26086956521739, 2.0869565217391304, 6.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.6199999999999999, 1.4444444444444444, 1.0416666666666667]","[0, 0, 5.625, 1.5833333333333333, 1.0769230769230769, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6373056994818653, 1.3056994818652852, 7.0, 6.433333333333333]","[0, 1, 2.076923076923077, 1.153846153846154, 1.5, 0.619047619047619]","[0, 1, 3.7241379310344827, 1.5517241379310345, 2.0833333333333335, 0.8787878787878788]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
