,date,game_key,정훈,김동한,김민하,김사훈,신본기,김상호,임종혁,백민기,조홍석,안중열,신원재,김재유,김대륙,강동관,이석훈,나경민,김민수,나종덕,번즈,최준석,박종윤,이대호,이우민,문규현,강민호,이여상,김문호,손용석,손아섭,김주현,전준우,김대우,황진수,박헌도
10,2017-04-13,20170413LTSK0,"[0, 5, 0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0]","[1, 9, 0.17647058823529413, 0.2222222222222222, 0.29411764705882354, 0.3, 0.11764705882352941, 0.17647058823529413]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3170731707317073, 0.4166666666666667, 0.5853658536585366, 0.2, 0.1951219512195122, 0.12195121951219512]","[0, 5, 0.3125, 0.3333333333333333, 0.5625, 0.2857142857142857, 0.09375, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.42857142857142855, 0.5348837209302325, 0.7142857142857143, 0.3, 0.22857142857142856, 0.17142857142857143]","[1, 2, 0.45454545454545453, 0.5384615384615384, 0.5909090909090909, 0.3333333333333333, 0.22727272727272727, 0.13636363636363635]","[0, 9, 0.19230769230769232, 0.21428571428571427, 0.2692307692307692, 0.0, 0.07692307692307693, 0.038461538461538464]","[1, 6, 0.35714285714285715, 0.4117647058823529, 0.75, 0.4, 0.17857142857142858, 0.32142857142857145]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.13043478260869565, 0.25925925925925924, 0.13043478260869565, 0.16666666666666666, 0.08695652173913043, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2926829268292683, 0.3829787234042553, 0.36585365853658536, 0.5, 0.14634146341463414, 0.14634146341463414]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[1, 5, 0.2857142857142857, 0.375, 0.42857142857142855, 0.5, 0.14285714285714285, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414SSLT0,"[0, -1, 0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0]","[1, 9, 0.17142857142857143, 0.21621621621621623, 0.2857142857142857, 0.3, 0.11428571428571428, 0.17142857142857143]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.5, 0.5, 1.0, 1.0, 0.5, 1.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.30434782608695654, 0.39622641509433965, 0.6086956521739131, 0.25, 0.1956521739130435, 0.17391304347826086]","[1, 5, 0.30303030303030304, 0.34210526315789475, 0.5454545454545454, 0.2857142857142857, 0.09090909090909091, 0.24242424242424243]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.46153846153846156, 0.5625, 0.8717948717948718, 0.36363636363636365, 0.28205128205128205, 0.23076923076923078]","[1, 6, 0.4074074074074074, 0.4838709677419355, 0.5185185185185185, 0.2857142857142857, 0.2222222222222222, 0.1111111111111111]","[1, 2, 0.17857142857142858, 0.2, 0.25, 0.0, 0.07142857142857142, 0.03571428571428571]","[0, 8, 0.36363636363636365, 0.41025641025641024, 0.696969696969697, 0.4, 0.18181818181818182, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2222222222222222, 0.3225806451612903, 0.2222222222222222, 0.2857142857142857, 0.07407407407407407, 0.037037037037037035]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.28888888888888886, 0.38461538461538464, 0.35555555555555557, 0.5, 0.17777777777777778, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, -1, 0.2857142857142857, 0.375, 0.42857142857142855, 0.5, 0.14285714285714285, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415SSLT0,"[0, -1, 0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0]","[0, 8, 0.16216216216216217, 0.20512820512820512, 0.2702702702702703, 0.3, 0.10810810810810811, 0.16216216216216217]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2916666666666667, 0.38181818181818183, 0.5833333333333334, 0.25, 0.1875, 0.16666666666666666]","[1, 5, 0.3142857142857143, 0.38095238095238093, 0.5428571428571428, 0.2857142857142857, 0.11428571428571428, 0.22857142857142856]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4523809523809524, 0.5576923076923077, 0.8333333333333334, 0.4166666666666667, 0.30952380952380953, 0.23809523809523808]","[1, 7, 0.4, 0.4857142857142857, 0.5, 0.25, 0.23333333333333334, 0.13333333333333333]","[1, 9, 0.21875, 0.23529411764705882, 0.3125, 0.0, 0.09375, 0.0625]","[1, 6, 0.34285714285714286, 0.3902439024390244, 0.6571428571428571, 0.4, 0.17142857142857143, 0.2571428571428571]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.21875, 0.3055555555555556, 0.21875, 0.2857142857142857, 0.09375, 0.03125]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.2916666666666667, 0.39285714285714285, 0.3958333333333333, 0.5, 0.20833333333333334, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, -1, 0.2857142857142857, 0.375, 0.42857142857142855, 0.5, 0.14285714285714285, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416SSLT0,"[0, 8, 0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0]","[0, 8, 0.18421052631578946, 0.24390243902439024, 0.2894736842105263, 0.3, 0.13157894736842105, 0.15789473684210525]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3076923076923077, 0.38333333333333336, 0.5769230769230769, 0.21428571428571427, 0.19230769230769232, 0.17307692307692307]","[1, 5, 0.3076923076923077, 0.3829787234042553, 0.5128205128205128, 0.3, 0.10256410256410256, 0.2564102564102564]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4782608695652174, 0.5789473684210527, 0.8478260869565217, 0.4666666666666667, 0.30434782608695654, 0.2608695652173913]","[1, 7, 0.38235294117647056, 0.46153846153846156, 0.5294117647058824, 0.2222222222222222, 0.20588235294117646, 0.14705882352941177]","[1, 9, 0.2, 0.23684210526315788, 0.2857142857142857, 0.0, 0.08571428571428572, 0.05714285714285714]","[1, 6, 0.3, 0.34782608695652173, 0.575, 0.2222222222222222, 0.15, 0.225]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.22857142857142856, 0.34146341463414637, 0.22857142857142856, 0.2857142857142857, 0.14285714285714285, 0.02857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.2857142857142857, 0.4262295081967213, 0.3877551020408163, 0.45454545454545453, 0.22448979591836735, 0.12244897959183673]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, 6, 0.2, 0.2727272727272727, 0.3, 0.5, 0.1, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418NCLT0,"[0, 9, 0.25, 0.25, 0.625, 0.0, 0.5, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.1111111111111111, 0.2, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0]","[1, 9, 0.18421052631578946, 0.24390243902439024, 0.2894736842105263, 0.3, 0.13157894736842105, 0.15789473684210525]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.30357142857142855, 0.375, 0.5535714285714286, 0.2, 0.17857142857142858, 0.16071428571428573]","[1, 5, 0.2857142857142857, 0.36, 0.47619047619047616, 0.2727272727272727, 0.09523809523809523, 0.23809523809523808]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.46, 0.5573770491803278, 0.8, 0.4666666666666667, 0.28, 0.24]","[1, 7, 0.3783783783783784, 0.4523809523809524, 0.5135135135135135, 0.2222222222222222, 0.1891891891891892, 0.13513513513513514]","[1, 8, 0.21052631578947367, 0.24390243902439024, 0.2894736842105263, 0.0, 0.07894736842105263, 0.05263157894736842]","[1, 6, 0.2857142857142857, 0.3469387755102041, 0.5476190476190477, 0.2222222222222222, 0.14285714285714285, 0.21428571428571427]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.28205128205128205, 0.37777777777777777, 0.3076923076923077, 0.2857142857142857, 0.1282051282051282, 0.02564102564102564]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2830188679245283, 0.4153846153846154, 0.37735849056603776, 0.4166666666666667, 0.20754716981132076, 0.11320754716981132]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, 4, 0.18181818181818182, 0.25, 0.2727272727272727, 0.5, 0.09090909090909091, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419NCLT0,"[0, 4, 0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0, 0.4444444444444444, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.1111111111111111, 0.2, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0]","[0, 6, 0.175, 0.23255813953488372, 0.275, 0.3, 0.125, 0.15]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666]","[1, 8, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2786885245901639, 0.34782608695652173, 0.5081967213114754, 0.1875, 0.16393442622950818, 0.14754098360655737]","[1, 5, 0.30434782608695654, 0.37037037037037035, 0.5, 0.25, 0.08695652173913043, 0.21739130434782608]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.49056603773584906, 0.5846153846153846, 0.8113207547169812, 0.5, 0.2641509433962264, 0.24528301886792453]","[1, 6, 0.4, 0.4782608695652174, 0.525, 0.2, 0.2, 0.125]","[1, 9, 0.21951219512195122, 0.25, 0.2926829268292683, 0.0, 0.0975609756097561, 0.04878048780487805]","[1, 7, 0.2608695652173913, 0.32075471698113206, 0.5, 0.16666666666666666, 0.13043478260869565, 0.1956521739130435]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.27906976744186046, 0.38, 0.3023255813953488, 0.2857142857142857, 0.13953488372093023, 0.023255813953488372]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.2982456140350877, 0.4142857142857143, 0.38596491228070173, 0.4166666666666667, 0.19298245614035087, 0.12280701754385964]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, 8, 0.16666666666666666, 0.23076923076923078, 0.25, 0.5, 0.08333333333333333, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420NCLT0,"[0, 2, 0.2, 0.2, 0.5, 0.0, 0.4, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1111111111111111, 0.2, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0]","[1, 8, 0.175, 0.25, 0.275, 0.3, 0.125, 0.15]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3333333333333333, 0.5, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2923076923076923, 0.3561643835616438, 0.5230769230769231, 0.1875, 0.16923076923076924, 0.13846153846153847]","[1, 5, 0.28, 0.3448275862068966, 0.46, 0.23076923076923078, 0.08, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.48214285714285715, 0.5735294117647058, 0.7857142857142857, 0.5, 0.25, 0.23214285714285715]","[0, 8, 0.37209302325581395, 0.4489795918367347, 0.4883720930232558, 0.2, 0.18604651162790697, 0.11627906976744186]","[1, 9, 0.2222222222222222, 0.25, 0.28888888888888886, 0.1111111111111111, 0.08888888888888889, 0.06666666666666667]","[1, 7, 0.2708333333333333, 0.3392857142857143, 0.5, 0.16666666666666666, 0.125, 0.1875]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2765957446808511, 0.38181818181818183, 0.2978723404255319, 0.25, 0.1276595744680851, 0.02127659574468085]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.29508196721311475, 0.40540540540540543, 0.3770491803278688, 0.46153846153846156, 0.18032786885245902, 0.13114754098360656]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, 5, 0.15384615384615385, 0.21428571428571427, 0.23076923076923078, 0.5, 0.07692307692307693, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421LTWO0,"[1, 7, 0.18181818181818182, 0.25, 0.45454545454545453, 0.0, 0.45454545454545453, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.1, 0.18181818181818182, 0.1, 0.0, 0.1, 0.0]","[0, 4, 0.16666666666666666, 0.2391304347826087, 0.2619047619047619, 0.2727272727272727, 0.11904761904761904, 0.14285714285714285]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.5, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2753623188405797, 0.33766233766233766, 0.4927536231884058, 0.16666666666666666, 0.15942028985507245, 0.13043478260869565]","[1, 5, 0.28, 0.3559322033898305, 0.46, 0.23076923076923078, 0.08, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.45, 0.547945205479452, 0.7333333333333333, 0.47058823529411764, 0.23333333333333334, 0.21666666666666667]","[1, 6, 0.35555555555555557, 0.43137254901960786, 0.4666666666666667, 0.2, 0.17777777777777778, 0.1111111111111111]","[1, 9, 0.24489795918367346, 0.2692307692307692, 0.30612244897959184, 0.1111111111111111, 0.10204081632653061, 0.061224489795918366]","[0, 8, 0.27450980392156865, 0.35, 0.49019607843137253, 0.15384615384615385, 0.13725490196078433, 0.17647058823529413]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.28, 0.4, 0.3, 0.25, 0.12, 0.02]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3076923076923077, 0.4177215189873418, 0.38461538461538464, 0.42857142857142855, 0.18461538461538463, 0.13846153846153847]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, -1, 0.15384615384615385, 0.21428571428571427, 0.23076923076923078, 0.5, 0.07692307692307693, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422LTWO0,"[1, 8, 0.21428571428571427, 0.26666666666666666, 0.42857142857142855, 0.0, 0.35714285714285715, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.18181818181818182, 0.1, 0.0, 0.1, 0.0]","[0, 8, 0.16666666666666666, 0.2391304347826087, 0.2619047619047619, 0.2727272727272727, 0.11904761904761904, 0.14285714285714285]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3333333333333333, 0.42857142857142855, 0.5, 0.5, 0.5, 0.3333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2602739726027397, 0.32098765432098764, 0.4657534246575342, 0.16666666666666666, 0.1506849315068493, 0.1232876712328767]","[0, -1, 0.28, 0.3559322033898305, 0.46, 0.23076923076923078, 0.08, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4375, 0.5324675324675324, 0.703125, 0.47058823529411764, 0.21875, 0.203125]","[1, 7, 0.3541666666666667, 0.42592592592592593, 0.4583333333333333, 0.2, 0.16666666666666666, 0.10416666666666667]","[1, 9, 0.25, 0.2727272727272727, 0.34615384615384615, 0.1111111111111111, 0.11538461538461539, 0.057692307692307696]","[1, 6, 0.2692307692307692, 0.3442622950819672, 0.4807692307692308, 0.15384615384615385, 0.1346153846153846, 0.17307692307692307]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.28, 0.4, 0.3, 0.25, 0.12, 0.02]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.29411764705882354, 0.40963855421686746, 0.36764705882352944, 0.42857142857142855, 0.17647058823529413, 0.1323529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[1, 5, 0.2, 0.25, 0.3333333333333333, 0.6666666666666666, 0.06666666666666667, 0.26666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423LTWO0,"[1, 8, 0.29411764705882354, 0.3333333333333333, 0.5294117647058824, 0.0, 0.35294117647058826, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.18181818181818182, 0.1, 0.0, 0.1, 0.0]","[0, 2, 0.16279069767441862, 0.23404255319148937, 0.2558139534883721, 0.2727272727272727, 0.11627906976744186, 0.13953488372093023]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.45454545454545453, 0.5, 0.5454545454545454, 0.5, 0.36363636363636365, 0.2727272727272727]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.24358974358974358, 0.3023255813953488, 0.4358974358974359, 0.14285714285714285, 0.14102564102564102, 0.11538461538461539]","[1, 5, 0.2641509433962264, 0.3492063492063492, 0.4339622641509434, 0.21428571428571427, 0.07547169811320754, 0.18867924528301888]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.4264705882352941, 0.5185185185185185, 0.6764705882352942, 0.47368421052631576, 0.20588235294117646, 0.20588235294117646]","[0, 9, 0.3333333333333333, 0.41379310344827586, 0.43137254901960786, 0.2, 0.1568627450980392, 0.09803921568627451]","[1, 9, 0.26785714285714285, 0.288135593220339, 0.35714285714285715, 0.1, 0.125, 0.05357142857142857]","[1, 6, 0.2727272727272727, 0.35384615384615387, 0.4727272727272727, 0.2, 0.12727272727272726, 0.16363636363636364]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.25925925925925924, 0.375, 0.2777777777777778, 0.25, 0.1111111111111111, 0.018518518518518517]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3055555555555556, 0.41379310344827586, 0.375, 0.4117647058823529, 0.16666666666666666, 0.1388888888888889]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3548387096774194, 0.375, 0.7096774193548387, 0.7142857142857143, 0.2903225806451613, 0.25806451612903225]","[0, 2, 0.21052631578947367, 0.25, 0.3157894736842105, 0.5, 0.05263157894736842, 0.21052631578947367]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
