,date,game_key,최원재,채선관,조근종,고영표,심재민,류희운,안상빈,강장산,홍성무,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,배제성,박세진,김도영,로치,조병욱,이정현,이종혁,최대성,홍성용,윤근영,이상화,배우열,김사율
20,2017-04-25,20170425KTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.125, 10.0, 4.666666666666667]","[0, 0, 2.793103448275862, 1.4482758620689655, 4.5, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.5599999999999998, 0.5, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5, 3.0, 1.8333333333333333]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.5, 6.0, 0.8571428571428571]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 0.36000000000000004, 0.56, 19, 8.333333333333334]","[0, 0, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.52, 1.4, 3.1666666666666665, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.2692307692307694, 2.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2017-04-26,20170426KTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.125, 10.0, 4.666666666666667]","[0, 0, 2.793103448275862, 1.4482758620689655, 4.5, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.5599999999999998, 0.5, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5, 3.0, 1.8333333333333333]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.5, 6.0, 0.8571428571428571]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 0.36000000000000004, 0.56, 19, 8.333333333333334]","[0, 1, 4.5, 1.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.4, 3.1666666666666665, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2692307692307694, 2.0, 1.0833333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2017-04-27,20170427KTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.125, 10.0, 4.666666666666667]","[0, 0, 2.793103448275862, 1.4482758620689655, 4.5, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.607142857142857, 0.4444444444444444, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5, 3.0, 1.8333333333333333]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.5, 6.0, 0.8571428571428571]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[1, 0, 1.1612903225806452, 0.6129032258064516, 22, 7.75]","[0, 0, 4.5, 1.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.4, 3.1666666666666665, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.1379310344827587, 2.5, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2017-04-28,20170428LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.125, 10.0, 4.666666666666667]","[0, 1, 3.176470588235294, 1.5, 6.0, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.5483870967741935, 0.4444444444444444, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.5675675675675675, 1.7837837837837838, 2.25, 2.466666666666667]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 1, 0.0, 0.5714285714285714, 6.0, 0.875]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.1612903225806452, 0.6129032258064516, 22, 7.75]","[0, 0, 4.5, 1.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.4, 3.1666666666666665, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.1379310344827587, 2.5, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2017-04-29,20170429LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 0, 3.176470588235294, 1.5, 6.0, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 0.4444444444444444, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.7837837837837838, 2.25, 2.466666666666667]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.5714285714285714, 6.0, 0.875]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.1612903225806452, 0.6129032258064516, 22, 7.75]","[0, 0, 4.5, 1.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.4, 3.1666666666666665, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.1379310344827587, 2.5, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,2017-04-30,20170430LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 1, 3.4615384615384612, 1.4615384615384615, 4.666666666666667, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 0.4444444444444444, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.7837837837837838, 2.25, 2.466666666666667]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 1, 0.0, 0.5454545454545455, 7.0, 0.8148148148148148]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.1612903225806452, 0.6129032258064516, 22, 7.75]","[0, 0, 4.5, 1.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6129032258064515, 1.2903225806451613, 3.142857142857143, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 1.125, 3.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,2017-05-02,20170502LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 0, 3.4615384615384612, 1.4615384615384615, 4.666666666666667, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 0.4444444444444444, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.7837837837837838, 2.25, 2.466666666666667]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.5454545454545455, 7.0, 0.8148148148148148]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.1612903225806452, 0.6129032258064516, 22, 7.75]","[0, 1, 11.571428571428571, 2.142857142857143, 1.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.2903225806451613, 3.142857142857143, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.125, 3.0, 1.0666666666666667]","[0, 1, 6.75, 2.25, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]"
27,2017-05-03,20170503LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 1, 4.8, 1.6, 3.75, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3823529411764706, 1.4117647058823528, 0.4444444444444444, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.7837837837837838, 2.25, 2.466666666666667]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.5454545454545455, 7.0, 0.8148148148148148]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[1, 0, 1.4594594594594597, 0.6486486486486487, 29, 7.4]","[0, 0, 11.571428571428571, 2.142857142857143, 1.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.2903225806451613, 3.142857142857143, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.2727272727272727, 3.0, 1.0]","[0, 0, 6.75, 2.25, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]"
28,2017-05-04,20170504LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 0, 4.8, 1.6, 3.75, 1.1538461538461537]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1891891891891895, 1.3783783783783783, 0.7777777777777778, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.7837837837837838, 2.25, 2.466666666666667]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 1, 0.0, 0.4444444444444444, 8.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.4594594594594597, 0.6486486486486487, 29, 7.4]","[0, 0, 11.571428571428571, 2.142857142857143, 1.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.2903225806451613, 3.142857142857143, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.1666666666666667, 3.0, 1.0]","[0, 1, 13.5, 4.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]"
29,2017-05-05,20170505KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 0, 4.8, 1.6, 3.75, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.3783783783783783, 0.7777777777777778, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.4444444444444444, 8.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.4594594594594597, 0.6486486486486487, 29, 7.4]","[0, 1, 12.705882352941176, 2.2941176470588234, 0.8, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.2903225806451613, 3.142857142857143, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1666666666666667, 3.0, 1.0]","[0, 0, 13.5, 4.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]"
30,2017-05-06,20170506KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.3676470588235294, 5.2, 4.533333333333333]","[0, 1, 4.5, 1.5, 3.75, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.3783783783783783, 0.7777777777777778, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.4444444444444444, 8.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.4594594594594597, 0.6486486486486487, 29, 7.4]","[0, 0, 12.705882352941176, 2.2941176470588234, 0.8, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.75, 1.3611111111111112, 2.7777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1666666666666667, 3.0, 1.0]","[0, 0, 13.5, 4.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]"
31,2017-05-07,20170507KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.978947368421052, 1.1684210526315788, 6.4, 5.277777777777778]","[0, 1, 4.0754716981132075, 1.4150943396226414, 4.25, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.3076923076923077, 0.8888888888888888, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.4444444444444444, 8.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.4594594594594597, 0.6486486486486487, 29, 7.4]","[0, 0, 12.705882352941176, 2.2941176470588234, 0.8, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.75, 1.3611111111111112, 2.7777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.2631578947368423, 3.0, 0.9743589743589743]","[0, 1, 5.785714285714286, 2.357142857142857, 3.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]"
32,2017-05-09,20170509KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.978947368421052, 1.1684210526315788, 6.4, 5.277777777777778]","[0, 0, 4.0754716981132075, 1.4150943396226414, 4.25, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.3076923076923077, 0.8888888888888888, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 0, 0.0, 0.4444444444444444, 8.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.4594594594594597, 0.6486486486486487, 29, 7.4]","[0, 1, 8.307692307692308, 2.076923076923077, 0.5714285714285714, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.75, 1.3611111111111112, 2.7777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.3333333333333333, 1, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 3.0, 0.9743589743589743]","[0, 0, 5.785714285714286, 2.357142857142857, 3.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]"
33,2017-05-10,20170510KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.978947368421052, 1.1684210526315788, 6.4, 5.277777777777778]","[0, 0, 4.0754716981132075, 1.4150943396226414, 4.25, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.3076923076923077, 0.8888888888888888, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 12.405405405405405, 2.5945945945945943, 1.0, 3.0833333333333335]","[0, 1, 0.0, 0.42857142857142855, 8.0, 0.8484848484848485]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[1, 0, 1.6744186046511627, 0.8837209302325582, 8.25, 7.166666666666667]","[0, 0, 8.307692307692308, 2.076923076923077, 0.5714285714285714, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.75, 1.3611111111111112, 2.7777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 1, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 3.0, 0.9743589743589743]","[0, 0, 5.785714285714286, 2.357142857142857, 3.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]"
34,2017-05-11,20170511KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.978947368421052, 1.1684210526315788, 6.4, 5.277777777777778]","[0, 1, 3.9272727272727272, 1.3636363636363638, 4.5, 1.1458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.2857142857142858, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[1, 0, 11.4, 2.6, 1.1428571428571428, 3.0]","[0, 1, 0.0, 0.48387096774193544, 9.0, 0.8611111111111112]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6744186046511627, 0.8837209302325582, 8.25, 7.166666666666667]","[0, 0, 8.307692307692308, 2.076923076923077, 0.5714285714285714, 1.7333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.75, 1.3611111111111112, 2.7777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 1, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 3.0, 0.9743589743589743]","[0, 1, 4.764705882352941, 1.9411764705882353, 4.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]"
35,2017-05-12,20170512NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.978947368421052, 1.1684210526315788, 6.4, 5.277777777777778]","[0, 0, 3.9272727272727272, 1.3636363636363638, 4.5, 1.1458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142858, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 11.4, 2.6, 1.1428571428571428, 3.0]","[0, 0, 0.0, 0.48387096774193544, 9.0, 0.8611111111111112]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6744186046511627, 0.8837209302325582, 8.25, 7.166666666666667]","[0, 1, 6.75, 1.78125, 0.8571428571428571, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.188976377952756, 1.4881889763779528, 2.8, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.769230769230769, 1.2307692307692308, 3.0, 0.9285714285714286]","[0, 0, 4.764705882352941, 1.9411764705882353, 4.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]"
36,2017-05-13,20170513NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3451327433628317, 1.088495575221239, 6.333333333333333, 5.3809523809523805]","[0, 1, 3.7241379310344827, 1.3448275862068966, 4.75, 1.1372549019607843]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.2, 1.1111111111111112, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4727272727272729, 2.2, 3.0555555555555554]","[0, 0, 11.4, 2.6, 1.1428571428571428, 3.0]","[0, 1, 0.0, 0.6176470588235293, 9.0, 0.8717948717948718]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6744186046511627, 0.8837209302325582, 8.25, 7.166666666666667]","[0, 0, 6.75, 1.78125, 0.8571428571428571, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.188976377952756, 1.4881889763779528, 2.8, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.2307692307692308, 3.0, 0.9285714285714286]","[0, 1, 4.05, 1.65, 4.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]"
