,date,game_key,고종욱,홍성갑,김재현,박정음,김규민,김민준,장시윤,김하성,임병욱,송성문,송우현,허정협,김웅빈,채상현,대니돈,주효상,김성현,김혜성,이정후,초이스,이택근,김태완,채태인,김민성,박윤,서건창,강지광,김지수,장영석,박동원
10,2017-04-13,20170413KTWO0,"[0, -1, 0.3103448275862069, 0.3939393939393939, 0.41379310344827586, 0.375, 0.1724137931034483, 0.10344827586206896]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2222222222222222, 0.28205128205128205, 0.4444444444444444, 0.3333333333333333, 0.1388888888888889, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.5625, 0.65, 0.9375, 0.5, 0.3125, 0.4375]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.15789473684210525, 0.23809523809523808, 0.2631578947368421, 0.0, 0.10526315789473684, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2972972972972973, 0.3333333333333333, 0.5135135135135135, 0.4, 0.2972972972972973, 0.1891891891891892]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.23809523809523808, 0.2222222222222222, 0.0, 0.0, 0.1111111111111111]","[0, -1, 0.42857142857142855, 0.5, 0.42857142857142855, 0.0, 0.0, 0.0]","[1, 5, 0.35294117647058826, 0.37142857142857144, 0.5294117647058824, 0.4444444444444444, 0.14705882352941177, 0.11764705882352941]","[1, 6, 0.35294117647058826, 0.3611111111111111, 0.47058823529411764, 0.5454545454545454, 0.14705882352941177, 0.23529411764705882]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3170731707317073, 0.391304347826087, 0.5365853658536586, 0.8, 0.14634146341463414, 0.14634146341463414]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.18518518518518517, 0.2413793103448276, 0.2222222222222222, 0.4, 0.037037037037037035, 0.1111111111111111]"
11,2017-04-14,20170414WOHT0,"[0, -1, 0.3103448275862069, 0.3939393939393939, 0.41379310344827586, 0.375, 0.1724137931034483, 0.10344827586206896]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.21621621621621623, 0.275, 0.43243243243243246, 0.3, 0.13513513513513514, 0.16216216216216217]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.5, 0.5833333333333334, 0.8, 0.5, 0.25, 0.4]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.15789473684210525, 0.23809523809523808, 0.2631578947368421, 0.0, 0.10526315789473684, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3333333333333333, 0.36363636363636365, 0.5238095238095238, 0.4, 0.2857142857142857, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21052631578947367, 0.2727272727272727, 0.2631578947368421, 0.25, 0.0, 0.21052631578947367]","[0, -1, 0.42857142857142855, 0.5, 0.42857142857142855, 0.0, 0.0, 0.0]","[1, 5, 0.38461538461538464, 0.4, 0.5641025641025641, 0.45454545454545453, 0.15384615384615385, 0.15384615384615385]","[1, 6, 0.32432432432432434, 0.35, 0.43243243243243246, 0.5, 0.13513513513513514, 0.21621621621621623]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3181818181818182, 0.4117647058823529, 0.5227272727272727, 0.8333333333333334, 0.1590909090909091, 0.1590909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.1935483870967742, 0.24242424242424243, 0.22580645161290322, 0.4, 0.0967741935483871, 0.0967741935483871]"
12,2017-04-15,20170415WOHT0,"[0, 9, 0.2647058823529412, 0.34210526315789475, 0.35294117647058826, 0.3333333333333333, 0.14705882352941177, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.1951219512195122, 0.25, 0.3902439024390244, 0.3, 0.12195121951219512, 0.14634146341463414]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4583333333333333, 0.5357142857142857, 0.8333333333333334, 0.4444444444444444, 0.25, 0.375]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.15789473684210525, 0.23809523809523808, 0.2631578947368421, 0.0, 0.10526315789473684, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.32608695652173914, 0.3541666666666667, 0.5, 0.4, 0.2608695652173913, 0.15217391304347827]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21739130434782608, 0.2692307692307692, 0.2608695652173913, 0.3333333333333333, 0.0, 0.21739130434782608]","[1, 5, 0.4444444444444444, 0.5833333333333334, 0.4444444444444444, 0.5, 0.2222222222222222, 0.0]","[0, -1, 0.38461538461538464, 0.4, 0.5641025641025641, 0.45454545454545453, 0.15384615384615385, 0.15384615384615385]","[1, 6, 0.3, 0.3409090909090909, 0.4, 0.42857142857142855, 0.125, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.41818181818181815, 0.5208333333333334, 0.8333333333333334, 0.16666666666666666, 0.14583333333333334]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.17142857142857143, 0.21621621621621623, 0.2, 0.3333333333333333, 0.08571428571428572, 0.08571428571428572]"
13,2017-04-16,20170416WOHT0,"[1, 2, 0.2571428571428571, 0.3333333333333333, 0.34285714285714286, 0.3, 0.14285714285714285, 0.08571428571428572]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.0, 0.1111111111111111, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2222222222222222, 0.2708333333333333, 0.4222222222222222, 0.2727272727272727, 0.13333333333333333, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.42857142857142855, 0.5, 0.75, 0.4, 0.21428571428571427, 0.32142857142857145]","[1, 8, 0.4, 0.4, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.35294117647058826, 0.37735849056603776, 0.5294117647058824, 0.42857142857142855, 0.2549019607843137, 0.1568627450980392]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2222222222222222, 0.26666666666666666, 0.25925925925925924, 0.3333333333333333, 0.0, 0.18518518518518517]","[0, -1, 0.4444444444444444, 0.5833333333333334, 0.4444444444444444, 0.5, 0.2222222222222222, 0.0]","[0, -1, 0.38461538461538464, 0.4, 0.5641025641025641, 0.45454545454545453, 0.15384615384615385, 0.15384615384615385]","[1, 6, 0.29545454545454547, 0.3333333333333333, 0.38636363636363635, 0.42857142857142855, 0.11363636363636363, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.34615384615384615, 0.423728813559322, 0.5192307692307693, 0.75, 0.15384615384615385, 0.1346153846153846]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.19444444444444445, 0.23684210526315788, 0.2222222222222222, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333]"
14,2017-04-18,20170418WOSK0,"[1, 1, 0.25, 0.3181818181818182, 0.325, 0.3076923076923077, 0.125, 0.075]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.0, 0.1111111111111111, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.25, 0.3018867924528302, 0.4375, 0.25, 0.16666666666666666, 0.14583333333333334]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3870967741935484, 0.4864864864864865, 0.6774193548387096, 0.4, 0.25806451612903225, 0.2903225806451613]","[0, 9, 0.4, 0.4, 0.5, 0.5, 0.1, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.35714285714285715, 0.3793103448275862, 0.5178571428571429, 0.4, 0.23214285714285715, 0.16071428571428573]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.26666666666666666, 0.25925925925925924, 0.3333333333333333, 0.0, 0.18518518518518517]","[0, -1, 0.4444444444444444, 0.5833333333333334, 0.4444444444444444, 0.5, 0.2222222222222222, 0.0]","[1, 5, 0.37209302325581395, 0.38636363636363635, 0.5348837209302325, 0.38461538461538464, 0.13953488372093023, 0.13953488372093023]","[1, 6, 0.2916666666666667, 0.33962264150943394, 0.3958333333333333, 0.42857142857142855, 0.125, 0.1875]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.40625, 0.49122807017543857, 0.6666666666666666, 0.14035087719298245, 0.12280701754385964]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
15,2017-04-19,20170419WOSK0,"[1, 1, 0.24444444444444444, 0.30612244897959184, 0.35555555555555557, 0.3076923076923077, 0.13333333333333333, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.0, 0.1111111111111111, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.28846153846153844, 0.3333333333333333, 0.5192307692307693, 0.3076923076923077, 0.17307692307692307, 0.17307692307692307]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.34285714285714286, 0.43902439024390244, 0.6, 0.36363636363636365, 0.22857142857142856, 0.2571428571428571]","[0, -1, 0.4, 0.4, 0.5, 0.5, 0.1, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[0, 9, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3389830508474576, 0.3709677419354839, 0.4915254237288136, 0.3333333333333333, 0.22033898305084745, 0.15254237288135594]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.25, 0.2903225806451613, 0.2857142857142857, 0.3333333333333333, 0.0, 0.17857142857142858]","[0, -1, 0.4444444444444444, 0.5833333333333334, 0.4444444444444444, 0.5, 0.2222222222222222, 0.0]","[1, 5, 0.3695652173913043, 0.3958333333333333, 0.5217391304347826, 0.38461538461538464, 0.13043478260869565, 0.13043478260869565]","[1, 6, 0.28846153846153844, 0.3333333333333333, 0.40384615384615385, 0.4, 0.1346153846153846, 0.17307692307692307]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3114754098360656, 0.38235294117647056, 0.45901639344262296, 0.6, 0.13114754098360656, 0.11475409836065574]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
16,2017-04-20,20170420WOSK0,"[0, 7, 0.22916666666666666, 0.3018867924528302, 0.3333333333333333, 0.2857142857142857, 0.14583333333333334, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2, 0.2727272727272727, 0.2, 0.0, 0.1, 0.1]","[1, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2727272727272727, 0.32786885245901637, 0.4909090909090909, 0.3076923076923077, 0.16363636363636364, 0.16363636363636364]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3333333333333333, 0.42857142857142855, 0.5833333333333334, 0.36363636363636365, 0.2222222222222222, 0.25]","[0, -1, 0.4, 0.4, 0.5, 0.5, 0.1, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3333333333333333, 0.36363636363636365, 0.47619047619047616, 0.3333333333333333, 0.2222222222222222, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.2857142857142857, 0.3125, 0.3333333333333333, 0.0, 0.15625]","[0, -1, 0.4444444444444444, 0.5833333333333334, 0.4444444444444444, 0.5, 0.2222222222222222, 0.0]","[1, 5, 0.3673469387755102, 0.40384615384615385, 0.5102040816326531, 0.38461538461538464, 0.12244897959183673, 0.12244897959183673]","[1, 6, 0.2857142857142857, 0.32786885245901637, 0.39285714285714285, 0.375, 0.14285714285714285, 0.16071428571428573]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3230769230769231, 0.3888888888888889, 0.46153846153846156, 0.6363636363636364, 0.12307692307692308, 0.12307692307692308]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
17,2017-04-21,20170421LTWO0,"[0, -1, 0.22916666666666666, 0.3018867924528302, 0.3333333333333333, 0.2857142857142857, 0.14583333333333334, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2, 0.2727272727272727, 0.2, 0.0, 0.1, 0.1]","[1, 8, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2711864406779661, 0.3230769230769231, 0.5254237288135594, 0.35714285714285715, 0.1864406779661017, 0.1864406779661017]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3333333333333333, 0.4222222222222222, 0.5897435897435898, 0.3333333333333333, 0.20512820512820512, 0.23076923076923078]","[0, -1, 0.4, 0.4, 0.5, 0.5, 0.1, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[1, 9, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3235294117647059, 0.352112676056338, 0.45588235294117646, 0.3076923076923077, 0.22058823529411764, 0.1323529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.2857142857142857, 0.3125, 0.3333333333333333, 0.0, 0.15625]","[1, 6, 0.38461538461538464, 0.5, 0.38461538461538464, 0.3333333333333333, 0.15384615384615385, 0.0]","[0, 6, 0.33962264150943394, 0.38596491228070173, 0.4716981132075472, 0.35714285714285715, 0.11320754716981132, 0.11320754716981132]","[1, 7, 0.26666666666666666, 0.3181818181818182, 0.36666666666666664, 0.35294117647058826, 0.13333333333333333, 0.15]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.35714285714285715, 0.4155844155844156, 0.5, 0.6666666666666666, 0.12857142857142856, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
18,2017-04-22,20170422LTWO0,"[0, -1, 0.22916666666666666, 0.3018867924528302, 0.3333333333333333, 0.2857142857142857, 0.14583333333333334, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2, 0.2727272727272727, 0.2, 0.0, 0.1, 0.1]","[1, 8, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.0, 0.1111111111111111, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2903225806451613, 0.34782608695652173, 0.532258064516129, 0.35714285714285715, 0.1935483870967742, 0.1774193548387097]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.35714285714285715, 0.4489795918367347, 0.7380952380952381, 0.3333333333333333, 0.23809523809523808, 0.2619047619047619]","[1, 7, 0.36363636363636365, 0.36363636363636365, 0.45454545454545453, 0.5, 0.09090909090909091, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[1, 9, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3055555555555556, 0.3333333333333333, 0.4305555555555556, 0.3076923076923077, 0.20833333333333334, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.24242424242424243, 0.2777777777777778, 0.30303030303030304, 0.3333333333333333, 0.0, 0.15151515151515152]","[0, -1, 0.38461538461538464, 0.5, 0.38461538461538464, 0.3333333333333333, 0.15384615384615385, 0.0]","[1, 6, 0.35185185185185186, 0.39655172413793105, 0.5370370370370371, 0.35714285714285715, 0.12962962962962962, 0.12962962962962962]","[0, 6, 0.25, 0.3, 0.34375, 0.3333333333333333, 0.125, 0.140625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.35135135135135137, 0.4074074074074074, 0.5, 0.6153846153846154, 0.12162162162162163, 0.14864864864864866]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
19,2017-04-23,20170423LTWO0,"[0, -1, 0.22916666666666666, 0.3018867924528302, 0.3333333333333333, 0.2857142857142857, 0.14583333333333334, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.16666666666666666, 0.23076923076923078, 0.16666666666666666, 0.0, 0.08333333333333333, 0.08333333333333333]","[0, 1, 0.2727272727272727, 0.2727272727272727, 0.36363636363636365, 0.0, 0.09090909090909091, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2727272727272727, 0.3287671232876712, 0.5, 0.35714285714285715, 0.18181818181818182, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.34782608695652173, 0.4339622641509434, 0.6956521739130435, 0.3333333333333333, 0.2391304347826087, 0.2391304347826087]","[0, -1, 0.36363636363636365, 0.36363636363636365, 0.45454545454545453, 0.5, 0.09090909090909091, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[1, 9, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.3026315789473684, 0.3291139240506329, 0.42105263157894735, 0.3076923076923077, 0.19736842105263158, 0.11842105263157894]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.23529411764705882, 0.2702702702702703, 0.29411764705882354, 0.2857142857142857, 0.0, 0.14705882352941177]","[1, 6, 0.375, 0.47368421052631576, 0.4375, 0.25, 0.125, 0.0]","[0, 6, 0.375, 0.4262295081967213, 0.5892857142857143, 0.35714285714285715, 0.125, 0.14285714285714285]","[1, 7, 0.26153846153846155, 0.30985915492957744, 0.35384615384615387, 0.3684210526315789, 0.12307692307692308, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.34615384615384615, 0.4, 0.48717948717948717, 0.6153846153846154, 0.1282051282051282, 0.14102564102564102]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
20,2017-04-25,20170425OBWO0,"[0, -1, 0.22916666666666666, 0.3018867924528302, 0.3333333333333333, 0.2857142857142857, 0.14583333333333334, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.23076923076923078, 0.16666666666666666, 0.0, 0.08333333333333333, 0.08333333333333333]","[1, 8, 0.2727272727272727, 0.3333333333333333, 0.36363636363636365, 0.0, 0.18181818181818182, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.28169014084507044, 0.3333333333333333, 0.5492957746478874, 0.35294117647058826, 0.19718309859154928, 0.18309859154929578]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3469387755102041, 0.43859649122807015, 0.7346938775510204, 0.3333333333333333, 0.2653061224489796, 0.2653061224489796]","[0, -1, 0.36363636363636365, 0.36363636363636365, 0.45454545454545453, 0.5, 0.09090909090909091, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.125, 0.19230769230769232, 0.20833333333333334, 0.0, 0.08333333333333333, 0.0]","[1, 9, 0.09090909090909091, 0.16666666666666666, 0.09090909090909091, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2948717948717949, 0.32098765432098764, 0.41025641025641024, 0.3076923076923077, 0.19230769230769232, 0.11538461538461539]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23529411764705882, 0.2702702702702703, 0.29411764705882354, 0.2857142857142857, 0.0, 0.14705882352941177]","[0, 4, 0.3684210526315789, 0.45454545454545453, 0.42105263157894735, 0.25, 0.10526315789473684, 0.0]","[1, 6, 0.38596491228070173, 0.43548387096774194, 0.6140350877192983, 0.4, 0.12280701754385964, 0.15789473684210525]","[1, 7, 0.2753623188405797, 0.32, 0.36231884057971014, 0.35, 0.11594202898550725, 0.14492753623188406]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3253012048192771, 0.37777777777777777, 0.4578313253012048, 0.5333333333333333, 0.12048192771084337, 0.13253012048192772]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21052631578947367, 0.2682926829268293, 0.23684210526315788, 0.2857142857142857, 0.07894736842105263, 0.07894736842105263]"
