,date,game_key,안승민,김경태,김용주,이태양,이충호,김종수,서균,황영국,김민우,김범수,권용우,김재영,박상원,김지훈,김진영,비야누에바,오간도,김성훈,김병현,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,김혁민,강승현,정대훈,장민재,송신영,박정진
43,2017-05-23,20170523HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4125, 1.7625, 1.3636363636363635, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.2097902097902096, 1.1748251748251748, 4.444444444444445, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.963302752293578, 1.5412844036697246, 3.4285714285714284, 5.190476190476191]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.3499999999999999, 1.0, 0.6666666666666667]","[0, 1, 5.311475409836065, 1.9672131147540985, 1.0, 1.8484848484848484]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.125, 1.2444444444444445]","[0, 0, 5.869565217391304, 1.5217391304347827, 0.38461538461538464, 3.8333333333333335]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 0, 5.845360824742269, 1.3917525773195876, 2.0625, 1.2933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.0363636363636364, 3.2857142857142856, 1.0185185185185184]","[0, 1, 3.375, 0.875, 6, 1.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.542857142857143, 1.7142857142857142, 2.121212121212121]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 7.425000000000001, 1.65, 1.7, 0.7407407407407408]"
44,2017-05-24,20170524HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.2727272727272725, 1.6666666666666667, 1.2142857142857142, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.2097902097902096, 1.1748251748251748, 4.444444444444445, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.963302752293578, 1.5412844036697246, 3.4285714285714284, 5.190476190476191]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.3499999999999999, 1.0, 0.6666666666666667]","[0, 0, 5.311475409836065, 1.9672131147540985, 1.0, 1.8484848484848484]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.125, 1.2444444444444445]","[0, 0, 5.869565217391304, 1.5217391304347827, 0.38461538461538464, 3.8333333333333335]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 0, 5.845360824742269, 1.3917525773195876, 2.0625, 1.2933333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.0363636363636364, 3.2857142857142856, 1.0185185185185184]","[0, 0, 3.375, 0.875, 6, 1.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.6153846153846154, 1.5555555555555556, 2.1666666666666665]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 7.7142857142857135, 1.7142857142857142, 1.7, 0.7368421052631579]"
45,2017-05-25,20170525HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.2727272727272725, 1.6666666666666667, 1.2142857142857142, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[1, 0, 3.4785276073619635, 1.196319018404908, 4.4, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.963302752293578, 1.5412844036697246, 3.4285714285714284, 5.190476190476191]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.434782608695652, 1.5, 0.696969696969697]","[0, 0, 5.311475409836065, 1.9672131147540985, 1.0, 1.8484848484848484]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.125, 1.2444444444444445]","[0, 0, 5.869565217391304, 1.5217391304347827, 0.38461538461538464, 3.8333333333333335]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 1, 6.2727272727272725, 1.4242424242424243, 2.0625, 1.2692307692307692]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2586206896551726, 0.9827586206896552, 3.2857142857142856, 1.0175438596491226]","[0, 1, 4.090909090909091, 1.0, 6.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.5555555555555556, 2.1666666666666665]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 7.2, 1.6666666666666667, 1.7, 0.75]"
46,2017-05-26,20170526HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.2727272727272725, 1.6666666666666667, 1.2142857142857142, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.4785276073619635, 1.196319018404908, 4.4, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.963302752293578, 1.5412844036697246, 3.4285714285714284, 5.190476190476191]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.5, 1.3333333333333333, 0.7222222222222222]","[0, 0, 5.311475409836065, 1.9672131147540985, 1.0, 1.8484848484848484]","[1, 0, 4.943661971830986, 1.436619718309859, 2.3333333333333335, 1.4791666666666667]","[0, 1, 6.035294117647059, 1.5882352941176472, 0.5555555555555556, 4.0476190476190474]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 0, 6.2727272727272725, 1.4242424242424243, 2.0625, 1.2692307692307692]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 0.9827586206896552, 3.2857142857142856, 1.0175438596491226]","[0, 0, 4.090909090909091, 1.0, 6.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.5555555555555556, 2.1666666666666665]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 7.2, 1.6666666666666667, 1.7, 0.75]"
47,2017-05-27,20170527HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.2727272727272725, 1.6666666666666667, 1.2142857142857142, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.4785276073619635, 1.196319018404908, 4.4, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.963302752293578, 1.5412844036697246, 3.4285714285714284, 5.190476190476191]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.4482758620689655, 1.3333333333333333, 0.7435897435897435]","[1, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.943661971830986, 1.436619718309859, 2.3333333333333335, 1.4791666666666667]","[0, 0, 6.035294117647059, 1.5882352941176472, 0.5555555555555556, 4.0476190476190474]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 1, 6.088235294117647, 1.411764705882353, 2.0, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.15, 0.95, 3.4285714285714284, 1.0]","[0, 0, 4.090909090909091, 1.0, 6.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.6022727272727273, 1.3636363636363635, 2.2564102564102564]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 7.2, 1.6666666666666667, 1.7, 0.75]"
48,2017-05-28,20170528HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.2727272727272725, 1.6666666666666667, 1.2142857142857142, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.95, 0.6666666666666666, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.4785276073619635, 1.196319018404908, 4.4, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.218487394957983, 1.6638655462184875, 3.0, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.3333333333333333, 0.7435897435897435]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.943661971830986, 1.436619718309859, 2.3333333333333335, 1.4791666666666667]","[0, 0, 6.035294117647059, 1.5882352941176472, 0.5555555555555556, 4.0476190476190474]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 0, 6.088235294117647, 1.411764705882353, 2.0, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.15, 0.95, 3.4285714285714284, 1.0]","[0, 0, 4.090909090909091, 1.0, 6.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6022727272727273, 1.3636363636363635, 2.2564102564102564]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 8.042553191489361, 1.723404255319149, 1.5833333333333333, 0.746031746031746]"
49,2017-05-30,20170530OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.065420560747663, 1.7943925233644862, 1.1875, 3.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.95, 0.6666666666666666, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.4785276073619635, 1.196319018404908, 4.4, 6.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.218487394957983, 1.6638655462184875, 3.0, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.3125, 1.6666666666666667, 0.7619047619047619]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.943661971830986, 1.436619718309859, 2.3333333333333335, 1.4791666666666667]","[0, 1, 6.527472527472527, 1.7142857142857144, 0.47619047619047616, 3.7916666666666665]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 1, 5.75, 1.3611111111111112, 2.0588235294117645, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.9523809523809523, 3.857142857142857, 1.0]","[0, 0, 4.090909090909091, 1.0, 6.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6022727272727273, 1.3636363636363635, 2.2564102564102564]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 8.042553191489361, 1.723404255319149, 1.5833333333333333, 0.746031746031746]"
50,2017-05-31,20170531OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.065420560747663, 1.7943925233644862, 1.1875, 3.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.95, 0.6666666666666666, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[1, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.218487394957983, 1.6638655462184875, 3.0, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.2727272727272727, 1.6666666666666667, 0.7333333333333333]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.943661971830986, 1.436619718309859, 2.3333333333333335, 1.4791666666666667]","[0, 0, 6.527472527472527, 1.7142857142857144, 0.47619047619047616, 3.7916666666666665]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 1, 5.785714285714286, 1.3392857142857142, 2.0588235294117645, 1.2873563218390804]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8636363636363638, 0.9090909090909091, 4.0, 1.0]","[0, 0, 4.090909090909091, 1.0, 6.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6022727272727273, 1.3636363636363635, 2.2564102564102564]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 8.042553191489361, 1.723404255319149, 1.5833333333333333, 0.746031746031746]"
51,2017-06-01,20170601OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.065420560747663, 1.7943925233644862, 1.1875, 3.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.218487394957983, 1.6638655462184875, 3.0, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.2727272727272727, 1.6666666666666667, 0.7333333333333333]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[1, 0, 4.395348837209303, 1.569767441860465, 1.7857142857142858, 1.6862745098039216]","[0, 1, 6.75, 1.826086956521739, 0.5, 3.4074074074074074]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 0, 5.785714285714286, 1.3392857142857142, 2.0588235294117645, 1.2873563218390804]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 0.9090909090909091, 4.0, 1.0]","[0, 1, 3.8571428571428568, 1.1142857142857143, 3.0, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6022727272727273, 1.3636363636363635, 2.2564102564102564]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 7.5600000000000005, 1.68, 1.75, 0.7575757575757577]"
52,2017-06-02,20170602SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.065420560747663, 1.7943925233644862, 1.1875, 3.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.218487394957983, 1.6638655462184875, 3.0, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0857142857142854, 1.2, 2.0, 0.7291666666666666]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.395348837209303, 1.569767441860465, 1.7857142857142858, 1.6862745098039216]","[0, 0, 6.75, 1.826086956521739, 0.5, 3.4074074074074074]","[0, 0, 3.375, 1.5, 2.0, 1.0980392156862746]","[0, 1, 5.634782608695652, 1.3043478260869565, 2.1176470588235294, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 0.9090909090909091, 4.0, 1.0]","[0, 0, 3.8571428571428568, 1.1142857142857143, 3.0, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.5899999999999999, 1.3333333333333333, 2.380952380952381]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 7.5600000000000005, 1.68, 1.75, 0.7575757575757577]"
53,2017-06-03,20170603SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.065420560747663, 1.7943925233644862, 1.1875, 3.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.628571428571429, 1.5642857142857143, 3.090909090909091, 5.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 2.0, 0.7291666666666666]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.395348837209303, 1.569767441860465, 1.7857142857142858, 1.6862745098039216]","[0, 0, 6.75, 1.826086956521739, 0.5, 3.4074074074074074]","[0, 1, 3.8571428571428568, 1.5535714285714284, 1.75, 1.0370370370370372]","[0, 0, 5.634782608695652, 1.3043478260869565, 2.1176470588235294, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 0.9090909090909091, 4.0, 1.0]","[0, 0, 3.8571428571428568, 1.1142857142857143, 3.0, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5899999999999999, 1.3333333333333333, 2.380952380952381]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 7.132075471698113, 1.6981132075471697, 1.6153846153846154, 0.7681159420289856]"
54,2017-06-04,20170604SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.048, 1.7040000000000002, 1.2222222222222223, 4.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.5642857142857143, 3.090909090909091, 5.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6341463414634148, 1.024390243902439, 2.3333333333333335, 0.8039215686274509]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 4.395348837209303, 1.569767441860465, 1.7857142857142858, 1.6862745098039216]","[0, 0, 6.75, 1.826086956521739, 0.5, 3.4074074074074074]","[0, 0, 3.8571428571428568, 1.5535714285714284, 1.75, 1.0370370370370372]","[0, 1, 5.538461538461538, 1.3333333333333333, 2.0, 1.2580645161290323]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.9, 4.285714285714286, 1.0144927536231882]","[0, 1, 3.375, 0.975, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5899999999999999, 1.3333333333333333, 2.380952380952381]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 6.63157894736842, 1.5789473684210527, 1.6923076923076923, 0.7916666666666666]"
55,2017-06-07,20170607HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.2222222222222223, 4.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.5642857142857143, 3.090909090909091, 5.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.024390243902439, 2.3333333333333335, 0.8039215686274509]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[1, 0, 5.510204081632653, 1.6836734693877553, 1.6875, 1.8148148148148147]","[0, 1, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.8571428571428568, 1.5535714285714284, 1.75, 1.0370370370370372]","[0, 0, 5.538461538461538, 1.3333333333333333, 2.0, 1.2580645161290323]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.9, 4.285714285714286, 1.0144927536231882]","[0, 0, 3.375, 0.975, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5899999999999999, 1.3333333333333333, 2.380952380952381]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 6.3, 1.6, 1.6428571428571428, 0.8]"
