,date,game_key,안승민,김경태,김용주,이태양,이충호,김종수,서균,황영국,김민우,김범수,권용우,김재영,박상원,김지훈,김진영,비야누에바,오간도,김성훈,김병현,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,김혁민,강승현,정대훈,장민재,송신영,박정진
112,2017-08-23,20170823HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 18.0, 3.0, 0.5, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.127659574468085, 1.6382978723404256, 2.0, 3.357142857142857]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[1, 0, 3.375, 1.0227272727272727, 3.6666666666666665, 5.866666666666666]","[0, 0, 3.9211618257261414, 1.3443983402489628, 2.5652173913043477, 5.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.977859778597786, 1.5940959409594098, 3.473684210526316, 4.754385964912281]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 5.979865771812081, 1.731543624161074, 1.4444444444444444, 2.759259259259259]","[0, 0, 5.378048780487805, 1.5853658536585367, 1.6944444444444444, 2.7333333333333334]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 1, 4.909090909090909, 1.7832167832167833, 2.090909090909091, 1.1916666666666667]","[0, 1, 6.148514851485149, 1.4554455445544556, 2.0, 1.2023809523809523]","[0, 1, 2.5961538461538463, 1.6730769230769231, 0.7, 1.7333333333333332]","[0, 1, 2.958904109589041, 1.089041095890411, 3.933333333333333, 1.0354609929078014]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.6034482758620685, 1.8103448275862069, 1.35, 2.1481481481481484]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 3.789473684210526, 1.394736842105263, 2.0, 0.8837209302325582]"
113,2017-08-25,20170825HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 18.0, 3.0, 0.5, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.127659574468085, 1.6382978723404256, 2.0, 3.357142857142857]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.375, 1.0227272727272727, 3.6666666666666665, 5.866666666666666]","[0, 0, 3.9211618257261414, 1.3443983402489628, 2.5652173913043477, 5.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.977859778597786, 1.5940959409594098, 3.473684210526316, 4.754385964912281]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[1, 0, 6.4125, 1.78125, 1.55, 2.8070175438596494]","[0, 0, 5.378048780487805, 1.5853658536585367, 1.6944444444444444, 2.7333333333333334]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 1, 4.808219178082192, 1.7465753424657535, 2.1363636363636362, 1.1869918699186992]","[0, 0, 6.148514851485149, 1.4554455445544556, 2.0, 1.2023809523809523]","[0, 0, 2.5961538461538463, 1.6730769230769231, 0.7, 1.7333333333333332]","[0, 1, 2.8993288590604025, 1.1073825503355705, 4.066666666666666, 1.034722222222222]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.6034482758620685, 1.8103448275862069, 1.35, 2.1481481481481484]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 3.7241379310344827, 1.396551724137931, 2.0, 0.8787878787878788]"
114,2017-08-26,20170826HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 1, 18.0, 3.2, 0.42857142857142855, 0.45454545454545453]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.127659574468085, 1.6382978723404256, 2.0, 3.357142857142857]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.375, 1.0227272727272727, 3.6666666666666665, 5.866666666666666]","[0, 0, 3.9211618257261414, 1.3443983402489628, 2.5652173913043477, 5.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.977859778597786, 1.5940959409594098, 3.473684210526316, 4.754385964912281]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 6.4125, 1.78125, 1.55, 2.8070175438596494]","[1, 0, 5.011363636363637, 1.5568181818181819, 1.763157894736842, 2.838709677419355]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.808219178082192, 1.7465753424657535, 2.1363636363636362, 1.1869918699186992]","[0, 0, 6.148514851485149, 1.4554455445544556, 2.0, 1.2023809523809523]","[0, 1, 2.892857142857143, 1.607142857142857, 0.8, 1.696969696969697]","[0, 0, 2.8993288590604025, 1.1073825503355705, 4.066666666666666, 1.034722222222222]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.474576271186441, 1.8135593220338984, 1.4, 2.107142857142857]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 3.7241379310344827, 1.396551724137931, 2.0, 0.8787878787878788]"
115,2017-08-27,20170827HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 18.0, 3.2, 0.42857142857142855, 0.45454545454545453]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.127659574468085, 1.6382978723404256, 2.0, 3.357142857142857]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.375, 1.0227272727272727, 3.6666666666666665, 5.866666666666666]","[0, 0, 3.9211618257261414, 1.3443983402489628, 2.5652173913043477, 5.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.64041095890411, 1.5205479452054795, 3.5789473684210527, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 6.4125, 1.78125, 1.55, 2.8070175438596494]","[0, 0, 5.011363636363637, 1.5568181818181819, 1.763157894736842, 2.838709677419355]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.808219178082192, 1.7465753424657535, 2.1363636363636362, 1.1869918699186992]","[0, 0, 6.148514851485149, 1.4554455445544556, 2.0, 1.2023809523809523]","[0, 1, 2.8421052631578947, 1.5789473684210527, 0.8, 1.5833333333333333]","[0, 0, 2.8993288590604025, 1.1073825503355705, 4.066666666666666, 1.034722222222222]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.474576271186441, 1.8135593220338984, 1.4, 2.107142857142857]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 3.7241379310344827, 1.396551724137931, 2.0, 0.8787878787878788]"
116,2017-08-29,20170829LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 18.0, 3.2, 0.42857142857142855, 0.45454545454545453]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.127659574468085, 1.6382978723404256, 2.0, 3.357142857142857]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.375, 1.0227272727272727, 3.6666666666666665, 5.866666666666666]","[1, 0, 3.8571428571428568, 1.3552123552123554, 2.48, 5.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.64041095890411, 1.5205479452054795, 3.5789473684210527, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 6.4125, 1.78125, 1.55, 2.8070175438596494]","[0, 0, 5.011363636363637, 1.5568181818181819, 1.763157894736842, 2.838709677419355]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.808219178082192, 1.7465753424657535, 2.1363636363636362, 1.1869918699186992]","[0, 1, 6.220588235294117, 1.4852941176470589, 1.90625, 1.1929824561403508]","[0, 0, 2.8421052631578947, 1.5789473684210527, 0.8, 1.5833333333333333]","[0, 1, 2.8421052631578947, 1.0855263157894737, 4.2, 1.034013605442177]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.474576271186441, 1.8135593220338984, 1.4, 2.107142857142857]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 3.6, 1.375, 2.0476190476190474, 0.8888888888888888]"
117,2017-08-30,20170830LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 1, 16.875, 3.0, 0.42857142857142855, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.136363636363636, 1.6558441558441557, 2.142857142857143, 3.4222222222222225]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.375, 1.0227272727272727, 3.6666666666666665, 5.866666666666666]","[0, 0, 3.8571428571428568, 1.3552123552123554, 2.48, 5.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.64041095890411, 1.5205479452054795, 3.5789473684210527, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 6.4125, 1.78125, 1.55, 2.8070175438596494]","[0, 0, 5.011363636363637, 1.5568181818181819, 1.763157894736842, 2.838709677419355]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 1, 4.743243243243244, 1.7229729729729728, 2.1363636363636362, 1.1746031746031746]","[0, 0, 6.220588235294117, 1.4852941176470589, 1.90625, 1.1929824561403508]","[0, 1, 2.7, 1.6, 0.8181818181818182, 1.5384615384615385]","[0, 0, 2.8421052631578947, 1.0855263157894737, 4.2, 1.034013605442177]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.474576271186441, 1.8135593220338984, 1.4, 2.107142857142857]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 3.6, 1.375, 2.0476190476190474, 0.8888888888888888]"
118,2017-08-31,20170831KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 16.875, 3.0, 0.42857142857142855, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6558441558441557, 2.142857142857143, 3.4222222222222225]","[0, 0, 3.4838709677419355, 0.9677419354838709, 1.6666666666666667, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[1, 0, 3.741573033707865, 1.0786516853932584, 3.7333333333333334, 5.5625]","[0, 0, 3.8571428571428568, 1.3552123552123554, 2.48, 5.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.64041095890411, 1.5205479452054795, 3.5789473684210527, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 6.4125, 1.78125, 1.55, 2.8070175438596494]","[0, 0, 5.011363636363637, 1.5568181818181819, 1.763157894736842, 2.838709677419355]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.743243243243244, 1.7229729729729728, 2.1363636363636362, 1.1746031746031746]","[0, 1, 6.130434782608696, 1.4782608695652173, 1.878787878787879, 1.1896551724137931]","[0, 0, 2.7, 1.6, 0.8181818181818182, 1.5384615384615385]","[0, 0, 2.8421052631578947, 1.0855263157894737, 4.2, 1.034013605442177]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.151898734177215, 1.5569620253164558, 2.909090909090909, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.432584269662922, 1.8033707865168538, 1.45, 2.045977011494253]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 3.6, 1.375, 2.0476190476190474, 0.8888888888888888]"
119,2017-09-01,20170901KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.4, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 16.875, 3.0, 0.42857142857142855, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.1, 6.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6558441558441557, 2.142857142857143, 3.4222222222222225]","[0, 1, 4.21875, 1.21875, 2.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.741573033707865, 1.0786516853932584, 3.7333333333333334, 5.5625]","[0, 0, 3.8571428571428568, 1.3552123552123554, 2.48, 5.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.64041095890411, 1.5205479452054795, 3.5789473684210527, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[1, 0, 5.915730337078652, 1.7359550561797752, 1.7272727272727273, 2.966666666666667]","[0, 0, 5.011363636363637, 1.5568181818181819, 1.763157894736842, 2.838709677419355]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.743243243243244, 1.7229729729729728, 2.1363636363636362, 1.1746031746031746]","[0, 0, 6.130434782608696, 1.4782608695652173, 1.878787878787879, 1.1896551724137931]","[0, 0, 2.7, 1.6, 0.8181818181818182, 1.5384615384615385]","[0, 0, 2.8421052631578947, 1.0855263157894737, 4.2, 1.034013605442177]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.926829268292683, 1.5365853658536586, 2.909090909090909, 1.3015873015873016]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.432584269662922, 1.8033707865168538, 1.45, 2.045977011494253]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 3.6, 1.375, 2.0476190476190474, 0.8888888888888888]"
120,2017-09-02,20170902HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.3333333333333333, 2.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 1, 15.882352941176471, 2.8235294117647056, 0.42857142857142855, 0.4358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 6.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6558441558441557, 2.142857142857143, 3.4222222222222225]","[0, 0, 4.21875, 1.21875, 2.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.741573033707865, 1.0786516853932584, 3.7333333333333334, 5.5625]","[0, 0, 3.8571428571428568, 1.3552123552123554, 2.48, 5.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.64041095890411, 1.5205479452054795, 3.5789473684210527, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 5.915730337078652, 1.7359550561797752, 1.7272727272727273, 2.966666666666667]","[1, 0, 4.831578947368421, 1.4947368421052631, 1.894736842105263, 2.96875]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.743243243243244, 1.7229729729729728, 2.1363636363636362, 1.1746031746031746]","[0, 0, 6.130434782608696, 1.4782608695652173, 1.878787878787879, 1.1896551724137931]","[0, 0, 2.7, 1.6, 0.8181818181818182, 1.5384615384615385]","[0, 0, 2.8421052631578947, 1.0855263157894737, 4.2, 1.034013605442177]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7176470588235295, 1.5176470588235296, 2.75, 1.2878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.432584269662922, 1.8033707865168538, 1.45, 2.045977011494253]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 3.6, 1.375, 2.0476190476190474, 0.8888888888888888]"
121,2017-09-03,20170903HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3333333333333333, 2.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 15.882352941176471, 2.8235294117647056, 0.42857142857142855, 0.4358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 6.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6558441558441557, 2.142857142857143, 3.4222222222222225]","[0, 0, 4.21875, 1.21875, 2.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.741573033707865, 1.0786516853932584, 3.7333333333333334, 5.5625]","[0, 0, 3.8571428571428568, 1.3552123552123554, 2.48, 5.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.348242811501597, 1.4856230031948883, 3.4285714285714284, 4.968253968253968]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 5.915730337078652, 1.7359550561797752, 1.7272727272727273, 2.966666666666667]","[0, 0, 4.831578947368421, 1.4947368421052631, 1.894736842105263, 2.96875]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.743243243243244, 1.7229729729729728, 2.1363636363636362, 1.1746031746031746]","[0, 1, 6.042857142857143, 1.457142857142857, 1.9090909090909092, 1.1864406779661016]","[0, 0, 2.7, 1.6, 0.8181818181818182, 1.5384615384615385]","[0, 0, 2.8421052631578947, 1.0855263157894737, 4.2, 1.034013605442177]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7176470588235295, 1.5176470588235296, 2.75, 1.2878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.309392265193369, 1.7734806629834254, 1.45, 2.011111111111111]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 3.762295081967213, 1.3524590163934427, 2.0952380952380953, 0.8840579710144927]"
122,2017-09-05,20170905OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3333333333333333, 2.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 15.882352941176471, 2.8235294117647056, 0.42857142857142855, 0.4358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 6.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.653846153846155, 2.1538461538461537, 0.7894736842105263, 1.8571428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6558441558441557, 2.142857142857143, 3.4222222222222225]","[0, 0, 4.21875, 1.21875, 2.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 3.741573033707865, 1.0786516853932584, 3.7333333333333334, 5.5625]","[1, 0, 3.898916967509025, 1.332129963898917, 2.5384615384615383, 5.770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.348242811501597, 1.4856230031948883, 3.4285714285714284, 4.968253968253968]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.163043478260869, 1.5, 2.125, 0.8518518518518519]","[0, 0, 5.915730337078652, 1.7359550561797752, 1.7272727272727273, 2.966666666666667]","[0, 0, 4.831578947368421, 1.4947368421052631, 1.894736842105263, 2.96875]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.743243243243244, 1.7229729729729728, 2.1363636363636362, 1.1746031746031746]","[0, 1, 6.05607476635514, 1.457943925233645, 1.9090909090909092, 1.1888888888888889]","[0, 0, 2.7, 1.6, 0.8181818181818182, 1.5384615384615385]","[0, 1, 2.769230769230769, 1.0769230769230769, 4.333333333333333, 1.04]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7176470588235295, 1.5176470588235296, 2.75, 1.2878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.309392265193369, 1.7734806629834254, 1.45, 2.011111111111111]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 3.9193548387096775, 1.379032258064516, 2.0, 0.8794326241134752]"
