,date,game_key,이재학,이민호,이형범,최금강,해커,장현식,임정호,윤호솔,배재환,윤수호,류재인,구창모,최성영,박준영,정수민,김호민,강병무,맨쉽,김진호,김태현,소이현,김선규,김진성,원종현,박민석,임창민,민태호,강윤구,박상혁
111,2017-08-18,20170818HHNC0,"[0, 0, 5.0283400809716605, 1.4939271255060729, 2.6785714285714284, 4.333333333333333]","[0, 0, 4.25615763546798, 1.2413793103448274, 3.1904761904761907, 1.5736434108527133]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 6.814285714285714, 1.6428571428571428, 1.2413793103448276, 2.5]","[1, 0, 3.2010309278350513, 1.1365979381443299, 3.526315789473684, 6.466666666666667]","[0, 0, 4.984615384615385, 1.5115384615384615, 1.6595744680851063, 3.9393939393939394]","[0, 0, 2.8421052631578947, 1.3026315789473686, 2.5, 0.5277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.136363636363636, 1.5545454545454547, 1.5238095238095237, 1.182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 1, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.0666666666666667, 3.4210526315789473, 5.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.105, 1.065, 3.8947368421052633, 1.234567901234568]","[0, 1, 3.8776595744680855, 1.2925531914893618, 2.7777777777777777, 1.2287581699346404]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.1688311688311688, 2.9375, 1.1159420289855073]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.029850746268656, 1.455223880597015, 2.0, 1.861111111111111]","[0, 0, 0, 0, 0, 0]"
112,2017-08-19,20170819NCWO0,"[0, 0, 5.0283400809716605, 1.4939271255060729, 2.6785714285714284, 4.333333333333333]","[0, 1, 4.214634146341464, 1.2585365853658537, 3.0454545454545454, 1.553030303030303]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 6.814285714285714, 1.6428571428571428, 1.2413793103448276, 2.5]","[0, 0, 3.2010309278350513, 1.1365979381443299, 3.526315789473684, 6.466666666666667]","[1, 0, 4.5473684210526315, 1.4526315789473685, 1.7142857142857142, 4.130434782608695]","[0, 1, 2.8051948051948052, 1.2857142857142856, 2.5, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.136363636363636, 1.5545454545454547, 1.5238095238095237, 1.182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.0666666666666667, 3.4210526315789473, 5.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.105, 1.065, 3.8947368421052633, 1.234567901234568]","[0, 0, 3.8776595744680855, 1.2925531914893618, 2.7777777777777777, 1.2287581699346404]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.1688311688311688, 2.9375, 1.1159420289855073]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.029850746268656, 1.455223880597015, 2.0, 1.861111111111111]","[0, 0, 0, 0, 0, 0]"
113,2017-08-20,20170820NCWO0,"[0, 0, 5.0283400809716605, 1.4939271255060729, 2.6785714285714284, 4.333333333333333]","[0, 1, 4.153846153846154, 1.2548076923076923, 3.090909090909091, 1.5407407407407407]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 6.814285714285714, 1.6428571428571428, 1.2413793103448276, 2.5]","[0, 0, 3.2010309278350513, 1.1365979381443299, 3.526315789473684, 6.466666666666667]","[0, 0, 4.5473684210526315, 1.4526315789473685, 1.7142857142857142, 4.130434782608695]","[0, 0, 2.8051948051948052, 1.2857142857142856, 2.5, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.136363636363636, 1.5545454545454547, 1.5238095238095237, 1.182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.0666666666666667, 3.4210526315789473, 5.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0895522388059704, 1.0746268656716418, 3.7, 1.2181818181818183]","[0, 1, 3.896907216494845, 1.3144329896907216, 2.7777777777777777, 1.2435897435897436]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0955414012738856, 1.1464968152866242, 3.0, 1.1134751773049645]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[1, 0, 3.941605839416058, 1.467153284671533, 1.9130434782608696, 1.8266666666666667]","[0, 0, 0, 0, 0, 0]"
114,2017-08-22,20170822NCLG0,"[1, 0, 4.9465648854961835, 1.5, 2.5806451612903225, 4.366666666666666]","[0, 0, 4.153846153846154, 1.2548076923076923, 3.090909090909091, 1.5407407407407407]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 6.814285714285714, 1.6428571428571428, 1.2413793103448276, 2.5]","[0, 0, 3.2010309278350513, 1.1365979381443299, 3.526315789473684, 6.466666666666667]","[0, 0, 4.5473684210526315, 1.4526315789473685, 1.7142857142857142, 4.130434782608695]","[0, 0, 2.8051948051948052, 1.2857142857142856, 2.5, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.136363636363636, 1.5545454545454547, 1.5238095238095237, 1.182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.0666666666666667, 3.4210526315789473, 5.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.985576923076923, 1.0673076923076923, 3.619047619047619, 1.238095238095238]","[0, 0, 3.896907216494845, 1.3144329896907216, 2.7777777777777777, 1.2435897435897436]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0375, 1.14375, 3.0625, 1.1111111111111112]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 3.941605839416058, 1.467153284671533, 1.9130434782608696, 1.8266666666666667]","[0, 0, 0, 0, 0, 0]"
115,2017-08-23,20170823NCLG0,"[0, 0, 4.9465648854961835, 1.5, 2.5806451612903225, 4.366666666666666]","[0, 0, 4.153846153846154, 1.2548076923076923, 3.090909090909091, 1.5407407407407407]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.259433962264151, 1.6556603773584904, 1.2333333333333334, 2.4367816091954024]","[0, 0, 3.2010309278350513, 1.1365979381443299, 3.526315789473684, 6.466666666666667]","[0, 0, 4.5473684210526315, 1.4526315789473685, 1.7142857142857142, 4.130434782608695]","[0, 1, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 6.212389380530974, 1.592920353982301, 1.434782608695652, 1.1770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.392405063291139, 1.0506329113924051, 3.473684210526316, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.985576923076923, 1.0673076923076923, 3.619047619047619, 1.238095238095238]","[0, 1, 3.83756345177665, 1.2944162436548223, 2.9444444444444446, 1.238993710691824]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.14375, 3.0625, 1.1111111111111112]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 3.941605839416058, 1.467153284671533, 1.9130434782608696, 1.8266666666666667]","[0, 0, 0, 0, 0, 0]"
116,2017-08-24,20170824KTNC0,"[0, 0, 4.9465648854961835, 1.5, 2.5806451612903225, 4.366666666666666]","[0, 1, 4.018604651162791, 1.269767441860465, 3.0869565217391304, 1.5579710144927537]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.092165898617511, 1.6589861751152075, 1.2258064516129032, 2.411111111111111]","[1, 0, 3.4168734491315136, 1.1761786600496278, 3.5, 6.396825396825397]","[0, 0, 4.5473684210526315, 1.4526315789473685, 1.7142857142857142, 4.130434782608695]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.212389380530974, 1.592920353982301, 1.434782608695652, 1.1770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.392405063291139, 1.0506329113924051, 3.473684210526316, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.985576923076923, 1.0673076923076923, 3.619047619047619, 1.238095238095238]","[0, 0, 3.83756345177665, 1.2944162436548223, 2.9444444444444446, 1.238993710691824]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.14375, 3.0625, 1.1111111111111112]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.3125, 1.4791666666666667, 2.0, 1.8461538461538463]","[0, 0, 0, 0, 0, 0]"
117,2017-08-25,20170825KTNC0,"[0, 0, 4.9465648854961835, 1.5, 2.5806451612903225, 4.366666666666666]","[0, 1, 3.9452054794520546, 1.2602739726027397, 3.1739130434782608, 1.553191489361702]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.092165898617511, 1.6589861751152075, 1.2258064516129032, 2.411111111111111]","[0, 0, 3.4168734491315136, 1.1761786600496278, 3.5, 6.396825396825397]","[1, 0, 4.5, 1.4313725490196079, 1.7647058823529411, 4.25]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.212389380530974, 1.592920353982301, 1.434782608695652, 1.1770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.463035019455253, 1.715953307392996, 2.1777777777777776, 4.07936507936508]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.392405063291139, 1.0506329113924051, 3.473684210526316, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.875, 1.0416666666666667, 3.7142857142857144, 1.263157894736842]","[0, 1, 4.2272727272727275, 1.3333333333333333, 3.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.98159509202454, 1.1595092024539877, 3.125, 1.108843537414966]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.3125, 1.4791666666666667, 2.0, 1.8461538461538463]","[0, 0, 0, 0, 0, 0]"
118,2017-08-26,20170826HTNC0,"[0, 0, 4.9465648854961835, 1.5, 2.5806451612903225, 4.366666666666666]","[0, 0, 3.9452054794520546, 1.2602739726027397, 3.1739130434782608, 1.553191489361702]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.118181818181817, 1.6636363636363638, 1.2903225806451613, 2.365591397849462]","[0, 0, 3.4168734491315136, 1.1761786600496278, 3.5, 6.396825396825397]","[0, 0, 4.5, 1.4313725490196079, 1.7647058823529411, 4.25]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 5.9491525423728815, 1.6016949152542372, 1.4166666666666667, 1.191919191919192]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.459558823529412, 1.7205882352941175, 2.0851063829787235, 4.121212121212121]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.392405063291139, 1.0506329113924051, 3.473684210526316, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.875, 1.0416666666666667, 3.7142857142857144, 1.263157894736842]","[0, 0, 4.2272727272727275, 1.3333333333333333, 3.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.98159509202454, 1.1595092024539877, 3.125, 1.108843537414966]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.2827586206896555, 1.4689655172413791, 2.0, 1.7901234567901236]","[0, 0, 0, 0, 0, 0]"
119,2017-08-27,20170827HTNC0,"[1, 0, 4.804270462633452, 1.4626334519572952, 2.71875, 4.4603174603174605]","[0, 1, 3.8571428571428568, 1.2857142857142856, 3.125, 1.5555555555555556]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.118181818181817, 1.6636363636363638, 1.2903225806451613, 2.365591397849462]","[0, 0, 3.4168734491315136, 1.1761786600496278, 3.5, 6.396825396825397]","[0, 0, 4.5, 1.4313725490196079, 1.7647058823529411, 4.25]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.9491525423728815, 1.6016949152542372, 1.4166666666666667, 1.191919191919192]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.459558823529412, 1.7205882352941175, 2.0851063829787235, 4.121212121212121]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.392405063291139, 1.0506329113924051, 3.473684210526316, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.875, 1.0416666666666667, 3.7142857142857144, 1.263157894736842]","[0, 0, 4.2272727272727275, 1.3333333333333333, 3.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.1607142857142858, 3.1176470588235294, 1.12]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.438356164383562, 1.4794520547945207, 2.0, 1.738095238095238]","[0, 0, 0, 0, 0, 0]"
120,2017-08-29,20170829NCKT0,"[0, 0, 4.804270462633452, 1.4626334519572952, 2.71875, 4.4603174603174605]","[0, 0, 3.8571428571428568, 1.2857142857142856, 3.125, 1.5555555555555556]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.118181818181817, 1.6636363636363638, 1.2903225806451613, 2.365591397849462]","[0, 0, 3.4168734491315136, 1.1761786600496278, 3.5, 6.396825396825397]","[0, 0, 4.5, 1.4313725490196079, 1.7647058823529411, 4.25]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 5.801652892561983, 1.586776859504132, 1.4583333333333333, 1.1862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.459558823529412, 1.7205882352941175, 2.0851063829787235, 4.121212121212121]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.808, 1.116, 3.238095238095238, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.875, 1.0416666666666667, 3.7142857142857144, 1.263157894736842]","[0, 1, 4.32, 1.3499999999999999, 3.0555555555555554, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.1607142857142858, 3.1176470588235294, 1.12]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.438356164383562, 1.4794520547945207, 2.0, 1.738095238095238]","[0, 0, 0, 0, 0, 0]"
121,2017-08-30,20170830NCKT0,"[0, 0, 4.804270462633452, 1.4626334519572952, 2.71875, 4.4603174603174605]","[0, 1, 3.823008849557522, 1.2876106194690267, 3.1666666666666665, 1.5374149659863945]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.118181818181817, 1.6636363636363638, 1.2903225806451613, 2.365591397849462]","[1, 0, 3.2630331753554502, 1.1516587677725119, 3.4347826086956523, 6.393939393939394]","[0, 0, 4.5, 1.4313725490196079, 1.7647058823529411, 4.25]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.801652892561983, 1.586776859504132, 1.4583333333333333, 1.1862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.8125, 1.7708333333333333, 2.0816326530612246, 4.173913043478261]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.808, 1.116, 3.238095238095238, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.875, 1.0416666666666667, 3.7142857142857144, 1.263157894736842]","[0, 1, 4.214634146341464, 1.3317073170731708, 3.111111111111111, 1.2202380952380951]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.1607142857142858, 3.1176470588235294, 1.12]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.32, 1.44, 2.0434782608695654, 1.7241379310344827]","[0, 0, 0, 0, 0, 0]"
122,2017-08-31,20170831NCLT0,"[0, 0, 4.804270462633452, 1.4626334519572952, 2.71875, 4.4603174603174605]","[0, 0, 3.823008849557522, 1.2876106194690267, 3.1666666666666665, 1.5374149659863945]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 6.898678414096916, 1.6651982378854624, 1.34375, 2.3645833333333335]","[0, 0, 3.2630331753554502, 1.1516587677725119, 3.4347826086956523, 6.393939393939394]","[1, 0, 4.744408945686901, 1.4856230031948883, 1.6851851851851851, 4.173333333333333]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 5.616, 1.584, 1.3846153846153846, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8125, 1.7708333333333333, 2.0816326530612246, 4.173913043478261]","[0, 0, 8.0, 1.8888888888888888, 1.2, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.808, 1.116, 3.238095238095238, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.875, 1.0416666666666667, 3.7142857142857144, 1.263157894736842]","[0, 0, 4.214634146341464, 1.3317073170731708, 3.111111111111111, 1.2202380952380951]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.1607142857142858, 3.1176470588235294, 1.12]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.32, 1.44, 2.0434782608695654, 1.7241379310344827]","[0, 0, 0, 0, 0, 0]"
123,2017-09-01,20170901NCLT0,"[1, 0, 4.8762541806020065, 1.4849498327759196, 2.676470588235294, 4.53030303030303]","[0, 0, 3.823008849557522, 1.2876106194690267, 3.1666666666666665, 1.5374149659863945]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 6.898678414096916, 1.6651982378854624, 1.34375, 2.3645833333333335]","[0, 0, 3.2630331753554502, 1.1516587677725119, 3.4347826086956523, 6.393939393939394]","[0, 0, 4.744408945686901, 1.4856230031948883, 1.6851851851851851, 4.173333333333333]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.616, 1.584, 1.3846153846153846, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8125, 1.7708333333333333, 2.0816326530612246, 4.173913043478261]","[0, 1, 9.580645161290324, 2.129032258064516, 1.3333333333333333, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.808, 1.116, 3.238095238095238, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7723214285714284, 1.0178571428571428, 3.857142857142857, 1.2873563218390804]","[0, 0, 4.214634146341464, 1.3317073170731708, 3.111111111111111, 1.2202380952380951]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.1607142857142858, 3.1176470588235294, 1.12]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.235294117647059, 1.4313725490196079, 2.0869565217391304, 1.7]","[0, 0, 0, 0, 0, 0]"
124,2017-09-02,20170902LGNC0,"[0, 0, 4.8762541806020065, 1.4849498327759196, 2.676470588235294, 4.53030303030303]","[0, 0, 3.823008849557522, 1.2876106194690267, 3.1666666666666665, 1.5374149659863945]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 6.898678414096916, 1.6651982378854624, 1.34375, 2.3645833333333335]","[0, 0, 3.2630331753554502, 1.1516587677725119, 3.4347826086956523, 6.393939393939394]","[0, 0, 4.744408945686901, 1.4856230031948883, 1.6851851851851851, 4.173333333333333]","[0, 0, 2.8051948051948052, 1.3246753246753247, 2.5, 0.5133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.616, 1.584, 1.3846153846153846, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.732876712328767, 1.7465753424657535, 2.122448979591837, 4.055555555555555]","[0, 0, 9.580645161290324, 2.129032258064516, 1.3333333333333333, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36734693877551, 2.0204081632653064, 0.9230769230769231, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.808, 1.116, 3.238095238095238, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.934782608695652, 1.017391304347826, 3.608695652173913, 1.2994350282485876]","[0, 1, 4.242857142857143, 1.3142857142857143, 3.2222222222222223, 1.2280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.1754385964912282, 2.9444444444444446, 1.1176470588235294]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.235294117647059, 1.4313725490196079, 2.0869565217391304, 1.7]","[0, 0, 0, 0, 0, 0]"
