,date,game_key,이승현,김현우,김대우,심창민,임현준,황수범,안성무,윤대경,안규현,이수민,구준범,이케빈,최충연,김승현,임대한,최지광,레나도,페트릭,장지훈,김시현,신용운,우규민,윤성환,박근홍,장원삼,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
10,2017-04-13,20170413HHSS0,"[0, 0, 3.375, 1.5, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1.0, 0.6666666666666666]","[0, 1, 10.384615384615385, 2.076923076923077, 1.6666666666666667, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.307692307692308, 1.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 1.6666666666666667, 5.833333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.05, 1.125, 6.0, 6.666666666666667]","[0, 0, 3.0, 1.5, 3.0, 6.0]","[0, 0, 3.0, 1.3333333333333333, 1.0, 0.75]","[0, 0, 12.0, 3.6666666666666665, 2, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 3.0, 0.4, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 0, 0.7777777777777778]"
11,2017-04-14,20170414SSLT0,"[0, 0, 3.375, 1.5, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1.0, 0.6666666666666666]","[0, 0, 10.384615384615385, 2.076923076923077, 1.6666666666666667, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 2.0526315789473686, 0.8, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 1.6666666666666667, 5.833333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.125, 6.0, 6.666666666666667]","[1, 0, 1.9285714285714284, 0.9285714285714286, 3.6666666666666665, 7.0]","[0, 1, 2.25, 1.0, 2.0, 0.8]","[0, 0, 12.0, 3.6666666666666665, 2, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 0.4, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.125, 1, 0.6666666666666666]"
12,2017-04-15,20170415SSLT0,"[0, 1, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 19.285714285714285, 2.142857142857143, 0.5, 0.5833333333333334]","[0, 0, 10.384615384615385, 2.076923076923077, 1.6666666666666667, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6, 1.2, 3.0, 5.0]","[0, 0, 5.684210526315789, 2.0526315789473686, 0.8, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 1.6666666666666667, 5.833333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.125, 6.0, 6.666666666666667]","[0, 0, 1.9285714285714284, 0.9285714285714286, 3.6666666666666665, 7.0]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 12.0, 3.6666666666666665, 2, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.0, 0.8333333333333334, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0.0, 0.8181818181818182, 1, 0.7333333333333333]"
13,2017-04-16,20170416SSLT0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 19.285714285714285, 2.142857142857143, 0.5, 0.5833333333333334]","[0, 1, 8.4375, 1.6875, 2.3333333333333335, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 3.0, 5.0]","[0, 0, 5.684210526315789, 2.0526315789473686, 0.8, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.2, 1.6666666666666667, 5.833333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.125, 6.0, 6.666666666666667]","[0, 0, 1.9285714285714284, 0.9285714285714286, 3.6666666666666665, 7.0]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[1, 0, 9.0, 2.375, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.0, 0.8333333333333334, 0.8333333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 1, 0.7333333333333333]"
14,2017-04-18,20170418SSOB0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 19.285714285714285, 2.142857142857143, 0.5, 0.5833333333333334]","[0, 1, 6.428571428571428, 1.2857142857142858, 2.6666666666666665, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 3.0, 5.0]","[0, 1, 5.142857142857142, 2.142857142857143, 0.6666666666666666, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.189655172413794, 1.2413793103448276, 1.8333333333333333, 6.444444444444444]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.125, 6.0, 6.666666666666667]","[0, 0, 1.9285714285714284, 0.9285714285714286, 3.6666666666666665, 7.0]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 9.0, 2.375, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.0, 0.8333333333333334, 0.7142857142857143]","[0, 1, 0.0, 2.25, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 0.8, 2, 0.8333333333333334]"
15,2017-04-19,20170419SSOB0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 14.727272727272727, 1.9090909090909092, 0.3333333333333333, 0.7333333333333333]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.6666666666666665, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 3.0, 5.0]","[0, 1, 4.909090909090909, 2.181818181818182, 0.7142857142857143, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.189655172413794, 1.2413793103448276, 1.8333333333333333, 6.444444444444444]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 1.9285714285714284, 0.9285714285714286, 3.6666666666666665, 7.0]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 9.0, 2.375, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.5, 1.1666666666666667, 0.8333333333333334]","[0, 0, 0.0, 2.25, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 0.6666666666666666, 3, 0.8571428571428571]"
16,2017-04-20,20170420SSOB0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.727272727272727, 1.9090909090909092, 0.3333333333333333, 0.7333333333333333]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.6666666666666665, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 3.0, 5.0]","[0, 1, 4.909090909090909, 2.4545454545454546, 0.625, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.189655172413794, 1.2413793103448276, 1.8333333333333333, 6.444444444444444]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[1, 0, 3.983606557377049, 1.180327868852459, 2.5, 6.777777777777778]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 9.0, 2.375, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.5, 1.1666666666666667, 0.8333333333333334]","[0, 1, 0.0, 1.2, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.6666666666666666, 3, 0.8571428571428571]"
17,2017-04-21,20170421NCSS0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.727272727272727, 1.9090909090909092, 0.3333333333333333, 0.7333333333333333]","[0, 1, 6.75, 1.5, 2.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 4.909090909090909, 2.4545454545454546, 0.625, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.189655172413794, 1.2413793103448276, 1.8333333333333333, 6.444444444444444]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 1, 0.0, 3.0, 1.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.983606557377049, 1.180327868852459, 2.5, 6.777777777777778]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 9.0, 2.375, 3.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.375, 1.5, 0.8888888888888888]","[0, 1, 4.153846153846154, 1.8461538461538463, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.8076923076923077, 5.0, 1.0833333333333333]"
18,2017-04-22,20170422NCSS0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 0, 6.75, 1.5, 2.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 1, 4.5, 2.25, 0.875, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.189655172413794, 1.2413793103448276, 1.8333333333333333, 6.444444444444444]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 1, 0.0, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.983606557377049, 1.180327868852459, 2.5, 6.777777777777778]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[1, 0, 5.142857142857142, 1.8571428571428572, 4.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.375, 1.5, 0.8888888888888888]","[0, 0, 4.153846153846154, 1.8461538461538463, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8076923076923077, 5.0, 1.0833333333333333]"
19,2017-04-23,20170423NCSS0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 1, 5.785714285714286, 1.5, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 4.5, 2.25, 0.875, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9078947368421053, 1.381578947368421, 1.4444444444444444, 6.333333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 0.0, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.983606557377049, 1.180327868852459, 2.5, 6.777777777777778]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 5.142857142857142, 1.8571428571428572, 4.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.2692307692307694, 1.6666666666666667, 0.8666666666666666]","[0, 1, 3.176470588235294, 1.7647058823529411, 2.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 0.75, 8.0, 1.1851851851851851]"
20,2017-04-25,20170425SSHT0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 1, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 0, 5.785714285714286, 1.5, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 1, 3.6, 2.1, 0.8, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.381578947368421, 1.4444444444444444, 6.333333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 1, 8.1, 1.7999999999999998, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.983606557377049, 1.180327868852459, 2.5, 6.777777777777778]","[0, 0, 2.25, 1.0, 2.0, 0.8]","[0, 0, 5.142857142857142, 1.8571428571428572, 4.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2692307692307694, 1.6666666666666667, 0.8666666666666666]","[0, 0, 3.176470588235294, 1.7647058823529411, 2.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 8.0, 1.1851851851851851]"
21,2017-04-26,20170426SSHT0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 1, 6.75, 2.25, 1, 1.3333333333333333]","[0, 0, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 0, 5.785714285714286, 1.5, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 3.6, 2.1, 0.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.381578947368421, 1.4444444444444444, 6.333333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 8.1, 1.7999999999999998, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[1, 0, 3.7594936708860756, 1.1772151898734178, 2.375, 6.583333333333333]","[0, 1, 4.5, 1.25, 1.3333333333333333, 0.6666666666666666]","[0, 0, 5.142857142857142, 1.8571428571428572, 4.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2692307692307694, 1.6666666666666667, 0.8666666666666666]","[0, 0, 3.176470588235294, 1.7647058823529411, 2.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 8.0, 1.1851851851851851]"
22,2017-04-27,20170427SSHT0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 1, 7.7142857142857135, 1.7142857142857142, 1, 1.1666666666666667]","[0, 0, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 0, 5.785714285714286, 1.5, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.926829268292683, 1.4634146341463414, 2.3333333333333335, 4.555555555555555]","[0, 0, 3.6, 2.1, 0.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.381578947368421, 1.4444444444444444, 6.333333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 8.1, 1.7999999999999998, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.7594936708860756, 1.1772151898734178, 2.375, 6.583333333333333]","[0, 0, 4.5, 1.25, 1.3333333333333333, 0.6666666666666666]","[0, 0, 5.142857142857142, 1.8571428571428572, 4.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2692307692307694, 1.6666666666666667, 0.8666666666666666]","[0, 0, 3.176470588235294, 1.7647058823529411, 2.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 0.84375, 8.0, 1.0666666666666667]"
23,2017-04-28,20170428SKSS0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 1.1666666666666667]","[0, 0, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 1, 5.225806451612903, 1.4516129032258063, 1.8333333333333333, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.4634146341463414, 2.3333333333333335, 4.555555555555555]","[0, 1, 3.4615384615384612, 1.8461538461538463, 1.0, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.381578947368421, 1.4444444444444444, 6.333333333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 8.1, 1.7999999999999998, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.7594936708860756, 1.1772151898734178, 2.375, 6.583333333333333]","[0, 0, 4.5, 1.25, 1.3333333333333333, 0.6666666666666666]","[1, 0, 7.269230769230769, 2.019230769230769, 2.8, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.2222222222222223, 1.8333333333333333, 0.8181818181818182]","[0, 1, 7.105263157894736, 2.0526315789473686, 2.3333333333333335, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.135135135135135, 9.0, 1.1212121212121213]"
24,2017-04-29,20170429SKSS0,"[0, 0, 3.0, 1.6666666666666667, 1.0, 0.75]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 1.1666666666666667]","[0, 0, 8.217391304347826, 1.434782608695652, 0.75, 1.277777777777778]","[0, 1, 4.764705882352941, 1.3235294117647058, 2.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.4634146341463414, 2.3333333333333335, 4.555555555555555]","[0, 0, 3.4615384615384612, 1.8461538461538463, 1.0, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.618556701030928, 1.3298969072164948, 1.5, 6.466666666666667]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 8.1, 1.7999999999999998, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.0344827586206897, 5.666666666666667, 6.444444444444444]","[0, 0, 3.7594936708860756, 1.1772151898734178, 2.375, 6.583333333333333]","[0, 0, 4.5, 1.25, 1.3333333333333333, 0.6666666666666666]","[0, 0, 7.269230769230769, 2.019230769230769, 2.8, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 1.5714285714285714, 0.8333333333333334]","[0, 0, 7.105263157894736, 2.0526315789473686, 2.3333333333333335, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.135135135135135, 9.0, 1.1212121212121213]"
