,game_key,pitcher,1,2,3,4,5,6,7,8,9
49,20160601KTLT0,"[2.392405063291139, 1.4050632911392407, 1.7857142857142858, 1.4629629629629628]","[0.33163265306122447, 0.4018264840182648, 0.37755102040816324, 0.4186046511627907, 0.12755102040816327, 0.08673469387755102]","[0.3238095238095238, 0.38461538461538464, 0.44761904761904764, 0.30303030303030304, 0.20952380952380953, 0.14285714285714285]","[0.2469879518072289, 0.3172043010752688, 0.463855421686747, 0.3541666666666667, 0.14457831325301204, 0.2289156626506024]","[0.2389937106918239, 0.31666666666666665, 0.4276729559748428, 0.2708333333333333, 0.14465408805031446, 0.16352201257861634]","[0.3108108108108108, 0.40229885057471265, 0.49324324324324326, 0.42424242424242425, 0.1554054054054054, 0.17567567567567569]","[0.2903225806451613, 0.38461538461538464, 0.4032258064516129, 0.3142857142857143, 0.1693548387096774, 0.16129032258064516]","[0.15151515151515152, 0.25333333333333335, 0.25757575757575757, 0.1, 0.13636363636363635, 0.07575757575757576]","[0, 0, 0, 0, 0, 0]","[0.18181818181818182, 0.3076923076923077, 0.18181818181818182, 0.25, 0.18181818181818182, 0.18181818181818182]"
50,20160602KTLT0,"[4.706422018348624, 1.3211009174311925, 1.7272727272727273, 4.037037037037037]","[0.3316582914572864, 0.4009009009009009, 0.3768844221105528, 0.4090909090909091, 0.12562814070351758, 0.08542713567839195]","[0.3211009174311927, 0.38016528925619836, 0.44036697247706424, 0.3235294117647059, 0.2018348623853211, 0.13761467889908258]","[0.3219178082191781, 0.43258426966292135, 0.5068493150684932, 0.3333333333333333, 0.18493150684931506, 0.2191780821917808]","[0.3092105263157895, 0.398876404494382, 0.4868421052631579, 0.42424242424242425, 0.1513157894736842, 0.17105263157894737]","[0.4117647058823529, 0.5, 0.47058823529411764, 0.4, 0.29411764705882354, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3246753246753247, 0.3953488372093023, 0.45454545454545453, 0.5625, 0.14285714285714285, 0.18181818181818182]","[0.26666666666666666, 0.33613445378151263, 0.2857142857142857, 0.35714285714285715, 0.09523809523809523, 0.11428571428571428]","[0.27586206896551724, 0.34375, 0.3103448275862069, 0.0, 0.2413793103448276, 0.0]"
51,20160603LGKT0,"[4.927007299270073, 1.5985401459854016, 2.357142857142857, 5.0740740740740735]","[0.3185840707964602, 0.373015873015873, 0.4336283185840708, 0.3142857142857143, 0.19469026548672566, 0.1415929203539823]","[0.38095238095238093, 0.4583333333333333, 0.42857142857142855, 0.3333333333333333, 0.23809523809523808, 0.0]","[0.32, 0.42857142857142855, 0.5, 0.32608695652173914, 0.18, 0.21333333333333335]","[0.3076923076923077, 0.3956043956043956, 0.4807692307692308, 0.4117647058823529, 0.14743589743589744, 0.16666666666666666]","[0.32098765432098764, 0.3888888888888889, 0.4444444444444444, 0.5625, 0.14814814814814814, 0.1728395061728395]","[0.23976608187134502, 0.3089005235602094, 0.4502923976608187, 0.3469387755102041, 0.14035087719298245, 0.2222222222222222]","[0.2727272727272727, 0.3333333333333333, 0.30303030303030304, 0.0, 0.21212121212121213, 0.0]","[0.27358490566037735, 0.3524590163934426, 0.29245283018867924, 0.35714285714285715, 0.10377358490566038, 0.11320754716981132]","[0.2857142857142857, 0.375, 0.2857142857142857, 0.4, 0.14285714285714285, 0.21428571428571427]"
52,20160604LGKT0,"[5.1526717557251915, 1.4885496183206108, 1.5294117647058822, 4.851851851851851]","[0.3235294117647059, 0.3920704845814978, 0.36764705882352944, 0.4, 0.12254901960784313, 0.08333333333333333]","[0.11764705882352941, 0.16666666666666666, 0.17647058823529413, 0.0, 0.17647058823529413, 0.0]","[0.24, 0.3112244897959184, 0.44571428571428573, 0.36, 0.13714285714285715, 0.22285714285714286]","[0.3081761006289308, 0.3978494623655914, 0.4779874213836478, 0.4117647058823529, 0.14465408805031446, 0.16352201257861634]","[0.38461538461538464, 0.4482758620689655, 0.46153846153846156, 0.3333333333333333, 0.2692307692307692, 0.0]","[0.313953488372093, 0.37894736842105264, 0.43023255813953487, 0.5294117647058824, 0.13953488372093023, 0.16279069767441862]","[0.3135593220338983, 0.366412213740458, 0.423728813559322, 0.3142857142857143, 0.1864406779661017, 0.13559322033898305]","[0.26605504587155965, 0.3492063492063492, 0.28440366972477066, 0.35714285714285715, 0.11009174311926606, 0.11009174311926606]","[0.288, 0.38620689655172413, 0.4, 0.3055555555555556, 0.168, 0.16]"
53,20160605LGKT0,"[5.711538461538462, 1.4230769230769231, 1.625, 5.2]","[0.32211538461538464, 0.38961038961038963, 0.36538461538461536, 0.3958333333333333, 0.1201923076923077, 0.08173076923076923]","[0.3793103448275862, 0.45454545454545453, 0.4482758620689655, 0.42857142857142855, 0.2413793103448276, 0.034482758620689655]","[0.23728813559322035, 0.31155778894472363, 0.4406779661016949, 0.36, 0.14124293785310735, 0.22033898305084745]","[0.30246913580246915, 0.39473684210526316, 0.4691358024691358, 0.4117647058823529, 0.14814814814814814, 0.16049382716049382]","[0.3333333333333333, 0.3939393939393939, 0.4444444444444444, 0.5555555555555556, 0.14444444444444443, 0.16666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31092436974789917, 0.36363636363636365, 0.42016806722689076, 0.3055555555555556, 0.18487394957983194, 0.13445378151260504]","[0.16666666666666666, 0.2857142857142857, 0.3333333333333333, 1.0, 0.0, 0.16666666666666666]","[0.23684210526315788, 0.2926829268292683, 0.2631578947368421, 0.0, 0.18421052631578946, 0.02631578947368421]"
54,20160607OBKT0,"[2.2978723404255317, 1.4680851063829787, 1.6111111111111112, 1.6491228070175439]","[0.31451612903225806, 0.36496350364963503, 0.4274193548387097, 0.32432432432432434, 0.1774193548387097, 0.13709677419354838]","[0.32547169811320753, 0.3940677966101695, 0.37264150943396224, 0.38, 0.12735849056603774, 0.08490566037735849]","[0.2430939226519337, 0.31862745098039214, 0.44751381215469616, 0.3584905660377358, 0.14917127071823205, 0.22099447513812154]","[0.30120481927710846, 0.3917525773195876, 0.4819277108433735, 0.40540540540540543, 0.15060240963855423, 0.18072289156626506]","[0.125, 0.2222222222222222, 0.5, 0.5, 0.125, 0.25]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5, 0.0, 0.0]","[0.28346456692913385, 0.38095238095238093, 0.3937007874015748, 0.2972972972972973, 0.16535433070866143, 0.15748031496062992]","[0.2727272727272727, 0.3333333333333333, 0.36363636363636365, 0.5, 0.09090909090909091, 0.09090909090909091]","[0.2857142857142857, 0.34782608695652173, 0.2857142857142857, 0.4, 0.14285714285714285, 0.14285714285714285]"
55,20160608OBKT0,"[4.153846153846154, 1.2923076923076922, 1.7142857142857142, 4.333333333333334]","[0.32407407407407407, 0.39166666666666666, 0.37037037037037035, 0.38, 0.125, 0.08333333333333333]","[0.2824427480916031, 0.37748344370860926, 0.3893129770992366, 0.2972972972972973, 0.16030534351145037, 0.15267175572519084]","[0.3046875, 0.3546099290780142, 0.4140625, 0.3157894736842105, 0.171875, 0.1328125]","[0.30177514792899407, 0.39086294416243655, 0.48520710059171596, 0.40540540540540543, 0.14792899408284024, 0.17751479289940827]","[0.3191489361702128, 0.38461538461538464, 0.425531914893617, 0.47619047619047616, 0.14893617021276595, 0.1595744680851064]","[0.1, 0.25, 0.4, 0.3333333333333333, 0.1, 0.2]","[0.3333333333333333, 0.4358974358974359, 0.3939393939393939, 0.3, 0.24242424242424243, 0.06060606060606061]","[0.2636363636363636, 0.3515625, 0.2818181818181818, 0.3448275862068966, 0.10909090909090909, 0.10909090909090909]","[0.2777777777777778, 0.3157894736842105, 0.3888888888888889, 0.25, 0.16666666666666666, 0.1111111111111111]"
56,20160609OBKT0,"[4.529032258064516, 1.6064516129032258, 2.0, 5.166666666666666]","[0.32727272727272727, 0.39344262295081966, 0.37272727272727274, 0.37254901960784315, 0.12727272727272726, 0.08181818181818182]","[0.3181818181818182, 0.36551724137931035, 0.42424242424242425, 0.3157894736842105, 0.17424242424242425, 0.12878787878787878]","[0.24175824175824176, 0.3170731707317073, 0.44505494505494503, 0.3584905660377358, 0.14835164835164835, 0.21978021978021978]","[0.3023255813953488, 0.3880597014925373, 0.5, 0.41025641025641024, 0.1511627906976744, 0.19767441860465115]","[0.3163265306122449, 0.37962962962962965, 0.41836734693877553, 0.45454545454545453, 0.14285714285714285, 0.15306122448979592]","[0.3055555555555556, 0.40476190476190477, 0.3611111111111111, 0.3, 0.2222222222222222, 0.05555555555555555]","[0.28888888888888886, 0.38064516129032255, 0.3925925925925926, 0.3157894736842105, 0.17037037037037037, 0.15555555555555556]","[0.26548672566371684, 0.3511450381679389, 0.2831858407079646, 0.3448275862068966, 0.10619469026548672, 0.10619469026548672]","[0.13636363636363635, 0.20833333333333334, 0.18181818181818182, 0.0, 0.13636363636363635, 0.0]"
57,20160610KTWO0,"[6.364285714285714, 1.5857142857142859, 1.5263157894736843, 4.666666666666666]","[0.32142857142857145, 0.3870967741935484, 0.36607142857142855, 0.36538461538461536, 0.125, 0.08035714285714286]","[0.31851851851851853, 0.3691275167785235, 0.43703703703703706, 0.3157894736842105, 0.17777777777777778, 0.1259259259259259]","[0.3157894736842105, 0.4222222222222222, 0.3684210526315789, 0.3, 0.23684210526315788, 0.05263157894736842]","[0.30857142857142855, 0.3902439024390244, 0.5028571428571429, 0.4, 0.14857142857142858, 0.2057142857142857]","[0.3069306930693069, 0.375, 0.40594059405940597, 0.43478260869565216, 0.1485148514851485, 0.1485148514851485]","[0.23783783783783785, 0.3157894736842105, 0.43783783783783786, 0.35185185185185186, 0.14594594594594595, 0.21621621621621623]","[0.21153846153846154, 0.2545454545454545, 0.3173076923076923, 0.17647058823529413, 0.10576923076923077, 0.10576923076923077]","[0.27350427350427353, 0.35555555555555557, 0.2905982905982906, 0.375, 0.10256410256410256, 0.11965811965811966]","[0.2898550724637681, 0.379746835443038, 0.391304347826087, 0.3076923076923077, 0.16666666666666666, 0.15217391304347827]"
58,20160611KTWO0,"[5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0.32608695652173914, 0.38976377952755903, 0.3695652173913043, 0.36538461538461536, 0.12608695652173912, 0.0782608695652174]","[0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.5, 0.1111111111111111, 0.0]","[0.32857142857142857, 0.37662337662337664, 0.44285714285714284, 0.3333333333333333, 0.17142857142857143, 0.12857142857142856]","[0.30939226519337015, 0.3886255924170616, 0.4972375690607735, 0.4186046511627907, 0.14917127071823205, 0.20994475138121546]","[0.23809523809523808, 0.3177570093457944, 0.43386243386243384, 0.34545454545454546, 0.14285714285714285, 0.21164021164021163]","[0.308411214953271, 0.3728813559322034, 0.40186915887850466, 0.43478260869565216, 0.14018691588785046, 0.14018691588785046]","[0.06666666666666667, 0.17647058823529413, 0.26666666666666666, 0.25, 0.06666666666666667, 0.13333333333333333]","[0.26666666666666666, 0.34782608695652173, 0.2833333333333333, 0.36363636363636365, 0.1, 0.11666666666666667]","[0.23255813953488372, 0.2765957446808511, 0.3023255813953488, 0.0, 0.20930232558139536, 0.046511627906976744]"
