,date,game_key,김대유,박종훈,문광은,이상백,이정담,서진용,정영일,임치영,문승원,세든,김정빈,조영우,이건욱,박민호,김정민,조한욱,박세웅,켈리,유상화,허웅,김찬호,라라,정동윤,김주한,이승호,채병용,전병두,김승회,임준혁,윤희상,신재웅,박정배,전유수,원용묵,박희수,김광현,윤석주,김태훈
10,2016-04-13,20160413HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 7.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.090909090909091, 1, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 1.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.4210526315789473, 1.0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 0, 27.0, 4.5, 0.0, 0.3333333333333333]","[0, 1, 0.0, 0.8, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5454545454545455, 0.5, 0.9166666666666666]","[1, 0, 6.171428571428571, 1.2857142857142858, 4.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2016-04-14,20160414HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.6666666666666666, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 7.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.090909090909091, 1, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.571428571428571, 1.0714285714285714, 1.5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.6363636363636365, 1.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 13.5, 2.25, 1.0, 0.4444444444444444]","[0, 0, 0.0, 0.8, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5454545454545455, 0.5, 0.9166666666666666]","[0, 0, 6.171428571428571, 1.2857142857142858, 4.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2016-04-15,20160415SKKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 3.9705882352941178, 1.5, 1.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.46153846153846156, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.7142857142857143, 7.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 1.5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6363636363636365, 1.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 10.8, 3.0, 0.6666666666666666, 0.4166666666666667]","[0, 0, 0.0, 0.8, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5454545454545455, 0.5, 0.9166666666666666]","[0, 0, 6.171428571428571, 1.2857142857142858, 4.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2016-04-17,20160417SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.5, 1.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.46153846153846156, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.0, 10.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.090909090909091, 4.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 1.5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 1.92, 1.3333333333333333, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 0, 10.8, 3.0, 0.6666666666666666, 0.4166666666666667]","[0, 1, 0.0, 0.8333333333333334, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 0.6666666666666666, 0.9333333333333333]","[0, 0, 6.171428571428571, 1.2857142857142858, 4.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2016-04-19,20160419WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.5, 1.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.46153846153846156, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.0, 10.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.3199999999999998, 4.0, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 1.5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.7142857142857142, 1.6666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 7.7142857142857135, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0.0, 0.8333333333333334, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0.6666666666666666, 0.9333333333333333]","[1, 0, 3.8571428571428568, 1.0714285714285714, 5.0, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2016-04-20,20160420WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.5, 1.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.46153846153846156, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.0, 10.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3199999999999998, 4.0, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5409836065573774, 1.2295081967213115, 1.5, 6.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 1.6666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 0, 7.7142857142857135, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0.0, 0.8333333333333334, 1.0, 1.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0.6666666666666666, 0.9333333333333333]","[0, 0, 3.8571428571428568, 1.0714285714285714, 5.0, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]"
16,2016-04-21,20160421WOSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.5, 1.4166666666666667, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.46153846153846156, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.0, 10.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.1, 5.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.2295081967213115, 1.5, 6.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.7419354838709677, 1.8333333333333333, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 6.75, 1.875, 1.0, 0.4444444444444444]","[0, 1, 0.0, 0.8571428571428571, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8999999999999999, 0.6, 1.1111111111111112]","[0, 0, 3.8571428571428568, 1.0714285714285714, 5.0, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2016-04-22,20160422NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.5, 1.4166666666666667, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.46153846153846156, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.0, 10.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.125, 7.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.2295081967213115, 1.5, 6.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.6363636363636365, 2.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.25, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 5.4, 1.7999999999999998, 1.0, 0.4761904761904762]","[0, 1, 0.0, 0.875, 1.0, 1.0]","[0, 1, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.7826086956521738, 0.6, 1.0952380952380953]","[0, 0, 3.8571428571428568, 1.0714285714285714, 5.0, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2016-04-23,20160423NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.5, 1.4166666666666667, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 0.375, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.789473684210526, 1.1578947368421053, 3.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.125, 7.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.2295081967213115, 1.5, 6.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.6363636363636365, 2.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.25, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.4761904761904762]","[0, 0, 0.0, 0.875, 1.0, 1.0]","[0, 1, 6.75, 3.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7826086956521738, 0.6, 1.0952380952380953]","[0, 0, 3.8571428571428568, 1.0714285714285714, 5.0, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2016-04-24,20160424NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.5, 1.4166666666666667, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.375, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.1578947368421053, 3.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.125, 7.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.2295081967213115, 1.5, 6.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.6363636363636365, 2.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.25, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.4761904761904762]","[0, 0, 0.0, 0.875, 1.0, 1.0]","[0, 0, 6.75, 3.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 0.6666666666666666, 1.1666666666666667]","[1, 0, 3.6486486486486487, 1.2972972972972971, 3.25, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2016-04-26,20160426SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.5, 1.4166666666666667, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.375, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.1578947368421053, 3.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.0588235294117647, 7.0, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7341772151898733, 1.139240506329114, 2.25, 6.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.5833333333333333, 2.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.25, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 7.363636363636363, 2.4545454545454546, 0.7142857142857143, 0.4583333333333333]","[0, 0, 0.0, 0.875, 1.0, 1.0]","[0, 0, 6.75, 3.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 0.6666666666666666, 1.1666666666666667]","[0, 0, 3.6486486486486487, 1.2972972972972971, 3.25, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2016-04-27,20160427SKOB0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.029850746268656, 1.4328358208955225, 1.6923076923076923, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.375, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.1578947368421053, 3.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.054054054054054, 3.5, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.139240506329114, 2.25, 6.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.5833333333333333, 2.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.25, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 6.75, 2.25, 0.8571428571428571, 0.4444444444444444]","[0, 1, 0.9642857142857142, 0.8571428571428571, 1.0, 1.0370370370370372]","[0, 0, 6.75, 3.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 0.6666666666666666, 1.1666666666666667]","[0, 0, 3.6486486486486487, 1.2972972972972971, 3.25, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2016-04-28,20160428SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.029850746268656, 1.4328358208955225, 1.6923076923076923, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.375, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6, 1.8, 1.2, 5.0]","[0, 0, 3.789473684210526, 1.1578947368421053, 3.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.054054054054054, 3.5, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.139240506329114, 2.25, 6.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.5833333333333333, 2.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.9285714285714284, 1.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 1, 6.230769230769231, 2.076923076923077, 0.8571428571428571, 0.4333333333333333]","[0, 1, 1.6875, 1.03125, 1.5, 1.0666666666666667]","[0, 1, 3.8571428571428568, 2.142857142857143, 1.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 0.6666666666666666, 1.1666666666666667]","[0, 0, 3.6486486486486487, 1.2972972972972971, 3.25, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2016-04-29,20160429SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.029850746268656, 1.4328358208955225, 1.6923076923076923, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.375, 4.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.8, 1.2, 5.0]","[1, 0, 3.4615384615384612, 1.0, 5.25, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.054054054054054, 3.5, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.139240506329114, 2.25, 6.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.5833333333333333, 2.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.4210526315789473, 1.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 0.0, 2.3333333333333335]","[0, 0, 6.230769230769231, 2.076923076923077, 0.8571428571428571, 0.4333333333333333]","[0, 0, 1.6875, 1.03125, 1.5, 1.0666666666666667]","[0, 0, 3.8571428571428568, 2.142857142857143, 1.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8709677419354839, 0.5714285714285714, 1.1481481481481481]","[0, 0, 3.6486486486486487, 1.2972972972972971, 3.25, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
