,date,game_key,이재학,이태양,이민호,이형범,최금강,손정욱,해커,장현식,임정호,강장산,김학성,배재환,윤수호,스튜어트,구창모,류진욱,이훈,최성영,박준영,김준현,김한별,정수민,최상인,임서준,김선규,김진성,원종현,박민석,고창성,임창민,민성기,박상혁
119,2016-09-10,20160910NCSS0,"[0, 0, 4.892617449664429, 1.5604026845637584, 2.2954545454545454, 4.73015873015873]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.866071428571429, 1.7232142857142858, 1.5384615384615385, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.222222222222222, 1.4197530864197532, 2.4814814814814814, 1.7608695652173914]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.058252427184466, 1.1067961165048543, 4.0, 6.0588235294117645]","[1, 0, 6.230769230769231, 1.5944055944055946, 1.2758620689655173, 1.5376344086021505]","[0, 1, 5.711538461538462, 1.5576923076923077, 3.0, 0.5591397849462365]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.4015748031496065, 1.4173228346456692, 1.8695652173913044, 1.3229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 3.9901477832512318, 1.0788177339901477, 7.2727272727272725, 1.1871345029239766]","[0, 0, 3.128048780487805, 0.9329268292682927, 5.0, 1.3333333333333333]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.2439024390243902, 3.7, 1.0718954248366013]","[0, 0, 6.084507042253521, 1.6901408450704225, 1.3333333333333333, 1.2456140350877194]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
120,2016-09-11,20160911NCSS0,"[0, 0, 4.892617449664429, 1.5604026845637584, 2.2954545454545454, 4.73015873015873]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.866071428571429, 1.7232142857142858, 1.5384615384615385, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.222222222222222, 1.4197530864197532, 2.4814814814814814, 1.7608695652173914]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.333333333333333, 1.1481481481481481, 4.181818181818182, 6.0]","[0, 0, 6.230769230769231, 1.5944055944055946, 1.2758620689655173, 1.5376344086021505]","[0, 0, 5.711538461538462, 1.5576923076923077, 3.0, 0.5591397849462365]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.4015748031496065, 1.4173228346456692, 1.8695652173913044, 1.3229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 3.9901477832512318, 1.0788177339901477, 7.2727272727272725, 1.1871345029239766]","[0, 1, 3.253012048192771, 0.9578313253012047, 4.6923076923076925, 1.3174603174603174]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.2439024390243902, 3.7, 1.0718954248366013]","[0, 0, 6.084507042253521, 1.6901408450704225, 1.3333333333333333, 1.2456140350877194]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
121,2016-09-13,20160913LGNC0,"[0, 0, 4.892617449664429, 1.5604026845637584, 2.2954545454545454, 4.73015873015873]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.866071428571429, 1.7232142857142858, 1.5384615384615385, 3.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.82509505703422, 1.3688212927756653, 2.4, 1.8652482269503547]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.1481481481481481, 4.181818181818182, 6.0]","[0, 0, 6.230769230769231, 1.5944055944055946, 1.2758620689655173, 1.5376344086021505]","[0, 1, 6.622641509433962, 1.7547169811320753, 2.4, 0.5520833333333334]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.4015748031496065, 1.4173228346456692, 1.8695652173913044, 1.3229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 3.9705882352941178, 1.1029411764705883, 7.2727272727272725, 1.1724137931034482]","[0, 0, 3.253012048192771, 0.9578313253012047, 4.6923076923076925, 1.3174603174603174]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.25, 3.7, 1.0769230769230769]","[0, 0, 6.084507042253521, 1.6901408450704225, 1.3333333333333333, 1.2456140350877194]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
122,2016-09-14,20160914LGNC0,"[0, 0, 4.892617449664429, 1.5604026845637584, 2.2954545454545454, 4.73015873015873]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.903790087463557, 1.7055393586005831, 1.5849056603773586, 3.4646464646464645]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.82509505703422, 1.3688212927756653, 2.4, 1.8652482269503547]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.1481481481481481, 4.181818181818182, 6.0]","[0, 0, 6.230769230769231, 1.5944055944055946, 1.2758620689655173, 1.5376344086021505]","[0, 1, 6.267857142857143, 1.6607142857142856, 2.6, 0.5656565656565657]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[1, 0, 3.75, 1.4166666666666667, 1.88, 1.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 3.8942307692307687, 1.0817307692307694, 7.545454545454546, 1.175141242937853]","[0, 1, 3.3550295857988166, 1.0118343195266273, 4.133333333333334, 1.310077519379845]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.526315789473684, 1.263157894736842, 3.75, 1.0754716981132075]","[0, 0, 6.084507042253521, 1.6901408450704225, 1.3333333333333333, 1.2456140350877194]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
123,2016-09-15,20160915OBNC0,"[0, 0, 4.892617449664429, 1.5604026845637584, 2.2954545454545454, 4.73015873015873]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.947826086956522, 1.7217391304347827, 1.5555555555555556, 3.3823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.82509505703422, 1.3688212927756653, 2.4, 1.8652482269503547]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.1481481481481481, 4.181818181818182, 6.0]","[1, 0, 5.639240506329114, 1.518987341772152, 1.3666666666666667, 1.6458333333333333]","[0, 1, 6.157894736842105, 1.631578947368421, 2.6, 0.5588235294117647]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.75, 1.4166666666666667, 1.88, 1.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 3.8942307692307687, 1.0817307692307694, 7.545454545454546, 1.175141242937853]","[0, 1, 3.296511627906977, 1.0290697674418605, 3.9375, 1.303030303030303]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.511627906976744, 1.255813953488372, 3.8, 1.0617283950617284]","[0, 1, 6.0, 1.6666666666666667, 1.3333333333333333, 1.2]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
124,2016-09-16,20160916OBNC0,"[1, 0, 5.0894568690095845, 1.5910543130990416, 2.1702127659574466, 4.742424242424242]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.947826086956522, 1.7217391304347827, 1.5555555555555556, 3.3823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.82509505703422, 1.3688212927756653, 2.4, 1.8652482269503547]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.1481481481481481, 4.181818181818182, 6.0]","[0, 0, 5.639240506329114, 1.518987341772152, 1.3666666666666667, 1.6458333333333333]","[0, 0, 6.157894736842105, 1.631578947368421, 2.6, 0.5588235294117647]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.75, 1.4166666666666667, 1.88, 1.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 3.9857142857142858, 1.1142857142857143, 6.384615384615385, 1.1666666666666667]","[0, 0, 3.296511627906977, 1.0290697674418605, 3.9375, 1.303030303030303]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.255813953488372, 3.8, 1.0617283950617284]","[0, 1, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
125,2016-09-17,20160917NCSK0,"[0, 0, 5.0894568690095845, 1.5910543130990416, 2.1702127659574466, 4.742424242424242]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.930635838150289, 1.716763005780347, 1.5555555555555556, 3.295238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.82509505703422, 1.3688212927756653, 2.4, 1.8652482269503547]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.208695652173913, 1.1043478260869566, 4.590909090909091, 6.052631578947368]","[0, 0, 5.639240506329114, 1.518987341772152, 1.3666666666666667, 1.6458333333333333]","[0, 1, 6.051724137931035, 1.6551724137931036, 2.6, 0.5523809523809523]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.75, 1.4166666666666667, 1.88, 1.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 3.9857142857142858, 1.1142857142857143, 6.384615384615385, 1.1666666666666667]","[0, 0, 3.296511627906977, 1.0290697674418605, 3.9375, 1.303030303030303]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6228571428571428, 1.3028571428571427, 3.6666666666666665, 1.0606060606060606]","[0, 0, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
126,2016-09-18,20160918NCSK0,"[0, 0, 5.0894568690095845, 1.5910543130990416, 2.1702127659574466, 4.742424242424242]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.829545454545455, 1.6960227272727273, 1.5925925925925926, 3.259259259259259]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.821428571428571, 1.392857142857143, 2.28125, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.208695652173913, 1.1043478260869566, 4.590909090909091, 6.052631578947368]","[0, 0, 5.639240506329114, 1.518987341772152, 1.3666666666666667, 1.6458333333333333]","[0, 0, 6.051724137931035, 1.6551724137931036, 2.6, 0.5523809523809523]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.75, 1.4166666666666667, 1.88, 1.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 4.0, 1.1111111111111112, 6.384615384615385, 1.180327868852459]","[0, 1, 3.221590909090909, 1.0227272727272727, 3.9375, 1.3037037037037036]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6228571428571428, 1.3028571428571427, 3.6666666666666665, 1.0606060606060606]","[0, 0, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
127,2016-09-20,20160920NCKT0,"[0, 0, 5.0894568690095845, 1.5910543130990416, 2.1702127659574466, 4.742424242424242]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.829545454545455, 1.6960227272727273, 1.5925925925925926, 3.259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.392857142857143, 2.28125, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.208695652173913, 1.1043478260869566, 4.590909090909091, 6.052631578947368]","[0, 0, 5.639240506329114, 1.518987341772152, 1.3666666666666667, 1.6458333333333333]","[0, 0, 6.051724137931035, 1.6551724137931036, 2.6, 0.5523809523809523]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 1, 9.0, 2.0, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[1, 0, 3.6666666666666665, 1.3888888888888888, 1.9285714285714286, 1.588235294117647]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 3.0, 1.0, 0.5833333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 4.0, 1.1111111111111112, 6.384615384615385, 1.180327868852459]","[0, 0, 3.221590909090909, 1.0227272727272727, 3.9375, 1.3037037037037036]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6228571428571428, 1.3028571428571427, 3.6666666666666665, 1.0606060606060606]","[0, 0, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
128,2016-09-21,20160921NCLG0,"[0, 0, 5.0894568690095845, 1.5910543130990416, 2.1702127659574466, 4.742424242424242]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.7478991596638656, 1.6890756302521008, 1.5925925925925926, 3.2162162162162162]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.392857142857143, 2.28125, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.208695652173913, 1.1043478260869566, 4.590909090909091, 6.052631578947368]","[1, 0, 5.2457142857142856, 1.4914285714285713, 1.3636363636363635, 1.7676767676767677]","[0, 1, 5.8500000000000005, 1.6, 2.6, 0.5555555555555556]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 9.0, 2.0, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.6666666666666665, 1.3888888888888888, 1.9285714285714286, 1.588235294117647]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 3.0, 1.0, 0.5833333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 4.418181818181818, 1.1454545454545455, 6.142857142857143, 1.182795698924731]","[0, 1, 3.1853932584269664, 1.0280898876404494, 4.0, 1.289855072463768]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7613636363636367, 1.3465909090909092, 3.5454545454545454, 1.0476190476190477]","[0, 0, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
129,2016-09-22,20160922NCHH0,"[1, 0, 5.057401812688822, 1.5861027190332326, 2.2291666666666665, 4.797101449275362]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 1, 5.652892561983471, 1.6694214876033058, 1.6666666666666667, 3.1842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.392857142857143, 2.28125, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.208695652173913, 1.1043478260869566, 4.590909090909091, 6.052631578947368]","[0, 0, 5.2457142857142856, 1.4914285714285713, 1.3636363636363635, 1.7676767676767677]","[0, 0, 5.8500000000000005, 1.6, 2.6, 0.5555555555555556]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 0, 9.0, 2.0, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.6666666666666665, 1.3888888888888888, 1.9285714285714286, 1.588235294117647]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 3.0, 1.0, 0.5833333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 4.418181818181818, 1.1454545454545455, 6.142857142857143, 1.182795698924731]","[0, 1, 3.0815217391304346, 0.9945652173913043, 4.1875, 1.3049645390070923]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.685082872928177, 1.3425414364640884, 3.4782608695652173, 1.0584795321637428]","[0, 0, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
130,2016-09-23,20160923HTNC0,"[0, 0, 5.057401812688822, 1.5861027190332326, 2.2291666666666665, 4.797101449275362]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.652892561983471, 1.6694214876033058, 1.6666666666666667, 3.1842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.392857142857143, 2.28125, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1721311475409837, 1.1229508196721312, 4.375, 6.1]","[0, 0, 5.2457142857142856, 1.4914285714285713, 1.3636363636363635, 1.7676767676767677]","[0, 0, 5.8500000000000005, 1.6, 2.6, 0.5555555555555556]","[0, 0, 0.0, 1.0, 0.5, 1.0]","[0, 0, 16.2, 3.5999999999999996, 0.0, 1.1111111111111112]","[0, 1, 4.821428571428571, 1.3928571428571428, 1.25, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4420289855072463, 2.1, 5.75]","[0, 0, 3.6666666666666665, 1.3888888888888888, 1.9285714285714286, 1.588235294117647]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 3.0, 1.0, 0.5833333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.872340425531915, 1.0689655172413792, 3.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 4.418181818181818, 1.1454545454545455, 6.142857142857143, 1.182795698924731]","[0, 0, 3.0815217391304346, 0.9945652173913043, 4.1875, 1.3049645390070923]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.685082872928177, 1.3425414364640884, 3.4782608695652173, 1.0584795321637428]","[0, 0, 5.917808219178082, 1.6438356164383563, 1.4166666666666667, 1.1587301587301586]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
