,date,game_key,김현우,김대우,심창민,임현준,우병걸,안성무,윤대경,박제윤,구준범,정광운,웹스터,플란데,벨레스터,이케빈,레온,최충연,김승현,임대한,김건한,안지만,신용운,윤성환,박근홍,서동환,조현근,장원삼,차우찬,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
43,2016-05-25,20160525HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.0, 1.7777777777777777, 1.125, 0.9473684210526315]","[0, 1, 3.056603773584906, 1.0754716981132075, 4.0, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.096153846153847, 1.7884615384615385, 1.1282051282051282, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7714285714285714, 0.7714285714285715, 4.0, 1.2962962962962963]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.1923076923076925, 1.153846153846154, 6.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4394904458598727, 1.1464968152866242, 3.125, 6.541666666666667]","[0, 0, 4.263157894736842, 1.5, 1.8571428571428572, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.163265306122449, 1.7142857142857144, 2.75, 5.444444444444444]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.1153846153846154, 1.4423076923076925, 4.166666666666667, 0.9629629629629629]","[0, 1, 3.253012048192771, 1.4819277108433735, 2.375, 1.5370370370370372]","[0, 0, 8.836363636363636, 2.0181818181818185, 1.3, 3.6666666666666665]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
44,2016-05-26,20160526HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.7894736842105263, 1.125, 0.95]","[0, 0, 3.056603773584906, 1.0754716981132075, 4.0, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.096153846153847, 1.7884615384615385, 1.1282051282051282, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7105263157894737, 0.868421052631579, 2.6666666666666665, 1.2666666666666666]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.1923076923076925, 1.153846153846154, 6.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4394904458598727, 1.1464968152866242, 3.125, 6.541666666666667]","[0, 0, 4.263157894736842, 1.5, 1.8571428571428572, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.163265306122449, 1.7142857142857144, 2.75, 5.444444444444444]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.6, 1.45, 4.0, 1.0526315789473684]","[0, 0, 3.253012048192771, 1.4819277108433735, 2.375, 1.5370370370370372]","[0, 0, 8.836363636363636, 2.0181818181818185, 1.3, 3.6666666666666665]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
45,2016-05-27,20160527SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.7894736842105263, 1.125, 0.95]","[0, 0, 3.056603773584906, 1.0754716981132075, 4.0, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.096153846153847, 1.7884615384615385, 1.1282051282051282, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3170731707317074, 0.951219512195122, 2.6666666666666665, 1.2424242424242424]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 6.517241379310345, 1.3448275862068966, 3.25, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4394904458598727, 1.1464968152866242, 3.125, 6.541666666666667]","[0, 1, 6.394736842105263, 1.736842105263158, 1.625, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.163265306122449, 1.7142857142857144, 2.75, 5.444444444444444]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.4285714285714284, 1.380952380952381, 4.0, 1.05]","[0, 1, 3.535714285714286, 1.5357142857142858, 2.5, 1.4736842105263157]","[1, 0, 7.7142857142857135, 1.885714285714286, 1.4615384615384615, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
46,2016-05-28,20160528SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.6666666666666667, 1.375, 1.0]","[0, 0, 3.056603773584906, 1.0754716981132075, 4.0, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.096153846153847, 1.7884615384615385, 1.1282051282051282, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 0.951219512195122, 2.6666666666666665, 1.2424242424242424]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 6.517241379310345, 1.3448275862068966, 3.25, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4394904458598727, 1.1464968152866242, 3.125, 6.541666666666667]","[0, 1, 7.105263157894736, 1.8947368421052633, 1.4444444444444444, 0.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[1, 0, 7.51304347826087, 1.6956521739130435, 2.6666666666666665, 5.476190476190476]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.4285714285714284, 1.380952380952381, 4.0, 1.05]","[0, 0, 3.535714285714286, 1.5357142857142858, 2.5, 1.4736842105263157]","[0, 0, 7.7142857142857135, 1.885714285714286, 1.4615384615384615, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
47,2016-05-29,20160529SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.6666666666666667, 1.375, 1.0]","[0, 1, 2.793103448275862, 1.1379310344827587, 3.25, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.096153846153847, 1.7884615384615385, 1.1282051282051282, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 0.951219512195122, 2.6666666666666665, 1.2424242424242424]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 6.545454545454546, 1.3636363636363635, 3.5, 1.1]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.337078651685393, 1.146067415730337, 2.9, 6.592592592592593]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.4444444444444444, 0.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.51304347826087, 1.6956521739130435, 2.6666666666666665, 5.476190476190476]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.375, 1.359375, 4.0, 1.0158730158730158]","[0, 0, 3.535714285714286, 1.5357142857142858, 2.5, 1.4736842105263157]","[0, 0, 7.7142857142857135, 1.885714285714286, 1.4615384615384615, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
48,2016-05-31,20160531SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.5909090909090908, 1.375, 1.0]","[0, 1, 2.6557377049180326, 1.2295081967213115, 3.0, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.559322033898305, 1.728813559322034, 1.1904761904761905, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 0.951219512195122, 2.6666666666666665, 1.2424242424242424]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 6.545454545454546, 1.3636363636363635, 3.5, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.337078651685393, 1.146067415730337, 2.9, 6.592592592592593]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.4444444444444444, 0.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.51304347826087, 1.6956521739130435, 2.6666666666666665, 5.476190476190476]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.3230769230769233, 1.3384615384615384, 4.142857142857143, 0.9848484848484849]","[0, 1, 4.447058823529412, 1.6235294117647059, 2.3333333333333335, 1.4166666666666665]","[0, 0, 7.7142857142857135, 1.885714285714286, 1.4615384615384615, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
49,2016-06-01,20160601SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.5909090909090908, 1.375, 1.0]","[0, 0, 2.6557377049180326, 1.2295081967213115, 3.0, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.559322033898305, 1.728813559322034, 1.1904761904761905, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 0.9545454545454546, 2.0, 1.222222222222222]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 6.942857142857142, 1.4571428571428573, 3.5, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.337078651685393, 1.146067415730337, 2.9, 6.592592592592593]","[0, 1, 6.585365853658536, 1.7560975609756098, 1.4444444444444444, 0.6507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.51304347826087, 1.6956521739130435, 2.6666666666666665, 5.476190476190476]","[1, 0, 3.31578947368421, 1.1578947368421053, 1.4444444444444444, 6.333333333333333]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.3230769230769233, 1.3384615384615384, 4.142857142857143, 0.9848484848484849]","[0, 0, 4.447058823529412, 1.6235294117647059, 2.3333333333333335, 1.4166666666666665]","[0, 0, 7.7142857142857135, 1.885714285714286, 1.4615384615384615, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
50,2016-06-02,20160602SSWO0,"[0, 1, 0, 0, 0, 0]","[0, 1, 6.044776119402985, 1.6119402985074627, 1.375, 0.9710144927536232]","[0, 0, 2.6557377049180326, 1.2295081967213115, 3.0, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.559322033898305, 1.728813559322034, 1.1904761904761905, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.9545454545454546, 2.0, 1.222222222222222]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 6.942857142857142, 1.4571428571428573, 3.5, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.337078651685393, 1.146067415730337, 2.9, 6.592592592592593]","[0, 0, 6.585365853658536, 1.7560975609756098, 1.4444444444444444, 0.6507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.51304347826087, 1.6956521739130435, 2.6666666666666665, 5.476190476190476]","[0, 0, 3.31578947368421, 1.1578947368421053, 1.4444444444444444, 6.333333333333333]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.3230769230769233, 1.3384615384615384, 4.142857142857143, 0.9848484848484849]","[0, 0, 4.447058823529412, 1.6235294117647059, 2.3333333333333335, 1.4166666666666665]","[1, 0, 6.988235294117648, 1.7647058823529413, 1.3571428571428572, 4.0476190476190474]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
51,2016-06-03,20160603HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.6119402985074627, 1.375, 0.9710144927536232]","[0, 1, 2.53125, 1.21875, 3.111111111111111, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.559322033898305, 1.728813559322034, 1.1904761904761905, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.9545454545454546, 2.0, 1.222222222222222]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 6.394736842105263, 1.3421052631578947, 3.75, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.337078651685393, 1.146067415730337, 2.9, 6.592592592592593]","[0, 0, 6.585365853658536, 1.7560975609756098, 1.4444444444444444, 0.6507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[1, 0, 6.551470588235294, 1.6323529411764706, 2.6, 5.666666666666667]","[0, 0, 3.31578947368421, 1.1578947368421053, 1.4444444444444444, 6.333333333333333]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.3230769230769233, 1.3384615384615384, 4.142857142857143, 0.9848484848484849]","[0, 0, 4.447058823529412, 1.6235294117647059, 2.3333333333333335, 1.4166666666666665]","[0, 0, 6.988235294117648, 1.7647058823529413, 1.3571428571428572, 4.0476190476190474]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
52,2016-06-04,20160604HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.6119402985074627, 1.375, 0.9710144927536232]","[0, 0, 2.53125, 1.21875, 3.111111111111111, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.559322033898305, 1.728813559322034, 1.1904761904761905, 5.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 1.0625, 2.0, 1.2307692307692308]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 6.394736842105263, 1.3421052631578947, 3.75, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5276381909547743, 1.1457286432160805, 3.1818181818181817, 6.633333333333333]","[0, 1, 6.906976744186046, 1.813953488372093, 1.4, 0.6515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.551470588235294, 1.6323529411764706, 2.6, 5.666666666666667]","[0, 0, 3.31578947368421, 1.1578947368421053, 1.4444444444444444, 6.333333333333333]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.2238805970149254, 1.3432835820895523, 3.625, 0.9710144927536232]","[0, 1, 4.295454545454545, 1.6022727272727273, 2.2, 1.3968253968253967]","[0, 0, 6.988235294117648, 1.7647058823529413, 1.3571428571428572, 4.0476190476190474]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
53,2016-06-05,20160605HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.5833333333333333, 1.3333333333333333, 1.0]","[0, 1, 2.5540540540540544, 1.2162162162162162, 3.2, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.0625, 2.0, 1.2307692307692308]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.651162790697675, 1.3255813953488371, 3.6, 1.1025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5276381909547743, 1.1457286432160805, 3.1818181818181817, 6.633333333333333]","[0, 0, 6.906976744186046, 1.813953488372093, 1.4, 0.6515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.551470588235294, 1.6323529411764706, 2.6, 5.666666666666667]","[0, 0, 3.31578947368421, 1.1578947368421053, 1.4444444444444444, 6.333333333333333]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.0857142857142854, 1.3285714285714287, 3.75, 0.9722222222222222]","[0, 0, 4.295454545454545, 1.6022727272727273, 2.2, 1.3968253968253967]","[0, 0, 6.988235294117648, 1.7647058823529413, 1.3571428571428572, 4.0476190476190474]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
54,2016-06-07,20160607SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5833333333333333, 1.3333333333333333, 1.0]","[0, 1, 3.1153846153846154, 1.2307692307692308, 3.3, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0188679245283019, 1.0188679245283019, 2.25, 1.261904761904762]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 4.959183673469388, 1.3469387755102042, 3.1666666666666665, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5276381909547743, 1.1457286432160805, 3.1818181818181817, 6.633333333333333]","[0, 1, 6.75, 1.7727272727272727, 1.4, 0.6376811594202898]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.551470588235294, 1.6323529411764706, 2.6, 5.666666666666667]","[1, 0, 4.5, 1.375, 1.2307692307692308, 6.0]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.0857142857142854, 1.3285714285714287, 3.75, 0.9722222222222222]","[0, 0, 4.295454545454545, 1.6022727272727273, 2.2, 1.3968253968253967]","[0, 0, 6.988235294117648, 1.7647058823529413, 1.3571428571428572, 4.0476190476190474]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
