,date,game_key,김현우,김대우,심창민,임현준,우병걸,안성무,윤대경,박제윤,구준범,정광운,웹스터,플란데,벨레스터,이케빈,레온,최충연,김승현,임대한,김건한,안지만,신용운,윤성환,박근홍,서동환,조현근,장원삼,차우찬,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
119,2016-09-06,20160906KTSS0,"[0, 0, 5.4, 2.28, 3.0, 0.925925925925926]","[0, 0, 4.782857142857143, 1.457142857142857, 2.3333333333333335, 1.0057471264367817]","[0, 0, 2.586826347305389, 1.18562874251497, 2.8, 1.210144927536232]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 6.123711340206185, 1.7010309278350515, 1.8333333333333333, 5.388888888888889]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.490280777537797, 1.3995680345572354, 2.027027027027027, 6.430555555555556]","[0, 1, 7.237113402061856, 1.7010309278350515, 1.380952380952381, 0.751937984496124]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.597989949748744, 1.8241206030150756, 2.526315789473684, 4.145833333333333]","[1, 0, 4.866279069767441, 1.4738372093023255, 1.8541666666666667, 6.37037037037037]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.760000000000001, 1.52, 2.8636363636363638, 0.8064516129032258]","[0, 0, 5.2682926829268295, 1.5731707317073171, 2.0526315789473686, 1.3666666666666667]","[0, 0, 6.858870967741935, 1.7903225806451613, 1.0588235294117647, 3.9365079365079367]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 1, 7.0, 1.6296296296296295, 1.8, 0.9310344827586207]","[0, 1, 3.75, 1.0833333333333333, 2.7777777777777777, 1.2]"
120,2016-09-07,20160907KTSS0,"[0, 1, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 1, 4.826815642458101, 1.4916201117318437, 2.0588235294117645, 1.0112994350282485]","[0, 0, 2.586826347305389, 1.18562874251497, 2.8, 1.210144927536232]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[1, 0, 7.2, 1.9142857142857144, 1.5294117647058822, 5.0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 1, 0.0, 1.5, 1.0, 1.3333333333333333]","[0, 0, 4.490280777537797, 1.3995680345572354, 2.027027027027027, 6.430555555555556]","[0, 0, 7.237113402061856, 1.7010309278350515, 1.380952380952381, 0.751937984496124]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 7.269230769230769, 1.8173076923076925, 2.3333333333333335, 4.078431372549019]","[0, 0, 4.866279069767441, 1.4738372093023255, 1.8541666666666667, 6.37037037037037]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.760000000000001, 1.52, 2.8636363636363638, 0.8064516129032258]","[0, 0, 5.2682926829268295, 1.5731707317073171, 2.0526315789473686, 1.3666666666666667]","[0, 0, 6.858870967741935, 1.7903225806451613, 1.0588235294117647, 3.9365079365079367]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 1, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 0, 3.75, 1.0833333333333333, 2.7777777777777777, 1.2]"
121,2016-09-08,20160908SSLT0,"[0, 0, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 0, 4.826815642458101, 1.4916201117318437, 2.0588235294117645, 1.0112994350282485]","[0, 1, 2.6842105263157894, 1.2105263157894737, 2.6818181818181817, 1.2127659574468086]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 7.2, 1.9142857142857144, 1.5294117647058822, 5.0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 1.3333333333333333]","[0, 0, 4.490280777537797, 1.3995680345572354, 2.027027027027027, 6.430555555555556]","[0, 1, 7.090909090909092, 1.696969696969697, 1.3636363636363635, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 7.165876777251185, 1.7914691943127963, 2.3333333333333335, 3.907407407407407]","[0, 0, 4.866279069767441, 1.4738372093023255, 1.8541666666666667, 6.37037037037037]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.760000000000001, 1.52, 2.8636363636363638, 0.8064516129032258]","[0, 1, 5.173652694610778, 1.5449101796407185, 2.0526315789473686, 1.3577235772357723]","[1, 0, 7.419847328244275, 1.8206106870229009, 1.0943396226415094, 3.9696969696969693]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 1, 3.6486486486486487, 1.0810810810810811, 3.0, 1.1935483870967742]"
122,2016-09-09,20160909SSLT0,"[0, 0, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 1, 5.279329608938547, 1.5754189944134078, 1.9444444444444444, 0.9944444444444444]","[0, 1, 2.637931034482759, 1.206896551724138, 2.8181818181818183, 1.2083333333333333]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 7.2, 1.9142857142857144, 1.5294117647058822, 5.0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 1, 3.8571428571428568, 1.7142857142857142, 1.0, 1.1666666666666667]","[1, 0, 4.40702479338843, 1.3698347107438016, 2.081081081081081, 6.453333333333334]","[0, 1, 7.147058823529412, 1.6764705882352942, 1.4090909090909092, 0.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.165876777251185, 1.7914691943127963, 2.3333333333333335, 3.907407407407407]","[0, 0, 4.866279069767441, 1.4738372093023255, 1.8541666666666667, 6.37037037037037]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.760000000000001, 1.52, 2.8636363636363638, 0.8064516129032258]","[0, 1, 5.335329341317365, 1.562874251497006, 2.0526315789473686, 1.3253968253968254]","[0, 0, 7.419847328244275, 1.8206106870229009, 1.0943396226415094, 3.9696969696969693]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 0, 3.6486486486486487, 1.0810810810810811, 3.0, 1.1935483870967742]"
123,2016-09-10,20160910NCSS0,"[0, 0, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 0, 5.279329608938547, 1.5754189944134078, 1.9444444444444444, 0.9944444444444444]","[0, 1, 2.593220338983051, 1.1864406779661016, 2.8636363636363638, 1.2040816326530612]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 7.2, 1.9142857142857144, 1.5294117647058822, 5.0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 1, 3.8571428571428568, 2.142857142857143, 1.0, 0.7777777777777778]","[0, 0, 4.40702479338843, 1.3698347107438016, 2.081081081081081, 6.453333333333334]","[0, 0, 7.147058823529412, 1.6764705882352942, 1.4090909090909092, 0.7555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 7.032558139534884, 1.786046511627907, 2.227272727272727, 3.7719298245614037]","[0, 0, 4.866279069767441, 1.4738372093023255, 1.8541666666666667, 6.37037037037037]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[1, 0, 5.900662251655629, 1.529801324503311, 2.909090909090909, 0.798941798941799]","[0, 1, 5.2105263157894735, 1.543859649122807, 2.0, 1.3255813953488371]","[0, 0, 7.419847328244275, 1.8206106870229009, 1.0943396226415094, 3.9696969696969693]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 0, 3.6486486486486487, 1.0810810810810811, 3.0, 1.1935483870967742]"
124,2016-09-11,20160911NCSS0,"[0, 0, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 0, 5.279329608938547, 1.5754189944134078, 1.9444444444444444, 0.9944444444444444]","[0, 1, 2.55, 1.1666666666666667, 2.8636363636363638, 1.2]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 7.2, 1.9142857142857144, 1.5294117647058822, 5.0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 3.8571428571428568, 2.142857142857143, 1.0, 0.7777777777777778]","[0, 0, 4.40702479338843, 1.3698347107438016, 2.081081081081081, 6.453333333333334]","[0, 1, 7.601941747572815, 1.7184466019417475, 1.3478260869565217, 0.746376811594203]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.032558139534884, 1.786046511627907, 2.227272727272727, 3.7719298245614037]","[1, 0, 4.848066298342542, 1.4917127071823204, 1.9, 6.350877192982456]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.900662251655629, 1.529801324503311, 2.909090909090909, 0.798941798941799]","[0, 1, 5.120689655172414, 1.5172413793103448, 2.05, 1.3181818181818181]","[0, 0, 7.419847328244275, 1.8206106870229009, 1.0943396226415094, 3.9696969696969693]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 0, 3.6486486486486487, 1.0810810810810811, 3.0, 1.1935483870967742]"
125,2016-09-13,20160913HHSS0,"[0, 0, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 1, 5.25, 1.5666666666666667, 1.9444444444444444, 0.9836065573770492]","[0, 1, 2.494565217391304, 1.1576086956521738, 2.9545454545454546, 1.2026143790849673]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[1, 0, 8.168067226890756, 1.9915966386554622, 1.4285714285714286, 4.958333333333333]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 1, 3.375, 1.875, 2.0, 0.6666666666666666]","[0, 0, 4.40702479338843, 1.3698347107438016, 2.081081081081081, 6.453333333333334]","[0, 1, 7.528846153846154, 1.701923076923077, 1.391304347826087, 0.7375886524822695]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 6.72, 1.7333333333333334, 2.260869565217391, 3.75]","[0, 0, 4.848066298342542, 1.4917127071823204, 1.9, 6.350877192982456]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.900662251655629, 1.529801324503311, 2.909090909090909, 0.798941798941799]","[0, 1, 5.091428571428572, 1.5428571428571427, 1.9523809523809523, 1.2962962962962963]","[0, 0, 7.419847328244275, 1.8206106870229009, 1.0943396226415094, 3.9696969696969693]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 1, 3.5840707964601775, 1.1415929203539823, 2.7, 1.1770833333333333]"
126,2016-09-14,20160914HHSS0,"[0, 0, 3.8571428571428568, 1.7142857142857144, 4.0, 1.1666666666666665]","[0, 1, 5.108108108108109, 1.5243243243243243, 2.0, 0.9946236559139785]","[0, 1, 2.8877005347593583, 1.2032085561497325, 2.8333333333333335, 1.1987179487179487]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 8.168067226890756, 1.9915966386554622, 1.4285714285714286, 4.958333333333333]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 1, 2.7, 1.5, 2.0, 0.6666666666666667]","[0, 0, 4.40702479338843, 1.3698347107438016, 2.081081081081081, 6.453333333333334]","[0, 1, 7.317757009345794, 1.6542056074766356, 1.4782608695652173, 0.7430555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 6.6607929515418505, 1.7180616740088104, 2.260869565217391, 3.6031746031746033]","[0, 0, 4.848066298342542, 1.4917127071823204, 1.9, 6.350877192982456]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.900662251655629, 1.529801324503311, 2.909090909090909, 0.798941798941799]","[0, 0, 5.091428571428572, 1.5428571428571427, 1.9523809523809523, 1.2962962962962963]","[1, 0, 7.363636363636363, 1.8218181818181818, 1.1296296296296295, 3.985507246376812]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.623529411764705, 1.7294117647058824, 1.6363636363636365, 0.9444444444444444]","[0, 1, 4.153846153846154, 1.205128205128205, 2.7, 1.1818181818181819]"
127,2016-09-15,20160915SSSK0,"[0, 1, 4.153846153846154, 1.6923076923076923, 4.0, 1.1818181818181819]","[0, 0, 5.108108108108109, 1.5243243243243243, 2.0, 0.9946236559139785]","[0, 1, 2.8421052631578947, 1.1842105263157894, 2.8333333333333335, 1.1949685534591195]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 8.168067226890756, 1.9915966386554622, 1.4285714285714286, 4.958333333333333]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 2.7, 1.5, 2.0, 0.6666666666666667]","[1, 0, 4.410358565737051, 1.3625498007968126, 2.1621621621621623, 6.435897435897436]","[0, 1, 7.250000000000001, 1.6666666666666667, 1.4583333333333333, 0.7346938775510204]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.6607929515418505, 1.7180616740088104, 2.260869565217391, 3.6031746031746033]","[0, 0, 4.848066298342542, 1.4917127071823204, 1.9, 6.350877192982456]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.900662251655629, 1.529801324503311, 2.909090909090909, 0.798941798941799]","[0, 0, 5.091428571428572, 1.5428571428571427, 1.9523809523809523, 1.2962962962962963]","[0, 0, 7.363636363636363, 1.8218181818181818, 1.1296296296296295, 3.985507246376812]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 1, 7.363636363636363, 1.7727272727272727, 1.6666666666666667, 0.9462365591397849]","[0, 0, 4.153846153846154, 1.205128205128205, 2.7, 1.1818181818181819]"
128,2016-09-16,20160916SSSK0,"[0, 0, 4.153846153846154, 1.6923076923076923, 4.0, 1.1818181818181819]","[0, 1, 4.973684210526316, 1.4842105263157894, 2.0, 1.0052910052910053]","[0, 0, 2.8421052631578947, 1.1842105263157894, 2.8333333333333335, 1.1949685534591195]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 8.168067226890756, 1.9915966386554622, 1.4285714285714286, 4.958333333333333]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 1, 2.4545454545454546, 1.3636363636363638, 2.0, 0.611111111111111]","[0, 0, 4.410358565737051, 1.3625498007968126, 2.1621621621621623, 6.435897435897436]","[0, 1, 7.118181818181817, 1.6636363636363638, 1.4583333333333333, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 6.86842105263158, 1.736842105263158, 2.260869565217391, 3.4545454545454546]","[0, 0, 4.848066298342542, 1.4917127071823204, 1.9, 6.350877192982456]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[1, 0, 5.701863354037267, 1.5279503105590062, 2.7916666666666665, 0.8385416666666666]","[0, 1, 5.091428571428572, 1.5771428571428572, 1.8636363636363635, 1.2681159420289856]","[0, 0, 7.363636363636363, 1.8218181818181818, 1.1296296296296295, 3.985507246376812]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.363636363636363, 1.7727272727272727, 1.6666666666666667, 0.9462365591397849]","[0, 1, 4.118644067796611, 1.194915254237288, 2.8, 1.1568627450980393]"
129,2016-09-17,20160917SSLG0,"[0, 0, 4.153846153846154, 1.6923076923076923, 4.0, 1.1818181818181819]","[0, 0, 4.973684210526316, 1.4842105263157894, 2.0, 1.0052910052910053]","[0, 1, 2.8272251308900525, 1.1780104712041886, 2.8333333333333335, 1.1790123456790123]","[0, 0, 0.0, 0.0, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 8.168067226890756, 1.9915966386554622, 1.4285714285714286, 4.958333333333333]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4642857142857142, 1.0833333333333333, 1.12]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 2.4545454545454546, 1.3636363636363638, 2.0, 0.611111111111111]","[0, 0, 4.410358565737051, 1.3625498007968126, 2.1621621621621623, 6.435897435897436]","[0, 0, 7.118181818181817, 1.6636363636363638, 1.4583333333333333, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 1, 6.75, 1.7068965517241381, 2.3043478260869565, 3.36231884057971]","[1, 0, 4.582245430809399, 1.4804177545691906, 1.8333333333333333, 6.383333333333334]","[0, 0, 7.304347826086956, 1.608695652173913, 1.4545454545454546, 4.3125]","[0, 0, 5.701863354037267, 1.5279503105590062, 2.7916666666666665, 0.8385416666666666]","[0, 1, 5.25, 1.5666666666666667, 1.9090909090909092, 1.2765957446808511]","[0, 0, 7.363636363636363, 1.8218181818181818, 1.1296296296296295, 3.985507246376812]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.363636363636363, 1.7727272727272727, 1.6666666666666667, 0.9462365591397849]","[0, 0, 4.118644067796611, 1.194915254237288, 2.8, 1.1568627450980393]"
