,date,game_key,알테어,박시원,이상호,이원재,윤수강,박민우,강진성,노진혁,김성욱,나성범,유영준,김준완,권희동,김태진,최승민,김찬형,박준영,오영수,김형준,최정원,서호철,지석훈,박석민,양의지,정범모,이명기,김태군,모창민
40,2020-06-23,20200623NCKT0,"[1, 8, 0.2867647058823529, 0.3660130718954248, 0.5588235294117647, 0.3469387755102041, 0.18382352941176472, 0.27205882352941174]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.15, 0.15, 0.15, 0.25, 0.25, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3092105263157895, 0.3684210526315789, 0.4342105263157895, 0.43333333333333335, 0.17105263157894737, 0.10526315789473684]","[1, 5, 0.4117647058823529, 0.45925925925925926, 0.7394957983193278, 0.5483870967741935, 0.20168067226890757, 0.29411764705882354]","[1, 7, 0.27522935779816515, 0.35772357723577236, 0.45871559633027525, 0.2571428571428571, 0.1743119266055046, 0.1651376146788991]","[0, -1, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 3, 0.31901840490797545, 0.3967391304347826, 0.6196319018404908, 0.3111111111111111, 0.22085889570552147, 0.2147239263803681]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.35051546391752575, 0.4661016949152542, 0.5670103092783505, 0.3783783783783784, 0.25773195876288657, 0.20618556701030927]","[1, 9, 0.21153846153846154, 0.24074074074074073, 0.25, 0.15, 0.1346153846153846, 0.057692307692307696]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.325, 0.3333333333333333, 0.25, 0.19444444444444445, 0.08333333333333333]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[0, -1, 0.26732673267326734, 0.3937007874015748, 0.42574257425742573, 0.2413793103448276, 0.15841584158415842, 0.16831683168316833]","[1, 4, 0.29357798165137616, 0.368, 0.5596330275229358, 0.3333333333333333, 0.1926605504587156, 0.27522935779816515]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.35294117647058826, 0.40397350993377484, 0.41911764705882354, 0.2903225806451613, 0.19117647058823528, 0.11029411764705882]","[0, -1, 0.3181818181818182, 0.38, 0.5227272727272727, 0.3333333333333333, 0.22727272727272727, 0.29545454545454547]","[0, -1, 0.34782608695652173, 0.375, 0.5652173913043478, 0.2222222222222222, 0.043478260869565216, 0.13043478260869565]"
41,2020-06-25,20200625NCKT1,"[1, 8, 0.2785714285714286, 0.35668789808917195, 0.5428571428571428, 0.34, 0.17857142857142858, 0.2642857142857143]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.15, 0.15, 0.15, 0.25, 0.25, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3051948051948052, 0.37142857142857144, 0.42857142857142855, 0.43333333333333335, 0.17532467532467533, 0.1038961038961039]","[1, 5, 0.4065040650406504, 0.45323741007194246, 0.7317073170731707, 0.53125, 0.2032520325203252, 0.2845528455284553]","[1, 6, 0.2831858407079646, 0.36220472440944884, 0.46017699115044247, 0.2972972972972973, 0.168141592920354, 0.17699115044247787]","[0, 7, 0.2, 0.3170731707317073, 0.3142857142857143, 0.25, 0.22857142857142856, 0.08571428571428572]","[1, 3, 0.31137724550898205, 0.3882978723404255, 0.6047904191616766, 0.30434782608695654, 0.2155688622754491, 0.20958083832335328]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 9, 0.3434343434343434, 0.4628099173553719, 0.5555555555555556, 0.3783783783783784, 0.25252525252525254, 0.20202020202020202]","[0, -1, 0.21153846153846154, 0.24074074074074073, 0.25, 0.15, 0.1346153846153846, 0.057692307692307696]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.24324324324324326, 0.3170731707317073, 0.32432432432432434, 0.25, 0.1891891891891892, 0.08108108108108109]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 7, 0.2692307692307692, 0.3969465648854962, 0.4230769230769231, 0.25806451612903225, 0.16346153846153846, 0.18269230769230768]","[1, 4, 0.30357142857142855, 0.37209302325581395, 0.5982142857142857, 0.3333333333333333, 0.20535714285714285, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.35714285714285715, 0.4064516129032258, 0.42142857142857143, 0.2903225806451613, 0.18571428571428572, 0.10714285714285714]","[0, -1, 0.3181818181818182, 0.38, 0.5227272727272727, 0.3333333333333333, 0.22727272727272727, 0.29545454545454547]","[0, -1, 0.34782608695652173, 0.375, 0.5652173913043478, 0.2222222222222222, 0.043478260869565216, 0.13043478260869565]"
42,2020-06-25,20200625NCKT2,"[0, 3, 0.2847222222222222, 0.36024844720496896, 0.5625, 0.3333333333333333, 0.18055555555555555, 0.2638888888888889]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.15, 0.15, 0.15, 0.25, 0.25, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.3018867924528302, 0.36666666666666664, 0.42138364779874216, 0.40625, 0.16981132075471697, 0.10062893081761007]","[1, 4, 0.3937007874015748, 0.4405594405594406, 0.7086614173228346, 0.5151515151515151, 0.1968503937007874, 0.2755905511811024]","[0, 8, 0.2905982905982906, 0.366412213740458, 0.4700854700854701, 0.2972972972972973, 0.1623931623931624, 0.17094017094017094]","[1, 7, 0.2, 0.3170731707317073, 0.3142857142857143, 0.25, 0.22857142857142856, 0.08571428571428572]","[1, 3, 0.31176470588235294, 0.390625, 0.6176470588235294, 0.30434782608695654, 0.21764705882352942, 0.21764705882352942]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.3300970873786408, 0.448, 0.5339805825242718, 0.358974358974359, 0.24271844660194175, 0.1941747572815534]","[1, 1, 0.2, 0.22807017543859648, 0.23636363636363636, 0.15, 0.12727272727272726, 0.05454545454545454]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.24324324324324326, 0.3170731707317073, 0.32432432432432434, 0.25, 0.1891891891891892, 0.08108108108108109]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.25, 0.4, 0.25, 1.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[0, 2, 0.26666666666666666, 0.4074074074074074, 0.41904761904761906, 0.25806451612903225, 0.1619047619047619, 0.18095238095238095]","[0, 9, 0.29310344827586204, 0.3609022556390977, 0.5775862068965517, 0.3333333333333333, 0.19827586206896552, 0.27586206896551724]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.34965034965034963, 0.4025157232704403, 0.4125874125874126, 0.2903225806451613, 0.1888111888111888, 0.1048951048951049]","[0, 9, 0.30434782608695654, 0.36538461538461536, 0.5, 0.3333333333333333, 0.21739130434782608, 0.2826086956521739]","[1, 5, 0.3333333333333333, 0.36, 0.5416666666666666, 0.2222222222222222, 0.041666666666666664, 0.125]"
43,2020-06-26,20200626NCOB0,"[1, 8, 0.2827586206896552, 0.35802469135802467, 0.5586206896551724, 0.3333333333333333, 0.1793103448275862, 0.2620689655172414]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.13636363636363635, 0.13636363636363635, 0.13636363636363635, 0.25, 0.22727272727272727, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3, 0.3626373626373626, 0.41875, 0.3939393939393939, 0.175, 0.10625]","[1, 5, 0.3816793893129771, 0.42857142857142855, 0.6870229007633588, 0.5, 0.19083969465648856, 0.26717557251908397]","[1, 6, 0.3025210084033613, 0.37593984962406013, 0.5042016806722689, 0.2972972972972973, 0.17647058823529413, 0.17647058823529413]","[1, 9, 0.1891891891891892, 0.3023255813953488, 0.2972972972972973, 0.25, 0.24324324324324326, 0.08108108108108109]","[1, 3, 0.31213872832369943, 0.39285714285714285, 0.6184971098265896, 0.3191489361702128, 0.2138728323699422, 0.23121387283236994]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[0, 2, 0.32710280373831774, 0.4418604651162791, 0.5233644859813084, 0.35, 0.2336448598130841, 0.18691588785046728]","[0, -1, 0.2, 0.22807017543859648, 0.23636363636363636, 0.15, 0.12727272727272726, 0.05454545454545454]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.24324324324324326, 0.3170731707317073, 0.32432432432432434, 0.25, 0.1891891891891892, 0.08108108108108109]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.4, 0.25, 1.0, 0.0, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 7, 0.2641509433962264, 0.40441176470588236, 0.41509433962264153, 0.25806451612903225, 0.16037735849056603, 0.1792452830188679]","[1, 4, 0.288135593220339, 0.35555555555555557, 0.5677966101694916, 0.3235294117647059, 0.19491525423728814, 0.2711864406779661]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3448275862068966, 0.39751552795031053, 0.4068965517241379, 0.2903225806451613, 0.19310344827586207, 0.10344827586206896]","[0, 4, 0.30434782608695654, 0.36538461538461536, 0.5, 0.3333333333333333, 0.21739130434782608, 0.2826086956521739]","[0, 4, 0.32142857142857145, 0.3448275862068966, 0.5, 0.2, 0.03571428571428571, 0.10714285714285714]"
44,2020-06-27,20200627NCOB0,"[1, 5, 0.2905405405405405, 0.3674698795180723, 0.5675675675675675, 0.34615384615384615, 0.19594594594594594, 0.2635135135135135]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.13636363636363635, 0.13636363636363635, 0.13636363636363635, 0.25, 0.22727272727272727, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.30303030303030304, 0.36363636363636365, 0.4303030303030303, 0.42857142857142855, 0.17575757575757575, 0.12121212121212122]","[0, -1, 0.3816793893129771, 0.42857142857142855, 0.6870229007633588, 0.5, 0.19083969465648856, 0.26717557251908397]","[1, 7, 0.29508196721311475, 0.3722627737226277, 0.4918032786885246, 0.2972972972972973, 0.18032786885245902, 0.1721311475409836]","[1, 8, 0.23076923076923078, 0.34782608695652173, 0.3333333333333333, 0.4, 0.3076923076923077, 0.10256410256410256]","[1, 3, 0.3089887640449438, 0.3880597014925373, 0.6067415730337079, 0.32653061224489793, 0.20786516853932585, 0.2303370786516854]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.32710280373831774, 0.44274809160305345, 0.5233644859813084, 0.35, 0.2336448598130841, 0.205607476635514]","[0, 9, 0.21666666666666667, 0.24193548387096775, 0.25, 0.18181818181818182, 0.13333333333333333, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.2564102564102564, 0.32558139534883723, 0.3333333333333333, 0.3076923076923077, 0.1794871794871795, 0.10256410256410256]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.5, 0.5714285714285714, 0.5, 1.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 4, 0.2636363636363636, 0.4, 0.4090909090909091, 0.25806451612903225, 0.16363636363636364, 0.17272727272727273]","[0, -1, 0.288135593220339, 0.35555555555555557, 0.5677966101694916, 0.3235294117647059, 0.19491525423728814, 0.2711864406779661]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3448275862068966, 0.39751552795031053, 0.4068965517241379, 0.2903225806451613, 0.19310344827586207, 0.10344827586206896]","[1, 9, 0.30434782608695654, 0.36538461538461536, 0.5, 0.3333333333333333, 0.21739130434782608, 0.2826086956521739]","[1, 6, 0.3103448275862069, 0.3333333333333333, 0.4827586206896552, 0.2, 0.034482758620689655, 0.10344827586206896]"
45,2020-06-28,20200628NCOB0,"[1, 7, 0.2894736842105263, 0.36470588235294116, 0.5789473684210527, 0.33962264150943394, 0.19736842105263158, 0.26973684210526316]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.13043478260869565, 0.13043478260869565, 0.13043478260869565, 0.25, 0.21739130434782608, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.2958579881656805, 0.35602094240837695, 0.42011834319526625, 0.42857142857142855, 0.17159763313609466, 0.11834319526627218]","[1, 3, 0.37777777777777777, 0.423841059602649, 0.674074074074074, 0.4857142857142857, 0.18518518518518517, 0.25925925925925924]","[1, 6, 0.296, 0.37142857142857144, 0.496, 0.2972972972972973, 0.176, 0.168]","[1, 9, 0.20930232558139536, 0.32, 0.3023255813953488, 0.3333333333333333, 0.27906976744186046, 0.09302325581395349]","[0, -1, 0.3089887640449438, 0.3880597014925373, 0.6067415730337079, 0.32653061224489793, 0.20786516853932585, 0.2303370786516854]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.3333333333333333, 0.4444444444444444, 0.5495495495495496, 0.36585365853658536, 0.23423423423423423, 0.2072072072072072]","[1, 8, 0.21666666666666667, 0.24193548387096775, 0.25, 0.18181818181818182, 0.13333333333333333, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.25, 0.3181818181818182, 0.325, 0.3076923076923077, 0.175, 0.1]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5714285714285714, 0.5, 1.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 5, 0.26548672566371684, 0.4027777777777778, 0.40707964601769914, 0.25806451612903225, 0.168141592920354, 0.168141592920354]","[1, 4, 0.2975206611570248, 0.3669064748201439, 0.5702479338842975, 0.3333333333333333, 0.19008264462809918, 0.2644628099173554]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3448275862068966, 0.39751552795031053, 0.4068965517241379, 0.2903225806451613, 0.19310344827586207, 0.10344827586206896]","[0, -1, 0.30434782608695654, 0.36538461538461536, 0.5, 0.3333333333333333, 0.21739130434782608, 0.2826086956521739]","[0, -1, 0.3103448275862069, 0.3333333333333333, 0.4827586206896552, 0.2, 0.034482758620689655, 0.10344827586206896]"
46,2020-06-30,20200630LTNC0,"[1, 6, 0.2948717948717949, 0.367816091954023, 0.5961538461538461, 0.33962264150943394, 0.1987179487179487, 0.2692307692307692]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.125, 0.125, 0.125, 0.25, 0.20833333333333334, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3103448275862069, 0.3673469387755102, 0.4540229885057471, 0.4166666666666667, 0.1781609195402299, 0.1206896551724138]","[1, 8, 0.37410071942446044, 0.41935483870967744, 0.6618705035971223, 0.4722222222222222, 0.17985611510791366, 0.2517985611510791]","[1, 7, 0.2868217054263566, 0.3611111111111111, 0.4806201550387597, 0.2972972972972973, 0.17054263565891473, 0.16279069767441862]","[0, -1, 0.20930232558139536, 0.32, 0.3023255813953488, 0.3333333333333333, 0.27906976744186046, 0.09302325581395349]","[1, 3, 0.3021978021978022, 0.3804878048780488, 0.5934065934065934, 0.32, 0.2032967032967033, 0.22527472527472528]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.33043478260869563, 0.44285714285714284, 0.5652173913043478, 0.38095238095238093, 0.23478260869565218, 0.22608695652173913]","[0, -1, 0.21666666666666667, 0.24193548387096775, 0.25, 0.18181818181818182, 0.13333333333333333, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.25, 0.3181818181818182, 0.325, 0.3076923076923077, 0.175, 0.1]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5714285714285714, 0.5, 1.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 5, 0.26495726495726496, 0.39864864864864863, 0.4017094017094017, 0.25806451612903225, 0.1623931623931624, 0.1623931623931624]","[1, 4, 0.30158730158730157, 0.3680555555555556, 0.5634920634920635, 0.3333333333333333, 0.18253968253968253, 0.25396825396825395]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3401360544217687, 0.39263803680981596, 0.4013605442176871, 0.2903225806451613, 0.19047619047619047, 0.10204081632653061]","[0, 4, 0.3125, 0.38181818181818183, 0.5, 0.3125, 0.20833333333333334, 0.2708333333333333]","[0, 7, 0.28125, 0.30303030303030304, 0.4375, 0.2, 0.03125, 0.09375]"
47,2020-07-01,20200701LTNC0,"[1, 5, 0.3, 0.37777777777777777, 0.61875, 0.33962264150943394, 0.20625, 0.275]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.25, 0.21428571428571427, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3103448275862069, 0.3673469387755102, 0.4540229885057471, 0.4166666666666667, 0.1781609195402299, 0.1206896551724138]","[0, -1, 0.37410071942446044, 0.41935483870967744, 0.6618705035971223, 0.4722222222222222, 0.17985611510791366, 0.2517985611510791]","[1, 8, 0.2803030303030303, 0.35374149659863946, 0.4696969696969697, 0.2972972972972973, 0.16666666666666666, 0.1590909090909091]","[0, 7, 0.2127659574468085, 0.3148148148148148, 0.2978723404255319, 0.2857142857142857, 0.2765957446808511, 0.0851063829787234]","[1, 3, 0.2978723404255319, 0.3744075829383886, 0.5797872340425532, 0.3333333333333333, 0.19680851063829788, 0.22872340425531915]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.325, 0.4383561643835616, 0.575, 0.37209302325581395, 0.23333333333333334, 0.225]","[1, 9, 0.20634920634920634, 0.24242424242424243, 0.23809523809523808, 0.18181818181818182, 0.12698412698412698, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.3181818181818182, 0.325, 0.3076923076923077, 0.175, 0.1]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5714285714285714, 0.5, 1.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0.1111111111111111, 0.2, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 6, 0.26666666666666666, 0.40131578947368424, 0.425, 0.25, 0.175, 0.175]","[1, 4, 0.3023255813953488, 0.3673469387755102, 0.5581395348837209, 0.32432432432432434, 0.17829457364341086, 0.24806201550387597]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3355263157894737, 0.3869047619047619, 0.39473684210526316, 0.28125, 0.19078947368421054, 0.09868421052631579]","[0, -1, 0.3125, 0.38181818181818183, 0.5, 0.3125, 0.20833333333333334, 0.2708333333333333]","[1, 7, 0.28125, 0.34285714285714286, 0.4375, 0.2, 0.03125, 0.09375]"
48,2020-07-02,20200702LTNC0,"[1, 4, 0.2926829268292683, 0.3695652173913043, 0.6036585365853658, 0.33962264150943394, 0.20121951219512196, 0.2682926829268293]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.14285714285714285, 0.1724137931034483, 0.14285714285714285, 0.25, 0.25, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3103448275862069, 0.3673469387755102, 0.4540229885057471, 0.4166666666666667, 0.1781609195402299, 0.1206896551724138]","[1, 8, 0.3706293706293706, 0.4125, 0.6503496503496503, 0.4594594594594595, 0.17482517482517482, 0.2517482517482518]","[1, 7, 0.2814814814814815, 0.35333333333333333, 0.4666666666666667, 0.3157894736842105, 0.16296296296296298, 0.15555555555555556]","[0, -1, 0.2127659574468085, 0.3148148148148148, 0.2978723404255319, 0.2857142857142857, 0.2765957446808511, 0.0851063829787234]","[1, 3, 0.3020833333333333, 0.3767441860465116, 0.5989583333333334, 0.3269230769230769, 0.203125, 0.234375]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.3252032520325203, 0.44, 0.5691056910569106, 0.37209302325581395, 0.23577235772357724, 0.21951219512195122]","[1, 1, 0.2, 0.23529411764705882, 0.23076923076923078, 0.18181818181818182, 0.12307692307692308, 0.046153846153846156]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.3181818181818182, 0.325, 0.3076923076923077, 0.175, 0.1]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5714285714285714, 0.5, 1.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.1111111111111111, 0.2, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 5, 0.26229508196721313, 0.4, 0.4180327868852459, 0.25, 0.1721311475409836, 0.1721311475409836]","[0, 1, 0.30303030303030304, 0.3708609271523179, 0.5757575757575758, 0.34210526315789475, 0.18181818181818182, 0.25757575757575757]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3269230769230769, 0.37790697674418605, 0.38461538461538464, 0.2727272727272727, 0.1858974358974359, 0.09615384615384616]","[1, 9, 0.32653061224489793, 0.40350877192982454, 0.5102040816326531, 0.3125, 0.22448979591836735, 0.2653061224489796]","[0, -1, 0.28125, 0.34285714285714286, 0.4375, 0.2, 0.03125, 0.09375]"
49,2020-07-03,20200703HTNC0,"[1, 4, 0.30177514792899407, 0.37566137566137564, 0.621301775147929, 0.35185185185185186, 0.20710059171597633, 0.28402366863905326]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.14285714285714285, 0.1724137931034483, 0.14285714285714285, 0.25, 0.25, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3103448275862069, 0.3673469387755102, 0.4540229885057471, 0.4166666666666667, 0.1781609195402299, 0.1206896551724138]","[1, 7, 0.3741496598639456, 0.4146341463414634, 0.6462585034013606, 0.4473684210526316, 0.1836734693877551, 0.24489795918367346]","[1, 6, 0.28776978417266186, 0.35714285714285715, 0.4676258992805755, 0.325, 0.16546762589928057, 0.15827338129496402]","[0, 4, 0.20833333333333334, 0.3090909090909091, 0.2916666666666667, 0.2857142857142857, 0.2916666666666667, 0.08333333333333333]","[1, 3, 0.30456852791878175, 0.37727272727272726, 0.5939086294416244, 0.32075471698113206, 0.20304568527918782, 0.22842639593908629]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.3228346456692913, 0.43506493506493504, 0.5669291338582677, 0.37777777777777777, 0.23622047244094488, 0.2204724409448819]","[1, 9, 0.20588235294117646, 0.23943661971830985, 0.23529411764705882, 0.18181818181818182, 0.1323529411764706, 0.04411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.25, 0.3181818181818182, 0.325, 0.3076923076923077, 0.175, 0.1]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.5714285714285714, 0.5, 1.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 5, 0.1, 0.18181818181818182, 0.4, 0.3333333333333333, 0.3, 0.3]","[1, 5, 0.264, 0.4025157232704403, 0.416, 0.24242424242424243, 0.168, 0.168]","[0, -1, 0.30303030303030304, 0.3708609271523179, 0.5757575757575758, 0.34210526315789475, 0.18181818181818182, 0.25757575757575757]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3167701863354037, 0.3672316384180791, 0.37267080745341613, 0.2647058823529412, 0.18633540372670807, 0.09316770186335403]","[1, 8, 0.3137254901960784, 0.3898305084745763, 0.49019607843137253, 0.3125, 0.21568627450980393, 0.2549019607843137]","[0, 8, 0.2857142857142857, 0.34210526315789475, 0.42857142857142855, 0.2, 0.02857142857142857, 0.08571428571428572]"
