,date,game_key,이종민,김동혁,정대현,문성현,양현,윤영삼,김정후,김태훈,한현희,신재영,조상우,조성운,이영준,최원태,박주현,임규빈,차재용,김선기,박승주,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,김상수
10,2020-05-16,20200516WOLG2,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 4.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 0, 3.0]","[1, 0, 4.5, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 1.3636363636363638, 2.0, 0.9166666666666666]","[0, 0, 3.6, 2.2, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.6363636363636365, 2.3333333333333335, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 5, 1.1111111111111112]","[0, 0, 2.7, 0.75, 1.5, 6.666666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.2857142857142856, 3, 0.5833333333333334]","[0, 1, 8.307692307692308, 1.8461538461538463, 2.5, 0.8666666666666666]"
11,2020-05-17,20200517WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.2857142857142856, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 0, 3.0]","[0, 0, 4.5, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 1.3636363636363638, 2.0, 0.9166666666666666]","[0, 0, 3.6, 2.2, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.6666666666666667, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.6363636363636365, 2.3333333333333335, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 6, 1.0833333333333333]","[0, 0, 2.7, 0.75, 1.5, 6.666666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.8181818181818182, 0.8181818181818182, 11.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 0.5833333333333334]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.5, 0.8666666666666666]"
12,2020-05-19,20200519SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 0.8999999999999999, 0.0, 2.2222222222222223]","[0, 0, 4.5, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 1.3636363636363638, 2.0, 0.9166666666666666]","[1, 0, 2.9189189189189193, 1.2162162162162162, 5.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.6363636363636365, 2.3333333333333335, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 0.9375, 6, 1.0666666666666667]","[0, 0, 2.7, 0.75, 1.5, 6.666666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.8181818181818182, 11.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.125, 3, 0.5333333333333333]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.5, 0.8666666666666666]"
13,2020-05-20,20200520SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.6875, 2.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.8999999999999999, 0.0, 2.2222222222222223]","[0, 0, 4.5, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.2857142857142856, 2.0, 0.9333333333333333]","[0, 0, 2.9189189189189193, 1.2162162162162162, 5.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 1.6, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.6363636363636365, 2.3333333333333335, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9375, 6, 1.0666666666666667]","[1, 0, 5.586206896551724, 1.5517241379310345, 1.25, 4.833333333333333]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.8181818181818182, 11.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.8181818181818182, 5, 0.611111111111111]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.5, 0.8666666666666666]"
14,2020-05-21,20200521SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.8999999999999999, 0.0, 2.2222222222222223]","[1, 0, 4.090909090909091, 1.5454545454545454, 3.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 1.6875, 1.5, 0.8888888888888888]","[0, 0, 2.9189189189189193, 1.2162162162162162, 5.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.6363636363636365, 2.3333333333333335, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 0.9473684210526316, 8, 1.0555555555555556]","[0, 0, 5.586206896551724, 1.5517241379310345, 1.25, 4.833333333333333]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.8181818181818182, 11.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 5, 0.611111111111111]","[0, 1, 6.75, 1.5, 3.5, 0.8888888888888888]"
15,2020-05-22,20200522WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.8999999999999999, 0.0, 2.2222222222222223]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.6666666666666665, 5.5]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.6875, 1.5, 0.8888888888888888]","[0, 0, 2.9189189189189193, 1.2162162162162162, 5.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.8181818181818182, 9, 1.0476190476190477]","[0, 0, 5.586206896551724, 1.5517241379310345, 1.25, 4.833333333333333]","[0, 1, 10.8, 1.2, 1, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.8181818181818182, 11.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 5, 0.611111111111111]","[0, 1, 8.4375, 1.875, 2.3333333333333335, 0.7619047619047619]"
16,2020-05-23,20200523WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9, 0.7, 3.0, 2.5]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.6666666666666665, 5.5]","[0, 1, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.6875, 1.5, 0.8888888888888888]","[0, 0, 2.9189189189189193, 1.2162162162162162, 5.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 9, 1.0476190476190477]","[0, 0, 5.586206896551724, 1.5517241379310345, 1.25, 4.833333333333333]","[0, 1, 6.75, 1.5, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.5294117647058824, 0.7058823529411765, 7.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 5, 0.611111111111111]","[0, 0, 8.4375, 1.875, 2.3333333333333335, 0.7619047619047619]"
17,2020-05-24,20200524WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8181818181818182, 0.6363636363636364, 3.0, 2.2]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.6666666666666665, 5.5]","[0, 0, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.4210526315789473, 2.5, 0.9047619047619048]","[1, 0, 4.8, 1.5333333333333334, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 9, 1.0476190476190477]","[0, 0, 5.586206896551724, 1.5517241379310345, 1.25, 4.833333333333333]","[0, 0, 6.75, 1.5, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 0.7058823529411765, 7.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.3636363636363638, 5, 0.5238095238095238]","[0, 0, 8.4375, 1.875, 2.3333333333333335, 0.7619047619047619]"
18,2020-05-26,20200526WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.6363636363636364, 3.0, 2.2]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.6666666666666665, 5.5]","[0, 0, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.4210526315789473, 2.5, 0.9047619047619048]","[0, 0, 4.8, 1.5333333333333334, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.090909090909091, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 9, 1.0476190476190477]","[1, 0, 4.909090909090909, 1.4318181818181819, 2.4, 4.888888888888888]","[0, 1, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 0.7058823529411765, 7.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.3636363636363638, 5, 0.5238095238095238]","[0, 0, 8.4375, 1.875, 2.3333333333333335, 0.7619047619047619]"
19,2020-05-27,20200527WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.6363636363636364, 3.0, 2.2]","[1, 0, 5.625, 1.6875, 2.6, 5.333333333333333]","[0, 1, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.4210526315789473, 2.5, 0.9047619047619048]","[0, 0, 4.8, 1.5333333333333334, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.090909090909091, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.2272727272727273, 9.0, 0.9166666666666666]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.4, 4.888888888888888]","[0, 1, 11.571428571428571, 1.7142857142857142, 0.75, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 0.7058823529411765, 7.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 5, 0.5]","[0, 0, 8.4375, 1.875, 2.3333333333333335, 0.7619047619047619]"
20,2020-05-28,20200528WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.75, 0.6666666666666666, 3.0, 2.0]","[0, 0, 5.625, 1.6875, 2.6, 5.333333333333333]","[0, 1, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.9230769230769231, 3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.5714285714285714, 2.5, 0.875]","[0, 0, 4.8, 1.5333333333333334, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.0799999999999998, 1.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.2272727272727273, 9.0, 0.9166666666666666]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.4, 4.888888888888888]","[0, 0, 11.571428571428571, 1.7142857142857142, 0.75, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 0.7058823529411765, 7.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 8.526315789473683, 1.8947368421052633, 2.0, 0.7916666666666666]"
21,2020-05-29,20200529KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.75, 0.6666666666666666, 3.0, 2.0]","[0, 0, 5.625, 1.6875, 2.6, 5.333333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.0, 0.7894736842105263, 5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.217391304347826, 1.5652173913043477, 2.0, 0.8518518518518519]","[0, 0, 4.8, 1.5333333333333334, 2.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.0799999999999998, 1.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.2272727272727273, 9.0, 0.9166666666666666]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.4, 4.888888888888888]","[0, 0, 11.571428571428571, 1.7142857142857142, 0.75, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.1739130434782608, 0.8695652173913043, 4.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 8.526315789473683, 1.8947368421052633, 2.0, 0.7916666666666666]"
22,2020-05-30,20200530KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.75, 0.6666666666666666, 3.0, 2.0]","[0, 0, 5.625, 1.6875, 2.6, 5.333333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.7894736842105263, 5, 1.0555555555555556]","[0, 1, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.5652173913043477, 2.0, 0.8518518518518519]","[1, 0, 3.8571428571428568, 1.3333333333333333, 2.5, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.0799999999999998, 1.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.2272727272727273, 9.0, 0.9166666666666666]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.4, 4.888888888888888]","[0, 1, 9.529411764705882, 1.4117647058823528, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.8695652173913043, 4.5, 5.75]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 8.526315789473683, 1.8947368421052633, 2.0, 0.7916666666666666]"
23,2020-05-31,20200531KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5789473684210527, 2.5, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 0.75, 4.0, 1.9047619047619049]","[0, 0, 5.625, 1.6875, 2.6, 5.333333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.7894736842105263, 5, 1.0555555555555556]","[0, 1, 0.0, 1.0, 1, 1.0]","[0, 1, 7.875000000000001, 1.875, 2.3333333333333335, 0.8]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.5, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.064516129032258, 1.5, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.2692307692307694, 9.0, 0.9629629629629629]","[1, 0, 5.225806451612903, 1.4032258064516128, 2.142857142857143, 5.166666666666667]","[0, 0, 9.529411764705882, 1.4117647058823528, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.8695652173913043, 4.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 9.45, 1.95, 2.0, 0.7407407407407408]"
24,2020-06-02,20200602WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.7727272727272727, 1.6666666666666667, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.75, 4.0, 1.9047619047619049]","[1, 0, 6.639344262295082, 1.8688524590163935, 1.6666666666666667, 5.083333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.7894736842105263, 5, 1.0555555555555556]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 7.875000000000001, 1.875, 2.3333333333333335, 0.8]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.5, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.064516129032258, 1.5, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.2692307692307694, 9.0, 0.9629629629629629]","[0, 0, 5.225806451612903, 1.4032258064516128, 2.142857142857143, 5.166666666666667]","[0, 1, 9.45, 1.3499999999999999, 1.25, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.8695652173913043, 4.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
