,date,game_key,이종민,김동혁,정대현,문성현,양현,윤영삼,김정후,김태훈,한현희,신재영,조상우,조성운,이영준,최원태,박주현,임규빈,차재용,김선기,박승주,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,김상수
25,2020-06-03,20200603WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.6666666666666667, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2, 0.8, 2.5, 1.875]","[0, 0, 6.639344262295082, 1.8688524590163935, 1.6666666666666667, 5.083333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.0, 0.625, 7, 1.1428571428571428]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 1, 7.5600000000000005, 1.7999999999999998, 2.3333333333333335, 0.7575757575757577]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.5, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.064516129032258, 1.5, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.2413793103448276, 5.5, 0.9666666666666666]","[0, 0, 5.225806451612903, 1.4032258064516128, 2.142857142857143, 5.166666666666667]","[0, 0, 9.45, 1.3499999999999999, 1.25, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.8695652173913043, 4.5, 5.75]","[1, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
26,2020-06-04,20200604WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5599999999999998, 2.0, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 0.75, 2.5, 1.7777777777777777]","[0, 0, 6.639344262295082, 1.8688524590163935, 1.6666666666666667, 5.083333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.625, 7, 1.1428571428571428]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 7.5600000000000005, 1.7999999999999998, 2.3333333333333335, 0.7575757575757577]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.5, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.064516129032258, 1.5, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.2413793103448276, 5.5, 0.9666666666666666]","[0, 0, 5.225806451612903, 1.4032258064516128, 2.142857142857143, 5.166666666666667]","[0, 0, 9.45, 1.3499999999999999, 1.25, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.9, 0.8666666666666667, 5.4, 6.0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
27,2020-06-05,20200605LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 2.0, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.75, 2.5, 1.7777777777777777]","[0, 0, 6.639344262295082, 1.8688524590163935, 1.6666666666666667, 5.083333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.0, 0.6428571428571428, 9, 1.1666666666666667]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 1, 7.0, 1.8888888888888888, 2.3333333333333335, 0.75]","[1, 0, 3.6666666666666665, 1.2222222222222223, 3.3333333333333335, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.064516129032258, 1.5, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.2413793103448276, 5.5, 0.9666666666666666]","[0, 0, 5.225806451612903, 1.4032258064516128, 2.142857142857143, 5.166666666666667]","[0, 0, 9.45, 1.3499999999999999, 1.25, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 0.8666666666666667, 5.4, 6.0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
28,2020-06-06,20200606LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.3928571428571428, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.75, 2.5, 1.7777777777777777]","[0, 0, 6.639344262295082, 1.8688524590163935, 1.6666666666666667, 5.083333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.6428571428571428, 9, 1.1666666666666667]","[0, 1, 0.0, 0.42857142857142855, 3, 1.1666666666666667]","[0, 0, 7.0, 1.8888888888888888, 2.3333333333333335, 0.75]","[0, 0, 3.6666666666666665, 1.2222222222222223, 3.3333333333333335, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.25, 1.6666666666666667, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.125, 6.5, 0.9696969696969696]","[1, 0, 7.826086956521739, 1.6521739130434783, 1.7777777777777777, 4.6]","[0, 0, 9.45, 1.3499999999999999, 1.25, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 0.8666666666666667, 5.4, 6.0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
29,2020-06-07,20200607LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.75, 2.5, 1.7777777777777777]","[1, 0, 5.597560975609756, 1.6463414634146343, 2.2222222222222223, 5.466666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.0, 0.6428571428571428, 9, 1.1666666666666667]","[0, 1, 2.7, 0.8999999999999999, 4, 1.1111111111111112]","[0, 0, 7.0, 1.8888888888888888, 2.3333333333333335, 0.75]","[0, 0, 3.6666666666666665, 1.2222222222222223, 3.3333333333333335, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.1538461538461537, 1.6666666666666667, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.628571428571429, 1.0285714285714287, 7.5, 0.9722222222222222]","[0, 0, 7.826086956521739, 1.6521739130434783, 1.7777777777777777, 4.6]","[0, 1, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 0.8666666666666667, 5.4, 6.0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
30,2020-06-09,20200609WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.2580645161290323, 2.6666666666666665, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0188679245283019, 0.6792452830188679, 3.5, 1.7666666666666668]","[0, 0, 5.597560975609756, 1.6463414634146343, 2.2222222222222223, 5.466666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.8709677419354839, 0.7741935483870968, 10.0, 1.1481481481481481]","[0, 0, 2.7, 0.8999999999999999, 4, 1.1111111111111112]","[0, 1, 6.3, 1.7, 2.6666666666666665, 0.7692307692307693]","[0, 0, 3.6666666666666665, 1.2222222222222223, 3.3333333333333335, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.1538461538461537, 1.6666666666666667, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.135135135135135, 8.0, 0.9487179487179488]","[0, 0, 7.826086956521739, 1.6521739130434783, 1.7777777777777777, 4.6]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 0.8666666666666667, 5.4, 6.0]","[1, 0, 3.0, 1.1666666666666667, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
31,2020-06-10,20200610WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.2580645161290323, 2.6666666666666665, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0188679245283019, 0.6792452830188679, 3.5, 1.7666666666666668]","[0, 0, 5.597560975609756, 1.6463414634146343, 2.2222222222222223, 5.466666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.8709677419354839, 0.7741935483870968, 10.0, 1.1481481481481481]","[0, 1, 1.8, 0.8, 4, 1.25]","[0, 0, 6.3, 1.7, 2.6666666666666665, 0.7692307692307693]","[0, 0, 3.6666666666666665, 1.2222222222222223, 3.3333333333333335, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.609756097560976, 1.3170731707317074, 1.5, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.135135135135135, 8.0, 0.9487179487179488]","[0, 0, 7.826086956521739, 1.6521739130434783, 1.7777777777777777, 4.6]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4862385321100917, 0.9357798165137614, 6.0, 6.055555555555556]","[0, 0, 3.0, 1.1666666666666667, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
32,2020-06-11,20200611WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.2162162162162162, 3.3333333333333335, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0188679245283019, 0.6792452830188679, 3.5, 1.7666666666666668]","[0, 0, 5.597560975609756, 1.6463414634146343, 2.2222222222222223, 5.466666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.8709677419354839, 0.7741935483870968, 10.0, 1.1481481481481481]","[0, 0, 1.8, 0.8, 4, 1.25]","[0, 0, 6.3, 1.7, 2.6666666666666665, 0.7692307692307693]","[1, 0, 3.441176470588235, 1.1176470588235294, 4.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.295454545454545, 1.3636363636363638, 1.75, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.135135135135135, 8.0, 0.9487179487179488]","[0, 0, 7.826086956521739, 1.6521739130434783, 1.7777777777777777, 4.6]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4862385321100917, 0.9357798165137614, 6.0, 6.055555555555556]","[0, 0, 3.0, 1.1666666666666667, 0.6666666666666666, 3.0]","[0, 1, 0.0, 3.0, 1.0, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
33,2020-06-12,20200612WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.2162162162162162, 3.3333333333333335, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9152542372881356, 0.6101694915254237, 4.5, 1.787878787878788]","[0, 0, 5.597560975609756, 1.6463414634146343, 2.2222222222222223, 5.466666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.7941176470588235, 0.9705882352941176, 5.5, 1.1333333333333333]","[0, 0, 1.8, 0.8, 4, 1.25]","[0, 1, 5.7272727272727275, 1.5454545454545454, 2.6666666666666665, 0.7857142857142857]","[0, 0, 3.441176470588235, 1.1176470588235294, 4.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.3636363636363638, 1.75, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.135135135135135, 8.0, 0.9487179487179488]","[1, 0, 7.392857142857143, 1.6785714285714286, 1.2142857142857142, 4.666666666666667]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4862385321100917, 0.9357798165137614, 6.0, 6.055555555555556]","[0, 0, 3.0, 1.1666666666666667, 0.6666666666666666, 3.0]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
34,2020-06-13,20200613WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.2162162162162162, 3.3333333333333335, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9152542372881356, 0.6101694915254237, 4.5, 1.787878787878788]","[1, 0, 4.959183673469388, 1.5306122448979593, 2.3, 5.444444444444444]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.7941176470588235, 0.9705882352941176, 5.5, 1.1333333333333333]","[0, 1, 3.0, 1.0, 4.0, 1.2]","[0, 0, 5.7272727272727275, 1.5454545454545454, 2.6666666666666665, 0.7857142857142857]","[0, 0, 3.441176470588235, 1.1176470588235294, 4.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.3636363636363638, 1.75, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 7.392857142857143, 1.6785714285714286, 1.2142857142857142, 4.666666666666667]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4862385321100917, 0.9357798165137614, 6.0, 6.055555555555556]","[0, 0, 3.0, 1.1666666666666667, 0.6666666666666666, 3.0]","[0, 1, 0.0, 2.0, 0.5, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
35,2020-06-14,20200614WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 3.375, 1.2, 3.6666666666666665, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 0.7258064516129031, 5.0, 1.7222222222222223]","[0, 0, 4.959183673469388, 1.5306122448979593, 2.3, 5.444444444444444]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.7941176470588235, 0.9705882352941176, 5.5, 1.1333333333333333]","[0, 0, 3.0, 1.0, 4.0, 1.2]","[0, 1, 5.25, 1.5, 2.25, 0.8]","[0, 0, 3.441176470588235, 1.1176470588235294, 4.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0212765957446805, 1.2765957446808511, 2.25, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 7.392857142857143, 1.6785714285714286, 1.2142857142857142, 4.666666666666667]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4862385321100917, 0.9357798165137614, 6.0, 6.055555555555556]","[1, 0, 4.0, 1.6666666666666667, 0.8, 3.0]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
36,2020-06-16,20200616LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.3571428571428572, 2.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.8307692307692307, 5.5, 1.6666666666666667]","[0, 0, 4.959183673469388, 1.5306122448979593, 2.3, 5.444444444444444]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.7941176470588235, 0.9705882352941176, 5.5, 1.1333333333333333]","[0, 1, 2.571428571428571, 1.0, 2.0, 1.1666666666666667]","[0, 0, 5.25, 1.5, 2.25, 0.8]","[0, 0, 3.441176470588235, 1.1176470588235294, 4.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2765957446808511, 2.25, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 7.392857142857143, 1.6785714285714286, 1.2142857142857142, 4.666666666666667]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4881889763779528, 0.968503937007874, 4.714285714285714, 6.047619047619048]","[0, 0, 4.0, 1.6666666666666667, 0.8, 3.0]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.45, 1.95, 2.0, 0.7407407407407408]"
37,2020-06-17,20200617LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.2666666666666666, 2.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8307692307692307, 5.5, 1.6666666666666667]","[0, 0, 4.959183673469388, 1.5306122448979593, 2.3, 5.444444444444444]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.7941176470588235, 0.9705882352941176, 5.5, 1.1333333333333333]","[0, 0, 2.571428571428571, 1.0, 2.0, 1.1666666666666667]","[0, 1, 7.105263157894736, 1.6578947368421053, 2.0, 0.7916666666666666]","[1, 0, 4.384615384615385, 1.1282051282051282, 4.333333333333333, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2765957446808511, 2.25, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 7.392857142857143, 1.6785714285714286, 1.2142857142857142, 4.666666666666667]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4881889763779528, 0.968503937007874, 4.714285714285714, 6.047619047619048]","[0, 0, 4.0, 1.6666666666666667, 0.8, 3.0]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 12.272727272727272, 2.4545454545454546, 1.5, 0.7333333333333333]"
38,2020-06-18,20200618LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0, 1.3333333333333333]","[0, 0, 3.6, 1.2666666666666666, 2.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8307692307692307, 5.5, 1.6666666666666667]","[0, 0, 4.959183673469388, 1.5306122448979593, 2.3, 5.444444444444444]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.7941176470588235, 0.9705882352941176, 5.5, 1.1333333333333333]","[0, 0, 2.571428571428571, 1.0, 2.0, 1.1666666666666667]","[0, 1, 6.9230769230769225, 1.6153846153846154, 2.0, 0.7647058823529411]","[0, 0, 4.384615384615385, 1.1282051282051282, 4.333333333333333, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.2692307692307694, 2.0, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[1, 0, 6.088235294117647, 1.5588235294117647, 1.25, 4.857142857142857]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4881889763779528, 0.968503937007874, 4.714285714285714, 6.047619047619048]","[0, 0, 4.0, 1.6666666666666667, 0.8, 3.0]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 10.8, 2.1599999999999997, 1.8333333333333333, 0.7575757575757577]"
