,date,game_key,샘슨,최준용,스트레일리,박재민,박명현,홍민기,박시영,장국헌,신동훈,김원중,정태승,박진형,구승민,박세웅,이인복,김유영,최영환,박종무,한승혁,윤성빈,강동호,최하늘,이승헌,김현,서준원,김동규,고효준,노경은,김건국,장원삼,배장호,송승준,김대우,오현택,진명호
37,2020-06-18,20200618LTWO0,"[0, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.219512195121952, 1.975609756097561, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7608695652173914, 1.1739130434782608, 3.6666666666666665, 0.8070175438596492]","[0, 0, 1.5576923076923077, 0.6923076923076924, 7.5, 1.0196078431372548]","[0, 0, 5.4, 1.5333333333333334, 2.0, 5.0]","[0, 0, 1.5428571428571427, 0.7714285714285715, 6, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5625, 1.5, 1.6]","[0, 0, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 1, 4.378378378378379, 1.054054054054054, 8.0, 0.7708333333333334]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
38,2020-06-19,20200619LTKT0,"[0, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.790697674418606, 1.8837209302325582, 1.1818181818181819, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.204081632653061, 1.3469387755102042, 3.2857142857142856, 0.8166666666666667]","[0, 1, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[1, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 1, 2.25, 1.0, 6.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5625, 1.5, 1.6]","[0, 0, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 1, 4.846153846153846, 1.1538461538461537, 8.0, 0.7647058823529411]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
39,2020-06-20,20200620LTKT0,"[1, 0, 7.779661016949153, 1.8813559322033897, 2.1666666666666665, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.790697674418606, 1.8837209302325582, 1.1818181818181819, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.204081632653061, 1.3469387755102042, 3.2857142857142856, 0.8166666666666667]","[0, 0, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[0, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 0, 2.25, 1.0, 6.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5625, 1.5, 1.6]","[0, 1, 6.171428571428571, 1.6285714285714286, 1.0, 1.0606060606060606]","[0, 0, 4.846153846153846, 1.1538461538461537, 8.0, 0.7647058823529411]","[0, 1, 10.384615384615385, 1.7307692307692308, 0.75, 0.6666666666666666]"
40,2020-06-21,20200621LTKT0,"[0, 0, 7.779661016949153, 1.8813559322033897, 2.1666666666666665, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 1.9772727272727273, 1.0833333333333333, 0.8148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.204081632653061, 1.3469387755102042, 3.2857142857142856, 0.8166666666666667]","[0, 0, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[0, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 1, 2.6341463414634148, 1.024390243902439, 8.0, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[1, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5625, 1.5, 1.6]","[0, 0, 6.171428571428571, 1.6285714285714286, 1.0, 1.0606060606060606]","[0, 0, 4.846153846153846, 1.1538461538461537, 8.0, 0.7647058823529411]","[0, 1, 9.310344827586208, 1.5517241379310345, 1.0, 0.6904761904761905]"
41,2020-06-23,20200623HTLT0,"[0, 0, 7.779661016949153, 1.8813559322033897, 2.1666666666666665, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.6, 1.9333333333333333, 1.0833333333333333, 0.7894736842105263]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.204081632653061, 1.3469387755102042, 3.2857142857142856, 0.8166666666666667]","[0, 0, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[0, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 1, 2.511627906976744, 0.9767441860465116, 8.0, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.625, 1.3333333333333333, 1.4545454545454546]","[0, 1, 5.2682926829268295, 1.6097560975609757, 1.0, 1.1388888888888888]","[0, 1, 6.230769230769231, 1.3076923076923077, 8.0, 0.7222222222222222]","[0, 0, 9.310344827586208, 1.5517241379310345, 1.0, 0.6904761904761905]"
42,2020-06-26,20200626SSLT0,"[0, 0, 7.779661016949153, 1.8813559322033897, 2.1666666666666665, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.101796407185629, 1.0059880239520957, 3.6470588235294117, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.6, 1.9333333333333333, 1.0833333333333333, 0.7894736842105263]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 0.7826086956521738, 3.3333333333333335, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1176470588235294, 1.3529411764705883, 3.5714285714285716, 0.8095238095238095]","[0, 0, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[0, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 1, 2.4, 1.0, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.625, 1.3333333333333333, 1.4545454545454546]","[0, 0, 5.2682926829268295, 1.6097560975609757, 1.0, 1.1388888888888888]","[0, 0, 6.230769230769231, 1.3076923076923077, 8.0, 0.7222222222222222]","[0, 0, 9.310344827586208, 1.5517241379310345, 1.0, 0.6904761904761905]"
43,2020-06-27,20200627SSLT0,"[1, 0, 5.961038961038961, 1.6363636363636362, 2.5, 5.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.101796407185629, 1.0059880239520957, 3.6470588235294117, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.391304347826086, 1.9565217391304348, 1.1666666666666667, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.7826086956521738, 3.3333333333333335, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 1.3529411764705883, 3.5714285714285716, 0.8095238095238095]","[0, 0, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[0, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 1, 2.2978723404255317, 1.021276595744681, 4.0, 1.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.625, 1.3333333333333333, 1.4545454545454546]","[0, 1, 4.909090909090909, 1.5681818181818183, 1.0, 1.1282051282051282]","[0, 0, 6.230769230769231, 1.3076923076923077, 8.0, 0.7222222222222222]","[0, 1, 8.4375, 1.40625, 1.0, 0.711111111111111]"
44,2020-06-28,20200628SSLT0,"[0, 0, 5.961038961038961, 1.6363636363636362, 2.5, 5.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.101796407185629, 1.0059880239520957, 3.6470588235294117, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.391304347826086, 1.9565217391304348, 1.1666666666666667, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1020408163265305, 0.7959183673469389, 3.3333333333333335, 1.0208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.056603773584906, 1.471698113207547, 3.7142857142857144, 0.8030303030303031]","[0, 1, 1.2857142857142856, 0.6190476190476191, 6.0, 1.105263157894737]","[1, 0, 6.075, 1.65, 2.125, 5.0]","[0, 0, 2.2978723404255317, 1.021276595744681, 4.0, 1.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.625, 1.3333333333333333, 1.4545454545454546]","[0, 0, 4.909090909090909, 1.5681818181818183, 1.0, 1.1282051282051282]","[0, 0, 6.230769230769231, 1.3076923076923077, 8.0, 0.7222222222222222]","[0, 0, 8.4375, 1.40625, 1.0, 0.711111111111111]"
45,2020-06-30,20200630LTNC0,"[0, 0, 5.961038961038961, 1.6363636363636362, 2.5, 5.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.101796407185629, 1.0059880239520957, 3.6470588235294117, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.470588235294118, 1.7647058823529411, 1.1666666666666667, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 0.75, 3.6666666666666665, 1.0196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 1, 1.2272727272727273, 0.5909090909090909, 6.0, 1.1]","[0, 0, 6.075, 1.65, 2.125, 5.0]","[0, 1, 2.25, 1.0625, 4.0, 1.0666666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.235294117647059, 1.7058823529411764, 1.3333333333333333, 1.4166666666666667]","[1, 0, 4.595744680851063, 1.4680851063829787, 1.1, 1.119047619047619]","[0, 1, 5.785714285714286, 1.3571428571428572, 9.0, 0.7368421052631579]","[0, 1, 7.9411764705882355, 1.3235294117647058, 1.0833333333333333, 0.7083333333333334]"
46,2020-07-01,20200701LTNC0,"[0, 0, 5.961038961038961, 1.6363636363636362, 2.5, 5.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.101796407185629, 1.0059880239520957, 3.6470588235294117, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.7307692307692308, 1.1666666666666667, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.75, 3.6666666666666665, 1.0196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 0, 1.2272727272727273, 0.5909090909090909, 6.0, 1.1]","[0, 0, 6.075, 1.65, 2.125, 5.0]","[0, 0, 2.25, 1.0625, 4.0, 1.0666666666666667]","[0, 1, 0.0, 10, 0.0, 0.0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.5, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[1, 0, 15.0, 3.6666666666666665, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.235294117647059, 1.7058823529411764, 1.3333333333333333, 1.4166666666666667]","[0, 0, 4.595744680851063, 1.4680851063829787, 1.1, 1.119047619047619]","[0, 0, 5.785714285714286, 1.3571428571428572, 9.0, 0.7368421052631579]","[0, 0, 7.9411764705882355, 1.3235294117647058, 1.0833333333333333, 0.7083333333333334]"
47,2020-07-02,20200702LTNC0,"[0, 0, 5.961038961038961, 1.6363636363636362, 2.5, 5.133333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4285714285714284, 1.0317460317460319, 3.611111111111111, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.7307692307692308, 1.1666666666666667, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.75, 3.6666666666666665, 1.0196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 0, 1.2272727272727273, 0.5909090909090909, 6.0, 1.1]","[0, 0, 6.075, 1.65, 2.125, 5.0]","[0, 1, 2.0377358490566038, 1.0188679245283019, 4.0, 1.1041666666666667]","[0, 1, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 1.875, 1.25, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.0, 3.6666666666666665, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.235294117647059, 1.7058823529411764, 1.3333333333333333, 1.4166666666666667]","[0, 0, 4.595744680851063, 1.4680851063829787, 1.1, 1.119047619047619]","[0, 1, 5.651162790697675, 1.3255813953488371, 9.0, 0.7166666666666667]","[0, 1, 8.25, 1.5, 1.1666666666666667, 0.7058823529411765]"
48,2020-07-03,20200703SKLT0,"[1, 0, 6.163043478260869, 1.6630434782608694, 2.5555555555555554, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4285714285714284, 1.0317460317460319, 3.611111111111111, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.8545454545454545, 1.7454545454545456, 1.0769230769230769, 0.7971014492753623]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.75, 3.6666666666666665, 1.0196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 0, 1.2272727272727273, 0.5909090909090909, 6.0, 1.1]","[0, 0, 6.075, 1.65, 2.125, 5.0]","[0, 0, 2.0377358490566038, 1.0188679245283019, 4.0, 1.1041666666666667]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.529411764705882, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7099236641221376, 1.3740458015267176, 1.4666666666666666, 5.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.0, 3.6666666666666665, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.7884615384615385, 1.2, 1.3333333333333333]","[0, 1, 4.5, 1.3888888888888888, 1.0909090909090908, 1.2]","[0, 1, 5.522727272727273, 1.3636363636363638, 4.5, 0.6984126984126984]","[0, 0, 8.25, 1.5, 1.1666666666666667, 0.7058823529411765]"
49,2020-07-04,20200704SKLT0,"[0, 0, 6.163043478260869, 1.6630434782608694, 2.5555555555555554, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4285714285714284, 1.0317460317460319, 3.611111111111111, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.8545454545454545, 1.7454545454545456, 1.0769230769230769, 0.7971014492753623]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.75, 3.6666666666666665, 1.0196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 0, 1.2272727272727273, 0.5909090909090909, 6.0, 1.1]","[0, 0, 6.075, 1.65, 2.125, 5.0]","[0, 0, 2.0377358490566038, 1.0188679245283019, 4.0, 1.1041666666666667]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.883561643835616, 1.3356164383561644, 1.5333333333333334, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.0, 3.6666666666666665, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9272727272727272, 1.690909090909091, 1.4, 1.3095238095238095]","[0, 1, 4.189655172413794, 1.293103448275862, 1.3636363636363635, 1.2083333333333333]","[0, 1, 6.0, 1.4, 3.0, 0.6818181818181818]","[0, 0, 8.25, 1.5, 1.1666666666666667, 0.7058823529411765]"
