,date,game_key,유지성,브룩스,가뇽,정해영,임기준,변시원,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,김현준,남재현,서덕원,박진태,김승범,하준영,김현수,김기훈,홍원빈,양승철,양현종,홍상삼
41,2020-06-23,20200623HTLT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.1875, 5.25, 6.0]","[0, 0, 3.5702479338842976, 1.0661157024793388, 5.0, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.817391304347826, 1.1217391304347826, 6.8, 5.476190476190476]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.6666666666666667, 1.0]","[0, 0, 0.9642857142857142, 0.75, 17.0, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.090163934426229, 1.3032786885245902, 2.1538461538461537, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0588235294117647, 1.0588235294117647, 7.0, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 0.8571428571428571, 0.8571428571428571, 3.7142857142857144, 1.105263157894737]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8863636363636367, 1.1590909090909092, 2.769230769230769, 5.5]","[0, 0, 3.8571428571428568, 1.1428571428571428, 3.5, 1.0]"
42,2020-06-26,20200626HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1875, 5.25, 6.0]","[1, 0, 3.941605839416058, 1.1386861313868615, 3.769230769230769, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.817391304347826, 1.1217391304347826, 6.8, 5.476190476190476]","[0, 1, 3.6, 1.3333333333333333, 1.6666666666666667, 1.0714285714285714]","[0, 1, 1.3728813559322035, 0.8135593220338982, 18.0, 1.0350877192982457]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.090163934426229, 1.3032786885245902, 2.1538461538461537, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 0.8571428571428571, 0.8571428571428571, 3.7142857142857144, 1.105263157894737]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8863636363636367, 1.1590909090909092, 2.769230769230769, 5.5]","[0, 1, 3.5217391304347827, 1.434782608695652, 2.2857142857142856, 0.9583333333333334]"
43,2020-06-27,20200627HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1875, 5.25, 6.0]","[0, 0, 3.941605839416058, 1.1386861313868615, 3.769230769230769, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.817391304347826, 1.1217391304347826, 6.8, 5.476190476190476]","[0, 0, 3.6, 1.3333333333333333, 1.6666666666666667, 1.0714285714285714]","[0, 0, 1.3728813559322035, 0.8135593220338982, 18.0, 1.0350877192982457]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.090163934426229, 1.3032786885245902, 2.1538461538461537, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 1.2272727272727273, 0.9545454545454546, 4.0, 1.1]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5, 3.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.875, 1.2708333333333333, 2.923076923076923, 5.333333333333333]","[0, 0, 3.5217391304347827, 1.434782608695652, 2.2857142857142856, 0.9583333333333334]"
44,2020-06-28,20200628HTWO0,"[0, 0, 0, 0, 0, 0]","[1, 0, 2.618181818181818, 1.1090909090909091, 4.363636363636363, 6.111111111111111]","[0, 0, 3.941605839416058, 1.1386861313868615, 3.769230769230769, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.817391304347826, 1.1217391304347826, 6.8, 5.476190476190476]","[0, 0, 3.6, 1.3333333333333333, 1.6666666666666667, 1.0714285714285714]","[0, 0, 1.3728813559322035, 0.8135593220338982, 18.0, 1.0350877192982457]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.090163934426229, 1.3032786885245902, 2.1538461538461537, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 1.1739130434782608, 1.0, 3.2222222222222223, 1.0952380952380953]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 3.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.2708333333333333, 2.923076923076923, 5.333333333333333]","[0, 1, 3.2399999999999998, 1.44, 2.125, 0.925925925925926]"
45,2020-07-01,20200701HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.618181818181818, 1.1090909090909091, 4.363636363636363, 6.111111111111111]","[0, 0, 3.941605839416058, 1.1386861313868615, 3.769230769230769, 5.708333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.907692307692308, 1.1538461538461537, 5.571428571428571, 5.416666666666667]","[0, 1, 3.375, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 1.3728813559322035, 0.8135593220338982, 18.0, 1.0350877192982457]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.090163934426229, 1.3032786885245902, 2.1538461538461537, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 1.1739130434782608, 1.0, 3.2222222222222223, 1.0952380952380953]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.153846153846154, 4.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.2708333333333333, 2.923076923076923, 5.333333333333333]","[0, 1, 2.892857142857143, 1.3928571428571428, 2.111111111111111, 0.9333333333333333]"
46,2020-07-02,20200702HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.618181818181818, 1.1090909090909091, 4.363636363636363, 6.111111111111111]","[0, 0, 3.941605839416058, 1.1386861313868615, 3.769230769230769, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.1538461538461537, 5.571428571428571, 5.416666666666667]","[0, 0, 3.375, 1.3125, 2.0, 1.0666666666666667]","[0, 1, 1.3064516129032258, 0.8225806451612903, 19.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.124087591240876, 1.2919708029197081, 2.0, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 1.125, 0.9583333333333334, 3.4444444444444446, 1.0909090909090908]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.8461538461538463, 4.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.2708333333333333, 2.923076923076923, 5.333333333333333]","[0, 0, 2.892857142857143, 1.3928571428571428, 2.111111111111111, 0.9333333333333333]"
47,2020-07-03,20200703HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.618181818181818, 1.1090909090909091, 4.363636363636363, 6.111111111111111]","[1, 0, 3.88235294117647, 1.2156862745098038, 3.466666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.1538461538461537, 5.571428571428571, 5.416666666666667]","[0, 0, 3.375, 1.3125, 2.0, 1.0666666666666667]","[0, 1, 1.2461538461538462, 0.7846153846153846, 19.0, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.124087591240876, 1.2919708029197081, 2.0, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 1.1095890410958904, 0.9452054794520548, 3.5555555555555554, 1.0579710144927537]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 4.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.2708333333333333, 2.923076923076923, 5.333333333333333]","[0, 1, 2.7, 1.4, 2.1, 0.9090909090909091]"
48,2020-07-04,20200704HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.618181818181818, 1.1090909090909091, 4.363636363636363, 6.111111111111111]","[0, 0, 3.88235294117647, 1.2156862745098038, 3.466666666666667, 5.666666666666667]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.1538461538461537, 5.571428571428571, 5.416666666666667]","[0, 1, 3.0, 1.2777777777777777, 2.0, 1.125]","[0, 0, 1.2461538461538462, 0.7846153846153846, 19.0, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.124087591240876, 1.2919708029197081, 2.0, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.326923076923077, 5.25, 0.9629629629629629]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 1.1095890410958904, 0.9452054794520548, 3.5555555555555554, 1.0579710144927537]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 4.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.666666666666666, 1.2777777777777777, 2.5625, 5.4]","[0, 0, 2.7, 1.4, 2.1, 0.9090909090909091]"
49,2020-07-05,20200705HTNC0,"[0, 0, 0, 0, 0, 0]","[1, 0, 2.5081967213114758, 1.1311475409836065, 4.3076923076923075, 6.1]","[0, 0, 3.88235294117647, 1.2156862745098038, 3.466666666666667, 5.666666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.1538461538461537, 5.571428571428571, 5.416666666666667]","[0, 0, 3.0, 1.2777777777777777, 2.0, 1.125]","[0, 0, 1.2461538461538462, 0.7846153846153846, 19.0, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.124087591240876, 1.2919708029197081, 2.0, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 1.0657894736842104, 0.9473684210526316, 3.6666666666666665, 1.0555555555555556]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 4.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2777777777777777, 2.5625, 5.4]","[0, 0, 2.7, 1.4, 2.1, 0.9090909090909091]"
50,2020-07-07,20200707KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.5081967213114758, 1.1311475409836065, 4.3076923076923075, 6.1]","[0, 0, 3.88235294117647, 1.2156862745098038, 3.466666666666667, 5.666666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.958904109589041, 1.2123287671232876, 4.444444444444445, 5.407407407407407]","[0, 1, 3.0483870967741935, 1.2096774193548387, 2.0, 1.215686274509804]","[0, 0, 1.2461538461538462, 0.7846153846153846, 19.0, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.124087591240876, 1.2919708029197081, 2.0, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 1.0657894736842104, 0.9473684210526316, 3.6666666666666665, 1.0555555555555556]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 2.0625, 2.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2777777777777777, 2.5625, 5.4]","[0, 0, 2.7, 1.4, 2.1, 0.9090909090909091]"
51,2020-07-08,20200708KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.5081967213114758, 1.1311475409836065, 4.3076923076923075, 6.1]","[0, 0, 3.88235294117647, 1.2156862745098038, 3.466666666666667, 5.666666666666667]","[0, 1, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.2123287671232876, 4.444444444444445, 5.407407407407407]","[0, 0, 3.0483870967741935, 1.2096774193548387, 2.0, 1.215686274509804]","[0, 0, 1.2461538461538462, 0.7846153846153846, 19.0, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.703225806451613, 1.335483870967742, 1.8421052631578947, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 1.0657894736842104, 0.9473684210526316, 3.6666666666666665, 1.0555555555555556]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.95, 2.3333333333333335, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2777777777777777, 2.5625, 5.4]","[0, 1, 2.4545454545454546, 1.3636363636363635, 2.1, 0.9166666666666666]"
52,2020-07-09,20200709KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.5081967213114758, 1.1311475409836065, 4.3076923076923075, 6.1]","[1, 0, 3.7674418604651163, 1.2209302325581395, 3.3529411764705883, 5.733333333333333]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.2123287671232876, 4.444444444444445, 5.407407407407407]","[0, 1, 2.8208955223880596, 1.2537313432835822, 2.25, 1.2407407407407407]","[0, 1, 1.208955223880597, 0.8059701492537313, 19.0, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.703225806451613, 1.335483870967742, 1.8421052631578947, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 2.103896103896104, 1.051948051948052, 3.0, 1.0266666666666666]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.95, 2.3333333333333335, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2777777777777777, 2.5625, 5.4]","[0, 1, 2.3823529411764706, 1.4117647058823528, 2.0, 0.8717948717948718]"
53,2020-07-10,20200710WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.5081967213114758, 1.1311475409836065, 4.3076923076923075, 6.1]","[0, 0, 3.7674418604651163, 1.2209302325581395, 3.3529411764705883, 5.733333333333333]","[0, 1, 2.4545454545454546, 0.8181818181818182, 5.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.2123287671232876, 4.444444444444445, 5.407407407407407]","[0, 1, 2.7, 1.2428571428571429, 2.25, 1.2280701754385965]","[0, 1, 1.1408450704225352, 0.7605633802816901, 20.0, 1.028985507246377]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.703225806451613, 1.335483870967742, 1.8421052631578947, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 1, 2.025, 1.0875, 3.1818181818181817, 1.0256410256410258]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.95, 2.3333333333333335, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.554285714285714, 1.3714285714285714, 2.625, 5.303030303030304]","[0, 0, 2.3823529411764706, 1.4117647058823528, 2.0, 0.8717948717948718]"
54,2020-07-11,20200711WOHT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 2.359223300970874, 1.0776699029126213, 4.428571428571429, 6.242424242424243]","[0, 0, 3.7674418604651163, 1.2209302325581395, 3.3529411764705883, 5.733333333333333]","[0, 0, 2.4545454545454546, 0.8181818181818182, 5.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.2123287671232876, 4.444444444444445, 5.407407407407407]","[0, 0, 2.7, 1.2428571428571429, 2.25, 1.2280701754385965]","[0, 0, 1.1408450704225352, 0.7605633802816901, 20.0, 1.028985507246377]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.703225806451613, 1.335483870967742, 1.8421052631578947, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 2.025, 1.0875, 3.1818181818181817, 1.0256410256410258]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.7727272727272727, 2.6666666666666665, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.554285714285714, 1.3714285714285714, 2.625, 5.303030303030304]","[0, 1, 2.131578947368421, 1.5789473684210527, 1.6, 0.9047619047619048]"
55,2020-07-13,20200713WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.359223300970874, 1.0776699029126213, 4.428571428571429, 6.242424242424243]","[0, 0, 3.7674418604651163, 1.2209302325581395, 3.3529411764705883, 5.733333333333333]","[0, 1, 1.588235294117647, 0.7058823529411764, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.417721518987342, 1.3101265822784811, 3.0714285714285716, 5.266666666666667]","[0, 0, 2.7, 1.2428571428571429, 2.25, 1.2280701754385965]","[0, 0, 1.1408450704225352, 0.7605633802816901, 20.0, 1.028985507246377]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.703225806451613, 1.335483870967742, 1.8421052631578947, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.9272727272727272, 1.4181818181818182, 5.5, 0.9649122807017543]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 2.7, 1.5, 2.0, 0.4761904761904762]","[0, 0, 2.025, 1.0875, 3.1818181818181817, 1.0256410256410258]","[0, 0, 16.875, 2.875, 0.7, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 15.428571428571427, 3.142857142857143, 0.625, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5599999999999998, 3.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.554285714285714, 1.3714285714285714, 2.625, 5.303030303030304]","[0, 0, 2.131578947368421, 1.5789473684210527, 1.6, 0.9047619047619048]"
