,date,game_key,이민호,김윤식,김지용,김대유,문광은,임찬규,이우찬,최성훈,류원석,배재준,이상규,김대현,오석주,고우석,윌슨,켈리,한선태,이정용,정우영,이상영,송은범,차우찬,진해수,정찬헌,백청훈,최동환,정용운,여건욱
42,2020-06-25,20200625WOLG1,"[0, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 7.2, 1.6, 1.0, 0.625]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2, 1.6, 1.2222222222222223, 0.9375]","[0, 0, 5.837837837837839, 1.7027027027027026, 1.1, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[0, 0, 5.2105263157894735, 1.4473684210526316, 2.5454545454545454, 5.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8095238095238095, 2.3333333333333335, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.9565217391304348, 0.6666666666666666, 1.0952380952380953]","[0, 0, 4.05, 1.425, 2.1176470588235294, 5.714285714285714]","[0, 0, 2.25, 1.1666666666666667, 3.5, 0.631578947368421]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.5957446808510638, 2.5, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.959183673469388, 1.2244897959183674, 2.25, 1.1666666666666665]"
43,2020-06-25,20200625WOLG2,"[0, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 7.2, 1.6, 1.0, 0.625]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6, 1.2222222222222223, 0.9375]","[0, 1, 5.2682926829268295, 1.6829268292682928, 1.0, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[0, 0, 5.2105263157894735, 1.4473684210526316, 2.5454545454545454, 5.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.014925373134328, 0.8507462686567164, 2.3333333333333335, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.510204081632653, 1.836734693877551, 0.8333333333333334, 1.0888888888888888]","[1, 0, 5.707317073170732, 1.6097560975609757, 1.85, 5.125]","[0, 1, 2.076923076923077, 1.3076923076923077, 3.0, 0.65]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.339285714285714, 1.6607142857142856, 2.8, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.2244897959183674, 2.25, 1.1666666666666665]"
44,2020-06-26,20200626LGSK0,"[0, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 5.142857142857142, 1.1428571428571428, 1.6666666666666667, 0.7777777777777778]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6, 1.2222222222222223, 0.9375]","[0, 0, 5.2682926829268295, 1.6829268292682928, 1.0, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[1, 0, 5.0, 1.3777777777777778, 2.9166666666666665, 5.625]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.014925373134328, 0.8507462686567164, 2.3333333333333335, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.836734693877551, 0.8333333333333334, 1.0888888888888888]","[0, 0, 5.707317073170732, 1.6097560975609757, 1.85, 5.125]","[0, 0, 2.076923076923077, 1.3076923076923077, 3.0, 0.65]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.6607142857142856, 2.8, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.2244897959183674, 2.25, 1.1666666666666665]"
45,2020-06-27,20200627LGSK0,"[0, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 5.142857142857142, 1.1428571428571428, 1.6666666666666667, 0.7777777777777778]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6, 1.2222222222222223, 0.9375]","[0, 0, 5.2682926829268295, 1.6829268292682928, 1.0, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[0, 0, 5.0, 1.3777777777777778, 2.9166666666666665, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.014925373134328, 0.8507462686567164, 2.3333333333333335, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.836734693877551, 0.8333333333333334, 1.0888888888888888]","[0, 0, 5.707317073170732, 1.6097560975609757, 1.85, 5.125]","[0, 0, 2.076923076923077, 1.3076923076923077, 3.0, 0.65]","[1, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.6607142857142856, 2.8, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.2244897959183674, 2.25, 1.1666666666666665]"
46,2020-06-28,20200628LGSK0,"[0, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[1, 0, 4.68595041322314, 1.3884297520661155, 3.8181818181818183, 5.761904761904762]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 5.142857142857142, 1.1428571428571428, 1.6666666666666667, 0.7777777777777778]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6, 1.2222222222222223, 0.9375]","[0, 1, 4.8, 1.6, 1.0833333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[0, 0, 5.0, 1.3777777777777778, 2.9166666666666665, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.573529411764706, 1.0147058823529411, 1.5555555555555556, 1.192982456140351]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.836734693877551, 0.8333333333333334, 1.0888888888888888]","[0, 0, 5.707317073170732, 1.6097560975609757, 1.85, 5.125]","[0, 1, 1.975609756097561, 1.3170731707317074, 3.2, 0.6507936507936508]","[0, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.6607142857142856, 2.8, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.2244897959183674, 2.25, 1.1666666666666665]"
47,2020-06-30,20200630KTLG0,"[1, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 4.68595041322314, 1.3884297520661155, 3.8181818181818183, 5.761904761904762]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 4.5, 1.125, 2.3333333333333335, 0.8]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6, 1.2222222222222223, 0.9375]","[0, 1, 4.695652173913043, 1.5652173913043477, 1.0833333333333333, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[0, 0, 5.0, 1.3777777777777778, 2.9166666666666665, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4225352112676055, 1.0140845070422535, 1.6666666666666667, 1.1833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.836734693877551, 0.8333333333333334, 1.0888888888888888]","[0, 0, 5.707317073170732, 1.6097560975609757, 1.85, 5.125]","[0, 1, 1.8837209302325582, 1.3255813953488371, 3.2, 0.6515151515151515]","[0, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.189655172413794, 1.6034482758620692, 2.8, 1.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.584905660377358, 1.1886792452830188, 2.25, 1.1777777777777778]"
48,2020-07-01,20200701KTLG0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 4.68595041322314, 1.3884297520661155, 3.8181818181818183, 5.761904761904762]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 4.5, 1.125, 2.3333333333333335, 0.8]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.7872340425531916, 0.9166666666666666, 0.9215686274509803]","[0, 0, 4.695652173913043, 1.5652173913043477, 1.0833333333333333, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[0, 0, 5.0, 1.3777777777777778, 2.9166666666666665, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4225352112676055, 1.0140845070422535, 1.6666666666666667, 1.1833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.0816326530612246, 0.8333333333333334, 1.0208333333333333]","[1, 0, 4.978723404255319, 1.4680851063829787, 2.0, 5.222222222222222]","[0, 0, 1.8837209302325582, 1.3255813953488371, 3.2, 0.6515151515151515]","[0, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.189655172413794, 1.6034482758620692, 2.8, 1.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
49,2020-07-02,20200702KTLG0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 4.68595041322314, 1.3884297520661155, 3.8181818181818183, 5.761904761904762]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 4.32, 1.2, 1.75, 0.7575757575757577]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.7872340425531916, 0.9166666666666666, 0.9215686274509803]","[0, 1, 5.0625, 1.625, 1.0769230769230769, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.183098591549295, 1.2464788732394365, 2.3333333333333335, 5.916666666666667]","[1, 0, 5.117647058823529, 1.3725490196078431, 2.466666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.0, 1.6666666666666667, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.269230769230769, 2.019230769230769, 1.0, 1.0196078431372548]","[0, 0, 4.978723404255319, 1.4680851063829787, 2.0, 5.222222222222222]","[0, 1, 2.4, 1.4666666666666666, 2.8333333333333335, 0.6521739130434783]","[0, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.189655172413794, 1.6034482758620692, 2.8, 1.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
50,2020-07-03,20200703LGSS0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 4.68595041322314, 1.3884297520661155, 3.8181818181818183, 5.761904761904762]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 4.153846153846154, 1.2692307692307694, 2.0, 0.7222222222222222]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.7872340425531916, 0.9166666666666666, 0.9215686274509803]","[0, 0, 5.0625, 1.625, 1.0769230769230769, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 4.471337579617834, 1.3184713375796178, 2.0555555555555554, 5.814814814814815]","[0, 0, 5.117647058823529, 1.3725490196078431, 2.466666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.0, 1.6666666666666667, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 2.019230769230769, 1.0, 1.0196078431372548]","[0, 0, 4.978723404255319, 1.4680851063829787, 2.0, 5.222222222222222]","[0, 0, 2.4, 1.4666666666666666, 2.8333333333333335, 0.6521739130434783]","[0, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.796875, 1.453125, 3.0, 1.641025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
51,2020-07-04,20200704LGSS0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[1, 0, 3.992957746478873, 1.2676056338028168, 4.166666666666667, 5.916666666666667]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 5.0, 1.3333333333333333, 2.25, 0.6923076923076923]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.584905660377358, 1.811320754716981, 0.9166666666666666, 0.9814814814814815]","[0, 1, 4.764705882352941, 1.588235294117647, 1.1538461538461537, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.471337579617834, 1.3184713375796178, 2.0555555555555554, 5.814814814814815]","[0, 0, 5.117647058823529, 1.3725490196078431, 2.466666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.0, 1.8888888888888888, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5, 2.111111111111111, 1.0, 1.0]","[0, 0, 4.978723404255319, 1.4680851063829787, 2.0, 5.222222222222222]","[0, 1, 2.8125, 1.5, 3.0, 0.6666666666666666]","[0, 0, 3.337078651685393, 1.1797752808988764, 4.142857142857143, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.453125, 3.0, 1.641025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
52,2020-07-05,20200705LGSS0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 3.992957746478873, 1.2676056338028168, 4.166666666666667, 5.916666666666667]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 5.0, 1.3333333333333333, 2.25, 0.6923076923076923]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.584905660377358, 1.811320754716981, 0.9166666666666666, 0.9814814814814815]","[0, 1, 4.7368421052631575, 1.4736842105263157, 1.3846153846153846, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.471337579617834, 1.3184713375796178, 2.0555555555555554, 5.814814814814815]","[0, 0, 5.117647058823529, 1.3725490196078431, 2.466666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.927710843373494, 0.9759036144578312, 2.0, 1.2028985507246377]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.111111111111111, 1.0, 1.0]","[0, 0, 4.978723404255319, 1.4680851063829787, 2.0, 5.222222222222222]","[0, 1, 3.8571428571428568, 1.5918367346938778, 2.5714285714285716, 0.6533333333333333]","[1, 0, 2.560344827586207, 1.0344827586206897, 3.888888888888889, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.453125, 3.0, 1.641025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
53,2020-07-07,20200707LGOB0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 1, 7.425000000000001, 1.7249999999999999, 2.6666666666666665, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 3.992957746478873, 1.2676056338028168, 4.166666666666667, 5.916666666666667]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 4.821428571428571, 1.2857142857142856, 2.5, 0.6666666666666667]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.8888888888888888, 0.9230769230769231, 0.9473684210526315]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.3846153846153846, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.471337579617834, 1.3184713375796178, 2.0555555555555554, 5.814814814814815]","[0, 0, 5.117647058823529, 1.3725490196078431, 2.466666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 0.9759036144578312, 2.0, 1.2028985507246377]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.111111111111111, 1.0, 1.0]","[1, 0, 5.538461538461538, 1.5192307692307692, 2.130434782608696, 5.2]","[0, 0, 3.8571428571428568, 1.5918367346938778, 2.5714285714285716, 0.6533333333333333]","[0, 0, 2.560344827586207, 1.0344827586206897, 3.888888888888889, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.4090909090909092, 3.0, 1.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
54,2020-07-08,20200708LGOB0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.425000000000001, 1.7249999999999999, 2.6666666666666665, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 3.992957746478873, 1.2676056338028168, 4.166666666666667, 5.916666666666667]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 4.821428571428571, 1.2857142857142856, 2.5, 0.6666666666666667]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.8888888888888888, 0.9230769230769231, 0.9473684210526315]","[0, 1, 4.949999999999999, 1.5, 1.3846153846153846, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.471337579617834, 1.3184713375796178, 2.0555555555555554, 5.814814814814815]","[1, 0, 4.894736842105263, 1.3859649122807018, 2.5625, 5.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8255813953488373, 0.9767441860465116, 2.0, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.111111111111111, 1.0, 1.0]","[0, 0, 5.538461538461538, 1.5192307692307692, 2.130434782608696, 5.2]","[0, 1, 3.6346153846153846, 1.5576923076923077, 2.5714285714285716, 0.6666666666666666]","[0, 0, 2.560344827586207, 1.0344827586206897, 3.888888888888889, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.4090909090909092, 3.0, 1.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.1785714285714286, 2.5, 1.1666666666666667]"
55,2020-07-09,20200709LGOB0,"[0, 0, 1.588235294117647, 1.023529411764706, 2.1, 4.722222222222222]","[0, 0, 7.425000000000001, 1.7249999999999999, 2.6666666666666665, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 3.992957746478873, 1.2676056338028168, 4.166666666666667, 5.916666666666667]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 4.090909090909091, 1.0909090909090908, 2.5, 0.7333333333333333]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.8888888888888888, 0.9230769230769231, 0.9473684210526315]","[0, 0, 4.949999999999999, 1.5, 1.3846153846153846, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 4.474285714285714, 1.3714285714285714, 2.263157894736842, 5.833333333333334]","[0, 0, 4.894736842105263, 1.3859649122807018, 2.5625, 5.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8255813953488373, 0.9767441860465116, 2.0, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.111111111111111, 1.0, 1.0]","[0, 0, 5.538461538461538, 1.5192307692307692, 2.130434782608696, 5.2]","[0, 0, 3.6346153846153846, 1.5576923076923077, 2.5714285714285716, 0.6666666666666666]","[0, 0, 2.560344827586207, 1.0344827586206897, 3.888888888888889, 6.444444444444444]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.4090909090909092, 3.0, 1.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.491525423728814, 1.3728813559322033, 2.5, 1.1568627450980393]"
