game_key,home_p,home_1,home_2,home_3,home_4,home_5,home_6,home_7,home_8,home_9,away_p,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8,away_9,hit_r,r,l
20190324HHOB0,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 1.25, 0.0, 0.5, 0.5]","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.5, 0.5, 0.75, 1.0, 0.0, 0.75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.6, 0.6, 0.6, 0.0, 0.4, 0.0]","[0, 0, 0, 0, 0, 0]","[0.25, 0.4, 0.5, 0.0, 0.25, 0.25]","[0.75, 0.8, 0.75, 0.0, 0.0, 0.0]","[0.5, 0.6, 0.5, 0.5, 0.0, 0.25]","[0.5, 0.6, 0.5, 0.0, 0.5, 0.5]","[0.5, 0.5, 0.5, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]",0.10714285714285714,1,11
20190324HHOB0,"[0, 0, 0, 0]","[0.6, 0.6, 0.6, 0.0, 0.4, 0.0]","[0, 0, 0, 0, 0, 0]","[0.25, 0.4, 0.5, 0.0, 0.25, 0.25]","[0.75, 0.8, 0.75, 0.0, 0.0, 0.0]","[0.5, 0.6, 0.5, 0.5, 0.0, 0.25]","[0.5, 0.6, 0.5, 0.0, 0.5, 0.5]","[0.5, 0.5, 0.5, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 1.25, 0.0, 0.5, 0.5]","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.5, 0.5, 0.75, 1.0, 0.0, 0.75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.24324324324324326,11,1
20190324KTSK0,"[0, 0, 0, 0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0]","[0.3333333333333333, 0.5, 1.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 1.5, 0.0, 0.5, 0.5]","[0.3333333333333333, 0.5, 0.3333333333333333, 1.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.4, 0.25, 1.0, 0.25, 0.25]","[0, 0, 0, 0]","[0.2, 0.2, 0.2, 0.0, 0.2, 0.0]","[0.25, 0.4, 0.25, 0.0, 0.25, 0.0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.5, 0.0, 0.5]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 1.25, 0.0, 0.25, 0.5]","[0, 0, 0, 0, 0, 0]",0.2727272727272727,6,3
20190324KTSK0,"[0, 0, 0, 0]","[0.2, 0.2, 0.2, 0.0, 0.2, 0.0]","[0.25, 0.4, 0.25, 0.0, 0.25, 0.0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.5, 0.0, 0.5]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 1.25, 0.0, 0.25, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0]","[0.3333333333333333, 0.5, 1.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 1.5, 0.0, 0.5, 0.5]","[0.3333333333333333, 0.5, 0.3333333333333333, 1.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.4, 0.25, 1.0, 0.25, 0.25]",0.21212121212121213,3,6
20190324LGHT0,"[0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.5, 0.5, 0.75, 0.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 0.75, 0.0, 0.25, 0.0]","[0.6666666666666666, 0.75, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.0, 0.3333333333333333]","[0.0, 0.6666666666666666, 0.0, 0.0, 1.0, 0.0]",0.25,3,9
20190324LGHT0,"[0, 0, 0, 0]","[0.5, 0.5, 0.75, 0.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 0.75, 0.0, 0.25, 0.0]","[0.6666666666666666, 0.75, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.0, 0.3333333333333333]","[0.0, 0.6666666666666666, 0.0, 0.0, 1.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]",0.3,9,3
20190324SSNC0,"[0, 0, 0, 0]","[0.75, 0.75, 0.75, 0.0, 0.5, 0.0]","[0.5, 0.75, 2.0, 0.0, 1.5, 1.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.75, 1.6666666666666667, 1.0, 0.3333333333333333, 1.0]","[0.3333333333333333, 0.5, 1.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.6666666666666666, 0.5, 0.0, 0.0, 0.0]",0.21621621621621623,3,4
20190324SSNC0,"[0, 0, 0, 0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.6666666666666666, 0.5, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.75, 0.75, 0.75, 0.0, 0.5, 0.0]","[0.5, 0.75, 2.0, 0.0, 1.5, 1.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.75, 1.6666666666666667, 1.0, 0.3333333333333333, 1.0]","[0.3333333333333333, 0.5, 1.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16666666666666666,4,3
20190324WOLT0,"[0, 0, 0, 0]","[0.4, 0.4, 0.6, 0.0, 0.2, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0.25, 0.25, 0.25, 0.5, 0.25, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.0, 1.0]","[0.25, 0.25, 0.25, 0.5, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0]","[0, 0, 0, 0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333]","[0.4, 0.4, 1.0, 0.0, 0.4, 0.2]","[0.6, 0.6, 1.2, 0.6666666666666666, 0.4, 0.8]","[1.0, 1.0, 1.0, 0.0, 0.5, 0.0]","[0.5, 0.5, 0.5, 1.0, 0.25, 0.0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.3333333333333333, 0.0, 0.2]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2903225806451613,6,2
20190324WOLT0,"[0, 0, 0, 0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333]","[0.4, 0.4, 1.0, 0.0, 0.4, 0.2]","[0.6, 0.6, 1.2, 0.6666666666666666, 0.4, 0.8]","[1.0, 1.0, 1.0, 0.0, 0.5, 0.0]","[0.5, 0.5, 0.5, 1.0, 0.25, 0.0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.3333333333333333, 0.0, 0.2]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.4, 0.4, 0.6, 0.0, 0.2, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.25]","[0.25, 0.25, 0.25, 0.5, 0.25, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.0, 1.0]","[0.25, 0.25, 0.25, 0.5, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0]",0.18181818181818182,2,6
20190326HHHT0,"[0, 0, 0, 0]","[0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0]","[0.25, 0.25, 0.375, 0.0, 0.125, 0.0]","[0.42857142857142855, 0.5, 0.42857142857142855, 0.5, 0.0, 0.14285714285714285]","[0.125, 0.125, 0.125, 0.0, 0.125, 0.125]","[0.125, 0.125, 0.25, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.3333333333333333, 0.2, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.375, 0.4, 0.375, 0.0, 0.375, 0.125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2222222222222222, 0.3, 0.3333333333333333, 0.0, 0.1111111111111111, 0.1111111111111111]","[0.5, 0.6, 0.625, 0.0, 0.25, 0.0]","[0.42857142857142855, 0.5, 0.42857142857142855, 0.6666666666666666, 0.0, 0.42857142857142855]","[0.4, 0.6, 0.4, 0.0, 0.6, 0.2]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.3333333333333333, 0.0, 0.2857142857142857]","[0.125, 0.125, 0.25, 0.2, 0.25, 0.25]","[0.42857142857142855, 0.5, 0.42857142857142855, 1.0, 0.2857142857142857, 0.2857142857142857]",0.21621621621621623,7,13
20190326HHHT0,"[0, 0, 0, 0]","[0.375, 0.4, 0.375, 0.0, 0.375, 0.125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2222222222222222, 0.3, 0.3333333333333333, 0.0, 0.1111111111111111, 0.1111111111111111]","[0.5, 0.6, 0.625, 0.0, 0.25, 0.0]","[0.42857142857142855, 0.5, 0.42857142857142855, 0.6666666666666666, 0.0, 0.42857142857142855]","[0.4, 0.6, 0.4, 0.0, 0.6, 0.2]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.3333333333333333, 0.0, 0.2857142857142857]","[0.125, 0.125, 0.25, 0.2, 0.25, 0.25]","[0.42857142857142855, 0.5, 0.42857142857142855, 1.0, 0.2857142857142857, 0.2857142857142857]","[0, 0, 0, 0]","[0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0]","[0.25, 0.25, 0.375, 0.0, 0.125, 0.0]","[0.42857142857142855, 0.5, 0.42857142857142855, 0.5, 0.0, 0.14285714285714285]","[0.125, 0.125, 0.125, 0.0, 0.125, 0.125]","[0.125, 0.125, 0.25, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.3333333333333333, 0.2, 0.0, 0.0, 0.0]",0.42105263157894735,13,7
20190326KTNC0,"[0, 0, 0, 0]","[0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.0, 0.2222222222222222, 0.0]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]","[0.42857142857142855, 0.5, 0.42857142857142855, 0.3333333333333333, 0.0, 0.2857142857142857]","[0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0.14285714285714285, 0.25, 0.5714285714285714, 0.0, 0.14285714285714285, 0.2857142857142857]","[0.375, 0.375, 0.75, 0.0, 0.125, 0.125]","[0.2, 0.42857142857142855, 0.8, 0.0, 0.8, 0.4]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0]","[0, 0, 0, 0]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0.25, 0.25, 0.25, 0.5, 0.0, 0.25]","[0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.0, 0.0, 0.0]","[0.0, 0.375, 0.0, 0.0, 0.2, 0.0]","[0.14285714285714285, 0.3333333333333333, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.0, 0.14285714285714285]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[0.25, 0.25, 0.625, 0.0, 0.125, 0.25]","[0.2857142857142857, 0.375, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0]",0.27906976744186046,9,8
20190326KTNC0,"[0, 0, 0, 0]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0.25, 0.25, 0.25, 0.5, 0.0, 0.25]","[0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.0, 0.0, 0.0]","[0.0, 0.375, 0.0, 0.0, 0.2, 0.0]","[0.14285714285714285, 0.3333333333333333, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.0, 0.14285714285714285]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[0.25, 0.25, 0.625, 0.0, 0.125, 0.25]","[0.2857142857142857, 0.375, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0]","[0, 0, 0, 0]","[0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.0, 0.2222222222222222, 0.0]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]","[0.42857142857142855, 0.5, 0.42857142857142855, 0.3333333333333333, 0.0, 0.2857142857142857]","[0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0.14285714285714285, 0.25, 0.5714285714285714, 0.0, 0.14285714285714285, 0.2857142857142857]","[0.375, 0.375, 0.75, 0.0, 0.125, 0.125]","[0.2, 0.42857142857142855, 0.8, 0.0, 0.8, 0.4]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0]",0.28888888888888886,8,9
