,date,game_key,이상호,이원재,윤수강,박민우,박헌욱,강진성,노진혁,김성욱,나성범,유영준,김준완,권희동,김태진,최승민,김찬형,신진호,이인혁,오영수,김철호,김형준,스몰린스키,베탄코트,박수현,손시헌,지석훈,박석민,양의지,정범모,이명기,김태군,모창민,김진형
10,2019-04-04,20190404WONC0,"[1, 1, 0.34782608695652173, 0.34782608695652173, 0.391304347826087, 0.14285714285714285, 0.10869565217391304, 0.043478260869565216]","[1, 7, 0.38461538461538464, 0.4482758620689655, 0.6153846153846154, 0.2222222222222222, 0.15384615384615385, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.3333333333333333, 0.0]","[1, 8, 0.23076923076923078, 0.3548387096774194, 0.5, 0.3333333333333333, 0.3076923076923077, 0.15384615384615385]","[1, 9, 0.13793103448275862, 0.2647058823529412, 0.2413793103448276, 0.3333333333333333, 0.10344827586206896, 0.034482758620689655]","[1, 2, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.325, 0.3488372093023256, 0.475, 0.35714285714285715, 0.125, 0.225]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, 3, 0.13793103448275862, 0.2647058823529412, 0.1724137931034483, 0.1111111111111111, 0.034482758620689655, 0.13793103448275862]","[1, 3, 0.3684210526315789, 0.5, 0.8421052631578947, 0.2, 0.3157894736842105, 0.3157894736842105]","[1, 4, 0.3548387096774194, 0.4594594594594595, 0.8387096774193549, 0.2, 0.25806451612903225, 0.25806451612903225]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.4594594594594595, 0.48717948717948717, 0.7567567567567568, 0.5555555555555556, 0.24324324324324326, 0.1891891891891892]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
11,2019-04-05,20190405NCOB0,"[1, 1, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.14285714285714285, 0.13725490196078433, 0.0392156862745098]","[0, 6, 0.3333333333333333, 0.3939393939393939, 0.5333333333333333, 0.2, 0.13333333333333333, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.3333333333333333, 0.0]","[1, 8, 0.20689655172413793, 0.34285714285714286, 0.4482758620689655, 0.2857142857142857, 0.27586206896551724, 0.13793103448275862]","[1, 9, 0.12121212121212122, 0.23684210526315788, 0.21212121212121213, 0.25, 0.09090909090909091, 0.030303030303030304]","[1, 3, 0.5, 0.6, 1.5, 1.0, 0.5, 0.5]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3023255813953488, 0.3404255319148936, 0.4418604651162791, 0.3333333333333333, 0.11627906976744186, 0.20930232558139536]","[0, -1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.0, 0.0]","[1, 7, 0.16129032258064516, 0.2777777777777778, 0.2903225806451613, 0.2, 0.06451612903225806, 0.1935483870967742]","[1, 4, 0.3333333333333333, 0.48148148148148145, 0.7619047619047619, 0.2, 0.2857142857142857, 0.2857142857142857]","[1, 5, 0.35294117647058826, 0.45, 0.7941176470588235, 0.16666666666666666, 0.23529411764705882, 0.23529411764705882]","[0, 5, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.425, 0.4418604651162791, 0.7, 0.5555555555555556, 0.225, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
12,2019-04-06,20190406NCOB0,"[0, 4, 0.3392857142857143, 0.3392857142857143, 0.39285714285714285, 0.14285714285714285, 0.125, 0.03571428571428571]","[1, 7, 0.3225806451612903, 0.38235294117647056, 0.5161290322580645, 0.2, 0.12903225806451613, 0.12903225806451613]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.3333333333333333, 0.0]","[1, 1, 0.21212121212121213, 0.3333333333333333, 0.5151515151515151, 0.2222222222222222, 0.2727272727272727, 0.18181818181818182]","[1, 9, 0.13513513513513514, 0.23809523809523808, 0.2972972972972973, 0.3333333333333333, 0.10810810810810811, 0.08108108108108109]","[1, 3, 0.5, 0.5555555555555556, 1.375, 1.0, 0.375, 0.375]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2978723404255319, 0.3333333333333333, 0.48936170212765956, 0.3333333333333333, 0.1276595744680851, 0.2127659574468085]","[1, 2, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.25, 0.0, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, 2, 0.17647058823529413, 0.3, 0.29411764705882354, 0.18181818181818182, 0.08823529411764706, 0.17647058823529413]","[1, 4, 0.28, 0.41935483870967744, 0.64, 0.2, 0.24, 0.24]","[0, 8, 0.35135135135135137, 0.45454545454545453, 0.7837837837837838, 0.16666666666666666, 0.24324324324324326, 0.21621621621621623]","[1, 8, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.4418604651162791, 0.45652173913043476, 0.6976744186046512, 0.6, 0.23255813953488372, 0.20930232558139536]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
13,2019-04-07,20190407NCOB0,"[1, 1, 0.3392857142857143, 0.3392857142857143, 0.39285714285714285, 0.14285714285714285, 0.14285714285714285, 0.03571428571428571]","[0, 9, 0.29411764705882354, 0.3684210526315789, 0.47058823529411764, 0.18181818181818182, 0.14705882352941177, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[1, 7, 0.3, 0.36363636363636365, 0.3, 0.25, 0.3, 0.0]","[0, -1, 0.21212121212121213, 0.3333333333333333, 0.5151515151515151, 0.2222222222222222, 0.2727272727272727, 0.18181818181818182]","[1, 9, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 3, 0.3333333333333333, 0.42857142857142855, 0.9166666666666666, 0.5, 0.25, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.29411764705882354, 0.32727272727272727, 0.49019607843137253, 0.29411764705882354, 0.13725490196078433, 0.21568627450980393]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.25, 0.0, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.0, 0.0]","[1, 2, 0.16666666666666666, 0.2857142857142857, 0.2777777777777778, 0.18181818181818182, 0.08333333333333333, 0.16666666666666666]","[0, -1, 0.28, 0.41935483870967744, 0.64, 0.2, 0.24, 0.24]","[1, 4, 0.35135135135135137, 0.4444444444444444, 0.7837837837837838, 0.16666666666666666, 0.24324324324324326, 0.24324324324324326]","[0, -1, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.43478260869565216, 0.46, 0.6739130434782609, 0.5454545454545454, 0.2391304347826087, 0.1956521739130435]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
14,2019-04-10,20190410NCHT0,"[1, 1, 0.31666666666666665, 0.31666666666666665, 0.36666666666666664, 0.125, 0.13333333333333333, 0.03333333333333333]","[1, 8, 0.2857142857142857, 0.375, 0.45714285714285713, 0.18181818181818182, 0.17142857142857143, 0.11428571428571428]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, 6, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.25, 0.21428571428571427, 0.0]","[1, 2, 0.2631578947368421, 0.36363636363636365, 0.5789473684210527, 0.2727272727272727, 0.2631578947368421, 0.21052631578947367]","[0, -1, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 3, 0.4375, 0.5263157894736842, 0.9375, 0.3333333333333333, 0.25, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.32727272727272727, 0.3559322033898305, 0.509090909090909, 0.3157894736842105, 0.12727272727272726, 0.21818181818181817]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.25, 0.0, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.0, 0.0, 0.0]","[1, 9, 0.21951219512195122, 0.3191489361702128, 0.34146341463414637, 0.16666666666666666, 0.12195121951219512, 0.14634146341463414]","[1, 5, 0.3103448275862069, 0.42857142857142855, 0.6551724137931034, 0.16666666666666666, 0.20689655172413793, 0.20689655172413793]","[1, 4, 0.36585365853658536, 0.46, 0.7804878048780488, 0.3333333333333333, 0.24390243902439024, 0.2682926829268293]","[0, -1, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.4, 0.41818181818181815, 0.62, 0.46153846153846156, 0.22, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
15,2019-04-11,20190411NCHT0,"[1, 1, 0.3230769230769231, 0.3230769230769231, 0.36923076923076925, 0.125, 0.12307692307692308, 0.03076923076923077]","[0, 7, 0.2564102564102564, 0.3409090909090909, 0.41025641025641024, 0.16666666666666666, 0.15384615384615385, 0.10256410256410256]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.25, 0.21428571428571427, 0.0]","[1, 9, 0.23255813953488372, 0.32653061224489793, 0.5116279069767442, 0.2727272727272727, 0.23255813953488372, 0.18604651162790697]","[0, -1, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 3, 0.47368421052631576, 0.5652173913043478, 0.9473684210526315, 0.3333333333333333, 0.21052631578947367, 0.21052631578947367]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.3220338983050847, 0.3492063492063492, 0.4915254237288136, 0.2857142857142857, 0.11864406779661017, 0.22033898305084745]","[0, -1, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.25, 0.0, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.15384615384615385, 0.21428571428571427, 0.15384615384615385, 0.0, 0.0, 0.0]","[1, 2, 0.2, 0.29411764705882354, 0.3111111111111111, 0.16666666666666666, 0.1111111111111111, 0.13333333333333333]","[1, 5, 0.3125, 0.4358974358974359, 0.65625, 0.14285714285714285, 0.1875, 0.1875]","[1, 4, 0.36363636363636365, 0.46296296296296297, 0.75, 0.2727272727272727, 0.25, 0.25]","[0, -1, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.41818181818181815, 0.62, 0.46153846153846156, 0.22, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
16,2019-04-12,20190412LTNC0,"[1, 1, 0.34285714285714286, 0.34285714285714286, 0.38571428571428573, 0.1111111111111111, 0.12857142857142856, 0.02857142857142857]","[1, 6, 0.2564102564102564, 0.3409090909090909, 0.41025641025641024, 0.16666666666666666, 0.15384615384615385, 0.10256410256410256]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.25, 0.21428571428571427, 0.0]","[1, 8, 0.2553191489361702, 0.33962264150943394, 0.5106382978723404, 0.3333333333333333, 0.2127659574468085, 0.19148936170212766]","[0, -1, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 4, 0.43478260869565216, 0.5185185185185185, 0.8695652173913043, 0.4, 0.21739130434782608, 0.21739130434782608]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3064516129032258, 0.34328358208955223, 0.46774193548387094, 0.2857142857142857, 0.12903225806451613, 0.20967741935483872]","[1, 2, 0.1875, 0.1875, 0.1875, 0.2857142857142857, 0.0, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.7142857142857143, 0.5, 0.14285714285714285, 0.42857142857142855]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.15384615384615385, 0.21428571428571427, 0.15384615384615385, 0.0, 0.0, 0.0]","[1, 7, 0.24, 0.32142857142857145, 0.36, 0.15384615384615385, 0.12, 0.12]","[1, 5, 0.2777777777777778, 0.3953488372093023, 0.5833333333333334, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.36363636363636365, 0.46296296296296297, 0.75, 0.2727272727272727, 0.25, 0.25]","[1, 9, 0.1111111111111111, 0.2, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.41818181818181815, 0.62, 0.46153846153846156, 0.22, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
17,2019-04-13,20190413LTNC0,"[0, -1, 0.34285714285714286, 0.34285714285714286, 0.38571428571428573, 0.1111111111111111, 0.12857142857142856, 0.02857142857142857]","[0, 4, 0.23809523809523808, 0.3191489361702128, 0.38095238095238093, 0.16666666666666666, 0.14285714285714285, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.25, 0.21428571428571427, 0.0]","[1, 9, 0.24, 0.32142857142857145, 0.48, 0.3333333333333333, 0.2, 0.18]","[0, -1, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 3, 0.46153846153846156, 0.5483870967741935, 0.8846153846153846, 0.4, 0.19230769230769232, 0.23076923076923078]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.3076923076923077, 0.352112676056338, 0.46153846153846156, 0.2857142857142857, 0.13846153846153847, 0.2]","[1, 2, 0.15, 0.15, 0.15, 0.2857142857142857, 0.0, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.23076923076923078, 0.2857142857142857, 0.6923076923076923, 0.5, 0.15384615384615385, 0.46153846153846156]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.17647058823529413, 0.2222222222222222, 0.17647058823529413, 0.0, 0.0, 0.0]","[1, 6, 0.22641509433962265, 0.3050847457627119, 0.33962264150943394, 0.15384615384615385, 0.11320754716981132, 0.11320754716981132]","[1, 5, 0.2631578947368421, 0.391304347826087, 0.5526315789473685, 0.125, 0.15789473684210525, 0.15789473684210525]","[0, 8, 0.375, 0.46551724137931033, 0.7291666666666666, 0.3333333333333333, 0.22916666666666666, 0.2708333333333333]","[0, -1, 0.1111111111111111, 0.2, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.41818181818181815, 0.62, 0.46153846153846156, 0.22, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
18,2019-04-14,20190414LTNC0,"[0, 1, 0.33783783783783783, 0.33783783783783783, 0.3783783783783784, 0.1111111111111111, 0.12162162162162163, 0.02702702702702703]","[0, 7, 0.23809523809523808, 0.3333333333333333, 0.38095238095238093, 0.16666666666666666, 0.14285714285714285, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.5, 0.6, 0.75, 0.0, 0.0, 0.0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.25, 0.21428571428571427, 0.0]","[0, 2, 0.24, 0.3333333333333333, 0.48, 0.3333333333333333, 0.2, 0.18]","[0, -1, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 3, 0.41935483870967744, 0.5, 0.8064516129032258, 0.2857142857142857, 0.16129032258064516, 0.1935483870967742]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.30303030303030304, 0.3561643835616438, 0.45454545454545453, 0.2727272727272727, 0.13636363636363635, 0.19696969696969696]","[0, 3, 0.17391304347826086, 0.17391304347826086, 0.17391304347826086, 0.3333333333333333, 0.0, 0.13043478260869565]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.17647058823529413, 0.2222222222222222, 0.5294117647058824, 0.5, 0.11764705882352941, 0.35294117647058826]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.25, 0.2857142857142857, 0.25, 0.3333333333333333, 0.0, 0.05]","[1, 2, 0.2413793103448276, 0.3125, 0.3620689655172414, 0.14285714285714285, 0.13793103448275862, 0.10344827586206896]","[1, 5, 0.2619047619047619, 0.39215686274509803, 0.5952380952380952, 0.1111111111111111, 0.19047619047619047, 0.16666666666666666]","[1, 4, 0.4, 0.48333333333333334, 0.76, 0.42857142857142855, 0.22, 0.32]","[0, -1, 0.1111111111111111, 0.2, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.41818181818181815, 0.62, 0.46153846153846156, 0.22, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
19,2019-04-16,20190416LGNC0,"[1, 9, 0.3333333333333333, 0.3333333333333333, 0.37333333333333335, 0.1111111111111111, 0.12, 0.02666666666666667]","[0, 9, 0.23809523809523808, 0.3333333333333333, 0.38095238095238093, 0.16666666666666666, 0.14285714285714285, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.5, 0.5555555555555556, 0.625, 0.0, 0.0, 0.0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]","[0, -1, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.25, 0.21428571428571427, 0.0]","[1, 7, 0.23529411764705882, 0.3275862068965517, 0.47058823529411764, 0.3333333333333333, 0.19607843137254902, 0.17647058823529413]","[0, -1, 0.125, 0.2391304347826087, 0.275, 0.3, 0.125, 0.075]","[1, 2, 0.3939393939393939, 0.5, 0.7575757575757576, 0.2857142857142857, 0.21212121212121213, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3188405797101449, 0.37662337662337664, 0.463768115942029, 0.2916666666666667, 0.14492753623188406, 0.21739130434782608]","[0, 3, 0.20833333333333334, 0.20833333333333334, 0.20833333333333334, 0.3333333333333333, 0.0, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.0, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.15, 0.22727272727272727, 0.45, 0.2857142857142857, 0.1, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.2857142857142857, 0.25, 0.3333333333333333, 0.0, 0.05]","[0, 9, 0.24193548387096775, 0.3088235294117647, 0.3548387096774194, 0.14285714285714285, 0.14516129032258066, 0.0967741935483871]","[1, 3, 0.29545454545454547, 0.43636363636363634, 0.7045454545454546, 0.2, 0.22727272727272727, 0.20454545454545456]","[1, 4, 0.39622641509433965, 0.484375, 0.7924528301886793, 0.4, 0.24528301886792453, 0.32075471698113206]","[0, -1, 0.1111111111111111, 0.2, 0.2222222222222222, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4, 0.41818181818181815, 0.62, 0.46153846153846156, 0.22, 0.2]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
