,date,game_key,이재학,김건태,윤지웅,노성호,이민호,윤강민,장현식,임정호,박진우,배재환,홍성무,구창모,이우석,최성영,정수민,소이현,김영규,버틀러,루친스키,프리드릭,송명기,전사민,배민서,최재익,김진성,원종현,유원상,임창민,민태호,강윤구
49,2019-05-24,20190524SKNC0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 8.678571428571429, 1.5, 4.5, 1.5555555555555556]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 2, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2131147540983607, 1.180327868852459, 3.0, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.786585365853659, 1.3170731707317074, 2.9166666666666665, 5.466666666666667]","[0, 0, 3.4225352112676055, 1.4788732394366197, 2.0, 0.9861111111111112]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.6363636363636365, 1.0, 6.0, 2.2]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 3.7241379310344827, 1.6551724137931036, 2.5, 2.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.11578947368421, 1.7368421052631577, 1.7142857142857142, 4.523809523809524]","[1, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 2.0892857142857144, 0.8928571428571429, 3.3076923076923075, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.2, 2.0, 1.0317460317460319]","[0, 0, 2.907692307692308, 1.2, 3.25, 1.0317460317460319]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 2.0, 0.7777777777777778]","[0, 0, 4.868852459016393, 1.7213114754098362, 1.0, 0.8472222222222222]"
50,2019-05-25,20190525SKNC0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 8.678571428571429, 1.5, 4.5, 1.5555555555555556]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 1.21875, 2.6666666666666665, 1.0158730158730158]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.786585365853659, 1.3170731707317074, 2.9166666666666665, 5.466666666666667]","[0, 1, 3.2837837837837838, 1.4189189189189189, 2.142857142857143, 0.9866666666666667]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.6363636363636365, 1.0, 6.0, 2.2]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 3.7241379310344827, 1.6551724137931036, 2.5, 2.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.029126213592233, 1.8640776699029125, 1.3888888888888888, 4.291666666666667]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 2.0892857142857144, 0.8928571428571429, 3.3076923076923075, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.2, 2.0, 1.0317460317460319]","[0, 1, 2.7794117647058822, 1.1470588235294117, 3.375, 1.0303030303030303]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.2, 4.0, 0.8333333333333334]","[0, 1, 4.790322580645162, 1.693548387096774, 1.0, 0.8266666666666667]"
51,2019-05-26,20190526SKNC0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 8.678571428571429, 1.5, 4.5, 1.5555555555555556]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.3333333333333333, 2, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.21875, 2.6666666666666665, 1.0158730158730158]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.786585365853659, 1.3170731707317074, 2.9166666666666665, 5.466666666666667]","[0, 1, 3.0759493670886076, 1.3670886075949367, 2.2, 1.0128205128205128]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.6363636363636365, 1.0, 6.0, 2.2]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 3.7241379310344827, 1.6551724137931036, 2.5, 2.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.029126213592233, 1.8640776699029125, 1.3888888888888888, 4.291666666666667]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[1, 0, 2.0, 0.873015873015873, 3.066666666666667, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.2, 2.0, 1.0317460317460319]","[0, 1, 2.739130434782609, 1.1304347826086956, 3.375, 1.0]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 0.8333333333333334]","[0, 0, 4.790322580645162, 1.693548387096774, 1.0, 0.8266666666666667]"
52,2019-05-28,20190528LTNC0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 1, 7.838709677419355, 1.3548387096774193, 4.5, 1.4761904761904763]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.3333333333333333, 2, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2816901408450705, 1.1408450704225352, 2.888888888888889, 1.075757575757576]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.620111731843575, 1.3575418994413408, 2.4, 5.424242424242424]","[0, 0, 3.0759493670886076, 1.3670886075949367, 2.2, 1.0128205128205128]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.6363636363636365, 1.0, 6.0, 2.2]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 3.7241379310344827, 1.6551724137931036, 2.5, 2.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.029126213592233, 1.8640776699029125, 1.3888888888888888, 4.291666666666667]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 2.0, 0.873015873015873, 3.066666666666667, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.573529411764706, 1.1470588235294117, 2.25, 1.0303030303030303]","[0, 0, 2.739130434782609, 1.1304347826086956, 3.375, 1.0]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.25, 2.0, 5.0, 0.8]","[0, 0, 4.790322580645162, 1.693548387096774, 1.0, 0.8266666666666667]"
53,2019-05-29,20190529LTNC0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 7.838709677419355, 1.3548387096774193, 4.5, 1.4761904761904763]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 2, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1408450704225352, 2.888888888888889, 1.075757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.3575418994413408, 2.4, 5.424242424242424]","[0, 1, 3.0375, 1.425, 2.0625, 0.9876543209876544]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[1, 0, 2.0, 0.8333333333333334, 10.5, 3.0]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 3.7241379310344827, 1.6551724137931036, 2.5, 2.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.029126213592233, 1.8640776699029125, 1.3888888888888888, 4.291666666666667]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 2.0, 0.873015873015873, 3.066666666666667, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4225352112676055, 1.1408450704225352, 2.111111111111111, 1.028985507246377]","[0, 1, 3.4225352112676055, 1.1830985915492958, 3.0, 0.9861111111111112]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.0, 5.0, 0.8]","[0, 1, 4.714285714285714, 1.7619047619047619, 0.9375, 0.8076923076923077]"
54,2019-05-30,20190530LTNC0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 1, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.25, 2.0, 0.6666666666666666]","[1, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.3333333333333333, 2.7, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.3575418994413408, 2.4, 5.424242424242424]","[0, 0, 3.0375, 1.425, 2.0625, 0.9876543209876544]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.0, 0.8333333333333334, 10.5, 3.0]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 3.7241379310344827, 1.6551724137931036, 2.5, 2.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 2.0, 0.873015873015873, 3.066666666666667, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4225352112676055, 1.1408450704225352, 2.111111111111111, 1.028985507246377]","[0, 0, 3.4225352112676055, 1.1830985915492958, 3.0, 0.9861111111111112]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.714285714285714, 1.7619047619047619, 0.9375, 0.8076923076923077]"
55,2019-05-31,20190531NCLG0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.3333333333333333, 2.7, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.3575418994413408, 2.4, 5.424242424242424]","[0, 1, 2.927710843373494, 1.4096385542168675, 2.1176470588235294, 0.9880952380952381]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.0, 0.8333333333333334, 10.5, 3.0]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[1, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 2.0, 0.873015873015873, 3.066666666666667, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4225352112676055, 1.1408450704225352, 2.111111111111111, 1.028985507246377]","[0, 0, 3.4225352112676055, 1.1830985915492958, 3.0, 0.9861111111111112]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.714285714285714, 1.7619047619047619, 0.9375, 0.8076923076923077]"
56,2019-06-01,20190601NCLG0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.3333333333333333, 2.7, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.3575418994413408, 2.4, 5.424242424242424]","[0, 0, 2.927710843373494, 1.4096385542168675, 2.1176470588235294, 0.9880952380952381]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.0, 0.8333333333333334, 10.5, 3.0]","[0, 1, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[1, 0, 1.8, 0.8714285714285714, 3.533333333333333, 6.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4225352112676055, 1.1408450704225352, 2.111111111111111, 1.028985507246377]","[0, 0, 3.4225352112676055, 1.1830985915492958, 3.0, 0.9861111111111112]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 4.56923076923077, 1.7999999999999998, 1.0, 0.8024691358024691]"
57,2019-06-02,20190602NCLG0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.3333333333333333, 2.7, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7384615384615385, 1.353846153846154, 2.2941176470588234, 5.416666666666667]","[0, 1, 2.8255813953488373, 1.3953488372093024, 2.2941176470588234, 0.9885057471264368]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.0, 0.8333333333333334, 10.5, 3.0]","[0, 0, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 1.8, 0.8714285714285714, 3.533333333333333, 6.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4225352112676055, 1.1408450704225352, 2.111111111111111, 1.028985507246377]","[0, 1, 3.506493506493506, 1.1688311688311688, 3.0, 1.0266666666666666]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.56923076923077, 1.7999999999999998, 1.0, 0.8024691358024691]"
58,2019-06-04,20190604NCSS0,"[0, 0, 4.32, 1.3499999999999999, 2.909090909090909, 5.555555555555556]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.378378378378379, 1.4189189189189189, 2.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.353846153846154, 2.2941176470588234, 5.416666666666667]","[0, 0, 2.8255813953488373, 1.3953488372093024, 2.2941176470588234, 0.9885057471264368]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[1, 0, 1.9565217391304348, 0.9565217391304348, 7.25, 3.2857142857142856]","[0, 0, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 1.8, 0.8714285714285714, 3.533333333333333, 6.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.125, 1.2083333333333333, 2.111111111111111, 1.0]","[0, 0, 3.506493506493506, 1.1688311688311688, 3.0, 1.0266666666666666]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 4.36764705882353, 1.7647058823529411, 1.0, 0.8095238095238095]"
59,2019-06-05,20190605NCSS0,"[1, 0, 3.6610169491525424, 1.194915254237288, 3.0833333333333335, 5.6190476190476195]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4189189189189189, 2.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.353846153846154, 2.2941176470588234, 5.416666666666667]","[0, 1, 2.730337078651685, 1.3820224719101124, 2.1666666666666665, 0.9888888888888889]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.9565217391304348, 0.9565217391304348, 7.25, 3.2857142857142856]","[0, 0, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.207792207792208, 1.422077922077922, 1.9411764705882353, 5.703703703703704]","[0, 0, 1.8, 0.8714285714285714, 3.533333333333333, 6.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.125, 1.2083333333333333, 2.111111111111111, 1.0]","[0, 0, 3.506493506493506, 1.1688311688311688, 3.0, 1.0266666666666666]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 4.183098591549295, 1.6901408450704225, 1.0588235294117647, 0.8160919540229885]"
60,2019-06-06,20190606NCSS0,"[0, 0, 3.6610169491525424, 1.194915254237288, 3.0833333333333335, 5.6190476190476195]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4189189189189189, 2.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.353846153846154, 2.2941176470588234, 5.416666666666667]","[0, 0, 2.730337078651685, 1.3820224719101124, 2.1666666666666665, 0.9888888888888889]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.9565217391304348, 0.9565217391304348, 7.25, 3.2857142857142856]","[0, 0, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[1, 0, 4.1657142857142855, 1.4228571428571428, 1.9, 5.833333333333334]","[0, 0, 1.8, 0.8714285714285714, 3.533333333333333, 6.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.24, 2.0, 1.0]","[0, 0, 3.506493506493506, 1.1688311688311688, 3.0, 1.0266666666666666]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.183098591549295, 1.6901408450704225, 1.0588235294117647, 0.8160919540229885]"
61,2019-06-07,20190607HTNC0,"[0, 0, 3.6610169491525424, 1.194915254237288, 3.0833333333333335, 5.6190476190476195]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4189189189189189, 2.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.353846153846154, 2.2941176470588234, 5.416666666666667]","[0, 1, 2.641304347826087, 1.3369565217391304, 2.2777777777777777, 0.989247311827957]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.9565217391304348, 0.9565217391304348, 7.25, 3.2857142857142856]","[0, 0, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.1657142857142855, 1.4228571428571428, 1.9, 5.833333333333334]","[1, 0, 2.131578947368421, 0.9473684210526315, 3.1666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.24, 2.0, 1.0]","[0, 1, 3.375, 1.1624999999999999, 3.111111111111111, 1.0256410256410258]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.183098591549295, 1.6901408450704225, 1.0588235294117647, 0.8160919540229885]"
62,2019-06-08,20190608HTNC0,"[0, 0, 3.6610169491525424, 1.194915254237288, 3.0833333333333335, 5.6190476190476195]","[0, 0, 7.297297297297297, 1.3783783783783783, 5.0, 1.5416666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4189189189189189, 2.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5, 1.2638888888888888, 2.6470588235294117, 5.538461538461538]","[0, 1, 2.557894736842105, 1.3263157894736841, 2.2777777777777777, 0.9895833333333334]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 1.9565217391304348, 0.9565217391304348, 7.25, 3.2857142857142856]","[0, 0, 11.25, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.378378378378379, 1.8648648648648647, 1.5454545454545454, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.868421052631579, 1.2380952380952381, 4.222222222222222]","[0, 0, 4.1657142857142855, 1.4228571428571428, 1.9, 5.833333333333334]","[0, 0, 2.131578947368421, 0.9473684210526315, 3.1666666666666665, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.24, 2.0, 1.0]","[0, 1, 3.5783132530120483, 1.1566265060240963, 3.2222222222222223, 1.0246913580246915]","[0, 0, 4.0, 0.8888888888888888, 4.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.183098591549295, 1.6901408450704225, 1.0588235294117647, 0.8160919540229885]"
