,date,game_key,이재학,김건태,윤지웅,노성호,이민호,윤강민,장현식,임정호,박진우,배재환,홍성무,구창모,이우석,최성영,정수민,소이현,김영규,버틀러,루친스키,프리드릭,송명기,전사민,배민서,최재익,김진성,원종현,유원상,임창민,민태호,강윤구
116,2019-08-24,20190824NCLT0,"[1, 0, 4.02317880794702, 1.3311258278145695, 2.4, 5.592592592592593]","[0, 1, 4.114285714285715, 1.2285714285714286, 1.6923076923076923, 1.1290322580645162]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7456647398843925, 1.23121387283237, 2.6538461538461537, 4.613333333333333]","[0, 1, 3.068181818181818, 1.4545454545454546, 1.9259259259259258, 0.8979591836734694]","[0, 1, 4.378378378378379, 1.7027027027027026, 1.125, 0.9487179487179488]","[0, 0, 3.2661290322580645, 1.1854838709677418, 2.96875, 4.592592592592593]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.4156626506024095, 1.572289156626506, 1.3529411764705883, 2.912280701754386]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.9018691588785046, 1.163551401869159, 2.764705882352941, 6.202898550724638]","[0, 0, 2.307692307692308, 1.0, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.268041237113402, 2.076923076923077, 0.9797979797979799]","[0, 0, 3.2097902097902096, 1.2587412587412588, 2.9375, 1.0141843971631206]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 0, 1.35, 1.7999999999999998, 0.4, 0.6060606060606061]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.113636363636363, 1.6363636363636365, 1.4782608695652173, 0.8461538461538461]"
117,2019-08-25,20190825NCLT0,"[0, 0, 4.02317880794702, 1.3311258278145695, 2.4, 5.592592592592593]","[0, 0, 4.114285714285715, 1.2285714285714286, 1.6923076923076923, 1.1290322580645162]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.713467048710602, 1.2206303724928367, 2.730769230769231, 4.4743589743589745]","[0, 1, 3.2481203007518795, 1.4887218045112782, 1.8928571428571428, 0.8866666666666667]","[0, 0, 4.378378378378379, 1.7027027027027026, 1.125, 0.9487179487179488]","[0, 0, 3.2661290322580645, 1.1854838709677418, 2.96875, 4.592592592592593]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.4156626506024095, 1.572289156626506, 1.3529411764705883, 2.912280701754386]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[1, 0, 2.8483516483516484, 1.120879120879121, 2.8529411764705883, 6.319444444444444]","[0, 0, 2.307692307692308, 1.0, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.268041237113402, 2.076923076923077, 0.9797979797979799]","[0, 1, 3.143835616438356, 1.2328767123287672, 3.125, 1.0138888888888888]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 0, 1.35, 1.7999999999999998, 0.4, 0.6060606060606061]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.0, 1.6, 1.5217391304347827, 0.8490566037735849]"
118,2019-08-27,20190827KTNC0,"[0, 0, 4.02317880794702, 1.3311258278145695, 2.4, 5.592592592592593]","[0, 1, 4.0, 1.2222222222222223, 1.6923076923076923, 1.125]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6507042253521123, 1.208450704225352, 2.769230769230769, 4.382716049382716]","[0, 1, 3.3999999999999995, 1.488888888888889, 1.8928571428571428, 0.8823529411764706]","[0, 0, 4.378378378378379, 1.7027027027027026, 1.125, 0.9487179487179488]","[0, 0, 3.2661290322580645, 1.1854838709677418, 2.96875, 4.592592592592593]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[1, 0, 3.6964285714285716, 1.5892857142857142, 1.3428571428571427, 2.8]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.8483516483516484, 1.120879120879121, 2.8529411764705883, 6.319444444444444]","[0, 0, 2.307692307692308, 1.0, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.268041237113402, 2.076923076923077, 0.9797979797979799]","[0, 1, 3.122448979591837, 1.2448979591836735, 3.1875, 1.0]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 0, 1.35, 1.7999999999999998, 0.4, 0.6060606060606061]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.2, 1.6222222222222222, 1.4583333333333333, 0.8333333333333334]"
119,2019-08-28,20190828KTNC0,"[0, 0, 4.02317880794702, 1.3311258278145695, 2.4, 5.592592592592593]","[0, 0, 4.0, 1.2222222222222223, 1.6923076923076923, 1.125]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6507042253521123, 1.208450704225352, 2.769230769230769, 4.382716049382716]","[0, 0, 3.3999999999999995, 1.488888888888889, 1.8928571428571428, 0.8823529411764706]","[0, 1, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[1, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.6964285714285716, 1.5892857142857142, 1.3428571428571427, 2.8]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.8483516483516484, 1.120879120879121, 2.8529411764705883, 6.319444444444444]","[0, 0, 2.307692307692308, 1.0, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.268041237113402, 2.076923076923077, 0.9797979797979799]","[0, 0, 3.122448979591837, 1.2448979591836735, 3.1875, 1.0]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 1, 1.2857142857142856, 1.8571428571428572, 0.4, 0.5833333333333334]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.124087591240876, 1.5985401459854016, 1.4583333333333333, 0.8303030303030302]"
120,2019-08-29,20190829HTNC0,"[0, 0, 4.02317880794702, 1.3311258278145695, 2.4, 5.592592592592593]","[0, 0, 4.0, 1.2222222222222223, 1.6923076923076923, 1.125]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5604395604395607, 1.2032967032967032, 2.7037037037037037, 4.333333333333333]","[0, 1, 3.3260869565217392, 1.4782608695652173, 1.8928571428571428, 0.8846153846153846]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.6964285714285716, 1.5892857142857142, 1.3428571428571427, 2.8]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.8483516483516484, 1.120879120879121, 2.8529411764705883, 6.319444444444444]","[1, 0, 2.8, 1.0888888888888888, 3.25, 6.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.268041237113402, 2.076923076923077, 0.9797979797979799]","[0, 1, 3.06, 1.24, 3.1875, 1.0]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 0, 1.2857142857142856, 1.8571428571428572, 0.4, 0.5833333333333334]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.124087591240876, 1.5985401459854016, 1.4583333333333333, 0.8303030303030302]"
121,2019-08-30,20190830HTNC0,"[1, 0, 3.8571428571428568, 1.3043478260869565, 2.28125, 5.649122807017544]","[0, 1, 3.963302752293578, 1.238532110091743, 1.6923076923076923, 1.101010101010101]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 4.186046511627907, 1.372093023255814, 2.142857142857143, 1.048780487804878]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5604395604395607, 1.2032967032967032, 2.7037037037037037, 4.333333333333333]","[0, 0, 3.3260869565217392, 1.4782608695652173, 1.8928571428571428, 0.8846153846153846]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.6964285714285716, 1.5892857142857142, 1.3428571428571427, 2.8]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.8483516483516484, 1.120879120879121, 2.8529411764705883, 6.319444444444444]","[0, 0, 2.8, 1.0888888888888888, 3.25, 6.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.959183673469388, 1.316326530612245, 2.076923076923077, 0.9607843137254901]","[0, 0, 3.06, 1.24, 3.1875, 1.0]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 1, 1.125, 1.75, 0.5, 0.6153846153846154]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.124087591240876, 1.5985401459854016, 1.4583333333333333, 0.8303030303030302]"
122,2019-08-31,20190831WONC0,"[0, 0, 3.8571428571428568, 1.3043478260869565, 2.28125, 5.649122807017544]","[0, 0, 3.963302752293578, 1.238532110091743, 1.6923076923076923, 1.101010101010101]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 4.090909090909091, 1.3863636363636365, 2.142857142857143, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5604395604395607, 1.2032967032967032, 2.7037037037037037, 4.333333333333333]","[0, 1, 3.25531914893617, 1.4680851063829787, 1.9642857142857142, 0.8867924528301887]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.6964285714285716, 1.5892857142857142, 1.3428571428571427, 2.8]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[1, 0, 2.9297872340425535, 1.1297872340425532, 3.0, 6.266666666666667]","[0, 0, 2.8, 1.0888888888888888, 3.25, 6.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.316326530612245, 2.076923076923077, 0.9607843137254901]","[0, 1, 3.176470588235294, 1.2745098039215685, 3.25, 1.0]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 1, 1.0, 1.5555555555555556, 0.5, 0.6428571428571429]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.014285714285714, 1.5642857142857143, 1.5, 0.8333333333333333]"
123,2019-09-01,20190901WONC0,"[0, 0, 3.8571428571428568, 1.3043478260869565, 2.28125, 5.649122807017544]","[0, 0, 3.963302752293578, 1.238532110091743, 1.6923076923076923, 1.101010101010101]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 4.090909090909091, 1.3863636363636365, 2.142857142857143, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.53133514986376, 1.1934604904632153, 2.7777777777777777, 4.218390804597701]","[0, 1, 3.1875, 1.4375, 2.0357142857142856, 0.8888888888888888]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[1, 0, 3.9661016949152543, 1.5932203389830508, 1.3513513513513513, 2.8095238095238093]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.9297872340425535, 1.1297872340425532, 3.0, 6.266666666666667]","[0, 0, 2.8, 1.0888888888888888, 3.25, 6.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.316326530612245, 2.076923076923077, 0.9607843137254901]","[0, 1, 3.6580645161290324, 1.3161290322580645, 3.25, 0.9935897435897435]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 0, 1.0, 1.5555555555555556, 0.5, 0.6428571428571429]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 4.978723404255319, 1.553191489361702, 1.5, 0.8245614035087719]"
124,2019-09-03,20190903NCSK0,"[0, 0, 3.8571428571428568, 1.3043478260869565, 2.28125, 5.649122807017544]","[0, 1, 4.026315789473684, 1.236842105263158, 1.8461538461538463, 1.1176470588235294]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 4.263157894736842, 1.3984962406015038, 2.142857142857143, 1.0310077519379846]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4838709677419355, 1.1935483870967742, 2.814814814814815, 4.133333333333334]","[0, 0, 3.1875, 1.4375, 2.0357142857142856, 0.8888888888888888]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.9661016949152543, 1.5932203389830508, 1.3513513513513513, 2.8095238095238093]","[1, 0, 17.18181818181818, 2.8636363636363638, 0.375, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.9297872340425535, 1.1297872340425532, 3.0, 6.266666666666667]","[0, 0, 2.8, 1.0888888888888888, 3.25, 6.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.9326923076923075, 1.326923076923077, 2.0714285714285716, 0.9904761904761904]","[0, 0, 3.6580645161290324, 1.3161290322580645, 3.25, 0.9935897435897435]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.3333333333333335, 1.4615384615384615]","[0, 1, 1.8, 1.7, 0.625, 0.6666666666666666]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.978723404255319, 1.553191489361702, 1.5, 0.8245614035087719]"
125,2019-09-05,20190905HHNC0,"[0, 0, 3.8571428571428568, 1.3043478260869565, 2.28125, 5.649122807017544]","[0, 1, 3.9230769230769234, 1.2307692307692308, 1.8461538461538463, 1.1142857142857143]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 4.263157894736842, 1.3984962406015038, 2.142857142857143, 1.0310077519379846]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.1935483870967742, 2.814814814814815, 4.133333333333334]","[0, 1, 3.122448979591837, 1.4081632653061225, 2.0357142857142856, 0.8909090909090909]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.9661016949152543, 1.5932203389830508, 1.3513513513513513, 2.8095238095238093]","[0, 0, 17.18181818181818, 2.8636363636363638, 0.375, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.9297872340425535, 1.1297872340425532, 3.0, 6.266666666666667]","[1, 0, 2.823529411764706, 1.0588235294117647, 3.0714285714285716, 6.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.326923076923077, 2.0714285714285716, 0.9904761904761904]","[0, 0, 3.6580645161290324, 1.3161290322580645, 3.25, 0.9935897435897435]","[0, 1, 5.491525423728814, 1.4745762711864405, 1.75, 1.4047619047619049]","[0, 0, 1.8, 1.7, 0.625, 0.6666666666666666]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.978723404255319, 1.553191489361702, 1.5, 0.8245614035087719]"
126,2019-09-06,20190906HHNC0,"[1, 0, 4.147590361445783, 1.364457831325301, 2.1142857142857143, 5.533333333333333]","[0, 0, 3.9230769230769234, 1.2307692307692308, 1.8461538461538463, 1.1142857142857143]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 4.263157894736842, 1.3984962406015038, 2.142857142857143, 1.0310077519379846]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4285714285714284, 1.1825396825396826, 2.888888888888889, 4.064516129032258]","[0, 0, 3.122448979591837, 1.4081632653061225, 2.0357142857142856, 0.8909090909090909]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.9661016949152543, 1.5932203389830508, 1.3513513513513513, 2.8095238095238093]","[0, 0, 17.18181818181818, 2.8636363636363638, 0.375, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.9297872340425535, 1.1297872340425532, 3.0, 6.266666666666667]","[0, 0, 2.823529411764706, 1.0588235294117647, 3.0714285714285716, 6.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.326923076923077, 2.0714285714285716, 0.9904761904761904]","[0, 1, 3.5886075949367084, 1.2911392405063291, 3.25, 0.9937106918238994]","[0, 0, 5.491525423728814, 1.4745762711864405, 1.75, 1.4047619047619049]","[0, 0, 1.8, 1.7, 0.625, 0.6666666666666666]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 4.978723404255319, 1.574468085106383, 1.5, 0.8103448275862069]"
127,2019-09-07,20190907NCSS0,"[0, 0, 4.147590361445783, 1.364457831325301, 2.1142857142857143, 5.533333333333333]","[0, 0, 3.9230769230769234, 1.2307692307692308, 1.8461538461538463, 1.1142857142857143]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 4.36764705882353, 1.3897058823529411, 2.238095238095238, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.1825396825396826, 2.888888888888889, 4.064516129032258]","[0, 0, 3.122448979591837, 1.4081632653061225, 2.0357142857142856, 0.8909090909090909]","[0, 0, 4.725, 1.7249999999999999, 1.25, 0.9523809523809524]","[0, 0, 3.045112781954887, 1.150375939849624, 2.9696969696969697, 4.666666666666667]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.9661016949152543, 1.5932203389830508, 1.3513513513513513, 2.8095238095238093]","[0, 0, 17.18181818181818, 2.8636363636363638, 0.375, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.8106508875739644, 1.2258064516129032, 2.011904761904762]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[1, 0, 3.0492813141683777, 1.164271047227926, 2.675, 6.243589743589744]","[0, 0, 2.823529411764706, 1.0588235294117647, 3.0714285714285716, 6.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.046728971962617, 1.3457943925233646, 2.0714285714285716, 0.9907407407407407]","[0, 0, 3.5886075949367084, 1.2911392405063291, 3.25, 0.9937106918238994]","[0, 0, 5.491525423728814, 1.4745762711864405, 1.75, 1.4047619047619049]","[0, 0, 1.8, 1.7, 0.625, 0.6666666666666666]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.978723404255319, 1.574468085106383, 1.5, 0.8103448275862069]"
