,date,game_key,임기준,홍건희,한승혁,박지훈,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,강이준,유승철,박진태,김승범,하준영,김기훈,터너,홍원빈,장지수,양승철,윌랜드,윤석민,김세현,박경태,양현종
115,2019-08-22,20190822HTWO0,"[0, 0, 3.96, 1.4, 1.1666666666666667, 0.6097560975609756]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.390243902439025, 1.4878048780487805, 1.5, 0.8913043478260869]","[0, 1, 1.3846153846153846, 0.7435897435897436, 4.0, 1.1142857142857143]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 5.225806451612903, 1.7096774193548387, 1.875, 1.24]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.4765625, 1.078125, 4.111111111111111, 1.0158730158730158]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.029850746268656, 1.2089552238805972, 2.5, 1.0387596899224805]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9461538461538463, 1.5692307692307692, 1.9090909090909092, 0.9219858156028369]","[0, 0, 5.55, 1.4833333333333334, 0.9523809523809523, 4.285714285714286]","[0, 0, 5.1732283464566935, 1.5196850393700787, 1.9803921568627452, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 5.0201005025125625, 1.5753768844221108, 2.28, 5.768115942028985]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5572687224669606, 1.1101321585903083, 4.75, 6.305555555555556]"
116,2019-08-23,20190823HTWO0,"[0, 1, 4.153846153846154, 1.3846153846153846, 1.25, 0.6190476190476191]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.390243902439025, 1.4878048780487805, 1.5, 0.8913043478260869]","[0, 0, 1.3846153846153846, 0.7435897435897436, 4.0, 1.1142857142857143]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 1, 4.628571428571429, 1.6, 2.0588235294117645, 1.3461538461538463]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.4765625, 1.078125, 4.111111111111111, 1.0158730158730158]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.029850746268656, 1.2089552238805972, 2.5, 1.0387596899224805]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9461538461538463, 1.5692307692307692, 1.9090909090909092, 0.9219858156028369]","[0, 0, 5.55, 1.4833333333333334, 0.9523809523809523, 4.285714285714286]","[0, 0, 5.1732283464566935, 1.5196850393700787, 1.9803921568627452, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[1, 0, 4.9208633093525185, 1.5611510791366907, 2.326923076923077, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5572687224669606, 1.1101321585903083, 4.75, 6.305555555555556]"
117,2019-08-24,20190824HTSK0,"[0, 1, 4.05, 1.3875, 1.1538461538461537, 0.6201550387596899]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.390243902439025, 1.4878048780487805, 1.5, 0.8913043478260869]","[0, 1, 1.8305084745762712, 0.7881355932203389, 4.0, 1.0925925925925926]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.628571428571429, 1.6, 2.0588235294117645, 1.3461538461538463]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.4765625, 1.078125, 4.111111111111111, 1.0158730158730158]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.1571428571428573, 2.611111111111111, 1.0606060606060606]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9461538461538463, 1.5692307692307692, 1.9090909090909092, 0.9219858156028369]","[1, 0, 5.484375, 1.546875, 0.8571428571428571, 4.266666666666667]","[0, 0, 5.1732283464566935, 1.5196850393700787, 1.9803921568627452, 5.521739130434782]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 4.9208633093525185, 1.5611510791366907, 2.326923076923077, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5572687224669606, 1.1101321585903083, 4.75, 6.305555555555556]"
118,2019-08-25,20190825HTSK0,"[0, 1, 3.951219512195122, 1.3902439024390245, 1.1428571428571428, 0.6212121212121212]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.390243902439025, 1.4878048780487805, 1.5, 0.8913043478260869]","[0, 1, 1.9918032786885245, 0.8360655737704918, 4.0, 1.099099099099099]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.628571428571429, 1.6, 2.0588235294117645, 1.3461538461538463]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.6363636363636365, 1.0909090909090908, 4.111111111111111, 1.0232558139534884]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1571428571428573, 2.611111111111111, 1.0606060606060606]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32824427480916, 1.6030534351145038, 1.826086956521739, 0.9097222222222222]","[0, 0, 5.484375, 1.546875, 0.8571428571428571, 4.266666666666667]","[1, 0, 5.56701030927835, 1.5695876288659794, 1.9259259259259258, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 4.9208633093525185, 1.5611510791366907, 2.326923076923077, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5572687224669606, 1.1101321585903083, 4.75, 6.305555555555556]"
119,2019-08-27,20190827SSHT0,"[0, 1, 3.903614457831325, 1.3734939759036144, 1.2142857142857142, 0.6148148148148148]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 1, 4.186046511627907, 1.4883720930232558, 1.4615384615384615, 0.9148936170212766]","[0, 0, 1.9918032786885245, 0.8360655737704918, 4.0, 1.099099099099099]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[1, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.6363636363636365, 1.0909090909090908, 4.111111111111111, 1.0232558139534884]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.883561643835616, 1.1506849315068495, 2.611111111111111, 1.0814814814814815]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.23134328358209, 1.6119402985074627, 1.8333333333333333, 0.91156462585034]","[0, 0, 5.484375, 1.546875, 0.8571428571428571, 4.266666666666667]","[0, 0, 5.56701030927835, 1.5695876288659794, 1.9259259259259258, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 1, 10.6875, 2.125, 0.7333333333333333, 1.6]","[0, 0, 4.9208633093525185, 1.5611510791366907, 2.326923076923077, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5572687224669606, 1.1101321585903083, 4.75, 6.305555555555556]"
120,2019-08-28,20190828SSHT0,"[0, 0, 3.903614457831325, 1.3734939759036144, 1.2142857142857142, 0.6148148148148148]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.186046511627907, 1.4883720930232558, 1.4615384615384615, 0.9148936170212766]","[0, 1, 1.9596774193548387, 0.846774193548387, 4.0, 1.087719298245614]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.6, 1.0666666666666667, 4.222222222222222, 1.0227272727272727]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.883561643835616, 1.1506849315068495, 2.611111111111111, 1.0814814814814815]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.23134328358209, 1.6119402985074627, 1.8333333333333333, 0.91156462585034]","[0, 0, 5.484375, 1.546875, 0.8571428571428571, 4.266666666666667]","[0, 0, 5.56701030927835, 1.5695876288659794, 1.9259259259259258, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[0, 0, 4.9208633093525185, 1.5611510791366907, 2.326923076923077, 5.791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.428870292887029, 1.0857740585774058, 4.928571428571429, 6.373333333333334]"
121,2019-08-29,20190829HTNC0,"[0, 0, 3.903614457831325, 1.3734939759036144, 1.2142857142857142, 0.6148148148148148]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 1, 4.090909090909091, 1.4772727272727273, 1.4615384615384615, 0.9166666666666666]","[0, 0, 1.9596774193548387, 0.846774193548387, 4.0, 1.087719298245614]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.6, 1.0666666666666667, 4.222222222222222, 1.0227272727272727]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.883561643835616, 1.1506849315068495, 2.611111111111111, 1.0814814814814815]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.161764705882352, 1.6985294117647058, 1.76, 0.9066666666666667]","[0, 0, 5.484375, 1.546875, 0.8571428571428571, 4.266666666666667]","[0, 0, 5.56701030927835, 1.5695876288659794, 1.9259259259259258, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[1, 0, 4.9655172413793105, 1.5724137931034483, 2.2545454545454544, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.428870292887029, 1.0857740585774058, 4.928571428571429, 6.373333333333334]"
122,2019-08-30,20190830HTNC0,"[0, 1, 3.8571428571428568, 1.3571428571428572, 1.2142857142857142, 0.6086956521739131]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.090909090909091, 1.4772727272727273, 1.4615384615384615, 0.9166666666666666]","[0, 1, 1.8409090909090908, 0.8181818181818182, 4.0, 1.1282051282051282]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.6, 1.0666666666666667, 4.222222222222222, 1.0227272727272727]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8310810810810807, 1.135135135135135, 2.611111111111111, 1.0724637681159421]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0503597122302155, 1.683453237410072, 1.8, 0.9084967320261438]","[1, 0, 5.426470588235294, 1.5588235294117647, 0.8679245283018868, 4.25]","[0, 0, 5.56701030927835, 1.5695876288659794, 1.9259259259259258, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[0, 0, 4.9655172413793105, 1.5724137931034483, 2.2545454545454544, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.428870292887029, 1.0857740585774058, 4.928571428571429, 6.373333333333334]"
123,2019-08-31,20190831LTHT0,"[0, 0, 3.8571428571428568, 1.3571428571428572, 1.2142857142857142, 0.6086956521739131]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.615384615384615, 2.0, 1.4, 3.25]","[0, 0, 4.090909090909091, 1.4772727272727273, 1.4615384615384615, 0.9166666666666666]","[0, 0, 1.8409090909090908, 0.8181818181818182, 4.0, 1.1282051282051282]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.565217391304348, 1.065217391304348, 3.8, 1.0222222222222221]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.730263157894737, 1.1447368421052633, 2.611111111111111, 1.0780141843971631]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0503597122302155, 1.683453237410072, 1.8, 0.9084967320261438]","[0, 0, 5.426470588235294, 1.5588235294117647, 0.8679245283018868, 4.25]","[1, 0, 5.45320197044335, 1.5517241379310345, 1.9454545454545455, 5.413333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[0, 0, 4.9655172413793105, 1.5724137931034483, 2.2545454545454544, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.428870292887029, 1.0857740585774058, 4.928571428571429, 6.373333333333334]"
124,2019-09-01,20190901LTHT0,"[0, 0, 3.8571428571428568, 1.3571428571428572, 1.2142857142857142, 0.6086956521739131]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[1, 0, 7.33695652173913, 1.9891304347826086, 1.5625, 3.4074074074074074]","[0, 0, 4.090909090909091, 1.4772727272727273, 1.4615384615384615, 0.9166666666666666]","[0, 1, 1.786764705882353, 0.8161764705882353, 4.4, 1.1333333333333333]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.5319148936170213, 1.0638297872340425, 3.9, 1.0217391304347827]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.730263157894737, 1.1447368421052633, 2.611111111111111, 1.0780141843971631]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0503597122302155, 1.683453237410072, 1.8, 0.9084967320261438]","[0, 0, 5.426470588235294, 1.5588235294117647, 0.8679245283018868, 4.25]","[0, 0, 5.45320197044335, 1.5517241379310345, 1.9454545454545455, 5.413333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[0, 0, 4.9655172413793105, 1.5724137931034483, 2.2545454545454544, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.428870292887029, 1.0857740585774058, 4.928571428571429, 6.373333333333334]"
125,2019-09-03,20190903HTHH0,"[0, 0, 3.8571428571428568, 1.3571428571428572, 1.2142857142857142, 0.6086956521739131]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.33695652173913, 1.9891304347826086, 1.5625, 3.4074074074074074]","[0, 0, 4.090909090909091, 1.4772727272727273, 1.4615384615384615, 0.9166666666666666]","[0, 1, 1.7112676056338028, 0.8028169014084506, 5.0, 1.1544715447154472]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.5, 1.0625, 4.0, 1.0212765957446808]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6580645161290324, 1.1612903225806452, 2.5789473684210527, 1.0763888888888888]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.014285714285714, 1.7142857142857144, 1.7307692307692308, 0.8974358974358974]","[0, 0, 5.426470588235294, 1.5588235294117647, 0.8679245283018868, 4.25]","[0, 0, 5.45320197044335, 1.5517241379310345, 1.9454545454545455, 5.413333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[0, 0, 4.9655172413793105, 1.5724137931034483, 2.2545454545454544, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4048582995951415, 1.111336032388664, 4.46875, 6.333333333333333]"
126,2019-09-04,20190904HTHH0,"[0, 0, 3.8571428571428568, 1.3571428571428572, 1.2142857142857142, 0.6086956521739131]","[0, 0, 7.69626168224299, 1.7943925233644862, 1.5666666666666667, 4.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 7.33695652173913, 1.9891304347826086, 1.5625, 3.4074074074074074]","[0, 0, 4.090909090909091, 1.4772727272727273, 1.4615384615384615, 0.9166666666666666]","[0, 0, 1.7112676056338028, 0.8028169014084506, 5.0, 1.1544715447154472]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.954128440366973, 1.6513761467889907, 2.235294117647059, 1.345679012345679]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.4693877551020407, 1.0408163265306123, 4.1, 1.0208333333333333]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.3157894736842106, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5886075949367084, 1.1582278481012658, 2.736842105263158, 1.074829931972789]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.014285714285714, 1.7142857142857144, 1.7307692307692308, 0.8974358974358974]","[0, 0, 5.426470588235294, 1.5588235294117647, 0.8679245283018868, 4.25]","[0, 0, 5.45320197044335, 1.5517241379310345, 1.9454545454545455, 5.413333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 10.6875, 2.125, 0.7333333333333333, 1.6]","[1, 0, 5.006622516556291, 1.576158940397351, 2.245614035087719, 5.8076923076923075]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4048582995951415, 1.111336032388664, 4.46875, 6.333333333333333]"
