,date,game_key,임기준,홍건희,한승혁,박지훈,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,강이준,유승철,박진태,김승범,하준영,김기훈,터너,홍원빈,장지수,양승철,윌랜드,윤석민,김세현,박경태,양현종
48,2019-05-22,20190522LTHT0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[1, 0, 6.252631578947368, 1.6421052631578947, 0.8823529411764706, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.3181818181818181, 1.6666666666666667, 0.8461538461538461]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 1, 8.560975609756097, 2.1951219512195124, 1.4, 0.9761904761904762]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.4210526315789473, 1.0526315789473684, 4.0, 1.0555555555555556]","[0, 0, 6.612244897959184, 2.142857142857143, 0.9230769230769231, 1.0208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.511627906976744, 0.8372093023255813, 5.666666666666667, 1.1944444444444444]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2033898305084745, 1.7796610169491525, 1.8181818181818181, 0.9365079365079365]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 6.171428571428571, 1.7142857142857144, 2.1176470588235294, 5.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.21875, 0.6666666666666666, 1.3333333333333333]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.4, 1.6312499999999999, 2.0476190476190474, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.364238410596026, 1.5496688741721854, 4.9, 5.592592592592593]"
49,2019-05-23,20190523LTHT0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[0, 0, 6.252631578947368, 1.6421052631578947, 0.8823529411764706, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3181818181818181, 1.6666666666666667, 0.8461538461538461]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 8.560975609756097, 2.1951219512195124, 1.4, 0.9761904761904762]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.35, 1.0, 4.5, 1.0526315789473684]","[0, 0, 6.612244897959184, 2.142857142857143, 0.9230769230769231, 1.0208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 0.8372093023255813, 5.666666666666667, 1.1944444444444444]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8636363636363638, 1.6363636363636365, 2.0, 1.0]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[1, 0, 5.366459627329192, 1.5465838509316772, 2.5294117647058822, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.21875, 0.6666666666666666, 1.3333333333333333]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.4, 1.6312499999999999, 2.0476190476190474, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.364238410596026, 1.5496688741721854, 4.9, 5.592592592592593]"
50,2019-05-24,20190524KTHT0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[0, 0, 6.252631578947368, 1.6421052631578947, 0.8823529411764706, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 1, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 0.0, 1.0, 1.0, 2.0]","[0, 1, 7.9772727272727275, 2.1136363636363638, 1.6, 0.9777777777777777]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.35, 1.0, 4.5, 1.0526315789473684]","[0, 1, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 0.8372093023255813, 5.666666666666667, 1.1944444444444444]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 1.6363636363636365, 2.0, 1.0]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 5.366459627329192, 1.5465838509316772, 2.5294117647058822, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.21875, 0.6666666666666666, 1.3333333333333333]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.4, 1.6312499999999999, 2.0476190476190474, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.364238410596026, 1.5496688741721854, 4.9, 5.592592592592593]"
51,2019-05-25,20190525KTHT0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[0, 0, 6.252631578947368, 1.6421052631578947, 0.8823529411764706, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0, 1.0, 2.0]","[0, 0, 7.9772727272727275, 2.1136363636363638, 1.6, 0.9777777777777777]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.35, 1.0, 4.5, 1.0526315789473684]","[0, 0, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 0.8372093023255813, 5.666666666666667, 1.1944444444444444]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 1.6363636363636365, 2.0, 1.0]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 5.366459627329192, 1.5465838509316772, 2.5294117647058822, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.105263157894737, 1.0, 1.4074074074074074]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.4, 1.6312499999999999, 2.0476190476190474, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.709302325581396, 1.4127906976744184, 5.6, 5.733333333333333]"
52,2019-05-26,20190526KTHT0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[0, 0, 6.252631578947368, 1.6421052631578947, 0.8823529411764706, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 1, 0.0, 0.5, 1, 1.0]","[0, 0, 0.0, 1.0, 1.0, 2.0]","[0, 1, 7.468085106382979, 2.1063829787234045, 1.7, 0.9791666666666666]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.35, 1.0, 4.5, 1.0526315789473684]","[0, 0, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 0.8372093023255813, 5.666666666666667, 1.1944444444444444]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 1.6363636363636365, 2.0, 1.0]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 5.366459627329192, 1.5465838509316772, 2.5294117647058822, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[1, 0, 5.965116279069767, 1.7093023255813953, 2.090909090909091, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.4127906976744184, 5.6, 5.733333333333333]"
53,2019-05-28,20190528HTHH0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[1, 0, 6.381818181818182, 1.690909090909091, 0.9473684210526315, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 0, 0.0, 0.5, 1, 1.0]","[0, 0, 0.0, 1.0, 1.0, 2.0]","[0, 0, 7.468085106382979, 2.1063829787234045, 1.7, 0.9791666666666666]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.35, 1.0, 4.5, 1.0526315789473684]","[0, 0, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7551020408163267, 0.7959183673469389, 7.0, 1.2564102564102564]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.5857142857142859, 2.0833333333333335, 1.0144927536231882]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 5.366459627329192, 1.5465838509316772, 2.5294117647058822, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.090909090909091, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.4127906976744184, 5.6, 5.733333333333333]"
54,2019-05-29,20190529HTHH0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[0, 0, 6.381818181818182, 1.690909090909091, 0.9473684210526315, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 0, 0.0, 0.5, 1, 1.0]","[0, 0, 0.0, 1.0, 1.0, 2.0]","[0, 0, 7.468085106382979, 2.1063829787234045, 1.7, 0.9791666666666666]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.35, 1.0, 4.5, 1.0526315789473684]","[0, 0, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7551020408163267, 0.7959183673469389, 7.0, 1.2564102564102564]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5857142857142859, 2.0833333333333335, 1.0144927536231882]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[1, 0, 4.977653631284916, 1.4916201117318437, 2.473684210526316, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.090909090909091, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.4127906976744184, 5.6, 5.733333333333333]"
55,2019-05-30,20190530HTHH0,"[0, 0, 4.821428571428571, 1.607142857142857, 0.7142857142857143, 0.5833333333333334]","[0, 0, 6.381818181818182, 1.690909090909091, 0.9473684210526315, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.375, 1.8333333333333333, 0.8571428571428571]","[0, 0, 0.0, 0.5, 1, 1.0]","[1, 0, 3.2399999999999998, 1.68, 0.8333333333333334, 2.777777777777778]","[0, 0, 7.468085106382979, 2.1063829787234045, 1.7, 0.9791666666666666]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.2857142857142856, 0.9523809523809523, 5.0, 1.05]","[0, 0, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5961538461538463, 0.8076923076923077, 7.0, 1.238095238095238]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5890410958904106, 1.6027397260273974, 1.9285714285714286, 1.0138888888888888]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.977653631284916, 1.4916201117318437, 2.473684210526316, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.090909090909091, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.4127906976744184, 5.6, 5.733333333333333]"
56,2019-05-31,20190531WOHT0,"[0, 1, 5.785714285714286, 1.607142857142857, 0.7142857142857143, 0.5490196078431373]","[0, 0, 6.381818181818182, 1.690909090909091, 0.9473684210526315, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.375, 1.8333333333333333, 0.8571428571428571]","[0, 1, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 3.2399999999999998, 1.68, 0.8333333333333334, 2.777777777777778]","[0, 0, 7.468085106382979, 2.1063829787234045, 1.7, 0.9791666666666666]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.2272727272727273, 0.9545454545454546, 5.25, 1.0476190476190477]","[0, 0, 6.88235294117647, 2.1176470588235294, 0.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.8181818181818182, 7.0, 1.222222222222222]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5890410958904106, 1.6027397260273974, 1.9285714285714286, 1.0138888888888888]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.977653631284916, 1.4916201117318437, 2.473684210526316, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.965116279069767, 1.7093023255813953, 2.090909090909091, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.13265306122449, 1.3316326530612246, 5.416666666666667, 5.939393939393939]"
57,2019-06-01,20190601WOHT0,"[0, 0, 5.785714285714286, 1.607142857142857, 0.7142857142857143, 0.5490196078431373]","[0, 0, 6.381818181818182, 1.690909090909091, 0.9473684210526315, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.375, 1.8333333333333333, 0.8571428571428571]","[0, 1, 0.0, 0.8999999999999999, 2, 0.8333333333333334]","[0, 0, 3.2399999999999998, 1.68, 0.8333333333333334, 2.777777777777778]","[0, 1, 7.0200000000000005, 2.1599999999999997, 1.5454545454545454, 0.9803921568627452]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.2272727272727273, 0.9545454545454546, 5.25, 1.0476190476190477]","[0, 1, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 7.0, 1.222222222222222]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.958904109589041, 1.726027397260274, 1.9285714285714286, 0.9733333333333333]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.977653631284916, 1.4916201117318437, 2.473684210526316, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[1, 0, 5.542105263157895, 1.6894736842105262, 2.125, 5.757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.13265306122449, 1.3316326530612246, 5.416666666666667, 5.939393939393939]"
58,2019-06-02,20190602WOHT0,"[0, 1, 5.4, 1.5, 0.7142857142857143, 0.5555555555555556]","[1, 0, 5.90625, 1.6875, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4615384615384612, 1.2692307692307692, 2.0, 0.896551724137931]","[0, 1, 0.0, 0.8181818181818182, 2, 0.7333333333333333]","[0, 0, 3.2399999999999998, 1.68, 0.8333333333333334, 2.777777777777778]","[0, 1, 6.622641509433962, 2.094339622641509, 1.6363636363636365, 0.9814814814814815]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.2272727272727273, 0.9545454545454546, 5.25, 1.0476190476190477]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 7.0, 1.222222222222222]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.726027397260274, 1.9285714285714286, 0.9733333333333333]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.977653631284916, 1.4916201117318437, 2.473684210526316, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.542105263157895, 1.6894736842105262, 2.125, 5.757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.13265306122449, 1.3316326530612246, 5.416666666666667, 5.939393939393939]"
59,2019-06-04,20190604OBHT0,"[0, 1, 4.909090909090909, 1.3636363636363635, 0.8571428571428571, 0.5789473684210527]","[0, 0, 5.90625, 1.6875, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.2692307692307692, 2.0, 0.896551724137931]","[0, 1, 0.0, 0.5294117647058824, 4, 0.9444444444444445]","[0, 0, 3.2399999999999998, 1.68, 0.8333333333333334, 2.777777777777778]","[0, 1, 6.267857142857143, 2.0357142857142856, 1.8181818181818181, 0.9824561403508772]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.2272727272727273, 0.9545454545454546, 5.25, 1.0476190476190477]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 7.0, 1.222222222222222]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8800000000000003, 1.76, 1.75, 0.9615384615384616]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[1, 0, 4.456310679611651, 1.3834951456310678, 2.85, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.542105263157895, 1.6894736842105262, 2.125, 5.757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.13265306122449, 1.3316326530612246, 5.416666666666667, 5.939393939393939]"
60,2019-06-05,20190605OBHT0,"[0, 0, 4.909090909090909, 1.3636363636363635, 0.8571428571428571, 0.5789473684210527]","[0, 0, 5.90625, 1.6875, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7125000000000004, 1.3125, 2.0, 0.888888888888889]","[0, 0, 0.0, 0.5294117647058824, 4, 0.9444444444444445]","[1, 0, 2.7, 1.3499999999999999, 1.25, 3.3333333333333335]","[0, 0, 6.267857142857143, 2.0357142857142856, 1.8181818181818181, 0.9824561403508772]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.1739130434782608, 0.9565217391304348, 5.75, 1.0454545454545454]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.327586206896552, 0.8275862068965518, 5.5, 1.2083333333333333]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.456310679611651, 1.3834951456310678, 2.85, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.542105263157895, 1.6894736842105262, 2.125, 5.757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.13265306122449, 1.3316326530612246, 5.416666666666667, 5.939393939393939]"
