,date,game_key,이현호,강동연,박정준,윤명준,변진수,이동원,이형범,함덕주,박종기,윤수호,린드블럼,유재유,이영하,최원준,박치국,김민규,후랭코프,박신지,김호준,전창민,이교훈,이재민,배영수,권혁,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,유희관,허준혁
10,2019-04-04,20190404KTOB0,"[0, 0, 7.7142857142857135, 2.142857142857143, 1, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.3846153846153848, 1.0, 0.7222222222222222]","[0, 1, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.131578947368421, 1.5, 6.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 5.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.5, 0.8333333333333334]","[0, 1, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.0, 1.1666666666666667, 3.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.8571428571428571, 4.0, 7.0]","[0, 0, 0, 0, 0, 0]"
11,2019-04-05,20190405NCOB0,"[0, 1, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.3846153846153848, 1.0, 0.7222222222222222]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.5, 6.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 5.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.5, 0.8333333333333334]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 2.25, 1.0, 3.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.8571428571428571, 4.0, 7.0]","[0, 0, 0, 0, 0, 0]"
12,2019-04-06,20190406NCOB0,"[0, 0, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.6, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.3846153846153848, 1.0, 0.7222222222222222]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.5, 6.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 0.9473684210526316, 5.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.3, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.6363636363636365, 1.5, 0.7333333333333333]","[0, 1, 27.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 2.25, 1.0, 3.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.8571428571428571, 4.0, 7.0]","[0, 0, 0, 0, 0, 0]"
13,2019-04-07,20190407NCOB0,"[0, 0, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.4117647058823528, 3.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.4, 1.5, 0.7142857142857143]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.5, 6.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9473684210526316, 5.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2857142857142856, 1.5, 0.7777777777777778]","[0, 0, 27.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 2.25, 1.0, 3.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3846153846153846, 0.7692307692307693, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]"
14,2019-04-10,20190410OBLT0,"[0, 0, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.4285714285714286, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.3499999999999999, 1.5, 0.8333333333333334]","[0, 1, 2.7, 1.65, 1.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3728813559322035, 1.0677966101694916, 9.5, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.2272727272727273, 5.0, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1.5, 0.7777777777777778]","[0, 1, 27.0, 7.5, 0.0, 0.2222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 2.25, 1.0, 3.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 0.7692307692307693, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]"
15,2019-04-11,20190411OBLT0,"[0, 0, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.4285714285714286, 1.5, 0.7777777777777778]","[0, 1, 2.25, 1.375, 1.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3728813559322035, 1.0677966101694916, 9.5, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 5.0, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3, 2.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.588235294117647, 1.0, 0.8095238095238095]","[0, 0, 27.0, 7.5, 0.0, 0.2222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 0.7692307692307693, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]"
16,2019-04-12,20190412OBLG0,"[0, 0, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 1.5, 0.7777777777777778]","[0, 0, 2.25, 1.375, 1.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3728813559322035, 1.0677966101694916, 9.5, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 5.0, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.408163265306122, 1.2244897959183674, 2.6666666666666665, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 0.4, 0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.736842105263158, 1.0, 0.7916666666666666]","[0, 1, 27.0, 7.5, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 0.7692307692307693, 3.5, 6.5]","[0, 0, 0, 0, 0, 0]"
17,2019-04-13,20190413OBLG0,"[0, 0, 5.4, 2.4, 0.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.375, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.375, 1.5, 0.8]","[0, 0, 2.25, 1.375, 1.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3728813559322035, 1.0677966101694916, 9.5, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 0.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.1739130434782608, 6.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.6666666666666665, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.3333333333333333, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 1.5, 1.0, 0.8148148148148148]","[0, 1, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5, 1.0, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]"
18,2019-04-14,20190414OBLG0,"[0, 1, 4.153846153846154, 1.8461538461538463, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.375, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.375, 1.5, 0.8]","[0, 0, 2.25, 1.375, 1.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3728813559322035, 1.0677966101694916, 9.5, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.5, 0.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.1739130434782608, 6.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.6666666666666665, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.3333333333333333, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.5, 1.0, 0.8148148148148148]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5, 1.0, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]"
19,2019-04-16,20190416SKOB0,"[0, 0, 4.153846153846154, 1.8461538461538463, 0.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.375, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.375, 1.5, 0.8]","[0, 1, 2.16, 1.3199999999999998, 1.75, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4025974025974026, 1.051948051948052, 6.25, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 0.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.153846153846154, 6.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.6666666666666665, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.3333333333333333, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.5, 1.0, 0.8148148148148148]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5, 1.0, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]"
20,2019-04-17,20190417SKOB0,"[0, 1, 3.375, 1.5, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 1.5599999999999998, 2.25, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.375, 1.5, 0.8]","[0, 0, 2.16, 1.3199999999999998, 1.75, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4025974025974026, 1.051948051948052, 6.25, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 0.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 6.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.6666666666666665, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 0.31578947368421056, 0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.5, 1.0, 0.8148148148148148]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 0.8333333333333334]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 2.5, 1.0, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]"
21,2019-04-18,20190418SKOB0,"[0, 0, 3.375, 1.5, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.5599999999999998, 2.25, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.3846153846153848, 1.5, 0.7878787878787878]","[0, 0, 2.16, 1.3199999999999998, 1.75, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4025974025974026, 1.051948051948052, 6.25, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 0.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 6.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.640625, 1.40625, 2.857142857142857, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.31578947368421056, 0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 1.5, 1.0, 0.8]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 2, 1.0]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5, 1.0, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]"
22,2019-04-19,20190419OBHT0,"[0, 0, 3.375, 1.5, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.5, 2.25, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.2413793103448276, 1.5, 0.8055555555555555]","[0, 1, 1.8620689655172413, 1.1379310344827587, 1.75, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4025974025974026, 1.051948051948052, 6.25, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 0.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.3928571428571428, 6.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.640625, 1.40625, 2.857142857142857, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.31578947368421056, 0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.5, 1.0, 0.8]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.573529411764706, 1.2352941176470587, 4.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]"
23,2019-04-20,20190420OBHT0,"[0, 1, 2.8421052631578947, 1.2631578947368423, 1.5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.5, 2.25, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.2413793103448276, 1.5, 0.8055555555555555]","[0, 0, 1.8620689655172413, 1.1379310344827587, 1.75, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4025974025974026, 1.051948051948052, 6.25, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8, 1.2, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.3928571428571428, 6.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.640625, 1.40625, 2.857142857142857, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.31578947368421056, 0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0, 1.4444444444444444, 1.2, 0.8181818181818182]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.2352941176470587, 4.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]"
24,2019-04-21,20190421OBHT0,"[0, 0, 2.8421052631578947, 1.2631578947368423, 1.5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.6551724137931036, 1.8, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.2413793103448276, 1.5, 0.8055555555555555]","[0, 0, 1.8620689655172413, 1.1379310344827587, 1.75, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.653061224489796, 0.979591836734694, 7.75, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.225806451612903, 1.2580645161290323, 7.0, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.640625, 1.40625, 2.857142857142857, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.5454545454545455, 0.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0, 1.4444444444444444, 1.2, 0.8181818181818182]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.5, 1.3125, 3.3333333333333335, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.2352941176470587, 4.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]"
