,date,game_key,문성현,양현,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,이상민,이영준,하영민,최원태,임규빈,김선기,서의태,이찬석,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,이보근,김상수
10,2019-04-04,20190404WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.4736842105263158, 5.0, 1.5833333333333333]","[0, 0, 6.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 1, 0.0, 1.0714285714285714, 8.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.2857142857142858, 2.0, 7.0]","[0, 0, 0.0, 0.42857142857142855, 1, 0.7777777777777778]","[0, 0, 7.2, 2.2, 0.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.0588235294117647, 4.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 27.0, 3.6666666666666665, 0.3333333333333333, 0.75]","[0, 1, 4.5, 1.5, 5, 0.8]"
11,2019-04-05,20190405WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.4736842105263158, 5.0, 1.5833333333333333]","[0, 0, 6.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0714285714285714, 8.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.2857142857142858, 2.0, 7.0]","[0, 1, 3.375, 1.125, 1.0, 0.6666666666666666]","[0, 0, 7.2, 2.2, 0.4, 5.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 0.7714285714285715, 3.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 3.0, 0.0, 0.6666666666666666]","[0, 1, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 4.5, 1.5, 5, 0.8]"
12,2019-04-06,20190406WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 0.4736842105263158, 5.0, 1.5833333333333333]","[0, 0, 6.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0714285714285714, 8.0, 1.1666666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.8181818181818182, 0.6363636363636364, 5.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.2857142857142858, 2.0, 7.0]","[0, 0, 3.375, 1.125, 1.0, 0.6666666666666666]","[0, 0, 7.2, 2.2, 0.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.7714285714285715, 3.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 0.0, 0.6666666666666666]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 4.5, 1.5, 5, 0.8]"
13,2019-04-09,20190409KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.4736842105263158, 5.0, 1.5833333333333333]","[0, 1, 8.1, 2.6999999999999997, 1.0, 0.6666666666666667]","[0, 1, 5.4, 1.7999999999999998, 0, 0.8333333333333334]","[0, 1, 0.0, 0.9473684210526316, 4.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.6363636363636364, 5.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4615384615384612, 1.3076923076923077, 2.25, 6.5]","[0, 0, 3.375, 1.125, 1.0, 0.6666666666666666]","[0, 0, 7.2, 2.2, 0.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.7714285714285715, 3.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.142857142857143, 0.3333333333333333, 0.7777777777777778]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 4.5, 1.5, 5, 0.8]"
14,2019-04-10,20190410KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.4736842105263158, 5.0, 1.5833333333333333]","[0, 1, 6.230769230769231, 2.076923076923077, 2.0, 0.7222222222222222]","[0, 0, 5.4, 1.7999999999999998, 0, 0.8333333333333334]","[0, 1, 0.0, 0.8999999999999999, 4.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.6363636363636364, 5.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 2.25, 6.5]","[0, 0, 3.375, 1.125, 1.0, 0.6666666666666666]","[1, 0, 5.5588235294117645, 1.852941176470588, 2.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.7714285714285715, 3.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.3333333333333333, 0.7777777777777778]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 6.230769230769231, 2.076923076923077, 3.0, 0.7222222222222222]"
15,2019-04-11,20190411KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 0.5, 2, 2.0]","[1, 0, 2.16, 0.84, 3.0, 1.6666666666666667]","[0, 0, 6.230769230769231, 2.076923076923077, 2.0, 0.7222222222222222]","[0, 1, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 0.8999999999999999, 4.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.6363636363636364, 5.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 2.25, 6.5]","[0, 1, 2.4545454545454546, 1.090909090909091, 1.0, 0.7333333333333333]","[0, 0, 5.5588235294117645, 1.852941176470588, 2.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.7714285714285715, 3.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.3333333333333333, 0.7777777777777778]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 6.230769230769231, 2.076923076923077, 3.0, 0.7222222222222222]"
16,2019-04-12,20190412HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 0.5, 2, 2.0]","[0, 0, 2.16, 0.84, 3.0, 1.6666666666666667]","[0, 0, 6.230769230769231, 2.076923076923077, 2.0, 0.7222222222222222]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 0.0, 1.125, 3.3333333333333335, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.6363636363636364, 5.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 2.25, 6.5]","[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.7333333333333333]","[0, 0, 5.5588235294117645, 1.852941176470588, 2.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0754716981132075, 1.0188679245283019, 3.75, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.3333333333333333, 0.7777777777777778]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 9.0, 2.4, 4.0, 0.7142857142857143]"
17,2019-04-13,20190413HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.6, 6, 1.6666666666666667]","[0, 0, 2.16, 0.84, 3.0, 1.6666666666666667]","[0, 0, 6.230769230769231, 2.076923076923077, 2.0, 0.7222222222222222]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 0.0, 1.2222222222222223, 3.3333333333333335, 1.125]","[0, 1, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.25, 1.0625, 3.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 2.25, 6.5]","[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.7333333333333333]","[0, 0, 5.5588235294117645, 1.852941176470588, 2.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.0188679245283019, 3.75, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.3333333333333333, 0.7777777777777778]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 9.0, 2.4, 4.0, 0.7142857142857143]"
18,2019-04-14,20190414HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.6923076923076924, 7, 1.4444444444444444]","[0, 0, 2.16, 0.84, 3.0, 1.6666666666666667]","[0, 1, 5.785714285714286, 1.9285714285714284, 2.0, 0.6666666666666667]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.2222222222222223, 3.3333333333333335, 1.125]","[0, 0, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0625, 3.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.789473684210526, 1.263157894736842, 2.1666666666666665, 6.333333333333333]","[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.7333333333333333]","[0, 0, 5.5588235294117645, 1.852941176470588, 2.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.0188679245283019, 3.75, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.1, 0.6666666666666666, 0.8333333333333334]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 9.0, 2.4, 4.0, 0.7142857142857143]"
19,2019-04-16,20190416WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 7, 1.4444444444444444]","[0, 0, 2.16, 0.84, 3.0, 1.6666666666666667]","[0, 0, 5.785714285714286, 1.9285714285714284, 2.0, 0.6666666666666667]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 0.0, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0625, 3.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.263157894736842, 2.1666666666666665, 6.333333333333333]","[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.7333333333333333]","[1, 0, 3.5, 1.4444444444444444, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.0188679245283019, 3.75, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 0.6666666666666666, 0.8333333333333334]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 7.5, 2.0, 5.0, 0.75]"
20,2019-04-17,20190417WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076924, 7, 1.4444444444444444]","[1, 0, 5.684210526315789, 1.3421052631578947, 2.25, 2.111111111111111]","[0, 1, 4.05, 1.65, 3.5, 0.8333333333333334]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 0.0, 1.1470588235294117, 4.666666666666667, 1.1333333333333333]","[0, 0, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0625, 3.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.263157894736842, 2.1666666666666665, 6.333333333333333]","[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.7333333333333333]","[0, 0, 3.5, 1.4444444444444444, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.0188679245283019, 3.75, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 0.6666666666666666, 0.8333333333333334]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 7.5, 2.0, 5.0, 0.75]"
21,2019-04-18,20190418WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 0.8, 7.0, 1.25]","[0, 0, 5.684210526315789, 1.3421052631578947, 2.25, 2.111111111111111]","[0, 1, 3.5217391304347827, 1.434782608695652, 5.0, 0.8518518518518519]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.1470588235294117, 4.666666666666667, 1.1333333333333333]","[0, 0, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0625, 3.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.263157894736842, 2.1666666666666665, 6.333333333333333]","[0, 1, 1.5, 0.6666666666666666, 4.0, 1.0]","[0, 0, 3.5, 1.4444444444444444, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.013513513513514, 1.054054054054054, 4.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 0.6666666666666666, 0.8333333333333334]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 6.75, 2.25, 3.3333333333333335, 0.7407407407407408]"
22,2019-04-19,20190419WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.8, 7.0, 1.25]","[0, 0, 5.684210526315789, 1.3421052631578947, 2.25, 2.111111111111111]","[0, 0, 3.5217391304347827, 1.434782608695652, 5.0, 0.8518518518518519]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.1470588235294117, 4.666666666666667, 1.1333333333333333]","[0, 1, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.2, 0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6363636363636365, 1.0909090909090908, 2.7142857142857144, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.263157894736842, 2.1666666666666665, 6.333333333333333]","[0, 0, 1.5, 0.6666666666666666, 4.0, 1.0]","[0, 0, 3.5, 1.4444444444444444, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.054054054054054, 4.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 2.7272727272727275, 0.6666666666666666, 0.7333333333333333]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 6.75, 2.25, 3.3333333333333335, 0.7407407407407408]"
23,2019-04-20,20190420WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.1666666666666667, 3.5, 1.2]","[0, 0, 5.684210526315789, 1.3421052631578947, 2.25, 2.111111111111111]","[0, 1, 4.153846153846154, 1.6153846153846154, 2.75, 0.8666666666666666]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.1470588235294117, 4.666666666666667, 1.1333333333333333]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6363636363636365, 1.0909090909090908, 2.7142857142857144, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.78125, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4615384615384612, 1.2692307692307692, 2.5555555555555554, 6.5]","[0, 1, 1.2272727272727273, 0.6818181818181819, 6.0, 1.0476190476190477]","[0, 0, 3.5, 1.4444444444444444, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.054054054054054, 4.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 2.7272727272727275, 0.6666666666666666, 0.7333333333333333]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 6.75, 2.25, 3.3333333333333335, 0.7407407407407408]"
24,2019-04-21,20190421WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1666666666666667, 3.5, 1.2]","[0, 1, 5.033898305084746, 1.2203389830508473, 1.8571428571428572, 2.8095238095238098]","[0, 1, 3.6, 1.4, 3.25, 0.9090909090909091]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.1470588235294117, 4.666666666666667, 1.1333333333333333]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.125, 2, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6363636363636365, 1.0909090909090908, 2.7142857142857144, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.170212765957447, 1.4042553191489362, 1.3333333333333333, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.2692307692307692, 2.5555555555555554, 6.5]","[0, 1, 1.125, 0.75, 6.0, 1.0]","[0, 0, 3.5, 1.4444444444444444, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.054054054054054, 4.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 2.7272727272727275, 0.6666666666666666, 0.7333333333333333]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 5.625, 2.25, 3.3333333333333335, 0.8]"
25,2019-04-23,20190423OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.1666666666666667, 3.5, 1.2]","[0, 0, 5.033898305084746, 1.2203389830508473, 1.8571428571428572, 2.8095238095238098]","[0, 0, 3.6, 1.4, 3.25, 0.9090909090909091]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.1470588235294117, 4.666666666666667, 1.1333333333333333]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0, 2, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6363636363636365, 1.0909090909090908, 2.7142857142857144, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.4042553191489362, 1.3333333333333333, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.2692307692307692, 2.5555555555555554, 6.5]","[0, 1, 1.0384615384615385, 0.6923076923076924, 6.0, 0.9629629629629629]","[1, 0, 2.52, 1.16, 2.5, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.054054054054054, 4.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 2.7272727272727275, 0.6666666666666666, 0.7333333333333333]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 5.625, 2.25, 3.3333333333333335, 0.8]"
