,date,game_key,정훈,김동한,허일,김사훈,신본기,김준태,정준혁,조홍석,안중열,배성근,오윤석,강로한,전병우,이찬건,나경민,김민수,나종덕,정보근,한동희,박영완,신용수,고승민,아수아헤,윌슨,이대호,문규현,이병규,민병헌,김문호,채태인,손아섭,전준우,황진수
10,2019-04-04,20190404LTSK0,"[1, 5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.36666666666666664, 0.4411764705882353, 0.4666666666666667, 0.5, 0.23333333333333334, 0.13333333333333333]","[1, 8, 0.047619047619047616, 0.09090909090909091, 0.047619047619047616, 0.0, 0.047619047619047616, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2857142857142857, 0.375, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0, 0.08333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.15151515151515152, 0.2, 0.18181818181818182, 0.14285714285714285, 0.06060606060606061, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.2903225806451613, 0.45, 0.45161290322580644, 0.4, 0.25806451612903225, 0.06451612903225806]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.22857142857142856, 0.3181818181818182, 0.3142857142857143, 0.3076923076923077, 0.02857142857142857, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 2, 0.1724137931034483, 0.3142857142857143, 0.3448275862068966, 0.2222222222222222, 0.034482758620689655, 0.20689655172413793]","[0, -1, 0.3235294117647059, 0.425, 0.4117647058823529, 0.2857142857142857, 0.2647058823529412, 0.23529411764705882]","[1, 3, 0.2926829268292683, 0.3181818181818182, 0.5853658536585366, 0.29411764705882354, 0.12195121951219512, 0.24390243902439024]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2019-04-05,20190405HHLT0,"[1, 1, 0.125, 0.2222222222222222, 0.125, 0.0, 0.25, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.37142857142857144, 0.4358974358974359, 0.45714285714285713, 0.4444444444444444, 0.22857142857142856, 0.11428571428571428]","[0, -1, 0.047619047619047616, 0.09090909090909091, 0.047619047619047616, 0.0, 0.047619047619047616, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3, 0.36363636363636365, 0.3, 0.3333333333333333, 0.2, 0.1]","[0, 4, 0, 0, 0, 0, 0, 0]","[1, 5, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.15789473684210525, 0.2, 0.18421052631578946, 0.125, 0.05263157894736842, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.2727272727272727, 0.42857142857142855, 0.42424242424242425, 0.3333333333333333, 0.24242424242424243, 0.06060606060606061]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.25, 0.34, 0.35, 0.3076923076923077, 0.05, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[1, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.1724137931034483, 0.3142857142857143, 0.3448275862068966, 0.2222222222222222, 0.034482758620689655, 0.20689655172413793]","[0, -1, 0.3235294117647059, 0.425, 0.4117647058823529, 0.2857142857142857, 0.2647058823529412, 0.23529411764705882]","[1, 3, 0.3111111111111111, 0.36, 0.6444444444444445, 0.3333333333333333, 0.15555555555555556, 0.26666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2019-04-06,20190406HHLT0,"[1, 1, 0.25, 0.35714285714285715, 0.25, 0.0, 0.25, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.37142857142857144, 0.4358974358974359, 0.45714285714285713, 0.4444444444444444, 0.22857142857142856, 0.11428571428571428]","[1, 8, 0.07692307692307693, 0.1111111111111111, 0.07692307692307693, 0.2, 0.038461538461538464, 0.11538461538461539]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.21428571428571427, 0.3125, 0.21428571428571427, 0.25, 0.21428571428571427, 0.07142857142857142]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.16666666666666666, 0.2, 0.19047619047619047, 0.1, 0.047619047619047616, 0.023809523809523808]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2647058823529412, 0.4186046511627907, 0.4117647058823529, 0.3333333333333333, 0.23529411764705882, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3111111111111111, 0.38181818181818183, 0.4666666666666667, 0.3333333333333333, 0.06666666666666667, 0.28888888888888886]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[1, 2, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.0, 0.0, 0.0]","[0, 5, 0.15625, 0.2894736842105263, 0.3125, 0.2, 0.03125, 0.1875]","[0, 2, 0.3076923076923077, 0.4, 0.38461538461538464, 0.2857142857142857, 0.2564102564102564, 0.20512820512820512]","[1, 3, 0.34, 0.38181818181818183, 0.7, 0.4, 0.18, 0.26]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2019-04-07,20190407HHLT0,"[1, 1, 0.26666666666666666, 0.3888888888888889, 0.26666666666666666, 0.125, 0.26666666666666666, 0.2]","[0, 9, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.37142857142857144, 0.4358974358974359, 0.45714285714285713, 0.4444444444444444, 0.22857142857142856, 0.11428571428571428]","[1, 8, 0.1, 0.12903225806451613, 0.1, 0.2857142857142857, 0.06666666666666667, 0.13333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21428571428571427, 0.3125, 0.21428571428571427, 0.25, 0.21428571428571427, 0.07142857142857142]","[1, 9, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.14285714285714285, 0.3333333333333333, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.1590909090909091, 0.22448979591836735, 0.18181818181818182, 0.09090909090909091, 0.06818181818181818, 0.022727272727272728]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2631578947368421, 0.40425531914893614, 0.39473684210526316, 0.42857142857142855, 0.23684210526315788, 0.07894736842105263]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2916666666666667, 0.38333333333333336, 0.4375, 0.3125, 0.08333333333333333, 0.2708333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[1, 2, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[1, 3, 0.18181818181818182, 0.3076923076923077, 0.36363636363636365, 0.2727272727272727, 0.030303030303030304, 0.24242424242424243]","[0, 9, 0.3076923076923077, 0.41304347826086957, 0.38461538461538464, 0.2857142857142857, 0.28205128205128205, 0.20512820512820512]","[0, -1, 0.34, 0.38181818181818183, 0.7, 0.4, 0.18, 0.26]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2019-04-10,20190410OBLT0,"[0, 5, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.125, 0.2222222222222222, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.3333333333333333, 0.3333333333333333, 1.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.358974358974359, 0.4186046511627907, 0.4358974358974359, 0.36363636363636365, 0.20512820512820512, 0.10256410256410256]","[1, 8, 0.0967741935483871, 0.125, 0.0967741935483871, 0.2857142857142857, 0.06451612903225806, 0.12903225806451613]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21428571428571427, 0.3125, 0.21428571428571427, 0.25, 0.21428571428571427, 0.07142857142857142]","[0, 4, 0.4, 0.4, 0.8, 1.0, 0.4, 0.4]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.125, 0.3, 0.125, 0.0, 0.0, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.17391304347826086, 0.23529411764705882, 0.1956521739130435, 0.09090909090909091, 0.06521739130434782, 0.021739130434782608]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.25, 0.3877551020408163, 0.375, 0.42857142857142855, 0.225, 0.075]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.27450980392156865, 0.36507936507936506, 0.4117647058823529, 0.2777777777777778, 0.0784313725490196, 0.2549019607843137]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[1, 2, 0.29411764705882354, 0.29411764705882354, 0.29411764705882354, 0.0, 0.0, 0.0]","[1, 5, 0.16666666666666666, 0.2857142857142857, 0.3333333333333333, 0.25, 0.027777777777777776, 0.2222222222222222]","[1, 1, 0.3, 0.40425531914893614, 0.375, 0.2857142857142857, 0.275, 0.2]","[1, 3, 0.3333333333333333, 0.3728813559322034, 0.6851851851851852, 0.38095238095238093, 0.18518518518518517, 0.24074074074074073]","[0, -1, 0, 0, 0, 0, 0, 0]"
15,2019-04-11,20190411OBLT0,"[0, 8, 0.2222222222222222, 0.36363636363636365, 0.2222222222222222, 0.125, 0.2222222222222222, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.25, 1.0, 0.0, 0.25, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.32558139534883723, 0.3829787234042553, 0.3953488372093023, 0.3076923076923077, 0.18604651162790697, 0.09302325581395349]","[0, -1, 0.0967741935483871, 0.125, 0.0967741935483871, 0.2857142857142857, 0.06451612903225806, 0.12903225806451613]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.17647058823529413, 0.2631578947368421, 0.17647058823529413, 0.2, 0.17647058823529413, 0.058823529411764705]","[0, 9, 0.4, 0.4, 0.8, 1.0, 0.4, 0.4]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.1111111111111111, 0.2727272727272727, 0.1111111111111111, 0.0, 0.0, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.1836734693877551, 0.2545454545454545, 0.2653061224489796, 0.08333333333333333, 0.08163265306122448, 0.04081632653061224]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.23255813953488372, 0.37735849056603776, 0.3488372093023256, 0.375, 0.20930232558139536, 0.06976744186046512]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2727272727272727, 0.3582089552238806, 0.4, 0.3157894736842105, 0.07272727272727272, 0.23636363636363636]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[1, 2, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.0, 0.0, 0.0]","[1, 5, 0.1794871794871795, 0.28888888888888886, 0.3333333333333333, 0.25, 0.02564102564102564, 0.20512820512820512]","[1, 1, 0.26666666666666666, 0.36538461538461536, 0.3333333333333333, 0.25, 0.24444444444444444, 0.17777777777777778]","[1, 3, 0.3275862068965517, 0.36507936507936506, 0.6551724137931034, 0.36363636363636365, 0.1724137931034483, 0.22413793103448276]","[0, -1, 0, 0, 0, 0, 0, 0]"
16,2019-04-12,20190412LTNC0,"[1, 5, 0.21052631578947367, 0.34782608695652173, 0.21052631578947367, 0.125, 0.21052631578947367, 0.15789473684210525]","[0, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 0.4, 0.4, 1.2, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.32608695652173914, 0.38, 0.391304347826087, 0.2857142857142857, 0.17391304347826086, 0.08695652173913043]","[1, 8, 0.12121212121212122, 0.14705882352941177, 0.12121212121212122, 0.25, 0.06060606060606061, 0.12121212121212122]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2222222222222222, 0.3, 0.2222222222222222, 0.2, 0.16666666666666666, 0.05555555555555555]","[0, -1, 0.4, 0.4, 0.8, 1.0, 0.4, 0.4]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.25, 0.35714285714285715, 0.3333333333333333, 0.0, 0.0, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.18867924528301888, 0.2542372881355932, 0.32075471698113206, 0.08333333333333333, 0.09433962264150944, 0.05660377358490566]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.21739130434782608, 0.35714285714285715, 0.32608695652173914, 0.375, 0.1956521739130435, 0.06521739130434782]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2711864406779661, 0.352112676056338, 0.3898305084745763, 0.3, 0.06779661016949153, 0.22033898305084745]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[0, -1, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.0, 0.0, 0.0]","[0, -1, 0.1794871794871795, 0.28888888888888886, 0.3333333333333333, 0.25, 0.02564102564102564, 0.20512820512820512]","[1, 1, 0.2708333333333333, 0.38596491228070173, 0.3333333333333333, 0.23529411764705882, 0.22916666666666666, 0.16666666666666666]","[1, 3, 0.3387096774193548, 0.373134328358209, 0.6451612903225806, 0.375, 0.16129032258064516, 0.20967741935483872]","[0, -1, 0, 0, 0, 0, 0, 0]"
17,2019-04-13,20190413LTNC0,"[1, 2, 0.21739130434782608, 0.3333333333333333, 0.21739130434782608, 0.125, 0.17391304347826086, 0.13043478260869565]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.4, 0.4, 1.2, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3469387755102041, 0.39622641509433965, 0.40816326530612246, 0.2857142857142857, 0.16326530612244897, 0.08163265306122448]","[1, 8, 0.16666666666666666, 0.1891891891891892, 0.16666666666666666, 0.2222222222222222, 0.08333333333333333, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.3, 0.2222222222222222, 0.2, 0.16666666666666666, 0.05555555555555555]","[0, -1, 0.4, 0.4, 0.8, 1.0, 0.4, 0.4]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.35714285714285715, 0.3333333333333333, 0.0, 0.0, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.19642857142857142, 0.2698412698412698, 0.32142857142857145, 0.08333333333333333, 0.08928571428571429, 0.05357142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21739130434782608, 0.35714285714285715, 0.32608695652173914, 0.375, 0.1956521739130435, 0.06521739130434782]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2698412698412698, 0.3466666666666667, 0.38095238095238093, 0.3, 0.06349206349206349, 0.20634920634920634]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[0, -1, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.0, 0.0, 0.0]","[1, 5, 0.16279069767441862, 0.2653061224489796, 0.3023255813953488, 0.23076923076923078, 0.023255813953488372, 0.18604651162790697]","[1, 1, 0.25, 0.36065573770491804, 0.3076923076923077, 0.2222222222222222, 0.21153846153846154, 0.17307692307692307]","[1, 3, 0.3181818181818182, 0.352112676056338, 0.6060606060606061, 0.36, 0.15151515151515152, 0.19696969696969696]","[0, -1, 0, 0, 0, 0, 0, 0]"
18,2019-04-14,20190414LTNC0,"[1, 1, 0.2857142857142857, 0.375, 0.39285714285714285, 0.2222222222222222, 0.17857142857142858, 0.21428571428571427]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.4, 0.4, 1.2, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.33962264150943394, 0.38596491228070173, 0.39622641509433965, 0.26666666666666666, 0.16981132075471697, 0.07547169811320754]","[0, 8, 0.15384615384615385, 0.1951219512195122, 0.15384615384615385, 0.2, 0.10256410256410256, 0.10256410256410256]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.22727272727272727, 0.2916666666666667, 0.22727272727272727, 0.14285714285714285, 0.13636363636363635, 0.045454545454545456]","[0, 9, 0.4, 0.4, 0.8, 1.0, 0.4, 0.4]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.25, 0.35714285714285715, 0.3333333333333333, 0.0, 0.0, 0.08333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2, 0.26865671641791045, 0.31666666666666665, 0.07692307692307693, 0.08333333333333333, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.2, 0.3333333333333333, 0.3, 0.3333333333333333, 0.18, 0.06]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.26865671641791045, 0.34177215189873417, 0.373134328358209, 0.2857142857142857, 0.05970149253731343, 0.19402985074626866]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[0, 8, 0.24, 0.24, 0.28, 0.0, 0.0, 0.0]","[1, 5, 0.17391304347826086, 0.2830188679245283, 0.30434782608695654, 0.23076923076923078, 0.021739130434782608, 0.17391304347826086]","[1, 2, 0.24561403508771928, 0.3484848484848485, 0.2982456140350877, 0.21052631578947367, 0.21052631578947367, 0.15789473684210525]","[1, 3, 0.32857142857142857, 0.3684210526315789, 0.6428571428571429, 0.36, 0.15714285714285714, 0.21428571428571427]","[0, -1, 0, 0, 0, 0, 0, 0]"
19,2019-04-16,20190416HTLT0,"[1, 7, 0.2727272727272727, 0.35135135135135137, 0.36363636363636365, 0.2, 0.15151515151515152, 0.18181818181818182]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.4, 0.4, 1.2, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.32142857142857145, 0.36666666666666664, 0.375, 0.25, 0.16071428571428573, 0.07142857142857142]","[1, 8, 0.15, 0.19047619047619047, 0.15, 0.18181818181818182, 0.1, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.23076923076923078, 0.2857142857142857, 0.23076923076923078, 0.2222222222222222, 0.11538461538461539, 0.038461538461538464]","[0, -1, 0.4, 0.4, 0.8, 1.0, 0.4, 0.4]","[0, -1, 0.13333333333333333, 0.13333333333333333, 0.2, 0.0, 0.06666666666666667, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.21428571428571427, 0.3125, 0.2857142857142857, 0.0, 0.0, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.234375, 0.29577464788732394, 0.34375, 0.07142857142857142, 0.09375, 0.046875]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.20754716981132076, 0.3333333333333333, 0.3018867924528302, 0.3333333333333333, 0.16981132075471697, 0.05660377358490566]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.2676056338028169, 0.3373493975903614, 0.36619718309859156, 0.2608695652173913, 0.056338028169014086, 0.18309859154929578]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.4523809523809524, 0.4782608695652174, 0.5952380952380952, 0.2222222222222222, 0.23809523809523808, 0.09523809523809523]","[0, -1, 0.24, 0.24, 0.28, 0.0, 0.0, 0.0]","[0, -1, 0.17391304347826086, 0.2830188679245283, 0.30434782608695654, 0.23076923076923078, 0.021739130434782608, 0.17391304347826086]","[1, 3, 0.2459016393442623, 0.34285714285714286, 0.29508196721311475, 0.21052631578947367, 0.19672131147540983, 0.14754098360655737]","[1, 1, 0.32432432432432434, 0.3625, 0.6351351351351351, 0.34615384615384615, 0.14864864864864866, 0.20270270270270271]","[0, -1, 0, 0, 0, 0, 0, 0]"
