,date,game_key,박종훈,서진용,최진호,정영일,신동훈,소사,문승원,조영우,이승진,박민호,김택형,이재관,이케빈,김주한,이원준,산체스,김정우,조성훈,하재훈,백승건,최재성,채병용,정재원,윤희상,신재웅,박정배,박희수,김광현,백청훈,강지광,김태훈
60,2019-06-05,20190605SKWO0,"[0, 0, 3.335294117647059, 1.5, 2.1052631578947367, 5.151515151515151]","[0, 1, 3.453488372093023, 1.3604651162790697, 3.3636363636363638, 0.924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.5, 1.125, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8310810810810807, 1.1756756756756757, 3.9, 6.166666666666667]","[0, 0, 16.875, 3.375, 1.0, 1.3333333333333333]","[1, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 2.025, 1.5, 0.6, 0.9523809523809524]","[0, 0, 5.60377358490566, 1.9245283018867922, 1.3529411764705883, 0.9298245614035089]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8349514563106795, 1.0631067961165048, 3.9375, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2413793103448276, 1.0, 2.5384615384615383, 0.9666666666666667]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 2.929245283018868, 1.3584905660377358, 4.875, 5.888888888888889]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 1, 4.628571428571429, 1.3285714285714287, 1.1, 1.1111111111111112]","[0, 1, 4.655172413793104, 1.2758620689655173, 2.090909090909091, 1.0]"
61,2019-06-06,20190606SKWO0,"[1, 0, 3.1099476439790577, 1.4293193717277488, 2.05, 5.305555555555555]","[0, 0, 3.453488372093023, 1.3604651162790697, 3.3636363636363638, 0.924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.5, 1.125, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8310810810810807, 1.1756756756756757, 3.9, 6.166666666666667]","[0, 0, 16.875, 3.375, 1.0, 1.3333333333333333]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 0, 2.025, 1.5, 0.6, 0.9523809523809524]","[0, 1, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8349514563106795, 1.0631067961165048, 3.9375, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2413793103448276, 1.0, 2.5384615384615383, 0.9666666666666667]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.3333333333333333, 1.5, 1.0]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 2.929245283018868, 1.3584905660377358, 4.875, 5.888888888888889]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.628571428571429, 1.3285714285714287, 1.1, 1.1111111111111112]","[0, 0, 4.655172413793104, 1.2758620689655173, 2.090909090909091, 1.0]"
62,2019-06-07,20190607SSSK0,"[0, 0, 3.1099476439790577, 1.4293193717277488, 2.05, 5.305555555555555]","[0, 1, 3.337078651685393, 1.348314606741573, 3.5454545454545454, 0.9270833333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.3783783783783783, 1.125, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8310810810810807, 1.1756756756756757, 3.9, 6.166666666666667]","[0, 0, 16.875, 3.375, 1.0, 1.3333333333333333]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 0, 2.025, 1.5, 0.6, 0.9523809523809524]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8349514563106795, 1.0631067961165048, 3.9375, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2, 1.0, 2.5384615384615383, 0.967741935483871]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3333333333333333, 1.5, 1.0]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 1.0, 0, 1.0]","[1, 0, 2.665236051502146, 1.2875536480686693, 4.9411764705882355, 5.9743589743589745]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 1, 4.438356164383562, 1.315068493150685, 1.3, 1.106060606060606]","[0, 1, 4.5, 1.2333333333333334, 2.1818181818181817, 1.0]"
63,2019-06-08,20190608SSSK0,"[0, 0, 3.1099476439790577, 1.4293193717277488, 2.05, 5.305555555555555]","[0, 0, 3.337078651685393, 1.348314606741573, 3.5454545454545454, 0.9270833333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.3783783783783783, 1.125, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8310810810810807, 1.1756756756756757, 3.9, 6.166666666666667]","[0, 0, 16.875, 3.375, 1.0, 1.3333333333333333]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 0, 2.025, 1.5, 0.6, 0.9523809523809524]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9030837004405288, 1.0572687224669604, 4.0588235294117645, 6.305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2, 1.0, 2.5384615384615383, 0.967741935483871]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.6153846153846154, 1.5, 1.0833333333333333]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 1, 0.0, 0.75, 0, 1.3333333333333333]","[0, 0, 2.665236051502146, 1.2875536480686693, 4.9411764705882355, 5.9743589743589745]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 1, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 0, 4.5, 1.2333333333333334, 2.1818181818181817, 1.0]"
64,2019-06-09,20190609SSSK0,"[0, 0, 3.1099476439790577, 1.4293193717277488, 2.05, 5.305555555555555]","[0, 0, 3.337078651685393, 1.348314606741573, 3.5454545454545454, 0.9270833333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.3783783783783783, 1.125, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 3.8310810810810807, 1.1756756756756757, 3.9, 6.166666666666667]","[0, 0, 16.875, 3.375, 1.0, 1.3333333333333333]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 1.7608695652173914, 1.3695652173913042, 1.2, 1.0222222222222224]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9030837004405288, 1.0572687224669604, 4.0588235294117645, 6.305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2, 1.0, 2.5384615384615383, 0.967741935483871]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.3125, 1.5, 1.0666666666666667]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 1, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.665236051502146, 1.2875536480686693, 4.9411764705882355, 5.9743589743589745]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 0, 4.5, 1.2333333333333334, 2.1818181818181817, 1.0]"
65,2019-06-11,20190611SKKT0,"[0, 0, 3.1099476439790577, 1.4293193717277488, 2.05, 5.305555555555555]","[0, 0, 3.337078651685393, 1.348314606741573, 3.5454545454545454, 0.9270833333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.3499999999999999, 1.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.666666666666666, 1.2962962962962963, 3.25, 6.0]","[0, 1, 8.1, 2.1, 1.25, 2.2222222222222223]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 1.653061224489796, 1.2857142857142858, 1.4, 1.0208333333333333]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9030837004405288, 1.0572687224669604, 4.0588235294117645, 6.305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2, 1.0, 2.5384615384615383, 0.967741935483871]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.105263157894737, 1.5, 1.0555555555555556]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.665236051502146, 1.2875536480686693, 4.9411764705882355, 5.9743589743589745]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 0, 4.5, 1.2333333333333334, 2.1818181818181817, 1.0]"
66,2019-06-12,20190612SKKT0,"[1, 0, 3.229665071770335, 1.4354066985645932, 2.0434782608695654, 5.3589743589743595]","[0, 1, 3.2282608695652173, 1.4021739130434783, 3.4166666666666665, 0.9292929292929293]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.13953488372093, 1.255813953488372, 1.1111111111111112, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2962962962962963, 3.25, 6.0]","[0, 0, 8.1, 2.1, 1.25, 2.2222222222222223]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 1.5576923076923077, 1.2115384615384617, 1.6, 1.0196078431372548]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9030837004405288, 1.0572687224669604, 4.0588235294117645, 6.305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1612903225806452, 1.064516129032258, 2.2666666666666666, 0.96875]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.105263157894737, 1.5, 1.0555555555555556]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.665236051502146, 1.2875536480686693, 4.9411764705882355, 5.9743589743589745]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 1, 4.354838709677419, 1.1935483870967742, 2.272727272727273, 1.0]"
67,2019-06-13,20190613SKKT0,"[0, 0, 3.229665071770335, 1.4354066985645932, 2.0434782608695654, 5.3589743589743595]","[0, 0, 3.2282608695652173, 1.4021739130434783, 3.4166666666666665, 0.9292929292929293]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.13953488372093, 1.255813953488372, 1.1111111111111112, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2962962962962963, 3.25, 6.0]","[0, 1, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 0, 1.5576923076923077, 1.2115384615384617, 1.6, 1.0196078431372548]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9030837004405288, 1.0572687224669604, 4.0588235294117645, 6.305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1612903225806452, 1.064516129032258, 2.2666666666666666, 0.96875]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.9545454545454546, 2.0, 1.0476190476190477]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[1, 0, 2.65748031496063, 1.2401574803149606, 5.176470588235294, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 0, 4.354838709677419, 1.1935483870967742, 2.272727272727273, 1.0]"
68,2019-06-14,20190614NCSK0,"[0, 0, 3.229665071770335, 1.4354066985645932, 2.0434782608695654, 5.3589743589743595]","[0, 1, 3.4105263157894736, 1.4210526315789473, 3.5833333333333335, 0.9313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.934782608695652, 1.1739130434782608, 1.1111111111111112, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.2962962962962963, 3.25, 6.0]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 1.4727272727272727, 1.1454545454545455, 1.6, 1.0185185185185184]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7632653061224492, 1.0285714285714285, 4.294117647058823, 6.282051282051283]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1612903225806452, 1.064516129032258, 2.2666666666666666, 0.96875]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9545454545454546, 2.0, 1.0476190476190477]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.65748031496063, 1.2401574803149606, 5.176470588235294, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 1, 4.21875, 1.15625, 2.3636363636363638, 1.0]"
69,2019-06-15,20190615NCSK0,"[0, 0, 3.229665071770335, 1.4354066985645932, 2.0434782608695654, 5.3589743589743595]","[0, 0, 3.4105263157894736, 1.4210526315789473, 3.5833333333333335, 0.9313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7551020408163267, 1.1020408163265307, 1.1111111111111112, 0.9607843137254901]","[0, 0, 0, 0, 0, 0]","[1, 0, 18.0, 2.5, 0.6666666666666666, 4.0]","[0, 0, 4.666666666666666, 1.2962962962962963, 3.25, 6.0]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 0, 1.4727272727272727, 1.1454545454545455, 1.6, 1.0185185185185184]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7632653061224492, 1.0285714285714285, 4.294117647058823, 6.282051282051283]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 1.03125, 2.4, 0.9696969696969697]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9545454545454546, 2.0, 1.0476190476190477]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.65748031496063, 1.2401574803149606, 5.176470588235294, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.263157894736842, 1.3421052631578947, 1.2727272727272727, 1.1014492753623188]","[0, 1, 4.090909090909091, 1.121212121212121, 2.6363636363636362, 1.0]"
70,2019-06-16,20190616NCSK0,"[0, 0, 3.229665071770335, 1.4354066985645932, 2.0434782608695654, 5.3589743589743595]","[0, 0, 3.4105263157894736, 1.4210526315789473, 3.5833333333333335, 0.9313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7551020408163267, 1.1020408163265307, 1.1111111111111112, 0.9607843137254901]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.5, 0.6666666666666666, 4.0]","[1, 0, 4.423728813559322, 1.271186440677966, 3.2142857142857144, 5.9]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 1.396551724137931, 1.2413793103448276, 1.3333333333333333, 1.0175438596491226]","[0, 0, 5.303571428571429, 1.8749999999999998, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7632653061224492, 1.0285714285714285, 4.294117647058823, 6.282051282051283]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.03125, 2.4, 0.9696969696969697]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.65748031496063, 1.2401574803149606, 5.176470588235294, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 1, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 4.090909090909091, 1.121212121212121, 2.6363636363636362, 1.0]"
71,2019-06-18,20190618SKHT0,"[1, 0, 3.176470588235294, 1.4524886877828054, 1.8846153846153846, 5.261904761904762]","[0, 0, 3.4105263157894736, 1.4210526315789473, 3.5833333333333335, 0.9313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7551020408163267, 1.1020408163265307, 1.1111111111111112, 0.9607843137254901]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.5, 0.6666666666666666, 4.0]","[0, 0, 4.423728813559322, 1.271186440677966, 3.2142857142857144, 5.9]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 1, 2.2131147540983607, 1.278688524590164, 1.3333333333333333, 1.0166666666666666]","[0, 1, 5.586206896551724, 2.0172413793103448, 1.2, 0.9206349206349206]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7632653061224492, 1.0285714285714285, 4.294117647058823, 6.282051282051283]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.03125, 2.4, 0.9696969696969697]","[0, 1, 2.7, 1.5, 1.3333333333333333, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[0, 0, 2.65748031496063, 1.2401574803149606, 5.176470588235294, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 4.090909090909091, 1.121212121212121, 2.6363636363636362, 1.0]"
72,2019-06-19,20190619SKHT0,"[0, 0, 3.176470588235294, 1.4524886877828054, 1.8846153846153846, 5.261904761904762]","[0, 1, 3.5816326530612246, 1.4081632653061225, 3.75, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5961538461538463, 1.0384615384615385, 1.1111111111111112, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.5, 0.6666666666666666, 4.0]","[0, 0, 4.423728813559322, 1.271186440677966, 3.2142857142857144, 5.9]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.799999999999999, 1.5333333333333334, 1.4285714285714286, 1.0714285714285714]","[0, 0, 2.2131147540983607, 1.278688524590164, 1.3333333333333333, 1.0166666666666666]","[0, 0, 5.586206896551724, 2.0172413793103448, 1.2, 0.9206349206349206]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7632653061224492, 1.0285714285714285, 4.294117647058823, 6.282051282051283]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.03125, 2.4, 0.9696969696969697]","[0, 0, 2.7, 1.5, 1.3333333333333333, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 4.973684210526316, 1.1842105263157896, 3.0, 1.0555555555555556]","[0, 0, 0.0, 0.8181818181818182, 0, 1.222222222222222]","[1, 0, 2.7794117647058822, 1.2573529411764706, 5.166666666666667, 6.044444444444445]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.9705882352941178, 1.1764705882352942, 2.3076923076923075, 1.0]"
