,date,game_key,박시영,장국헌,김원중,정태승,홍성민,박진형,구승민,박세웅,이인복,최영환,조무근,차재용,레일리,한승혁,윤성빈,최하늘,이승헌,정성종,김현수,서준원,톰슨,강민성,박진,다익손,고효준,윤길현,박근홍,손승락,김건국,배장호,장시환,송승준,오현택,진명호
10,2019-04-04,20190404LTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 0.9375, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 0.6666666666666666, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[1, 0, 6.517241379310345, 1.7586206896551726, 1.6666666666666667, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 1.5, 1.1111111111111112]","[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.6, 6.0, 1.0]","[0, 1, 3.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.3846153846153848, 2, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.375, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 1, 1.5, 0.8333333333333334, 9.0, 1.0]"
11,2019-04-05,20190405HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.588235294117647, 0.7058823529411764, 6.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.0714285714285714, 1.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 6.517241379310345, 1.7586206896551726, 1.6666666666666667, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 1.5, 1.1111111111111112]","[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.1428571428571428, 10.0, 1.1666666666666667]","[0, 0, 3.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.3125, 2, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.375, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 1.5, 0.8333333333333334, 9.0, 1.0]"
12,2019-04-06,20190406HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.7058823529411764, 6.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.2352941176470587, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 6.517241379310345, 1.7586206896551726, 1.6666666666666667, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.7999999999999998, 1.5, 0.8333333333333334]","[1, 0, 0.7105263157894737, 0.6315789473684211, 4.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 10.0, 1.1666666666666667]","[0, 0, 3.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.375, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 1.5, 0.8333333333333334, 9.0, 1.0]"
13,2019-04-07,20190407HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.7058823529411764, 6.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.2352941176470587, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 6.517241379310345, 1.7586206896551726, 1.6666666666666667, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.7999999999999998, 1.5, 0.8333333333333334]","[0, 0, 0.7105263157894737, 0.6315789473684211, 4.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 10.0, 1.1666666666666667]","[0, 1, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 1, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.043478260869565, 2.0869565217391304, 1.8, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 1.5, 0.8333333333333334, 9.0, 1.0]"
14,2019-04-10,20190410OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.7058823529411764, 6.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.2352941176470587, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 1, 19.636363636363637, 3.8181818181818183, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[1, 0, 5.0625, 1.625, 1.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.8461538461538463, 1.6666666666666667, 0.8666666666666666]","[0, 0, 0.7105263157894737, 0.6315789473684211, 4.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.0434782608695652, 11.0, 1.0952380952380953]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 1.8, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 1, 4.05, 1.05, 10.0, 0.9523809523809524]"
15,2019-04-11,20190411OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.0377358490566038, 0.9622641509433961, 9.0, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.3499999999999999, 1.75, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.615384615384617, 3.230769230769231, 1.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.0625, 1.625, 1.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 1.6666666666666667, 0.8666666666666666]","[0, 0, 0.7105263157894737, 0.6315789473684211, 4.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.0434782608695652, 11.0, 1.0952380952380953]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 1, 0.0, 1.3846153846153848, 4, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 1.8, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 4.05, 1.05, 10.0, 0.9523809523809524]"
16,2019-04-12,20190412LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 0.9622641509433961, 9.0, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 1.75, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.615384615384617, 3.230769230769231, 1.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.0625, 1.625, 1.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 1.6666666666666667, 0.8666666666666666]","[1, 0, 3.5660377358490565, 0.9622641509433961, 4.5, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 0.96, 11.0, 1.0416666666666667]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 0, 0.0, 1.3846153846153848, 4, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 1.8, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 1, 3.375, 0.875, 11.0, 1.0]"
17,2019-04-13,20190413LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 0.9622641509433961, 9.0, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.5, 1.75, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.368421052631579, 2.368421052631579, 1.3333333333333333, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.0625, 1.625, 1.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.7142857142857142, 1.6666666666666667, 0.7777777777777778]","[0, 0, 3.5660377358490565, 0.9622641509433961, 4.5, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.0799999999999998, 11.0, 0.925925925925926]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 1, 3.8571428571428568, 1.7142857142857142, 5.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 11.172413793103448, 2.3793103448275863, 1.5714285714285714, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 1, 4.0, 1.0, 6.0, 1.0]"
18,2019-04-14,20190414LTNC0,"[0, 1, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 0.9622641509433961, 9.0, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 1.75, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.368421052631579, 2.6842105263157894, 1.3333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.0625, 1.625, 1.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.4117647058823528, 2.0, 0.8095238095238095]","[0, 0, 3.5660377358490565, 0.9622641509433961, 4.5, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.0799999999999998, 11.0, 0.925925925925926]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 0.9545454545454546, 2, 1.0476190476190477]","[0, 0, 3.8571428571428568, 1.7142857142857142, 5.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.3793103448275863, 1.5714285714285714, 3.222222222222222]","[1, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 4.0, 1.0, 6.0, 1.0]"
19,2019-04-16,20190416HTLT0,"[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 0.9622641509433961, 9.0, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.92, 1.5, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 2.3181818181818183, 1.6666666666666667, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.0625, 1.625, 1.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 2.0, 0.8095238095238095]","[0, 0, 3.5660377358490565, 0.9622641509433961, 4.5, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.1111111111111112, 6.0, 0.9]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 3.2399999999999998, 0.96, 3, 1.0416666666666667]","[1, 0, 3.8571428571428568, 2.142857142857143, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.3793103448275863, 1.5714285714285714, 3.222222222222222]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 1, 6.75, 1.2857142857142856, 4.333333333333333, 0.9333333333333333]"
20,2019-04-17,20190417HTLT0,"[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 0.9622641509433961, 9.0, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 2.0, 1.5714285714285714, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.3181818181818183, 1.6666666666666667, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[1, 0, 4.5, 1.5909090909090908, 1.4545454545454546, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.5, 1.4, 0.9166666666666666]","[0, 0, 3.5660377358490565, 0.9622641509433961, 4.5, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.2, 3.5, 0.9090909090909091]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 2.793103448275862, 1.0344827586206897, 5, 1.074074074074074]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.3793103448275863, 1.5714285714285714, 3.222222222222222]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 6.75, 1.2857142857142856, 4.333333333333333, 0.9333333333333333]"
21,2019-04-18,20190418HTLT0,"[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2816901408450705, 1.0985915492957745, 5.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 2.0, 1.5714285714285714, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.3181818181818183, 1.6666666666666667, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.5, 1.5909090909090908, 1.4545454545454546, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 3.0, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.5, 1.4, 0.9166666666666666]","[0, 0, 3.5660377358490565, 0.9622641509433961, 4.5, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.2727272727272727, 3.5, 0.9166666666666666]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 1, 0.0, 1.3333333333333333, 0.5, 1.5]","[0, 1, 2.53125, 1.03125, 6.0, 1.0666666666666667]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.3793103448275863, 1.5714285714285714, 3.222222222222222]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 1, 6.096774193548387, 1.2580645161290323, 3.5, 0.9393939393939394]"
22,2019-04-19,20190419KTLT0,"[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.0985915492957745, 5.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.8, 1.8571428571428572, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.3181818181818183, 1.6666666666666667, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.5, 1.5909090909090908, 1.4545454545454546, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.3846153846153848, 1.5, 0.9629629629629629]","[1, 0, 2.9189189189189193, 0.9324324324324323, 4.5, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.2727272727272727, 3.5, 0.9166666666666666]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0.0, 1.3333333333333333, 0.5, 1.5]","[0, 0, 2.53125, 1.03125, 6.0, 1.0666666666666667]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.3793103448275863, 1.5714285714285714, 3.222222222222222]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 18.0, 2.0, 1, 1.0]","[0, 0, 6.096774193548387, 1.2580645161290323, 3.5, 0.9393939393939394]"
23,2019-04-20,20190420KTLT0,"[0, 0, 0.0, 0.7058823529411764, 2.5, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.0985915492957745, 5.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.8387096774193548, 1.8571428571428572, 0.8611111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.3181818181818183, 1.6666666666666667, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.5, 1.5909090909090908, 1.4545454545454546, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.3846153846153848, 1.5, 0.9629629629629629]","[0, 0, 2.9189189189189193, 0.9324324324324323, 4.5, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.25, 1.25, 3.2, 0.9230769230769231]","[0, 0, 5.4, 2.6999999999999997, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0.0, 1.3333333333333333, 0.5, 1.5]","[0, 1, 6.545454545454546, 1.4545454545454546, 3.0, 1.0]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.59090909090909, 1.9772727272727273, 1.3333333333333333, 3.6666666666666665]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 1, 22.5, 2.5, 2, 1.0]","[0, 0, 6.096774193548387, 1.2580645161290323, 3.5, 0.9393939393939394]"
