,date,game_key,박정음,김규민,김하성,임지열,임병욱,김은성,송성문,송우현,허정협,김웅빈,주효상,김종덕,김혜성,이정후,배현호,예진원,샌즈,김수환,추재현,김주형,주성원,김신회,이택근,박병호,서건창,김지수,장영석,박동원,이지영
38,2019-05-08,20190508LGWO0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, 9, 0.24615384615384617, 0.32894736842105265, 0.3230769230769231, 0.2777777777777778, 0.16923076923076924, 0.15384615384615385]","[1, 2, 0.34074074074074073, 0.4375, 0.4666666666666667, 0.3023255813953488, 0.23703703703703705, 0.16296296296296298]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2647058823529412, 0.3333333333333333, 0.35294117647058826, 0.38095238095238093, 0.10294117647058823, 0.1323529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1797752808988764, 0.20212765957446807, 0.23595505617977527, 0.13333333333333333, 0.0898876404494382, 0.06741573033707865]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.24390243902439024, 0.3333333333333333, 0.2682926829268293, 0.3125, 0.07317073170731707, 0.17073170731707318]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.19718309859154928, 0.2926829268292683, 0.2676056338028169, 0.058823529411764705, 0.1267605633802817, 0.056338028169014086]","[1, 1, 0.2903225806451613, 0.3413173652694611, 0.4258064516129032, 0.3055555555555556, 0.14838709677419354, 0.12258064516129032]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3401360544217687, 0.4375, 0.5578231292517006, 0.32142857142857145, 0.23129251700680273, 0.21768707482993196]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.375, 0.4966887417218543, 0.65, 0.35, 0.25833333333333336, 0.23333333333333334]","[1, 6, 0.27586206896551724, 0.37058823529411766, 0.35172413793103446, 0.29545454545454547, 0.15172413793103448, 0.08275862068965517]","[0, 6, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333]","[1, 5, 0.3, 0.36129032258064514, 0.4785714285714286, 0.4074074074074074, 0.15, 0.2785714285714286]","[0, -1, 0.4375, 0.47058823529411764, 0.5833333333333334, 0.3076923076923077, 0.14583333333333334, 0.16666666666666666]","[1, 8, 0.32558139534883723, 0.3626373626373626, 0.3953488372093023, 0.35714285714285715, 0.12790697674418605, 0.12790697674418605]"
39,2019-05-09,20190509LGWO0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24615384615384617, 0.32894736842105265, 0.3230769230769231, 0.2777777777777778, 0.16923076923076924, 0.15384615384615385]","[1, 2, 0.34532374100719426, 0.44242424242424244, 0.49640287769784175, 0.30434782608695654, 0.23741007194244604, 0.17266187050359713]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2676056338028169, 0.34177215189873417, 0.352112676056338, 0.36363636363636365, 0.11267605633802817, 0.1267605633802817]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1797752808988764, 0.20212765957446807, 0.23595505617977527, 0.13333333333333333, 0.0898876404494382, 0.06741573033707865]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2558139534883721, 0.35294117647058826, 0.27906976744186046, 0.35294117647058826, 0.06976744186046512, 0.18604651162790697]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2054794520547945, 0.2976190476190476, 0.273972602739726, 0.1111111111111111, 0.1232876712328767, 0.0684931506849315]","[1, 1, 0.2974683544303797, 0.3546511627906977, 0.43037974683544306, 0.2972972972972973, 0.15822784810126583, 0.12025316455696203]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3355263157894737, 0.430939226519337, 0.5460526315789473, 0.3103448275862069, 0.2236842105263158, 0.21710526315789475]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3709677419354839, 0.4935897435897436, 0.6612903225806451, 0.3333333333333333, 0.25806451612903225, 0.23387096774193547]","[1, 6, 0.2751677852348993, 0.367816091954023, 0.35570469798657717, 0.29545454545454547, 0.1476510067114094, 0.08053691275167785]","[0, 9, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333]","[1, 5, 0.2916666666666667, 0.3522012578616352, 0.4652777777777778, 0.4, 0.14583333333333334, 0.2708333333333333]","[0, -1, 0.4375, 0.47058823529411764, 0.5833333333333334, 0.3076923076923077, 0.14583333333333334, 0.16666666666666666]","[1, 8, 0.32222222222222224, 0.35789473684210527, 0.4, 0.3448275862068966, 0.13333333333333333, 0.13333333333333333]"
40,2019-05-10,20190510WOKT0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24615384615384617, 0.32894736842105265, 0.3230769230769231, 0.2777777777777778, 0.16923076923076924, 0.15384615384615385]","[1, 2, 0.3380281690140845, 0.4378698224852071, 0.4859154929577465, 0.30434782608695654, 0.23943661971830985, 0.16901408450704225]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.28378378378378377, 0.35365853658536583, 0.36486486486486486, 0.391304347826087, 0.10810810810810811, 0.13513513513513514]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.1797752808988764, 0.20212765957446807, 0.23595505617977527, 0.13333333333333333, 0.0898876404494382, 0.06741573033707865]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.25, 0.34615384615384615, 0.2727272727272727, 0.35294117647058826, 0.06818181818181818, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2054794520547945, 0.2976190476190476, 0.273972602739726, 0.1111111111111111, 0.1232876712328767, 0.0684931506849315]","[1, 1, 0.2962962962962963, 0.3522727272727273, 0.42592592592592593, 0.2972972972972973, 0.15432098765432098, 0.11728395061728394]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.42702702702702705, 0.5448717948717948, 0.3220338983050847, 0.21794871794871795, 0.21794871794871795]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.359375, 0.48125, 0.640625, 0.32558139534883723, 0.25, 0.2265625]","[1, 6, 0.26973684210526316, 0.3615819209039548, 0.34868421052631576, 0.29545454545454547, 0.1513157894736842, 0.07894736842105263]","[1, 9, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333]","[1, 5, 0.2925170068027211, 0.35185185185185186, 0.46258503401360546, 0.4, 0.14285714285714285, 0.2653061224489796]","[1, 8, 0.4339622641509434, 0.4642857142857143, 0.5660377358490566, 0.3333333333333333, 0.1320754716981132, 0.16981132075471697]","[0, -1, 0.32222222222222224, 0.35789473684210527, 0.4, 0.3448275862068966, 0.13333333333333333, 0.13333333333333333]"
41,2019-05-11,20190511WOKT0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, 3, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.16666666666666666, 0.15151515151515152]","[1, 2, 0.3310344827586207, 0.43352601156069365, 0.47586206896551725, 0.2978723404255319, 0.23448275862068965, 0.16551724137931034]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2692307692307692, 0.3372093023255814, 0.34615384615384615, 0.375, 0.11538461538461539, 0.14102564102564102]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.1797752808988764, 0.2, 0.23595505617977527, 0.13333333333333333, 0.0898876404494382, 0.07865168539325842]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.24444444444444444, 0.33962264150943394, 0.26666666666666666, 0.35294117647058826, 0.06666666666666667, 0.17777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2, 0.29069767441860467, 0.26666666666666666, 0.1111111111111111, 0.12, 0.06666666666666667]","[1, 1, 0.30538922155688625, 0.35911602209944754, 0.437125748502994, 0.3157894736842105, 0.15568862275449102, 0.11976047904191617]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.33125, 0.42328042328042326, 0.5375, 0.32786885245901637, 0.21875, 0.21875]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.35877862595419846, 0.4817073170731707, 0.6335877862595419, 0.32558139534883723, 0.25190839694656486, 0.22137404580152673]","[1, 6, 0.2692307692307692, 0.35911602209944754, 0.34615384615384615, 0.3111111111111111, 0.15384615384615385, 0.08974358974358974]","[1, 9, 0.2, 0.3333333333333333, 0.4, 0.5, 0.2, 0.2]","[1, 5, 0.2866666666666667, 0.3493975903614458, 0.4533333333333333, 0.4, 0.14666666666666667, 0.26]","[0, -1, 0.4339622641509434, 0.4642857142857143, 0.5660377358490566, 0.3333333333333333, 0.1320754716981132, 0.16981132075471697]","[1, 7, 0.3225806451612903, 0.35714285714285715, 0.3978494623655914, 0.3333333333333333, 0.12903225806451613, 0.12903225806451613]"
42,2019-05-12,20190512WOKT0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.16666666666666666, 0.15151515151515152]","[1, 2, 0.3288590604026846, 0.43258426966292135, 0.4697986577181208, 0.2978723404255319, 0.22818791946308725, 0.1610738255033557]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.27848101265822783, 0.3522727272727273, 0.35443037974683544, 0.4, 0.12658227848101267, 0.16455696202531644]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1797752808988764, 0.2, 0.23595505617977527, 0.13333333333333333, 0.0898876404494382, 0.07865168539325842]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2916666666666667, 0.375, 0.3125, 0.35294117647058826, 0.0625, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2, 0.29069767441860467, 0.26666666666666666, 0.1111111111111111, 0.12, 0.06666666666666667]","[1, 1, 0.3081395348837209, 0.3602150537634409, 0.436046511627907, 0.3170731707317073, 0.1511627906976744, 0.11627906976744186]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.32727272727272727, 0.4175257731958763, 0.5272727272727272, 0.3225806451612903, 0.21212121212121213, 0.21212121212121213]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.36764705882352944, 0.48520710059171596, 0.6764705882352942, 0.32558139534883723, 0.25735294117647056, 0.23529411764705882]","[1, 6, 0.2795031055900621, 0.3655913978494624, 0.35403726708074534, 0.3111111111111111, 0.14906832298136646, 0.08695652173913043]","[0, -1, 0.2, 0.3333333333333333, 0.4, 0.5, 0.2, 0.2]","[1, 5, 0.27741935483870966, 0.3391812865497076, 0.43870967741935485, 0.38596491228070173, 0.14193548387096774, 0.25161290322580643]","[0, 8, 0.4107142857142857, 0.45, 0.5357142857142857, 0.3333333333333333, 0.125, 0.16071428571428573]","[1, 8, 0.3163265306122449, 0.34951456310679613, 0.3877551020408163, 0.3333333333333333, 0.1326530612244898, 0.12244897959183673]"
43,2019-05-14,20190514WOHH0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.16666666666666666, 0.15151515151515152]","[1, 3, 0.32894736842105265, 0.4340659340659341, 0.4868421052631579, 0.2978723404255319, 0.23684210526315788, 0.16447368421052633]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2926829268292683, 0.3626373626373626, 0.36585365853658536, 0.4, 0.12195121951219512, 0.15853658536585366]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.17777777777777778, 0.19791666666666666, 0.23333333333333334, 0.12903225806451613, 0.1, 0.07777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.30612244897959184, 0.38596491228070173, 0.32653061224489793, 0.35294117647058826, 0.061224489795918366, 0.16326530612244897]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.29069767441860467, 0.26666666666666666, 0.1111111111111111, 0.12, 0.06666666666666667]","[1, 1, 0.30113636363636365, 0.3526315789473684, 0.42613636363636365, 0.3170731707317073, 0.1534090909090909, 0.11363636363636363]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3254437869822485, 0.41414141414141414, 0.5207100591715976, 0.3333333333333333, 0.20710059171597633, 0.21301775147928995]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3597122302158273, 0.47398843930635837, 0.6618705035971223, 0.32558139534883723, 0.2517985611510791, 0.23741007194244604]","[1, 2, 0.27439024390243905, 0.35978835978835977, 0.3475609756097561, 0.3111111111111111, 0.14634146341463414, 0.08536585365853659]","[0, -1, 0.2, 0.3333333333333333, 0.4, 0.5, 0.2, 0.2]","[1, 7, 0.27044025157232704, 0.3314285714285714, 0.4276729559748428, 0.38596491228070173, 0.13836477987421383, 0.24528301886792453]","[0, -1, 0.4107142857142857, 0.45, 0.5357142857142857, 0.3333333333333333, 0.125, 0.16071428571428573]","[1, 8, 0.31, 0.34285714285714286, 0.38, 0.3333333333333333, 0.13, 0.12]"
44,2019-05-15,20190515WOHH0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.16666666666666666, 0.15151515151515152]","[1, 3, 0.3333333333333333, 0.43548387096774194, 0.48717948717948717, 0.30612244897959184, 0.23076923076923078, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2823529411764706, 0.35789473684210527, 0.35294117647058826, 0.38461538461538464, 0.11764705882352941, 0.15294117647058825]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.17391304347826086, 0.19387755102040816, 0.22826086956521738, 0.12903225806451613, 0.09782608695652174, 0.07608695652173914]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.30612244897959184, 0.38596491228070173, 0.32653061224489793, 0.35294117647058826, 0.061224489795918366, 0.16326530612244897]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.29069767441860467, 0.26666666666666666, 0.1111111111111111, 0.12, 0.06666666666666667]","[1, 1, 0.2983425414364641, 0.3487179487179487, 0.4198895027624309, 0.3170731707317073, 0.15469613259668508, 0.11049723756906077]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.32558139534883723, 0.4158415841584158, 0.5174418604651163, 0.3384615384615385, 0.20348837209302326, 0.21511627906976744]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3546099290780142, 0.4689265536723164, 0.6524822695035462, 0.32558139534883723, 0.24822695035460993, 0.24113475177304963]","[1, 2, 0.2857142857142857, 0.36787564766839376, 0.3630952380952381, 0.3111111111111111, 0.15476190476190477, 0.08333333333333333]","[0, -1, 0.2, 0.3333333333333333, 0.4, 0.5, 0.2, 0.2]","[1, 7, 0.26993865030674846, 0.329608938547486, 0.4233128834355828, 0.3793103448275862, 0.13496932515337423, 0.2392638036809816]","[0, -1, 0.4107142857142857, 0.45, 0.5357142857142857, 0.3333333333333333, 0.125, 0.16071428571428573]","[1, 9, 0.2980769230769231, 0.3302752293577982, 0.36538461538461536, 0.3333333333333333, 0.125, 0.11538461538461539]"
45,2019-05-16,20190516WOHH0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.16666666666666666, 0.15151515151515152]","[1, 3, 0.3333333333333333, 0.4322916666666667, 0.4876543209876543, 0.32, 0.2222222222222222, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.28888888888888886, 0.36, 0.36666666666666664, 0.35714285714285715, 0.12222222222222222, 0.14444444444444443]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.16842105263157894, 0.20388349514563106, 0.22105263157894736, 0.125, 0.10526315789473684, 0.07368421052631578]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.30612244897959184, 0.38596491228070173, 0.32653061224489793, 0.35294117647058826, 0.061224489795918366, 0.16326530612244897]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.29069767441860467, 0.26666666666666666, 0.1111111111111111, 0.12, 0.06666666666666667]","[1, 1, 0.2994652406417112, 0.3482587064676617, 0.42245989304812837, 0.3023255813953488, 0.15508021390374332, 0.10695187165775401]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3218390804597701, 0.42028985507246375, 0.5114942528735632, 0.3384615384615385, 0.20689655172413793, 0.21264367816091953]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3424657534246575, 0.45901639344262296, 0.6301369863013698, 0.3181818181818182, 0.23972602739726026, 0.2328767123287671]","[1, 2, 0.28735632183908044, 0.36683417085427134, 0.3620689655172414, 0.3125, 0.14942528735632185, 0.08620689655172414]","[0, -1, 0.2, 0.3333333333333333, 0.4, 0.5, 0.2, 0.2]","[1, 7, 0.26506024096385544, 0.33152173913043476, 0.41566265060240964, 0.3728813559322034, 0.13253012048192772, 0.23493975903614459]","[1, 9, 0.40350877192982454, 0.4426229508196721, 0.5263157894736842, 0.3333333333333333, 0.12280701754385964, 0.15789473684210525]","[0, -1, 0.2980769230769231, 0.3302752293577982, 0.36538461538461536, 0.3333333333333333, 0.125, 0.11538461538461539]"
46,2019-05-17,20190517LTWO0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, -1, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.16666666666666666, 0.15151515151515152]","[1, 2, 0.3413173652694611, 0.4365482233502538, 0.49101796407185627, 0.3269230769230769, 0.2215568862275449, 0.16167664670658682]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2765957446808511, 0.34615384615384615, 0.35106382978723405, 0.3448275862068966, 0.11702127659574468, 0.13829787234042554]","[0, 5, 0, 0, 0, 0, 0, 0]","[0, -1, 0.16842105263157894, 0.20388349514563106, 0.22105263157894736, 0.125, 0.10526315789473684, 0.07368421052631578]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.29411764705882354, 0.3728813559322034, 0.3137254901960784, 0.35294117647058826, 0.058823529411764705, 0.1568627450980392]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.19480519480519481, 0.2840909090909091, 0.2597402597402597, 0.1111111111111111, 0.11688311688311688, 0.06493506493506493]","[0, 7, 0.3072916666666667, 0.35436893203883496, 0.4270833333333333, 0.29545454545454547, 0.15104166666666666, 0.10416666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3202247191011236, 0.41706161137440756, 0.5112359550561798, 0.3484848484848485, 0.20224719101123595, 0.2247191011235955]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.3333333333333333, 0.4521276595744681, 0.6133333333333333, 0.30434782608695654, 0.24, 0.22666666666666666]","[1, 1, 0.28651685393258425, 0.36764705882352944, 0.3595505617977528, 0.3125, 0.15730337078651685, 0.08426966292134831]","[0, 1, 0.14285714285714285, 0.25, 0.2857142857142857, 0.3333333333333333, 0.14285714285714285, 0.14285714285714285]","[1, 5, 0.26627218934911245, 0.3351063829787234, 0.41420118343195267, 0.3728813559322034, 0.1301775147928994, 0.23076923076923078]","[1, 8, 0.39344262295081966, 0.4307692307692308, 0.5573770491803278, 0.3125, 0.13114754098360656, 0.18032786885245902]","[1, 9, 0.2962962962962963, 0.3274336283185841, 0.3611111111111111, 0.3125, 0.12037037037037036, 0.1111111111111111]"
47,2019-05-18,20190518LTWO0,"[0, -1, 0.2222222222222222, 0.391304347826087, 0.2777777777777778, 0.42857142857142855, 0.16666666666666666, 0.1111111111111111]","[0, 5, 0.24242424242424243, 0.3246753246753247, 0.3181818181818182, 0.2777777777777778, 0.18181818181818182, 0.15151515151515152]","[1, 3, 0.3391812865497076, 0.43283582089552236, 0.49122807017543857, 0.3148148148148148, 0.2222222222222222, 0.16374269005847952]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.26804123711340205, 0.3425925925925926, 0.3402061855670103, 0.3448275862068966, 0.12371134020618557, 0.13402061855670103]","[0, 2, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 3, 0.1717171717171717, 0.205607476635514, 0.2222222222222222, 0.125, 0.1111111111111111, 0.0707070707070707]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.2830188679245283, 0.36065573770491804, 0.3018867924528302, 0.3333333333333333, 0.05660377358490566, 0.1509433962264151]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.19480519480519481, 0.2840909090909091, 0.2597402597402597, 0.1111111111111111, 0.11688311688311688, 0.06493506493506493]","[1, 1, 0.30569948186528495, 0.3557692307692308, 0.42487046632124353, 0.29545454545454547, 0.15025906735751296, 0.10362694300518134]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.31868131868131866, 0.413953488372093, 0.5054945054945055, 0.35294117647058826, 0.1978021978021978, 0.23076923076923078]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.33116883116883117, 0.4479166666666667, 0.6038961038961039, 0.30434782608695654, 0.23376623376623376, 0.22077922077922077]","[1, 2, 0.29120879120879123, 0.3701923076923077, 0.37362637362637363, 0.32653061224489793, 0.15934065934065933, 0.08791208791208792]","[0, -1, 0.14285714285714285, 0.25, 0.2857142857142857, 0.3333333333333333, 0.14285714285714285, 0.14285714285714285]","[1, 7, 0.2631578947368421, 0.33507853403141363, 0.4093567251461988, 0.3728813559322034, 0.13450292397660818, 0.22807017543859648]","[1, 9, 0.4, 0.43478260869565216, 0.5846153846153846, 0.3333333333333333, 0.15384615384615385, 0.2]","[0, -1, 0.2962962962962963, 0.3274336283185841, 0.3611111111111111, 0.3125, 0.12037037037037036, 0.1111111111111111]"
