,date,game_key,김지용,문광은,임찬규,이우찬,김정후,최성훈,유원석,류제국,배재준,임지섭,이상규,김대현,오석주,고우석,김태형,김영준,윌슨,이강욱,성동현,켈리,한선태,이정용,강정현,정우영,이상영,이동현,송은범,심수창,장원삼,차우찬,진해수,정찬헌,최동환,정용운,여건욱
10,2019-04-04,20190404LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 7, 5.0]","[0, 0, 0.0, 0.23076923076923078, 5.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.6666666666666666, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.0, 1.4, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.6428571428571428, 0.7142857142857143, 2.3333333333333335, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.0, 5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7142857142857143, 5, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.4, 5.0, 5.0]","[0, 1, 3.8571428571428568, 1.2857142857142856, 3, 0.4666666666666667]","[0, 0, 0.0, 1.0, 1.5, 1.0]","[0, 0, 0.0, 0.0, 2, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2019-04-05,20190405LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 7, 5.0]","[0, 0, 0.0, 0.23076923076923078, 5.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.6666666666666666, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.0, 1.4, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 2.3333333333333335, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.785714285714286, 1.9285714285714284, 2.6666666666666665, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.7777777777777778, 7.0, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.4, 5.0, 5.0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 0.4666666666666667]","[0, 0, 0.0, 1.0, 1.5, 1.0]","[0, 1, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2019-04-06,20190406LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.3, 1.6, 3.6666666666666665, 5.0]","[0, 0, 0.0, 0.23076923076923078, 5.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.6666666666666666, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.375, 0.875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 2.3333333333333335, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.9285714285714284, 2.6666666666666665, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7777777777777778, 7.0, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.4, 5.0, 5.0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 0.4666666666666667]","[0, 0, 0.0, 1.0, 1.5, 1.0]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2019-04-07,20190407LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.6, 3.6666666666666665, 5.0]","[0, 1, 0.0, 0.4090909090909091, 3.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.3, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 0.875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 2.3333333333333335, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.9285714285714284, 2.6666666666666665, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.7, 8.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.4, 5.0, 5.0]","[0, 1, 3.375, 1.125, 4, 0.4444444444444444]","[0, 1, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2019-04-10,20190410SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.6, 3.6666666666666665, 5.0]","[0, 0, 0.0, 0.4090909090909091, 3.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.3333333333333333, 1.125, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.42857142857142855, 0.7619047619047619, 3.75, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.9285714285714284, 2.6666666666666665, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8823529411764706, 4.5, 1.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.4, 5.0, 5.0]","[0, 1, 3.0, 1.0, 4, 0.42857142857142855]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2019-04-11,20190411SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.6, 3.6666666666666665, 5.0]","[0, 0, 0.0, 0.4090909090909091, 3.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.3333333333333333, 1.125, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.42857142857142855, 0.7619047619047619, 3.75, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.306122448979592, 1.3469387755102042, 2.5, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8823529411764706, 4.5, 1.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.4, 5.0, 5.0]","[0, 0, 3.0, 1.0, 4, 0.42857142857142855]","[0, 1, 0.0, 0.8571428571428571, 3.0, 0.9333333333333333]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2019-04-12,20190412OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.6, 3.6666666666666665, 5.0]","[0, 1, 0.0, 0.375, 3.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.3333333333333333, 1.125, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.42857142857142855, 0.7619047619047619, 3.75, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.3469387755102042, 2.5, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8823529411764706, 4.5, 1.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.9, 1.0, 2.4, 5.0]","[0, 0, 3.0, 1.0, 4, 0.42857142857142855]","[0, 1, 0.0, 1.0588235294117647, 3.5, 0.9444444444444445]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2019-04-13,20190413OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 1, 0.0, 0.3333333333333333, 4.5, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.4, 1.3333333333333333, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.42857142857142855, 0.7619047619047619, 3.75, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.3469387755102042, 2.5, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8823529411764706, 4.5, 1.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 1.0, 2.4, 5.0]","[0, 1, 6.0, 1.6666666666666667, 4, 0.375]","[0, 1, 0.0, 1.05, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2019-04-14,20190414OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0.0, 0.3333333333333333, 4.5, 1.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.2954545454545454, 1.5, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.3333333333333333, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.42857142857142855, 0.7619047619047619, 3.75, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.3469387755102042, 2.5, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7105263157894737, 0.868421052631579, 5.0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 1.0, 2.4, 5.0]","[0, 1, 4.5, 1.25, 6, 0.4444444444444444]","[0, 0, 0.0, 1.05, 2.3333333333333335, 0.9523809523809524]","[0, 1, 0.0, 0.2, 5, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2019-04-16,20190416LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 1, 0.0, 0.29032258064516125, 5.0, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2954545454545454, 1.5, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.4545454545454546, 1.3, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.3253012048192771, 0.7228915662650602, 3.8333333333333335, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.3469387755102042, 2.5, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.6585365853658537, 0.8048780487804879, 5.0, 1.5185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 1.0, 2.4, 5.0]","[0, 1, 3.6, 1.4, 3.0, 0.5]","[0, 0, 0.0, 1.05, 2.3333333333333335, 0.9523809523809524]","[0, 0, 0.0, 0.2, 5, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2019-04-17,20190417LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 1, 0.84375, 0.46875, 2.5, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2954545454545454, 1.5, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9189189189189193, 1.2972972972972971, 1.5, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.3253012048192771, 0.7228915662650602, 3.8333333333333335, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.958904109589041, 1.1506849315068495, 2.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.627906976744186, 0.7674418604651162, 5.0, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9, 1.0, 2.4, 5.0]","[0, 1, 3.176470588235294, 1.4117647058823528, 3.0, 0.5151515151515151]","[0, 1, 0.0, 0.9130434782608695, 3.3333333333333335, 0.9583333333333334]","[0, 0, 0.0, 0.2, 5, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2019-04-18,20190418LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0.84375, 0.46875, 2.5, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2954545454545454, 1.5, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 1.5, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.3253012048192771, 0.7228915662650602, 3.8333333333333335, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.1506849315068495, 2.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.5869565217391304, 0.717391304347826, 5.0, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.5294117647058824, 1.1176470588235294, 2.7142857142857144, 5.666666666666667]","[0, 0, 3.176470588235294, 1.4117647058823528, 3.0, 0.5151515151515151]","[0, 0, 0.0, 0.9130434782608695, 3.3333333333333335, 0.9583333333333334]","[0, 0, 0.0, 0.2, 5, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2019-04-19,20190419WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0.84375, 0.46875, 2.5, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2954545454545454, 1.5, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 2.5, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 1.5, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.3253012048192771, 0.7228915662650602, 3.8333333333333335, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.1506849315068495, 2.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5869565217391304, 0.717391304347826, 5.0, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 1.1176470588235294, 2.7142857142857144, 5.666666666666667]","[0, 0, 3.176470588235294, 1.4117647058823528, 3.0, 0.5151515151515151]","[0, 0, 0.0, 0.9130434782608695, 3.3333333333333335, 0.9583333333333334]","[0, 1, 0.0, 0.4, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2019-04-20,20190420WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 1, 0.7941176470588235, 0.5294117647058824, 2.5, 1.4166666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.267857142857143, 1.5, 1.5714285714285714, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.5, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4615384615384612, 1.3846153846153846, 1.4545454545454546, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.3253012048192771, 0.7228915662650602, 3.8333333333333335, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.1506849315068495, 2.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5869565217391304, 0.717391304347826, 5.0, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 1.1176470588235294, 2.7142857142857144, 5.666666666666667]","[0, 0, 3.176470588235294, 1.4117647058823528, 3.0, 0.5151515151515151]","[0, 1, 0.0, 0.8888888888888888, 2.5, 1.0]","[0, 0, 0.0, 0.4, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2019-04-21,20190421WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0.7941176470588235, 0.5294117647058824, 2.5, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.267857142857143, 1.5, 1.5714285714285714, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.5, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.13953488372093, 1.255813953488372, 1.6363636363636365, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.25961538461538464, 0.75, 3.7142857142857144, 6.933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 1.1506849315068495, 2.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.5192307692307693, 0.6923076923076924, 4.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.5294117647058824, 1.1176470588235294, 2.7142857142857144, 5.666666666666667]","[0, 1, 3.0, 1.3333333333333333, 3.5, 0.5]","[0, 0, 0.0, 0.8888888888888888, 2.5, 1.0]","[0, 0, 0.0, 0.4, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
