,date,game_key,신정락,김경태,이태양,문재현,임준섭,이충호,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,김재영,박상원,김진영,김성훈,김진욱,박주홍,서폴드,김이환,채드벨,박윤철,정이황,안영명,윤규진,송창식,정우람,장민재
10,2019-04-04,20190404LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 1.8461538461538463, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.75, 0.5, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.6666666666666666, 4.333333333333333]","[1, 0, 2.131578947368421, 1.1842105263157896, 1.6, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.25, 8.0, 8.0]","[0, 0, 0.0, 2.25, 1.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]"
11,2019-04-05,20190405HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 1.5, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 2.25, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.6666666666666666, 4.333333333333333]","[0, 0, 2.131578947368421, 1.1842105263157896, 1.6, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.375, 1.125, 2.4, 6.666666666666667]","[0, 0, 0.0, 2.25, 1.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]"
12,2019-04-06,20190406HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.5, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.4, 0.5, 5.0]","[0, 0, 10.125, 2.25, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.6666666666666666, 4.333333333333333]","[0, 0, 2.131578947368421, 1.1842105263157896, 1.6, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 2.4, 6.666666666666667]","[0, 0, 0.0, 2.25, 1.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2.5, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]"
13,2019-04-07,20190407HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.5, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.3333333333333335, 1.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 0.5, 5.0]","[0, 0, 10.125, 2.25, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.6666666666666666, 4.333333333333333]","[0, 0, 2.131578947368421, 1.1842105263157896, 1.6, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 2.4, 6.666666666666667]","[0, 0, 0.0, 2.25, 1.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.5, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[1, 0, 3.1153846153846154, 1.7307692307692308, 2.0, 2.888888888888889]"
14,2019-04-10,20190410SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.5, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.75, 1.3333333333333333, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 0.5, 5.0]","[0, 1, 8.1, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.6666666666666666, 4.333333333333333]","[1, 0, 1.3064516129032258, 0.9677419354838709, 2.1666666666666665, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 2.4, 6.666666666666667]","[0, 1, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.5, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[0, 0, 3.1153846153846154, 1.7307692307692308, 2.0, 2.888888888888889]"
15,2019-04-11,20190411SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.5, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.75, 1.3333333333333333, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 0.5, 5.0]","[0, 0, 8.1, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6315789473684211, 4.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.076923076923077, 0.6666666666666666, 4.333333333333333]","[0, 0, 1.3064516129032258, 0.9677419354838709, 2.1666666666666665, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9272727272727272, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9545454545454546, 1.6666666666666667, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[0, 0, 3.1153846153846154, 1.7307692307692308, 2.0, 2.888888888888889]"
16,2019-04-12,20190412HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 0.5, 5.0]","[0, 0, 8.1, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6315789473684211, 4.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 1.9, 1.6, 5.0]","[0, 0, 1.3064516129032258, 0.9677419354838709, 2.1666666666666665, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9545454545454546, 1.6666666666666667, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 4, 0.7777777777777778]","[0, 0, 3.1153846153846154, 1.7307692307692308, 2.0, 2.888888888888889]"
17,2019-04-13,20190413HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 1, 5.0625, 1.875, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6315789473684211, 4.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.9, 1.6, 5.0]","[0, 0, 1.3064516129032258, 0.9677419354838709, 2.1666666666666665, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9545454545454546, 1.6666666666666667, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 5, 0.8333333333333334]","[0, 0, 3.1153846153846154, 1.7307692307692308, 2.0, 2.888888888888889]"
18,2019-04-14,20190414HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 1, 4.05, 1.65, 0.8571428571428571, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5217391304347826, 5.0, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.9, 1.6, 5.0]","[0, 0, 1.3064516129032258, 0.9677419354838709, 2.1666666666666665, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 2.3333333333333335, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 5, 0.8666666666666666]","[1, 0, 2.4545454545454546, 1.3636363636363638, 3.6, 3.6666666666666665]"
19,2019-04-16,20190416HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.2857142857142856, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 0, 4.05, 1.65, 0.8571428571428571, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5217391304347826, 5.0, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.95, 1.5714285714285714, 4.444444444444445]","[1, 0, 3.155844155844156, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9230769230769231, 2.3333333333333335, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9230769230769231, 5, 0.8666666666666666]","[0, 0, 2.4545454545454546, 1.3636363636363638, 3.6, 3.6666666666666665]"
20,2019-04-17,20190417HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.3333333333333333, 3.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 0, 4.05, 1.65, 0.8571428571428571, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6923076923076924, 6.0, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.95, 1.5714285714285714, 4.444444444444445]","[0, 0, 3.155844155844156, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2837837837837838, 1.3378378378378377, 2.625, 6.166666666666667]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8709677419354839, 3.0, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 6.0, 1.0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 3.6, 3.6666666666666665]"
21,2019-04-18,20190418HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.545454545454546, 1.1818181818181819, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 0, 4.05, 1.65, 0.8571428571428571, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 8.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.902439024390244, 1.902439024390244, 1.5714285714285714, 3.4166666666666665]","[0, 0, 3.155844155844156, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.3378378378378377, 2.625, 6.166666666666667]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8709677419354839, 3.0, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 6.0, 1.0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 3.6, 3.6666666666666665]"
22,2019-04-19,20190419SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.1818181818181819, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.7142857142857142, 0.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[1, 0, 3.8571428571428568, 1.7142857142857142, 0.8571428571428571, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8181818181818182, 0.7272727272727273, 8.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 1.7333333333333334, 2.0, 3.0]","[0, 0, 3.155844155844156, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.3378378378378377, 2.625, 6.166666666666667]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 3.3333333333333335, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 7.0, 1.0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 3.6, 3.6666666666666665]"
23,2019-04-20,20190420SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 4, 2.0]","[0, 0, 6.545454545454546, 1.1818181818181819, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 1.0, 0.6666666666666666]","[0, 1, 6.0, 1.6666666666666667, 3.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 0, 3.8571428571428568, 1.7142857142857142, 0.8571428571428571, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0.7272727272727273, 8.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8936170212765955, 1.6595744680851063, 2.0, 2.611111111111111]","[0, 0, 3.155844155844156, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.3378378378378377, 2.625, 6.166666666666667]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.3333333333333335, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 7.0, 1.0]","[1, 0, 2.7, 1.3, 4.6, 4.0]"
24,2019-04-21,20190421SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 4, 2.0]","[0, 0, 6.545454545454546, 1.1818181818181819, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 2.0, 0.8333333333333334]","[0, 1, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 0, 3.8571428571428568, 1.7142857142857142, 0.8571428571428571, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5428571428571427, 0.942857142857143, 5.0, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.5599999999999998, 2.0, 2.380952380952381]","[1, 0, 3.6947368421052635, 1.1368421052631579, 2.75, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.3378378378378377, 2.625, 6.166666666666667]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0833333333333333, 3.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 7.0, 1.0]","[0, 0, 2.7, 1.3, 4.6, 4.0]"
25,2019-04-24,20190424LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.3333333333333333, 5, 1.5]","[0, 0, 6.545454545454546, 1.1818181818181819, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.75, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 2.0, 0.8333333333333334]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.6666666666666667, 0.6, 4.5]","[0, 0, 3.8571428571428568, 1.7142857142857142, 0.8571428571428571, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4594594594594597, 0.8918918918918919, 5.0, 1.1212121212121213]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.5599999999999998, 2.0, 2.380952380952381]","[0, 0, 3.6947368421052635, 1.1368421052631579, 2.75, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8152173913043477, 1.434782608695652, 2.3636363636363638, 6.133333333333334]","[0, 0, 0.0, 4.5, 0.6, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.105263157894737, 3.6666666666666665, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 1.1739130434782608, 7.0, 0.9583333333333334]","[0, 0, 2.7, 1.3, 4.6, 4.0]"
