,date,game_key,이승현,김대우,임현준,이수민,정광운,홍정우,최충연,김승현,임대한,문용익,최지광,장지훈,김시현,김윤수,양창섭,최채흥,김용하,김태우,맥과이어,오상민,헤일리,라이블리,원태인,우규민,윤성환,오승환,한기주,백정현,장필준,정인욱,권오준
116,2019-08-27,20190827SSHT0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.75, 1.4313725490196079]","[0, 1, 2.9724770642201834, 1.073394495412844, 3.3333333333333335, 0.6264367816091955]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.5185185185185186, 1.5625, 1.1020408163265305]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.929906542056075, 1.5981308411214954, 2.5416666666666665, 3.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 2.571428571428571, 0.9285714285714286, 5.25, 7.0]","[0, 0, 3.9820143884892087, 1.3489208633093523, 1.6764705882352942, 4.212121212121212]","[0, 0, 2.5434782608695654, 1.1304347826086956, 3.875, 1.0952380952380953]","[1, 0, 4.554216867469879, 1.4909638554216866, 1.2682926829268293, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.398876404494382, 1.3820224719101124, 1.6842105263157894, 5.650793650793651]","[0, 1, 3.453488372093023, 1.377906976744186, 1.5555555555555556, 1.1700680272108843]","[0, 0, 9.45, 1.65, 2.0, 1.1111111111111112]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
117,2019-08-28,20190828SSHT0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.75, 1.4313725490196079]","[0, 1, 2.892857142857143, 1.0714285714285714, 3.3333333333333335, 0.632768361581921]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.178571428571429, 1.5714285714285714, 1.4705882352941178, 1.12]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.929906542056075, 1.5981308411214954, 2.5416666666666665, 3.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 2.571428571428571, 0.9285714285714286, 5.25, 7.0]","[1, 0, 4.831578947368421, 1.431578947368421, 1.6571428571428573, 4.130434782608695]","[0, 0, 2.5434782608695654, 1.1304347826086956, 3.875, 1.0952380952380953]","[0, 0, 4.554216867469879, 1.4909638554216866, 1.2682926829268293, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.398876404494382, 1.3820224719101124, 1.6842105263157894, 5.650793650793651]","[0, 0, 3.453488372093023, 1.377906976744186, 1.5555555555555556, 1.1700680272108843]","[0, 1, 7.838709677419355, 1.6451612903225805, 1.2, 1.4761904761904763]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
118,2019-08-29,20190829SKSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.75, 1.4313725490196079]","[0, 0, 2.892857142857143, 1.0714285714285714, 3.3333333333333335, 0.632768361581921]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.5714285714285714, 1.4705882352941178, 1.12]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.929906542056075, 1.5981308411214954, 2.5416666666666665, 3.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 2.571428571428571, 0.9285714285714286, 5.25, 7.0]","[0, 0, 4.831578947368421, 1.431578947368421, 1.6571428571428573, 4.130434782608695]","[0, 1, 2.471830985915493, 1.0985915492957745, 4.0, 1.1007751937984496]","[0, 0, 4.554216867469879, 1.4909638554216866, 1.2682926829268293, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.270777479892761, 1.3753351206434317, 1.625, 5.651515151515151]","[0, 1, 3.337078651685393, 1.3314606741573034, 1.6296296296296295, 1.1866666666666668]","[0, 0, 7.838709677419355, 1.6451612903225805, 1.2, 1.4761904761904763]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
119,2019-08-30,20190830SKSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.75, 1.4313725490196079]","[0, 1, 3.106194690265487, 1.088495575221239, 3.0, 0.6277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.105263157894736, 1.5614035087719298, 1.5, 1.1176470588235294]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.929906542056075, 1.5981308411214954, 2.5416666666666665, 3.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[1, 0, 7.312499999999999, 1.375, 3.8333333333333335, 5.333333333333333]","[0, 0, 4.831578947368421, 1.431578947368421, 1.6571428571428573, 4.130434782608695]","[0, 0, 2.471830985915493, 1.0985915492957745, 4.0, 1.1007751937984496]","[0, 0, 4.554216867469879, 1.4909638554216866, 1.2682926829268293, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.270777479892761, 1.3753351206434317, 1.625, 5.651515151515151]","[0, 0, 3.337078651685393, 1.3314606741573034, 1.6296296296296295, 1.1866666666666668]","[0, 0, 7.838709677419355, 1.6451612903225805, 1.2, 1.4761904761904763]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
120,2019-08-31,20190831SSOB0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.75, 1.4313725490196079]","[0, 1, 3.0789473684210527, 1.105263157894737, 3.0, 0.6229508196721312]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9886363636363638, 1.5340909090909092, 1.542857142857143, 1.1282051282051282]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.586206896551724, 1.6034482758620692, 2.576923076923077, 3.36231884057971]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 7.312499999999999, 1.375, 3.8333333333333335, 5.333333333333333]","[0, 0, 4.831578947368421, 1.431578947368421, 1.6571428571428573, 4.130434782608695]","[0, 0, 2.471830985915493, 1.0985915492957745, 4.0, 1.1007751937984496]","[0, 0, 4.554216867469879, 1.4909638554216866, 1.2682926829268293, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.270777479892761, 1.3753351206434317, 1.625, 5.651515151515151]","[0, 1, 3.281767955801105, 1.3591160220994474, 1.5517241379310345, 1.1830065359477124]","[0, 0, 7.838709677419355, 1.6451612903225805, 1.2, 1.4761904761904763]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
121,2019-09-01,20190901SSOB0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.75, 1.4313725490196079]","[0, 0, 3.0789473684210527, 1.105263157894737, 3.0, 0.6229508196721312]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 20.25, 4.5, 0.5, 0.4444444444444444]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9886363636363638, 1.5340909090909092, 1.542857142857143, 1.1282051282051282]","[0, 1, 12.6, 3.4, 1.5, 0.8333333333333334]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6034482758620692, 2.576923076923077, 3.36231884057971]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 7.312499999999999, 1.375, 3.8333333333333335, 5.333333333333333]","[0, 0, 4.831578947368421, 1.431578947368421, 1.6571428571428573, 4.130434782608695]","[0, 0, 2.471830985915493, 1.0985915492957745, 4.0, 1.1007751937984496]","[1, 0, 4.397142857142858, 1.4657142857142857, 1.3095238095238095, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.270777479892761, 1.3753351206434317, 1.625, 5.651515151515151]","[0, 0, 3.281767955801105, 1.3591160220994474, 1.5517241379310345, 1.1830065359477124]","[0, 0, 7.838709677419355, 1.6451612903225805, 1.2, 1.4761904761904763]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
122,2019-09-03,20190903SSLT0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 1, 5.151315789473684, 1.243421052631579, 2.6153846153846154, 1.4476190476190476]","[0, 1, 3.0521739130434784, 1.0956521739130434, 3.0, 0.6182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 4.5, 0.5, 0.4444444444444444]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.943820224719101, 1.5337078651685392, 1.5, 1.119496855345912]","[0, 0, 12.6, 3.4, 1.5, 0.8333333333333334]","[0, 0, 4.05, 1.7999999999999998, 1.0, 1.1111111111111112]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6034482758620692, 2.576923076923077, 3.36231884057971]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 7.312499999999999, 1.375, 3.8333333333333335, 5.333333333333333]","[1, 0, 4.900990099009901, 1.4257425742574257, 1.6756756756756757, 4.208333333333333]","[0, 1, 2.371621621621622, 1.135135135135135, 3.7777777777777777, 1.1212121212121213]","[0, 0, 4.397142857142858, 1.4657142857142857, 1.3095238095238095, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.270777479892761, 1.3753351206434317, 1.625, 5.651515151515151]","[0, 0, 3.281767955801105, 1.3591160220994474, 1.5517241379310345, 1.1830065359477124]","[0, 1, 7.363636363636363, 1.6363636363636365, 1.0, 1.375]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
123,2019-09-04,20190904SSLT0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 5.151315789473684, 1.243421052631579, 2.6153846153846154, 1.4476190476190476]","[0, 0, 3.0521739130434784, 1.0956521739130434, 3.0, 0.6182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.571428571428571, 3.4285714285714284, 0.25, 0.5833333333333334]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.943820224719101, 1.5337078651685392, 1.5, 1.119496855345912]","[0, 1, 10.5, 2.8333333333333335, 1.75, 0.8571428571428571]","[0, 1, 3.5217391304347827, 1.826086956521739, 0.8, 1.0952380952380953]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6034482758620692, 2.576923076923077, 3.36231884057971]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[1, 0, 5.869565217391304, 1.2173913043478262, 3.625, 5.75]","[0, 0, 4.900990099009901, 1.4257425742574257, 1.6756756756756757, 4.208333333333333]","[0, 0, 2.371621621621622, 1.135135135135135, 3.7777777777777777, 1.1212121212121213]","[0, 0, 4.397142857142858, 1.4657142857142857, 1.3095238095238095, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.270777479892761, 1.3753351206434317, 1.625, 5.651515151515151]","[0, 0, 3.281767955801105, 1.3591160220994474, 1.5517241379310345, 1.1830065359477124]","[0, 0, 7.363636363636363, 1.6363636363636365, 1.0, 1.375]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
124,2019-09-05,20190905SSWO0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 5.151315789473684, 1.243421052631579, 2.6153846153846154, 1.4476190476190476]","[0, 0, 3.0521739130434784, 1.0956521739130434, 3.0, 0.6182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 0.25, 0.5833333333333334]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.943820224719101, 1.5337078651685392, 1.5, 1.119496855345912]","[0, 0, 10.5, 2.8333333333333335, 1.75, 0.8571428571428571]","[0, 0, 3.5217391304347827, 1.826086956521739, 0.8, 1.0952380952380953]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6034482758620692, 2.576923076923077, 3.36231884057971]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 5.869565217391304, 1.2173913043478262, 3.625, 5.75]","[0, 0, 4.900990099009901, 1.4257425742574257, 1.6756756756756757, 4.208333333333333]","[0, 1, 2.324503311258278, 1.1125827814569536, 3.888888888888889, 1.1185185185185185]","[0, 0, 4.397142857142858, 1.4657142857142857, 1.3095238095238095, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.281329923273658, 1.381074168797954, 1.6428571428571428, 5.666666666666667]","[0, 1, 3.5409836065573774, 1.3770491803278688, 1.5517241379310345, 1.1730769230769231]","[0, 0, 7.363636363636363, 1.6363636363636365, 1.0, 1.375]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
125,2019-09-06,20190906SSWO0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 5.151315789473684, 1.243421052631579, 2.6153846153846154, 1.4476190476190476]","[0, 0, 3.0521739130434784, 1.0956521739130434, 3.0, 0.6182795698924731]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 0.25, 0.5833333333333334]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.878453038674033, 1.5082872928176796, 1.5555555555555556, 1.117283950617284]","[0, 0, 10.5, 2.8333333333333335, 1.75, 0.8571428571428571]","[0, 1, 2.892857142857143, 1.5, 1.4, 1.1666666666666667]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.486055776892431, 1.5776892430278884, 2.4482758620689653, 3.486111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 5.869565217391304, 1.2173913043478262, 3.625, 5.75]","[0, 0, 4.900990099009901, 1.4257425742574257, 1.6756756756756757, 4.208333333333333]","[0, 0, 2.324503311258278, 1.1125827814569536, 3.888888888888889, 1.1185185185185185]","[0, 0, 4.397142857142858, 1.4657142857142857, 1.3095238095238095, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.281329923273658, 1.381074168797954, 1.6428571428571428, 5.666666666666667]","[0, 0, 3.5409836065573774, 1.3770491803278688, 1.5517241379310345, 1.1730769230769231]","[0, 1, 6.75, 1.5, 1.3333333333333333, 1.3333333333333333]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
126,2019-09-07,20190907NCSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 5.151315789473684, 1.243421052631579, 2.6153846153846154, 1.4476190476190476]","[0, 1, 3.0258620689655173, 1.0862068965517242, 3.1, 0.6137566137566137]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 2.6999999999999997, 0.25, 0.6666666666666667]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.878453038674033, 1.5082872928176796, 1.5555555555555556, 1.117283950617284]","[0, 1, 9.947368421052632, 3.1578947368421053, 1.3333333333333333, 0.7916666666666666]","[0, 0, 2.892857142857143, 1.5, 1.4, 1.1666666666666667]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.486055776892431, 1.5776892430278884, 2.4482758620689653, 3.486111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 5.869565217391304, 1.2173913043478262, 3.625, 5.75]","[0, 0, 4.900990099009901, 1.4257425742574257, 1.6756756756756757, 4.208333333333333]","[0, 0, 2.324503311258278, 1.1125827814569536, 3.888888888888889, 1.1185185185185185]","[1, 0, 4.328804347826087, 1.467391304347826, 1.2790697674418605, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.281329923273658, 1.381074168797954, 1.6428571428571428, 5.666666666666667]","[0, 0, 3.5409836065573774, 1.3770491803278688, 1.5517241379310345, 1.1730769230769231]","[0, 0, 6.75, 1.5, 1.3333333333333333, 1.3333333333333333]","[0, 0, 4.537815126050421, 1.2857142857142858, 2.272727272727273, 1.017094017094017]"
127,2019-09-08,20190908NCSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 5.151315789473684, 1.243421052631579, 2.6153846153846154, 1.4476190476190476]","[0, 0, 3.0258620689655173, 1.0862068965517242, 3.1, 0.6137566137566137]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 2.6999999999999997, 0.25, 0.6666666666666667]","[0, 0, 7.0, 2.1666666666666665, 1.1714285714285715, 1.0909090909090908]","[0, 0, 8.678571428571429, 1.7142857142857142, 0.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8360655737704916, 1.4918032786885247, 1.5555555555555556, 1.1090909090909091]","[0, 0, 9.947368421052632, 3.1578947368421053, 1.3333333333333333, 0.7916666666666666]","[0, 0, 2.892857142857143, 1.5, 1.4, 1.1666666666666667]","[0, 0, 4.5, 1.5, 0.7142857142857143, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.486055776892431, 1.5776892430278884, 2.4482758620689653, 3.486111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56797583081571, 1.6132930513595167, 1.5555555555555556, 5.516666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 5.869565217391304, 1.2173913043478262, 3.625, 5.75]","[1, 0, 4.9245283018867925, 1.4245283018867925, 1.6923076923076923, 4.24]","[0, 1, 2.279220779220779, 1.0909090909090908, 3.888888888888889, 1.1159420289855073]","[0, 0, 4.328804347826087, 1.467391304347826, 1.2790697674418605, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.281329923273658, 1.381074168797954, 1.6428571428571428, 5.666666666666667]","[0, 1, 3.4652406417112305, 1.3475935828877006, 1.5862068965517242, 1.1761006289308176]","[0, 0, 6.75, 1.5, 1.3333333333333333, 1.3333333333333333]","[0, 1, 5.090163934426229, 1.3770491803278688, 2.0833333333333335, 1.0166666666666666]"
