,date,game_key,최영진,정진호,류지혁,박세혁,김인태,이우성,최용제,문진제,정진철,서예일,황경태,조수행,홍성호,양구렬,에반스,고영민,김재호,오재일,이원석,양의지,민병헌,최주환,오재원,김강,김재환,최재훈,박건우,정수빈,허경민,국해성,홍성흔
10,2016-04-14,20160414OBHH0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 5, 0.0, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.3333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.21621621621621623, 0.34782608695652173, 0.35135135135135137, 0.07142857142857142, 0.08108108108108109, 0.08108108108108109]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2727272727272727, 0.375, 0.30303030303030304, 0.21428571428571427, 0.21212121212121213, 0.18181818181818182]","[1, 7, 0.5238095238095238, 0.6153846153846154, 0.7619047619047619, 0.0, 0.14285714285714285, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.2571428571428571, 0.38095238095238093, 0.5714285714285714, 0.21428571428571427, 0.2571428571428571, 0.2571428571428571]","[1, 3, 0.3170731707317073, 0.42857142857142855, 0.6341463414634146, 0.4166666666666667, 0.17073170731707318, 0.24390243902439024]","[0, -1, 0.3076923076923077, 0.375, 0.38461538461538464, 0.0, 0.15384615384615385, 0.07692307692307693]","[1, 6, 0.3333333333333333, 0.4146341463414634, 0.3888888888888889, 0.2, 0.1388888888888889, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2, 0.2, 0.8, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.15384615384615385, 0.15384615384615385, 0.19230769230769232, 0.2, 0.07692307692307693, 0.038461538461538464]","[1, 2, 0.2222222222222222, 0.3409090909090909, 0.3333333333333333, 0.4444444444444444, 0.16666666666666666, 0.16666666666666666]","[1, 1, 0.2708333333333333, 0.3137254901960784, 0.3333333333333333, 0.2857142857142857, 0.10416666666666667, 0.14583333333333334]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
11,2016-04-15,20160415SSOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 8, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.25, 0.25, 0.25, 0.0, 0.75, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.1951219512195122, 0.3333333333333333, 0.3170731707317073, 0.0625, 0.0975609756097561, 0.07317073170731707]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2972972972972973, 0.38636363636363635, 0.40540540540540543, 0.26666666666666666, 0.24324324324324326, 0.1891891891891892]","[1, 5, 0.48, 0.5806451612903226, 0.8, 0.2, 0.2, 0.28]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.28205128205128205, 0.391304347826087, 0.5641025641025641, 0.29411764705882354, 0.2564102564102564, 0.3076923076923077]","[1, 3, 0.30434782608695654, 0.4074074074074074, 0.6521739130434783, 0.3333333333333333, 0.1956521739130435, 0.2608695652173913]","[0, 4, 0.35714285714285715, 0.4117647058823529, 0.5, 0.0, 0.14285714285714285, 0.07142857142857142]","[1, 6, 0.3076923076923077, 0.4, 0.358974358974359, 0.2, 0.15384615384615385, 0.02564102564102564]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.8, 0.0, 0.2, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.18518518518518517, 0.18518518518518517, 0.2222222222222222, 0.2, 0.1111111111111111, 0.037037037037037035]","[1, 2, 0.2926829268292683, 0.4, 0.4146341463414634, 0.5, 0.21951219512195122, 0.1951219512195122]","[1, 1, 0.27450980392156865, 0.3508771929824561, 0.35294117647058826, 0.2857142857142857, 0.13725490196078433, 0.17647058823529413]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
12,2016-04-17,20160417SSOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.25, 0.25, 0.25, 0.0, 0.75, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.18181818181818182, 0.32727272727272727, 0.29545454545454547, 0.058823529411764705, 0.13636363636363635, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3170731707317073, 0.3958333333333333, 0.4146341463414634, 0.2777777777777778, 0.21951219512195122, 0.1951219512195122]","[1, 7, 0.5, 0.6, 0.7857142857142857, 0.2, 0.21428571428571427, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.28205128205128205, 0.391304347826087, 0.5641025641025641, 0.29411764705882354, 0.2564102564102564, 0.3076923076923077]","[1, 3, 0.3, 0.4067796610169492, 0.62, 0.375, 0.22, 0.24]","[0, 8, 0.4, 0.4444444444444444, 0.6, 0.0, 0.13333333333333333, 0.13333333333333333]","[1, 6, 0.30952380952380953, 0.40816326530612246, 0.35714285714285715, 0.3333333333333333, 0.14285714285714285, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.2222222222222222, 0.2222222222222222, 0.8888888888888888, 0.0, 0.3333333333333333, 0.2222222222222222]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.26666666666666666, 0.25806451612903225, 0.3333333333333333, 0.2727272727272727, 0.13333333333333333, 0.1]","[1, 2, 0.2826086956521739, 0.38181818181818183, 0.391304347826087, 0.5, 0.1956521739130435, 0.17391304347826086]","[1, 1, 0.2545454545454545, 0.3387096774193548, 0.32727272727272727, 0.26666666666666666, 0.14545454545454545, 0.16363636363636364]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
13,2016-04-19,20160419OBKT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.25, 0.25, 0.25, 0.0, 0.75, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.1702127659574468, 0.3103448275862069, 0.2765957446808511, 0.05555555555555555, 0.1276595744680851, 0.0851063829787234]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.29545454545454547, 0.36538461538461536, 0.38636363636363635, 0.2631578947368421, 0.20454545454545456, 0.20454545454545456]","[1, 7, 0.5161290322580645, 0.6153846153846154, 0.7741935483870968, 0.3333333333333333, 0.25806451612903225, 0.25806451612903225]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3023255813953488, 0.4, 0.5581395348837209, 0.29411764705882354, 0.2558139534883721, 0.27906976744186046]","[1, 3, 0.3333333333333333, 0.42857142857142855, 0.6296296296296297, 0.3888888888888889, 0.2037037037037037, 0.24074074074074073]","[0, 8, 0.375, 0.42105263157894735, 0.5625, 0.0, 0.125, 0.125]","[1, 6, 0.30434782608695654, 0.39622641509433965, 0.34782608695652173, 0.375, 0.15217391304347827, 0.043478260869565216]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2222222222222222, 0.2222222222222222, 0.8888888888888888, 0.0, 0.3333333333333333, 0.2222222222222222]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.28125, 0.2727272727272727, 0.40625, 0.2727272727272727, 0.15625, 0.09375]","[1, 2, 0.29411764705882354, 0.38333333333333336, 0.39215686274509803, 0.46153846153846156, 0.17647058823529413, 0.17647058823529413]","[1, 1, 0.25862068965517243, 0.3582089552238806, 0.3275862068965517, 0.3125, 0.15517241379310345, 0.1896551724137931]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
14,2016-04-20,20160420OBKT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 5, 0.16666666666666666, 0.375, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.25, 0.25, 0.25, 0.0, 0.75, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.17647058823529413, 0.3064516129032258, 0.27450980392156865, 0.05263157894736842, 0.11764705882352941, 0.09803921568627451]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2826086956521739, 0.36363636363636365, 0.3695652173913043, 0.25, 0.21739130434782608, 0.1956521739130435]","[1, 7, 0.47058823529411764, 0.5813953488372093, 0.7058823529411765, 0.3333333333333333, 0.2647058823529412, 0.23529411764705882]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3191489361702128, 0.4074074074074074, 0.5531914893617021, 0.3157894736842105, 0.23404255319148937, 0.2553191489361702]","[1, 3, 0.3448275862068966, 0.43283582089552236, 0.6379310344827587, 0.3684210526315789, 0.20689655172413793, 0.22413793103448276]","[0, 8, 0.35294117647058826, 0.4, 0.5294117647058824, 0.0, 0.11764705882352941, 0.11764705882352941]","[1, 6, 0.30612244897959184, 0.40350877192982454, 0.3469387755102041, 0.375, 0.14285714285714285, 0.04081632653061224]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.2, 0.2, 0.8, 0.0, 0.3, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2571428571428571, 0.25, 0.37142857142857144, 0.23076923076923078, 0.14285714285714285, 0.08571428571428572]","[1, 2, 0.2727272727272727, 0.359375, 0.36363636363636365, 0.42857142857142855, 0.16363636363636364, 0.16363636363636364]","[1, 1, 0.25806451612903225, 0.352112676056338, 0.3387096774193548, 0.35294117647058826, 0.14516129032258066, 0.20967741935483872]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
15,2016-04-21,20160421OBKT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 8, 0.16666666666666666, 0.375, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.16981132075471697, 0.3181818181818182, 0.2641509433962264, 0.05, 0.1509433962264151, 0.09433962264150944]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2857142857142857, 0.3620689655172414, 0.3673469387755102, 0.2857142857142857, 0.22448979591836735, 0.20408163265306123]","[1, 4, 0.48717948717948717, 0.5833333333333334, 0.7435897435897436, 0.5, 0.28205128205128205, 0.28205128205128205]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3191489361702128, 0.4074074074074074, 0.5531914893617021, 0.3157894736842105, 0.23404255319148937, 0.2553191489361702]","[1, 3, 0.3492063492063492, 0.4305555555555556, 0.6666666666666666, 0.38095238095238093, 0.2222222222222222, 0.25396825396825395]","[1, 5, 0.3888888888888889, 0.42857142857142855, 0.7222222222222222, 0.3333333333333333, 0.16666666666666666, 0.2222222222222222]","[1, 6, 0.3148148148148148, 0.4032258064516129, 0.35185185185185186, 0.36363636363636365, 0.12962962962962962, 0.05555555555555555]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.2727272727272727, 0.2727272727272727, 0.9090909090909091, 0.0, 0.36363636363636365, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2702702702702703, 0.2631578947368421, 0.3783783783783784, 0.21428571428571427, 0.13513513513513514, 0.08108108108108109]","[1, 2, 0.2711864406779661, 0.37142857142857144, 0.3559322033898305, 0.4375, 0.1864406779661017, 0.15254237288135594]","[1, 1, 0.26865671641791045, 0.36363636363636365, 0.34328358208955223, 0.3684210526315789, 0.14925373134328357, 0.208955223880597]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
16,2016-04-22,20160422HHOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.16666666666666666, 0.375, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.16666666666666666, 0.31343283582089554, 0.25925925925925924, 0.05, 0.14814814814814814, 0.09259259259259259]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.28, 0.3770491803278688, 0.36, 0.2727272727272727, 0.22, 0.2]","[0, -1, 0.48717948717948717, 0.5833333333333334, 0.7435897435897436, 0.5, 0.28205128205128205, 0.28205128205128205]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3137254901960784, 0.3898305084745763, 0.5294117647058824, 0.3, 0.21568627450980393, 0.2549019607843137]","[1, 3, 0.34328358208955223, 0.42105263157894735, 0.6417910447761194, 0.38095238095238093, 0.208955223880597, 0.23880597014925373]","[1, 6, 0.36363636363636365, 0.4, 0.6363636363636364, 0.4, 0.13636363636363635, 0.22727272727272727]","[0, -1, 0.3148148148148148, 0.4032258064516129, 0.35185185185185186, 0.36363636363636365, 0.12962962962962962, 0.05555555555555555]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.25, 0.25, 0.8333333333333334, 0.0, 0.3333333333333333, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2926829268292683, 0.2857142857142857, 0.43902439024390244, 0.21428571428571427, 0.12195121951219512, 0.07317073170731707]","[1, 2, 0.2857142857142857, 0.3783783783783784, 0.36507936507936506, 0.47058823529411764, 0.19047619047619047, 0.15873015873015872]","[1, 1, 0.2676056338028169, 0.36585365853658536, 0.352112676056338, 0.35, 0.15492957746478872, 0.19718309859154928]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
17,2016-04-23,20160423HHOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.16666666666666666, 0.375, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 4, 0.17543859649122806, 0.3142857142857143, 0.2631578947368421, 0.05, 0.14035087719298245, 0.08771929824561403]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3148148148148148, 0.4, 0.4074074074074074, 0.3333333333333333, 0.2222222222222222, 0.24074074074074073]","[0, -1, 0.48717948717948717, 0.5833333333333334, 0.7435897435897436, 0.5, 0.28205128205128205, 0.28205128205128205]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.32727272727272727, 0.3968253968253968, 0.5272727272727272, 0.3, 0.2, 0.23636363636363636]","[1, 3, 0.34285714285714286, 0.43209876543209874, 0.6285714285714286, 0.38095238095238093, 0.21428571428571427, 0.22857142857142856]","[0, -1, 0.36363636363636365, 0.4, 0.6363636363636364, 0.4, 0.13636363636363635, 0.22727272727272727]","[1, 6, 0.2982456140350877, 0.38461538461538464, 0.3333333333333333, 0.3333333333333333, 0.12280701754385964, 0.05263157894736842]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3076923076923077, 0.3076923076923077, 1.0769230769230769, 0.3333333333333333, 0.38461538461538464, 0.46153846153846156]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3181818181818182, 0.32608695652173914, 0.4772727272727273, 0.21428571428571427, 0.1590909090909091, 0.06818181818181818]","[1, 2, 0.27941176470588236, 0.3670886075949367, 0.36764705882352944, 0.47368421052631576, 0.19117647058823528, 0.16176470588235295]","[1, 1, 0.26666666666666666, 0.367816091954023, 0.3466666666666667, 0.3333333333333333, 0.16, 0.18666666666666668]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
18,2016-04-24,20160424HHOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.16666666666666666, 0.375, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.17543859649122806, 0.3142857142857143, 0.2631578947368421, 0.05, 0.14035087719298245, 0.08771929824561403]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.32142857142857145, 0.4117647058823529, 0.4107142857142857, 0.3333333333333333, 0.21428571428571427, 0.23214285714285715]","[1, 4, 0.4883720930232558, 0.5769230769230769, 0.7906976744186046, 0.4444444444444444, 0.27906976744186046, 0.27906976744186046]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.3448275862068966, 0.417910447761194, 0.5517241379310345, 0.3, 0.1896551724137931, 0.22413793103448276]","[0, 3, 0.33783783783783783, 0.4235294117647059, 0.6081081081081081, 0.36363636363636365, 0.20270270270270271, 0.21621621621621623]","[1, 3, 0.3076923076923077, 0.3448275862068966, 0.5384615384615384, 0.3333333333333333, 0.11538461538461539, 0.19230769230769232]","[1, 6, 0.2786885245901639, 0.36231884057971014, 0.3114754098360656, 0.3076923076923077, 0.13114754098360656, 0.04918032786885246]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.375, 0.375, 1.25, 0.5, 0.375, 0.5625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3191489361702128, 0.34, 0.46808510638297873, 0.2, 0.1702127659574468, 0.06382978723404255]","[1, 2, 0.2714285714285714, 0.37349397590361444, 0.35714285714285715, 0.47368421052631576, 0.18571428571428572, 0.15714285714285714]","[1, 1, 0.25316455696202533, 0.3516483516483517, 0.3291139240506329, 0.3181818181818182, 0.1518987341772152, 0.17721518987341772]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
19,2016-04-26,20160426SKOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.5, 0.7142857142857143, 0.5, 0.3333333333333333, 0.25, 0.25]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 6, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0, 0.5714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.17543859649122806, 0.3142857142857143, 0.2631578947368421, 0.05, 0.14035087719298245, 0.08771929824561403]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.3103448275862069, 0.4084507042253521, 0.39655172413793105, 0.3333333333333333, 0.20689655172413793, 0.22413793103448276]","[1, 4, 0.48936170212765956, 0.5714285714285714, 0.7659574468085106, 0.4166666666666667, 0.2553191489361702, 0.2978723404255319]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.32786885245901637, 0.4084507042253521, 0.5245901639344263, 0.2727272727272727, 0.18032786885245902, 0.21311475409836064]","[1, 3, 0.33783783783783783, 0.43023255813953487, 0.6081081081081081, 0.36363636363636365, 0.20270270270270271, 0.21621621621621623]","[1, 8, 0.2857142857142857, 0.34375, 0.5, 0.2857142857142857, 0.14285714285714285, 0.17857142857142858]","[1, 6, 0.2857142857142857, 0.3835616438356164, 0.31746031746031744, 0.35714285714285715, 0.12698412698412698, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.3157894736842105, 0.3157894736842105, 1.0526315789473684, 0.4, 0.3157894736842105, 0.47368421052631576]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.3137254901960784, 0.3333333333333333, 0.47058823529411764, 0.23529411764705882, 0.1568627450980392, 0.0784313725490196]","[1, 2, 0.2702702702702703, 0.375, 0.35135135135135137, 0.42857142857142855, 0.1891891891891892, 0.14864864864864866]","[1, 1, 0.24390243902439024, 0.3541666666666667, 0.3170731707317073, 0.30434782608695654, 0.17073170731707318, 0.17073170731707318]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]"
