,date,game_key,정민우,백상원,문선엽,이상훈,김정혁,정우양,나성용,구자욱,성의준,박해민,이흥련,최재원,박계범,최선호,김재현,윤영수,권정웅,최민구,이성규,발디리스,김성훈,황선도,박한이,최형우,조동찬,김태완,이정식,우동균,이영욱,김상수,이지영,배영섭,이승엽
10,2016-04-14,20160414NCSS0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2857142857142857, 0.3333333333333333, 0.42857142857142855, 0.42857142857142855, 0.10714285714285714, 0.14285714285714285]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3157894736842105, 0.38636363636363635, 0.5263157894736842, 0.3076923076923077, 0.18421052631578946, 0.18421052631578946]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.23076923076923078, 0.3023255813953488, 0.3076923076923077, 0.14285714285714285, 0.1282051282051282, 0.05128205128205128]","[0, -1, 0.4444444444444444, 0.5454545454545454, 0.5555555555555556, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 5, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.25, 0.35714285714285715, 0.3611111111111111, 0.2857142857142857, 0.16666666666666666, 0.2222222222222222]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.325, 0.425531914893617, 0.55, 0.38461538461538464, 0.2, 0.175]","[0, -1, 0.1, 0.35714285714285715, 0.4, 0.0, 0.3, 0.3]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 1.0, 0.0]","[1, 9, 0.29411764705882354, 0.29411764705882354, 0.3235294117647059, 0.2, 0.14705882352941177, 0.058823529411764705]","[1, 8, 0.4166666666666667, 0.48148148148148145, 0.5416666666666666, 0.625, 0.125, 0.25]","[1, 1, 0.3888888888888889, 0.5217391304347826, 0.7222222222222222, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111]","[1, 6, 0.3170731707317073, 0.37777777777777777, 0.5365853658536586, 0.5, 0.14634146341463414, 0.21951219512195122]"
11,2016-04-15,20160415SSOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.25, 0.29411764705882354, 0.375, 0.375, 0.09375, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.36585365853658536, 0.4375, 0.5609756097560976, 0.3076923076923077, 0.21951219512195122, 0.17073170731707318]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.23809523809523808, 0.2978723404255319, 0.30952380952380953, 0.13333333333333333, 0.14285714285714285, 0.07142857142857142]","[1, 8, 0.3333333333333333, 0.42857142857142855, 0.4166666666666667, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 7, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.25, 0.34782608695652173, 0.35, 0.29411764705882354, 0.15, 0.225]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.3409090909090909, 0.43137254901960786, 0.5454545454545454, 0.4375, 0.20454545454545456, 0.20454545454545456]","[0, 6, 0.08333333333333333, 0.35294117647058826, 0.3333333333333333, 0.0, 0.25, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 1.3333333333333333, 0.0]","[1, 9, 0.2972972972972973, 0.3157894736842105, 0.32432432432432434, 0.2, 0.16216216216216217, 0.05405405405405406]","[0, 8, 0.37037037037037035, 0.45161290322580644, 0.48148148148148145, 0.625, 0.1111111111111111, 0.2222222222222222]","[1, 1, 0.391304347826087, 0.5, 0.6521739130434783, 0.25, 0.21739130434782608, 0.08695652173913043]","[0, -1, 0.3170731707317073, 0.37777777777777777, 0.5365853658536586, 0.5, 0.14634146341463414, 0.21951219512195122]"
12,2016-04-17,20160417SSOB0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.23529411764705882, 0.2777777777777778, 0.35294117647058826, 0.375, 0.08823529411764706, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.40384615384615385, 0.5111111111111111, 0.3076923076923077, 0.2222222222222222, 0.15555555555555556]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2391304347826087, 0.29411764705882354, 0.30434782608695654, 0.13333333333333333, 0.13043478260869565, 0.06521739130434782]","[1, 8, 0.2857142857142857, 0.375, 0.35714285714285715, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.5, 0.5, 0.5, 1.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.23255813953488372, 0.32653061224489793, 0.32558139534883723, 0.2777777777777778, 0.13953488372093023, 0.20930232558139536]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.3125, 0.4, 0.5, 0.3888888888888889, 0.1875, 0.1875]","[0, 7, 0.07692307692307693, 0.3684210526315789, 0.3076923076923077, 0.0, 0.23076923076923078, 0.23076923076923078]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.4, 0.4, 0.4, 0.0, 0.8, 0.0]","[1, 9, 0.2926829268292683, 0.30952380952380953, 0.3170731707317073, 0.18181818181818182, 0.14634146341463414, 0.04878048780487805]","[0, 8, 0.39285714285714285, 0.48484848484848486, 0.5, 0.625, 0.10714285714285714, 0.21428571428571427]","[1, 1, 0.35714285714285715, 0.45454545454545453, 0.5714285714285714, 0.25, 0.21428571428571427, 0.07142857142857142]","[1, 6, 0.3111111111111111, 0.3673469387755102, 0.5111111111111111, 0.47058823529411764, 0.13333333333333333, 0.2222222222222222]"
13,2016-04-19,20160419SSHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2222222222222222, 0.2631578947368421, 0.3333333333333333, 0.375, 0.08333333333333333, 0.1111111111111111]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.4107142857142857, 0.5, 0.3076923076923077, 0.22916666666666666, 0.14583333333333334]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.22, 0.2727272727272727, 0.28, 0.125, 0.12, 0.06]","[0, 8, 0.3125, 0.3888888888888889, 0.375, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0, -1, 0.5, 0.5, 0.5, 1.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.21739130434782608, 0.3018867924528302, 0.30434782608695654, 0.2631578947368421, 0.13043478260869565, 0.21739130434782608]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.3, 0.4067796610169492, 0.48, 0.3888888888888889, 0.18, 0.18]","[0, 2, 0.07142857142857142, 0.38095238095238093, 0.2857142857142857, 0.0, 0.21428571428571427, 0.21428571428571427]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.4, 0.4, 0.4, 0.0, 1.0, 0.0]","[1, 9, 0.2727272727272727, 0.28888888888888886, 0.29545454545454547, 0.18181818181818182, 0.13636363636363635, 0.045454545454545456]","[1, 8, 0.3793103448275862, 0.47058823529411764, 0.4827586206896552, 0.625, 0.10344827586206896, 0.20689655172413793]","[1, 1, 0.34375, 0.43243243243243246, 0.53125, 0.2, 0.1875, 0.0625]","[1, 6, 0.2916666666666667, 0.33962264150943394, 0.4791666666666667, 0.4444444444444444, 0.125, 0.22916666666666666]"
14,2016-04-20,20160420SSHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2, 0.23809523809523808, 0.3, 0.375, 0.075, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3269230769230769, 0.4098360655737705, 0.5384615384615384, 0.26666666666666666, 0.23076923076923078, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.20754716981132076, 0.25862068965517243, 0.2641509433962264, 0.11764705882352941, 0.11320754716981132, 0.05660377358490566]","[0, -1, 0.3125, 0.3888888888888889, 0.375, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0, 8, 0.5, 0.5, 0.5, 1.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21739130434782608, 0.3018867924528302, 0.30434782608695654, 0.2631578947368421, 0.13043478260869565, 0.21739130434782608]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.2962962962962963, 0.3968253968253968, 0.46296296296296297, 0.35, 0.16666666666666666, 0.16666666666666666]","[1, 7, 0.07142857142857142, 0.4090909090909091, 0.2857142857142857, 0.0, 0.21428571428571427, 0.21428571428571427]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.4, 0.5, 0.4, 0.0, 1.0, 0.0]","[1, 2, 0.2708333333333333, 0.2857142857142857, 0.2916666666666667, 0.15384615384615385, 0.125, 0.041666666666666664]","[1, 6, 0.3939393939393939, 0.47368421052631576, 0.48484848484848486, 0.625, 0.09090909090909091, 0.18181818181818182]","[1, 1, 0.35135135135135137, 0.42857142857142855, 0.5135135135135135, 0.3333333333333333, 0.16216216216216217, 0.08108108108108109]","[1, 5, 0.3269230769230769, 0.3684210526315789, 0.5, 0.4444444444444444, 0.11538461538461539, 0.21153846153846154]"
15,2016-04-21,20160421SSHT0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.20454545454545456, 0.2391304347826087, 0.29545454545454547, 0.3333333333333333, 0.06818181818181818, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3333333333333333, 0.4090909090909091, 0.5263157894736842, 0.29411764705882354, 0.21052631578947367, 0.15789473684210525]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.21428571428571427, 0.26229508196721313, 0.26785714285714285, 0.11764705882352941, 0.10714285714285714, 0.05357142857142857]","[0, 8, 0.3125, 0.3888888888888889, 0.375, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5]","[0, 9, 0.5, 0.5, 0.5, 1.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2, 0.2807017543859649, 0.28, 0.25, 0.12, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.29310344827586204, 0.4057971014492754, 0.4482758620689655, 0.35, 0.15517241379310345, 0.15517241379310345]","[0, 6, 0.05555555555555555, 0.34615384615384615, 0.2222222222222222, 0.0, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.4, 0.5, 0.4, 0.0, 1.0, 0.0]","[1, 9, 0.28846153846153844, 0.3018867924528302, 0.3076923076923077, 0.14285714285714285, 0.11538461538461539, 0.038461538461538464]","[1, 8, 0.3611111111111111, 0.4523809523809524, 0.4444444444444444, 0.625, 0.08333333333333333, 0.16666666666666666]","[1, 1, 0.358974358974359, 0.46808510638297873, 0.5128205128205128, 0.2857142857142857, 0.20512820512820512, 0.07692307692307693]","[1, 5, 0.32142857142857145, 0.36065573770491804, 0.48214285714285715, 0.42105263157894735, 0.10714285714285714, 0.19642857142857142]"
16,2016-04-22,20160422KTSS0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.22448979591836735, 0.2549019607843137, 0.30612244897959184, 0.36363636363636365, 0.10204081632653061, 0.08163265306122448]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3548387096774194, 0.4225352112676056, 0.5483870967741935, 0.29411764705882354, 0.20967741935483872, 0.14516129032258066]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2, 0.25757575757575757, 0.25, 0.11764705882352941, 0.11666666666666667, 0.05]","[0, 8, 0.35294117647058826, 0.42105263157894735, 0.47058823529411764, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]","[0, 7, 0.5, 0.5, 0.5, 1.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.24074074074074073, 0.3114754098360656, 0.3333333333333333, 0.2727272727272727, 0.12962962962962962, 0.2222222222222222]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.29508196721311475, 0.4189189189189189, 0.4426229508196721, 0.36363636363636365, 0.16393442622950818, 0.18032786885245902]","[0, 7, 0.05263157894736842, 0.3333333333333333, 0.21052631578947367, 0.0, 0.15789473684210525, 0.15789473684210525]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.4, 0.5, 0.4, 0.0, 1.0, 0.0]","[1, 9, 0.2631578947368421, 0.27586206896551724, 0.2807017543859649, 0.125, 0.10526315789473684, 0.03508771929824561]","[1, 8, 0.4, 0.4782608695652174, 0.55, 0.7, 0.1, 0.225]","[1, 1, 0.37209302325581395, 0.4807692307692308, 0.5116279069767442, 0.25, 0.20930232558139536, 0.09302325581395349]","[1, 5, 0.3, 0.3384615384615385, 0.45, 0.36363636363636365, 0.1, 0.18333333333333332]"
17,2016-04-23,20160423KTSS0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.22, 0.25, 0.3, 0.36363636363636365, 0.1, 0.08]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3484848484848485, 0.41333333333333333, 0.5303030303030303, 0.2777777777777778, 0.19696969696969696, 0.13636363636363635]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.19047619047619047, 0.2463768115942029, 0.23809523809523808, 0.11764705882352941, 0.1111111111111111, 0.047619047619047616]","[1, 8, 0.3157894736842105, 0.38095238095238093, 0.42105263157894735, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.25, 0.25, 0.25, 0.25, 0.0, 0.5]","[0, -1, 0.5, 0.5, 0.5, 1.0, 0.5, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.2631578947368421, 0.3384615384615385, 0.3508771929824561, 0.2727272727272727, 0.12280701754385964, 0.21052631578947367]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.3076923076923077, 0.4230769230769231, 0.5076923076923077, 0.36363636363636365, 0.16923076923076924, 0.18461538461538463]","[0, 7, 0.05263157894736842, 0.3333333333333333, 0.21052631578947367, 0.0, 0.15789473684210525, 0.15789473684210525]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.3333333333333333, 0.42857142857142855, 0.3333333333333333, 0.0, 0.8333333333333334, 0.0]","[1, 9, 0.26229508196721313, 0.27419354838709675, 0.2786885245901639, 0.11764705882352941, 0.11475409836065574, 0.03278688524590164]","[0, 2, 0.40476190476190477, 0.4791666666666667, 0.5476190476190477, 0.7272727272727273, 0.09523809523809523, 0.23809523809523808]","[1, 1, 0.3617021276595745, 0.4642857142857143, 0.48936170212765956, 0.25, 0.19148936170212766, 0.0851063829787234]","[1, 5, 0.296875, 0.3333333333333333, 0.4375, 0.34782608695652173, 0.109375, 0.171875]"
18,2016-04-24,20160424KTSS0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.21153846153846154, 0.2545454545454545, 0.28846153846153844, 0.3333333333333333, 0.09615384615384616, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.37142857142857144, 0.4375, 0.5714285714285714, 0.3157894736842105, 0.22857142857142856, 0.15714285714285714]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.18461538461538463, 0.23943661971830985, 0.23076923076923078, 0.11764705882352941, 0.1076923076923077, 0.046153846153846156]","[0, -1, 0.3157894736842105, 0.38095238095238093, 0.42105263157894735, 0.5, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.14285714285714285, 0.25, 0.14285714285714285, 0.2, 0.14285714285714285, 0.2857142857142857]","[0, 2, 0.4, 0.4, 0.4, 1.0, 0.4, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.25, 0.34285714285714286, 0.3333333333333333, 0.2608695652173913, 0.13333333333333333, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.3188405797101449, 0.43373493975903615, 0.5072463768115942, 0.34782608695652173, 0.15942028985507245, 0.17391304347826086]","[0, 5, 0.05, 0.32142857142857145, 0.2, 0.0, 0.15, 0.15]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.3333333333333333, 0.42857142857142855, 0.3333333333333333, 0.0, 0.8333333333333334, 0.0]","[1, 2, 0.265625, 0.2878787878787879, 0.28125, 0.16666666666666666, 0.109375, 0.03125]","[1, 7, 0.3953488372093023, 0.46938775510204084, 0.5348837209302325, 0.7272727272727273, 0.09302325581395349, 0.23255813953488372]","[1, 1, 0.34, 0.45901639344262296, 0.46, 0.2222222222222222, 0.2, 0.08]","[1, 6, 0.27941176470588236, 0.3108108108108108, 0.4117647058823529, 0.3076923076923077, 0.10294117647058823, 0.17647058823529413]"
19,2016-04-26,20160426LGSS0,"[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.23636363636363636, 0.288135593220339, 0.32727272727272727, 0.38461538461538464, 0.10909090909090909, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 3, 0.3698630136986301, 0.43373493975903615, 0.5616438356164384, 0.3157894736842105, 0.2191780821917808, 0.1506849315068493]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.1791044776119403, 0.2328767123287671, 0.22388059701492538, 0.1111111111111111, 0.1044776119402985, 0.04477611940298507]","[0, 7, 0.3333333333333333, 0.391304347826087, 0.42857142857142855, 0.6666666666666666, 0.0, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.14285714285714285, 0.25, 0.14285714285714285, 0.2, 0.14285714285714285, 0.2857142857142857]","[1, 9, 0.4, 0.4, 0.4, 1.0, 0.6, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.34285714285714286, 0.3333333333333333, 0.2608695652173913, 0.13333333333333333, 0.2]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.3939393939393939, 0.32142857142857145, 0.125, 0.10714285714285714, 0.03571428571428571]","[1, 4, 0.3424657534246575, 0.4482758620689655, 0.5753424657534246, 0.375, 0.1780821917808219, 0.2054794520547945]","[1, 8, 0.05, 0.32142857142857145, 0.2, 0.0, 0.15, 0.15]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.42857142857142855, 0.5, 0.42857142857142855, 0.5, 0.8571428571428571, 0.14285714285714285]","[0, -1, 0.265625, 0.2878787878787879, 0.28125, 0.16666666666666666, 0.109375, 0.03125]","[1, 7, 0.3617021276595745, 0.4339622641509434, 0.48936170212765956, 0.5714285714285714, 0.0851063829787234, 0.2127659574468085]","[1, 1, 0.32727272727272727, 0.4393939393939394, 0.45454545454545453, 0.25, 0.2, 0.09090909090909091]","[1, 5, 0.2777777777777778, 0.3076923076923077, 0.4166666666666667, 0.2857142857142857, 0.09722222222222222, 0.16666666666666666]"
