,date,game_key,안승민,김경태,김용주,이태양,문재현,임준섭,송창현,로저스,김민우,김범수,권용우,김재영,서캠프,마에스트리,카스티요,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,정대훈,구본범,황재규,장민재,송신영,박정진
40,2016-05-22,20160522KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 1, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[1, 0, 5.4, 1.8, 0.5833333333333334, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 5.25, 1.5833333333333333, 1.5, 6.0]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 1, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 4.447058823529412, 1.5882352941176472, 1.6428571428571428, 1.2318840579710144]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.538461538461538, 1.9230769230769231, 0.7, 0.8125]","[0, 0, 6.148514851485149, 1.603960396039604, 1.5625, 4.208333333333333]","[0, 1, 7.476923076923077, 1.9384615384615385, 1.1875, 2.4074074074074074]","[0, 1, 6.370786516853933, 1.9213483146067416, 1.1666666666666667, 1.4126984126984128]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 1.4594594594594597, 0.6891891891891891, 5.6, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.879120879120879, 1.1904761904761905, 1.8958333333333333]","[0, 1, 27.0, 6.0, 1, 0.3333333333333333]","[0, 1, 6.850746268656716, 1.6567164179104479, 2.2, 0.9710144927536232]"
41,2016-05-24,20160524HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 5.4, 1.8, 0.5833333333333334, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[1, 0, 5.684210526315789, 1.6842105263157894, 1.8, 6.333333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 4.909090909090909, 1.6704545454545454, 1.6428571428571428, 1.222222222222222]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.538461538461538, 1.9230769230769231, 0.7, 0.8125]","[0, 0, 6.148514851485149, 1.603960396039604, 1.5625, 4.208333333333333]","[0, 0, 7.476923076923077, 1.9384615384615385, 1.1875, 2.4074074074074074]","[0, 0, 6.370786516853933, 1.9213483146067416, 1.1666666666666667, 1.4126984126984128]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 1.4594594594594597, 0.6891891891891891, 5.6, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.879120879120879, 1.1904761904761905, 1.8958333333333333]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 0, 6.850746268656716, 1.6567164179104479, 2.2, 0.9710144927536232]"
42,2016-05-25,20160525HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 5.4, 1.8, 0.5833333333333334, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 5.684210526315789, 1.6842105263157894, 1.8, 6.333333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 4.8, 1.6333333333333333, 1.6428571428571428, 1.2]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.538461538461538, 1.9230769230769231, 0.7, 0.8125]","[0, 0, 6.148514851485149, 1.603960396039604, 1.5625, 4.208333333333333]","[0, 1, 8.136986301369863, 2.0136986301369864, 1.1176470588235294, 2.433333333333333]","[0, 1, 6.8999999999999995, 1.9666666666666666, 1.12, 1.3636363636363635]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 1.35, 0.6749999999999999, 6.0, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.175257731958763, 1.824742268041237, 1.2727272727272727, 1.9019607843137256]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 1, 7.544117647058823, 1.8088235294117647, 2.2, 0.9444444444444445]"
43,2016-05-26,20160526HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 5.4, 1.8, 0.5833333333333334, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 5.684210526315789, 1.6842105263157894, 1.8, 6.333333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 4.8, 1.6333333333333333, 1.6428571428571428, 1.2]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.538461538461538, 1.9230769230769231, 0.7, 0.8125]","[1, 0, 5.132231404958678, 1.487603305785124, 1.7222222222222223, 4.481481481481482]","[0, 1, 7.92, 1.96, 1.1176470588235294, 2.272727272727273]","[0, 0, 6.8999999999999995, 1.9666666666666666, 1.12, 1.3636363636363635]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 1.9058823529411764, 0.8117647058823529, 4.428571428571429, 1.4912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.824742268041237, 1.2727272727272727, 1.9019607843137256]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 1, 8.1, 1.885714285714286, 2.2, 0.9333333333333332]"
44,2016-05-27,20160527LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 5.4, 1.8, 0.5833333333333334, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 5.684210526315789, 1.6842105263157894, 1.8, 6.333333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 4.731958762886598, 1.670103092783505, 1.7333333333333334, 1.2435897435897436]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 5.5, 1.8333333333333333, 0.9285714285714286, 1.0588235294117647]","[0, 0, 5.132231404958678, 1.487603305785124, 1.7222222222222223, 4.481481481481482]","[0, 0, 7.92, 1.96, 1.1176470588235294, 2.272727272727273]","[0, 1, 6.967741935483871, 1.935483870967742, 1.12, 1.3478260869565217]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 1.9058823529411764, 0.8117647058823529, 4.428571428571429, 1.4912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.824742268041237, 1.2727272727272727, 1.9019607843137256]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 0, 8.1, 1.885714285714286, 2.2, 0.9333333333333332]"
45,2016-05-28,20160528LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[1, 0, 7.913793103448275, 2.0172413793103448, 0.5833333333333334, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 5.684210526315789, 1.6842105263157894, 1.8, 6.333333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 4.330188679245283, 1.5849056603773584, 1.8, 1.308641975308642]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.5, 1.8333333333333333, 0.9285714285714286, 1.0588235294117647]","[0, 0, 5.132231404958678, 1.487603305785124, 1.7222222222222223, 4.481481481481482]","[0, 1, 8.064935064935064, 1.948051948051948, 1.1111111111111112, 2.138888888888889]","[0, 1, 6.29126213592233, 1.8349514563106795, 1.16, 1.4305555555555556]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 1.9058823529411764, 0.8117647058823529, 4.428571428571429, 1.4912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.413461538461538, 1.8461538461538463, 1.2608695652173914, 1.9259259259259258]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 1, 8.36619718309859, 1.9014084507042253, 2.090909090909091, 0.9102564102564104]"
46,2016-05-29,20160529LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 7.913793103448275, 2.0172413793103448, 0.5833333333333334, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[1, 0, 4.443037974683544, 1.518987341772152, 1.6666666666666667, 6.583333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 4.330188679245283, 1.5849056603773584, 1.8, 1.308641975308642]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.5, 1.8333333333333333, 0.9285714285714286, 1.0588235294117647]","[0, 0, 5.132231404958678, 1.487603305785124, 1.7222222222222223, 4.481481481481482]","[0, 0, 8.064935064935064, 1.948051948051948, 1.1111111111111112, 2.138888888888889]","[0, 0, 6.29126213592233, 1.8349514563106795, 1.16, 1.4305555555555556]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 1.9058823529411764, 0.8117647058823529, 4.428571428571429, 1.4912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.413461538461538, 1.8461538461538463, 1.2608695652173914, 1.9259259259259258]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 0, 8.36619718309859, 1.9014084507042253, 2.090909090909091, 0.9102564102564104]"
47,2016-05-31,20160531SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 7.913793103448275, 2.0172413793103448, 0.5833333333333334, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 4.443037974683544, 1.518987341772152, 1.6666666666666667, 6.583333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 4.2110091743119265, 1.5412844036697246, 1.9333333333333333, 1.2976190476190477]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.5, 1.8333333333333333, 0.9285714285714286, 1.0588235294117647]","[1, 0, 5.170212765957447, 1.446808510638298, 1.75, 4.7]","[0, 0, 8.064935064935064, 1.948051948051948, 1.1111111111111112, 2.138888888888889]","[0, 1, 6.171428571428571, 1.8285714285714285, 1.16, 1.4]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 1.8202247191011236, 0.8764044943820224, 3.6666666666666665, 1.4833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.413461538461538, 1.8461538461538463, 1.2608695652173914, 1.9259259259259258]","[0, 0, 27.0, 6.0, 1, 0.3333333333333333]","[0, 0, 8.36619718309859, 1.9014084507042253, 2.090909090909091, 0.9102564102564104]"
48,2016-06-01,20160601SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 7.913793103448275, 2.0172413793103448, 0.5833333333333334, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 4.443037974683544, 1.518987341772152, 1.6666666666666667, 6.583333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 4.2110091743119265, 1.5412844036697246, 1.9333333333333333, 1.2976190476190477]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 7.403225806451612, 2.0806451612903225, 0.8888888888888888, 1.1481481481481481]","[0, 0, 5.170212765957447, 1.446808510638298, 1.75, 4.7]","[0, 0, 8.064935064935064, 1.948051948051948, 1.1111111111111112, 2.138888888888889]","[0, 1, 6.0, 1.8055555555555556, 1.24, 1.3846153846153846]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 2.0543478260869565, 0.9130434782608695, 3.888888888888889, 1.4603174603174605]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.413461538461538, 1.8461538461538463, 1.2608695652173914, 1.9259259259259258]","[0, 1, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 1, 8.36619718309859, 1.9859154929577463, 1.9166666666666667, 0.8765432098765432]"
49,2016-06-02,20160602SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 7.913793103448275, 2.0172413793103448, 0.5833333333333334, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 4.443037974683544, 1.518987341772152, 1.6666666666666667, 6.583333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.8898305084745766, 1.4745762711864405, 1.9375, 1.35632183908046]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.403225806451612, 2.0806451612903225, 0.8888888888888888, 1.1481481481481481]","[0, 0, 5.170212765957447, 1.446808510638298, 1.75, 4.7]","[0, 0, 8.064935064935064, 1.948051948051948, 1.1111111111111112, 2.138888888888889]","[0, 0, 6.0, 1.8055555555555556, 1.24, 1.3846153846153846]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.0543478260869565, 0.9130434782608695, 3.888888888888889, 1.4603174603174605]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.628571428571429, 1.8571428571428572, 1.2083333333333333, 1.8421052631578947]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 0, 8.36619718309859, 1.9859154929577463, 1.9166666666666667, 0.8765432098765432]"
50,2016-06-03,20160603HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[1, 0, 8.46268656716418, 2.1492537313432836, 0.4375, 3.1904761904761902]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 4.443037974683544, 1.518987341772152, 1.6666666666666667, 6.583333333333333]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.701612903225806, 1.4274193548387095, 2.0, 1.3777777777777778]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.403225806451612, 2.0806451612903225, 0.8888888888888888, 1.1481481481481481]","[0, 0, 5.170212765957447, 1.446808510638298, 1.75, 4.7]","[0, 1, 6.977528089887641, 1.9213483146067416, 0.8695652173913043, 2.282051282051282]","[0, 1, 6.081081081081082, 1.837837837837838, 1.28, 1.3703703703703705]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.2282608695652173, 1.0434782608695652, 3.5, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.8571428571428572, 1.2083333333333333, 1.8421052631578947]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 1, 7.615384615384615, 1.8846153846153846, 2.0833333333333335, 0.9285714285714286]"
51,2016-06-04,20160604HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 8.46268656716418, 2.1492537313432836, 0.4375, 3.1904761904761902]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[1, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 3.0, 0.14285714285714285, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 3.701612903225806, 1.4274193548387095, 2.0, 1.3777777777777778]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.403225806451612, 2.0806451612903225, 0.8888888888888888, 1.1481481481481481]","[0, 0, 5.170212765957447, 1.446808510638298, 1.75, 4.7]","[0, 1, 6.536842105263158, 1.831578947368421, 0.9565217391304348, 2.261904761904762]","[0, 1, 5.921052631578947, 1.8421052631578947, 1.32, 1.3571428571428572]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.2282608695652173, 1.0434782608695652, 3.5, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.8571428571428572, 1.2083333333333333, 1.8421052631578947]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 1, 7.518987341772151, 1.8607594936708862, 2.0833333333333335, 0.9080459770114943]"
