,date,game_key,안승민,김경태,김용주,이태양,문재현,임준섭,송창현,로저스,김민우,김범수,권용우,김재영,서캠프,마에스트리,카스티요,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,정대훈,구본범,황재규,장민재,송신영,박정진
113,2016-08-26,20160826NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 13.965517241379311, 2.4827586206896552, 0.75, 1.074074074074074]","[0, 0, 5.294117647058823, 1.6176470588235294, 1.0, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.125, 2.0416666666666665, 1.3333333333333333, 4.0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.4, 1.6444444444444444, 1.736842105263158, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 7.2, 1.76, 1.3, 2.4193548387096775]","[0, 0, 5.641791044776119, 1.6231343283582091, 1.5, 4.0606060606060606]","[0, 0, 6.061224489795919, 1.6897959183673468, 1.425, 1.8560606060606062]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 6.27906976744186, 1.6046511627906976, 2.2, 2.388888888888889]","[0, 1, 3.6373056994818653, 1.1036269430051815, 3.8333333333333335, 1.3687943262411346]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 4.2772277227722775, 1.425742574257426, 2.111111111111111, 1.1222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.228915662650603, 1.6385542168674698, 1.3061224489795917, 2.2432432432432434]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.265193370165745, 1.6243093922651932, 2.230769230769231, 1.0225988700564972]"
114,2016-08-27,20160827HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 1, 11.571428571428571, 2.142857142857143, 0.75, 1.1666666666666665]","[0, 0, 5.294117647058823, 1.6176470588235294, 1.0, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.125, 2.0416666666666665, 1.3333333333333333, 4.0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.4, 1.6444444444444444, 1.736842105263158, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.76, 1.3, 2.4193548387096775]","[0, 0, 5.641791044776119, 1.6231343283582091, 1.5, 4.0606060606060606]","[0, 1, 5.952755905511811, 1.6771653543307086, 1.3571428571428572, 1.8814814814814815]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 6.27906976744186, 1.6046511627906976, 2.2, 2.388888888888889]","[0, 0, 3.6373056994818653, 1.1036269430051815, 3.8333333333333335, 1.3687943262411346]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 1, 4.330188679245283, 1.3867924528301885, 2.5555555555555554, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[1, 0, 4.285714285714286, 1.6428571428571428, 1.28, 2.210526315789474]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 6.265193370165745, 1.6243093922651932, 2.230769230769231, 1.0225988700564972]"
115,2016-08-28,20160828HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.142857142857143, 0.75, 1.1666666666666665]","[0, 0, 5.294117647058823, 1.6176470588235294, 1.0, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.125, 2.0416666666666665, 1.3333333333333333, 4.0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[1, 0, 5.58, 1.62, 1.8095238095238095, 4.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.76, 1.3, 2.4193548387096775]","[0, 0, 5.641791044776119, 1.6231343283582091, 1.5, 4.0606060606060606]","[0, 1, 6.023076923076923, 1.6961538461538461, 1.4047619047619047, 1.884057971014493]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 6.27906976744186, 1.6046511627906976, 2.2, 2.388888888888889]","[0, 1, 3.5816326530612246, 1.086734693877551, 3.888888888888889, 1.361111111111111]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 4.330188679245283, 1.3867924528301885, 2.5555555555555554, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.285714285714286, 1.6428571428571428, 1.28, 2.210526315789474]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.0, 1.5555555555555556, 2.4615384615384617, 1.05]"
116,2016-08-30,20160830HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 1, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[1, 0, 5.6571428571428575, 1.7, 0.8536585365853658, 3.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.125, 2.0416666666666665, 1.3333333333333333, 4.0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.58, 1.62, 1.8095238095238095, 4.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.76, 1.3, 2.4193548387096775]","[0, 0, 5.641791044776119, 1.6231343283582091, 1.5, 4.0606060606060606]","[0, 1, 5.977099236641221, 1.683206106870229, 1.4047619047619047, 1.8581560283687941]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 1, 5.625, 1.4375, 2.4, 2.2857142857142856]","[0, 0, 3.5816326530612246, 1.086734693877551, 3.888888888888889, 1.361111111111111]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 1, 4.098214285714286, 1.3660714285714284, 2.7777777777777777, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.285714285714286, 1.6428571428571428, 1.28, 2.210526315789474]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 6.0, 1.5555555555555556, 2.4615384615384617, 1.05]"
117,2016-09-01,20160901LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[0, 0, 5.6571428571428575, 1.7, 0.8536585365853658, 3.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 1, 7.5600000000000005, 2.12, 1.3333333333333333, 3.5714285714285716]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.58, 1.62, 1.8095238095238095, 4.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.76, 1.3, 2.4193548387096775]","[1, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[0, 0, 5.977099236641221, 1.683206106870229, 1.4047619047619047, 1.8581560283687941]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 1, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 0, 3.5816326530612246, 1.086734693877551, 3.888888888888889, 1.361111111111111]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 1, 4.026315789473684, 1.3421052631578947, 2.888888888888889, 1.1515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.285714285714286, 1.6428571428571428, 1.28, 2.210526315789474]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.9371727748691105, 1.5392670157068062, 2.5, 1.0437158469945356]"
118,2016-09-02,20160902LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[0, 0, 5.6571428571428575, 1.7, 0.8536585365853658, 3.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.5600000000000005, 2.12, 1.3333333333333333, 3.5714285714285716]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 1, 5.08235294117647, 1.535294117647059, 1.9565217391304348, 4.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.2, 1.76, 1.3, 2.4193548387096775]","[0, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[0, 1, 5.966292134831461, 1.6853932584269662, 1.3953488372093024, 1.8541666666666667]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 1, 3.5276381909547743, 1.1155778894472363, 3.55, 1.3537414965986394]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 4.026315789473684, 1.3421052631578947, 2.888888888888889, 1.1515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[1, 0, 4.247191011235955, 1.6292134831460674, 1.3076923076923077, 2.282051282051282]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 5.9371727748691105, 1.5392670157068062, 2.5, 1.0437158469945356]"
119,2016-09-03,20160903HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[0, 1, 6.0, 1.72, 0.8863636363636364, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 1, 7.2439024390243905, 2.0121951219512195, 1.4375, 3.4166666666666665]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.08235294117647, 1.535294117647059, 1.9565217391304348, 4.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.903846153846154, 1.4444444444444444, 1.5757575757575757]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 1, 7.058091286307055, 1.7800829875518673, 1.3181818181818181, 2.5104166666666665]","[0, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[1, 0, 5.9440298507462686, 1.6902985074626866, 1.3953488372093024, 1.82312925170068]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 1, 3.6878048780487807, 1.126829268292683, 3.75, 1.3666666666666665]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 1, 3.991304347826087, 1.3565217391304347, 2.888888888888889, 1.1274509803921569]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.247191011235955, 1.6292134831460674, 1.3076923076923077, 2.282051282051282]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.923469387755102, 1.5306122448979593, 2.4814814814814814, 1.053763440860215]"
120,2016-09-04,20160904HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[0, 1, 5.921052631578947, 1.6973684210526316, 0.8863636363636364, 3.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.2439024390243905, 2.0121951219512195, 1.4375, 3.4166666666666665]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.08235294117647, 1.535294117647059, 1.9565217391304348, 4.722222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.381818181818182, 1.8545454545454547, 1.5555555555555556, 1.5277777777777777]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 1, 7.163265306122449, 1.7877551020408162, 1.3863636363636365, 2.474747474747475]","[0, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[0, 0, 5.9440298507462686, 1.6902985074626866, 1.3953488372093024, 1.82312925170068]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 0, 3.6878048780487807, 1.126829268292683, 3.75, 1.3666666666666665]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 3.991304347826087, 1.3565217391304347, 2.888888888888889, 1.1274509803921569]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.247191011235955, 1.6292134831460674, 1.3076923076923077, 2.282051282051282]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.030456852791878, 1.5380710659898476, 2.392857142857143, 1.0423280423280423]"
121,2016-09-06,20160906HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[0, 1, 6.063559322033899, 1.7033898305084745, 0.9545454545454546, 3.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.2439024390243905, 2.0121951219512195, 1.4375, 3.4166666666666665]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[1, 0, 4.826815642458101, 1.5251396648044693, 1.88, 4.589743589743589]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.381818181818182, 1.8545454545454547, 1.5555555555555556, 1.5277777777777777]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.163265306122449, 1.7877551020408162, 1.3863636363636365, 2.474747474747475]","[0, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[0, 0, 5.9440298507462686, 1.6902985074626866, 1.3953488372093024, 1.82312925170068]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 1, 3.5829383886255926, 1.1374407582938388, 3.4545454545454546, 1.3790849673202614]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 3.991304347826087, 1.3565217391304347, 2.888888888888889, 1.1274509803921569]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 1, 4.370503597122302, 1.6402877697841727, 1.3703703703703705, 2.316666666666667]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.2727272727272725, 1.5606060606060606, 2.310344827586207, 1.03125]"
122,2016-09-07,20160907HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[0, 0, 6.063559322033899, 1.7033898305084745, 0.9545454545454546, 3.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 7.2439024390243905, 2.0121951219512195, 1.4375, 3.4166666666666665]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 4.826815642458101, 1.5251396648044693, 1.88, 4.589743589743589]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.381818181818182, 1.8545454545454547, 1.5555555555555556, 1.5277777777777777]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 7.071428571428572, 1.7976190476190477, 1.3555555555555556, 2.4705882352941178]","[0, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[0, 1, 6.193548387096774, 1.7204301075268817, 1.4545454545454546, 1.86]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 0, 3.5829383886255926, 1.1374407582938388, 3.4545454545454546, 1.3790849673202614]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 3.991304347826087, 1.3565217391304347, 2.888888888888889, 1.1274509803921569]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.370503597122302, 1.6402877697841727, 1.3703703703703705, 2.316666666666667]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.088235294117647, 1.5294117647058822, 2.3448275862068964, 1.0461538461538462]"
123,2016-09-08,20160908KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.9714285714285715, 2.0, 1.2962962962962963]","[0, 0, 11.571428571428571, 2.2285714285714286, 0.6923076923076923, 1.0606060606060606]","[1, 0, 6.037974683544303, 1.6962025316455696, 0.9772727272727273, 3.4347826086956523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 1, 6.906976744186046, 1.9534883720930232, 1.5625, 3.185185185185185]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 4.826815642458101, 1.5251396648044693, 1.88, 4.589743589743589]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.381818181818182, 1.8545454545454547, 1.5555555555555556, 1.5277777777777777]","[0, 0, 3.8842105263157896, 1.4105263157894736, 1.8333333333333333, 1.4615384615384615]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.071428571428572, 1.7976190476190477, 1.3555555555555556, 2.4705882352941178]","[0, 0, 6.580645161290322, 1.7311827956989247, 1.488888888888889, 4.043478260869565]","[0, 1, 6.171428571428571, 1.7142857142857144, 1.4772727272727273, 1.8300653594771241]","[0, 0, 4.764705882352941, 1.4221453287197232, 1.744186046511628, 1.482051282051282]","[0, 0, 7.163265306122449, 1.653061224489796, 2.0, 2.0416666666666665]","[0, 0, 3.5829383886255926, 1.1374407582938388, 3.4545454545454546, 1.3790849673202614]","[0, 0, 9.0, 2.0, 0.0, 0.75]","[0, 0, 3.991304347826087, 1.3565217391304347, 2.888888888888889, 1.1274509803921569]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 1.875, 1, 2.6666666666666665]","[0, 0, 4.370503597122302, 1.6402877697841727, 1.3703703703703705, 2.316666666666667]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.942583732057416, 1.507177033492823, 2.4827586206896552, 1.0555555555555556]"
