,date,game_key,김정훈,정회찬,박정준,밴헤켄,박종윤,한현희,신재영,조상우,신명수,하영민,김윤환,최원태,김택형,김해수,박주현,정용준,김정인,코엘로,맥그레거,안현석,유재훈,안정훈,이찬석,김성택,황덕균,마정길,오주원,금민철,이보근,양훈,김세현,김상수,강윤구,이정훈
10,2016-04-13,20160413KTWO0,"[0, 1, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 5.4, 1.7999999999999998, 0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.6153846153846154, 1.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 1.25, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.3636363636363638, 4.0, 0.7333333333333333]","[0, 0, 0.0, 2.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 3.230769230769231, 1.0, 0.7222222222222222]","[0, 0, 10.125, 1.6875, 0.5, 5.333333333333333]","[0, 1, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 0, 1.35, 0.8999999999999999, 5.0, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2016-04-14,20160414KTWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 1, 10.125, 3.0, 0.6666666666666666, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.5, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.3636363636363638, 4.0, 0.7333333333333333]","[0, 1, 0.0, 1.2, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 3.230769230769231, 1.0, 0.7222222222222222]","[0, 0, 10.125, 1.6875, 0.5, 5.333333333333333]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 1, 2.3478260869565215, 1.1739130434782608, 3.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2016-04-15,20160415WOHT0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 1, 7.363636363636363, 2.4545454545454546, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.6875, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.4, 8.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.3636363636363638, 4.0, 0.7333333333333333]","[0, 1, 0.0, 0.75, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.625, 1.5, 0.7619047619047619]","[0, 0, 10.125, 1.6875, 0.5, 5.333333333333333]","[0, 0, 4.263157894736842, 1.105263157894737, 2, 1.0555555555555556]","[0, 0, 2.3478260869565215, 1.1739130434782608, 3.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2016-04-17,20160417WOHT0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6341463414634148, 0.951219512195122, 9, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.529411764705882, 2.1176470588235294, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4, 8.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.3636363636363638, 4.0, 0.7333333333333333]","[0, 0, 0.0, 0.75, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 2.6842105263157894, 1.4, 0.7916666666666666]","[0, 0, 10.125, 1.6875, 0.5, 5.333333333333333]","[0, 1, 3.6818181818181817, 1.2272727272727273, 4, 1.0476190476190477]","[0, 0, 2.3478260869565215, 1.1739130434782608, 3.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2016-04-19,20160419WOSK0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 0.951219512195122, 9, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 2.1176470588235294, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4, 8.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.3636363636363638, 4.0, 0.7333333333333333]","[0, 0, 0.0, 0.75, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 2.5714285714285716, 1.6, 0.7777777777777778]","[0, 0, 10.125, 1.6875, 0.5, 5.333333333333333]","[0, 1, 3.2399999999999998, 1.0799999999999998, 7, 1.0416666666666667]","[0, 1, 2.793103448275862, 1.2413793103448276, 4.333333333333333, 1.9333333333333331]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2016-04-20,20160420WOSK0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 0.951219512195122, 9, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 2.1176470588235294, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4, 8.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.3636363636363638, 4.0, 0.7333333333333333]","[0, 0, 0.0, 0.75, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 2.5714285714285716, 1.6, 0.7777777777777778]","[1, 0, 7.9411764705882355, 1.852941176470588, 0.6, 5.666666666666667]","[0, 0, 3.2399999999999998, 1.0799999999999998, 7, 1.0416666666666667]","[0, 0, 2.793103448275862, 1.2413793103448276, 4.333333333333333, 1.9333333333333331]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2016-04-21,20160421WOSK0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 0.951219512195122, 9, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 2.1176470588235294, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4, 8.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.8, 1.6, 1.2727272727272727, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.2857142857142856, 2.0, 0.7777777777777778]","[0, 0, 0.0, 0.75, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 2.25, 1.6, 0.8]","[0, 0, 7.9411764705882355, 1.852941176470588, 0.6, 5.666666666666667]","[0, 0, 3.2399999999999998, 1.0799999999999998, 7, 1.0416666666666667]","[0, 0, 2.793103448275862, 1.2413793103448276, 4.333333333333333, 1.9333333333333331]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2016-04-22,20160422LGWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 1, 6.230769230769231, 2.7692307692307696, 0.3333333333333333, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 0.951219512195122, 9, 6.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 2.1176470588235294, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.6, 1.2727272727272727, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.2857142857142856, 2.0, 0.7777777777777778]","[0, 1, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 1.6, 0.8]","[0, 0, 7.9411764705882355, 1.852941176470588, 0.6, 5.666666666666667]","[0, 0, 3.2399999999999998, 1.0799999999999998, 7, 1.0416666666666667]","[0, 0, 2.793103448275862, 1.2413793103448276, 4.333333333333333, 1.9333333333333331]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2016-04-23,20160423LGWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 1, 5.0625, 2.25, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7419354838709677, 1.0161290322580645, 10, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.5, 2.3333333333333335, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.6, 1.2727272727272727, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 1.6, 0.8]","[0, 0, 7.9411764705882355, 1.852941176470588, 0.6, 5.666666666666667]","[0, 0, 3.2399999999999998, 1.0799999999999998, 7, 1.0416666666666667]","[0, 1, 2.53125, 1.21875, 5.333333333333333, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2016-04-24,20160424LGWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 5.0625, 2.25, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.0161290322580645, 10, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.142857142857143, 1.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.6, 1.2727272727272727, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 2.0, 1.6, 0.8181818181818182]","[0, 0, 7.9411764705882355, 1.852941176470588, 0.6, 5.666666666666667]","[0, 1, 2.892857142857143, 0.9642857142857142, 9, 1.0370370370370372]","[0, 1, 2.3823529411764706, 1.1470588235294117, 5.666666666666667, 1.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2016-04-26,20160426WONC0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 5.0625, 2.25, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.0161290322580645, 10, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.3333333333333333, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.142857142857143, 1.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.6, 1.2727272727272727, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 2.0, 1.6, 0.8181818181818182]","[0, 1, 8.804347826086957, 1.9565217391304348, 0.6666666666666666, 5.111111111111112]","[0, 0, 2.892857142857143, 0.9642857142857142, 9, 1.0370370370370372]","[0, 0, 2.3823529411764706, 1.1470588235294117, 5.666666666666667, 1.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2016-04-28,20160428WONC0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 5.0625, 2.25, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.0161290322580645, 10, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.875000000000001, 2.0, 1.1666666666666667, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.285714285714286, 1.5238095238095237, 1.2857142857142858, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.8620689655172415, 1.6, 0.8055555555555555]","[0, 0, 8.804347826086957, 1.9565217391304348, 0.6666666666666666, 5.111111111111112]","[0, 1, 2.6129032258064515, 1.064516129032258, 11, 1.0333333333333334]","[0, 1, 5.5588235294117645, 1.5, 5.666666666666667, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2016-04-29,20160429SKWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 5.0625, 2.25, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.3846153846153846, 1.0384615384615385, 15, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 2.0, 1.1666666666666667, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.2857142857142858, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.8620689655172415, 1.6, 0.8055555555555555]","[0, 0, 8.804347826086957, 1.9565217391304348, 0.6666666666666666, 5.111111111111112]","[0, 0, 2.6129032258064515, 1.064516129032258, 11, 1.0333333333333334]","[0, 1, 5.4, 1.6285714285714286, 6.0, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2016-04-30,20160430SKWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 0, 5.0625, 2.25, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 1.0384615384615385, 15, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.8888888888888888, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 2.0, 1.1666666666666667, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 3.3333333333333335, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.2857142857142858, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.8620689655172415, 1.6, 0.8055555555555555]","[0, 0, 8.804347826086957, 1.9565217391304348, 0.6666666666666666, 5.111111111111112]","[0, 0, 2.6129032258064515, 1.064516129032258, 11, 1.0333333333333334]","[0, 0, 5.4, 1.6285714285714286, 6.0, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2016-05-01,20160501SKWO0,"[0, 0, 0.0, 1.5, 0.0, 1.1111111111111112]","[0, 1, 4.263157894736842, 2.0526315789473686, 0.2857142857142857, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 1.0384615384615385, 15, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8888888888888888, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 2.0, 1.1666666666666667, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9193548387096775, 1.2580645161290323, 3.75, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.5238095238095237, 1.2857142857142858, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.5, 0.8095238095238095]","[0, 0, 3.0, 1.0, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.6363636363636365, 1.8, 0.8461538461538461]","[0, 0, 8.804347826086957, 1.9565217391304348, 0.6666666666666666, 5.111111111111112]","[0, 0, 2.6129032258064515, 1.064516129032258, 11, 1.0333333333333334]","[0, 0, 5.4, 1.6285714285714286, 6.0, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
